	AcnR	GlcC	CueR	ExuR_UxuR	CblR	GntR	TrpR	NagQ	FadP	NiaR	NtrC	DasR	TtrR	LiuQ	CcpA	BioQ	FruR	MerR	PdxR	NrdR	FnrN_FixK	PurR	NnrR	RbsR	PhsR	SdaR	NorR	CadR-PbrR	SoxR	HrcA	QorR	HypR	VanR	NifA	HcpR	PhnR	LiuR	PhrR	ModE	PhnF	AgaR	MetR	NadQ	MntR	NrtR	FUR	SahR_SamR	ArgR	CzrA	NsrR	NagR	AraR	KdgR	Zur	RbkR	NagC	Phr	Rex	ThiR	BirA	HutC	XylR	TyrR	ZntR	HexR	RutR	PdhR	SiaR	NarP	CsoR	PrpR	LtbR	Irr	AmtR	GulR	FixJ	FadR	NikR	MetJ	LexA	FabR	HisR	GguR	PaaR	PsrA	IscR	LldR	NmlR
NorR	-0.24819706668827485	-0.1901790778705129	0.17348675147881046	0.18823434081516896	0.12146503524835912	-0.1499878453934041	-0.07738432866056236	0.07787051292439835	-0.05712665100072928	0.06474353780082652	0.031520946438700265	0.06830888906895713	-0.009966777408637873	0.12632687788671906	0.015152742889555142	0.22469816060286849	0.19779596467061017	0.005591119034113929	-0.17267644437241714	-0.2044404829430354	0.2966534316505956	-0.0017016449234259785	0.15387731950409206	-0.035734543391945546	0.36212624584717606	0.4131755935499554	1.0	0.4047483996434649	0.5271047727088567	-0.16489749615104124	-0.1595494692488453	-0.03589660481322421	-0.11595494692488453	-0.07106393323069443	-0.06506766064338385	-0.16538368041487725	0.03703103476217486	0.10217972611619804	-0.10574507738432866	-0.07965318855846366	0.05566809820922129	0.04902357993679605	0.16360100478081194	-0.05631634389433595	-0.008184101774572563	0.003970504821327283	-0.19909245604083947	-0.10914836723118061	0.031520946438700265	-0.22404991491775383	-0.1028279718013127	-0.09456283931610081	-0.014666558625719148	-0.012559760149096507	-0.03865164897496151	0.02876590227696297	0.08451503119682359	0.0867838910947249	0.020176646949193744	0.079004942873349	0.010452961672473868	0.209464387002674	-0.25192447937768414	0.044485860140993434	0.1486913540231748	-0.21140912405801798	-0.029576209383356294	-0.023417875374767038	-0.08840450530751155	-0.1509602139210761	-0.1449639413337655	-0.15792885503605866	0.015638927153391134	0.02276962968965238	-0.21756745806660724	-0.07155011749453043	0.10914836723118061	0.05907138805607325	0.008022040353293899	0.24803500526699618	0.026983226642897658	0.050158009885746695	0.05890932663479459	0.2199983793857872	0.29357426464630093	0.35969532452799613	0.14885341544445344	0.2209707479134592
CadR-PbrR	-0.16797666315533588	-0.11660319260999918	0.23490803014342435	0.17219026010858116	0.004456689085163277	0.05339923831131999	0.18240012964913702	0.27299246414391054	0.017421602787456445	-0.019204278421521757	0.10525889312049266	0.09602139210760878	-0.0028360748723766306	0.37881857223887855	0.016773357102341787	0.2588931204926667	0.27347864840774655	0.1073656915971153	-0.11141722712908192	0.09391459363098614	0.3511060692002269	0.26748237582043594	-0.0028360748723766306	-0.07025362612430111	0.17137995300218783	0.09359047078842882	0.4047483996434649	1.0	0.5292115711854793	0.03119682359614294	0.05048213272830403	0.07414310023498906	0.20379223725792076	0.19131350781946357	0.1971477189854955	-0.050158009885746695	-0.10898630580990196	0.12227534235475244	-0.15938740782756664	-0.15468762661048538	0.10120735758852605	-0.06636415201361316	-0.053561299732598655	-0.12033060529940848	-0.1971477189854955	-0.015963049995948466	-0.016287172838505795	-0.20006482456851146	-0.15306701239769874	-0.18288631391297303	-0.20930232558139536	-0.32420387326796857	-0.45579774734624423	-0.19698565756421685	-0.0822461712989223	-0.06879507333279312	-0.013208005834211166	0.19309618345352889	-0.08548739972449558	-0.1005591119034114	-0.184344866704481	-0.060854063690138564	-0.2955190017016449	-0.24025605704562028	0.05550603678794263	-0.021959322583259056	0.05647840531561462	-0.12908192204845637	0.16797666315533588	0.04367555303460011	0.022445506847095047	0.027631472328012316	0.09650757637144478	-0.10558301596304999	0.03233125354509359	-0.3300380844340005	0.012559760149096507	-0.15484968803176405	-0.10687950733327932	-0.008670286038408557	-0.0057531804553925935	-0.0968316992140021	0.10136941900980471	0.28336439510574507	0.021311076898144397	-0.17348675147881046	0.001863706344704643	0.05874726521351592
SoxR	-0.3212867676849526	-0.3626124301110121	0.0922939794181995	0.06393323069443319	0.17316262863625315	0.07041568754557978	0.22583259055181915	0.15225670529130542	0.08062555708613564	-0.11595494692488453	0.079491127137185	0.25370715501174945	0.1490154768657321	0.41722712908192205	0.1404262215379629	0.5329389838748886	0.28174378089295843	0.17640385706182643	0.11352402560570456	-0.03929989466007617	0.28530913216108905	0.16538368041487725	-0.039624017502633495	0.17024552305323717	0.3488372093023256	0.31739729357426466	0.5271047727088567	0.5292115711854793	1.0	-0.06312292358803986	0.14026416011668422	0.22307754639008184	0.15906328498500932	0.13864354590389757	-0.03622072765578154	0.07462928449882505	0.009966777408637873	0.12227534235475244	-0.05696458957945061	-0.16651811036382788	0.033951867757880234	-0.16360100478081194	0.05712665100072928	-0.24592820679037355	-0.3486751478810469	-0.2287496961348351	-0.15112227534235476	-0.1793209626448424	-0.3010290900251195	-0.2856332550036464	-0.35904707884288145	-0.1509602139210761	-0.3300380844340005	-0.32436593468924724	-0.08094967992869298	-0.060692002268859895	0.17996920832995705	-0.09650757637144478	0.05080625557086136	-0.08289441698403695	-0.2538692164330281	-0.07997731140102099	-0.3501337006725549	-0.1866137266023823	0.054371606838991976	-0.20978850984523134	-0.07965318855846366	-0.13232315047402965	0.15971153067012397	0.11692731545255652	-0.05469572968154931	0.06733652054128515	0.21448829106231262	-0.04643059719633741	0.001863706344704643	-0.13977797585284824	0.03897577181751884	-0.20622315857710072	0.03800340328984685	0.05080625557086136	-0.14950166112956811	-0.14642249412527347	-0.21643302811765658	0.06555384490721984	0.13313345758042297	0.007049671825621911	-0.2997325986548902	0.05550603678794263
HrcA	0.02601085811522567	0.05858520379223726	0.07090187180941576	-0.12956810631229235	-0.02276962968965238	0.1678146017340572	-0.0052669961915566	0.02665910380034033	-0.23280123166680172	-0.1527428895551414	0.07657402155416904	-0.09877643626934608	0.01823190989384977	0.08257029414147962	0.25127623369256946	-0.057774896685843936	0.16457337330848393	0.37460497528563325	0.0862977068308889	0.16084596061907463	0.18191394538530103	0.2854711935823677	0.24025605704562028	0.09747994489911677	-0.010939145936309862	-0.12810955352078437	-0.16489749615104124	0.03119682359614294	-0.06312292358803986	1.0	0.3308483915403938	0.22988412608378575	0.30281176565918483	0.06490559922210518	-0.1610080220403533	-0.01191151446398185	0.25241066364152015	0.057450773843286604	0.13524025605704562	-0.06344704643059719	0.027145288064176324	-0.159225346406288	-0.04367555303460011	-0.17073170731707318	-0.15760473219350132	-0.3065391783485941	-0.057450773843286604	0.06215055506036788	-0.009642654566080544	-0.021635199740701726	-0.17948302406612107	-0.10590713880560733	0.030710639332306944	0.00040515355319666155	0.027631472328012316	-0.06474353780082652	-0.12211328093347379	0.09164573373308484	-0.029576209383356294	0.02309375253220971	0.2838505793695811	0.06992950328174379	0.2127056154282473	-0.10169354185236204	-0.021311076898144397	-0.16343894335953327	0.16668017178510655	0.02601085811522567	0.09910055911190341	-0.030710639332306944	-0.1765659184831051	-0.03832752613240418	0.05664046673689328	-0.18466898954703834	-0.06944331901790779	-0.12843367636334171	0.10687950733327932	0.12211328093347379	-0.0028360748723766306	0.17494530427031846	0.10931042865245928	0.08321853982659427	0.07365691597115306	-0.09359047078842882	0.16181832914674663	-0.2146503524835913	-0.04950976420063204	0.04805121140912406
QorR	-0.05939551089863058	-0.05323717689004132	-0.14415363422737218	-0.39000081030710637	-0.026497042379061666	0.03719309618345353	0.14642249412527347	-0.031034762174864273	-0.13183696621019367	-0.11870999108662184	-0.06766064338384248	-0.004942873348999271	0.1206547281419658	0.24803500526699618	0.2632687788671907	-0.0008913378170326554	0.2721821570375172	0.4504497204440483	0.2733165869864679	0.2827161494206304	0.17575561137671178	0.4300299813629366	0.14788104691678147	0.16181832914674663	0.08305647840531562	-0.23733895146260434	-0.1595494692488453	0.05048213272830403	0.14026416011668422	0.3308483915403938	1.0	0.22486022202414715	-0.027631472328012316	-0.0064014261405072525	-0.005591119034113929	0.13686087026983226	0.09877643626934608	0.08970099667774087	-0.08516327688193825	-0.02147313831942306	-0.22761526618588446	-0.19455473624503686	0.008184101774572563	-0.3538611133619642	-0.2987602301272182	-0.04821327283040272	-0.11190341139291791	0.053561299732598655	-0.12632687788671906	-0.14010209869540555	-0.2031439915728061	-0.12454420225265375	-0.07219836317964509	-0.029576209383356294	-0.15906328498500932	-0.07689814439672636	-0.1958512276152662	0.0689571347540718	0.02066283121302974	-0.20995057126651	0.11935823677173649	0.15079815249979742	0.24090430273073496	-0.3011911514463982	-0.015638927153391134	-0.0318450692812576	0.17073170731707318	0.03524835912810955	-0.016935418523620453	-0.07770845150311968	-0.03751721902601086	-0.1870999108662183	-0.04902357993679605	-0.05420954541771331	0.07155011749453043	0.13005429057612836	0.1911514463981849	0.041244631715420144	0.036382789077060204	0.2274532047646058	-0.10752775301839397	0.07754639008184101	0.03832752613240418	0.02276962968965238	0.22340166923263918	-0.15890122356373065	-0.26926505145450125	0.08273235556275829
HypR	-0.15241876671258406	-0.19957864030467548	-0.16392512762336925	-0.1106069200226886	-0.1298922291548497	0.06393323069443319	0.024714366744996354	-0.14707073981038812	-0.3532128676768495	-0.3016773357102342	-0.11725143829511385	0.11449639413337655	0.2844988250546957	0.4864273559679118	0.16749047889149987	0.07560165302649705	0.2613240418118467	0.22793938902844177	0.12924398346973504	0.3922696702050077	0.10169354185236204	0.15258082813386273	-0.07284660886475974	0.15290495097642007	0.17300056721497448	0.20346811441536342	-0.03589660481322421	0.07414310023498906	0.22307754639008184	0.22988412608378575	0.22486022202414715	1.0	0.47945871485292924	0.29357426464630093	0.024066121059881696	-0.14480187991248683	0.00737379466817924	0.01823190989384977	0.029738270804634957	0.07398103881371039	-0.014342435783161819	-0.14755692407422413	-0.10363827890770602	-0.07511546876266105	-0.0689571347540718	-0.09553520784377278	0.15792885503605866	0.1439915728060935	-0.005591119034113929	-0.006239364719228588	-0.05907138805607325	-0.05485779110282797	-0.3295519001701645	-0.345758042298031	0.002674013451097966	0.07317073170731707	0.19909245604083947	0.05145450125597602	0.06701239769872781	0.13361964184425898	0.2530589093266348	0.03622072765578154	0.12778543067822704	0.22729114334332712	0.14950166112956811	-0.030062393647192286	0.26472733165869866	0.20249574588769143	0.36099181589822543	0.12211328093347379	0.0008913378170326554	0.15906328498500932	0.11368608702698323	-0.10623126164816465	-0.02309375253220971	-0.395997082894417	0.060854063690138564	-0.01191151446398185	-0.2632687788671907	-0.18483105096831698	-0.15760473219350132	-0.09910055911190341	-0.30686330119115146	0.041244631715420144	0.15971153067012397	-0.31999027631472327	-0.3253383032169192	-0.04805121140912406
VanR	-0.13605056316343894	-0.17494530427031846	0.1138481484482619	0.022931691110931043	-0.04254112308564946	0.08548739972449558	-0.05469572968154931	0.0313588850174216	-0.14415363422737218	-0.16214245198930394	0.1033141560651487	0.11482051697593387	0.10380034032898469	0.2904950976420063	-0.1000729276395754	0.13734705453366827	0.0689571347540718	0.043027307349485455	-0.042217000243092134	0.38254598492828784	0.0862977068308889	0.09342840936715015	-0.15306701239769874	0.03119682359614294	-0.011749453042703185	-0.15258082813386273	-0.11595494692488453	0.20379223725792076	0.15906328498500932	0.30281176565918483	-0.027631472328012316	0.47945871485292924	1.0	0.08532533830321692	0.043999675877157446	-0.08856656672879021	-0.01191151446398185	-0.034113929179158904	-0.02844177943440564	-0.13702293169111093	0.0025119520298193016	-0.2357183372498177	-0.14836723118061745	-0.16813872457661452	-0.130702536261243	-0.26456527023742	0.010777084515031198	-0.12373389514626043	-0.05323717689004132	-0.07317073170731707	-0.11708937687383518	-0.13037841341868567	-0.4052345839073009	-0.3990762498987116	0.010290900251195202	-0.06555384490721984	0.06409529211571185	0.13491613321448828	0.08516327688193825	0.026334980957783	0.06555384490721984	-0.1935823677173649	0.029576209383356294	-0.1110931042865246	-0.09018718094157686	-0.29162952759095695	-0.06117818653269589	-0.07090187180941576	0.32436593468924724	-0.00948059314480188	0.03200713070253626	-0.0028360748723766306	-0.1279474920995057	-0.28838829916538367	-0.037355157604732195	-0.07722226723928369	-0.18256219107041569	0.0054290576128352645	-0.04610647435378008	-0.35094400777894824	-0.21286767684952598	-0.17073170731707318	0.1266510007292764	-0.20152337736001943	-0.15160845960619074	-0.3195040920508873	-0.4219269102990033	-0.14334332712097886
NifA	0.15322907381897738	0.12146503524835912	-0.08710801393728224	-0.10509683169921401	0.04853739567296005	0.08354266266915161	0.12746130783566972	0.18580341949598897	-0.040596386030305485	-0.1384814844826189	0.10623126164816465	0.288226237744105	0.08824244388623288	0.2708856656672879	0.13459201037193097	0.10039705048213272	0.3198282148934446	0.2844988250546957	0.08435296977554493	0.12956810631229235	0.24916943521594684	-0.015638927153391134	-0.027955595170569645	0.08467709261810226	-0.16117008346163195	0.19698565756421685	-0.07106393323069443	0.19131350781946357	0.13864354590389757	0.06490559922210518	-0.0064014261405072525	0.29357426464630093	0.08532533830321692	1.0	0.39696945142208895	0.23831131999027633	0.060854063690138564	-0.05323717689004132	-0.0064014261405072525	0.055019852524106634	0.02876590227696297	-0.07479134592010372	-0.12535450935904707	0.05145450125597602	-0.14739486265294546	-0.17689004132566244	-0.11773762255894984	-0.03670691191961754	-0.2507900494287335	-0.21837776517300056	0.01547686573211247	-0.10606920022688598	-0.22615671339437646	-0.08013937282229965	0.13102665910380035	-0.15938740782756664	-0.09034924236285552	-0.17640385706182643	-0.07041568754557978	-0.12405801798881776	-0.11935823677173649	-0.1760797342192691	0.10363827890770602	0.08289441698403695	-0.06636415201361316	-0.06441941495826918	0.4212786646138887	0.12292358803986711	-0.021311076898144397	0.2739648326715825	-0.008994408880965886	0.07446722307754639	-0.06960538043918645	0.037355157604732195	0.1999027631472328	-0.4664938011506361	-0.013694190098047159	-0.17267644437241714	-0.4651973097804068	-0.07462928449882505	0.02212138400453772	-0.2329632930880804	-0.29081922048456366	-0.018069848472571103	-0.011263268778867191	-0.2956810631229236	-0.0867838910947249	-0.00040515355319666155
HcpR	-0.0005672149744753262	-0.09067336520541285	-0.11125516570780326	-0.11611700834616319	-0.0036463819787699537	0.07300867028603841	-0.019366339842800423	-0.031034762174864273	-0.034924236285552225	-0.1986062717770035	0.06490559922210518	0.03751721902601086	0.02844177943440564	0.17121789158090917	0.12454420225265375	0.22680495907949114	0.3376549712340977	-0.07884288145207033	0.2224293007049672	0.27347864840774655	0.2656997001863706	0.184344866704481	-0.06231261648164654	0.06490559922210518	-0.13232315047402965	-0.10412446317154202	-0.06506766064338385	0.1971477189854955	-0.03622072765578154	-0.1610080220403533	-0.005591119034113929	0.024066121059881696	0.043999675877157446	0.39696945142208895	1.0	0.3771979580260919	0.314804310833806	0.3183696621019366	-0.13232315047402965	-0.052588931204926664	-0.18256219107041569	0.07430516165626773	0.030062393647192286	0.05826108094967993	0.06685033627744916	0.08889068957134755	-0.17040758447451584	-0.1509602139210761	-0.15938740782756664	-0.03605866623450288	0.08030143424357832	-0.1888825865002836	0.06992950328174379	0.16911109310428651	0.16246657483186128	-0.07381897739243173	-0.10768981443967264	-0.09602139210760878	0.09569726926505145	-0.011101207357588527	-0.38432866056235315	-0.2540312778543068	-0.015152742889555142	-0.13799530021878292	0.09051130378413419	0.21351592253464063	0.17721416416821975	0.2700753585608946	0.004456689085163277	-0.079491127137185	0.0689571347540718	-0.04594441293250142	-0.27250627988007453	0.1926099991896929	0.06296086216676121	-0.07462928449882505	0.03460011344299489	-0.11076898144396727	-0.27023741998217327	0.07106393323069443	-0.06474353780082652	0.0033222591362126247	-0.07965318855846366	0.20103719309618345	-0.1251924479377684	-0.17040758447451584	-0.021311076898144397	0.17899683980228506
PhnR	0.21157118547929665	-0.029576209383356294	-0.25694838343732274	-0.2525727250627988	0.2559760149096508	0.20119925451746212	0.13686087026983226	-0.0185560327364071	0.12178915809091646	-0.06555384490721984	-0.2420387326796856	0.25824487480755204	0.06296086216676121	0.0895389352564622	0.2136779839559193	0.06636415201361316	0.3010290900251195	0.0038084434000486183	0.36909488696215864	-0.05226480836236934	-0.019852524106636415	-0.06863301191151447	0.13896766874645491	0.14107446722307754	-0.2007130702536261	0.04318936877076412	-0.16538368041487725	-0.050158009885746695	0.07462928449882505	-0.01191151446398185	0.13686087026983226	-0.14480187991248683	-0.08856656672879021	0.23831131999027633	0.3771979580260919	1.0	0.289684790535613	0.28304027226318773	0.03848958755368285	0.06992950328174379	-0.05583015963049996	0.01871809415768576	-0.020824892634308402	0.007535856089457904	-0.07706020581800502	-0.07511546876266105	-0.15112227534235476	-0.10979661291629528	-0.21173324690057532	0.13183696621019367	-0.011263268778867191	0.027631472328012316	0.1830483753342517	0.22777732760716313	0.22016044080706587	0.0158009885746698	0.047889149987845395	-0.04497204440482943	0.21789158090916458	-0.23539421440726035	-0.3290657159063285	-0.34105826108094967	-0.17980714690867838	-0.2741268940928612	0.016449234259784458	0.1238959565675391	0.04497204440482943	-0.07381897739243173	0.06279880074548254	0.13896766874645491	0.24446965399886558	-0.03460011344299489	0.09213191799692083	0.10704156875455798	0.420630418928774	-0.008994408880965886	-0.020500769791751073	-0.15468762661048538	-0.16295275909569726	-0.059233449477351915	-0.1261648164654404	-0.19439267482375822	-0.16473543472976257	-0.06717445912000648	-0.0013775220808686492	-0.0185560327364071	-0.1261648164654404	0.043837614455878776
LiuR	-0.19844421035572482	-0.3647192285876347	0.00316019771493396	-0.1564703022445507	0.26456527023742	-0.06749858196256381	-0.22583259055181915	-0.02033870837047241	-0.16035977635523863	0.2146503524835913	0.052102746941090676	-0.006563487561785917	0.2783404910461065	0.09132161089052751	0.4207924803500527	0.286767684952597	0.2169192123814926	0.030062393647192286	0.02179726116198039	0.17137995300218783	0.4144720849201847	0.19034113929179158	0.3532128676768495	0.15079815249979742	0.22599465197309782	0.09553520784377278	0.03703103476217486	-0.10898630580990196	0.009966777408637873	0.25241066364152015	0.09877643626934608	0.00737379466817924	-0.01191151446398185	0.060854063690138564	0.314804310833806	0.289684790535613	1.0	0.37573940523458393	-0.15630824082327202	-0.210436755530346	-0.4169030062393647	-0.2407422413094563	0.026497042379061666	0.0013775220808686492	-0.14058828295924156	-0.16214245198930394	-0.3917834859411717	-0.19196175350457823	-0.28174378089295843	-0.04821327283040272	-0.1073656915971153	-0.09083542662669152	0.14512600275504417	0.05145450125597602	0.1673284174702212	0.04594441293250142	0.18288631391297303	-0.12357183372498177	0.13734705453366827	-0.1412365286443562	-0.2013613159387408	0.027955595170569645	-0.017745725630013774	-0.07932906571590632	0.10120735758852605	0.007697917510736569	0.05096831699214002	0.22810145044972044	0.05048213272830403	-0.027631472328012316	0.0021878291872619725	-0.17089376873835183	-0.10136941900980471	0.06976744186046512	-0.05534397536666397	-0.10185560327364071	0.11238959565675391	0.1078518758609513	0.15630824082327202	0.41852362045215136	0.1381573616400616	0.2733165869864679	-0.14917753828701077	-0.1514463981849121	0.09618345352888745	-0.03589660481322421	-0.08159792561380763	0.1994165788833968
PhrR	0.1655457418361559	-0.23831131999027633	0.15468762661048538	0.2287496961348351	0.17445912000648245	0.18483105096831698	0.08467709261810226	0.06150230937525322	-0.05177862409853334	0.11093104286524592	-0.08889068957134755	0.013532128676768495	0.1888825865002836	0.05939551089863058	0.18742403370877564	-0.0017016449234259785	0.09666963779272345	-0.14804310833806011	0.05177862409853334	-0.20055100883234747	0.15436350376792804	0.05372336115387732	-0.09991086621829673	-0.1870999108662183	-0.08208410987764363	-0.04416173729843611	0.10217972611619804	0.12227534235475244	0.12227534235475244	0.057450773843286604	0.08970099667774087	0.01823190989384977	-0.034113929179158904	-0.05323717689004132	0.3183696621019366	0.28304027226318773	0.37573940523458393	1.0	0.07236042460092375	-0.19682359614293818	-0.26796856008427195	-0.022283445425816385	-0.04173081597925614	-0.13216108905275098	-0.158252977878616	0.033951867757880234	-0.1999027631472328	-0.011749453042703185	-0.1564703022445507	0.08030143424357832	0.13280933473786566	-0.3227453204764606	0.055181913945385304	0.055992221051778625	0.05534397536666397	0.10185560327364071	0.17089376873835183	0.04351349161332145	0.10979661291629528	-0.132647273316587	-0.12033060529940848	-0.13783323879750425	-0.02066283121302974	0.12276152661858844	0.3115630824082327	0.04594441293250142	-0.03541042054938822	-0.04108257029414148	0.2998946600761689	0.06685033627744916	0.060205818005023906	0.0995867433757394	0.030224455068470952	0.10817599870350864	-0.03281743780892958	-0.19179969208329958	-0.340896199659671	-0.0474029657240094	-0.01871809415768576	0.16133214488291062	-0.1898549550279556	0.1206547281419658	0.04643059719633741	0.19147556924074224	0.1256786322016044	-0.010290900251195202	-0.02001458552791508	0.21076087837290333
ModE	0.008346163195851228	-0.13507819463576695	-0.1806174540150717	0.1642492504659266	0.04254112308564946	0.26732031439915727	0.19277206061097155	0.1339437646868163	-0.033951867757880234	0.03541042054938822	-0.43035410420549386	-0.23037031034762176	-0.2861194392674824	-0.4023174783242849	-0.17915890122356373	-0.15355319666153472	-0.3115630824082327	-0.19374442913864354	-0.0679847662263998	-0.3331172514382951	-0.5193258244874808	-0.36034357021311075	-0.2533830321691921	-0.3376549712340977	-0.26229641033951867	-0.21756745806660724	-0.10574507738432866	-0.15938740782756664	-0.05696458957945061	0.13524025605704562	-0.08516327688193825	0.029738270804634957	-0.02844177943440564	-0.0064014261405072525	-0.13232315047402965	0.03848958755368285	-0.15630824082327202	0.07236042460092375	1.0	0.554006968641115	0.4055587067498582	0.4616319585122762	0.44931529049509766	0.3990762498987116	0.2979499230208249	0.32695891742970584	0.42857142857142855	0.62985171379953	0.4976095940361397	0.6201280285228101	0.22777732760716313	0.38805607325176245	0.3248521189530832	0.30880803824649544	0.29535694028036624	0.4784863463252573	0.3057288712422008	0.4065310752775302	0.2851470707398104	0.08370472409043027	0.4337573940523458	0.2332874159306377	0.20200956162385544	0.23361153877319504	-0.06231261648164654	-0.051130378413418685	0.07106393323069443	-0.07090187180941576	0.20184750020257677	0.1793209626448424	-0.030710639332306944	0.3914593630986144	0.14058828295924156	0.09391459363098614	0.24365934689247223	-0.23393566161575238	-0.15792885503605866	0.04643059719633741	-0.18628960375982498	0.01871809415768576	0.22696702050076978	0.15598411798071468	-0.010939145936309862	0.1697593387894012	0.2929260189611863	0.21675715096021392	-0.19471679766631553	-0.08435296977554493
PhnF	-0.15193258244874808	-0.09115954946924884	-0.3822218620857305	0.02179726116198039	-0.12827161494206304	0.2081678956324447	0.22761526618588446	0.039624017502633495	-0.0418928774005348	-0.07317073170731707	-0.2994084758123329	-0.1976339032493315	-0.2387975042541123	-0.20832995705372337	-0.11401020986954055	-0.11417227129081922	-0.07187424033708775	-0.06377116927315453	0.03460011344299489	-0.1256786322016044	-0.42905761283526456	-0.4058828295924155	-0.07868082003079167	-0.3624503686897334	-0.05080625557086136	-0.1206547281419658	-0.07965318855846366	-0.15468762661048538	-0.16651811036382788	-0.06344704643059719	-0.02147313831942306	0.07398103881371039	-0.13702293169111093	0.055019852524106634	-0.052588931204926664	0.06992950328174379	-0.210436755530346	-0.19682359614293818	0.554006968641115	1.0	0.3817356778218945	0.5006887610404344	0.46762823109958673	0.4864273559679118	0.3588850174216028	0.3024876428166275	0.4480187991248683	0.418199497609594	0.5384490721983631	0.43019204278421525	0.2919536504335143	0.49923020824892633	0.19795802609188884	0.47670367069119196	0.06360910785187586	0.286281500688761	0.2159468438538206	0.17040758447451584	-0.03233125354509359	0.29389838748885827	0.2169192123814926	0.15614617940199335	0.16457337330848393	0.1820760068065797	-0.30086702860384085	-0.10477270885665667	0.03589660481322421	-0.09829025200551009	0.023741998217324367	0.09213191799692083	-0.14431569564865085	0.2627825946033547	0.132647273316587	0.1861275423385463	0.4188477432947087	-0.10477270885665667	0.18191394538530103	0.15711854792966534	-0.04108257029414148	-0.10023498906085407	0.22534640628798314	0.13556437889960296	-0.026497042379061666	0.3015152742889555	0.28660562353131835	0.30961834535288874	-0.3054047483996435	-0.06409529211571185
AgaR	-0.07932906571590632	0.09926262053318208	-0.3789806336601572	0.10088323474596872	-0.19536504335143018	0.13378170326553765	0.0054290576128352645	-0.018069848472571103	-0.07706020581800502	-0.15339113524025605	-0.2546795235394214	-0.2836885179483024	-0.5504416173729844	-0.07495340734138238	-0.23507009156470302	-0.13459201037193097	-0.2694271128757799	-0.2681306215055506	-0.1705696458957945	-0.2452799611052589	-0.34413742808524433	-0.3122113280933474	-0.23037031034762176	-0.3102665910380034	-0.03946195608135483	-0.03362774491532291	0.05566809820922129	0.10120735758852605	0.033951867757880234	0.027145288064176324	-0.22761526618588446	-0.014342435783161819	0.0025119520298193016	0.02876590227696297	-0.18256219107041569	-0.05583015963049996	-0.4169030062393647	-0.26796856008427195	0.4055587067498582	0.3817356778218945	1.0	0.5642168381816709	0.4100964265456608	0.35953326310671746	0.475245117899684	0.448667044809983	0.5185155173810875	0.48999270723604244	0.5556275828539017	0.4021554169030062	0.28660562353131835	0.4214407260351673	0.17899683980228506	0.27056154282473055	0.263592901709748	0.15468762661048538	0.20249574588769143	0.33554817275747506	0.15565999513815737	0.23037031034762176	0.2634308402884693	0.32371768900413256	-0.026821165221618995	0.2588931204926667	0.0057531804553925935	-0.03460011344299489	-0.027469410906733653	0.0757637144477757	0.014180374361883154	0.1344299489506523	-0.012721821570375172	0.2580828133862734	0.10963455149501661	0.05145450125597602	0.25062798800745484	-0.06036787942630257	0.19406855198120088	-0.11579288550360586	-0.23814925856899766	-0.1595494692488453	0.23588039867109634	-0.05404748399643465	0.06879507333279312	0.11449639413337655	0.1610080220403533	0.27153391135240257	0.06976744186046512	-0.11174134997163924
MetR	-0.13426788752937363	0.1211409124058018	-0.3681225184344867	0.024066121059881696	0.02568673527266834	0.15517381087432136	-0.10817599870350864	0.14010209869540555	0.10023498906085407	0.12227534235475244	-0.29778786159954623	-0.2942225103314156	-0.5097642006320395	-0.34413742808524433	-0.3771979580260919	-0.2773681225184345	-0.5094400777894822	-0.291143343327121	-0.16376306620209058	-0.2676444372417146	-0.37460497528563325	-0.40750344380520215	-0.24738675958188153	-0.4363503767928045	-0.29162952759095695	-0.24641439105420954	0.04902357993679605	-0.06636415201361316	-0.16360100478081194	-0.159225346406288	-0.19455473624503686	-0.14755692407422413	-0.2357183372498177	-0.07479134592010372	0.07430516165626773	0.01871809415768576	-0.2407422413094563	-0.022283445425816385	0.4616319585122762	0.5006887610404344	0.5642168381816709	1.0	0.5481727574750831	0.5147881046916781	0.4741106879507333	0.5867433757394053	0.5497933716878697	0.5083056478405316	0.6194797828376954	0.5141398590065634	0.20525079004942873	0.1999027631472328	0.39664532857953166	0.5207843772789887	0.3065391783485941	0.30508062555708615	0.20476460578559275	0.25986548902033874	0.1545255651892067	0.3345758042298031	0.20703346568349404	0.2535450935904708	0.10606920022688598	0.4590389757718175	-0.04999594846446803	0.09569726926505145	0.26748237582043594	0.17818653269589174	-0.1234097723037031	-0.1371849931123896	-0.1775382870107771	0.20330605299408475	0.1687869702617292	0.2961672473867596	0.2718580341949599	0.011749453042703185	0.2071955271047727	0.15225670529130542	-0.291143343327121	-0.014504497204440484	0.10963455149501661	0.08824244388623288	0.14528806417632284	0.28028522810145046	0.18564135807471033	0.38756988898792644	-0.013208005834211166	0.03670691191961754
