	AcnR	GlcC	CueR	ExuR_UxuR	CblR	GntR	TrpR	NagQ	FadP	NiaR	NtrC	DasR	TtrR	LiuQ	CcpA	BioQ	FruR	MerR	PdxR	NrdR	FnrN_FixK	PurR	NnrR	RbsR	PhsR	SdaR	NorR	CadR-PbrR	SoxR	HrcA	QorR	HypR	VanR	NifA	HcpR	PhnR	LiuR	PhrR	ModE	PhnF	AgaR	MetR	NadQ	MntR	NrtR	FUR	SahR_SamR	ArgR	CzrA	NsrR	NagR	AraR	KdgR	Zur	RbkR	NagC	Phr	Rex	ThiR	BirA	HutC	XylR	TyrR	ZntR	HexR	RutR	PdhR	SiaR	NarP	CsoR	PrpR	LtbR	Irr	AmtR	GulR	FixJ	FadR	NikR	MetJ	LexA	FabR	HisR	GguR	PaaR	PsrA	IscR	LldR	NmlR
NtrC	0.013694190098047159	0.07511546876266105	0.1697593387894012	-0.13037841341868567	0.09407665505226481	0.17543148853415444	0.12827161494206304	0.2217810550198525	0.07414310023498906	0.08597358398833158	1.0	0.07252248602220242	0.18402074386192366	0.09440077789482214	0.006239364719228588	0.1715420144234665	0.09553520784377278	0.16262863625313995	0.025038489587553683	0.26975123571833726	0.29762580017826756	0.27671987683331983	0.1632768819382546	0.26553763876509195	0.078518758609513	-0.1133619641844259	0.031520946438700265	0.10525889312049266	0.079491127137185	0.07657402155416904	-0.06766064338384248	-0.11725143829511385	0.1033141560651487	0.10623126164816465	0.06490559922210518	-0.2420387326796856	0.052102746941090676	-0.08889068957134755	-0.43035410420549386	-0.2994084758123329	-0.2546795235394214	-0.29778786159954623	-0.2827161494206304	-0.2342597844583097	-0.32874159306377115	-0.4679523539421441	-0.3841665991410745	-0.5416903006239365	-0.3263106717445912	-0.43100234989060854	-0.2814196580504011	-0.3104286524592821	-0.24803500526699618	-0.3554817275747508	-0.4013451097966129	-0.4138238392350701	-0.36326067579612675	-0.43651243821408314	-0.47540717932096266	0.01158739162142452	-0.3350619884936391	-0.07365691597115306	0.05874726521351592	-0.10299003322259136	0.12405801798881776	-0.26181022607568266	-0.05615428247305729	0.09715582205655944	-0.33068633011911513	-0.06701239769872781	-0.007535856089457904	-0.22777732760716313	-0.17186613726602382	-0.11822380682278584	-0.32063852199983794	0.22113280933473786	-0.020500769791751073	0.0712259946519731	0.14075034438052023	0.010128838829916538	-0.2904950976420063	-0.009642654566080544	0.2420387326796856	0.10525889312049266	-0.19471679766631553	-0.3486751478810469	-0.05048213272830403	-0.12535450935904707
DasR	0.1128757799205899	-0.07025362612430111	0.27655781541204116	0.10217972611619804	0.1394538530102909	0.23037031034762176	0.2843367636334171	0.19974070172595412	0.09521108500121546	0.03233125354509359	0.07252248602220242	1.0	0.4436431407503444	0.16586986467871323	0.2590551819139454	0.14933959970828944	0.28222996515679444	0.2498176809010615	0.26213434891824	-0.10963455149501661	0.17137995300218783	0.08240823272020095	0.024714366744996354	0.17980714690867838	-0.21059881695162466	0.21627096669637794	0.06830888906895713	0.09602139210760878	0.25370715501174945	-0.09877643626934608	-0.004942873348999271	0.11449639413337655	0.11482051697593387	0.288226237744105	0.03751721902601086	0.25824487480755204	-0.006563487561785917	0.013532128676768495	-0.23037031034762176	-0.1976339032493315	-0.2836885179483024	-0.2942225103314156	-0.41593063771169275	-0.37638765091969856	-0.37946681792399317	-0.35904707884288145	-0.3023255813953488	-0.4856170488615185	-0.4857791102827972	-0.4441293250141804	-0.3815736164006158	-0.44574993922696704	-0.6094319747184183	-0.5976014909650758	-0.3185317235232153	-0.42954379709910057	-0.3024876428166275	-0.3626124301110121	-0.11044485860140993	-0.4908030143424358	-0.32695891742970584	-0.5465521432622964	-0.40863787375415284	-0.13912973016773358	-0.1632768819382546	-0.03929989466007617	0.14755692407422413	-0.1830483753342517	-0.1554979337168787	-0.04610647435378008	0.005591119034113929	0.1490154768657321	0.15014990681468277	-0.11255165707803258	0.15063609107851875	-0.06393323069443319	-0.23782513572644032	-0.08208410987764363	-0.17737622558949842	-0.4890203387083705	-0.24220079410096426	-0.3405720768171137	-0.23490803014342435	-0.22842557329227778	-0.10882424438862329	-0.17867271695972772	-0.2465764524754882	0.07236042460092375
TtrR	0.2781784296248278	-0.07754639008184101	0.369905194068552	0.17121789158090917	0.2678064986629933	0.10347621748642735	0.22064662507090188	0.03865164897496151	0.008184101774572563	-0.0423790616643708	0.18402074386192366	0.4436431407503444	1.0	0.14026416011668422	0.23944574993922696	0.07511546876266105	0.30281176565918483	0.30410825702941413	0.36147800016206144	0.23993193420306297	0.34348918240012966	0.4113929179158901	0.3661777813791427	0.2520865407989628	0.1444777570699295	0.22972206466250708	-0.009966777408637873	-0.0028360748723766306	0.1490154768657321	0.01823190989384977	0.1206547281419658	0.2844988250546957	0.10380034032898469	0.08824244388623288	0.02844177943440564	0.06296086216676121	0.2783404910461065	0.1888825865002836	-0.2861194392674824	-0.2387975042541123	-0.5504416173729844	-0.5097642006320395	-0.549145126002755	-0.40312778543067823	-0.4115549793371688	-0.2652135159225346	-0.29276395753990764	-0.3470545336682603	-0.4517462118142776	-0.26553763876509195	-0.37136374686005996	-0.31383194230613404	-0.2786646138886638	-0.4368365610566405	-0.3276071631148205	-0.19974070172595412	-0.1861275423385463	-0.20525079004942873	-0.2337736001944737	-0.21789158090916458	-0.09407665505226481	-0.17770034843205576	0.13475407179320964	-0.12357183372498177	0.05307511546876266	0.22907381897739243	0.19925451746211814	-0.1000729276395754	0.05550603678794263	0.09504902357993679	0.05550603678794263	0.09650757637144478	-0.006563487561785917	-0.02925208654079896	-0.017421602787456445	-0.07641196013289037	-0.1908273235556276	0.002674013451097966	-0.1256786322016044	-0.11870999108662184	-0.11757556113767118	-0.21335386111336196	-0.3754152823920266	-0.010777084515031198	-0.033141560651486913	-0.3178834778381006	-0.2733165869864679	-0.24220079410096426
LiuQ	-0.003970504821327283	-0.06441941495826918	0.06182643221781055	-0.11887205250790049	-0.024552305323717688	0.07479134592010372	0.09051130378413419	-0.19730978040677416	-0.2516003565351268	-0.2558139534883721	0.09440077789482214	0.16586986467871323	0.14026416011668422	1.0	0.37768414228992786	0.24949355805850418	0.447208492018475	0.12422007941009643	0.3075115468762661	0.40442427680090753	0.35710234178753747	0.28352645652702374	0.23750101288388298	0.2750992626205332	0.24738675958188153	0.2843367636334171	0.12632687788671906	0.37881857223887855	0.41722712908192205	0.08257029414147962	0.24803500526699618	0.4864273559679118	0.2904950976420063	0.2708856656672879	0.17121789158090917	0.0895389352564622	0.09132161089052751	0.05939551089863058	-0.4023174783242849	-0.20832995705372337	-0.07495340734138238	-0.34413742808524433	-0.2566242605947654	-0.2979499230208249	-0.26424114739486265	-0.15938740782756664	-0.156794425087108	-0.288226237744105	-0.29389838748885827	-0.33976176971072036	0.06474353780082652	-0.2255084677092618	-0.45012559760149096	-0.34899927072360426	-0.018393971315128432	-0.3339275585446884	0.09747994489911677	-0.10039705048213272	-0.013045944412932501	0.04918564135807471	-0.237987197147719	-0.16311482051697593	-0.21173324690057532	-0.0822461712989223	0.09974880479701807	-0.07965318855846366	-0.005591119034113929	0.1683007859978932	0.43602625395024713	0.08354266266915161	0.041568754557977476	-0.1276233692569484	0.008508224617129892	-0.1935823677173649	-0.15355319666153472	-0.1796450854873997	0.21286767684952598	-0.4238716473543473	0.06036787942630257	0.0057531804553925935	-0.26051373470545336	-0.20330605299408475	-0.33425168138724576	-0.1394538530102909	-0.06182643221781055	-0.2564621991734867	-0.06701239769872781	0.23442184587958836
CcpA	-0.02179726116198039	-0.26618588445020663	0.0028360748723766306	-0.11627906976744186	-0.06701239769872781	0.09472490073737946	-0.00316019771493396	-0.14269508143586418	-0.22437403776031115	-0.27898873673122115	0.006239364719228588	0.2590551819139454	0.23944574993922696	0.37768414228992786	1.0	0.4444534478567377	0.4604975285633255	0.19309618345352889	0.2452799611052589	0.3245279961105259	0.3742808524430759	0.38335629203468113	0.1958512276152662	0.28206790373551577	0.2217810550198525	0.26975123571833726	0.015152742889555142	0.016773357102341787	0.1404262215379629	0.25127623369256946	0.2632687788671907	0.16749047889149987	-0.1000729276395754	0.13459201037193097	0.12454420225265375	0.2136779839559193	0.4207924803500527	0.18742403370877564	-0.17915890122356373	-0.11401020986954055	-0.23507009156470302	-0.3771979580260919	-0.06587796774977717	-0.2794749209950571	-0.07965318855846366	-0.23831131999027633	-0.3562920346811442	-0.29146746616967834	-0.39745563568592496	-0.2511141722712908	-0.20849201847500204	-0.05534397536666397	-0.23863544283283364	-0.31464224941252733	-0.06928125759662912	-0.24576614536909488	-0.07300867028603841	-0.10509683169921401	-0.05323717689004132	-0.2347459687221457	-0.05177862409853334	-0.10639332306944332	-0.14577424844015882	-0.1261648164654404	-0.0368689733408962	-0.14253302001458554	0.25824487480755204	0.12454420225265375	0.06279880074548254	0.24414553115630824	0.09537314642249413	0.003970504821327283	0.2572725062798801	-0.158252977878616	-0.025200551008832346	-0.15971153067012397	-0.07138805607325176	0.00737379466817924	0.014180374361883154	0.07252248602220242	0.02147313831942306	-0.10039705048213272	-0.3481889636172109	-0.008184101774572563	-0.1294060448910137	0.04027226318774816	0.08889068957134755	0.2841747022121384
BioQ	-0.2966534316505956	-0.393566161575237	0.044485860140993434	-0.059233449477351915	0.14156065148691355	0.1234097723037031	0.13783323879750425	-0.09618345352888745	0.06944331901790779	-0.08354266266915161	0.1715420144234665	0.14933959970828944	0.07511546876266105	0.24949355805850418	0.4444534478567377	1.0	0.5010128838829917	0.18791021797261162	0.1760797342192691	0.37087756259622395	0.2755854468843692	0.343813305242687	0.08013937282229965	0.26456527023742	0.23409772303703102	0.27607163114820515	0.22469816060286849	0.2588931204926667	0.5329389838748886	-0.057774896685843936	-0.0008913378170326554	0.07560165302649705	0.13734705453366827	0.10039705048213272	0.22680495907949114	0.06636415201361316	0.286767684952597	-0.0017016449234259785	-0.15355319666153472	-0.11417227129081922	-0.13459201037193097	-0.2773681225184345	0.06215055506036788	-0.18677578802366096	-0.1354023174783243	-0.32971396159144317	-0.34899927072360426	-0.5073332793128595	-0.31010452961672474	-0.39664532857953166	-0.37573940523458393	0.010452961672473868	-0.19568916619398752	-0.4045863382221862	-0.2762336925694838	-0.12859573778462038	0.003970504821327283	-0.27120978850984523	0.03508629770683089	-0.04999594846446803	-0.39113524025605706	-0.3112389595656754	-0.35078194635766957	-0.34851308645976825	-0.020176646949193744	-0.14788104691678147	-0.15014990681468277	-0.10866218296734462	-0.09861437484806741	0.131674904788915	-0.050158009885746695	0.11919617535045782	0.15809091645733733	0.07543959160521838	0.047889149987845395	0.03719309618345353	0.03605866623450288	0.1517705210274694	0.12956810631229235	0.048699457094238716	0.0318450692812576	0.19698565756421685	-0.16181832914674663	0.07203630175836642	-0.17219026010858116	-0.0013775220808686492	-0.20119925451746212	0.00316019771493396
FruR	0.11903411392917916	-0.039137833238797506	0.10509683169921401	-0.026983226642897658	0.11968235961429381	0.05826108094967993	0.3284174702212138	-0.19244793776841423	-0.14415363422737218	-0.26456527023742	0.09553520784377278	0.28222996515679444	0.30281176565918483	0.447208492018475	0.4604975285633255	0.5010128838829917	1.0	0.3532128676768495	0.3310104529616725	0.24009399562434164	0.38335629203468113	0.4444534478567377	0.32323150474029655	0.3104286524592821	0.1888825865002836	0.30767360829754475	0.19779596467061017	0.27347864840774655	0.28174378089295843	0.16457337330848393	0.2721821570375172	0.2613240418118467	0.0689571347540718	0.3198282148934446	0.3376549712340977	0.3010290900251195	0.2169192123814926	0.09666963779272345	-0.3115630824082327	-0.07187424033708775	-0.2694271128757799	-0.5094400777894822	-0.1883964022364476	-0.32938983874888583	-0.32971396159144317	-0.35531966615347216	-0.5418523620452151	-0.49177538287010775	-0.45839073008670284	-0.500850822461713	-0.1796450854873997	-0.25921724333522406	-0.2546795235394214	-0.28222996515679444	-0.31318369662101936	-0.3057288712422008	-0.22810145044972044	-0.2762336925694838	-0.13524025605704562	-0.16360100478081194	-0.3370067255489831	-0.34219269102990035	-0.15160845960619074	-0.4313264727331659	0.04480998298355077	-0.10914836723118061	-0.029576209383356294	-0.22696702050076978	-0.055992221051778625	-0.0368689733408962	-0.1642492504659266	-0.13054047483996434	-0.09310428652459282	-0.10169354185236204	0.0054290576128352645	-0.13475407179320964	0.16003565351268131	-0.03297949923020825	-0.09537314642249413	0.10217972611619804	-0.051130378413418685	-0.0005672149744753262	-0.07268454744348107	0.1710558301596305	0.0657159063284985	-0.2425249169435216	-0.03200713070253626	-0.03589660481322421
MerR	0.08483915403938093	0.05145450125597602	0.09877643626934608	-0.26602382302892796	0.2791507981524998	0.05534397536666397	0.14917753828701077	0.06101612511141723	-0.15306701239769874	-0.1796450854873997	0.16262863625313995	0.2498176809010615	0.30410825702941413	0.12422007941009643	0.19309618345352889	0.18791021797261162	0.3532128676768495	1.0	0.498906085406369	0.26488939307997733	0.3161008022040353	0.47054533668260273	0.3828701077708451	0.4671420468357507	0.1467466169678308	0.24220079410096426	0.005591119034113929	0.1073656915971153	0.17640385706182643	0.37460497528563325	0.4504497204440483	0.22793938902844177	0.043027307349485455	0.2844988250546957	-0.07884288145207033	0.0038084434000486183	0.030062393647192286	-0.14804310833806011	-0.19374442913864354	-0.06377116927315453	-0.2681306215055506	-0.291143343327121	-0.2846608864759744	-0.2305323717689004	-0.32922777732760716	-0.41544445344785674	-0.15322907381897738	-0.1444777570699295	-0.2823920265780731	-0.4248440158820193	-0.40847581233287417	-0.1339437646868163	-0.237014828620047	-0.1811036382789077	-0.3420306296086217	-0.2721821570375172	-0.3391135240256057	-0.2337736001944737	-0.16392512762336925	-0.13524025605704562	0.04837533425168139	-0.27477513977797585	0.11174134997163924	-0.1806174540150717	-0.024390243902439025	0.15663236366582936	0.2410663641520136	-0.09375253220970747	-0.23636658293493235	0.06150230937525322	-0.22113280933473786	0.1472328012316668	0.0900251195202982	0.024066121059881696	0.10396240175026335	0.021959322583259056	0.10201766469491938	0.3332793128595738	-0.07560165302649705	-0.012397698727817843	0.09132161089052751	0.2044404829430354	-0.12097885098452313	-0.12956810631229235	-0.05566809820922129	-0.23069443319017907	-0.16035977635523863	-0.09747994489911677
PdxR	0.3619641844258974	0.15776679361478	0.10931042865245928	-0.15014990681468277	0.23960781136050563	0.37201199254517464	0.312859573778462	-0.10671744591200065	-0.08662182967344624	-0.30589093266347944	0.025038489587553683	0.26213434891824	0.36147800016206144	0.3075115468762661	0.2452799611052589	0.1760797342192691	0.3310104529616725	0.498906085406369	1.0	0.22907381897739243	0.03443805202171623	0.341868568187343	0.4337573940523458	0.40734138238392353	-0.12827161494206304	0.18774815655133295	-0.17267644437241714	-0.11141722712908192	0.11352402560570456	0.0862977068308889	0.2733165869864679	0.12924398346973504	-0.042217000243092134	0.08435296977554493	0.2224293007049672	0.36909488696215864	0.02179726116198039	0.05177862409853334	-0.0679847662263998	0.03460011344299489	-0.1705696458957945	-0.16376306620209058	-0.35531966615347216	-0.30264970423790616	-0.3120492666720687	-0.26002755044161735	-0.1687869702617292	-0.23118061745401508	-0.26796856008427195	-0.24236285552224293	-0.1775382870107771	0.04173081597925614	-0.07527753018393972	-0.07592577586905437	-0.2224293007049672	-0.368446641277044	-0.23863544283283364	-0.2434972854711936	0.016611295681063124	-0.1747832428490398	-0.21108500121546067	-0.4546633173972936	-0.026334980957783	-0.1725143829511385	-0.045458228668665425	0.3310104529616725	-0.0007292763957539907	0.020176646949193744	-0.024714366744996354	0.12503038651648976	0.008994408880965886	0.2564621991734867	-0.017259541366177782	0.20654728141965806	0.07916700429462767	0.261648164654404	-0.03848958755368285	-0.11546876266104854	0.013045944412932501	-0.2410663641520136	-0.033465683494044246	0.04011020176646949	-0.36633984280042137	-0.10525889312049266	-0.14382951138481484	-0.1642492504659266	-0.2558139534883721	-0.07203630175836642
NrdR	-0.09926262053318208	-0.12130297382708047	-0.12049266672068715	-0.38643545903897575	-0.005104934770277935	0.026821165221618995	-0.13410582610809496	-0.12778543067822704	-0.2255084677092618	-0.2287496961348351	0.26975123571833726	-0.10963455149501661	0.23993193420306297	0.40442427680090753	0.3245279961105259	0.37087756259622395	0.24009399562434164	0.26488939307997733	0.22907381897739243	1.0	0.31561461794019935	0.5314804310833806	0.2739648326715825	0.4342435783161818	0.2091402641601167	0.06506766064338385	-0.2044404829430354	0.09391459363098614	-0.03929989466007617	0.16084596061907463	0.2827161494206304	0.3922696702050077	0.38254598492828784	0.12956810631229235	0.27347864840774655	-0.05226480836236934	0.17137995300218783	-0.20055100883234747	-0.3331172514382951	-0.1256786322016044	-0.2452799611052589	-0.2676444372417146	-0.14431569564865085	-0.20427842152175674	-0.04270318450692812	-0.2533830321691921	-0.06992950328174379	-0.3122113280933474	-0.1409124058017989	-0.19244793776841423	-0.29341220322502226	-0.0021878291872619725	-0.1486913540231748	-0.28838829916538367	-0.14545012559760148	-0.13037841341868567	-0.19179969208329958	-0.025038489587553683	-0.04918564135807471	0.20508872862815006	0.05826108094967993	0.04351349161332145	0.17996920832995705	-0.1939064905599222	0.11984442103557248	0.04075844745158415	0.24009399562434164	0.27931285957377844	0.03751721902601086	0.10687950733327932	0.23344947735191637	-0.14301920427842152	-0.051130378413418685	-0.0652297220646625	-0.05048213272830403	0.11465845555465522	0.13637468600599628	0.15128433676363343	-0.08354266266915161	0.0054290576128352645	-0.15695648650838667	-0.07365691597115306	-0.19747184182805283	0.04983388704318937	-0.19633741187910217	-0.2968154930718742	-0.1926099991896929	-0.08192204845636496
FnrN_FixK	-0.00105339923831132	-0.24884531237338953	0.14480187991248683	-0.03800340328984685	0.16279069767441862	-0.09585933068633012	-0.09261810226075683	0.027469410906733653	0.012559760149096507	-0.05064419414958269	0.29762580017826756	0.17137995300218783	0.34348918240012966	0.35710234178753747	0.3742808524430759	0.2755854468843692	0.38335629203468113	0.3161008022040353	0.03443805202171623	0.31561461794019935	1.0	0.6690705777489668	0.46892472246981604	0.4671420468357507	0.4655214326229641	0.3024876428166275	0.2966534316505956	0.3511060692002269	0.28530913216108905	0.18191394538530103	0.17575561137671178	0.10169354185236204	0.0862977068308889	0.24916943521594684	0.2656997001863706	-0.019852524106636415	0.4144720849201847	0.15436350376792804	-0.5193258244874808	-0.42905761283526456	-0.34413742808524433	-0.37460497528563325	-0.2738027712503039	-0.27979904383761445	-0.3165869864678713	-0.26845474434810795	-0.4133376549712341	-0.3697431326472733	-0.5434729762580017	-0.600842719390649	-0.2955190017016449	-0.2520865407989628	-0.3112389595656754	-0.23069443319017907	-0.1023417875374767	-0.33473786565108177	-0.08743213677983956	-0.18742403370877564	-0.2342597844583097	-0.11498257839721254	-0.03751721902601086	-0.04513410582610809	-0.008994408880965886	-0.060692002268859895	0.08548739972449558	-0.055181913945385304	0.02665910380034033	0.030710639332306944	-0.16522161899359858	-0.04108257029414148	-0.010128838829916538	-0.09521108500121546	-0.33473786565108177	-0.3749290981281906	-0.26229641033951867	-0.25565189206709343	0.0712259946519731	0.06474353780082652	-0.027631472328012316	0.24090430273073496	0.16846284741917186	0.06101612511141723	-0.13102665910380035	-0.0862977068308889	0.08872862815006888	-0.0002430921319179969	0.08046349566485698	0.19925451746211814
PurR	0.13216108905275098	-0.15306701239769874	0.06814682764767847	-0.1916376306620209	0.13216108905275098	0.059881695162466574	0.05955757231990925	0.08289441698403695	-0.11887205250790049	-0.23280123166680172	0.27671987683331983	0.08240823272020095	0.4113929179158901	0.28352645652702374	0.38335629203468113	0.343813305242687	0.4444534478567377	0.47054533668260273	0.341868568187343	0.5314804310833806	0.6690705777489668	1.0	0.43910542095454175	0.4932339356616158	0.2929260189611863	0.1409124058017989	-0.0017016449234259785	0.26748237582043594	0.16538368041487725	0.2854711935823677	0.4300299813629366	0.15258082813386273	0.09342840936715015	-0.015638927153391134	0.184344866704481	-0.06863301191151447	0.19034113929179158	0.05372336115387732	-0.36034357021311075	-0.4058828295924155	-0.3122113280933474	-0.40750344380520215	-0.28093347378656514	-0.4702212138400454	-0.3598573859492748	-0.2632687788671907	-0.34170650676606434	-0.367474272749372	-0.44785673770358964	-0.5152742889555142	-0.38384247629851714	-0.2031439915728061	-0.27655781541204116	-0.37136374686005996	-0.3011911514463982	-0.28206790373551577	-0.28093347378656514	-0.14139859006563488	-0.23555627582853902	-0.1467466169678308	0.03832752613240418	-0.053561299732598655	0.18094157685762904	-0.2695891742970586	0.19034113929179158	0.1911514463981849	0.12259946519730978	0.09164573373308484	-0.20654728141965806	-0.004780811927720606	-0.11546876266104854	0.03524835912810955	-0.08921481241390487	-0.26067579612673203	-0.07997731140102099	0.08743213677983956	0.1449639413337655	0.17851065553844908	-0.13410582610809496	0.06490559922210518	0.028927963698241632	0.05647840531561462	-0.13037841341868567	0.027145288064176324	-0.08937687383518353	-0.22534640628798314	-0.0185560327364071	-0.0007292763957539907
NnrR	0.20379223725792076	0.07868082003079167	0.13135078194635766	-0.025362612430111012	0.38011506360910785	0.04562029008994409	0.16765254031277854	-0.07187424033708775	-0.09991086621829673	0.07462928449882505	0.1632768819382546	0.024714366744996354	0.3661777813791427	0.23750101288388298	0.1958512276152662	0.08013937282229965	0.32323150474029655	0.3828701077708451	0.4337573940523458	0.2739648326715825	0.46892472246981604	0.43910542095454175	1.0	0.48286200469978124	0.28838829916538367	0.3473786565108176	0.15387731950409206	-0.0028360748723766306	-0.039624017502633495	0.24025605704562028	0.14788104691678147	-0.07284660886475974	-0.15306701239769874	-0.027955595170569645	-0.06231261648164654	0.13896766874645491	0.3532128676768495	-0.09991086621829673	-0.2533830321691921	-0.07868082003079167	-0.23037031034762176	-0.24738675958188153	-0.3318207600680658	-0.1921238149258569	-0.33425168138724576	-0.2232396078113605	-0.2981119844421036	-0.3104286524592821	-0.264079085973584	-0.3365205412851471	-0.22161899359857387	-0.05080625557086136	0.0684709504902358	-0.009804715987359209	-0.1765659184831051	-0.32874159306377115	-0.15938740782756664	-0.08613564540961025	-0.13021635199740703	0.03897577181751884	0.017097479944899116	-0.0036463819787699537	-0.056802528158171946	-0.21951219512195122	0.07252248602220242	0.1632768819382546	-0.10817599870350864	0.002349890608540637	-0.1935823677173649	-0.051940685519812006	-0.0418928774005348	0.0028360748723766306	-0.24771088242443887	-0.08937687383518353	-0.1490154768657321	0.06328498500931853	0.21983631796450856	0.07997731140102099	0.13475407179320964	0.2888744834292197	0.211895308321854	0.22129487075601653	-0.14707073981038812	-0.14269508143586418	0.09310428652459282	0.02665910380034033	0.045458228668665425	-0.1755935499554331
RbsR	0.09666963779272345	-0.21140912405801798	-0.044647921562272104	-0.3431650595575723	0.2836885179483024	-0.0020257677659833075	-0.05096831699214002	-0.24544202252653755	-0.16684223320638522	-0.22259136212624583	0.26553763876509195	0.17980714690867838	0.2520865407989628	0.2750992626205332	0.28206790373551577	0.26456527023742	0.3104286524592821	0.4671420468357507	0.40734138238392353	0.4342435783161818	0.4671420468357507	0.4932339356616158	0.48286200469978124	1.0	0.3791426950814359	0.3611538773195041	-0.035734543391945546	-0.07025362612430111	0.17024552305323717	0.09747994489911677	0.16181832914674663	0.15290495097642007	0.03119682359614294	0.08467709261810226	0.06490559922210518	0.14107446722307754	0.15079815249979742	-0.1870999108662183	-0.3376549712340977	-0.3624503686897334	-0.3102665910380034	-0.4363503767928045	-0.24446965399886558	-0.10558301596304999	-0.18256219107041569	-0.44704643059719634	-0.20670934284093673	-0.345758042298031	-0.41495826918402073	-0.3827080463495665	-0.3240418118466899	-0.026821165221618995	-0.09747994489911677	-0.2888744834292197	-0.030386516489749615	-0.23490803014342435	-0.09634551495016612	-0.3034600113442995	-0.0418928774005348	0.04075844745158415	-0.09213191799692083	-0.17235232152985983	-0.11660319260999918	-0.236042460092375	0.20298193015152743	0.16716635604894256	-0.13021635199740703	0.041406693136698806	-0.1908273235556276	0.05226480836236934	0.1916376306620209	0.036544850498338874	-0.08743213677983956	-0.237014828620047	-0.26877886719066524	0.13102665910380035	-0.008346163195851228	0.11773762255894984	-0.05615428247305729	0.018393971315128432	-0.08046349566485698	0.008022040353293899	-0.24446965399886558	-0.20606109715582205	-0.055019852524106634	-0.1362126245847176	0.08662182967344624	0.050320071307025364
PhsR	-0.3089700996677741	-0.5207843772789887	-0.14026416011668422	-0.10477270885665667	-8.103071063933231e-05	-0.3259865489020339	-0.24187667125840695	-0.19974070172595412	-0.3331172514382951	-0.19147556924074224	0.078518758609513	-0.21059881695162466	0.1444777570699295	0.24738675958188153	0.2217810550198525	0.23409772303703102	0.1888825865002836	0.1467466169678308	-0.12827161494206304	0.2091402641601167	0.4655214326229641	0.2929260189611863	0.28838829916538367	0.3791426950814359	1.0	0.42727493720119925	0.36212624584717606	0.17137995300218783	0.3488372093023256	-0.010939145936309862	0.08305647840531562	0.17300056721497448	-0.011749453042703185	-0.16117008346163195	-0.13232315047402965	-0.2007130702536261	0.22599465197309782	-0.08208410987764363	-0.26229641033951867	-0.05080625557086136	-0.03946195608135483	-0.29162952759095695	0.05826108094967993	0.08305647840531562	0.05826108094967993	-0.0235799367960457	-0.015152742889555142	0.0313588850174216	-0.11595494692488453	-0.11595494692488453	-0.10104529616724739	0.20784377278988736	-0.022607568268373714	-0.025200551008832346	0.061664370796531885	0.16538368041487725	0.2981119844421036	0.015638927153391134	0.004618750506441942	0.2998946600761689	0.09375253220970747	0.3436512438214083	-0.011425330200145856	0.006077303297949923	0.10704156875455798	-0.05307511546876266	-0.16716635604894256	0.1381573616400616	0.03460011344299489	-0.010777084515031198	-0.0028360748723766306	-0.039137833238797506	-0.08613564540961025	-0.23814925856899766	-0.1935823677173649	-0.13864354590389757	0.2720200956162386	0.156794425087108	0.2044404829430354	0.2969775544931529	0.3011911514463982	0.16538368041487725	-0.09196985657564216	-0.0052669961915566	0.14204683575074953	0.19406855198120088	0.052588931204926664	0.1298922291548497
SdaR	0.08111174134997164	-0.21935013370067255	-0.0057531804553925935	0.0657159063284985	0.16522161899359858	-0.17316262863625315	-0.05372336115387732	-0.11708937687383518	-0.3754152823920266	-0.20200956162385544	-0.1133619641844259	0.21627096669637794	0.22972206466250708	0.2843367636334171	0.26975123571833726	0.27607163114820515	0.30767360829754475	0.24220079410096426	0.18774815655133295	0.06506766064338385	0.3024876428166275	0.1409124058017989	0.3473786565108176	0.3611538773195041	0.42727493720119925	1.0	0.4131755935499554	0.09359047078842882	0.31739729357426466	-0.12810955352078437	-0.23733895146260434	0.20346811441536342	-0.15258082813386273	0.19698565756421685	-0.10412446317154202	0.04318936877076412	0.09553520784377278	-0.04416173729843611	-0.21756745806660724	-0.1206547281419658	-0.03362774491532291	-0.24641439105420954	-0.14269508143586418	0.08419090835426626	-0.03265537638765092	-0.13297139615914433	-0.0822461712989223	-0.1371849931123896	-0.1545255651892067	-0.2091402641601167	-0.01337006725548983	0.1755935499554331	-0.11725143829511385	-0.12810955352078437	0.04027226318774816	0.013532128676768495	0.16749047889149987	-0.17915890122356373	0.15420144234664937	0.18353455959808768	0.09342840936715015	-0.10072117332469006	-0.2755854468843692	0.13280933473786566	0.26618588445020663	0.18823434081516896	-0.0005672149744753262	0.0757637144477757	0.03703103476217486	0.11644113118872053	0.1901790778705129	0.15014990681468277	0.1916376306620209	-0.1033141560651487	-0.16911109310428651	-0.23523215298598169	-0.04513410582610809	-0.14156065148691355	0.0423790616643708	0.07754639008184101	0.19001701644923427	0.00040515355319666155	-0.4384571752694271	-0.13054047483996434	0.0025119520298193016	0.18045539259379303	0.09018718094157686	0.057774896685843936
