	ModE	PhrR	BirA	XylR	NadQ	RbkR	Zur	ArgR	NrtR	Phr	MntR	ThiR	NsrR	KdgR	NagC	FUR	SahR_SamR	AraR	CzrA	AgaR	Irr	SiaR	IscR	GulR	MetR	NiaR	HutC	PhnF	CcpA	HexR	HypR	Rex	NagR	NrdR	NarP	TrpR	PsrA	HisR	TyrR	QorR	CsoR	ZntR	FixJ	PdxR	PhnR	GlcC	DasR	FadR	RutR	FnrN_FixK	HcpR	NmlR	LiuR	PurR	HrcA	GntR	NtrC	BioQ	NnrR	RbsR	CueR	MerR	FadP	AcnR	NifA	FruR	PaaR	VanR	LldR	PdhR	GguR	MetJ	LiuQ	NagQ	NikR	FabR	SdaR	SoxR	LexA	LtbR	TtrR	AmtR	PrpR	CblR	ExuR_UxuR	PhsR	CadR-PbrR	NorR
HutC	0.7834224103165516	0.7558000472811047	0.6866838794609954	0.6696255985463379	0.6387260059982107	0.735765838011227	0.7490068650309877	0.7529678164009809	0.7466845284173346	0.7319022300921054	0.7212802054410353	0.7111495334467461	0.749532983205937	0.6689673714023483	0.685172738271273	0.6995587096893817	0.729415336692455	0.7851931340419318	0.7818927275171395	0.47717064306937806	0.5895768341128536	0.563314961688399	0.6057033991405963	0.5884318897145056	0.620571452410641	0.6450741896157715	1.0	0.8073897585418878	0.4755482522215166	0.6230189448897006	0.5387079279287631	0.44035627703019037	0.35728059481483887	0.535511817958476	0.3615312588362359	0.6154586035386662	0.23315378874617	0.4758263763668643	0.5197885329414873	-0.3806221637131428	-0.3548470085430467	-0.48064024178259035	-0.48133323444474835	-0.6548989250501782	-0.6132869175037431	-0.5977026945594281	-0.6439779169428594	-0.5406710208546754	-0.48549350811890735	-0.5469635796431668	-0.39049325317177414	-0.5575021670506325	-0.636839397212269	-0.6450000231770121	-0.5682563006707427	-0.6600859403609124	-0.6525997654486374	-0.7135761666149046	-0.7449230754967993	-0.7582776698759103	-0.6865401819858991	-0.6837774821421122	-0.7346069874056116	-0.7383500748617491	-0.7214331737209766	-0.7547895295530082	-0.7016400053770668	0.08341174889097996	-0.05053283950846193	0.03792686262057841	0.08846897293388525	0.10805586586999551	-0.016692084123283164	0.28057163782673794	0.3035771400494134	-0.07843564439046775	-0.05720550129559498	-0.17712336196466896	-0.3268074592895782	-0.3250645479787328	-0.24679809577668485	-0.31387468653091116	-0.2623939072270559	-0.20944602305649165	-0.15619915542967863	-0.07872767474308281	0.09400132572509283	-0.12483602263930543
PhnF	0.820234458654528	0.7654555905270916	0.7294871854300031	0.6850174522901206	0.6620652571953034	0.7493707441211509	0.760384460276919	0.7963204175570502	0.7766987591027715	0.7753197268820893	0.7275078685956121	0.7476579629260515	0.8073132744019172	0.6991322526665152	0.734027562102804	0.7369571364337995	0.7714306242496443	0.7585998303442714	0.8532802425242547	0.5342208583838206	0.6534874450125387	0.6265951578586295	0.6140888421228289	0.6312583726956256	0.6552280386221729	0.6362692427143063	0.8073897585418878	1.0	0.45404693808492985	0.5941658825110901	0.47901553323351764	0.37444548998521304	0.43844880893334753	0.4636584450079034	0.2900742127927836	0.5044893872461538	0.2718060918458636	0.4408198172724365	0.4672972359095355	-0.48397541382555126	-0.4210614144466952	-0.42110545076970857	-0.5276756701633052	-0.7068895986205043	-0.6438504433762418	-0.6353004436080119	-0.5964673598138422	-0.627804997890892	-0.4778311879145788	-0.6022778367503975	-0.45030385062879236	-0.4714714157909619	-0.654574446880606	-0.6139775924646899	-0.6264931790053353	-0.7044166114281212	-0.7016191460661657	-0.7517649294723522	-0.7807454654175803	-0.7444294051388072	-0.7678358696710255	-0.6986014990891434	-0.7165242825555901	-0.7292345559979789	-0.7441118800728685	-0.7452359651603154	-0.7127070286606931	0.1612262493568379	-0.07571234546727174	-0.025320885732694885	0.10955541855366173	0.11723396266646889	-0.01104384627151406	0.21465389767812693	0.20342927071213687	-0.10705461894674387	-0.1152082918078533	-0.12044629654523457	-0.26916391246506066	-0.3287983646300254	-0.3721648719933621	-0.29725213344396495	-0.2612281035178069	-0.18788213098720166	-0.22712313019454783	-0.14098808238037186	0.05673037254729269	-0.11099471100583597
CcpA	0.6611034111926427	0.6182931521200012	0.7171361556753549	0.7070332960956005	0.5467804812474795	0.6746364685650185	0.6880096045538193	0.6787179403979956	0.6836639147827619	0.6754036276659359	0.6992272784161757	0.6904964979534698	0.6447427583425656	0.6940727109223988	0.6825514182013711	0.6338565157534152	0.6343200559956612	0.61006067741771	0.5984095934288536	0.47064631415976377	0.4825569806842781	0.39265335070064106	0.4901173220353125	0.48107596961030175	0.5317571419962824	0.4712465987734725	0.4755482522215166	0.45404693808492985	1.0	0.47517973772893096	0.2899142914092087	0.36785858314289555	0.38033476876295014	0.14557249537618608	0.3572991364245287	0.3040290917856034	0.4754879919900246	0.5388539431050706	0.5772906999921198	-0.2084818593526197	-0.4381127422577191	-0.5307744366827206	-0.5203169688176479	-0.5317664128011274	-0.4675962193657842	-0.6337220890831637	-0.5428960140174569	-0.46668999819219303	-0.37518715437280686	-0.31171690670325547	-0.2757206891916322	-0.5467781635462683	-0.4372598282119862	-0.3710361515034928	-0.489941176743259	-0.4329025499348726	-0.4540956098103657	-0.5058869610765259	-0.5790892361320348	-0.543700256337754	-0.6159939925184605	-0.7116594277132169	-0.7128345022273108	-0.6738438147507776	-0.6395650138366762	-0.6166684435709286	-0.6720313724035952	-0.08385674752353625	-0.04713045413037533	0.044193926695746094	-0.12623591417088875	0.10574743546360978	0.19327773940694662	0.1330360495246395	0.016483491014272406	-0.11897687397731434	0.0712785830501875	0.14239956241801133	-0.13853131909646735	-0.4821560183747352	-0.36502171686034923	-0.19928522094645645	-0.19079316370850735	-0.23283858138144262	-0.11327532899768693	-0.09870625918389105	-0.24298547728421044	-0.03109659715108167
HexR	0.6753132373186979	0.7068223852853786	0.6382949135729218	0.547800269780421	0.5788389244012219	0.6005673732565092	0.6279255183538759	0.6429140920869045	0.6614951026973407	0.6675350320538077	0.615477145148356	0.5994641474799635	0.6053557439589118	0.5483171171505254	0.5992926375903324	0.5323806036221035	0.5460828531828991	0.5967223069470776	0.6223074106178528	0.2622780221664944	0.4851528060408564	0.38683823836166337	0.4745632292067436	0.4028605068349009	0.4488854174875192	0.5545864989269044	0.6230189448897006	0.5941658825110901	0.47517973772893096	1.0	0.45746554737149503	0.458881662811557	0.2277025554973555	0.3626089898994581	0.4263944449337369	0.6151364430703051	0.4844714018847546	0.6115324176868415	0.5615581441702862	-0.30834696914212606	-0.28002697804209875	-0.3190640195428566	-0.47343450871687426	-0.5281206687958615	-0.469121266762774	-0.6320116255892755	-0.5916326350872151	-0.5411438319017665	-0.5560118851718112	-0.48084883489160113	-0.3596446500502941	-0.44275741548502534	-0.4013655895536571	-0.32978338764479836	-0.4262507474586406	-0.496312537372932	-0.48405653336794435	-0.5965044430332219	-0.6132985060097993	-0.595048926672569	-0.6242751389461876	-0.6157645400985486	-0.6093074245240601	-0.6187381507525576	-0.658493679628797	-0.6706500224817018	-0.5711650156908372	0.026354580472903757	0.005314488877351887	0.03949826404179279	-0.10205070203169689	0.012130848139581239	0.073464175292378	0.4192443366970904	0.2177827943132883	0.012830793905372895	-0.01696557286620838	-0.049318364073777064	-0.28722575800418115	-0.44556183395061444	-0.374304110211328	-0.2743231153612601	-0.14560494319314332	-0.2663154576764582	-0.15714477752386075	0.0668170082185685	0.02818092902735351	0.0869601494453741
HypR	0.5638410798633483	0.5074444562904729	0.4510802805345546	0.46333396683833106	0.5080447409041816	0.4883002442857077	0.5171486712618956	0.5193597582174097	0.5036225669931536	0.49828721880490057	0.46308365510751814	0.48558158076493413	0.4927061942882571	0.4103350932411197	0.45334699231913816	0.4603255906661537	0.4650745604479653	0.5170791402255587	0.5134565732324051	0.2947652400443144	0.32266572722510906	0.431569871738415	0.4513978056004932	0.4233513032433911	0.4220649790711581	0.5039053265409237	0.5387079279287631	0.47901553323351764	0.2899142914092087	0.45746554737149503	1.0	0.30420060167523444	0.20976586582364148	0.2523976619030181	0.1847625051568852	0.3777227194978932	0.2827456415628723	0.3801261756539394	0.38147044235645317	-0.351242983159583	-0.18586109553100852	-0.2868085717861596	-0.4014026727730368	-0.3147716368996574	-0.30660637553249187	-0.43407067134533284	-0.4118694114429544	-0.3376705248666163	-0.3794007351748242	-0.33529488112510486	-0.17329451956371592	-0.4523967348225336	-0.435820535759812	-0.3963315425228641	-0.4211471693915107	-0.41366562988165817	-0.47084100106150717	-0.466849919575768	-0.5218930056412847	-0.5169748436710533	-0.4983358905303364	-0.47499200393082125	-0.515665342486708	-0.49230754967992546	-0.5552841269914848	-0.474095053562075	-0.4262437943550069	0.11522451571633191	-0.002150826724022046	0.022620763821611174	-0.11807297050493439	-0.006582271439895054	0.033722552623406	0.19423031460476242	0.17291673426628532	-0.04985143535236011	-0.04710727711826302	-0.13397471851518788	-0.29955824614913945	-0.24859663191659984	-0.21263517992314504	-0.19067496094673458	-0.09824271894164492	-0.06393842331422002	0.00019468690174337486	0.09591574692556934	0.054755691115324176	0.018360828995369234
Rex	0.5056412847481354	0.4968015723285017	0.5795759533863932	0.5219045941473409	0.6278212217993705	0.5865939526539996	0.5598245036642856	0.5960872568152004	0.5998396150761829	0.6028897098701623	0.6188563535143303	0.581694332293458	0.5585497679981087	0.5270730678483853	0.5646036035618432	0.5309088633529719	0.5222800617435602	0.5071663321451252	0.5269780420987248	0.34025244401592725	0.3903124724772981	0.3147948139117698	0.5359220510728638	0.4067496094673459	0.49695685830965414	0.3669963982923177	0.44035627703019037	0.37444548998521304	0.36785858314289555	0.458881662811557	0.30420060167523444	1.0	0.14776504072201027	0.18466747940722475	0.34703403775998815	0.27741261107583054	0.42852904774928036	0.47166378499149403	0.38264088146812464	-0.16752807895017405	-0.43395942168719376	-0.35458742600738885	-0.5594884369886571	-0.3979794280840491	-0.47033342449624765	-0.4125925342208584	-0.5588858346737372	-0.43683105348790857	-0.43317140327537534	-0.5137926399080336	-0.43307405982450364	-0.42937500869137957	-0.4051758903449203	-0.3714950563433164	-0.35018147600483934	-0.37694628959213095	-0.41337591723025435	-0.49253931980104854	-0.49844714018847547	-0.4868818111444345	-0.5617528310720296	-0.5364319453393346	-0.5305959736894559	-0.4856024400758352	-0.4971492275101863	-0.5446134306149788	-0.38251340790150695	-0.02800246603408875	0.2230231167518808	0.10830849530201965	-0.22255725880842345	-0.22847666770190653	0.03744941617106489	0.1527573691310011	0.23478081499645392	-0.14805475337341412	0.12128530438370007	0.03468208092485549	-0.15171672128715855	-0.3770389976405802	-0.228451172988583	-0.18306594787026437	-0.25768897376825767	-0.04386249542254011	-0.024567632839044923	-0.02168673023348522	-0.15485488872716485	-0.24882144893408922
NagR	0.42965545053793847	0.35843481001803174	0.3354130838868776	0.36318609750105457	0.4024108727999221	0.4452512619883095	0.495598685399873	0.43419119180831683	0.4058990131228243	0.38726005998210733	0.42816748636032836	0.42336984485308093	0.4620059240442959	0.4423935363948621	0.44377256861554437	0.5121354835420037	0.5272028591162142	0.455646151920679	0.49300749544571715	0.5509314841167936	0.479270480366753	0.4704145440386407	0.4283227723414808	0.5369905113312412	0.5254692186102137	0.3477571605378921	0.35728059481483887	0.43844880893334753	0.38033476876295014	0.2277025554973555	0.20976586582364148	0.14776504072201027	1.0	0.37836240503219287	-0.028957358933115778	-0.05154799263898095	-0.12606440428125767	-0.010121401189444261	0.013234073916127029	-0.39607659538962875	-0.21137435046423556	-0.21987104310460712	-0.16399590230425853	-0.30713017600623	-0.2292600507113025	-0.2537396109043207	-0.11905799351970742	-0.16852005506858078	-0.03290903949826404	-0.1268454695894424	-0.14409611970463215	-0.3678168645210934	-0.5635907681325354	-0.5598870815969889	-0.5300420430999717	-0.5142214146321112	-0.5872846276149464	-0.48292317747565255	-0.53293916961401	-0.5194686901743375	-0.4128660229637836	-0.3941992574085319	-0.48615173526289684	-0.4629932647602802	-0.4221113330953827	-0.35501851843267773	-0.4720021693683337	0.29954897534429453	0.1636366586165178	0.08723827359072178	0.13897168232660118	0.12626604428663474	0.06679614890766741	0.023779614427226498	0.026815803013938655	-0.3548864094636376	-0.4314354450681636	-0.23531156857382574	-0.2520129235019538	-0.021014596882228332	-0.047589358970198996	-0.1125545239209942	-0.04620105594467184	0.16811445735661543	0.00020859310901075878	-0.16640862926514965	-0.04195502732569728	0.12704710959481946
NrdR	0.4169382239919159	0.42591699848422343	0.31266252879743756	0.2661578539940945	0.31715423374480256	0.39915450259814306	0.3849423587708767	0.3810254437238969	0.37453588033245105	0.3561171088068011	0.36909623558969273	0.3497527012807617	0.4038849307702648	0.3602240753531018	0.3485984860775688	0.3803602634762737	0.4157469255693433	0.4225053423012919	0.4292359466187057	0.2857864655520069	0.3863260263939814	0.3826223398584348	0.308386370062717	0.29484172418428506	0.36262753150914795	0.35220019375982126	0.535511817958476	0.4636584450079034	0.14557249537618608	0.3626089898994581	0.2523976619030181	0.18466747940722475	0.37836240503219287	1.0	0.21454496572119908	0.32424639945116834	-0.0578729992444294	0.07510974315235178	0.1934654732050563	-0.30871780133592297	-0.044780305102187445	-0.1351242983159583	-0.11664526655881631	-0.3528143845807974	-0.3080363971798212	-0.26788685909767257	-0.17598305296874348	-0.2580227227426749	-0.08441531351544285	-0.2764554004755923	-0.2499084508021564	-0.31171458900204424	-0.44907083358441763	-0.4329048676360838	-0.4036809730636765	-0.4611298329864507	-0.4557828962921416	-0.5125132688394343	-0.493589238449736	-0.4603881685988569	-0.30728546198738244	-0.27783675039748573	-0.43625626358752334	-0.39770825704233514	-0.34599107221493436	-0.4474530781389786	-0.4873268097769908	0.26182143502788197	0.11279324714575095	0.1019162753614455	0.10178648409361658	0.16142557166100374	-0.12489860057200866	0.15523035632338422	0.212876220849113	-0.11775312773778455	-0.1952501031377039	-0.3020891758718033	-0.2172914416565074	-0.048439955314720645	-0.016274897905261647	-0.23399743198705797	-0.14564434411373423	-0.002679262600182635	-0.01377409829834377	0.06758648502069707	0.17744552243303002	0.18120483379764615
NarP	0.39827145843666417	0.36502403456156046	0.3551738044138302	0.3552734655659131	0.2562960353403081	0.33952932123802326	0.3217780476612077	0.3312504925115074	0.34710588649753626	0.3528792802147118	0.3558482554662983	0.3219449221484163	0.28353597767590194	0.25290060306585516	0.26298492103591975	0.21566209770501227	0.2287756511581553	0.27730831452132515	0.2517927418868869	-0.03595218118860989	0.10838497944199026	0.059115287093649035	0.28269233443501396	0.09490986459989524	0.1726501986269938	0.2796468750434569	0.3615312588362359	0.2900742127927836	0.3572991364245287	0.4263944449337369	0.1847625051568852	0.34703403775998815	-0.028957358933115778	0.21454496572119908	1.0	0.4949195989449824	0.27750995452670224	0.4784129309185977	0.3812224483268515	0.09963102196717208	-0.05172877333345694	-0.13502695486508662	-0.2955602115597666	-0.3072924150910161	-0.13286917503743087	-0.36577033435157674	-0.3657008033152398	-0.3078787934974575	-0.328302376570822	-0.31011305746508383	-0.23525826144596743	-0.27719706486318607	-0.13553453143034613	-0.11848320361932221	-0.04875052727702556	-0.11077221168955782	-0.13901571864961457	-0.20440965832448743	-0.30969123584463987	-0.3345416282314549	-0.26390736611798954	-0.3360087330981639	-0.4009970750610714	-0.3522952195094817	-0.332794081518187	-0.44007351748242024	-0.26268361987845973	-0.1468449133411517	0.000848278643310419	-0.026101951040879614	-0.2842127464295813	0.04188549628936036	0.09680806189189314	0.3684588677566043	0.04900315670904969	0.1281688769810551	0.16148119649007328	0.20481293833524158	-0.10943026268825529	-0.30438370007092164	-0.25623345740760484	-0.20680152597447748	0.06767223996551261	-0.145883067338491	0.005284358761605889	0.08823952051397342	0.2007245133986307	0.12258089936077801
TrpR	0.5361978575170003	0.5373219426044472	0.45297847782655254	0.3712447446125035	0.2946284956728518	0.40554904023992844	0.3981602087785251	0.44152671614186184	0.4616188679420204	0.47197203925258774	0.41232368088035565	0.40194269715525355	0.40152087553480953	0.3258664725978186	0.3526266507826877	0.27647394208528214	0.3018527703482578	0.38140554672253874	0.4127756326165456	-0.026505231051633747	0.20602973147113768	0.11824679809577668	0.22220728592552763	0.1460731188378119	0.1608484640594073	0.3982204690100171	0.6154586035386662	0.5044893872461538	0.3040290917856034	0.6151364430703051	0.3777227194978932	0.27741261107583054	-0.05154799263898095	0.32424639945116834	0.4949195989449824	1.0	0.3724592200471884	0.5754805753461487	0.5602949970101654	-0.024164352828290787	-0.049580264310646126	-0.22324561606815896	-0.30040652479244984	-0.4150492975047629	-0.3863909220278959	-0.5039099619433461	-0.5521343710454223	-0.4716452433818042	-0.5059449036068067	-0.5244192999615261	-0.3019315721894396	-0.3168320732764415	-0.16766945872405914	-0.16057265761527087	-0.1633353574590578	-0.21589386782613532	-0.20578637284395845	-0.33889195340493483	-0.35373451196165595	-0.3730942701790656	-0.3440233438865995	-0.40481664665717954	-0.39353639486211994	-0.4433577000987341	-0.4756061947517974	-0.5425437234333499	-0.4042858930798077	-0.19956334509180415	-0.22847666770190653	-0.09665045820952946	-0.12681533947369641	0.11493943846735054	-0.00344178629867752	0.43802698731290357	0.1943485173665352	0.29247303354640736	0.16259832847388647	0.052767103476088276	-0.19684236386981935	-0.3888801331287576	-0.23525362604354497	-0.25423096356110153	-0.1742911310845451	-0.39260467897520523	-0.24543760516569246	0.16807273873481327	0.15199716313371744	0.0479068840361376
PsrA	0.4109214716475611	0.4328307011973244	0.5601489818338579	0.4549438884536761	0.3512151707450482	0.4076187474215574	0.3872577422808961	0.4517918148064024	0.48037370614329883	0.5034209269877764	0.46054345458000934	0.47430364667108577	0.39674177563725194	0.4252355943281216	0.43467559136146405	0.30603853873574033	0.30370229591481984	0.3141365867677802	0.3456179223199262	0.10683675503288818	0.190146525070574	0.11799416866375255	0.2660141565189982	0.15345499719558153	0.21794735109928567	0.30767947119329164	0.23315378874617	0.2718060918458636	0.4754879919900246	0.4844714018847546	0.2827456415628723	0.42852904774928036	-0.12606440428125767	-0.0578729992444294	0.27750995452670224	0.3724592200471884	1.0	0.6257445615141078	0.5066286254641197	0.05649860242616963	-0.26157807640070274	-0.3541609689845224	-0.5282852255818589	-0.3354826149232146	-0.3611534735388053	-0.5218536047206939	-0.5081953914829116	-0.5215360796547552	-0.5318336261362531	-0.4410747644056719	-0.3183223551552628	-0.24962800895559747	-0.07656757721421585	0.03306200777820526	-0.15331129972048524	-0.16570636579814677	-0.13710361515034927	-0.2611562547802587	-0.280773277832115	-0.24966972757739964	-0.4269089746026301	-0.4530595973689456	-0.36335297198826316	-0.3692051675466206	-0.4338690313399558	-0.4398510181661421	-0.3413579874936843	-0.27067273595357183	-0.0784611391037913	-0.032174328214303924	-0.311260319564643	-0.16032929898809165	0.2019042233151471	0.1618149454644905	0.06476352494541814	0.1728912395529618	0.3226101023960395	0.2768076910596993	-0.006749145927103662	-0.5412875293768629	-0.34888819872897264	-0.20828717245087633	-0.16439686461380146	-0.3029930793441833	-0.09883605045171996	0.014478679466557889	-0.26299187413955344	-0.15280604085643695
HisR	0.6093491431458622	0.6164528973582841	0.6495218582401231	0.5651992527731295	0.4689543922755654	0.5188660878594176	0.5241991183464593	0.5867654625436307	0.6204532496488683	0.612100254483593	0.5717189462803213	0.576859607566831	0.5083970314882886	0.47617403154854887	0.5136535778353598	0.39803737061432987	0.41256472180632364	0.45403998498129616	0.4873801169048491	0.07175602949970102	0.2611400308717801	0.1690067723229392	0.2992291325771447	0.22531068784736547	0.27268218290370877	0.435217933444892	0.4758263763668643	0.4408198172724365	0.5388539431050706	0.6115324176868415	0.3801261756539394	0.47166378499149403	-0.010121401189444261	0.07510974315235178	0.4784129309185977	0.5754805753461487	0.6257445615141078	1.0	0.642476046557982	-0.010276687170596715	-0.27470553606111314	-0.39644742758342566	-0.542344401129184	-0.47358747699681547	-0.4494926552048616	-0.6382369710426411	-0.6863825783035354	-0.5770751537794754	-0.6707983553592205	-0.4255090830710468	-0.39004361913679536	-0.41046720221015986	-0.15315601373933277	-0.1296730650671438	-0.24051712549424978	-0.24193092323310048	-0.1974727785992741	-0.36548989250501784	-0.40728499844714017	-0.46086097964594797	-0.5257148949386041	-0.578920043943615	-0.5253556512508634	-0.5048254539217822	-0.551478461602644	-0.6102854944351994	-0.4915612498899092	-0.29754416379658	-0.20233068033801355	-0.13186561041296802	-0.2734725190167384	0.06789473928179075	0.16212319972558417	0.366637154604577	0.15845427870820605	0.24351854856279348	0.2615340400776893	0.2767265715173063	-0.18632927117567713	-0.5788250181939545	-0.4042997992870751	-0.3045505745581303	-0.16457996300948866	-0.43810578915408543	-0.18475323435204027	0.017633070815042808	-0.04559150052611818	-0.01203118698749832
TyrR	0.6176743258966028	0.6252485734549045	0.6556962142668415	0.5382675646986294	0.47355502917985826	0.6002197180748247	0.5266999179533771	0.5943860641261571	0.6234639435222569	0.6261941955490866	0.5887146492622757	0.5687337471202563	0.5637460541136878	0.5354144745076044	0.5562390198905118	0.44924002577283745	0.4754323671609551	0.52621551840023	0.5250497146909809	0.19019519679600985	0.35869439255368957	0.25479648265664184	0.31251651362113003	0.3018620411531027	0.35376695977861317	0.44218726098706257	0.5197885329414873	0.4672972359095355	0.5772906999921198	0.5615581441702862	0.38147044235645317	0.38264088146812464	0.013234073916127029	0.1934654732050563	0.3812224483268515	0.5602949970101654	0.5066286254641197	0.642476046557982	1.0	-0.1757211527318744	-0.26750907380024197	-0.4253051253644585	-0.5546745715729311	-0.4849928846572815	-0.493589238449736	-0.6907282680745929	-0.6153566246853721	-0.6363642684639667	-0.5236011514339617	-0.4960529548372742	-0.37374090881699895	-0.42529817226082484	-0.2331306117340577	-0.19707645169215365	-0.33858833454626364	-0.3405676513806546	-0.3188276140193111	-0.4032776930529224	-0.44839174712952706	-0.47400234551362574	-0.5620031428028425	-0.5855602579137907	-0.5122374623952979	-0.5546467591583963	-0.5375119941037682	-0.6498602426169628	-0.5760692714538013	-0.17421928234699696	-0.15450723354548024	-0.05246812001983952	-0.17870171648951705	0.017730414265914495	0.133664146552883	0.21213687416273044	0.10648446444878112	0.19534512888736436	0.1898127760961568	0.04128289397444039	-0.1169094844968966	-0.4460647751134515	-0.4391394838942943	-0.21489725630530615	-0.10238908640853656	-0.3966328436803241	-0.21685107842637358	0.06919496966129114	-0.11516889088726238	0.032612373743226515
QorR	-0.4324204680829366	-0.4323323954369099	-0.42333971473733495	-0.43759125948519223	-0.4961502982881459	-0.4777245736588622	-0.5138946187613278	-0.49740881004584414	-0.4897696668536279	-0.4744751565607168	-0.4882191247433146	-0.47915691300740276	-0.547297328617584	-0.5293142849196453	-0.5480134982918542	-0.5970815506348184	-0.6077360231028457	-0.5303387088550092	-0.5422377868734675	-0.6359540353495788	-0.6363503622566993	-0.6623781468588196	-0.5222661555362929	-0.6415767784880244	-0.6231742308708531	-0.35477052440307605	-0.3806221637131428	-0.48397541382555126	-0.2084818593526197	-0.30834696914212606	-0.351242983159583	-0.16752807895017405	-0.39607659538962875	-0.30871780133592297	0.09963102196717208	-0.024164352828290787	0.05649860242616963	-0.010276687170596715	-0.1757211527318744	1.0	0.38992078097260013	0.2558997084331876	0.33543162549656746	0.38878742508030834	0.4034213905280187	0.3044717727169484	0.18681367072882432	0.23684125137323797	0.048650866124942634	0.2906652266016474	0.23318855426433846	0.32791995587096895	0.5886706129392624	0.5645387079279288	0.6255174267954072	0.6430577895620008	0.6425131297773616	0.525965206669417	0.5823989134616722	0.4714204263643148	0.5273558273961554	0.45072103684681386	0.4362145449657212	0.49818755765281764	0.47207401810588184	0.39602328826177047	0.4462942275333633	-0.4171398639972929	-0.09989060450282991	-0.0027974653619553982	-0.21928930010058822	-0.027675670163305226	0.01878265061581321	0.05688334082723392	0.01160936536705434	0.3725310687847366	0.34310553420695217	0.2061989236595575	0.2310979877718084	0.04354497035660151	0.12310701753572736	0.13853363679767858	0.1433892208352068	-0.019832569264500697	0.07854225864618437	0.07435417255749058	0.056014202873022424	0.06842317515795134
CsoR	-0.4695152759686832	-0.47381229401430486	-0.6057451177623986	-0.6017308592645471	-0.5648237851769101	-0.5652270651876643	-0.5804589975478721	-0.6142673051160936	-0.6066096203141875	-0.6025165599751543	-0.6271096875275227	-0.6145848301820322	-0.625575369325688	-0.6402672773036792	-0.6540761411201913	-0.6239576138802491	-0.6190023686906378	-0.5007555705948612	-0.6074509458538643	-0.5098595009525752	-0.621857776582874	-0.5229174295766487	-0.4743592715001553	-0.5648515975914449	-0.5782989000190052	-0.3173929569695593	-0.3548470085430467	-0.4210614144466952	-0.4381127422577191	-0.28002697804209875	-0.18586109553100852	-0.43395942168719376	-0.21137435046423556	-0.044780305102187445	-0.05172877333345694	-0.049580264310646126	-0.26157807640070274	-0.27470553606111314	-0.26750907380024197	0.38992078097260013	1.0	0.4410747644056719	0.5475661819580867	0.5318846155629001	0.5883090515503103	0.44369840217678497	0.49280585544034006	0.39019426971552534	0.25212880856251535	0.31183974486745064	0.40762106512276863	0.2534406274480719	0.4267328293105766	0.4171166869851806	0.4578410149677144	0.5208013683707952	0.40827929226675813	0.4046544075723934	0.46024910652618306	0.4824874496479412	0.5931970834047958	0.5431161956325239	0.4838966119843694	0.5324617231644966	0.4910722149343395	0.44372853229253095	0.4956450394240976	-0.16078356842549285	-0.016233179283459492	0.013931701980707456	-0.025434453092045187	0.013929384279496224	-0.09891485229290181	0.12054595769731749	-0.03491616874718979	0.17607576101719272	-0.024444794674849696	-0.1349875539444957	0.22451339863070213	0.2433238616610501	0.4055698995508295	0.253009535022783	0.27346093051068227	0.20353356726664226	0.2676481358729158	0.3680718116543288	0.20041857683874825	0.24903467744552243
ZntR	-0.5262456485159759	-0.4723034705257937	-0.5864803852946494	-0.5507507034223176	-0.4577784370350112	-0.5660475314164399	-0.5460388168598856	-0.5704581168214119	-0.5732486290797335	-0.5555483449295651	-0.562411058216019	-0.566077661532186	-0.5766046604335956	-0.5979530062902411	-0.5828253704845386	-0.5365524658023186	-0.5549758727303911	-0.4815116974380131	-0.5563896704692418	-0.4534095702518414	-0.46776077615178163	-0.3386068761559535	-0.38514399877625377	-0.39724008139766653	-0.46601554713972493	-0.4009275440247345	-0.48064024178259035	-0.42110545076970857	-0.5307744366827206	-0.3190640195428566	-0.2868085717861596	-0.35458742600738885	-0.21987104310460712	-0.1351242983159583	-0.13502695486508662	-0.22324561606815896	-0.3541609689845224	-0.39644742758342566	-0.4253051253644585	0.2558997084331876	0.4410747644056719	1.0	0.4625969378531597	0.517484737937524	0.511655719391279	0.43193606852978944	0.5107749929310113	0.4143029977147466	0.3369752145032471	0.32818417380904924	0.2761378754096537	0.483560545308741	0.37113813035678694	0.35280047837353	0.4373224061446894	0.44219189638948503	0.379338157242121	0.4135312032114068	0.42772480542898333	0.43176687634136957	0.5343900505722404	0.558220654426114	0.4992699241184623	0.46136623850999625	0.49253236669741485	0.4618529557643547	0.5114703032943805	0.01849062026319815	0.008723827359072178	-0.06451553091581645	-0.04092133258548841	-0.03675642350890693	-0.05654032104797178	0.061275384622516006	-0.046803658259591804	0.07007337842034757	0.04304434689497569	0.07116965109325966	0.06587602152680885	0.3745335626312398	0.3022537326578007	0.11051262915389999	0.21048203549791175	0.15529293425608745	0.1685733621964391	0.10189541605054443	0.2714422127557004	0.15801855088049468
