	ModE	PhrR	BirA	XylR	NadQ	RbkR	Zur	ArgR	NrtR	Phr	MntR	ThiR	NsrR	KdgR	NagC	FUR	SahR_SamR	AraR	CzrA	AgaR	Irr	SiaR	IscR	GulR	MetR	NiaR	HutC	PhnF	CcpA	HexR	HypR	Rex	NagR	NrdR	NarP	TrpR	PsrA	HisR	TyrR	QorR	CsoR	ZntR	FixJ	PdxR	PhnR	GlcC	DasR	FadR	RutR	FnrN_FixK	HcpR	NmlR	LiuR	PurR	HrcA	GntR	NtrC	BioQ	NnrR	RbsR	CueR	MerR	FadP	AcnR	NifA	FruR	PaaR	VanR	LldR	PdhR	GguR	MetJ	LiuQ	NagQ	NikR	FabR	SdaR	SoxR	LexA	LtbR	TtrR	AmtR	PrpR	CblR	ExuR_UxuR	PhsR	CadR-PbrR	NorR
MntR	0.8455321673751107	0.8319458028748766	0.9307146399914709	0.8681691551052004	0.8401087465408309	0.9365436585377159	0.9456035525724166	0.9628263902730716	0.9755158044045594	0.9653457314896793	1.0	0.9670840073981023	0.9532403780634215	0.955585891689187	0.966970440038752	0.9411558839480649	0.9367313923358256	0.8735601281225229	0.8894479699255091	0.6873884606292096	0.7777880786720499	0.7235700942377312	0.8115199021003008	0.791576083177661	0.8748928063189806	0.6227245968358743	0.7212802054410353	0.7275078685956121	0.6992272784161757	0.615477145148356	0.46308365510751814	0.6188563535143303	0.42816748636032836	0.36909623558969273	0.3558482554662983	0.41232368088035565	0.46054345458000934	0.5717189462803213	0.5887146492622757	-0.4882191247433146	-0.6271096875275227	-0.562411058216019	-0.7370985162076845	-0.7231691319281883	-0.7298765592334898	-0.7743949640988083	-0.7190227644612968	-0.674390792236628	-0.510821346955236	-0.6027715071083897	-0.5373080363971798	-0.6391941816428793	-0.7467053877282356	-0.697361528941135	-0.696135465000394	-0.7808289026611845	-0.7684778729065364	-0.7691384177517371	-0.8678145468198821	-0.821620443978844	-0.870776568967835	-0.8991475494945094	-0.8767678265988662	-0.8834312175811543	-0.8563257019158118	-0.862196439083859	-0.8098302979173136	0.11796403854800655	0.10829690679596349	-0.009949891299813194	-0.1152384219235993	-0.02389086408536557	0.11127283515118365	0.09728550834140666	0.08975529710611826	-0.3033615938367689	-0.06534063254701457	-0.010211791536682257	-0.30994618297787524	-0.47900162702625027	-0.4251243446699825	-0.3139975246951064	-0.31985435565588627	-0.16659636306325934	-0.1407864423749948	-0.1439176567113674	-0.16277215606472875	-0.20942979914801305
ThiR	0.8480283315796061	0.8200907611794318	0.9421270007555705	0.8684727739638717	0.8328659302557352	0.9102609268023604	0.9374800098270532	0.9697702231019186	0.9677329637372468	0.9641451622622618	0.9670840073981023	1.0	0.960670928146627	0.9550365965021254	0.9683911908812364	0.9272821244976382	0.9338342658217873	0.8611024841121582	0.9051249009182732	0.6717138473376566	0.7530211235288392	0.7127788773982413	0.7848640204699371	0.764927154650931	0.8388942711061461	0.6360374725931832	0.7111495334467461	0.7476579629260515	0.6904964979534698	0.5994641474799635	0.48558158076493413	0.581694332293458	0.42336984485308093	0.3497527012807617	0.3219449221484163	0.40194269715525355	0.47430364667108577	0.576859607566831	0.5687337471202563	-0.47915691300740276	-0.6145848301820322	-0.566077661532186	-0.7356545883530878	-0.7410131135534531	-0.7348596168376358	-0.7530512536445851	-0.7094784708734488	-0.709751959616374	-0.5313515442843171	-0.6086955514042952	-0.5499047424802184	-0.602423851926705	-0.7318860061836269	-0.6817912122040874	-0.7020270614793424	-0.7805507785158369	-0.7498134250524959	-0.769659900524264	-0.8388061984601193	-0.8133439329535394	-0.8768234514279357	-0.8939419925740854	-0.8708136521872146	-0.8567915598592691	-0.8362381855180757	-0.8569816113585901	-0.8324000723122778	0.09651139613685562	0.07477831187914578	-0.035039006911385014	-0.09440228803463573	-0.008232474702291279	0.09717194098205635	0.09266632982742397	0.07731387700423212	-0.2545994780536872	-0.05533511641813184	0.009182732198895847	-0.31243771177994817	-0.5098293708368292	-0.44733951077962836	-0.3412675971464463	-0.34799588376264884	-0.20545030616833002	-0.19775553814704425	-0.12893371838076123	-0.19120339682289517	-0.23174462640974175
NsrR	0.8778687346742008	0.8334662148694439	0.9234764591087975	0.8616146960798402	0.8626344846127817	0.9307609940156955	0.9457495677487241	0.9735666176859143	0.9670677834896236	0.9647269052662807	0.9532403780634215	0.960670928146627	1.0	0.9490499742735166	0.9671975747574526	0.9533284507094484	0.9634382633928364	0.8903565088003115	0.9463289930515317	0.7306043174138163	0.8257042335130325	0.7712034895309436	0.8001956139822278	0.8147739546008687	0.8782789677885886	0.6569153251039489	0.749532983205937	0.8073132744019172	0.6447427583425656	0.6053557439589118	0.4927061942882571	0.5585497679981087	0.4620059240442959	0.4038849307702648	0.28353597767590194	0.40152087553480953	0.39674177563725194	0.5083970314882886	0.5637460541136878	-0.547297328617584	-0.625575369325688	-0.5766046604335956	-0.7149551988355869	-0.7703088568634086	-0.7680421450788251	-0.7488353551413566	-0.6971969721551377	-0.7040318730270568	-0.5058753725704697	-0.6105636185805471	-0.57337378494514	-0.6070291242334204	-0.7940096694494533	-0.7324862907973355	-0.7603821425757077	-0.8411169465677163	-0.8161553045227622	-0.8190130301162095	-0.8745706458506195	-0.8522465477840458	-0.9113432932680051	-0.8805966689998193	-0.8671609550783151	-0.868456550055393	-0.8561657805322369	-0.8579063741418711	-0.8233401782775772	0.1940194037945404	0.0896672244600915	-0.013301287251252717	0.00589159647894832	0.0007184873754815024	0.027613092230601998	0.06912543862495422	0.11265882047549958	-0.30166040114772563	-0.10733274309209154	-0.1111407261821435	-0.3043906531745553	-0.43033685469404026	-0.41950855463517067	-0.3036930251099749	-0.33795328441438643	-0.18183293082588964	-0.20145458928016835	-0.1530424463799825	-0.16814690517357264	-0.1906911848552132
KdgR	0.7860251887767636	0.7805878617352165	0.9143099508183803	0.8506264746373956	0.7936272487496002	0.9137977388506984	0.9218424797548799	0.9352434281582156	0.9470219857136898	0.9350047049334588	0.955585891689187	0.9550365965021254	0.9490499742735166	1.0	0.9774000954892899	0.945337016933125	0.9362840760020581	0.8540195892106374	0.8751802012691732	0.7496766806810333	0.8125790915538332	0.7605490170629163	0.7639861679591714	0.7964942451478925	0.8690916001872703	0.5970583736227061	0.6689673714023483	0.6991322526665152	0.6940727109223988	0.5483171171505254	0.4103350932411197	0.5270730678483853	0.4423935363948621	0.3602240753531018	0.25290060306585516	0.3258664725978186	0.4252355943281216	0.47617403154854887	0.5354144745076044	-0.5293142849196453	-0.6402672773036792	-0.5979530062902411	-0.6997116779693229	-0.7347460494782855	-0.7431593048750528	-0.7338560522131728	-0.66413032897451	-0.6936485716007436	-0.4523642870055764	-0.5824244081749957	-0.5376672800849206	-0.5865012446055504	-0.7596775614074935	-0.7029008348359763	-0.7429530294672532	-0.8221674214646945	-0.768463966699269	-0.7550120288692863	-0.8351419128451637	-0.7874065386986572	-0.8361362066647816	-0.8663034056301597	-0.8442829264222573	-0.8364908149500999	-0.7953747954628682	-0.8056306233225637	-0.838843281679499	0.14119899319059384	0.10488293291182074	-0.031321414168571045	-0.027205176817425406	-0.03324047077147003	0.07541336201102299	-0.002069707181628973	0.032172010513092694	-0.3466979710843597	-0.10667219824689081	-0.031326049570993504	-0.26814412393211917	-0.4463753470757564	-0.43141922115968495	-0.32753289976869343	-0.3469807306321298	-0.197903871024563	-0.16768336493132652	-0.1763237550467944	-0.21750003476551816	-0.23994001789265335
NagC	0.8184382402158243	0.8195970908214396	0.9305106822848825	0.856508800311499	0.8311044773351999	0.9146089342746291	0.9384603974394037	0.9598203318021054	0.9690679596349157	0.9659645577130779	0.966970440038752	0.9683911908812364	0.9671975747574526	0.9774000954892899	1.0	0.9529158998938493	0.9470683397379144	0.8628430777217924	0.8976132312926747	0.7442810722612884	0.8158053316398663	0.7636199711677969	0.78466238046456	0.8160208778525108	0.8738846062920953	0.6284655427360927	0.685172738271273	0.734027562102804	0.6825514182013711	0.5992926375903324	0.45334699231913816	0.5646036035618432	0.44377256861554437	0.3485984860775688	0.26298492103591975	0.3526266507826877	0.43467559136146405	0.5136535778353598	0.5562390198905118	-0.5480134982918542	-0.6540761411201913	-0.5828253704845386	-0.726692037769259	-0.7509004269205631	-0.7523397193727374	-0.7639166369228344	-0.6993802466961169	-0.7136572861572977	-0.495478164936889	-0.6027900487180795	-0.5478721185179691	-0.588626576616249	-0.7554176265812517	-0.7046136160310758	-0.7556192665866287	-0.8295400290176191	-0.7904010086635671	-0.7700330504192722	-0.853604720693827	-0.811441100259119	-0.8804970078477363	-0.8775071732852487	-0.8550834140665922	-0.8511433220075001	-0.8198960742776884	-0.8253774376422489	-0.8131330221433174	0.13964381567785808	0.09253653855959505	-0.050284845478860245	-0.03055889047007616	-0.02936063894386991	0.07855152945102929	0.016995702981954377	0.044608795212556375	-0.33217061989236596	-0.09745701823103772	-0.037525900311035504	-0.2678891767988838	-0.4652993774654547	-0.4432696274527073	-0.32976021063268607	-0.34032197505226414	-0.20522085374841817	-0.18653322888226542	-0.16442931243075867	-0.21099424746559373	-0.23809512772851374
FUR	0.8109520653035494	0.7725825217516259	0.860105872591329	0.8444196707937199	0.8481511697438013	0.9182199127617264	0.9501439292452174	0.9346338727396619	0.9277804302580529	0.9128729760674172	0.9411558839480649	0.9272821244976382	0.9533284507094484	0.945337016933125	0.9529158998938493	1.0	0.9732653165284544	0.8973490133545944	0.90355581719827	0.8140508318229647	0.837255656349806	0.8319179904603418	0.8471221104060149	0.8937658472820318	0.9410654936008269	0.6353004436080119	0.6995587096893817	0.7369571364337995	0.6338565157534152	0.5323806036221035	0.4603255906661537	0.5309088633529719	0.5121354835420037	0.3803602634762737	0.21566209770501227	0.27647394208528214	0.30603853873574033	0.39803737061432987	0.44924002577283745	-0.5970815506348184	-0.6239576138802491	-0.5365524658023186	-0.6637293666649671	-0.691785139826914	-0.6908812363545341	-0.6874464031594902	-0.6018606505323759	-0.578046270586981	-0.3987349986789103	-0.5169354427504623	-0.4982988073109567	-0.6362901020252073	-0.8525524843439283	-0.8144193463155504	-0.791244651904455	-0.8613736551538722	-0.8563349727206567	-0.8014193602217576	-0.9055838057580969	-0.8481975237680259	-0.8690869647848478	-0.8632278161228567	-0.876162906582735	-0.8608823024970913	-0.8443061034343696	-0.7902063217618237	-0.79289253746564	0.2577330100912711	0.17066856409139158	0.03755834812799273	0.01863431773829445	-0.006123366600071385	0.059648358372232084	-0.006077012575846772	0.05371272557027038	-0.45713179839707785	-0.1891336896412662	-0.11820507947397453	-0.33233054127594086	-0.34655195590805216	-0.3557393235093705	-0.2629455201153288	-0.31162419865480623	-0.06919033425886868	-0.09568629450565751	-0.20254159114823553	-0.17602477159054564	-0.20512582799875773
SahR_SamR	0.8364073777064955	0.7909479861494175	0.8709156310405087	0.8498685863413232	0.8491570520694754	0.913171959523666	0.944261603571114	0.9447714978375847	0.9266934283899857	0.9177447840134241	0.9367313923358256	0.9338342658217873	0.9634382633928364	0.9362840760020581	0.9470683397379144	0.9732653165284544	1.0	0.9022671753248258	0.931289429891856	0.8043628407600206	0.8365649813888593	0.806467313459818	0.8371536774965118	0.8722019552127418	0.9280446481961332	0.6570961057984249	0.729415336692455	0.7714306242496443	0.6343200559956612	0.5460828531828991	0.4650745604479653	0.5222800617435602	0.5272028591162142	0.4157469255693433	0.2287756511581553	0.3018527703482578	0.30370229591481984	0.41256472180632364	0.4754323671609551	-0.6077360231028457	-0.6190023686906378	-0.5549758727303911	-0.6689720068047708	-0.7126212737158777	-0.7186449791638662	-0.6920632639722617	-0.6050845729171979	-0.5978162619187785	-0.40023686906378775	-0.5384622516003726	-0.49744125786280136	-0.6454102562913999	-0.84995665898735	-0.7967399214762829	-0.8090399618042841	-0.8543927391056455	-0.8560035414474507	-0.8274401917202442	-0.9003852019413066	-0.8466377108528677	-0.8864349583509092	-0.8832342129781997	-0.8830487968813012	-0.8727976044240281	-0.8459910722149343	-0.8060570803454302	-0.8209042743045738	0.2684755552053251	0.15089393735717166	0.06278884351344963	0.018268120946920006	0.01638846526461195	0.02526757860483658	0.007414326174726859	0.11375277544720044	-0.4048120112547571	-0.16355553907412473	-0.1436233086575411	-0.32327064724124027	-0.3370215685274717	-0.37297838511850406	-0.2663061868716133	-0.31664665717954305	-0.07040480969355355	-0.12465524194482944	-0.160855417163041	-0.16785719252216882	-0.19588978867200357
AraR	0.8277252689692256	0.8233170012654648	0.8141852584932161	0.7891285906986015	0.7933259475921403	0.8562306761661513	0.892593090469149	0.8798944055328163	0.871400030593656	0.8562190876600952	0.8735601281225229	0.8611024841121582	0.8903565088003115	0.8540195892106374	0.8628430777217924	0.8973490133545944	0.9022671753248258	1.0	0.8735415865128331	0.7002771970648631	0.7474609583230968	0.7364866430879197	0.7746151457138751	0.7844769643676616	0.8243900969262646	0.7009400596112751	0.7851931340419318	0.7585998303442714	0.61006067741771	0.5967223069470776	0.5170791402255587	0.5071663321451252	0.455646151920679	0.4225053423012919	0.27730831452132515	0.38140554672253874	0.3141365867677802	0.45403998498129616	0.52621551840023	-0.5303387088550092	-0.5007555705948612	-0.4815116974380131	-0.6253366461009312	-0.66187057029356	-0.6250376626446825	-0.6834784986858634	-0.588958007889455	-0.5500832054734832	-0.41211277007013364	-0.5191604359132438	-0.47173795143025343	-0.6020136188123172	-0.7876892982464273	-0.746327602430805	-0.7332349082885631	-0.778552920071756	-0.8045969285823549	-0.8061660123023581	-0.8713165933500517	-0.8317047619489086	-0.8192679772494449	-0.8400021322851143	-0.8700047744644951	-0.8459748483064558	-0.8364722733404101	-0.8036675303966514	-0.8020868581705921	0.22684268834798893	0.10818565713782442	0.06380399664396864	0.0015459067078908454	0.03342125146594602	0.02130199183242093	0.14324088795768805	0.10766185666408629	-0.31925638874338874	-0.14299057622687514	-0.181072724828606	-0.3701994613662385	-0.3683360295924091	-0.3394713787077425	-0.30682655714755874	-0.26484603510853794	-0.10256291399937886	-0.11398918097074598	-0.05896231881370781	-0.0807602987053321	-0.16067695416977626
CzrA	0.8859181109808048	0.8424171769472166	0.8905187478850977	0.8304972396178574	0.8291923738359346	0.881368463503159	0.9077554917930201	0.9457750624620477	0.9152184896931828	0.9172348897469533	0.8894479699255091	0.9051249009182732	0.9463289930515317	0.8751802012691732	0.8976132312926747	0.90355581719827	0.931289429891856	0.8735415865128331	1.0	0.675225164672671	0.782782724782252	0.7258020405041463	0.7382921323314684	0.7690827929226676	0.8163175436075483	0.7037977852047226	0.7818927275171395	0.8532802425242547	0.5984095934288536	0.6223074106178528	0.5134565732324051	0.5269780420987248	0.49300749544571715	0.4292359466187057	0.2517927418868869	0.4127756326165456	0.3456179223199262	0.4873801169048491	0.5250497146909809	-0.5422377868734675	-0.6074509458538643	-0.5563896704692418	-0.6647097542773176	-0.7166726154331088	-0.7394880661564633	-0.6913957660234273	-0.6606027877310169	-0.645461245718047	-0.46989769666853626	-0.5849275254831248	-0.5880309274049627	-0.5536130644181875	-0.7617681279000237	-0.7249352202511461	-0.7569334031733965	-0.7926932151614743	-0.8050952343427694	-0.8258826965062972	-0.8495580143790183	-0.8468347154558223	-0.8893575795782711	-0.8497573366831842	-0.8353296466432734	-0.8394250246835179	-0.83332715279677	-0.8248582725709332	-0.8220631249101891	0.22329197009238358	0.04923724453138399	0.01693080734803992	-0.01007968256764211	0.03038274517802263	-0.03621639912669018	0.08521955583573988	0.2037861966986664	-0.20775641887350452	-0.12418706630016085	-0.15743912557768702	-0.3719609142867738	-0.3885347956482842	-0.4307470878084281	-0.2880300003244782	-0.3210294301699802	-0.17485433247887416	-0.22711154168849168	-0.15898271458436664	-0.15936977068664215	-0.19891902415508203
AgaR	0.5419666158317534	0.5281345750031289	0.5600330967732964	0.6425038589725167	0.6445156236238649	0.6838377423736042	0.7286435421891152	0.6757350589391418	0.6530354932763488	0.6407539945580376	0.6873884606292096	0.6717138473376566	0.7306043174138163	0.7496766806810333	0.7442810722612884	0.8140508318229647	0.8043628407600206	0.7002771970648631	0.675225164672671	1.0	0.7313112162832416	0.7805438254122031	0.714846266878659	0.8394945557198549	0.827347483671795	0.4755505699227278	0.47717064306937806	0.5342208583838206	0.47064631415976377	0.2622780221664944	0.2947652400443144	0.34025244401592725	0.5509314841167936	0.2857864655520069	-0.03595218118860989	-0.026505231051633747	0.10683675503288818	0.07175602949970102	0.19019519679600985	-0.6359540353495788	-0.5098595009525752	-0.4534095702518414	-0.4514812428440975	-0.5448173883215671	-0.5080493763066041	-0.4407224738215648	-0.32168302191154724	-0.34826010170072913	-0.1775729959996477	-0.3346181123714255	-0.29280910022203577	-0.49796969373896194	-0.7573621778974742	-0.7594110257682021	-0.7846600627633488	-0.8013985009108566	-0.7893812201306256	-0.6734984772703042	-0.72611029476524	-0.6308180094654917	-0.6817935299052987	-0.6161214660850782	-0.6435143767006133	-0.6413032897450992	-0.631413658676778	-0.5260138783948528	-0.5888652998410057	0.3193653207003166	0.17322035312495654	0.08578275723006892	0.2249723034705258	-0.018849863950938902	-0.02906860859125485	-0.1842850587073717	-0.0014068446352170064	-0.5519976266739597	-0.2739870486856316	-0.24698582957479454	-0.15247924498565343	-0.04003365302158707	-0.13389591667400605	-0.16248476111453616	-0.2112422414951954	0.05981059745701823	-0.03613759728550834	-0.21613954415452577	-0.17297004139414363	-0.22787870078940903
Irr	0.6922857632885399	0.6510051870153107	0.7109409403377355	0.6869295557893859	0.7367601318308449	0.7653628824786424	0.7755955333262257	0.772443459678952	0.7750091549197844	0.7529098738707001	0.7777880786720499	0.7530211235288392	0.8257042335130325	0.8125790915538332	0.8158053316398663	0.837255656349806	0.8365649813888593	0.7474609583230968	0.782782724782252	0.7313112162832416	1.0	0.8089194413413	0.6742540478651654	0.7635712994423611	0.8070791865795829	0.47346463883262024	0.5895768341128536	0.6534874450125387	0.4825569806842781	0.4851528060408564	0.32266572722510906	0.3903124724772981	0.479270480366753	0.3863260263939814	0.10838497944199026	0.20602973147113768	0.190146525070574	0.2611400308717801	0.35869439255368957	-0.6363503622566993	-0.621857776582874	-0.46776077615178163	-0.591852816702282	-0.6140308995925481	-0.6563312643987188	-0.6187172914416565	-0.5021183789070648	-0.5296039975710491	-0.27436019858063976	-0.476074370396466	-0.5009827053135618	-0.4848491871821852	-0.7323147809077045	-0.7000686039558525	-0.6956325238375569	-0.7965220575624273	-0.738118304740626	-0.7085073540659432	-0.7643987187747704	-0.7191201079121684	-0.7604794860265794	-0.7183853966282083	-0.6943091164459443	-0.7389434063718242	-0.7143989505448916	-0.6507154743639069	-0.7115180479393318	0.3459122703737525	0.12462279412787221	-0.015505421103133068	0.2095711789218981	0.06614023946488914	-0.02637543978380483	-0.024124951907699865	0.05076460962958499	-0.42005321441980986	-0.2012622200796362	-0.16074416750490195	-0.3062540849483848	-0.2139122332905331	-0.36393935039470454	-0.2707816679104996	-0.34543482392423897	-0.07760127195442472	-0.20912618028934182	-0.21380098363239405	-0.05413454719071436	-0.09268487143711382
SiaR	0.6222633742948394	0.6157645400985486	0.6296568411586652	0.6548317117150525	0.6975353565319773	0.7235515526280414	0.7660581928420116	0.7296980962402251	0.717669226953938	0.7033017971455192	0.7235700942377312	0.7127788773982413	0.7712034895309436	0.7605490170629163	0.7636199711677969	0.8319179904603418	0.806467313459818	0.7364866430879197	0.7258020405041463	0.7805438254122031	0.8089194413413	1.0	0.7104588584857995	0.8157867900301765	0.8251433498199147	0.4737242213682781	0.563314961688399	0.6265951578586295	0.39265335070064106	0.38683823836166337	0.431569871738415	0.3147948139117698	0.4704145440386407	0.3826223398584348	0.059115287093649035	0.11824679809577668	0.11799416866375255	0.1690067723229392	0.25479648265664184	-0.6623781468588196	-0.5229174295766487	-0.3386068761559535	-0.498924586637989	-0.549207114415638	-0.570258794517246	-0.5406687031534643	-0.40890738929500164	-0.4221854995341421	-0.2308476760409955	-0.45007903361130297	-0.38974695338175785	-0.42230138459470357	-0.7624866152755051	-0.7710018495255666	-0.7555080169284897	-0.8197987308268168	-0.797896454380687	-0.719296253204222	-0.7842822774659182	-0.7282611214892621	-0.6924734970866496	-0.6308829050994063	-0.6718807218248652	-0.7081457926769913	-0.691101417969601	-0.5973921225971233	-0.6261130760066935	0.39765726761568804	0.14315976841529499	0.020435171579420666	0.19977425590202613	0.024729871923831068	0.004737381275755455	-0.09643722969809625	0.02835243891698458	-0.47474169220000834	-0.29949335051522497	-0.1507247451687518	-0.2971895555112617	-0.11786901279834609	-0.2036123691078241	-0.24752353625580004	-0.26297565023107483	0.0004287747240776708	-0.08976688561217443	-0.25441869735921124	-0.023969665926547413	-0.0673616680032077
IscR	0.6819743105997748	0.620038381132058	0.6714751241128999	0.7156157436807876	0.7587041268987768	0.7959750800765768	0.8410265562204783	0.7813573385373451	0.7725570270383023	0.7715071083896149	0.8115199021003008	0.7848640204699371	0.8001956139822278	0.7639861679591714	0.78466238046456	0.8471221104060149	0.8371536774965118	0.7746151457138751	0.7382921323314684	0.714846266878659	0.6742540478651654	0.7104588584857995	1.0	0.8048982297398148	0.8991151016775522	0.5932712498435552	0.6057033991405963	0.6140888421228289	0.4901173220353125	0.4745632292067436	0.4513978056004932	0.5359220510728638	0.4283227723414808	0.308386370062717	0.28269233443501396	0.22220728592552763	0.2660141565189982	0.2992291325771447	0.31251651362113003	-0.5222661555362929	-0.4743592715001553	-0.38514399877625377	-0.5703955388887086	-0.5303781097756002	-0.4598342380093728	-0.5217771205807232	-0.440010939549717	-0.3962179751635138	-0.3247099396934145	-0.45191465297059763	-0.30020720248828403	-0.6234291780040885	-0.836029592409065	-0.7634299196684761	-0.6668119092759038	-0.751150738651376	-0.8205009942938196	-0.679183798341453	-0.8574845525214272	-0.7744760836412014	-0.7611516193778363	-0.7425149839383306	-0.8041032582243628	-0.7599788625649536	-0.7854805289921245	-0.6970579100824638	-0.591250214387362	0.2651589247720541	0.3216111731739991	0.21368973397425498	-0.05003685144925857	-0.07016608646879678	0.12627763279269089	0.07493359786029824	0.07442602129503872	-0.5208987118216668	-0.2523837556957507	-0.09181109808047985	-0.29014606153033173	-0.2803051021874464	-0.18364537317307203	-0.16376181448192426	-0.16680959157469255	0.1103990617945497	0.078136660934219	-0.03873805804450913	-0.04494254418697359	-0.18101014689590278
GulR	0.6772740125433989	0.6181007829194691	0.6645081142719406	0.7034825778399951	0.7538369543551924	0.787877032044537	0.827880554950378	0.779215782618168	0.7689738609657397	0.7573899903120089	0.791576083177661	0.764927154650931	0.8147739546008687	0.7964942451478925	0.8160208778525108	0.8937658472820318	0.8722019552127418	0.7844769643676616	0.7690827929226676	0.8394945557198549	0.7635712994423611	0.8157867900301765	0.8048982297398148	1.0	0.8957660234273238	0.555518214813819	0.5884318897145056	0.6312583726956256	0.48107596961030175	0.4028605068349009	0.4233513032433911	0.4067496094673459	0.5369905113312412	0.29484172418428506	0.09490986459989524	0.1460731188378119	0.15345499719558153	0.22531068784736547	0.3018620411531027	-0.6415767784880244	-0.5648515975914449	-0.39724008139766653	-0.554723243298367	-0.549499144768253	-0.5359243687740751	-0.5450422053390566	-0.4448572527824003	-0.40383857674604023	-0.263640830478698	-0.39753674715270404	-0.3416059815232859	-0.5857340855046331	-0.8221651037634832	-0.8057163782673793	-0.7816632750972276	-0.824675174175246	-0.8443408689525381	-0.706435329183103	-0.8306826557147559	-0.760495709935058	-0.7628736713777806	-0.7093324556971413	-0.763068358279524	-0.7523119069582026	-0.7458292966703904	-0.6359818477641136	-0.6312514195919918	0.3345439459326661	0.1847323750411392	0.08022954512796028	0.11019278638675016	-0.04637720123672537	0.03618858671215541	-0.08512916548850188	0.028836838470131784	-0.5551798304369794	-0.3051717184827401	-0.16045213715228687	-0.29723822723669757	-0.14260352012459962	-0.20047883707024025	-0.22283074755134866	-0.2698499520235849	0.051742679540724326	-0.04506074694874636	-0.21210674404698443	-0.11355808854545707	-0.1869643213075543
MetR	0.7099072455975266	0.6582897219222087	0.736057868363842	0.7526595621398872	0.8167231413195136	0.8731614835141913	0.8884699000143698	0.8424357185569065	0.8387459382286273	0.8227097635481224	0.8748928063189806	0.8388942711061461	0.8782789677885886	0.8690916001872703	0.8738846062920953	0.9410654936008269	0.9280446481961332	0.8243900969262646	0.8163175436075483	0.827347483671795	0.8070791865795829	0.8251433498199147	0.8991151016775522	0.8957660234273238	1.0	0.5646175097691106	0.620571452410641	0.6552280386221729	0.5317571419962824	0.4488854174875192	0.4220649790711581	0.49695685830965414	0.5254692186102137	0.36262753150914795	0.1726501986269938	0.1608484640594073	0.21794735109928567	0.27268218290370877	0.35376695977861317	-0.6231742308708531	-0.5782989000190052	-0.46601554713972493	-0.6105566654769133	-0.5937765087076035	-0.5929490893751941	-0.593018620411531	-0.4838896588807357	-0.45651297217367925	-0.298920878316051	-0.43699561027390593	-0.37335385271472343	-0.6289939786122533	-0.8972215397879767	-0.8459516712943435	-0.7696830775363763	-0.8540172715094261	-0.8679906921119357	-0.7458455205788691	-0.8825435380172529	-0.8115083135942447	-0.816526136716559	-0.7988142640603344	-0.8218035423745312	-0.8181299859547306	-0.7958035701869458	-0.7035405203702759	-0.6834970402955532	0.35426526553902776	0.26998901409625875	0.12338514168107505	0.03947740473089171	-0.049925601791119496	0.09201273808585693	-0.046648372278439355	0.05292934256087442	-0.5670163305227344	-0.27761425108120763	-0.13898327083265732	-0.31982886094256274	-0.2168000889997265	-0.2836124618158725	-0.19285591778650263	-0.24683517899606455	0.0954429358784783	0.0027441582340970933	-0.16265395330295598	-0.12044166114281211	-0.20271541873907784
NiaR	0.703239219212816	0.6747917545461709	0.6256796658801934	0.6091081022198942	0.5591500526118175	0.6534967158173837	0.6820113938191544	0.6597753683986075	0.6572421209747324	0.6570010800487645	0.6227245968358743	0.6360374725931832	0.6569153251039489	0.5970583736227061	0.6284655427360927	0.6353004436080119	0.6570961057984249	0.7009400596112751	0.7037977852047226	0.4755505699227278	0.47346463883262024	0.4737242213682781	0.5932712498435552	0.555518214813819	0.5646175097691106	1.0	0.6450741896157715	0.6362692427143063	0.4712465987734725	0.5545864989269044	0.5039053265409237	0.3669963982923177	0.3477571605378921	0.35220019375982126	0.2796468750434569	0.3982204690100171	0.30767947119329164	0.435217933444892	0.44218726098706257	-0.35477052440307605	-0.3173929569695593	-0.4009275440247345	-0.47635017684060244	-0.46988842586369134	-0.41692895318707096	-0.5394264153042446	-0.41295873101223285	-0.42999847031720057	-0.4861262405495733	-0.4034098020219625	-0.2922412634252843	-0.5455660058127947	-0.572117590888653	-0.5131181888555655	-0.5861095531008524	-0.5908028980535945	-0.6072678474581771	-0.6268477872906536	-0.6958573408550464	-0.7191015663024786	-0.6347928670427523	-0.6836430554718608	-0.6696626817657175	-0.6233689177725964	-0.6679244058572945	-0.6540738234189801	-0.5804983984684631	0.06367652307735096	0.0102905933778641	0.08476296869712745	-0.12181837566228312	-0.01629343951495149	0.036640538448345396	0.18932374114058712	0.15806954030714176	-0.15082440632083474	-0.06563729830205209	-0.15777982765573792	-0.26782659886618054	-0.35489799796969373	-0.22969346083780262	-0.21975979344646807	-0.10234505008552318	-0.09877347251901673	-0.0051661559998331255	0.01639541836824564	-0.03311067950364111	-0.12949228437266783
