	MetJ	AcnR	GguR	PurR	CsoR	CblR	FixJ	PhnF	LexA	ThiR	KdgR	MntR	NagC	NsrR	ArgR	NrtR	FUR	Zur	MetR	SahR_SamR	NrdR	BirA	Phr	ModE	Rex	HutC	CzrA	IscR	AmtR	HisR	RbkR	AgaR	NagQ	PsrA	FadP	CcpA	NagR	NadQ	NifA	DasR	PrpR	LtbR	NnrR	CadR-PbrR	FadR	Irr	LiuR	TtrR	AraR	GulR	HcpR	NarP	NorR	BioQ	FruR	SiaR	FnrN_FixK	QorR	PhnR	PhsR	LiuQ	MerR	CueR	NmlR	NtrC	ExuR_UxuR	SoxR	LldR	RutR	HexR	PaaR	GlcC	NikR	TyrR	PdxR	HrcA	SdaR	GntR	NiaR	VanR	PhrR	XylR	HypR	RbsR	TrpR	ZntR	FabR	PdhR
KdgR	-0.23615925270425386	-0.054593980243255624	-0.1095668104788777	-0.1644830959395197	-0.14732741121056708	0.1255237459782529	-0.1217126281445963	0.3684966440676049	0.35195164290843706	0.48439081486675223	1.0	0.6253908657570497	0.6890602823846063	0.6361569909132546	0.7368632351527558	0.7355966321932021	0.5481620120892728	0.5604322282599477	0.564887956528377	0.6346076640788008	0.6228011150629627	0.5209979021888482	0.5465335225698469	0.5388773600375457	0.5195503559493585	0.34655727137533854	0.528213015476305	0.4488467693142815	0.40493409706476075	0.46870529428728136	0.4606646272851157	0.4482360857444968	0.37750988119942774	0.3414116968521524	0.27999276226880254	0.48470746560664063	0.284493726357216	0.3266308926723626	0.3001792469366868	-0.036183001509745495	0.18146914634353212	0.1677966197533517	-0.012852627352969449	0.0045857812508835125	0.12775161011246755	0.12253818185930529	0.18880865813594494	0.07975640510938586	0.29115470084986794	0.11488201932700409	0.42092495942912395	0.18174056126343646	0.14887673804502094	-0.08795539748149572	-0.1709744361072315	0.012615139298053163	0.038772752203832604	0.10901267168407304	0.069046824728161	0.03318612843580189	0.12784208175243567	0.053225596688737976	0.05229826237906486	0.1381784666187921	0.20647324583971818	0.1717208271369684	0.23774250640369576	0.3540098727177115	0.13615416367450567	0.16337481834991038	0.19064070884529916	0.17858536281954865	0.10296238076120576	0.14807380224030398	0.19503989233874844	0.11240535818287711	0.14529179931128464	0.18634330594681398	0.07806006185998383	0.1369344815692306	0.21625549191126994	0.34039389090251115	0.21334909047729445	-0.08052541404911479	0.15885123635150494	0.20140683400150408	0.14055334716795495	0.23765203476372765
MntR	-0.113151749212614	-0.0921849466500048	-0.1400896800131184	-0.27102476095696376	-0.08961781386590972	-0.02557520172348474	-0.1975844072128515	0.4634918660341191	0.4353099501840532	0.5488744762540217	0.6253908657570497	1.0	0.7556361004461383	0.6387693595173338	0.7164392624299551	0.7716721986304855	0.6757044065343142	0.6290549671757582	0.6043675184194605	0.6543530995018405	0.6359534297233265	0.5855267993961017	0.593997206688116	0.5811954696326286	0.556575874606307	0.3846571407569084	0.5877320456203244	0.5165761007854069	0.35805847860628437	0.4021520941357414	0.4925784982838661	0.4963783071625266	0.27892972049917725	0.5002233518611713	0.24319342271177433	0.3684514082476209	0.451775788658249	0.2811123488134079	0.3978773091472482	0.0525809862539652	0.10660386426992213	0.17699080016511073	-0.00022052462242226506	0.014073994492538917	0.05138223702438776	0.03653357911462191	0.0304493613267666	0.0316933463763281	0.20969629801358206	0.12630406387297782	0.21600669490135763	0.06854923070833639	0.1985117415225246	0.033706340365618516	-0.02248785700957303	0.023765768924122566	0.055792729472833064	0.12284352364419766	0.19387506997415904	0.029080977772248957	0.2850931009720047	0.164743201904428	0.07964331555942573	0.1617350198754884	0.2821980084930252	0.3265178031224025	0.2572504537718192	0.4432375276362588	0.28550022335186115	0.28136114582332017	0.30634262740951423	0.2611407342904479	0.21368835912717485	0.29887871711214525	0.4500115916788709	0.26876296995776106	0.22244149029408938	0.2174655500958434	0.2295435140315859	0.10367484492595462	0.23376175424509898	0.42040474749930734	0.11612600437656559	0.1009946225918994	0.32417684943822767	0.24564746594590928	0.21801968889064807	0.2924099948544255
NagC	-0.13541908159976476	-0.10150352556672	-0.21320207406234626	-0.18471481642738802	-0.19070856257527524	0.02192240925977235	-0.2677112371431318	0.3985784643570011	0.3894408287202221	0.5812293964976166	0.6890602823846063	0.7556361004461383	1.0	0.6322101656196459	0.7023822313699103	0.7837388536112321	0.6442542026904003	0.617327580844892	0.5888403232099337	0.6962075419420869	0.702167361224986	0.6908244793639844	0.6395496774120587	0.4907916833944959	0.5502315508535434	0.4039162911151195	0.579080695048374	0.5270368841567195	0.41171947006236886	0.3878236481557922	0.46305081678927457	0.4322226054701415	0.3661556903834301	0.4266359817021108	0.25516960605255273	0.3389915804830055	0.3104025422530831	0.3466929788352907	0.37100723207671993	0.13749992931903127	0.09005886311075426	0.18619628953186582	0.0188011376808726	-0.11240535818287711	0.06901289786317295	0.05567963992287293	0.013350221372794046	-0.02566567336345285	0.23372782738011094	0.11494987305698016	0.24245834063703345	0.054661833973231704	0.13592798457458538	0.012558594523073095	-0.05392675189849082	0.11053938060853487	0.15355864541337058	0.1418312590825045	0.08559182588732889	0.1047378866955799	0.14509954707635242	0.1642908437045875	0.03633001792469367	0.04155475513285195	0.20112411012660375	0.23575213032439737	0.27486980565560837	0.4024122001006497	0.19050500138534698	0.27058371171211926	0.2564927537870863	0.2569338030319308	0.1907651073502553	0.2742025773108436	0.3318782477905129	0.1360297651695495	0.18019123442898258	0.20042295491685092	0.1017523225766323	0.06789331131856761	0.25123408971393996	0.4002748076064031	0.12558029075323296	0.004336984240971213	0.17790682551978784	0.23096844236108363	0.22533658277306887	0.22057551271974712
NsrR	-0.17336062561139037	-0.09365511079948657	-0.0896743586408898	-0.2467444345805226	-0.10356175537599448	-0.06386732333998676	-0.0924337436599171	0.5578537865208565	0.48025173733821125	0.6545114248717847	0.6361569909132546	0.6387693595173338	0.6322101656196459	1.0	0.6993853582959667	0.7281892666708133	0.6563208576711469	0.6568184516909715	0.6587070471753058	0.6775025303786804	0.5949584678627772	0.5736637056052836	0.4923636281389418	0.5762308383893786	0.549926209068651	0.5405284674669637	0.4922392296339857	0.5376446839429803	0.44811168723954065	0.47180394795618913	0.5040910144698079	0.46176159591972904	0.4104981029227994	0.4879305177805045	0.3034475349305347	0.4446624559657565	0.41985060870450264	0.3380303193083443	0.2810897309034159	0.10414982103578718	0.18999609841052637	0.10720323888471085	0.03985841188344991	0.00841951699453212	-0.010489055758802608	0.16864479137805272	0.15223549767883698	0.13288587568065774	0.2667612849234666	0.09506873017398827	0.22924948120168956	0.2082374428190963	0.23103629609105972	0.21694533816602676	0.05925326970161322	0.08412166173784712	0.10136781810676784	0.20763806820430758	0.18623021639685386	0.043895708817026764	0.22349322310871864	0.1088204194491408	0.19079903421524333	0.20451679662540784	0.3701590604520189	0.23256300501552155	0.418459607239993	0.5335395332794273	0.2390882720482214	0.3165093779509304	0.32618984342751806	0.29472833062860826	0.2509287479290476	0.2929528246942341	0.4597372929754426	0.27026706097223085	0.3164302152659583	0.3045784304301361	0.20853147564899266	0.2626108984399297	0.29607409627313386	0.25319053892825033	0.1897586103556101	0.19228050731972113	0.2303803767012909	0.38714511085603137	0.2632781267846945	0.32617853447252204
ArgR	-0.16476581981442004	-0.10514500907543639	-0.1539883857032191	-0.14989454399466218	-0.13192461450599657	-0.018597576490944356	-0.20838445923404447	0.48100943732294416	0.4907916833944959	0.5650575908533172	0.7368632351527558	0.7164392624299551	0.7023822313699103	0.6993853582959667	1.0	0.8096137426421112	0.6658543067327863	0.6993175045659906	0.6492414518436423	0.7365805112778554	0.6826594138568626	0.5700900758265433	0.6310114163900685	0.5578877133858445	0.5585662506856054	0.5000989533562151	0.5514868448581008	0.5748059100598809	0.43737948894832374	0.49546228180784957	0.519143233569502	0.5679187564673086	0.47001713306681897	0.4000825553714709	0.23064048266619924	0.4198166818395146	0.3759040095899938	0.3880385183007164	0.39111455405963214	0.14181995012750848	0.09855188831276046	0.1640533556496712	0.04291182973237358	0.12364645944891463	0.08543350051738469	0.1608076855658153	0.06645707403407389	-0.022397385369604922	0.20326150262085033	0.1737225121712628	0.24746820770026745	0.08088730060898723	0.15877207366653284	0.13184545182102447	0.05587189215780516	0.06399172184494292	0.09038682280563864	0.12785339070743168	0.25835873136142856	0.12781946384244364	0.2392805242831536	0.1771265076250629	0.020712351075198896	0.12356729676394253	0.3064557169594744	0.2968657231228548	0.4035996403752311	0.4788833537836936	0.25185608223872075	0.34256521026174575	0.33971535360275035	0.33338233880498275	0.23182792294078067	0.29186716501461685	0.34120813566222413	0.23899780040825327	0.35587585029205376	0.12726532504763896	0.25176561059875263	0.2934843455790468	0.22367416638865487	0.4255503220224935	0.21709235458097495	0.07592266936573726	0.2534732628031507	0.41919468931473386	0.29463785898864014	0.3834583915273309
NrtR	-0.056516502592577934	-0.07422632611633521	-0.1421026740024088	-0.22619606335276587	-0.17757886582490345	-0.09860843308774053	-0.18420591345256743	0.4771078478493195	0.5356882347286699	0.6766543587539794	0.7355966321932021	0.7716721986304855	0.7837388536112321	0.7281892666708133	0.8096137426421112	1.0	0.6649382813781093	0.6808839079224884	0.6986276583112337	0.7631000107435072	0.7333800770139836	0.6693148469615665	0.7434563559154317	0.5968131364821234	0.5880147694952248	0.5119507381920374	0.6101350854674273	0.5761516757044065	0.44131500528693646	0.42002024302944285	0.5049278771395129	0.47684774188441115	0.4202238042193711	0.5030958264301587	0.30084647528145164	0.5080265308084206	0.45565476022188167	0.4354456576440054	0.49392426392839167	0.16178025569547247	0.18276967616807369	0.10226122555145292	-0.01915171528574902	0.10153745243170804	0.05776048764213943	0.181344747838576	-0.005253009595648314	0.040503022318222684	0.26739458640324343	0.1479833306003359	0.3485024116346529	0.13909449197346918	0.15321937676349018	0.03286947769591351	0.040073282028374166	0.11509688947192835	0.12444939525363159	0.2321898095006531	0.26402451781443137	0.04676818338601422	0.25144895985886423	0.14255503220224935	0.1090692164590531	0.23110414982103578	0.36469683518894436	0.36184697852994896	0.4527483587879062	0.477514970229176	0.3555931264171534	0.30325528269560253	0.30953175271839006	0.3596078054407382	0.2862918502015821	0.3726357215961459	0.44363334106111924	0.21986304855499827	0.3082425318488445	0.21393715613708716	0.21891309633533312	0.21645905310119817	0.3271171777371912	0.4232432952033067	0.22206829477922094	0.08075159314903506	0.17984065682410616	0.3586126174010891	0.22392296339856715	0.2851835726119728
FUR	-0.0794510633244935	-0.027984009137635636	-0.09573595851875308	-0.19455360727391985	-0.09260337798485731	-0.04724315949584679	-0.06027107565125445	0.46614947045818234	0.6252777762070896	0.6535840905621116	0.5481620120892728	0.6757044065343142	0.6442542026904003	0.6563208576711469	0.6658543067327863	0.6649382813781093	1.0	0.7704395225359201	0.6220547240332257	0.6986842030862138	0.6287043895708817	0.5620267909143856	0.5388999779475377	0.5957500947124981	0.5281225438363368	0.5176504515100282	0.48232127610248177	0.534873989968957	0.4384764575829371	0.40063669416627556	0.4607550989250838	0.405194203029669	0.4482473946994928	0.47905298810863384	0.28142899955329626	0.2199535201949664	0.3293450418714059	0.2804903562886272	0.41818819232008864	0.1049979926604882	0.068221271013452	0.03141062250142775	0.009245070709241113	0.09264861380484136	0.14136759192766793	0.10428552849573935	0.18313156272794612	0.10913707018902918	0.08853215418629241	0.0951818197239484	0.26037172535071895	0.16793232721330387	0.10917099705401723	-0.01556677655201271	0.1267790399828104	0.04264041481246925	0.2139937009120672	0.1669710660386427	0.361892214349933	0.26741720431323546	0.17700210912010675	0.2896958456553822	0.18143521947854407	0.19366019982923477	0.2514150329938762	0.30634262740951423	0.35140881306862837	0.45845938106089307	0.2411012660375118	0.2315451990658803	0.33943262972785	0.26143476712034425	0.3266987464023387	0.34365086994136307	0.33480726713448045	0.4083154746085688	0.3623898083697576	0.23924659741816556	0.2990144245720974	0.28406398606736744	0.23446290945485182	0.36107796959022004	0.18200066722834476	0.17398261813617114	0.18305240004297402	0.29020474863020285	0.21149442185794823	0.3077562467840159
Zur	0.00023183357741827867	0.04587477594132914	-0.11828601478080418	-0.12548981911326484	-0.06865101130330052	-0.11916811327049324	-0.19147757151500416	0.3719798022063771	0.5419307778864694	0.5830501382519748	0.5604322282599477	0.6290549671757582	0.617327580844892	0.6568184516909715	0.6993175045659906	0.6808839079224884	0.7704395225359201	1.0	0.647183222034368	0.7390345545119903	0.5330532482145988	0.5995725215011507	0.5034803309000232	0.6091285884727822	0.5433443972609711	0.5319223527149973	0.5028583383752424	0.5517243329130171	0.38491724672181665	0.3263707867074543	0.48587228797123	0.510831151647432	0.5021571831654896	0.5058099756292019	0.27539001758542503	0.17872107027950082	0.2604848149006791	0.22163855448937242	0.380212721443475	0.035312211975052445	0.10693182396480654	0.13667437560432227	0.02110816450005937	0.0994113688924575	0.06102877563598735	0.09053383922058682	0.04862285200536044	0.04882641319528869	0.16430215265958348	0.1599142781211302	0.2575671045117076	0.1510706753142476	0.23978942725797422	0.030766012066654982	0.10292845389621771	-0.011111048283583355	0.29689964998784285	0.20192704593132071	0.36122498600516817	0.20338590112580646	0.1828488388530458	0.23907696309322538	0.2968431052128628	0.33330317612001065	0.28504786515202063	0.2780815488744763	0.3180926316503723	0.47491391058009286	0.3822483333427575	0.3376345058834838	0.3417622744570288	0.3701138246320349	0.24692537786045882	0.4178715415802003	0.37102984998671196	0.3678972694528162	0.3625594426946978	0.30484984535004045	0.2554975657474371	0.2550791344125846	0.31411187949177555	0.28782986808104	0.2410107943975437	0.06287213530033757	0.20334066530582243	0.25078173151409944	0.2010788743066197	0.28189266670813284
MetR	0.007593963279823128	-0.12824920413229215	-0.09321406155464204	-0.33849398646318085	-0.17453675693097578	-0.2825485860979016	-0.10338081209605826	0.4756829195198218	0.4635484108090992	0.630626911920204	0.564887956528377	0.6043675184194605	0.5888403232099337	0.6587070471753058	0.6492414518436423	0.6986276583112337	0.6220547240332257	0.647183222034368	1.0	0.767815844976845	0.6117635749868533	0.6065049109137071	0.6535614726521196	0.584090562111608	0.48168797462270496	0.6190352330492901	0.48183499103765315	0.5289933333710298	0.406822692549095	0.3590536666459336	0.5053576174293615	0.31071919299297146	0.39737971512742365	0.47926785825355805	0.24928894945462565	0.40659651344917475	0.3841821646470758	0.3749427484153327	0.542394445041306	0.0577378697321474	0.13133654884620385	0.07176097392720426	-0.0860328751321734	-0.01396090494257878	0.032168322486160666	0.12233462066937704	-0.013949595987582768	0.1524051320037772	0.17040898835743082	0.08106824388892345	0.24081854216261148	0.20902906966881726	0.2644994939242639	0.010511673668794635	0.12867894442214067	0.07671429621545821	0.2407506884326354	0.16927809285782947	0.17034113462745476	0.1385064263136765	0.22124274106451194	0.28632577706657014	0.172207112201797	0.2055798383950331	0.1974147728879113	0.42469084144279645	0.3504023160739832	0.49242017291392187	0.3004167349916031	0.3880045914357284	0.35063980412889945	0.2849573935120525	0.4097177850280745	0.32620115238251407	0.4554964348519375	0.2704706221621591	0.2765548399500144	0.3308717507958677	0.3342644372946718	0.30319873792062246	0.3317425403305608	0.3518385533584769	0.1991676609122934	0.14937433206484554	0.09295395558973372	0.3526414891631939	0.27365974747103494	0.3207954718944196
SahR_SamR	-0.11101435671836744	-0.1016618509366642	-0.1221310594794488	-0.25176561059875263	-0.16553482875414896	-0.17544147333065688	-0.17074825700731125	0.4615806526397928	0.605690666153994	0.6161062137053226	0.6346076640788008	0.6543530995018405	0.6962075419420869	0.6775025303786804	0.7365805112778554	0.7631000107435072	0.6986842030862138	0.7390345545119903	0.767815844976845	1.0	0.6843896839712527	0.6113790705169889	0.6782489214084173	0.5853910919361497	0.5188152738746176	0.4982555936918649	0.512550112806826	0.5098472725627788	0.37248870518119775	0.4276764055617441	0.4323017681551136	0.4140604237465437	0.4615014899548207	0.5470084986796795	0.1593035945513455	0.36673244708822683	0.40802144177867244	0.3916121480794567	0.5339579646142798	0.1183764864207723	0.20004975940198247	0.023415191319246145	-0.07600183205070936	0.023415191319246145	0.12130550576473981	0.06787069340857559	0.017772022776235363	0.08362406771802251	0.08466449157765576	0.08251579012841319	0.2706063296221113	0.14108486805276757	0.24669919876053853	0.042549943172501145	0.1005083375270708	0.039756631288485784	0.19329831326936234	0.18722540443650304	0.30369633194044704	0.12374824004387874	0.27652091308502635	0.2961193320931179	0.2619323611401688	0.18725933130149108	0.2471741748703711	0.3223787255938615	0.44505826939061693	0.509960362112739	0.3648099247389045	0.39977721358657853	0.38815160785067654	0.3886152750055131	0.278703541399257	0.3274564463870716	0.3684627172026169	0.38422740046705983	0.31866938835516906	0.22833345584701245	0.20470904886034005	0.19379590728918694	0.27116046841691593	0.35783229950636414	0.23300405426036608	0.1541580200281593	0.1974939355728834	0.4301756846158631	0.33653753724887053	0.22696507229249482
NrdR	-0.2150454337266965	-0.17116668834216375	-0.1506748618893871	-0.28384911592244316	-0.12974198619176594	-0.11513081633691638	-0.18067751949381117	0.32756953593703175	0.41799594008515645	0.5953882081526256	0.6228011150629627	0.6359534297233265	0.702167361224986	0.5949584678627772	0.6826594138568626	0.7333800770139836	0.6287043895708817	0.5330532482145988	0.6117635749868533	0.6843896839712527	1.0	0.5561461343164585	0.6246670926373048	0.47543412250990946	0.46923681517209404	0.3769783603146151	0.3383582790032287	0.4525108707329899	0.42856981300642916	0.49280467738378636	0.40514896720968496	0.29478487540358833	0.34612753108549005	0.4310804010155442	0.31345596010200677	0.3344679984846	0.29446822466369993	0.322797156928714	0.6420037206461937	0.2120711785627449	0.20683513239959062	0.006723173745130082	0.02663824349311002	-0.024580013683835545	-0.021662303294864037	0.1540675483881912	0.07775472007509146	-0.07423763507133123	0.1172229730111789	0.08921069148605323	0.2890851620855975	0.10625328666504572	0.17526053005072068	0.11513081633691638	0.0698045247128939	0.242107763032157	0.07276747092184947	-0.0388519148888047	0.18123165828861584	-0.03826384922901199	0.24761522411521564	0.19870399375745684	0.03299387620086966	0.08672272138693024	0.16840730332313641	0.27456446387071604	0.34587873407557773	0.38789150188576826	0.17887939564944502	0.2295322050765899	0.18827713725113232	0.31917829132998965	0.2183024127655484	0.20208537130126492	0.3154350272263092	0.1637253959547868	0.1585685124766046	0.2714431922918163	0.15451990658803172	0.1912627013700799	0.17027328089747867	0.3452001967758169	0.04012982680335424	0.06918253218811315	0.18524633731220067	0.2876941606210878	0.1616445482355203	0.34331160129148264
BirA	-0.05511419217307225	0.07309543061673386	-0.14371985456683875	-0.3222430181339093	-0.11326483876257415	-0.09765848086807538	-0.2280281140621201	0.39057172421982345	0.25405001950794737	0.4377866113281802	0.5209979021888482	0.5855267993961017	0.6908244793639844	0.5736637056052836	0.5700900758265433	0.6693148469615665	0.5620267909143856	0.5995725215011507	0.6065049109137071	0.6113790705169889	0.5561461343164585	1.0	0.6100219959174672	0.4915946191992129	0.5769433025541275	0.5092592069029861	0.5085354337832413	0.4226891564085021	0.4047983896048086	0.31402140785180743	0.36633663366336633	0.3483440862647087	0.45653685871157074	0.5233614737830151	0.31069657508297943	0.23323023336028634	0.27606855488518584	0.3877557944258161	0.3933537271488428	0.1510819842692436	0.09932089725248938	0.08507161395751225	-0.05359879220360642	-0.025846616643389067	-0.11844434015074837	0.1071466941097308	0.032066541891196544	-0.012502049748093028	0.10874125676416871	0.1298776936517181	0.15029035741952265	0.03811683281406382	0.14119795760272771	0.08844168254632431	0.1317775980910484	0.1683959943681404	0.1775336300049194	0.09745491967814714	0.18166139857846436	0.11458798649710773	0.24469751372624413	0.2572278358618272	0.20095447580166353	0.07964331555942573	0.3158308406511696	0.3845214332969562	0.3187146241751531	0.41883280275486146	0.3109001362729077	0.34333421920147467	0.24993355988939842	0.19427088339901952	0.31360297651695496	0.5172207112201797	0.37124472013163623	0.2183702664955245	0.2833741398126106	0.3570972174316232	0.1878360880062878	0.06901289786317295	0.31662246750089057	0.2807843891185235	0.11210001639798474	0.0691372963681291	0.17910557474936528	0.05804321151703977	0.11887408044059689	0.20461857722037194
Phr	-0.025122843523644196	-0.17269339726662558	-0.09374558243945469	-0.2743722116357838	-0.26747374908821553	-0.25518091500754875	-0.28798819345098414	0.37324640516593066	0.48328253727714293	0.5245376051026005	0.5465335225698469	0.593997206688116	0.6395496774120587	0.4923636281389418	0.6310114163900685	0.7434563559154317	0.5388999779475377	0.5034803309000232	0.6535614726521196	0.6782489214084173	0.6246670926373048	0.6100219959174672	1.0	0.47691559561438723	0.38065377068831957	0.47460856879520047	0.5260530050720663	0.4796862895884106	0.3935799062487631	0.30733781544916344	0.44927650960413	0.4158811655009019	0.35857869053610103	0.4837914402519635	0.29995306783676656	0.4773453359042358	0.33888979988804135	0.4019485329458131	0.5749755443848211	0.16475451085942402	0.07873859915974464	0.039021549213744906	-0.09113321383537554	-0.07981294988436594	-0.02513415247864021	0.09744361072315112	-0.000808590282214972	-0.06024845774126242	0.07275616196685346	0.09705910625328666	0.1512290006841918	0.07925881108956127	0.0486680878253445	0.04011851784835822	0.052332189244052904	0.19548094158359297	0.12098885502485143	0.19896409972236515	0.29547472165834515	0.25677547766198666	0.2703009878372189	0.19690586991309067	0.11441835217216753	0.10435338222571543	0.20892728907385313	0.3786860125190132	0.3357572193541456	0.4220445459737293	0.3569502010166751	0.34039389090251115	0.24898360766973326	0.22332358878377845	0.3087514348236651	0.4141508953865118	0.24270713764694574	0.1737225121712628	0.11074294179846311	0.08070635732905102	0.09831440025784417	0.09978456440732594	0.2638775013994832	0.3513070324736643	0.17523791214072865	0.005886311075425075	0.0652243979395084	0.25651537169707833	0.19464407891388796	0.1284527653222204
ModE	-0.02188848239478431	-0.049640657955001666	-0.0614811338358279	-0.2577028119716598	-0.06626482179914166	-0.06867362921329255	0.011800894538340184	0.4033734612753109	0.44653974249509476	0.5226377006632702	0.5388773600375457	0.5811954696326286	0.4907916833944959	0.5762308383893786	0.5578877133858445	0.5968131364821234	0.5957500947124981	0.6091285884727822	0.584090562111608	0.5853910919361497	0.47543412250990946	0.4915946191992129	0.47691559561438723	1.0	0.5766605786792272	0.47518532549999715	0.5806526397928199	0.5331097929895788	0.3521325861883733	0.36210708449485723	0.49083691921447997	0.4264550384221746	0.5118489575970733	0.4891066491000899	0.33689942380874294	0.3181604853803484	0.43822766057302476	0.24036618396277093	0.2692266371125976	0.044687335666747714	-0.008114175209639753	0.15494964687788024	-0.009493867719153412	0.29480749331358036	0.22116357837953984	0.21611978445131777	0.2539821657779713	0.2338522258850671	0.2710360699119598	0.24727595546533523	0.23956324815805397	0.15992558707612622	0.3866135899712187	0.016211386986785484	0.03920249249368112	-0.04147559244787986	0.22295039326890997	0.16478843772441207	0.28323843235265844	0.1160581506465895	0.2844258726272399	0.16493545413936025	0.30747352290911556	0.23955193920305795	0.40727505074893555	0.31775336300049195	0.31909912864501755	0.44712780815488745	0.28708347705130305	0.3847815392618645	0.3654884620386653	0.2551469881425607	0.2639114282644712	0.3152088481263889	0.4745633329752164	0.4022312568207135	0.3945072405584362	0.38334530197737077	0.3359720894990698	0.2643185506443277	0.35229091155831743	0.4206309265992276	0.25570112693736535	0.3139309362118393	0.21635727250623407	0.21280626063748578	0.30878536168865317	0.33073604333591555
Rex	-0.06675110686397023	-0.119790105795274	-0.13170974436107233	-0.19287988193450983	-0.016109606391821362	0.0493353161701093	-0.1529931976635699	0.2963228932830462	0.2117997636428406	0.44737660516479977	0.5195503559493585	0.556575874606307	0.5502315508535434	0.549926209068651	0.5585662506856054	0.5880147694952248	0.5281225438363368	0.5433443972609711	0.48168797462270496	0.5188152738746176	0.46923681517209404	0.5769433025541275	0.38065377068831957	0.5766605786792272	1.0	0.4090618656383057	0.5210544469638283	0.3731333156159705	0.42576519216741776	0.3396814267377623	0.37359698277080705	0.3733821126258828	0.48296588653725453	0.37675218121469484	0.19146626256000815	0.2823902607279574	0.4303792458057913	0.26909092965264547	0.23293620053039	0.04364691180711446	0.03566278957992887	0.106490774719962	0.07998258420930614	0.05776048764213943	0.04516231177658028	0.16919893017285736	0.1661342033689377	0.11153456864818406	0.17543016437566086	0.23511882884462063	0.32643864043743037	0.13123476825123975	0.24291069883687397	0.15077664248435124	0.11188514625306048	0.13060146677146298	0.2657095521088374	0.10252133151636122	0.290385691910139	0.12224414902940894	0.24553437639594913	0.1274462683275752	0.1910930670451397	0.22684067378753867	0.39171392867442084	0.32559046881272935	0.33806424617333236	0.47823874334892086	0.2524328389435174	0.4270204861719753	0.2809314055334717	0.2922064336644972	0.07881776184471674	0.3997545956765865	0.416819808765571	0.31391962725684336	0.36266122328966194	0.36358855759933506	0.34529066841578504	0.2233801335587585	0.1603214005009867	0.23740323775381536	0.2491758599046655	0.22015708138489462	0.24245834063703345	0.17261423458165348	0.2448445301411923	0.2627579148548778
HutC	0.08447223934272353	-0.007627890144811169	-0.007786215514755359	-0.342757462496678	-0.10486228520053605	-0.2101486562134226	-0.04974243854996579	0.4651542824185331	0.3603089606504911	0.4321321338301734	0.34655727137533854	0.3846571407569084	0.4039162911151195	0.5405284674669637	0.5000989533562151	0.5119507381920374	0.5176504515100282	0.5319223527149973	0.6190352330492901	0.4982555936918649	0.3769783603146151	0.5092592069029861	0.47460856879520047	0.47518532549999715	0.4090618656383057	1.0	0.4478176544096443	0.5489762568489859	0.21748816800583542	0.20518402497017263	0.364436729224036	0.20337459217081047	0.35509553239732883	0.35955126066575815	0.2633799073796586	0.19868137584746481	0.3563395174468903	0.17052207790739096	0.35616988312195014	0.058563423446856396	-0.021051619725079303	0.049188299755161126	0.0001752888024382107	0.025925779328361164	-0.006576157330181904	0.02958988074706957	0.057907504057087604	0.20252642054610945	0.29829065145235256	0.2481806718650163	0.07951891705446958	0.19802545645769604	0.3317764671955488	0.06237454128051297	0.2506686419641393	0.025880543508377107	0.14313178890704603	0.08714115272178274	0.27134141169685216	0.19103652227015963	0.0767821499454343	0.2495151285545459	0.1421818366873809	0.22107310673957173	0.19524345352867667	0.28958275610542206	0.26996171918733847	0.3894973734952022	0.23670208254406253	0.33266987464023384	0.37425290216057583	0.18747420144641536	0.34885298923952934	0.4554625079869495	0.3273659747471035	0.36870020525753316	0.42773295033672415	0.3245726628630881	0.40598582987938997	0.17265947040163754	0.2902386754951909	0.2946604768986322	0.28301225325273816	0.1966796908131704	0.013994831807566822	0.1679775630332879	0.18707838802155488	0.2580760074865282
CzrA	0.055770111562841035	-0.12060435055498697	-0.0477520624706674	-0.15497226478787227	-0.16548959293416493	-0.0009669156521591622	-0.08722031540675484	0.38890930783540945	0.3601506352805469	0.38732605413596755	0.528213015476305	0.5877320456203244	0.579080695048374	0.4922392296339857	0.5514868448581008	0.6101350854674273	0.48232127610248177	0.5028583383752424	0.48183499103765315	0.512550112806826	0.3383582790032287	0.5085354337832413	0.5260530050720663	0.5806526397928199	0.5210544469638283	0.4478176544096443	1.0	0.543310470395983	0.28581687409174955	0.276204262345138	0.3658164217335497	0.49385641019841564	0.35767397413641994	0.3974136419924117	0.19040322079038285	0.40869997907843325	0.376039717049946	0.16038925423096279	0.15755070652696337	-0.011088430373591328	0.10241955092139711	0.2245336469683519	-0.058563423446856396	0.126462389242922	0.17363204053129472	0.02024868392036234	0.022058116719724515	0.20277521755602174	0.2451611808810807	0.3118840153575609	0.06863970234830451	0.1553341513477447	0.2693171087525657	-0.005038139450724056	-0.0014079648970036923	-0.054254711593375214	0.15678169758723445	0.09590559284369328	0.24440348089634778	0.1450090754363843	0.09289741081475367	0.07413585447636711	0.09189091382010846	0.24174587647228457	0.27177115198670065	0.3015815573561925	0.17127977789212387	0.2891756337255656	0.12464164748856382	0.2644994939242639	0.2657095521088374	0.10187672108158846	0.10751988962459924	0.38890930783540945	0.3493505832593539	0.20197228175130477	0.32107819576931995	0.15779950353687566	0.16321649297996618	0.15207717230889278	0.2841996935273196	0.36992157239710266	0.35655438759181457	0.10414982103578718	0.18906876410085327	0.1592244318663734	0.2816212517882285	0.24963952705950207
