	MetJ	AcnR	GguR	PurR	CsoR	CblR	FixJ	PhnF	LexA	ThiR	KdgR	MntR	NagC	NsrR	ArgR	NrtR	FUR	Zur	MetR	SahR_SamR	NrdR	BirA	Phr	ModE	Rex	HutC	CzrA	IscR	AmtR	HisR	RbkR	AgaR	NagQ	PsrA	FadP	CcpA	NagR	NadQ	NifA	DasR	PrpR	LtbR	NnrR	CadR-PbrR	FadR	Irr	LiuR	TtrR	AraR	GulR	HcpR	NarP	NorR	BioQ	FruR	SiaR	FnrN_FixK	QorR	PhnR	PhsR	LiuQ	MerR	CueR	NmlR	NtrC	ExuR_UxuR	SoxR	LldR	RutR	HexR	PaaR	GlcC	NikR	TyrR	PdxR	HrcA	SdaR	GntR	NiaR	VanR	PhrR	XylR	HypR	RbsR	TrpR	ZntR	FabR	PdhR
IscR	-0.004540545430899458	-0.08776314524656349	0.01502394671220406	-0.26279184171986586	-0.09398307049437096	-0.1014130539267519	-0.08873571537622066	0.44796467082459246	0.41473896104630453	0.47515139863500916	0.4488467693142815	0.5165761007854069	0.5270368841567195	0.5376446839429803	0.5748059100598809	0.5761516757044065	0.534873989968957	0.5517243329130171	0.5289933333710298	0.5098472725627788	0.4525108707329899	0.4226891564085021	0.4796862895884106	0.5331097929895788	0.3731333156159705	0.5489762568489859	0.543310470395983	1.0	0.38982533319008655	0.3701590604520189	0.496672339992423	0.339443938682846	0.38002046920854277	0.30543791100983314	0.2588337074712611	0.25969318805095815	0.28081831598351154	0.273693674336023	0.2739990161209154	0.10339212105105428	0.20706131149951088	0.11811638045586398	0.004042951411074859	0.1171325013712108	0.17049945999739893	0.2108158845581874	0.20587387122492945	0.2445165704463079	0.3492374937093938	0.3659521291935019	0.003307869336333976	0.1699566301575903	0.13222995629088893	-0.02566567336345285	0.11541354021181673	0.08032185285918654	0.17523791214072865	0.13773741737394757	0.25903726866118937	0.21978388587002617	0.0781279155899599	0.12190488037952853	0.005173846910676219	0.1356904965196691	0.11867051925066864	0.3487285907345732	0.21503412477170047	0.3113072586527642	0.14371985456683875	0.22094870823461557	0.21025043680838673	0.28770546957608384	0.13004732797665833	0.23413494975996743	0.3087966706436492	0.22360631265867878	0.3625707516496938	0.17822347625967622	0.2206320574947272	0.10785915827447964	0.3733481857608948	0.3057093259297375	0.1564763558023421	0.09144986457526393	0.16535388547421276	0.22915900956172144	0.1985230504775206	0.16036663632097076
AmtR	-0.13864213377362863	-0.12081922069991123	-0.11983534161525804	-0.08447223934272353	-0.18306370899797003	0.04119286857297951	-0.09959231217239371	0.26084670146055156	0.32891530158155735	0.3515105936635925	0.40493409706476075	0.35805847860628437	0.41171947006236886	0.44811168723954065	0.43737948894832374	0.44131500528693646	0.4384764575829371	0.38491724672181665	0.406822692549095	0.37248870518119775	0.42856981300642916	0.4047983896048086	0.3935799062487631	0.3521325861883733	0.42576519216741776	0.21748816800583542	0.28581687409174955	0.38982533319008655	1.0	0.39179309135939294	0.43127265325047637	0.3001905558916828	0.346093604220502	0.30379811253541117	0.33645837456389843	0.3282706911467846	0.21771434710575568	0.20395134887560715	0.3118953243125569	0.3005072066315712	0.38923726753029386	0.07951891705446958	-0.02548473008351663	0.06054249057115877	0.08732209600171896	0.17735268672498317	0.0622275248655648	0.07369480523152258	-0.029657734477045648	0.06903551577316498	0.16726509886853905	-0.004902431990771893	0.02481750173875183	0.10651339262995403	0.012558594523073095	0.003556666346246275	0.14561975900616903	0.04501529536163211	0.14405912321671915	0.11225834176792894	0.2405132003777191	0.22085823659464748	0.03554970002996873	0.016607200411645963	0.16726509886853905	0.26959983262746606	0.32447088226812404	0.25270425386342177	0.10808533737439992	0.18884258500093298	0.16103386466573558	0.23941623174310578	0.13929805316339744	0.16317125715998212	0.2035781533607387	0.05273931162390939	0.1407682173128792	0.11200954475801664	0.09782811519301558	0.05959253835149363	0.06499821883958813	0.07017772022776235	-0.024195509213971084	0.009799209504045779	0.12222153111941692	0.21943330826514976	0.1431770247270301	0.11765271330102742
HisR	-0.2740668698508914	-0.09158557203521608	-0.024794883828759804	-0.1069883687397866	-0.06865101130330052	0.04102323424803931	0.0446760267117517	0.31494874216148055	0.23829664519850044	0.3713125738616123	0.46870529428728136	0.4021520941357414	0.3878236481557922	0.47180394795618913	0.49546228180784957	0.42002024302944285	0.40063669416627556	0.3263707867074543	0.3590536666459336	0.4276764055617441	0.49280467738378636	0.31402140785180743	0.30733781544916344	0.36210708449485723	0.3396814267377623	0.20518402497017263	0.276204262345138	0.3701590604520189	0.39179309135939294	1.0	0.5237346692978835	0.183866644802687	0.39195141672933714	0.21349610689224263	0.08542219156238867	0.26566431628885334	0.2039061130556231	0.19595591769342555	0.2036573160457108	0.0360246761398013	0.19670230872316244	0.1458346291510933	0.20628099360478594	0.076544661890518	0.019886797360489903	0.014888239252251896	0.1521676439488609	0.05039835793973458	0.19696241468807074	0.044087961051958995	0.3154689540912972	0.19919027882228543	0.2515959762738124	0.05426602054837123	0.034939016460184	0.08501506918253218	0.014300173592459189	0.14920469773990536	0.12163346545962421	0.11917942222548926	0.12660940565787018	0.04130595812293965	0.05992049804637802	0.09601868239365341	0.06162815025077608	0.27759526380964766	0.13682139201927046	0.3023958021159055	0.3010839633363679	0.33118840153575607	0.24862172110986083	0.17643666137030609	0.1770360359850948	-0.05225302655908081	0.2885084053808008	0.17156250176702423	0.21659476056115035	0.2679713431080401	0.11966570729031784	0.09627878835856173	0.09037551385064263	0.14969098280473392	-0.08601025722218139	0.11454275067712368	0.3703286947769591	0.23416887662495547	0.09912864501755715	0.1726368524916455
RbkR	-0.18756467308638344	-0.07393229328643887	-0.06262333829042527	-0.19769749676281162	-0.16354445267485057	-0.008035012524667658	-0.0007407365522388903	0.36667590231324676	0.37050963805689535	0.5428807301061346	0.4606646272851157	0.4925784982838661	0.46305081678927457	0.5040910144698079	0.519143233569502	0.5049278771395129	0.4607550989250838	0.48587228797123	0.5053576174293615	0.4323017681551136	0.40514896720968496	0.36633663366336633	0.44927650960413	0.49083691921447997	0.37359698277080705	0.364436729224036	0.3658164217335497	0.496672339992423	0.43127265325047637	0.5237346692978835	1.0	0.341117664022256	0.43665571582857887	0.3450871072258568	0.23234813487059727	0.29440037093372384	0.16415513624463532	0.2882482994158925	0.20302401456593402	0.03217963144115668	0.009154599069273003	-0.020859367490147072	0.00420127678101905	0.026151958428281434	0.14113010387275163	0.07190799034215244	0.12441546838864355	0.1715511928120282	0.268729043092773	0.16321649297996618	0.3009256379664237	0.2650762506290606	0.15622755879242978	0.20563638317001318	0.1029171449412217	-0.0003109962623903738	0.07880645288972073	0.17299873905151794	0.2746210086456961	0.25855098359636075	0.14007837105812238	0.15559425731265303	0.16990008538261023	0.06325663977020203	0.12965151455179785	0.32069369129945546	0.14395734262175502	0.37044178432691927	0.21235390243764524	0.2921272709795251	0.3343096731146558	0.37156137087152463	0.25168644791378053	0.27972134734889825	0.18604927311691763	0.2039965846955912	0.20587387122492945	0.2943098992937558	0.2647935267541603	0.28255989505289764	0.25352980757813076	0.26301802081978615	-0.015555467597016698	0.1403497859780267	0.19846650570254057	0.13644819650440201	0.14981538130969008	0.22907984687674934
AgaR	-0.08938032581099344	-0.015917354156889132	-0.16956081673272982	-0.11329876562756218	-0.12176917291957637	0.004133423051042968	-0.18041741352890286	0.2566510791570305	0.32129306591424417	0.28520619052196483	0.4482360857444968	0.4963783071625266	0.4322226054701415	0.46176159591972904	0.5679187564673086	0.47684774188441115	0.405194203029669	0.510831151647432	0.31071919299297146	0.4140604237465437	0.29478487540358833	0.3483440862647087	0.4158811655009019	0.4264550384221746	0.3733821126258828	0.20337459217081047	0.49385641019841564	0.339443938682846	0.3001905558916828	0.183866644802687	0.341117664022256	1.0	0.35940424425081	0.2810331861284358	0.16643954515383005	0.252082261338641	0.27576321310029345	0.20752497865434744	0.19951823851716982	0.05468445188322373	0.04497005954164805	0.183877953757683	0.021255180915007547	0.09004755415575824	0.12252687290430928	0.03412477170047102	0.04642891473613381	0.022024189854736472	0.0797111692894018	0.2218081888143126	0.035244358245076365	0.057817032417119496	0.16023092886101858	0.17450283006598774	0.07482570073112393	0.1291199936669852	0.10770083290453546	0.054854086208163934	0.2525006926734935	0.15194146484894064	0.1882658282961363	0.18209113886831288	0.15450859763303573	0.22999587223142645	0.3931954017788986	0.20612266823484177	0.2603151805757389	0.3009934916963998	0.14997370667963428	0.2915165874097404	0.2751412205755127	0.16617943918892175	0.16852039287309656	0.27147711915680434	0.22658056782263036	0.2325969318805096	0.17962578667918191	0.04769551769568733	0.1203781714550667	0.32183589575405286	0.3395796461427982	0.26414891631938753	0.21999875601495045	0.03692939253948239	0.12026508190510656	0.19174898643490848	0.3562264278969302	0.2439171958315192
NagQ	-0.04092145365307519	0.11345709099750638	-0.050963805689535256	-0.022340840594624854	-0.009482558764157397	-0.001645452951919978	-0.020689733165206867	0.12510531464340038	0.2585849104613488	0.3405748341824474	0.37750988119942774	0.27892972049917725	0.3661556903834301	0.4104981029227994	0.47001713306681897	0.4202238042193711	0.4482473946994928	0.5021571831654896	0.39737971512742365	0.4615014899548207	0.34612753108549005	0.45653685871157074	0.35857869053610103	0.5118489575970733	0.48296588653725453	0.35509553239732883	0.35767397413641994	0.38002046920854277	0.346093604220502	0.39195141672933714	0.43665571582857887	0.35940424425081	1.0	0.3727827380110941	0.12935748172190148	0.11746046106609519	0.04404272523197494	0.32267275842375787	0.1890235282808692	0.12768375638249146	0.02532640471357244	0.07102589185246337	-0.0914272466652719	0.16683535857869053	0.11951869087536966	0.10672826277487829	0.13124607720623577	-0.07997127525431012	0.1276045936975194	0.18333512391787438	0.15769772294191156	0.06094961295101526	0.2620115238251409	0.08371453935799063	0.1402593143380586	0.0192195690157251	0.19204301926480483	0.16069459601585515	0.40901662981832165	0.3467834504752588	0.23533369898954487	0.12758197578752736	0.1766176046502423	0.014266246727471147	0.24403028538147933	0.21641381728121412	0.26775647296311583	0.3516689190335367	0.28067129956856335	0.46766487042764815	0.2623168656100333	0.20688036821957467	0.24131613618243605	0.2704819311171551	0.3208633256243957	0.3745356260354762	0.34110635506726	0.28881374716569314	0.2634929969296187	0.23712051387891503	0.28007192495377464	0.23202017517571288	0.2169679560760188	0.25147157776885626	0.3178890704604441	0.18697660742659075	0.31714267943070723	0.191353173010048
PsrA	0.008973655789336786	0.10705622246976268	-0.13856297108865656	-0.14989454399466218	-0.11454275067712368	-0.07180620974718831	-0.1371945875341389	0.22002137392494248	0.3243464837631679	0.3605916845253914	0.3414116968521524	0.5002233518611713	0.4266359817021108	0.4879305177805045	0.4000825553714709	0.5030958264301587	0.47905298810863384	0.5058099756292019	0.47926785825355805	0.5470084986796795	0.4310804010155442	0.5233614737830151	0.4837914402519635	0.4891066491000899	0.37675218121469484	0.35955126066575815	0.3974136419924117	0.30543791100983314	0.30379811253541117	0.21349610689224263	0.3450871072258568	0.2810331861284358	0.3727827380110941	1.0	0.3573233965315435	0.28746798152116754	0.2832836681726425	0.14943087683982562	0.24546652266597305	0.1398295740482101	0.06244239501048906	-0.0013966559420076788	-0.11599029691661342	-0.025552583813492714	-0.050748935544611	0.08636083482705781	-0.013802579572634591	-0.06806294564350782	0.019287422745701183	0.05042097584972661	0.13314598164556604	0.021628376429875997	0.27653222204002237	0.08550135424736077	0.11042629105857474	-0.04929008035012525	0.08684711989188638	0.13000209215667427	0.32281977483870605	0.008521297589496242	0.20086400416169545	0.15887385426149697	0.3179456152354242	0.21086112037817145	0.3064896438244624	0.400161718056443	0.30712294530423917	0.3700233529920668	0.25667369706702253	0.19487025801380822	0.22066598435971524	0.33645837456389843	0.24962821810450606	0.3799073796585826	0.2746323176006921	0.35918937410588575	0.21570135311646527	0.19117222973011178	0.18073406426879124	0.13833679198873627	0.17730745090499914	0.1674686600584673	0.20021939372692266	0.2348700318347083	0.1848618328423362	0.151421252919124	0.2533149374332065	0.11012094927368236
FadP	-0.04826096544548801	0.060553799526154785	-0.13757909200400337	-0.13565656965468106	-0.13184545182102447	-0.11827470582580817	-0.2324386065105654	0.2103295994933588	0.1104828358335548	0.22915900956172144	0.27999276226880254	0.24319342271177433	0.25516960605255273	0.3034475349305347	0.23064048266619924	0.30084647528145164	0.28142899955329626	0.27539001758542503	0.24928894945462565	0.1593035945513455	0.31345596010200677	0.31069657508297943	0.29995306783676656	0.33689942380874294	0.19146626256000815	0.2633799073796586	0.19040322079038285	0.2588337074712611	0.33645837456389843	0.08542219156238867	0.23234813487059727	0.16643954515383005	0.12935748172190148	0.3573233965315435	1.0	0.09307835409468988	0.2518108464187367	-0.0030703812814176904	0.23518668257459668	0.16325041984495423	0.11853481179071648	-0.0470056714409305	-0.0016228350419279507	0.021978954034752418	0.1950851281587325	0.24030963918779086	0.001973412646804372	-0.09439019287422745	-0.04131726707793566	-0.03666928657457408	0.14620782466596174	-0.1282944399522762	0.07131992468235973	-0.08183725282865237	0.08268542445335339	-5.654477498006797e-06	0.13203770405595672	0.03066423147169086	0.19082165212523536	0.06754273371369118	0.14293953667211381	0.002301372341688766	0.04386178195203872	-0.0031269260563977583	0.1844434015074837	0.07077709484255107	0.08475496321762388	0.06732786356876692	0.03407953588048696	-0.0046310170708675664	0.018337470526036043	0.09194745859508852	0.19238228791468526	0.25537316724248094	0.06392386811496684	0.05808844733702382	0.08135096776382378	0.04222198347761675	0.007899305064715496	0.11116137313331562	0.10364091806096658	-0.07644288129555389	-0.12656416983788613	-0.026491227078161844	-0.051303074339415666	0.0411815596179835	-0.072371657496989	0.027407252432838945
CcpA	-0.08228961102849291	-0.23704135119394293	-0.16336350939491437	-0.055984981707765294	-0.19362627296424673	-0.14765537090545147	-0.05990918909138201	0.3089549960135934	0.29039700086513504	0.3232947509485386	0.48470746560664063	0.3684514082476209	0.3389915804830055	0.4446624559657565	0.4198166818395146	0.5080265308084206	0.2199535201949664	0.17872107027950082	0.40659651344917475	0.36673244708822683	0.3344679984846	0.23323023336028634	0.4773453359042358	0.3181604853803484	0.2823902607279574	0.19868137584746481	0.40869997907843325	0.25969318805095815	0.3282706911467846	0.26566431628885334	0.29440037093372384	0.252082261338641	0.11746046106609519	0.28746798152116754	0.09307835409468988	1.0	0.32333998676852266	0.24329520330673843	0.24702715845542292	0.022567019694545127	0.10614019711508559	0.1977653504927877	0.019513601845621457	-0.040163753668342274	-0.058891383141740784	0.10469265087559584	0.13040921453653076	-0.01729704666640279	0.13653866814437013	-0.014548970602371487	0.2048221384103002	0.14096046954781144	-0.036318708969697654	-0.02721500019790671	-0.20061520715178313	0.010568218443774703	0.008939728924348746	0.17541885542066485	0.031003500121571267	-0.06059903534613884	0.15360388123335464	-0.10513370012044038	0.004721488710835675	0.17140417639708003	0.16594195113400545	0.2532244657932384	0.24244703168203743	0.2528060344583859	0.09857450622275249	0.09297657349972575	0.08888273179116883	0.09017195266071439	0.13653866814437013	0.1179806729959118	0.13956946808330176	0.016120915346817376	0.06357329051009042	0.02301937789438567	-0.014017449717558849	0.07259783659690926	0.1756902703405692	0.11579804468168119	0.08339788861810224	-0.10298499867119779	-0.06237454128051297	0.32680052699730283	0.015804264606928995	0.11432788053219942
NagR	-0.09170997054017224	-0.00376022753617452	-0.07796959022001572	-0.21046530695331098	-0.15917919604638933	-0.2160632396763377	-0.1520997902188848	0.39037947198489126	0.3513748862036404	0.30452188565515603	0.284493726357216	0.451775788658249	0.3104025422530831	0.41985060870450264	0.3759040095899938	0.45565476022188167	0.3293450418714059	0.2604848149006791	0.3841821646470758	0.40802144177867244	0.29446822466369993	0.27606855488518584	0.33888979988804135	0.43822766057302476	0.4303792458057913	0.3563395174468903	0.376039717049946	0.28081831598351154	0.21771434710575568	0.2039061130556231	0.16415513624463532	0.27576321310029345	0.04404272523197494	0.2832836681726425	0.2518108464187367	0.32333998676852266	1.0	0.19853435943251663	0.3113185676077602	0.04806871321055578	0.05587189215780516	0.05907232642167701	0.02900181508727686	0.0383543208689801	0.1641325183346433	0.1616445482355203	-0.01716133920645063	0.2349378855646844	0.10583485533019321	0.09295395558973372	0.23783297804366388	0.1093971761539375	0.07161395751225608	0.005038139450724056	0.1634992168548665	0.05780572346212348	0.0929200287247457	0.13350786820543847	0.1616558571905163	0.09470684361411584	0.2219552052292608	0.1600726034910744	0.14696552465069465	0.2056590010800052	0.3132410899570825	0.2643864043743038	0.2759780832452177	0.20634884733476203	0.17284041368157377	0.20313710411589417	0.14558583214118098	0.15827447964670824	0.1293009369469214	0.2718955504916568	0.39322932864388666	0.1658740974040294	0.2590485776161854	0.09348547647454637	0.15459906927300382	0.03752876715427111	0.24071676156764735	0.17960316876918989	-0.02984998671197788	0.21702450085099886	0.1116476581981442	0.201316362361536	0.1898377730405822	0.05402853249345494
NadQ	-0.0945032824241876	0.031093971761539375	-0.11989188639023811	-0.23682648104901866	-0.21714889935595502	-0.11733606256113904	-0.06292868007531764	0.16401942878468315	0.29216119784451317	0.3307925881108956	0.3266308926723626	0.2811123488134079	0.3466929788352907	0.3380303193083443	0.3880385183007164	0.4354456576440054	0.2804903562886272	0.22163855448937242	0.3749427484153327	0.3916121480794567	0.322797156928714	0.3877557944258161	0.4019485329458131	0.24036618396277093	0.26909092965264547	0.17052207790739096	0.16038925423096279	0.273693674336023	0.20395134887560715	0.19595591769342555	0.2882482994158925	0.20752497865434744	0.32267275842375787	0.14943087683982562	-0.0030703812814176904	0.24329520330673843	0.19853435943251663	1.0	0.28258251296288966	0.08477758112761591	-0.05883483836676072	0.011325918428507614	-0.014390645232427298	5.654477498006797e-06	-0.07031342768771452	0.19071987153027126	0.031467167276407824	0.053994605628466905	0.0213004167349916	-0.14469242469649593	0.05944552193654545	-0.017206575026434683	-0.005626205110516763	0.10591401801516531	0.2224527992490854	0.27933684287903376	-0.004336984240971213	0.22399081712854324	0.07234903958699697	0.22707816184245494	0.14686374405573052	0.10895612690909297	0.2132360009273343	-0.004619708115871553	0.18802834024122	0.3295372941063381	0.2686385714528049	0.40855296266348506	0.2299619453664384	0.1970076505080548	0.15213371708387285	0.15188492007396057	0.26734935058325937	0.14249848742726928	0.15022250368954657	0.1309520443763394	0.09313489886966995	0.1514891066491001	0.029273230007181187	0.14261157697722943	0.16392895714471503	0.14511085603134843	-0.09461637197414773	0.034972943325172035	0.08970828550587782	0.12326195497905017	0.10694313291980255	-0.06629874866412969
NifA	-0.033265291120773983	-0.0646363322797157	-0.04102323424803931	-0.35495982493737666	-0.183029782132982	-0.4232432952033067	-0.2844371815822359	0.23491526765469237	0.28141769059830024	0.3561472652119581	0.3001792469366868	0.3978773091472482	0.37100723207671993	0.2810897309034159	0.39111455405963214	0.49392426392839167	0.41818819232008864	0.380212721443475	0.542394445041306	0.5339579646142798	0.6420037206461937	0.3933537271488428	0.5749755443848211	0.2692266371125976	0.23293620053039	0.35616988312195014	0.15755070652696337	0.2739990161209154	0.3118953243125569	0.2036573160457108	0.20302401456593402	0.19951823851716982	0.1890235282808692	0.24546652266597305	0.23518668257459668	0.24702715845542292	0.3113185676077602	0.28258251296288966	1.0	0.13330430701551024	0.26308587454976223	-0.08732209600171896	-0.03936081786362531	-0.07713272755031071	-0.0792022663145812	0.06878671876325268	-0.014990019847216018	-0.09952445844241763	-0.05526120858802042	0.07107112767244743	0.12157692068464414	-0.030766012066654982	0.003929861861114724	-0.009278997574229153	0.1277855369774556	0.1691310764428813	0.09505742121899226	0.008645696094452392	0.2548416463576683	0.05625639662766962	0.3330883059750864	0.3306794985609355	0.07194191720714048	0.1702167361224986	0.20138421609151205	0.3470774833051552	0.2684237013078806	0.30252020062086166	0.20779639357425178	0.22958874985156996	0.074045382836399	0.17485340767086419	0.29281711723428194	0.2866085009414705	0.1845904179224319	0.13774872632894358	0.026841804683038265	0.07801482603999978	0.15456514240801578	0.07402276492640697	0.1778050449248237	0.2275418289972915	0.02478357487376379	0.025462112173524606	0.03476938213524379	0.26876296995776106	0.007232076719950693	0.16976437792265806
DasR	-0.09364380184449056	-0.09478600629908793	-0.21227473975267316	0.20478821154531215	-0.20230024144618916	-0.02859469270742037	-0.167219863048555	0.046078337131257384	0.22206829477922094	0.0854448094723807	-0.036183001509745495	0.0525809862539652	0.13749992931903127	0.10414982103578718	0.14181995012750848	0.16178025569547247	0.1049979926604882	0.035312211975052445	0.0577378697321474	0.1183764864207723	0.2120711785627449	0.1510819842692436	0.16475451085942402	0.044687335666747714	0.04364691180711446	0.058563423446856396	-0.011088430373591328	0.10339212105105428	0.3005072066315712	0.0360246761398013	0.03217963144115668	0.05468445188322373	0.12768375638249146	0.1398295740482101	0.16325041984495423	0.022567019694545127	0.04806871321055578	0.08477758112761591	0.13330430701551024	1.0	0.2759441563802297	-0.20611135927984575	-0.07904394094463701	-0.09120106756535162	0.0493353161701093	0.13131393093621183	-0.10134520019677581	-0.023890167429078717	-0.1237143131788907	-0.08850953627630039	0.02232953163962884	-0.14234016205732508	-0.010443819938818554	0.09531752718390057	0.2173863874108713	0.20683513239959062	0.064059575574919	0.10374269865593069	0.3265969658073746	0.08218783043352879	0.07413585447636711	0.14473766051648	-0.052456587749009055	0.01675421682659414	0.13280671299568564	0.029148831502225036	0.16257188254519342	0.09947922262243357	0.057432527947255035	0.14918207982991333	0.12906344889200513	0.18566476864705317	0.09381343616943076	0.13025088916658656	0.08958388700092168	-0.015521540732028657	0.05816761002199592	0.0861120378171455	0.06015798610129431	-0.06511130838954826	-0.08948210640595755	0.02852683897744429	0.011529479618435859	0.14594771870105344	0.0642179009448632	0.23581998405437346	0.22069991122470328	0.29848290368728475
PrpR	-0.08950472431594958	-0.04950495049504951	-0.00930161548422118	0.014006140762562836	-0.17540754646566883	-0.06659278149402605	0.031467167276407824	0.13187937868601252	0.128136114582332	0.14668280077579432	0.18146914634353212	0.10660386426992213	0.09005886311075426	0.18999609841052637	0.09855188831276046	0.18276967616807369	0.068221271013452	0.10693182396480654	0.13133654884620385	0.20004975940198247	0.20683513239959062	0.09932089725248938	0.07873859915974464	-0.008114175209639753	0.03566278957992887	-0.021051619725079303	0.10241955092139711	0.20706131149951088	0.38923726753029386	0.19670230872316244	0.009154599069273003	0.04497005954164805	0.02532640471357244	0.06244239501048906	0.11853481179071648	0.10614019711508559	0.05587189215780516	-0.05883483836676072	0.26308587454976223	0.2759441563802297	1.0	-0.07110505453743547	-0.0542434026383792	0.06125495473590763	0.09969409276735783	-0.03700855522445448	-0.10904659854906107	0.008973655789336786	-0.11850088492572844	-0.009889681144013887	0.0030703812814176904	-0.03958699696354558	-0.05685577124245834	0.032959949335881616	-0.06284951739034554	0.1341072428202272	0.04770682665068334	0.07162526646725209	0.10267965688630543	-0.016335785491741635	0.07057353365262282	0.09919649874753324	-0.05131438329441168	0.12758197578752736	0.010342039343854432	0.07573041713080503	0.07842194841985627	0.13206032196594875	0.08040101554415864	0.03085648370662309	-0.051325692249407695	0.12800040712237987	0.04874725051031659	0.03775494625419138	0.14340320382695038	-0.12999078320167826	-0.022125970449700594	-0.033389689625730135	-0.13800883229385189	-0.2178048187457238	-0.027067983782958535	-0.08257233490339325	-0.029488100152105446	-0.05645995781759786	-0.024195509213971084	0.35542349209221324	0.13965993972326987	0.2936200530389989
LtbR	0.010014079648970036	-0.11684977749631045	-0.04113632379799945	0.1331912174655501	0.08397464532289894	0.08042363345415067	0.07848980214983234	0.030358889686798493	-0.03973401337849376	-0.057907504057087604	0.1677966197533517	0.17699080016511073	0.18619628953186582	0.10720323888471085	0.1640533556496712	0.10226122555145292	0.03141062250142775	0.13667437560432227	0.07176097392720426	0.023415191319246145	0.006723173745130082	0.08507161395751225	0.039021549213744906	0.15494964687788024	0.106490774719962	0.049188299755161126	0.2245336469683519	0.11811638045586398	0.07951891705446958	0.1458346291510933	-0.020859367490147072	0.183877953757683	0.07102589185246337	-0.0013966559420076788	-0.0470056714409305	0.1977653504927877	0.05907232642167701	0.011325918428507614	-0.08732209600171896	-0.20611135927984575	-0.07110505453743547	1.0	0.2611633522004399	0.13245613539080922	-0.007842760289735427	-0.14272466652718954	0.16581755262904932	-0.04265172376746527	0.22606035589281373	0.06878671876325268	0.06291737112032163	0.08750303928165518	0.15608054237748162	-0.0792814289995533	-0.13725113230911898	-0.05953599357651356	0.0024936245766209973	0.14004444419313433	-0.26461258347422406	-0.03850133728392828	0.02654777185314191	-0.11749438793108323	-0.004042951411074859	0.14681850823574646	0.11103697462835947	0.01791903919118354	0.016765525781590154	0.03606991195978536	0.06300784276028974	0.03368372245562649	-0.06467025914470373	-0.02443299726888737	-0.04836274604045213	-0.09659543909845011	0.20404182051557526	0.05652781154757395	-0.024421688313891354	0.08303600205822981	-0.044257595376899196	0.02075758689518295	0.15138732605413596	-0.0019055589168282905	0.04282135809240547	-0.034158698565459056	0.09453720928917564	0.021741465979836134	0.04784253411063551	-0.032190940396152695
NnrR	0.10058750021204291	-0.012931790037941544	-0.07562863653584091	-0.04066134768816688	0.011167593058563423	0.06231799650553291	0.07946237227948952	-0.05411900413342305	-0.02054271675025869	0.04910913707018903	-0.012852627352969449	-0.00022052462242226506	0.0188011376808726	0.03985841188344991	0.04291182973237358	-0.01915171528574902	0.009245070709241113	0.02110816450005937	-0.0860328751321734	-0.07600183205070936	0.02663824349311002	-0.05359879220360642	-0.09113321383537554	-0.009493867719153412	0.07998258420930614	0.0001752888024382107	-0.058563423446856396	0.004042951411074859	-0.02548473008351663	0.20628099360478594	0.00420127678101905	0.021255180915007547	-0.0914272466652719	-0.11599029691661342	-0.0016228350419279507	0.019513601845621457	0.02900181508727686	-0.014390645232427298	-0.03936081786362531	-0.07904394094463701	-0.0542434026383792	0.2611633522004399	1.0	0.06702252178387456	-0.07000808590282215	-0.12556898179823694	0.045863466986333125	-0.11952999983036568	0.14378770829681484	0.1985909042074967	0.1797954210041221	0.030754703111658968	0.1498266902646861	0.18267920452810557	-0.05389282503350278	0.13380190103533482	0.23836449892847653	0.0821086677485567	-0.14440970082159557	0.07916833944959316	-0.08215390356854074	-0.18022516129397062	-0.08094384538396729	0.10947633883890959	0.08345443339308231	-0.038704898473856525	0.06295129798530967	0.034158698565459056	-0.03809421490407179	-0.0020978111517605215	0.07371742314151461	0.13897009346851305	0.0011252410221033525	-0.13366619357538267	0.18468088956239997	0.12011806549015838	-0.036103838824773395	0.1583310244216883	0.005253009595648314	0.06269119202040135	-0.07222464108204081	0.0010121514721432166	0.004348293195967226	0.03558362689495677	0.0871072258567947	-0.06732786356876692	-0.10214813600149278	0.1592244318663734
