	PhnF	AgaR	GulR	Irr	SiaR	CzrA	MetR	SahR_SamR	KdgR	FUR	NagC	IscR	RbkR	NsrR	Phr	MntR	ArgR	NrtR	ThiR	Zur	BirA	XylR	AraR	ModE	NadQ	LldR	NrdR	GguR	NagR	Rex	HutC	PhrR	CcpA	NiaR	FnrN_FixK	HcpR	GlcC	DasR	FadR	NifA	BioQ	MerR	FadP	FruR	LiuR	GntR	NnrR	NtrC	RbsR	AcnR	CueR	PhnR	PdxR	HrcA	PurR	CsoR	ZntR	FixJ	NmlR	PaaR	CblR	PdhR	HypR	SdaR	HexR	TrpR	TyrR	HisR	PsrA	NagQ	NarP	LiuQ	LexA	SoxR	QorR	FabR	PhsR	NorR	LtbR	MetJ	AmtR	RutR	TtrR	VanR	CadR-PbrR	NikR	ExuR_UxuR	PrpR
QorR	-0.22450903377847603	-0.42855646579134404	-0.35426127507824284	-0.3254429606354194	-0.4263569371189167	-0.2622850658985773	-0.32266487113305653	-0.32261499519944137	-0.3168842504270627	-0.29701866606815547	-0.33387199341637674	-0.23042431950523073	-0.23970124315764535	-0.2602750657738875	-0.2548884649434532	-0.2761705258170301	-0.2734223618748363	-0.26211548772428583	-0.2637713687203082	-0.2336163792565992	-0.1970573199167072	-0.18571054501926457	-0.24776119402985075	-0.21529694883976108	-0.2273619371812616	-0.1910672202895298	-0.24624496564795073	-0.2540954375989726	-0.14522624970386164	-0.052551777453584206	-0.18755096696966297	-0.2566740233668749	-0.00494021122457886	-0.09160463347423285	0.28028030274691706	0.10103617252085438	0.0277534632601404	-0.03251661492038554	0.0568810084913777	0.19580543398296738	0.23589570942281077	0.15376999713213382	0.15800446389605854	0.21222957892243047	0.26647464432224843	0.3906806818040125	0.31566727764685343	0.4113442811007619	0.211311861743912	0.23204029975436102	0.2308981408745745	0.16132121348146486	0.1895260539408222	0.3814785720520206	0.2802154640332174	0.24196062295041085	0.24522749660220203	0.18842379580792779	0.11784436214915398	0.16488734273494682	-0.024431726081372587	-0.19941645157670296	-0.05624758413446552	0.19744635219890522	-0.17330640032918115	0.007139739897006197	-0.04251673961021958	0.07266175388720558	0.062053142807266926	0.04029726056434619	0.24148181398770557	0.1391862741430691	0.0834848314816893	0.12309629795882741	1.0	0.15992468734024115	0.13407897854087955	-0.0029401862866120527	0.11739547874661779	0.045264903552413374	0.013992693175725383	-0.2563697801718226	-0.027578897492487438	-0.15089215576254067	-0.0008653474482225465	0.07999850372199155	0.1093006147208818	0.03991321587550967
FabR	-0.49186398832903155	-0.5656604197059814	-0.4768114315639846	-0.4851706380378808	-0.4659983291562239	-0.38240127682390057	-0.5527625032731082	-0.5384580855122881	-0.491849025548947	-0.5239392012369232	-0.48296113417873043	-0.48771929824561405	-0.44522001521215976	-0.4380328931782192	-0.33000162096784247	-0.38473048292372725	-0.4020922954151548	-0.4141273581964862	-0.4101223207271911	-0.39932418109951495	-0.22299779298993752	-0.26276387486128255	-0.33722365615531363	-0.34412648536764795	-0.3140263594309156	-0.18673798925173632	-0.15991969974687964	-0.4640880808987643	-0.3772989688150725	-0.07955959550617839	-0.23383583336450578	-0.17219915460292523	-0.2361351139041634	-0.18607463933465504	0.03599296749336026	-0.006511303133455529	-0.008521303258145364	0.009768201598523672	0.09708101098517438	0.2157208942754897	0.23719747129016572	0.19993516128630032	0.2883252908390379	0.23117744610281923	0.6116161049389643	0.5753563012007631	0.5331263482088305	0.5929176174266512	0.3538223668624297	0.4295539844636467	0.3960024439207471	0.26519782042170104	0.3669995885235477	0.4919238394493697	0.4559632913128593	0.39854112894175736	0.2496614671005873	0.25417025149939526	0.4098031147520543	0.2498460080549633	-0.16888240501751892	-0.2574670507113555	0.2079801493784212	0.2696118405466402	0.1264379855110413	0.18788513572488436	0.25670394892704396	0.2059851120338159	0.1887330265963416	0.17841868352473222	0.21151136547837254	0.052980710482674345	0.4519432910634796	0.15569520816967794	0.15992468734024115	1.0	0.3887504831731069	0.18152595418895498	-0.06957443359642888	0.09603860397261811	-0.07605331737303457	-0.16828888140749884	-0.3212234566515792	-0.15292210626067657	0.05483110761979576	0.17703712016359308	-0.020591279193007395	0.14238830908116062
PhsR	-0.35052058005710796	-0.425903066123019	-0.3033678724173618	-0.30247010561228943	-0.3464556914674747	-0.3141011733313383	-0.45117021409244507	-0.42067606828015314	-0.39479045873389945	-0.47325028990386414	-0.39752864748937017	-0.3529545256175264	-0.3384406289355229	-0.3394780483547176	-0.30485417523909275	-0.3283906283120737	-0.32809636030374445	-0.29357722664871133	-0.3864013266998342	-0.3802765620518959	-0.16221898028653725	-0.3786855197695732	-0.2564046933253532	-0.2036908190875198	-0.18125163655407175	-0.15262285065898576	-0.015678499731916856	-0.33824611279442385	-0.19278295240589036	-0.07320540156361052	-0.1021733438072794	-0.15136098953852292	-0.21565106796842853	-0.15463783837703712	0.047289866457187746	0.034142570356238855	0.06959438396987494	0.11698150849761219	-0.021653636579009712	0.12216860559358596	0.21336176261549397	0.22068354967019538	0.2586989862716493	0.1687327772166735	0.4215738350852255	0.3762914749560468	0.4671803887829025	0.3861519470317585	0.27162184067133005	0.3104851681442412	0.383688075911171	0.24374119378047107	0.233536577762815	0.37695981246648963	0.3492736817167296	0.32526839486776643	0.22987069664210277	0.18773052033067744	0.12280701754385964	0.2144739959351114	-0.15717652339804736	-0.11367473409892892	-0.02467113056272522	0.08061197770545768	0.15374007157196473	0.2377610693400167	0.17822915497699474	0.07865684110774449	0.09180413720869338	0.2549981919974065	0.20032918116185988	0.12901657127894361	0.2893826606316787	0.03191810371700395	0.13407897854087955	0.3887504831731069	1.0	0.2285988603349169	-0.05825758425915535	0.026431751019339395	0.014456539358346114	0.12189428795870273	-0.06159927181136922	-0.07074153044302298	-0.0090250501876582	-0.00768338757341114	0.06076634371999651	0.1367672913627352
NorR	-0.19301736929388147	-0.2807192109627302	-0.15318146111547526	-0.03967879898751855	-0.11335552812379207	-0.16379007219541392	-0.3509545006795596	-0.32202645918278283	-0.30828563947181387	-0.27584134465517024	-0.35022132445541715	-0.2438160076808938	-0.2641304754423372	-0.22106260676567038	-0.27775159291262985	-0.29192633324605044	-0.24930236037855832	-0.2682452399655856	-0.3154378483522238	-0.25153181461115476	-0.1843239940647639	-0.1286375141834686	-0.12480704248182646	-0.0346114041322211	-0.12499657102956396	-0.13801917729647503	-0.04911532562750159	-0.11367473409892892	-0.13026346961932195	-0.17709697128393123	-0.13939575306425267	-0.15878751605381614	-0.1217695981246649	-0.2042943178842629	0.00492524844449432	0.020990286661928453	0.060482050898390254	0.07215301936433123	0.12257758824923004	-0.0073192932580206736	0.12231823339443135	0.13745557924662402	0.15778999738151347	0.11097145849698874	0.2694821631192409	0.2606391600892779	0.23517749597875284	0.24875372510879187	0.0838988017306949	0.28390129552737564	0.2071970972206636	0.16320153617875535	0.10678686766667914	0.2098754348557962	0.19492262995797952	0.04106534994201923	0.143665132981708	0.0416937867055699	0.019972817616179753	0.07069165450940784	-0.2224940460604247	-0.02863127969176673	0.0969014576241599	0.0523223481589546	0.0797191984937468	0.035214902928964203	0.13702664621753388	-0.10938041621466602	0.03183331462985823	0.2191074701679572	0.027424282098280527	0.03548423297048592	-0.11473210389156972	0.02616740857117919	-0.0029401862866120527	0.18152595418895498	0.2285988603349169	1.0	0.07674659285028491	0.186628262197783	0.13750046758687764	0.08848240002992556	-0.0023316998965074377	0.040342148904599806	0.07592862753899675	-0.057339867080636917	0.05995336600206985	0.07333009139764834
LtbR	-0.078098230651255	0.03384331475454806	-0.05598822927966683	-0.10169952243793563	-0.06320028928041496	-0.146677639372062	-0.12828339505480119	-0.10513098667065675	-0.16637364555667777	-0.14469756480754123	-0.19145126497836631	-0.14459282534694945	-0.1452412124839462	-0.17461314978989764	-0.24908290627065174	-0.2295365278868814	-0.21174079477300214	-0.2447736256063043	-0.21222459132906893	-0.1773064502051148	-0.2576116909188394	-0.10305614783226724	-0.08931532812129828	0.024147433259766333	0.03929475429868203	-0.15529620070075686	-0.15912168480903752	0.06148954475741593	0.086951208867941	-0.2279953615381738	-0.15674759036895722	-0.09159465828750982	0.0016683499794261775	-0.112198406463921	0.19418446614047558	0.1241486801581067	0.037549096622152396	0.28201598523672367	0.310220825696081	0.18400977568298857	0.19421937929400615	0.13855284978615692	0.19180538410703377	0.14111148518061323	0.034252297410192145	0.11599396501203257	0.1030810857990748	0.11142532949288644	0.13332086434992954	0.03856157807453958	0.12932580206735744	-0.0699185775383733	0.07107569919824437	-0.030332049028042745	-0.057659073055773766	-0.03961894786718039	0.12370478434893203	0.1053753787453709	0.028731031558996995	-0.02590306612301899	0.017184752927093854	-0.019279542138929413	-0.29516328133767256	-0.09830297135874512	-0.37359817454082966	-0.10399880297759323	-0.1068118056334867	-0.20946645220015211	-0.2779660594271749	-0.15581491041035425	-0.1839399493759274	-0.170787665681617	-0.235042830957992	-0.22937193730595146	0.11739547874661779	-0.06957443359642888	-0.05825758425915535	0.07674659285028491	1.0	0.15318644870883677	-0.04735969276424893	0.18448858464569384	0.11988428783401289	0.18656841107744485	0.10544021745907056	0.05995835359543136	-0.012466489607102333	0.011892916370528311
MetJ	-0.13136074015885485	-0.12039302235688724	-0.07674659285028491	-0.09939525430491652	-0.09486651953266251	-0.15228868190376438	-0.20701255626628762	-0.19304729485405056	-0.21836930635045324	-0.192079701741917	-0.2241150139029165	-0.2689534782229205	-0.2369331288420055	-0.2302547413309393	-0.32484444943203783	-0.2532126335739847	-0.22568610581179316	-0.25774635593960027	-0.2154864773874986	-0.24226985373882468	-0.24545193830347012	-0.09743014252048031	-0.1414406663424731	-0.14480729186149452	-0.1602139677552089	-0.15275252808638512	-0.10387910073691692	-0.01796780508485143	-0.055978254092943804	-0.2653474482225464	-0.07017793239317198	-0.05976383745433235	0.02644172620606242	-0.11085674384967394	0.09666205314280726	-0.027903091060985798	0.09141510492649535	0.13275227870671705	0.29976683001034926	0.13797927654958292	0.22115737103953914	0.1920497761817479	0.197735632613873	0.10523572613124851	0.14737091484931233	0.2539857105450193	0.12710632302148406	0.14827366924774624	0.19567575655556801	0.1473160513223357	0.11420840658861083	-0.01841170089402611	0.0645269891145775	0.02872604396563548	0.05944961907255701	-0.0022169852491926334	-0.004386588361450891	0.2430379431164977	0.047643985585855184	0.1348420803251911	-0.1494307909076173	-0.03386326512799411	-0.07782890060973328	-0.055629122557637876	-0.19232908140999264	-0.1275003428970436	-0.0820134914400429	-0.0782478584521004	-0.13850796144590333	-0.08376413670993405	-0.18088754223868128	-0.03271113106148456	-0.1525979126921782	-0.11726580131921845	0.045264903552413374	0.09603860397261811	0.026431751019339395	0.186628262197783	0.15318644870883677	1.0	-0.03687577151834811	0.04833726106310553	-0.00990286661928453	-0.07818301973840072	-0.17274280227933017	-0.05761917230888166	-0.12444294816643599	0.027259691517350592
AmtR	-0.07401837928153718	-0.11285676878764074	-0.033509145999326674	-0.026686118280776567	-0.06973902417735882	-0.04306537487998603	-0.06456688986146959	-0.06934999189516079	-0.17595979999750622	-0.07707078641878327	-0.16002942680083293	-0.04142445666404818	-0.04542450653998179	-0.09840272322597539	-0.16166535742340926	-0.14244317260813727	-0.11937056571777703	-0.13550044264891084	-0.13244803551166473	-0.10539532911881694	-0.19023429219815707	-0.07912567488372672	-0.13331088916320652	-0.03797304205788102	-0.15269267696604696	-0.12104639708724547	-0.09491140787291612	-0.055324879362585566	-0.06324517762066859	-0.10037781019713463	-0.05748949488148231	-0.1857654085462412	-0.038087756705195826	-0.12570979688026035	0.048905846706318035	0.16556066783875112	0.1678898739385778	0.07902592301649647	0.06668162944675121	-0.053504407785633236	0.2131173705407798	0.04367884886345216	0.15633860771331312	0.10607364181598274	0.07209316824399306	0.14531602638436888	0.04517013927854462	0.08311574957293733	0.05472138056584247	0.006561179067070662	0.11627327024027731	0.12605394082220475	0.14579483534707416	0.0933203655905934	-0.04447686380129428	0.0750458235140089	0.023194802927717303	0.001089789149490642	-0.020701006246960686	0.06650207608573673	0.09847254953303657	0.0054439581540916965	0.08084639459344879	-0.017937879524682353	-0.07028267185376376	-0.025464157907205826	0.031788426289604606	-0.08213319368071921	-0.04895073504657165	-0.056821157371039537	-0.03987830272197908	0.10377436127632514	0.05676130625070138	0.12268232770982182	0.013992693175725383	-0.07605331737303457	0.014456539358346114	0.13750046758687764	-0.04735969276424893	-0.03687577151834811	1.0	0.0777540867093106	-0.10233294679484782	0.16239853364755172	0.08808838015436601	-0.0566565667901096	-0.05830247259940897	-0.09092632077706704
RutR	-0.08050225065150439	0.04867142981832691	0.11102632202396538	0.07320540156361052	0.026780882554645318	-0.043219990274192946	-0.06646217533884462	-0.09188393870247759	-0.06466165413533835	-0.05473634334592701	-0.08998865322510256	-0.09468696617164803	-0.04266636741106498	-0.09171934812154765	-0.13720121198518684	-0.10665220264591828	-0.12534570256486988	-0.12017356824898066	-0.13400915223381837	-0.1347722540181299	-0.11959001982568361	-0.16705195825384356	-0.061429693637077766	-0.02197284255414656	-0.046023017743363384	-0.0974650556740109	0.07777902467611815	0.08253220114964027	0.04969887405079864	-0.20857367298844126	-0.0838239878302722	-0.12051272459756356	-0.15333607650968217	-0.17552089178169303	0.1301736929388147	0.12703649671442288	0.046771156747590366	0.2567588124540206	0.14651304879113206	0.03504033716131124	0.13836332123841943	0.14036334617638624	0.12959513210887916	0.05540468085636978	-0.01404755670270203	-0.02374842579084527	0.008695869025798327	-0.016905447698849115	0.007803089814087457	0.0855945834736094	0.12199403982593299	0.05527500342897044	0.11211361737677528	0.015917904213269492	-0.09180413720869338	-0.0900784299056098	-0.07212309380416215	0.09484158156585494	0.12870734049052981	0.13091185675631867	0.05529495380241649	0.003997556079252859	-0.12040798513697178	-0.27477898726916794	-0.22764124240950634	-0.17307697103455155	-0.05610793152034314	-0.190019825683612	-0.14116136111422836	-0.15560044389580918	-0.2584845197571042	-0.016770782678088257	-0.08434768513323108	-0.1344680108230776	-0.2563697801718226	-0.16828888140749884	0.12189428795870273	0.08848240002992556	0.18448858464569384	0.04833726106310553	0.0777540867093106	1.0	0.05207296849087894	0.1280639409468946	-0.03417748350976945	-0.2282297784261649	-0.01921470342522974	0.036696218157333635
TtrR	-0.11249766206561179	0.14307659696504943	0.12869237771044525	0.0633997930148755	0.09564957169042008	-0.06865671641791045	0.03978353844811033	0.009119814461526952	0.03507525031484183	0.01566852454519383	-0.018815695956308682	0.034771007119789525	-0.015434107657202708	-0.03391812865497076	-0.09154976994725621	-0.004436464295066023	-0.038391999900248136	-0.021419219691018593	-0.040357111684684345	-0.08522550156485742	-0.14337585256674024	-0.09735532862005761	-0.053190189403857904	0.03998802977593237	-0.10833302160874823	-0.043978104465142956	-0.1828077656828639	0.25494332847042983	0.0046160176560805	-0.043115250813601166	-0.026092594670756492	-0.06518535143829723	-0.03727477898726917	0.10720083791568473	0.04274616890484919	0.07902592301649647	0.08871182932455517	0.08140001745657677	0.023364381102008752	0.153091684434968	-0.00954874749061709	0.13905659671566978	0.025658674048304842	0.02776842604022494	-0.09589895135849574	-0.1805234479232908	-0.04639708724547688	-0.1379393758026908	-0.08768937268544495	-0.025693587201835434	0.11190413845559172	0.07716555069265203	-0.05656180251624085	-0.07125525255925884	-0.04340951882193045	0.054367261437175025	0.016521403010012595	-0.14071247771169215	0.017309442761131683	0.09127046471901146	0.052531827080138156	0.02510006359181536	-0.23774111896657066	-0.0019277048342248655	-0.22598037382012245	-0.10827815808177159	-0.013259516951582938	-0.1430616341849649	-0.17135625132482948	-0.057255077993491194	-0.029593885210538785	0.01366351201386551	-0.17952094165762666	-0.13260763849923315	-0.027578897492487438	-0.3212234566515792	-0.06159927181136922	-0.0023316998965074377	0.11988428783401289	-0.00990286661928453	-0.10233294679484782	0.05207296849087894	1.0	0.09963465878626916	-0.04973378720432923	0.0022319480292771732	0.018321924213518873	-0.0036135113904163393
VanR	0.09888651978204217	0.200184540954376	0.17263307522537688	0.14823376850085412	0.23777603212010126	0.13236324642451902	0.059185276624396814	0.1000286786618287	0.04863152907143481	0.06022768363695308	0.001428945498073542	0.056811182184316515	0.08162445915784486	0.05946956944600307	0.009129789648249979	-0.07326525268394868	-0.012641055374755296	-0.024975373757777527	0.005743213755782491	0.06049701367847479	-0.11346525517774536	-0.058427162433446804	0.10235289716829386	0.05240713724610033	0.07075150562974601	0.07996359056846096	0.1369169191635806	0.11349019314455293	0.17823414257035625	-0.1709073679222933	0.028007830521577577	-0.025813289442511753	-0.023035199940148878	-0.0253045549196374	0.07220788289130788	-0.015488971184179353	0.028177408695869027	0.20632426838239878	0.18659334904425243	-0.035439344630232295	0.04246686367660445	0.012162246412050026	-0.0236835870771456	0.050955747577899974	-0.16630880684297808	-0.10106609808102346	-0.15079739148867194	-0.1890372697913939	-0.09886656940859612	-0.001005000062344917	-0.09853240065337474	-0.10144515517649846	0.027918053841070337	-0.18772054514395442	-0.2717365553186449	-0.04812279454856046	-0.053698923926732256	-0.02686068404842953	-0.058521926707315555	-0.1737702465118019	0.06895098442623973	0.017154827366924776	0.04166386114540081	-0.17243855908427785	-0.21279816456564296	-0.29419070063217745	-0.18698238132645045	-0.4263469619321937	-0.30570705370391155	-0.07790371451015599	-0.14737590244267385	-0.06195339094003666	-0.18418932904400304	-0.20258357336126387	-0.15089215576254067	-0.15292210626067657	-0.07074153044302298	0.040342148904599806	0.18656841107744485	-0.07818301973840072	0.16239853364755172	0.1280639409468946	0.09963465878626916	1.0	0.12612875472262747	-0.12368483397548598	0.05579371313856781	-0.003578598236885747
CadR-PbrR	0.12029327048965698	-0.013189690644521752	-0.0693549794885223	0.020272073217870546	0.16067781393782965	0.012855521889300366	-0.020820708487637004	-0.0021770845023005273	-0.13118118679784038	-0.023718500230676193	-0.06227758450853502	0.050601628449232536	-0.009164702801780571	0.021489045998079777	0.06912555019389269	-0.03507525031484183	-0.004217010187159441	-0.05440716218406713	-0.010461477075774012	0.003199541141410741	-0.12517113679721692	-0.004376613174727865	0.08816818164815023	0.08180900011222085	0.07369418571303882	0.02491552263743937	0.058771306375391213	0.147435753563012	0.02631703637202459	-0.02344917018915448	0.18563074352548037	-0.1348071671716605	-0.22260377311437798	0.032935572762752656	-0.0790009850496889	0.026740981807753215	-0.08252222596291724	0.023613760770084414	-0.07594359031908128	-0.021638673798925173	0.03914013890447512	0.05711542537936882	0.06289604608536266	0.10150500629683662	-0.07557450841032931	0.06465666654197683	-0.009434032843302286	-0.04713525106298083	-0.09116073766505817	0.06570406114789461	0.030351999401488798	0.020521452885946208	-0.06087108318058829	0.0846918290751755	-0.1457399718200975	0.06862679085774137	0.03838701230688662	-0.08709584907542488	0.035633860771331315	0.03407773164253918	-0.04835721143655158	-0.1389468696617165	0.07402336687489869	0.03674609409094876	0.01295527375653063	0.10199877803962643	-0.17557575530866967	-0.013439070312597414	-0.25224504046185114	0.044392074714148556	0.04412274467262684	-0.14087208069926058	-0.084123243431963	-0.020471576952331077	-0.0008653474482225465	0.05483110761979576	-0.0090250501876582	0.07592862753899675	0.10544021745907056	-0.17274280227933017	0.08808838015436601	-0.03417748350976945	-0.04973378720432923	0.12612875472262747	1.0	0.08971433559021932	-0.023922991558498235	-0.041219965336226135
NikR	0.029962967119290765	-0.07570917343109017	-0.15245826007805582	-0.2289829050237534	-0.10656741355877256	0.024641205002556142	-0.05008790633299667	0.016237110188406338	-0.09773937330889412	-0.0914749560468335	-0.052651529320814475	-0.084317759573062	-0.05065150438284766	-0.00856120400503747	0.019653611641042904	0.031259741393284204	0.00021696031122582575	-0.039494258033142556	0.03313008890385167	0.017513934088953728	0.008601104751929576	0.018077532138804725	0.01844162645419519	-0.041200014962780085	-0.0361176573273981	0.11848776169278918	0.10145513036322149	-0.04004289330290901	0.011439045374630606	0.1293906407810571	-0.003498796743101535	-0.029294629608847992	0.03921994039825933	-0.00011222085063404781	-0.055005673387448724	-0.1457299966333745	-0.04745445703811768	0.00012219603735707428	0.07108068679160588	0.0477986009800621	-0.13644808538759834	-0.09604359156597962	-0.07070162969613088	-0.04538460579308969	0.15519146124016509	0.03205775633112632	0.04821755882242921	0.058097981271586926	0.03124976620656118	-0.020820708487637004	0.02010748263694061	-0.1495754311151012	-0.01895036097706954	0.03795807927779648	0.039045374630606366	0.08561952144041696	0.044312273220364344	0.020750882180575816	0.05080611977705458	-0.07362934699933914	0.11834810907866682	-0.008805596079751617	-0.047200089776680505	-0.016336862055636604	0.09687153206399082	0.08405840471826331	0.019469070686666916	0.14874749061709	0.07596354069252734	0.08047731268469682	0.08665694085961172	-0.0801331687427524	0.09236773525854437	0.06278631903140937	0.07999850372199155	0.17703712016359308	-0.00768338757341114	-0.057339867080636917	0.05995835359543136	-0.05761917230888166	-0.0566565667901096	-0.2282297784261649	0.0022319480292771732	-0.12368483397548598	0.08971433559021932	1.0	-0.02434693699422686	-0.09230289654484469
ExuR_UxuR	0.028960460853626604	0.0038229903115998953	-0.03742939438147608	-0.0933951794910161	-0.01707003827977905	0.015937854586715546	-0.03242185064651679	0.07220788289130788	0.017603710769460965	0.04046683873863764	8.728288382648163e-05	-0.017474033342061622	0.03752914624870634	0.06327011558747615	0.03193805409045001	0.009389144503048667	0.0045362161622962876	0.0615543834711156	-0.03395802940186286	-0.025129989151984437	0.07444731231062732	-0.02210750757490742	-0.029399369069439768	0.06477636878265315	0.07733014127358197	0.020656117906707065	0.07001334181224204	-0.007443983092058504	-0.007364181598274293	0.08286636990486165	-0.003648424543946932	-0.12760009476427386	0.16648836020399257	0.18580530929313332	0.216015162283819	0.033389443758650356	0.04128480404992581	0.0652501901519969	0.004371625581366351	-0.008496365291337796	-0.13930597638374542	-0.0946021770845023	-0.12806892854025612	0.02332946794847816	-0.03197795483734211	-0.0124166136734872	0.0507761942168855	0.06602825471639297	-0.03420740906993853	-0.08709584907542488	0.0530006608561204	-0.009124802054888465	0.12091173206648462	0.0682626965423509	-0.0652851033055275	0.004780608237010437	-0.04027731019090013	-0.09083654409655981	-0.16415416651080436	0.01974837591491166	-0.08427287123280838	0.03212758263818751	-0.016955323632464245	0.06112545044202546	-0.07539994264267634	0.0006409057469544508	0.056242596541104	0.03331462985822766	0.1491714360528186	0.11357996982506016	0.16304193319118693	0.010900385291587177	0.18013441564109278	-0.02546914550056734	0.1093006147208818	-0.020591279193007395	0.06076634371999651	0.05995336600206985	-0.012466489607102333	-0.12444294816643599	-0.05830247259940897	-0.01921470342522974	0.018321924213518873	0.05579371313856781	-0.023922991558498235	-0.02434693699422686	1.0	0.06240726193593436
PrpR	-0.0429007842990561	-0.0914001421464108	-0.056836120151124075	-0.15702190800384044	-0.23618000224441701	-0.04459157844860909	-0.21092282946171398	-0.062073093180712975	-0.14101173331338296	-0.10514594945074128	-0.1324380603249417	-0.08731530318333146	-0.12019850621578823	-0.06604321749647751	-0.08027282135687477	-0.10514594945074128	-0.11820346887118294	-0.1224080100749386	-0.10203369119315703	-0.10156984501053629	-0.04083093305402811	-0.17654334842080324	-0.04883602039925685	-0.02857142857142857	-0.15337597725657426	-0.039274803925235975	-0.05259666579383783	-0.21422461626703576	-0.04979363832466739	0.026092594670756492	-0.0024314517637377023	0.062197783014750804	-0.03612264492075961	0.13976483497300465	0.1749772441052881	0.023538946869661716	0.13316126136236112	0.011598648362199029	0.0725969151735059	-0.04458160326188606	-0.05208793127096348	0.03764884848938266	0.0646417037618923	-0.017080013466502075	0.0684123243431963	0.08528535268519558	0.11777952343545431	0.1095998703225726	0.010930310851756256	0.07174403670868713	0.023289567201586054	0.3536328383146922	0.10938041621466602	0.1371513360515717	0.0179179291512363	0.06973902417735882	0.03287073404905298	0.08684646940734922	-0.0671305128492874	0.1262933453035574	-0.061210239529171186	-0.14536590231798402	0.12830833302160874	-0.11809374181722965	0.029728550231299642	0.13487699347872167	-0.007872916121148642	0.0990461227696106	0.12446289853988204	0.10415840596516165	0.22672851282434944	0.09436277260314967	0.045584109527550216	-0.006950211349268694	0.03991321587550967	0.14238830908116062	0.1367672913627352	0.07333009139764834	0.011892916370528311	0.027259691517350592	-0.09092632077706704	0.036696218157333635	-0.0036135113904163393	-0.003578598236885747	-0.041219965336226135	-0.09230289654484469	0.06240726193593436	1.0
