	NagR	TyrR	HutC	AraR	PhnF	Zur	FUR	KdgR	ArgR	ModE	NsrR	CzrA	SahR_SamR	MntR	NrtR	Phr	NadQ	NagC	ThiR	RbkR	Rex	XylR	AgaR	BirA	MetR	NmlR	ZntR	IscR	NikR	GguR	LldR	MetJ	CueR	ExuR_UxuR	AcnR	GlcC	FixJ	FadP	NiaR	CblR	HexR	RbsR	SdaR	BioQ	SoxR	CadR-PbrR	FnrN_FixK	PurR	NnrR	TrpR	FruR	MerR	PdxR	QorR	DasR	TtrR	NagQ	NtrC	NorR	PhsR	LexA	PsrA	FabR	HisR	PaaR	GntR	LtbR	CcpA	PhrR	LiuR	PhnR	HrcA	NarP	CsoR	PrpR	VanR	PdhR	HypR	NifA	LiuQ	NrdR	HcpR	RutR	GulR	Irr	FadR	AmtR	SiaR
ZntR	0.15866741953698477	0.3935629587803501	0.2896668548842462	0.5945793337097685	0.37662337662337664	0.2795031055900621	0.15189158667419536	0.29079616036137773	0.35742518351214003	0.34839073969508755	0.2015810276679842	0.3201581027667984	0.3845285149632976	0.35403726708074534	0.3337097684923772	0.33483907396950874	0.2490118577075099	0.15753811405985318	-0.05251270468661773	0.10333145115753811	-0.16770186335403728	0.25691699604743085	0.28402032749858835	0.5223037831733484	0.4556747600225861	0.16770186335403728	1.0	0.5324675324675324	0.3370976849237719	-0.26143421795595706	0.06493506493506493	0.12365894974590627	-0.33145115753811405	-0.28176171654432525	0.07396950875211744	0.06380575945793338	0.0378317334839074	-0.018633540372670808	0.12140033879164314	0.09994353472614342	-0.15753811405985318	0.07622811970638058	0.19593450028232637	-0.15640880858272163	-0.13156408808582723	-0.5719932241671372	-0.17786561264822134	-0.2896668548842462	0.0016939582156973462	-0.35403726708074534	-0.4647092038396386	0.031055900621118012	0.054771315640880856	-0.21287408243929984	-0.3269339356295878	-0.3246753246753247	-0.13495200451722192	-0.011857707509881422	-0.03896103896103896	0.21513269339356295	-0.012987012987012988	0.16205533596837945	0.18690005646527386	0.30095990965556185	-0.19706380575945792	0.3190287972896669	0.23207227555053642	-0.09881422924901186	-0.32919254658385094	-0.10220214568040654	-0.28176171654432525	-0.003952569169960474	-0.09655561829474874	-0.020892151326933936	-0.21174477696216826	-0.25352907961603616	0.12478825522303783	0.189158667419537	-0.06380575945793338	0.026538678712591756	0.034443817052512704	-0.4184076792772445	-0.20496894409937888	-0.11575381140598531	0.06041784302653868	0.34726143421795597	-0.003952569169960474	0.2478825522303783
IscR	0.020892151326933936	0.23771880293619424	0.18690005646527386	0.49745906267645396	0.3167701863354037	0.3156408808582722	0.21852060982495766	0.391304347826087	0.23771880293619424	0.3201581027667984	0.20609824957651043	0.23094297007340486	0.2704686617730096	0.365330321852061	0.3145115753811406	0.3337097684923772	0.42970073404856013	0.25917560700169395	0.1293054771315641	0.06267645398080181	0.10333145115753811	0.29983060417843027	0.14285714285714285	0.4409937888198758	0.19932241671372106	0.25691699604743085	0.5324675324675324	1.0	0.49745906267645396	-0.05138339920948617	0.06719367588932806	0.16770186335403728	-0.14737436476566912	0.19254658385093168	-0.22077922077922077	-0.32806324110671936	0.07284020327498589	-0.015245623941276116	0.09768492377188029	0.19593450028232637	-0.1417278373800113	-0.15302089215132694	0.36984754376058726	0.20045172219085264	0.08413325804630152	-0.2885375494071146	0.11914172783738002	-0.007340485601355167	-0.012987012987012988	-0.28740824392998304	-0.2264257481648786	-0.06493506493506493	-0.31225296442687744	-0.23094297007340486	-0.28514963297571994	-0.21739130434782608	0.04799548277809147	-0.11123658949745906	0.3642010163749294	0.5268210050818747	0.19141727837380013	-0.023150762281197064	0.37549407114624506	0.435347261434218	-0.03896103896103896	0.08752117447769622	0.3190287972896669	0.14511575381140598	0.03670242800677583	0.17334839073969507	-0.22529644268774704	0.05815923207227555	-0.30773574251835123	-0.10897797854319594	-0.2682100508187465	-0.3382269904009034	0.010728402032749858	-0.1880293619424054	-0.33145115753811405	-0.3370976849237719	-0.233201581027668	-0.35177865612648224	-0.24675324675324675	0.006211180124223602	0.22981366459627328	0.16092603049124787	-0.1281761716544325	0.014116318464144552
NikR	-0.15866741953698477	0.08865047995482778	0.09316770186335403	0.1756070016939582	0.2478825522303783	0.1259175607001694	0.10333145115753811	0.2636928289102202	0.09542631281761717	0.2354601919819311	0.07396950875211744	0.2919254658385093	0.24336533032185206	0.35742518351214003	0.251270468661773	0.189158667419537	0.44889892715979673	0.4048560135516657	0.08977978543195934	-0.023150762281197064	-0.05251270468661773	0.13043478260869565	0.15189158667419536	0.515527950310559	0.4082439299830604	0.07058159232072275	0.3370976849237719	0.49745906267645396	1.0	0.12140033879164314	0.20722755505364202	-0.44438170525127046	-0.36645962732919257	-0.14285714285714285	-0.09655561829474874	-0.3890457368718238	0.10784867306606437	0.22755505364201017	0.16883116883116883	0.17221908526256352	-0.06945228684359118	0.11236589497459062	0.11462450592885376	0.31225296442687744	0.12365894974590627	-0.10446075663466968	0.04912478825522304	-0.011857707509881422	-0.17221908526256352	-0.251270468661773	-0.045736871823828344	0.15866741953698477	-0.37662337662337664	-0.2704686617730096	-0.09768492377188029	-0.1981931112365895	0.15979672501411632	0.09542631281761717	0.4150197628458498	0.25691699604743085	-0.17786561264822134	-0.08639186900056466	0.003952569169960474	0.13156408808582723	0.07622811970638058	0.025409373235460192	0.27837380011293056	-0.14511575381140598	-0.045736871823828344	-0.17334839073969507	-0.09316770186335403	-0.11801242236024845	-0.6137775268210051	0.08639186900056466	-0.2365894974590627	-0.09994353472614342	0.12478825522303783	-0.034443817052512704	-0.024280067758328628	-0.47148503670242803	-0.11236589497459062	-0.16544325239977414	-0.2715979672501412	0.19254658385093168	0.3427442123094297	0.1225296442687747	0.19141727837380013	-0.0660643704121965
GguR	0.23207227555053642	0.22868435911914173	0.189158667419537	-0.19141727837380013	0.11575381140598531	0.15866741953698477	0.32128740824393	0.2648221343873518	0.18690005646527386	0.13495200451722192	0.09316770186335403	0.30660643704121965	0.1067193675889328	0.19367588932806323	0.17447769621682666	-0.018633540372670808	0.15640880858272163	0.19480519480519481	0.028797289666854884	-0.009599096555618294	0.23094297007340486	0.10220214568040654	0.09090909090909091	0.13382269904009034	0.20609824957651043	-0.163184641445511	-0.26143421795595706	-0.05138339920948617	0.12140033879164314	1.0	0.32241671372106157	0.024280067758328628	0.053642010163749296	0.12365894974590627	0.06154714850367024	0.09768492377188029	0.05928853754940711	-0.1281761716544325	-0.010728402032749858	-0.1293054771315641	-0.08752117447769622	-0.28514963297571994	-0.4059853190287973	-0.435347261434218	-0.4568040654997177	-0.03557312252964427	-0.21852060982495766	-0.18464144551101072	-0.14737436476566912	-0.13269339356295878	-0.18125352907961603	-0.20271033314511575	-0.40372670807453415	-0.09655561829474874	-0.24336533032185206	-0.2885375494071146	-0.04912478825522304	0.10107284020327499	0.045736871823828344	-0.06832298136645963	0.1417278373800113	0.003952569169960474	0.08074534161490683	0.07396950875211744	0.3201581027667984	-0.2478825522303783	-0.1756070016939582	-0.5268210050818747	-0.006211180124223602	-0.4839073969508752	-0.19480519480519481	-0.13495200451722192	-0.13043478260869565	-0.42518351214003386	-0.17334839073969507	0.012987012987012988	-0.30773574251835123	-0.3901750423489554	-0.4522868435911914	-0.6228119706380576	-0.41727837380011296	-0.13269339356295878	0.012987012987012988	-0.25014116318464147	-0.25578769057029926	-0.33483907396950874	-0.3427442123094297	-0.42292490118577075
LldR	0.15979672501411632	0.11575381140598531	-0.05251270468661773	-0.032185206098249576	-0.2490118577075099	0.08074534161490683	0.2422360248447205	0.11688311688311688	0.2648221343873518	-0.011857707509881422	0.09881422924901186	0.033314511575381144	0.05138339920948617	0.04121964991530209	0.1981931112365895	0.06719367588932806	-0.09203839638622248	0.033314511575381144	-0.14511575381140598	0.2987012987012987	0.055900621118012424	0.1665725578769057	0.23207227555053642	0.2670807453416149	0.06719367588932806	0.12140033879164314	0.06493506493506493	0.06719367588932806	0.20722755505364202	0.32241671372106157	1.0	-0.16205533596837945	0.233201581027668	0.0942970073404856	0.251270468661773	0.1665725578769057	0.0660643704121965	0.2941840767927724	0.045736871823828344	-0.02766798418972332	-0.26595143986448333	-0.02766798418972332	-0.43195934500282324	-0.28063241106719367	-0.3269339356295878	-0.07848673066064371	0.006211180124223602	-0.0378317334839074	-0.313382269904009	-0.4048560135516657	-0.33258046301524563	-0.38114059853190285	-0.5403726708074534	-0.44438170525127046	-0.44664031620553357	-0.30773574251835123	-0.054771315640880856	0.19480519480519481	-0.042348955392433656	0.10897797854319594	0.0378317334839074	-0.2964426877470356	0.13382269904009034	-0.1281761716544325	-0.18690005646527386	-0.09203839638622248	-0.19254658385093168	-0.22190852625635235	-0.20045172219085264	-0.28402032749858835	-0.42179559570863917	0.12478825522303783	0.00282326369282891	0.08865047995482778	-0.07622811970638058	0.07058159232072275	-0.15189158667419536	-0.3370976849237719	-0.2648221343873518	-0.277244494635799	-0.24675324675324675	-0.16092603049124787	-0.2546583850931677	-0.5121400338791643	-0.28514963297571994	-0.015245623941276116	-0.2230378317334839	-0.029926595143986448
MetJ	0.1417278373800113	-0.07284020327498589	-0.03896103896103896	0.18464144551101072	0.06493506493506493	0.07622811970638058	-0.2015810276679842	-0.14398644833427443	-0.19254658385093168	-0.10784867306606437	-0.17108977978543197	-0.20835686053077357	-0.29757199322416716	-0.10446075663466968	-0.2704686617730096	-0.06380575945793338	-0.21852060982495766	-0.1756070016939582	-0.21964991530208922	-0.23997741389045738	-0.409373235460192	-0.18125352907961603	-0.33032185206098247	-0.3438735177865613	-0.3675889328063241	0.003952569169960474	0.12365894974590627	0.16770186335403728	-0.44438170525127046	0.024280067758328628	-0.16205533596837945	1.0	0.30095990965556185	0.20045172219085264	0.1857707509881423	-0.028797289666854884	0.08639186900056466	0.00282326369282891	0.2490118577075099	-0.1259175607001694	-0.16092603049124787	-0.14737436476566912	0.055900621118012424	-0.24449463579898362	-0.21513269339356295	-0.44212309429700736	0.011857707509881422	-0.20609824957651043	0.13382269904009034	0.12478825522303783	-0.18351214003387917	-0.1880293619424054	0.11914172783738002	0.09655561829474874	0.14059853190287974	0.07735742518351214	-0.15866741953698477	0.012987012987012988	-0.38226990400903443	0.023150762281197064	0.13946922642574816	0.21174477696216826	0.2987012987012987	0.339356295878035	-0.30999435347261434	0.16431394692264256	0.005081874647092038	0.042348955392433656	0.04009034443817053	0.20948616600790515	-0.00282326369282891	-0.033314511575381144	0.14963297571993225	-0.2478825522303783	0.07961603613777526	-0.30321852060982496	-0.5200451722190853	-0.37210615471485037	-0.35742518351214003	-0.1281761716544325	-0.3743647656691135	-0.2896668548842462	-0.09994353472614342	-0.2987012987012987	-0.3675889328063241	-0.18238283455674761	-0.4748729531338227	-0.38226990400903443
CueR	-0.045736871823828344	-0.034443817052512704	-0.3337097684923772	-0.3856578204404291	-0.5403726708074534	-0.3924336533032185	-0.12027103331451157	-0.2354601919819311	-0.35290796160361376	-0.28176171654432525	-0.32580463015245625	-0.4997176736307171	-0.6499153020892151	-0.5652173913043478	-0.5381140598531903	-0.08300395256916997	-0.6182947487295314	-0.19706380575945792	-0.2365894974590627	-0.14059853190287974	-0.1417278373800113	-0.15979672501411632	-0.49745906267645396	-0.44664031620553357	-0.6284584980237155	-0.18125352907961603	-0.33145115753811405	-0.14737436476566912	-0.36645962732919257	0.053642010163749296	0.233201581027668	0.30095990965556185	1.0	0.6521739130434783	0.4308300395256917	0.20948616600790515	0.012987012987012988	0.2941840767927724	0.16996047430830039	0.11688311688311688	-0.19367588932806323	-0.30999435347261434	-0.0942970073404856	-0.012987012987012988	0.13721061547148503	0.12365894974590627	0.17447769621682666	0.1293054771315641	0.03670242800677583	0.17447769621682666	0.08413325804630152	-0.30999435347261434	0.025409373235460192	-0.08300395256916997	0.09316770186335403	0.5640880858272163	0.17108977978543197	0.15302089215132694	0.10107284020327499	-0.034443817052512704	0.09994353472614342	-0.13946922642574816	0.043478260869565216	-0.06154714850367024	-0.07058159232072275	0.07396950875211744	-0.07735742518351214	-0.08300395256916997	0.3800112930547713	0.10446075663466968	-0.28740824392998304	-0.15302089215132694	0.2727272727272727	0.10333145115753811	-0.07622811970638058	0.06267645398080181	-0.32806324110671936	-0.277244494635799	-0.16431394692264256	0.05928853754940711	-0.3551665725578769	-0.08639186900056466	-0.10784867306606437	-0.4601919819311124	-0.38226990400903443	-0.37323546019198195	-0.02766798418972332	-0.3269339356295878
ExuR_UxuR	0.08639186900056466	-0.033314511575381144	-0.08300395256916997	-0.1281761716544325	-0.25804630152456237	-0.2523997741389046	0.02766798418972332	0.042348955392433656	-0.14059853190287974	0.04009034443817053	-0.011857707509881422	-0.11801242236024845	-0.189158667419537	-0.1507622811970638	-0.1417278373800113	0.06832298136645963	-0.3382269904009034	-0.015245623941276116	-0.023150762281197064	0.006211180124223602	0.1259175607001694	0.019762845849802372	-0.11914172783738002	0.0016939582156973462	-0.4048560135516657	-0.3890457368718238	-0.28176171654432525	0.19254658385093168	-0.14285714285714285	0.12365894974590627	0.0942970073404856	0.20045172219085264	0.6521739130434783	1.0	0.0942970073404856	0.033314511575381144	-0.1259175607001694	-0.03896103896103896	-0.10107284020327499	0.07396950875211744	0.10446075663466968	-0.35629587803500845	0.17334839073969507	0.043478260869565216	0.07058159232072275	0.019762845849802372	0.06041784302653868	0.00282326369282891	0.07396950875211744	0.3167701863354037	-0.014116318464144552	-0.365330321852061	-0.22077922077922077	-0.4127611518915867	-0.07058159232072275	0.30999435347261434	0.11575381140598531	0.06267645398080181	0.13382269904009034	0.09994353472614342	0.044607566346696784	-0.20383963862224733	0.21626199887069453	0.04121964991530209	-0.018633540372670808	-0.00846979107848673	0.30547713156408807	-0.1225296442687747	0.33145115753811405	0.08639186900056466	-0.2738565782044043	0.04686617730095991	0.14511575381140598	0.14737436476566912	-0.0942970073404856	0.277244494635799	-0.37775268210050816	-0.14850367024280067	-0.12704686617730096	-0.12704686617730096	-0.30999435347261434	-0.16770186335403728	0.034443817052512704	-0.16205533596837945	-0.06041784302653868	-0.40372670807453415	-0.04686617730095991	-0.12027103331451157
AcnR	0.32128740824393	0.46922642574816487	0.010728402032749858	-0.00282326369282891	-0.09994353472614342	0.1383399209486166	-0.07396950875211744	0.06041784302653868	-0.0660643704121965	-0.045736871823828344	-0.16544325239977414	-0.11236589497459062	-0.2964426877470356	-0.35968379446640314	-0.2636928289102202	-0.3337097684923772	-0.48616600790513836	-0.13608130999435347	-0.27498588368153587	-0.3709768492377188	-0.27498588368153587	-0.12704686617730096	-0.26256352343308864	0.025409373235460192	-0.20948616600790515	-0.189158667419537	0.07396950875211744	-0.22077922077922077	-0.09655561829474874	0.06154714850367024	0.251270468661773	0.1857707509881423	0.4308300395256917	0.0942970073404856	1.0	0.47035573122529645	0.29983060417843027	0.21513269339356295	0.2140033879164314	0.18012422360248448	0.04121964991530209	-0.029926595143986448	-0.26030491247882553	-0.3359683794466403	-0.4025974025974026	-0.28063241106719367	-0.1293054771315641	0.14850367024280067	0.163184641445511	0.313382269904009	0.08865047995482778	-0.0502540937323546	0.35290796160361376	0.20271033314511575	-0.36307171089779783	0.1293054771315641	-0.16996047430830039	0.1857707509881423	-0.35403726708074534	-0.3495200451722191	0.045736871823828344	0.06493506493506493	-0.11349520045172219	0.06041784302653868	-0.010728402032749858	0.26143421795595706	-0.2354601919819311	-0.23997741389045738	0.251270468661773	-0.33032185206098247	-0.1293054771315641	0.00282326369282891	0.09090909090909091	0.1101072840203275	0.16431394692264256	-0.10784867306606437	-0.35742518351214003	-0.1767363071710898	-0.163184641445511	0.06041784302653868	-0.06041784302653868	-0.11123658949745906	-0.1880293619424054	-0.42970073404856013	-0.5686053077357425	-0.10784867306606437	0.08526256352343309	-0.32919254658385094
GlcC	0.13495200451722192	0.28740824392998304	-0.2230378317334839	-0.27837380011293056	-0.2682100508187465	-0.057029926595143984	0.003952569169960474	0.028797289666854884	-0.0942970073404856	-0.2964426877470356	-0.09994353472614342	-0.09090909090909091	-0.0660643704121965	-0.3879164313946923	-0.16544325239977414	-0.4624505928853755	-0.5448898927159797	-0.48955392433653305	-0.19932241671372106	-0.2738565782044043	-0.06945228684359118	-0.14624505928853754	-0.0660643704121965	0.17334839073969507	0.04121964991530209	-0.3709768492377188	0.06380575945793338	-0.32806324110671936	-0.3890457368718238	0.09768492377188029	0.1665725578769057	-0.028797289666854884	0.20948616600790515	0.033314511575381144	0.47035573122529645	1.0	0.3856578204404291	0.09881422924901186	-0.045736871823828344	-0.032185206098249576	-0.03896103896103896	-0.1665725578769057	-0.22981366459627328	-0.4624505928853755	-0.4658385093167702	-0.20609824957651043	-0.37549407114624506	-0.0220214568040655	0.023150762281197064	0.012987012987012988	-0.06493506493506493	-0.1981931112365895	0.23771880293619424	-0.09881422924901186	-0.20383963862224733	-0.005081874647092038	-0.11688311688311688	0.18464144551101072	-0.3924336533032185	-0.47374364765669114	-0.1259175607001694	-0.365330321852061	-0.37888198757763975	-0.25917560700169395	-0.03670242800677583	-0.06041784302653868	-0.39469226425748166	-0.37323546019198195	-0.2727272727272727	-0.5098814229249012	-0.3145115753811406	-0.10107284020327499	0.045736871823828344	-0.36307171089779783	-0.08865047995482778	0.16770186335403728	0.06719367588932806	0.08977978543195934	-0.10559006211180125	0.28176171654432525	0.2546583850931677	-0.05138339920948617	0.003952569169960474	-0.3235460191981931	-0.36307171089779783	0.20045172219085264	0.1225296442687747	0.19706380575945792
FixJ	-0.08074534161490683	-0.06041784302653868	-0.5200451722190853	-0.10446075663466968	-0.15302089215132694	-0.04121964991530209	-0.16770186335403728	0.007340485601355167	-0.49407114624505927	-0.3382269904009034	-0.22755505364201017	-0.1767363071710898	-0.19367588932806323	-0.22868435911914173	-0.16996047430830039	-0.42631281761716544	-0.08752117447769622	-0.28740824392998304	-0.1507622811970638	-0.3935629587803501	-0.24110671936758893	-0.18464144551101072	-0.12140033879164314	0.08977978543195934	0.09090909090909091	-0.06493506493506493	0.0378317334839074	0.07284020327498589	0.10784867306606437	0.05928853754940711	0.0660643704121965	0.08639186900056466	0.012987012987012988	-0.1259175607001694	0.29983060417843027	0.3856578204404291	1.0	0.23997741389045738	0.30886504799548276	0.2862789384528515	0.044607566346696784	-0.00282326369282891	-0.15189158667419536	0.025409373235460192	-0.2704686617730096	-0.27837380011293056	-0.25578769057029926	0.13495200451722192	-0.05815923207227555	-0.10333145115753811	-0.10107284020327499	-0.3359683794466403	0.07735742518351214	-0.21174477696216826	-0.011857707509881422	-0.055900621118012424	0.2140033879164314	0.3156408808582722	-0.17786561264822134	-0.35968379446640314	-0.36645962732919257	-0.35177865612648224	-0.4613212874082439	-0.15753811405985318	-0.09542631281761717	0.09203839638622248	-0.22529644268774704	-0.25014116318464147	-0.055900621118012424	-0.269339356295878	-0.03896103896103896	-0.4658385093167702	-0.5302089215132694	-0.2422360248447205	-0.04912478825522304	-0.20383963862224733	-0.2795031055900621	-0.5110107284020328	-0.47600225861095424	-0.15979672501411632	0.03896103896103896	-0.0660643704121965	-0.09090909090909091	0.0502540937323546	-0.07396950875211744	0.1293054771315641	0.11236589497459062	-0.031055900621118012
FadP	-0.21626199887069453	-0.19932241671372106	-0.409373235460192	-0.33483907396950874	-0.4748729531338227	-0.13382269904009034	-0.2365894974590627	-0.1293054771315641	-0.4556747600225861	-0.5302089215132694	-0.4748729531338227	-0.3709768492377188	-0.30999435347261434	-0.2885375494071146	-0.3608130999435347	-0.12365894974590627	-0.2964426877470356	-0.2727272727272727	-0.3145115753811406	-0.2795031055900621	-0.35742518351214003	-0.28063241106719367	-0.6137775268210051	-0.11462450592885376	-0.15979672501411632	0.11123658949745906	-0.018633540372670808	-0.015245623941276116	0.22755505364201017	-0.1281761716544325	0.2941840767927724	0.00282326369282891	0.2941840767927724	-0.03896103896103896	0.21513269339356295	0.09881422924901186	0.23997741389045738	1.0	0.5358554488989271	0.07284020327498589	-0.22981366459627328	0.15979672501411632	-0.26256352343308864	0.13495200451722192	0.04799548277809147	-0.08413325804630152	0.4048560135516657	0.19254658385093168	0.02766798418972332	-0.27837380011293056	-0.09203839638622248	-0.10107284020327499	-0.2015810276679842	-0.2365894974590627	0.2523997741389046	0.3359683794466403	0.025409373235460192	0.28176171654432525	0.09881422924901186	-0.18012422360248448	-0.06041784302653868	-0.2930547713156409	-0.2930547713156409	-0.006211180124223602	-0.28289102202145683	-0.08074534161490683	-0.1756070016939582	-0.1981931112365895	-0.09090909090909091	0.07171089779785432	-0.22981366459627328	-0.28289102202145683	-0.37775268210050816	-0.19593450028232637	-0.11462450592885376	-0.163184641445511	-0.15527950310559005	-0.2885375494071146	-0.12704686617730096	-0.10446075663466968	-0.006211180124223602	-0.025409373235460192	-0.15527950310559005	-0.24449463579898362	-0.22077922077922077	0.11688311688311688	0.06154714850367024	-0.2682100508187465
NiaR	-0.011857707509881422	-0.055900621118012424	-0.31225296442687744	-0.11236589497459062	-0.05251270468661773	0.06154714850367024	0.04912478825522304	0.04912478825522304	-0.2919254658385093	-0.23094297007340486	-0.12478825522303783	-0.044607566346696784	-0.14963297571993225	-0.0220214568040655	-0.24110671936758893	-0.03670242800677583	-0.18125352907961603	0.014116318464144552	0.015245623941276116	-0.30434782608695654	-0.20948616600790515	0.2365894974590627	-0.3416149068322981	-0.028797289666854884	-0.08300395256916997	-0.014116318464144552	0.12140033879164314	0.09768492377188029	0.16883116883116883	-0.010728402032749858	0.045736871823828344	0.2490118577075099	0.16996047430830039	-0.10107284020327499	0.2140033879164314	-0.045736871823828344	0.30886504799548276	0.5358554488989271	1.0	0.35290796160361376	-0.24336533032185206	-0.007340485601355167	-0.24675324675324675	-0.15527950310559005	-0.09090909090909091	-0.2761151891586674	0.10333145115753811	-0.21513269339356295	0.26256352343308864	-0.029926595143986448	-0.25352907961603616	-0.23094297007340486	-0.269339356295878	-0.06041784302653868	0.11914172783738002	0.26143421795595706	-0.02766798418972332	0.2704686617730096	0.11801242236024845	0.07396950875211744	0.08413325804630152	0.025409373235460192	-0.18238283455674761	0.03896103896103896	-0.383399209486166	-0.05251270468661773	-0.3370976849237719	-0.34726143421795597	-0.18351214003387917	0.20609824957651043	0.0016939582156973462	-0.4748729531338227	-0.3416149068322981	-0.0818746470920384	0.28514963297571994	-0.37549407114624506	-0.30547713156408807	-0.4556747600225861	-0.2015810276679842	-0.19593450028232637	-0.11575381140598531	-0.24110671936758893	-0.34726143421795597	-0.11236589497459062	-0.39920948616600793	0.19706380575945792	0.10446075663466968	-0.2670807453416149
CblR	-0.14737436476566912	-0.06493506493506493	-0.30434782608695654	-0.08977978543195934	-0.3156408808582722	-0.04121964991530209	0.08977978543195934	0.2727272727272727	-0.1417278373800113	-0.21287408243929984	-0.14059853190287974	-0.23771880293619424	-0.23433088650479955	-0.04686617730095991	-0.06832298136645963	0.043478260869565216	-0.10220214568040654	-0.07961603613777526	-0.029926595143986448	-0.11575381140598531	-0.09090909090909091	0.07961603613777526	-0.07509881422924901	0.13495200451722192	0.024280067758328628	-0.1417278373800113	0.09994353472614342	0.19593450028232637	0.17221908526256352	-0.1293054771315641	-0.02766798418972332	-0.1259175607001694	0.11688311688311688	0.07396950875211744	0.18012422360248448	-0.032185206098249576	0.2862789384528515	0.07284020327498589	0.35290796160361376	1.0	0.46357989836250707	0.34839073969508755	0.4184076792772445	0.20383963862224733	0.30660643704121965	-0.024280067758328628	0.33483907396950874	0.3269339356295878	0.5098814229249012	0.22529644268774704	0.06832298136645963	0.053642010163749296	0.10446075663466968	0.010728402032749858	-0.14963297571993225	0.2738565782044043	0.015245623941276116	0.13608130999435347	0.34839073969508755	0.40711462450592883	0.47035573122529645	0.21852060982495766	-0.000564652738565782	0.2941840767927724	-0.007340485601355167	-0.00846979107848673	-0.11575381140598531	-0.10897797854319594	0.30095990965556185	0.33483907396950874	0.1541501976284585	-0.3416149068322981	-0.2715979672501412	-0.08752117447769622	0.031055900621118012	-0.42179559570863917	-0.23094297007340486	-0.2670807453416149	-0.09316770186335403	0.06719367588932806	0.011857707509881422	-0.018633540372670808	0.10784867306606437	-0.08752117447769622	-0.24675324675324675	0.20496894409937888	0.23094297007340486	0.05251270468661773
HexR	-0.13608130999435347	-0.1665725578769057	0.055900621118012424	0.026538678712591756	-0.21174477696216826	0.033314511575381144	-0.11462450592885376	0.2354601919819311	-0.057029926595143984	0.05138339920948617	0.05928853754940711	-0.06154714850367024	0.06154714850367024	0.19141727837380013	0.10446075663466968	-0.13043478260869565	0.003952569169960474	-0.057029926595143984	0.03896103896103896	0.057029926595143984	0.07058159232072275	-0.029926595143986448	0.0220214568040655	0.1767363071710898	0.0502540937323546	-0.339356295878035	-0.15753811405985318	-0.1417278373800113	-0.06945228684359118	-0.08752117447769622	-0.26595143986448333	-0.16092603049124787	-0.19367588932806323	0.10446075663466968	0.04121964991530209	-0.03896103896103896	0.044607566346696784	-0.22981366459627328	-0.24336533032185206	0.46357989836250707	1.0	0.6205533596837944	0.38114059853190285	0.1225296442687747	0.08865047995482778	0.10446075663466968	0.19367588932806323	0.3642010163749294	0.39469226425748166	0.4150197628458498	0.04121964991530209	0.18125352907961603	0.2761151891586674	0.005081874647092038	-0.1880293619424054	-0.02766798418972332	-0.000564652738565782	0.23771880293619424	-0.11123658949745906	0.014116318464144552	0.31225296442687744	0.1981931112365895	-0.023150762281197064	0.251270468661773	0.30547713156408807	0.09542631281761717	0.22529644268774704	-0.07509881422924901	0.26256352343308864	0.06493506493506493	0.2682100508187465	-0.057029926595143984	-0.19254658385093168	0.07284020327498589	0.3675889328063241	-0.11575381140598531	-0.18238283455674761	-0.024280067758328628	0.15866741953698477	0.05815923207227555	0.313382269904009	0.28740824392998304	0.5629587803500847	0.08752117447769622	-0.012987012987012988	-0.08977978543195934	0.12027103331451157	0.2523997741389046
RbsR	-0.44664031620553357	-0.3438735177865613	0.026538678712591756	0.000564652738565782	-0.28514963297571994	-0.24675324675324675	-0.4771315640880858	-0.13156408808582723	-0.16996047430830039	-0.1880293619424054	-0.251270468661773	-0.3167701863354037	-0.1067193675889328	0.06154714850367024	-0.12704686617730096	-0.20045172219085264	-0.08639186900056466	-0.28289102202145683	-0.33032185206098247	-0.045736871823828344	-0.3111236589497459	-0.1665725578769057	-0.09542631281761717	0.031055900621118012	-0.09542631281761717	-0.20271033314511575	0.07622811970638058	-0.15302089215132694	0.11236589497459062	-0.28514963297571994	-0.02766798418972332	-0.14737436476566912	-0.30999435347261434	-0.35629587803500845	-0.029926595143986448	-0.1665725578769057	-0.00282326369282891	0.15979672501411632	-0.007340485601355167	0.34839073969508755	0.6205533596837944	1.0	0.3709768492377188	0.22416713721061546	0.22190852625635235	0.06945228684359118	0.4048560135516657	0.3642010163749294	0.29079616036137773	0.16770186335403728	0.04912478825522304	0.47374364765669114	0.15527950310559005	0.09542631281761717	0.09542631281761717	0.04799548277809147	-0.012987012987012988	0.3800112930547713	-0.10107284020327499	0.16544325239977414	0.17334839073969507	0.25804630152456237	-0.15302089215132694	0.2490118577075099	0.015245623941276116	0.14511575381140598	0.19028797289666854	0.11349520045172219	-0.1259175607001694	0.0502540937323546	0.06267645398080181	0.020892151326933936	-0.29079616036137773	0.05251270468661773	0.36307171089779783	-0.17334839073969507	-0.017504234895539244	0.11575381140598531	0.313382269904009	0.09316770186335403	0.37662337662337664	0.02766798418972332	0.1541501976284585	-0.23207227555053642	-0.06719367588932806	-0.019762845849802372	-0.20271033314511575	0.06719367588932806
