	NagR	TyrR	HutC	AraR	PhnF	Zur	FUR	KdgR	ArgR	ModE	NsrR	CzrA	SahR_SamR	MntR	NrtR	Phr	NadQ	NagC	ThiR	RbkR	Rex	XylR	AgaR	BirA	MetR	NmlR	ZntR	IscR	NikR	GguR	LldR	MetJ	CueR	ExuR_UxuR	AcnR	GlcC	FixJ	FadP	NiaR	CblR	HexR	RbsR	SdaR	BioQ	SoxR	CadR-PbrR	FnrN_FixK	PurR	NnrR	TrpR	FruR	MerR	PdxR	QorR	DasR	TtrR	NagQ	NtrC	NorR	PhsR	LexA	PsrA	FabR	HisR	PaaR	GntR	LtbR	CcpA	PhrR	LiuR	PhnR	HrcA	NarP	CsoR	PrpR	VanR	PdhR	HypR	NifA	LiuQ	NrdR	HcpR	RutR	GulR	Irr	FadR	AmtR	SiaR
NsrR	0.3416149068322981	0.30773574251835123	0.427442123094297	0.4906832298136646	0.47600225861095424	0.5618294748729531	0.665725578769057	0.7142857142857143	0.7052512704686618	0.7549407114624506	1.0	0.7413890457368718	0.7413890457368718	0.7470355731225297	0.7786561264822134	0.5505364201016375	0.5798983625070582	0.7413890457368718	0.8001129305477132	0.7244494635798984	0.6973461321287409	0.5934500282326369	0.5607001693958216	0.47374364765669114	0.47600225861095424	0.19141727837380013	0.2015810276679842	0.20609824957651043	0.07396950875211744	0.09316770186335403	0.09881422924901186	-0.17108977978543197	-0.32580463015245625	-0.011857707509881422	-0.16544325239977414	-0.09994353472614342	-0.22755505364201017	-0.4748729531338227	-0.12478825522303783	-0.14059853190287974	0.05928853754940711	-0.251270468661773	-0.23094297007340486	-0.30095990965556185	-0.3901750423489554	-0.2670807453416149	-0.5573122529644269	-0.5482778091473743	-0.22529644268774704	-0.2478825522303783	-0.32241671372106157	-0.42857142857142855	-0.26256352343308864	-0.12140033879164314	-0.5697346132128741	-0.44551101072840205	-0.40711462450592883	-0.4850367024280068	-0.1981931112365895	0.033314511575381144	0.18238283455674761	0.07622811970638058	0.3167701863354037	-0.012987012987012988	0.21513269339356295	0.029926595143986448	0.05138339920948617	0.026538678712591756	-0.010728402032749858	0.10784867306606437	0.25014116318464147	0.19593450028232637	0.25352907961603616	0.22416713721061546	0.38114059853190285	-0.029926595143986448	0.18012422360248448	0.07848673066064371	-0.15302089215132694	-0.23997741389045738	-0.026538678712591756	0.034443817052512704	0.18125352907961603	0.19367588932806323	0.2715979672501412	0.019762845849802372	0.2140033879164314	0.35968379446640314
CzrA	0.49181253529079616	0.5110107284020328	0.5335968379446641	0.5990965556182948	0.7967250141163185	0.6058723884810842	0.6804065499717674	0.6476566911349521	0.6510446075663467	0.7380011293054771	0.7413890457368718	1.0	0.8927159796725014	0.7854319593450029	0.7651044607566346	0.47035573122529645	0.577639751552795	0.7041219649915302	0.5200451722190853	0.3687182382834557	0.5245623941276115	0.5742518351214003	0.6623376623376623	0.6261998870694523	0.7323546019198193	0.09994353472614342	0.3201581027667984	0.23094297007340486	0.2919254658385093	0.30660643704121965	0.033314511575381144	-0.20835686053077357	-0.4997176736307171	-0.11801242236024845	-0.11236589497459062	-0.09090909090909091	-0.1767363071710898	-0.3709768492377188	-0.044607566346696784	-0.23771880293619424	-0.06154714850367024	-0.3167701863354037	-0.3190287972896669	-0.2862789384528515	-0.4827780914737436	-0.20948616600790515	-0.4906832298136646	-0.41727837380011296	-0.1067193675889328	-0.14850367024280067	-0.3156408808582722	-0.24675324675324675	-0.189158667419537	-0.13156408808582723	-0.6239412761151891	-0.5753811405985318	-0.3642010163749294	-0.32580463015245625	-0.05928853754940711	-0.05928853754940711	-0.0220214568040655	0.24336533032185206	0.3551665725578769	0.1767363071710898	0.30434782608695654	0.15302089215132694	0.2106154714850367	-0.3156408808582722	-0.233201581027668	-0.23771880293619424	-0.015245623941276116	0.1225296442687747	0.04121964991530209	0.0942970073404856	0.07961603613777526	-0.024280067758328628	0.033314511575381144	0.14850367024280067	-0.15640880858272163	-0.3145115753811406	0.026538678712591756	-0.055900621118012424	0.19706380575945792	0.21287408243929984	0.14398644833427443	0.11688311688311688	0.1383399209486166	0.16205533596837945
SahR_SamR	0.47148503670242803	0.42405420666290233	0.5358554488989271	0.6284584980237155	0.6239412761151891	0.5719932241671372	0.5990965556182948	0.639751552795031	0.7018633540372671	0.6996047430830039	0.7413890457368718	0.8927159796725014	1.0	0.8306041784302653	0.8848108413325805	0.4658385093167702	0.6329757199322417	0.5584415584415584	0.5200451722190853	0.5019762845849802	0.585544889892716	0.5539243365330322	0.6668548842461886	0.6589497459062676	0.7142857142857143	0.21174477696216826	0.3845285149632976	0.2704686617730096	0.24336533032185206	0.1067193675889328	0.05138339920948617	-0.29757199322416716	-0.6499153020892151	-0.189158667419537	-0.2964426877470356	-0.0660643704121965	-0.19367588932806323	-0.30999435347261434	-0.14963297571993225	-0.23433088650479955	0.06154714850367024	-0.1067193675889328	-0.2422360248447205	-0.22529644268774704	-0.46357989836250707	-0.25578769057029926	-0.42066629023150764	-0.3958215697346132	-0.19254658385093168	-0.3167701863354037	-0.4432523997741389	-0.22077922077922077	-0.2862789384528515	-0.25578769057029926	-0.5878035008469791	-0.6713721061547149	-0.40372670807453415	-0.3190287972896669	-0.13043478260869565	-0.07396950875211744	0.007340485601355167	0.0818746470920384	0.2456239412761152	0.12365894974590627	0.14511575381140598	-0.01637492941840768	0.20271033314511575	-0.19932241671372106	-0.36984754376058726	-0.16544325239977414	-0.06380575945793338	0.14059853190287974	0.029926595143986448	0.08526256352343309	0.12704686617730096	0.025409373235460192	0.14059853190287974	0.2140033879164314	-0.019762845849802372	-0.21739130434782608	0.20271033314511575	0.00282326369282891	0.25691699604743085	0.25578769057029926	0.23094297007340486	0.15640880858272163	0.12140033879164314	0.3901750423489554
MntR	0.28063241106719367	0.16205533596837945	0.4308300395256917	0.6363636363636364	0.525691699604743	0.5460191981931113	0.6070016939582157	0.7142857142857143	0.6239412761151891	0.7086391869000565	0.7470355731225297	0.7854319593450029	0.8306041784302653	1.0	0.8520609824957651	0.6194240542066629	0.7323546019198193	0.7470355731225297	0.6216826651609261	0.5957086391869001	0.4308300395256917	0.44776962168266515	0.5302089215132694	0.5403726708074534	0.6431394692264257	0.189158667419537	0.35403726708074534	0.365330321852061	0.35742518351214003	0.19367588932806323	0.04121964991530209	-0.10446075663466968	-0.5652173913043478	-0.1507622811970638	-0.35968379446640314	-0.3879164313946923	-0.22868435911914173	-0.2885375494071146	-0.0220214568040655	-0.04686617730095991	0.19141727837380013	0.06154714850367024	-0.09542631281761717	-0.07284020327498589	-0.3337097684923772	-0.30773574251835123	-0.277244494635799	-0.44212309429700736	-0.20045172219085264	-0.32919254658385094	-0.435347261434218	-0.2230378317334839	-0.35177865612648224	-0.2490118577075099	-0.49294184076792774	-0.6273291925465838	-0.427442123094297	-0.32241671372106157	-0.10220214568040654	0.12365894974590627	0.20383963862224733	0.2523997741389046	0.4771315640880858	0.4184076792772445	0.14511575381140598	0.06267645398080181	0.3495200451722191	-0.21626199887069453	-0.19254658385093168	0.06945228684359118	0.1101072840203275	-0.05138339920948617	-0.1067193675889328	0.05815923207227555	0.22416713721061546	-0.20271033314511575	-0.0660643704121965	-0.00282326369282891	-0.09768492377188029	-0.47939017504234893	-0.06493506493506493	0.044607566346696784	0.365330321852061	0.18125352907961603	0.1665725578769057	0.007340485601355167	0.03557312252964427	0.20045172219085264
NrtR	0.5505364201016375	0.383399209486166	0.44664031620553357	0.6070016939582157	0.4409937888198758	0.6261998870694523	0.717673630717109	0.7515527950310559	0.7922077922077922	0.7108977978543196	0.7786561264822134	0.7651044607566346	0.8848108413325805	0.8520609824957651	1.0	0.5979672501411631	0.7504234895539243	0.6589497459062676	0.6273291925465838	0.6973461321287409	0.6070016939582157	0.4342179559570864	0.6363636363636364	0.5652173913043478	0.6849237718802936	0.40033879164313946	0.3337097684923772	0.3145115753811406	0.251270468661773	0.17447769621682666	0.1981931112365895	-0.2704686617730096	-0.5381140598531903	-0.1417278373800113	-0.2636928289102202	-0.16544325239977414	-0.16996047430830039	-0.3608130999435347	-0.24110671936758893	-0.06832298136645963	0.10446075663466968	-0.12704686617730096	-0.23433088650479955	-0.1507622811970638	-0.4432523997741389	-0.313382269904009	-0.3879164313946923	-0.39695087521174477	-0.35064935064935066	-0.4624505928853755	-0.4432523997741389	-0.3156408808582722	-0.34839073969508755	-0.2670807453416149	-0.6386222473178995	-0.735742518351214	-0.4839073969508752	-0.48616600790513836	-0.14850367024280067	-0.010728402032749858	0.19028797289666854	0.04686617730095991	0.37210615471485037	0.1857707509881423	0.08865047995482778	-0.13382269904009034	0.1281761716544325	-0.11123658949745906	-0.11801242236024845	-0.010728402032749858	0.06945228684359118	0.06267645398080181	0.1225296442687747	0.07622811970638058	0.044607566346696784	-0.054771315640880856	0.04009034443817053	0.017504234895539244	-0.1101072840203275	-0.30886504799548276	-0.006211180124223602	0.13156408808582723	0.339356295878035	0.251270468661773	0.19367588932806323	0.04686617730095991	0.13495200451722192	0.35403726708074534
Phr	0.26595143986448333	0.10220214568040654	0.37323546019198195	0.44212309429700736	0.30095990965556185	0.2964426877470356	0.567476002258611	0.5042348955392434	0.5426312817617166	0.5392433653303218	0.5505364201016375	0.47035573122529645	0.4658385093167702	0.6194240542066629	0.5979672501411631	1.0	0.6149068322981367	0.6871823828345568	0.47374364765669114	0.7278373800112931	0.4579333709768492	0.3675889328063241	0.3551665725578769	0.13721061547148503	0.37775268210050816	0.44664031620553357	0.33483907396950874	0.3337097684923772	0.189158667419537	-0.018633540372670808	0.06719367588932806	-0.06380575945793338	-0.08300395256916997	0.06832298136645963	-0.3337097684923772	-0.4624505928853755	-0.42631281761716544	-0.12365894974590627	-0.03670242800677583	0.043478260869565216	-0.13043478260869565	-0.20045172219085264	-0.042348955392433656	-0.011857707509881422	0.1067193675889328	-0.20835686053077357	-0.07961603613777526	-0.39469226425748166	-0.09542631281761717	-0.39808018068887635	-0.313382269904009	-0.32806324110671936	-0.233201581027668	-0.22416713721061546	-0.24336533032185206	-0.07509881422924901	-0.2941840767927724	-0.5821569734613213	0.25691699604743085	0.2523997741389046	0.2478825522303783	0.3800112930547713	0.47035573122529645	0.24449463579898362	0.09316770186335403	0.08752117447769622	0.2727272727272727	0.05138339920948617	0.19141727837380013	0.46922642574816487	0.10897797854319594	0.08977978543195934	0.30660643704121965	0.15866741953698477	-0.13946922642574816	-0.13495200451722192	-0.06832298136645963	0.11123658949745906	-0.22190852625635235	-0.19480519480519481	-0.3743647656691135	-0.12704686617730096	0.22077922077922077	0.11575381140598531	0.2964426877470356	-0.07509881422924901	0.054771315640880856	0.0378317334839074
NadQ	0.19932241671372106	0.17221908526256352	0.4330886504799548	0.49745906267645396	0.5268210050818747	0.5064935064935064	0.427442123094297	0.5324675324675324	0.5177865612648221	0.6160361377752682	0.5798983625070582	0.577639751552795	0.6329757199322417	0.7323546019198193	0.7504234895539243	0.6149068322981367	1.0	0.7007340485601355	0.5527950310559007	0.551665725578769	0.5053642010163749	0.32919254658385094	0.3924336533032185	0.277244494635799	0.5968379446640316	0.6047430830039525	0.2490118577075099	0.42970073404856013	0.44889892715979673	0.15640880858272163	-0.09203839638622248	-0.21852060982495766	-0.6182947487295314	-0.3382269904009034	-0.48616600790513836	-0.5448898927159797	-0.08752117447769622	-0.2964426877470356	-0.18125352907961603	-0.10220214568040654	0.003952569169960474	-0.08639186900056466	-0.08526256352343309	0.10559006211180125	-0.06719367588932806	-0.16544325239977414	-0.2264257481648786	-0.2715979672501412	-0.3178994918125353	-0.5166572557876906	-0.269339356295878	-0.10784867306606437	-0.277244494635799	-0.044607566346696784	-0.2264257481648786	-0.48955392433653305	-0.14624505928853754	-0.47374364765669114	0.163184641445511	0.11914172783738002	0.08752117447769622	0.16544325239977414	0.21852060982495766	0.1293054771315641	0.2795031055900621	-0.07961603613777526	0.1665725578769057	0.17786561264822134	0.10333145115753811	0.15866741953698477	0.28289102202145683	0.031055900621118012	-0.07284020327498589	0.007340485601355167	-0.08300395256916997	-0.22416713721061546	0.16431394692264256	-0.06493506493506493	-0.2422360248447205	-0.42518351214003386	-0.13946922642574816	0.06493506493506493	0.1756070016939582	0.4647092038396386	0.5618294748729531	-0.02766798418972332	0.06154714850367024	0.12704686617730096
NagC	0.27837380011293056	0.2964426877470356	0.3867871259175607	0.5335968379446641	0.5358554488989271	0.4850367024280068	0.6092603049124788	0.6318464144551101	0.5697346132128741	0.7933370976849238	0.7413890457368718	0.7041219649915302	0.5584415584415584	0.7470355731225297	0.6589497459062676	0.6871823828345568	0.7007340485601355	1.0	0.6984754376058724	0.5584415584415584	0.4500282326369283	0.47939017504234893	0.3450028232636928	0.25352907961603616	0.46357989836250707	0.3382269904009034	0.15753811405985318	0.25917560700169395	0.4048560135516657	0.19480519480519481	0.033314511575381144	-0.1756070016939582	-0.19706380575945792	-0.015245623941276116	-0.13608130999435347	-0.48955392433653305	-0.28740824392998304	-0.2727272727272727	0.014116318464144552	-0.07961603613777526	-0.057029926595143984	-0.28289102202145683	-0.1981931112365895	0.02766798418972332	-0.14398644833427443	-0.163184641445511	-0.36307171089779783	-0.44551101072840205	-0.32241671372106157	-0.2354601919819311	-0.22981366459627328	-0.2987012987012987	-0.2670807453416149	-0.07848673066064371	-0.4116318464144551	-0.32806324110671936	-0.2670807453416149	-0.4647092038396386	0.10220214568040654	0.1101072840203275	0.1281761716544325	0.28740824392998304	0.49745906267645396	0.19480519480519481	0.32919254658385094	0.07735742518351214	0.23433088650479955	-0.07171089779785432	0.16205533596837945	0.1293054771315641	0.19480519480519481	-0.07961603613777526	0.0660643704121965	0.29983060417843027	0.14511575381140598	-0.24336533032185206	0.003952569169960474	-0.043478260869565216	-0.14737436476566912	-0.515527950310559	-0.30886504799548276	0.06267645398080181	0.2106154714850367	0.24449463579898362	0.28289102202145683	-0.16996047430830039	0.3337097684923772	0.06945228684359118
ThiR	0.2682100508187465	0.07509881422924901	0.09655561829474874	0.2230378317334839	0.2456239412761152	0.5008469791078487	0.7086391869000565	0.6092603049124788	0.47148503670242803	0.5189158667419537	0.8001129305477132	0.5200451722190853	0.5200451722190853	0.6216826651609261	0.6273291925465838	0.47374364765669114	0.5527950310559007	0.6984754376058724	1.0	0.5810276679841897	0.6363636363636364	0.3156408808582722	0.26595143986448333	0.20045172219085264	0.33483907396950874	0.2523997741389046	-0.05251270468661773	0.1293054771315641	0.08977978543195934	0.028797289666854884	-0.14511575381140598	-0.21964991530208922	-0.2365894974590627	-0.023150762281197064	-0.27498588368153587	-0.19932241671372106	-0.1507622811970638	-0.3145115753811406	0.015245623941276116	-0.029926595143986448	0.03896103896103896	-0.33032185206098247	-0.20722755505364202	-0.014116318464144552	-0.19593450028232637	-0.10333145115753811	-0.39695087521174477	-0.46696781479390176	-0.32580463015245625	-0.2648221343873518	-0.054771315640880856	-0.3246753246753247	-0.21964991530208922	0.012987012987012988	-0.23997741389045738	-0.30547713156408807	-0.33032185206098247	-0.5866741953698476	-0.08074534161490683	-0.10446075663466968	0.1880293619424054	-0.09994353472614342	0.19028797289666854	0.012987012987012988	0.057029926595143984	-0.18690005646527386	-0.0502540937323546	-0.00282326369282891	0.15866741953698477	0.33145115753811405	0.4782608695652174	-0.14511575381140598	0.10220214568040654	0.15866741953698477	0.3427442123094297	-0.010728402032749858	0.189158667419537	0.018633540372670808	0.025409373235460192	-0.19141727837380013	-0.0818746470920384	0.40146809712027104	0.28289102202145683	0.49745906267645396	0.21852060982495766	0.07396950875211744	0.47035573122529645	0.2546583850931677
RbkR	0.19593450028232637	-0.024280067758328628	0.2715979672501412	0.251270468661773	0.0378317334839074	0.2354601919819311	0.5189158667419537	0.4568040654997177	0.5810276679841897	0.5031055900621118	0.7244494635798984	0.3687182382834557	0.5019762845849802	0.5957086391869001	0.6973461321287409	0.7278373800112931	0.551665725578769	0.5584415584415584	0.5810276679841897	1.0	0.629587803500847	0.3269339356295878	0.44776962168266515	0.21174477696216826	0.33483907396950874	0.391304347826087	0.10333145115753811	0.06267645398080181	-0.023150762281197064	-0.009599096555618294	0.2987012987012987	-0.23997741389045738	-0.14059853190287974	0.006211180124223602	-0.3709768492377188	-0.2738565782044043	-0.3935629587803501	-0.2795031055900621	-0.30434782608695654	-0.11575381140598531	0.057029926595143984	-0.045736871823828344	-0.23094297007340486	-0.07848673066064371	-0.08074534161490683	-0.04912478825522304	-0.1880293619424054	-0.38114059853190285	-0.3269339356295878	-0.5121400338791643	-0.37662337662337664	-0.40146809712027104	-0.32919254658385094	-0.277244494635799	-0.33145115753811405	-0.32241671372106157	-0.2987012987012987	-0.4624505928853755	-0.07622811970638058	0.10333145115753811	0.22868435911914173	0.000564652738565782	0.29757199322416716	-0.06380575945793338	0.06719367588932806	0.00282326369282891	0.15189158667419536	0.18125352907961603	0.11688311688311688	0.32241671372106157	0.20609824957651043	0.20045172219085264	0.4556747600225861	0.2930547713156409	0.14059853190287974	0.14511575381140598	0.17108977978543197	0.05251270468661773	-0.032185206098249576	-0.06493506493506493	-0.05138339920948617	0.18690005646527386	0.3145115753811406	0.12027103331451157	0.3235460191981931	-0.12140033879164314	0.018633540372670808	0.3404856013551666
Rex	0.36645962732919257	0.3359683794466403	0.45115753811405984	0.11123658949745906	0.2230378317334839	0.35177865612648224	0.5957086391869001	0.5223037831733484	0.5584415584415584	0.5358554488989271	0.6973461321287409	0.5245623941276115	0.585544889892716	0.4308300395256917	0.6070016939582157	0.4579333709768492	0.5053642010163749	0.4500282326369283	0.6363636363636364	0.629587803500847	1.0	0.5686053077357425	0.3935629587803501	0.2670807453416149	0.2636928289102202	0.25917560700169395	-0.16770186335403728	0.10333145115753811	-0.05251270468661773	0.23094297007340486	0.055900621118012424	-0.409373235460192	-0.1417278373800113	0.1259175607001694	-0.27498588368153587	-0.06945228684359118	-0.24110671936758893	-0.35742518351214003	-0.20948616600790515	-0.09090909090909091	0.07058159232072275	-0.3111236589497459	-0.33032185206098247	-0.2388481084133258	-0.18690005646527386	0.14398644833427443	-0.2523997741389046	-0.189158667419537	-0.0942970073404856	-0.2478825522303783	-0.17447769621682666	-0.30773574251835123	-0.3111236589497459	-0.026538678712591756	-0.42405420666290233	-0.19706380575945792	-0.14963297571993225	-0.39808018068887635	0.17786561264822134	-0.043478260869565216	0.24675324675324675	-0.06041784302653868	-0.020892151326933936	-0.19480519480519481	0.3370976849237719	-0.19141727837380013	-0.08074534161490683	0.06719367588932806	0.20271033314511575	0.10333145115753811	0.11914172783738002	0.23997741389045738	0.3404856013551666	0.163184641445511	0.1981931112365895	0.21626199887069453	0.21626199887069453	0.06154714850367024	-0.13721061547148503	-0.05928853754940711	0.06041784302653868	0.1259175607001694	0.15640880858272163	0.25014116318464147	0.27837380011293056	-0.1259175607001694	0.08865047995482778	0.18012422360248448
XylR	0.269339356295878	0.42857142857142855	0.4601919819311124	0.42970073404856013	0.44889892715979673	0.38114059853190285	0.4500282326369283	0.37662337662337664	0.5471485036702428	0.5990965556182948	0.5934500282326369	0.5742518351214003	0.5539243365330322	0.44776962168266515	0.4342179559570864	0.3675889328063241	0.32919254658385094	0.47939017504234893	0.3156408808582722	0.3269339356295878	0.5686053077357425	1.0	0.48616600790513836	0.35290796160361376	0.2795031055900621	0.17334839073969507	0.25691699604743085	0.29983060417843027	0.13043478260869565	0.10220214568040654	0.1665725578769057	-0.18125352907961603	-0.15979672501411632	0.019762845849802372	-0.12704686617730096	-0.14624505928853754	-0.18464144551101072	-0.28063241106719367	0.2365894974590627	0.07961603613777526	-0.029926595143986448	-0.1665725578769057	-0.14285714285714285	-0.39920948616600793	-0.11575381140598531	-0.034443817052512704	-0.21626199887069453	-0.28063241106719367	0.11462450592885376	-0.07284020327498589	-0.5064935064935064	-0.2964426877470356	-0.3867871259175607	-0.16996047430830039	-0.52343308865048	-0.22755505364201017	0.10107284020327499	0.08865047995482778	0.32806324110671936	0.3800112930547713	0.189158667419537	0.21626199887069453	0.1857707509881423	-0.12478825522303783	0.1789949181253529	-0.05928853754940711	-0.11236589497459062	-0.14511575381140598	-0.25014116318464147	-0.029926595143986448	-0.20609824957651043	0.08752117447769622	0.04121964991530209	0.30434782608695654	0.31225296442687744	-0.22529644268774704	0.08413325804630152	-0.07396950875211744	-0.16431394692264256	-0.19254658385093168	-0.054771315640880856	-0.3370976849237719	-0.1857707509881423	-0.011857707509881422	0.08300395256916997	0.1101072840203275	0.12140033879164314	0.3416149068322981
AgaR	0.30660643704121965	0.17786561264822134	0.3404856013551666	0.49632975719932243	0.5527950310559007	0.2704686617730096	0.49181253529079616	0.2490118577075099	0.5945793337097685	0.49632975719932243	0.5607001693958216	0.6623376623376623	0.6668548842461886	0.5302089215132694	0.6363636363636364	0.3551665725578769	0.3924336533032185	0.3450028232636928	0.26595143986448333	0.44776962168266515	0.3935629587803501	0.48616600790513836	1.0	0.5053642010163749	0.5482778091473743	0.023150762281197064	0.28402032749858835	0.14285714285714285	0.15189158667419536	0.09090909090909091	0.23207227555053642	-0.33032185206098247	-0.49745906267645396	-0.11914172783738002	-0.26256352343308864	-0.0660643704121965	-0.12140033879164314	-0.6137775268210051	-0.3416149068322981	-0.07509881422924901	0.0220214568040655	-0.09542631281761717	-0.019762845849802372	-0.18238283455674761	-0.17786561264822134	0.0220214568040655	-0.3687182382834557	-0.20948616600790515	-0.1067193675889328	-0.044607566346696784	-0.15979672501411632	-0.14398644833427443	-0.1225296442687747	-0.2230378317334839	-0.5121400338791643	-0.5753811405985318	-0.06832298136645963	-0.189158667419537	0.010728402032749858	0.1880293619424054	-0.17221908526256352	0.18351214003387917	0.30999435347261434	-0.045736871823828344	0.08413325804630152	0.14624505928853754	0.20271033314511575	-0.0818746470920384	-0.3178994918125353	-0.1857707509881423	-0.03670242800677583	0.3235460191981931	0.13495200451722192	0.2964426877470356	-0.005081874647092038	0.20383963862224733	0.09203839638622248	0.2896668548842462	0.009599096555618294	0.019762845849802372	0.034443817052512704	-0.09203839638622248	0.07848673066064371	0.18125352907961603	0.21174477696216826	0.2365894974590627	-0.018633540372670808	0.39695087521174477
BirA	0.14963297571993225	0.37662337662337664	0.22981366459627328	0.3190287972896669	0.3461321287408244	0.36645962732919257	0.4059853190287973	0.6160361377752682	0.37210615471485037	0.36645962732919257	0.47374364765669114	0.6261998870694523	0.6589497459062676	0.5403726708074534	0.5652173913043478	0.13721061547148503	0.277244494635799	0.25352907961603616	0.20045172219085264	0.21174477696216826	0.2670807453416149	0.35290796160361376	0.5053642010163749	1.0	0.6871823828345568	-0.20496894409937888	0.5223037831733484	0.4409937888198758	0.515527950310559	0.13382269904009034	0.2670807453416149	-0.3438735177865613	-0.44664031620553357	0.0016939582156973462	0.025409373235460192	0.17334839073969507	0.08977978543195934	-0.11462450592885376	-0.028797289666854884	0.13495200451722192	0.1767363071710898	0.031055900621118012	-0.00846979107848673	-0.13156408808582723	-0.3585544889892716	-0.25352907961603616	-0.20609824957651043	-0.11688311688311688	0.08074534161490683	-0.18464144551101072	-0.32919254658385094	-0.09655561829474874	-0.22416713721061546	-0.3856578204404291	-0.6273291925465838	-0.48842461885940147	-0.20609824957651043	0.07058159232072275	-0.019762845849802372	0.1281761716544325	0.031055900621118012	-0.15640880858272163	0.09655561829474874	0.1789949181253529	0.12478825522303783	0.22416713721061546	0.2738565782044043	-0.30095990965556185	-0.2365894974590627	-0.33145115753811405	-0.1665725578769057	0.12478825522303783	-0.251270468661773	-0.033314511575381144	-0.06041784302653868	0.07961603613777526	0.18238283455674761	0.07058159232072275	-0.06719367588932806	-0.13608130999435347	0.3337097684923772	-0.11349520045172219	0.028797289666854884	0.026538678712591756	0.11688311688311688	0.3438735177865613	0.08526256352343309	0.3246753246753247
MetR	0.1880293619424054	0.2715979672501412	0.1417278373800113	0.35177865612648224	0.4872953133822699	0.515527950310559	0.5742518351214003	0.6092603049124788	0.40711462450592883	0.3370976849237719	0.47600225861095424	0.7323546019198193	0.7142857142857143	0.6431394692264257	0.6849237718802936	0.37775268210050816	0.5968379446640316	0.46357989836250707	0.33483907396950874	0.33483907396950874	0.2636928289102202	0.2795031055900621	0.5482778091473743	0.6871823828345568	1.0	0.19367588932806323	0.4556747600225861	0.19932241671372106	0.4082439299830604	0.20609824957651043	0.06719367588932806	-0.3675889328063241	-0.6284584980237155	-0.4048560135516657	-0.20948616600790515	0.04121964991530209	0.09090909090909091	-0.15979672501411632	-0.08300395256916997	0.024280067758328628	0.0502540937323546	-0.09542631281761717	-0.189158667419537	-0.07735742518351214	-0.269339356295878	-0.1507622811970638	-0.2795031055900621	-0.18012422360248448	-0.05138339920948617	-0.4116318464144551	-0.3438735177865613	-0.15753811405985318	-0.043478260869565216	-0.23771880293619424	-0.46696781479390176	-0.5765104460756635	-0.22416713721061546	-0.19028797289666854	0.04009034443817053	-0.003952569169960474	-0.0016939582156973462	0.08639186900056466	0.19254658385093168	0.14737436476566912	0.29983060417843027	0.14624505928853754	0.10446075663466968	-0.3246753246753247	-0.2422360248447205	-0.20609824957651043	0.08977978543195934	-0.1101072840203275	-0.19706380575945792	-0.20948616600790515	-0.27837380011293056	-0.17221908526256352	0.21852060982495766	0.0378317334839074	-0.1857707509881423	-0.15753811405985318	0.2140033879164314	0.14511575381140598	0.37210615471485037	0.2964426877470356	0.24336533032185206	0.4590626764539808	0.2682100508187465	0.3924336533032185
NmlR	0.33145115753811405	0.19593450028232637	0.16996047430830039	0.3404856013551666	0.15979672501411632	0.4872953133822699	0.277244494635799	0.15640880858272163	0.37549407114624506	0.22190852625635235	0.19141727837380013	0.09994353472614342	0.21174477696216826	0.189158667419537	0.40033879164313946	0.44664031620553357	0.6047430830039525	0.3382269904009034	0.2523997741389046	0.391304347826087	0.25917560700169395	0.17334839073969507	0.023150762281197064	-0.20496894409937888	0.19367588932806323	1.0	0.16770186335403728	0.25691699604743085	0.07058159232072275	-0.163184641445511	0.12140033879164314	0.003952569169960474	-0.18125352907961603	-0.3890457368718238	-0.189158667419537	-0.3709768492377188	-0.06493506493506493	0.11123658949745906	-0.014116318464144552	-0.1417278373800113	-0.339356295878035	-0.20271033314511575	-0.2896668548842462	0.06832298136645963	0.02766798418972332	-0.07171089779785432	0.07622811970638058	-0.0378317334839074	-0.3404856013551666	-0.6058723884810842	-0.2264257481648786	-0.15189158667419536	-0.1417278373800113	0.11914172783738002	-0.09655561829474874	-0.269339356295878	-0.08977978543195934	-0.4398644833427442	0.1293054771315641	0.04121964991530209	0.16431394692264256	0.029926595143986448	0.16544325239977414	-0.05138339920948617	-0.08752117447769622	-0.21852060982495766	-0.26595143986448333	0.3867871259175607	0.14737436476566912	0.35177865612648224	0.17108977978543197	0.053642010163749296	0.20496894409937888	0.07735742518351214	-0.15979672501411632	-0.339356295878035	0.13156408808582723	-0.22868435911914173	-0.21287408243929984	-0.06719367588932806	-0.19028797289666854	0.17334839073969507	-0.019762845849802372	0.269339356295878	0.22416713721061546	0.11688311688311688	0.09542631281761717	0.08752117447769622
