	HutC	RbkR	KdgR	BirA	MetR	Zur	NrtR	NagC	MntR	FUR	SahR_SamR	ModE	ArgR	CzrA	LldR	PdxR	NsrR	IscR	LexA	RutR	Phr	ThiR	HrcA	PsrA	NagQ	NrdR	PhnR	Rex	NadQ	AgaR	SoxR	PhnF	TyrR	NagR	HisR	CueR	XylR	NorR	CblR	PaaR	FnrN_FixK	LiuR	HexR	NtrC	SdaR	TrpR	CcpA	RbsR	AraR	NikR	PhrR	SiaR	GntR	MetJ	FabR	CadR-PbrR	HcpR	FadR	ExuR_UxuR	NiaR	LtbR	NnrR	HypR	PdhR	GlcC	MerR	DasR	AmtR	FruR	Irr	NmlR	PrpR	BioQ	LiuQ	FixJ	GulR	QorR	AcnR	CsoR	GguR	NarP	NifA	PhsR	FadP	PurR	VanR	TtrR	ZntR
Rex	0.5810662352652145	0.5367911890270753	0.5699065039331389	0.6190788528306085	0.6552767103476088	0.6564610556665477	0.6331982886094256	0.6332701373469738	0.6327185244587009	0.6571053766032698	0.6418386787248935	0.5961660586563823	0.6551306951713013	0.668371722191062	0.5001877337981097	0.580558658699955	0.5972159773050697	0.5654820123208997	0.5443144471587301	0.5915376093375546	0.5043016534480441	0.4587750485558404	0.4703311067950364	0.4498727582035034	0.4522275426341138	0.4677167398287682	0.4859871784768995	1.0	0.4611437391937181	0.42903430661332864	0.49672277048731983	0.4194946484279033	0.4203753748881709	0.3822445545610042	0.3817740612151244	0.36835688890331014	0.4096652775910741	0.34453555585428147	0.4014096258766705	0.369842535379709	0.27582266804492633	0.3753864766769727	0.24907176066490214	0.3363679767859047	0.2881366145801948	0.25000115885060564	0.2667882687235492	0.35959134292243583	0.2728305157812275	0.22729695778539014	0.3543185726668861	0.3621431319560008	0.42815821555548345	0.3620921425293537	0.2531207846809221	0.432735675447664	0.47444039104254837	0.3597095456842086	0.33549652113048195	0.2884726812558232	0.22417037885143998	0.19581562223324417	0.27314804084716615	0.34966926403715737	0.28151030681728634	0.19516898359531082	-0.003970222174838108	0.15191372589011315	0.15273650982010004	0.22990437164802463	0.17699588839805128	0.29041723257204577	0.14443450408147182	0.19501137991294715	0.01621231997255842	0.0896672244600915	-0.006148861313394922	-0.03455924276066027	0.07380951277285137	0.03951912335269386	0.11197278091697531	0.25211258465403674	0.12218225475244633	0.13880712554060382	0.060320491723488974	0.06418873504503293	0.14499770547580088	0.24471216468657728
NadQ	0.4979650583365395	0.5661031562455094	0.6090895606102044	0.6154215203192865	0.6055203007449091	0.6310497795866148	0.6071241499830807	0.6334486003402385	0.638990223936291	0.6605170327862013	0.6212505388655316	0.6106748682386861	0.6210512165613657	0.5863830418437777	0.5342162229813981	0.5283431681121397	0.5930417974236434	0.5417603404239539	0.5669514348888198	0.511303428807172	0.5561370410372176	0.5535528041866955	0.4176381697577075	0.42345096439547397	0.5368305899476663	0.5213413927530118	0.34569904186231926	0.4611437391937181	1.0	0.3787749558477919	0.4955569667780708	0.3556025791379079	0.36825954545243844	0.35943605694128333	0.38762393907227055	0.3467721375231191	0.443156060093357	0.3331486898035053	0.3156755403720374	0.2950132340739161	0.27242491806926217	0.2901947332557676	0.29911556521779437	0.32585720179297367	0.3740816108950499	0.3058902058582216	0.4556577404267351	0.43512986079886523	0.2373418748348638	0.3532779248230435	0.2822148879855005	0.37129805174036185	0.17991155652177943	0.19907894553865693	0.24510385619127525	0.3551738044138302	0.26669787837631126	0.1644918903634619	0.28992587991526486	0.2835035298589447	0.2531045607724435	0.19453393346343362	0.3778432399608772	0.24766723373089636	0.19890743564902588	0.22419819126597476	-0.00472115736727684	0.02900834835976285	-0.07250232928971728	0.08819780189217127	0.12971941909136842	0.03002813689270434	0.14238102080832146	0.1817703528931864	0.06907676689951839	0.21863802606023242	0.09351229076952315	0.030846285420268762	0.061771372681719366	0.11071890456169953	0.15305635258724987	0.14764452025902627	0.1647491551979085	-0.006362089824828143	0.05047953238060362	0.171486712618956	0.25402468815330204	0.20350111944968502
AgaR	0.5129698559780468	0.443517621482309	0.47779642239641035	0.5752372167189694	0.5703909034862862	0.5764192443366971	0.55107518159189	0.5635699088216344	0.5060700594722131	0.5562830562135251	0.5618130913035215	0.5290013952561292	0.5866634836903366	0.5915839633617792	0.4237939841747361	0.513203943800381	0.4973531852167746	0.46261084406042713	0.475863459586244	0.4348216065377716	0.45084155730979786	0.38437220427291396	0.3754560077133096	0.36226828782140724	0.3652094506584589	0.41956881486666264	0.37508054011709024	0.42903430661332864	0.3787749558477919	1.0	0.5188290046400378	0.4243224200508967	0.32410965507970574	0.318625974013934	0.340400776893446	0.3385373451196166	0.37777370892454026	0.185594559891717	0.3000913174277225	0.3474326823683198	0.39026843615428475	0.32056588992773405	0.26063013660530937	0.2719358831136925	0.3494629886293579	0.1575665991443047	0.3188299317205223	0.28280590179436427	0.2598398004922797	0.2148787146956163	0.3991521848969318	0.3343052227079094	0.3763228279663099	0.17158869147225017	0.3010670696376506	0.19679832754680598	0.31154307911241313	0.17317631680194315	0.15939062999754325	0.26959500489034954	0.1386008501328043	0.2440353959328979	0.11013252615525816	0.3169711353491153	0.21434100801461078	0.2445244308884676	-0.13249138974000027	0.1046001733640506	0.01576732134000213	0.2330471744904534	0.10079219027399863	0.12337587087623011	0.08700418576838748	0.15507275264102052	0.05498282583402478	0.0022945241991183464	-0.058095498560707545	0.0019607752247011324	-0.010724003504364232	0.07109780235571152	0.16248244341332493	0.1591913076933774	0.05420639592826251	0.04986070615720504	0.13478127853669616	0.13240331709397352	0.1568782418845692	0.12888504665532538
SoxR	0.43221651037634834	0.447979196313928	0.5650277428834984	0.5676096620328094	0.5708359021188425	0.6029847356198228	0.5954916076039142	0.5828624537039183	0.5949121823011064	0.5795226462585349	0.5735406594323487	0.5514066128650958	0.5660753438309747	0.5797196508614896	0.5746068019895147	0.49156588529233164	0.5731373794215945	0.49245124715502175	0.5556201936671132	0.4848329632737066	0.5700061650852218	0.4414919506236934	0.3343840245490912	0.39579615354306985	0.4508114271940519	0.45091108834613475	0.4048630006814042	0.49672277048731983	0.4955569667780708	0.5188290046400378	1.0	0.4001233017044375	0.3071139520977514	0.343485637205594	0.3456874533562631	0.2632120557546203	0.3625603181740223	0.2894229387524278	0.3264204031873027	0.38395038265247	0.22597355039377742	0.39704307679471196	0.2901692385424441	0.30295367842359233	0.30458070467387627	0.32103406557240266	0.3955342533062008	0.35295576435468246	0.2698175042066277	0.2732940560234737	0.33793937820711906	0.31214799912854435	0.27561407493591555	0.21078565435658297	0.20987479778056933	0.29602143410080145	0.2159216802406701	0.1571401421214383	0.17700284150168497	0.17638633297949763	0.1674933134320056	0.17728560104945512	0.28294959926946056	0.32102711246876897	0.19722014916724995	0.1417853715970352	-0.11640422563284832	0.08832527545878896	-0.017700284150168496	0.21240340980202196	0.25155170096091894	0.1281990070968011	0.18048634642216463	0.16633446282639028	0.07005947221308018	0.13304068492706195	-0.00032216046836106076	0.14271940518516116	0.061776008084141826	0.13757179079501786	0.13765522803862218	0.18285503706004236	0.1962165845427871	0.12346162582104565	0.11937320088443479	0.10697581710556202	0.11119635101121304	0.25148448762579323
PhnF	0.46213107990970237	0.6672916734266285	0.488202900834836	0.6085054999049743	0.5317107879720578	0.5401588088869935	0.5968845460318638	0.5460643115732092	0.5550036851449258	0.5262896848389893	0.5197630382281638	0.5562923270183701	0.5843156523633599	0.5922097426888115	0.49962685010499186	0.45560443329887684	0.5585196378823628	0.4573033082867089	0.4596743166257979	0.5111550959296531	0.5051684737010443	0.503235510890878	0.3704173252800942	0.36507965939063	0.40214201945941935	0.2788171380098363	0.33214048977662	0.4194946484279033	0.3556025791379079	0.4243224200508967	0.4001233017044375	1.0	0.5796802499408986	0.37323564995295067	0.4090255920567744	0.350700641076155	0.4285777194747162	0.2607599278731383	0.42303841357987493	0.35423977082570424	0.26066490212347787	0.21095948194742525	0.3166489748807543	0.1930714639991471	0.48445749567748725	0.30669213047730737	0.12882942182625584	0.19573218498963987	0.2844955059773514	0.16139544154525776	0.3862541776564332	0.1773458612809471	0.3034983382082315	0.2590425112756164	0.39562464365343875	0.23425469682150457	0.24456151410784727	0.16304332710644276	0.20533442110776848	0.17319254071042178	0.168944194390236	0.14616814458747235	0.24890488617769352	0.3449249296577682	0.210393962851885	0.23521422512295406	-0.08909706996212877	0.0711881927029495	-0.04683610607654903	0.32973471591936254	0.11915301926936787	0.24732189625042297	0.04181132985060098	0.19356049895471675	-0.040659432348619344	0.052243303002350146	-0.02126027321061878	0.061048249903815396	0.1026417158405607	0.10580769569510177	0.1110039818106809	0.12443042492734006	0.12462279412787221	0.09398973721903667	0.07591862087507127	0.14464541489169383	0.2182950062809703	0.14132646675721153
TyrR	0.4437818394203893	0.6068089426183534	0.45075116696255985	0.5522363498987165	0.5613982227867113	0.48802212014036	0.5058730548692585	0.49780977235538704	0.6007412008473516	0.48273776137875407	0.5027070750147175	0.5193273104004524	0.5513440349323927	0.4946484279032684	0.3417659029068609	0.3685724351159546	0.5035182704386482	0.39301491208959305	0.36192990344456755	0.44969893061266114	0.3890122420977977	0.46326211810078294	0.28672049914013287	0.25961730117600157	0.3748116867765875	0.29812127139817646	0.2641368185379014	0.4203753748881709	0.36825954545243844	0.32410965507970574	0.3071139520977514	0.5796802499408986	1.0	0.31307971501545906	0.3575494481553416	0.2943781839420389	0.39439857971269776	0.28930473599065504	0.2517023515396489	0.33149616883989785	0.2498273312597633	0.13061173405769222	0.30667822427004	0.11093676847555521	0.28815052078746217	0.20933477339835257	0.1729283227723415	0.17132215583295865	0.13033360991234455	0.20462752223834313	0.2816192387742142	0.24470521158294356	0.15161706013507562	0.23660484584969244	0.29334448920183004	0.3273057650499928	0.3577163226425502	0.29555789385855535	0.2941927678451405	0.33174648057071077	0.13801678942757414	0.07915413176594926	0.19878227978361943	0.30695403071417643	0.27484923353620944	0.1824726163601893	-0.0116441308852228	0.15060654240697907	0.1338310210400916	0.31840811010007836	0.1802406700937742	0.15597433841218925	-0.0581372171825097	0.17844676935628168	-0.11137944940690025	0.07800223426396763	-0.12074064459906086	-0.0881699894776365	0.001302548080711627	0.0008969503687462627	0.07436576106354673	0.19314563043790647	0.050987108945863134	0.02601619609606408	-0.04057135970259258	0.2076127213984082	0.12306529891392522	0.03613064418187465
NagR	0.3177406121512439	0.40854582790604965	0.4304828698703478	0.5718603260542064	0.5021067904010087	0.5137346973777529	0.4821884661916924	0.4388010995174546	0.508781769889353	0.5207364727368806	0.47173099832661974	0.4316417204759631	0.47067644427550975	0.4879410005979669	0.40452925170698695	0.3902638007518623	0.39798174578526035	0.37423226147377986	0.33123890400545125	0.3984754161432525	0.3510853794772193	0.3503900691138501	0.3746842132099698	0.4053960719599872	0.39224311758625324	0.28536000852914045	0.42350658922454354	0.3822445545610042	0.35943605694128333	0.318625974013934	0.343485637205594	0.37323564995295067	0.31307971501545906	1.0	0.3039804200601675	0.3550022945241991	0.43897260940708566	0.33513495974152996	0.256606607302613	0.21730071246135232	0.14689822046901002	0.3779243595032703	0.2384984077392679	0.14258497851490978	0.400480227690967	0.3738197106581808	0.3279941223097283	0.26570126685548207	0.27295335394542275	0.32116849224265404	0.20118110053724314	0.2316658245685599	0.21037078583977267	0.27637659863441044	0.3145885385039702	0.19082097612304214	0.1592654741321368	0.07721189815093797	0.15002943480538264	0.2693562816655928	0.3400160384923817	0.12756163926371267	0.16192619512262957	0.30649049047193033	0.31197185383649084	0.09691004074518729	-0.17001729005103577	0.12932309218424798	0.10555970166550009	0.2493568379138835	0.22827502769652946	0.10577061247572209	0.057013132095062834	0.18365696167912818	0.02643570001529683	-0.012789075283570744	-0.12048569746582549	0.06372055940036435	0.09646735981384223	0.06487709230476844	0.09202896199433554	-0.06347720077318512	0.12248123820869508	0.0033722552623406	0.06285142144615284	-0.01086306557703807	0.06357686192526804	0.10846146358196086
HisR	0.36846118545781553	0.4775971000922445	0.5613588218661203	0.5531611126819975	0.552391635879869	0.5768294774510849	0.5637808196318563	0.5711835573005271	0.533812942970644	0.5346867163272779	0.5558635522942924	0.5009548928990271	0.5398412838210549	0.5110461639727253	0.43253867084470937	0.5223310511702074	0.5248689339965049	0.5334467461792696	0.5477261033416616	0.4913271620675749	0.4893455275319727	0.534496664827957	0.47599556855528413	0.36795592659376725	0.38951981866305724	0.3833408272339163	0.3248930380891017	0.3817740612151244	0.38762393907227055	0.340400776893446	0.3456874533562631	0.4090255920567744	0.3575494481553416	0.3039804200601675	1.0	0.4569904186231928	0.3285156050822552	0.4053520356369738	0.3089681130667359	0.37154836347117476	0.15845659640941728	0.30324339107499615	0.29833681761082087	0.2600159457843333	0.29594494996083087	0.22124312222165568	0.240338662500985	0.3268445425089579	0.21961841367258297	0.26487152982186146	0.28214535694916354	0.19604043925073356	0.34128150335371366	0.16115208291807853	0.25873425701452274	0.26263726585423514	0.21046349388822191	0.27423040731281084	0.24138858114967252	0.20512351029754647	0.26145987363893	0.08306409370929538	0.2822844190218374	0.1957715859102308	0.29918741395534254	0.08892556007249769	-0.08412328316282779	0.10492001613120043	0.05155958114503711	0.27942437572717876	0.20133638651839558	0.11487454283343608	0.0004287747240776708	0.029750012747356662	-0.059815232859440695	0.08729853382221378	-0.025316250330272422	0.15829667502584238	0.119526169164376	0.09145417209395033	0.1785626544168432	0.10771748149315583	0.18512406654583718	0.13283672722047365	0.16470743657610634	0.24775298867571188	0.20456030890321744	0.21036383273613898
CueR	0.46193407530674774	0.41042780128956896	0.4829208597744413	0.46535036689210174	0.5503335172042961	0.5404068029165952	0.4471100583597165	0.5232998502765017	0.5058243831438226	0.4764243432793618	0.4920526025466901	0.4758704126898777	0.4897928438657402	0.49933713745358804	0.4624671465853308	0.5590897923803255	0.4539287353231571	0.4303553963037301	0.44396262011486526	0.403655478350353	0.3342843633970083	0.3954369098553291	0.448482137476765	0.24617695185207503	0.2815242130245537	0.3346691017980726	0.23331371012974492	0.36835688890331014	0.3467721375231191	0.3385373451196166	0.2632120557546203	0.350700641076155	0.2943781839420389	0.3550022945241991	0.4569904186231928	1.0	0.49961757930014694	0.29810272978848656	0.34667247637103615	0.3929500164556786	0.06643458751871543	0.2720633566803102	0.18451682882849474	0.1676740941264816	0.31474845988754513	0.24312917475930673	0.28736250237564376	0.33313941899866034	0.20843318762718385	0.17295845288808748	0.16169210730029526	0.08430174615609254	0.41474104324366917	0.4161617940861536	0.24159717425868327	0.16475842600275342	0.21159916748172491	0.21726594694318388	0.2758759751727846	0.34680922074249876	0.0859473140160663	0.11541456721565282	0.23928410844987508	0.37688139395821646	0.25006373678330884	0.2648112695903695	0.019987855245653153	0.06091614093477525	0.08044045593818228	0.1625867399678303	0.2402088712331561	0.10780787184039382	0.1603478405977815	0.1906378777273549	-0.05810013396313001	-0.05441035363485081	-0.07568453305273698	0.13418794702662112	0.014144930492140675	0.049429613731916136	0.0520578869054517	0.10659339640570896	0.21736560809526678	0.06967009840959343	0.21156440196355647	0.10493855774089028	0.14250849437493915	0.11515962008241745
XylR	0.49785612637961163	0.4563646392961605	0.5156491185782294	0.5489428964775577	0.6199549438884536	0.5992764136818538	0.5249407827340531	0.5363438726933079	0.5519698142594249	0.5829968803741696	0.5835114100430628	0.5485048509486351	0.5345453365533929	0.561426035201246	0.4782391033277554	0.5712785830501875	0.5021160612058536	0.46728796510469056	0.47713819525242085	0.4454552196948978	0.3817717435139132	0.42479986650041024	0.42708975529710613	0.31946729955361075	0.367140095767414	0.30595510149213606	0.35819376909206374	0.4096652775910741	0.443156060093357	0.37777370892454026	0.3625603181740223	0.4285777194747162	0.39439857971269776	0.43897260940708566	0.3285156050822552	0.49961757930014694	1.0	0.3084860312147999	0.29263063722877103	0.31708006730604316	0.23702898517134766	0.2931521200012979	0.22078653508304324	0.29931720522317146	0.4534095702518414	0.2931915209218888	0.2783605508712239	0.3463734929147874	0.2174490453388711	0.17621250538865532	0.16091799509574423	0.2592603751894721	0.364094636375857	0.33190408425307444	0.3264667572115273	0.23548539616466804	0.3145769499979141	0.21410923789348774	0.2656525951300462	0.3611696974472839	0.2726149695685831	0.14015602764554005	0.3598370192508263	0.38677334272774894	0.21252856566742842	0.3473816929416727	-0.14004477798740098	0.1639773606945687	0.1356226040763729	0.25106961910898296	0.24509226768521908	0.03873110494087544	0.06783679675150998	0.23450500855231746	0.020722566529613268	0.04786748311554668	0.03183130843504179	-0.006545188220515364	0.053441554528556395	-0.007495445717119932	0.05157812275472695	0.06525719530341026	0.08837162948301357	0.008378489878598811	0.043672443923219194	0.09988596910040745	0.08502718663520774	0.0631874881217813
NorR	0.42003003740769757	0.426918245407475	0.43841172571396786	0.5252536723975691	0.4448479819775554	0.5168867710250266	0.4709939693414484	0.4206581344359411	0.4630094886687588	0.4577645308277438	0.4940203308750249	0.46810611363225496	0.4595561138640251	0.41956881486666264	0.3469181526994266	0.40347006225345455	0.4698629311503678	0.5060909187831142	0.4025916534943981	0.4255276246807367	0.41865564058943777	0.3769578780981871	0.3798897701303939	0.2454491936717486	0.26681839883929526	0.33815028901734107	0.27687490439482504	0.34453555585428147	0.3331486898035053	0.185594559891717	0.2894229387524278	0.2607599278731383	0.28930473599065504	0.33513495974152996	0.4053520356369738	0.29810272978848656	0.3084860312147999	1.0	0.297031951828898	0.302156389206929	0.07360555506626308	0.14233930218651933	0.30829134431305655	0.317098608915733	0.2715859102307967	0.24282787360184674	0.23931423856562106	0.22219569741947148	0.3334754856742888	0.2577353277924823	0.1544284317042984	0.19024850392386816	0.25536663715460456	0.20419874751426545	0.22481238208695087	0.2950201871775498	0.17212408045204444	0.20669259401754964	0.3089518891582573	0.32453379440136093	0.32206776031261153	0.048493262442578955	0.316625797868642	0.2501216793135896	0.1107930710004589	0.1205992648251758	-0.09371393077490023	-0.009073800241968006	0.09456220941821064	0.14136123227538	0.09413111699292175	-0.02569867103012548	0.07597656340535204	0.11981124641335737	-0.08332367624495321	0.30382281637780384	0.07011046163972726	0.12461815872544975	0.25496567484506166	0.07672749859779077	-0.07868132071885821	0.09587171060255596	-0.06292095248248977	-0.1101881509843277	0.04421942140906963	0.1446593210989612	0.13184938650448938	0.14844876257932332
CblR	0.44069466140703006	0.41243261283728344	0.3261098312249978	0.47900858012988395	0.4374545151137296	0.49674362979822095	0.45287418127204715	0.4340382235283756	0.382121716396809	0.42143456434170334	0.4379064668499196	0.4330253880990678	0.5076229192837376	0.41178365649813886	0.34949311874510386	0.42171500618826224	0.41618033569584345	0.41621046581158944	0.41321599584667945	0.44635912316727777	0.36545512698684934	0.2532436228451173	0.2559112969392438	0.2884912228655131	0.4049093547056288	0.2764391765671137	0.3491269219537294	0.4014096258766705	0.3156755403720374	0.3000913174277225	0.3264204031873027	0.42303841357987493	0.2517023515396489	0.256606607302613	0.3089681130667359	0.34667247637103615	0.29263063722877103	0.297031951828898	1.0	0.33083794169590836	0.1703371328181856	0.19063324232493245	0.18038204986765927	0.16434123978473192	0.1798698378999773	0.09094196012626836	0.2551928095637623	0.23489206465459297	0.18518896217975164	0.15695472602453983	0.19395450816062595	0.12566112427050355	0.21635045496474775	0.3169618645442704	0.3473492451247155	0.33564021860557824	0.25680592960677884	0.07516768568263253	0.24739838039039358	0.19910907565440294	0.2172682646443951	0.1820183469227881	0.16145338407553853	0.1899495204676194	0.11085101353073967	0.14773722830747552	0.03280474294375866	0.023955759719280028	-0.08616054252749952	0.09328515605082255	0.11340048486309338	0.1939498727582035	0.036717022588316	0.12603659186672292	0.036179315907310494	0.06357686192526804	-0.17931358960928193	0.07723971056547274	0.025228177684245658	0.1197231737673306	0.10266721055388424	0.13897631772902364	0.1691713291089366	0.16177554454389959	0.14408916660099846	0.055107981699431235	0.06404040216751418	0.22865049529274883
PaaR	0.3883980512768216	0.4194598829097348	0.3568216899750152	0.38928804854193416	0.41052282703922943	0.495990376904571	0.4343766079052153	0.4510431973151749	0.453094362887114	0.4665277591074069	0.42937500869137957	0.4606315272260361	0.42793339853799406	0.41688723456526877	0.3341847022449254	0.38649753628361244	0.4358437127719243	0.36156834205561555	0.34948616564147017	0.41650713156662694	0.3829445003267959	0.39283181369390585	0.3202715418739078	0.20113706421422975	0.3301264074240605	0.33947369640895375	0.2790558612345931	0.369842535379709	0.2950132340739161	0.3474326823683198	0.38395038265247	0.35423977082570424	0.33149616883989785	0.21730071246135232	0.37154836347117476	0.3929500164556786	0.31708006730604316	0.302156389206929	0.33083794169590836	1.0	0.3301565375398065	0.27151637919445976	0.22964247141115557	0.18326990557685266	0.22802239826450532	0.25631689465120916	0.2444572175533419	0.165347122110406	0.21955583573987975	0.2695370623600688	0.14150261204926506	0.1627976507780523	0.27171106609620316	0.21204648381549243	0.22886372380418207	0.20894771729607706	0.2495607956204718	0.2264463614408685	0.27125911436001315	0.1788338254585572	0.0173224988527379	0.13049584899713068	0.11913679536088925	0.19385484700854305	0.2325488687300388	0.13375221919890976	0.02218271829268858	0.17040898155573375	0.07126931224534258	0.13659603858508976	0.30746856038306963	0.045955379616281385	0.14459442546504675	0.15787948880782085	0.003828842400953039	0.12057840551427472	-0.002843819386180011	0.05833885718788677	0.16838331069711818	0.10430582531022431	0.05368027775331315	0.15737422994377256	0.09912112770070133	0.2002262076382161	0.228812734377535	0.09347520755014346	0.07838233726260946	0.19366016010679968
FnrN_FixK	0.4030320167245319	0.32022982325210564	0.2828986098428135	0.31685756798976505	0.30762616406543336	0.41949001302548083	0.44506352819019984	0.3524597762954791	0.35981615993992516	0.39179580125248575	0.3957103985982543	0.447768285503706	0.38465264611947286	0.32510858430174616	0.27022310191859306	0.3628662547339047	0.4066360421079956	0.4355702240289991	0.461785742429229	0.3860687615595348	0.4058874246167681	0.42000454269437404	0.3261306905358989	0.3338115523499173	0.44235181777306	0.39783573060895283	0.3228580964256412	0.27582266804492633	0.27242491806926217	0.39026843615428475	0.22597355039377742	0.26066490212347787	0.2498273312597633	0.14689822046901002	0.15845659640941728	0.06643458751871543	0.23702898517134766	0.07360555506626308	0.1703371328181856	0.3301565375398065	1.0	0.17295613518687625	0.31570103508536096	0.3307684106595714	0.38545457073855866	0.2996579073012224	0.108955133939953	0.10604873662106976	0.18605810013396312	0.15288020729519633	0.18764804316486736	0.20251377873370077	0.14652970597642434	0.06606607302612977	0.2272413329563206	0.148726886724671	0.4142473728856771	0.12376524467971688	0.2228098882404476	0.11867325511864313	0.11391733223319782	0.2592117034640362	0.13289930515317688	0.14944073869773003	0.23646810147822983	0.1719757475745257	0.007660002503117308	0.04310228942525646	0.03153696038121549	-0.0524055420871363	-0.027031349226583106	0.03621871682790141	0.10937232015797452	0.08557416412105817	0.19255461662904266	0.11722469186162397	0.20124367846994637	-0.040015111411897224	0.11880999949010573	0.08825806212366327	0.21162929759747093	0.18654249968711034	0.07032832555358294	0.20512351029754647	0.2034246353097144	0.12087275356810101	-0.0024590809851157227	-0.03751199410376812
LiuR	0.284873291274782	0.3566640862926515	0.4188016557657453	0.39207624309904465	0.4852640556989955	0.4769643676615785	0.43556095322415417	0.4253167138705147	0.45588487514543574	0.4443728532292531	0.4274721759969592	0.41062480589252354	0.3434949080104389	0.42988722065906154	0.4388822190598477	0.4752353625580005	0.4218308912488238	0.4071297124659877	0.4400457050678855	0.404791151943856	0.35595023431959244	0.33254840518979656	0.41688723456526877	0.32055893682410036	0.39508693697243324	0.3577302288498176	0.29913642452869543	0.3753864766769727	0.2901947332557676	0.32056588992773405	0.39704307679471196	0.21095948194742525	0.13061173405769222	0.3779243595032703	0.30324339107499615	0.2720633566803102	0.2931521200012979	0.14233930218651933	0.19063324232493245	0.27151637919445976	0.17295613518687625	1.0	0.26480895188915826	0.33778640992717784	0.3580639778242348	0.28377701860186993	0.24387315684811176	0.2864655520068975	0.18827382249189964	0.17992546272904683	0.16095739601633516	0.17546852329985027	0.20499603673092878	0.12647000199322303	0.10080146107884357	0.14162081481103783	0.023044903143266383	0.09393411238996713	0.13939350394704517	0.02303563233842146	0.21314275648840453	0.2783976340906036	0.22930176933310464	0.320966852237277	0.2594921453105951	0.26157112329706905	-0.061018119788069404	0.08211151851147958	0.07933491246042525	0.15717490763960673	0.21875622882200518	0.06097408346505602	0.16197486684806542	0.06389438699120664	0.01944783086343641	-0.06759343812433076	-0.07820850967176715	0.1131362669250131	0.20439806981843128	0.18436386054855353	0.08495302019644835	0.022884981759691468	0.22766778997918705	0.14099271778279432	0.23006661073281076	0.1938594824109655	0.041507710991929764	0.20093310650764146
HexR	0.36448632788055496	0.414256643690522	0.4208597744413181	0.42231992620439346	0.4694781927493035	0.5342046344753419	0.46895670997677663	0.44730474526145986	0.46884546031863755	0.4730822181327672	0.49798591764744055	0.4414015602764554	0.46013553916683275	0.41605054442801453	0.4494996083084953	0.41523934900408377	0.5469635796431668	0.4703612369107824	0.5017753591278027	0.42189810458394944	0.3730618223621084	0.4627684477427908	0.41349643769323835	0.4657884124210243	0.43692376153635776	0.5022296285652039	0.2608989899458121	0.24907176066490214	0.29911556521779437	0.26063013660530937	0.2901692385424441	0.3166489748807543	0.30667822427004	0.2384984077392679	0.29833681761082087	0.18451682882849474	0.22078653508304324	0.30829134431305655	0.18038204986765927	0.22964247141115557	0.31570103508536096	0.26480895188915826	1.0	0.4151628648641132	0.4209177169715989	0.3215370067352397	0.19994344809044598	0.22741747824837413	0.11365311429511753	0.22651125707478295	0.24625807139446812	0.14263596794155683	0.17181582619095076	0.02336242820920498	-0.011264027886580973	0.3188901919520143	0.23018481349458353	0.22890312472477298	0.15809967042288775	0.17069637650592637	0.10177026018513798	0.16486040485604758	0.23564299984703171	0.15685738257366813	0.1048110841742726	0.1449304921406752	-0.10483657888759612	0.09012381159870395	0.12274313844556416	0.03434601424922705	0.01330592265367518	0.07559182500428775	0.00642466775753137	0.1379982478178843	0.09164190589206002	0.11833487074180345	0.12333183455321674	0.06597568267889177	0.10514251544747857	0.047624124488367454	0.18791457880415888	0.2900209056649253	0.05176353885162541	0.19570669027631635	0.23221975515804405	0.2607228446537586	0.17695416977624912	0.1822964710681358
NtrC	0.3716480246232577	0.33433071742123294	0.4562441188331765	0.3770413153417914	0.4083488233030951	0.5182171315202729	0.5021044726997974	0.46425641192040085	0.48635569296948516	0.4793423291043012	0.5056065192299669	0.43045737515702426	0.37300156213061636	0.41850962541313025	0.4241555455636881	0.4903444567540131	0.5455266048922037	0.4894521417876893	0.5485906058934507	0.4430795759533864	0.44552938613365717	0.4502853090191025	0.4262020757332048	0.4316394027747519	0.39480649512587435	0.4939577529423217	0.21881185365107472	0.3363679767859047	0.32585720179297367	0.2719358831136925	0.30295367842359233	0.1930714639991471	0.11093676847555521	0.14258497851490978	0.2600159457843333	0.1676740941264816	0.29931720522317146	0.317098608915733	0.16434123978473192	0.18326990557685266	0.3307684106595714	0.33778640992717784	0.4151628648641132	1.0	0.4013424125415448	0.3521584751380191	0.18158261909507675	0.32218364537317307	0.14398950544891556	0.18431055342069522	0.20453944959231635	0.18231501267782563	0.2645215569389657	0.14349815279213465	0.05199299127153724	0.20604595537961629	0.20329252634067427	0.08020868581705921	0.2502445174777848	0.145702286644015	0.2679030830061512	0.3478498685863413	0.22314131951365357	0.19189175408263068	0.08037787800547905	0.20820605290848326	0.007627554686160079	0.098112927673816	0.003694415730701661	-0.07989579615354307	0.039954851180405225	-0.018226402325117855	0.03589192095711789	0.14111323824577832	0.2186727915784009	0.187302705684394	0.18075288206145618	0.15197630382281638	0.2388761930366985	0.1763793798758639	0.0854327843471731	0.29593567915598595	0.12416388928804854	0.2289054424259842	0.23464870602741378	0.2814848121039628	0.14445536339237292	0.22217252040735916
