	HutC	RbkR	KdgR	BirA	MetR	Zur	NrtR	NagC	MntR	FUR	SahR_SamR	ModE	ArgR	CzrA	LldR	PdxR	NsrR	IscR	LexA	RutR	Phr	ThiR	HrcA	PsrA	NagQ	NrdR	PhnR	Rex	NadQ	AgaR	SoxR	PhnF	TyrR	NagR	HisR	CueR	XylR	NorR	CblR	PaaR	FnrN_FixK	LiuR	HexR	NtrC	SdaR	TrpR	CcpA	RbsR	AraR	NikR	PhrR	SiaR	GntR	MetJ	FabR	CadR-PbrR	HcpR	FadR	ExuR_UxuR	NiaR	LtbR	NnrR	HypR	PdhR	GlcC	MerR	DasR	AmtR	FruR	Irr	NmlR	PrpR	BioQ	LiuQ	FixJ	GulR	QorR	AcnR	CsoR	GguR	NarP	NifA	PhsR	FadP	PurR	VanR	TtrR	ZntR
SahR_SamR	0.6727405889742318	0.6861299488715112	0.7493800149259958	0.7947953701600604	0.8070281971529358	0.8404030945946572	0.8181879284850114	0.7939517269191725	0.8160417371634119	0.8258386601832838	1.0	0.7843657147095225	0.8168807450018774	0.8100667034408592	0.6814041561018119	0.7582104565407846	0.7835985556086051	0.7665008737733566	0.7633464824248717	0.6854948987396341	0.693361176650551	0.6464903050558334	0.618923566849456	0.5697952542749999	0.6527411452225225	0.6537331213409292	0.5478188113901108	0.6418386787248935	0.6212505388655316	0.5618130913035215	0.5735406594323487	0.5197630382281638	0.5027070750147175	0.47173099832661974	0.5558635522942924	0.4920526025466901	0.5835114100430628	0.4940203308750249	0.4379064668499196	0.42937500869137957	0.3957103985982543	0.4274721759969592	0.49798591764744055	0.5056065192299669	0.5461477488168135	0.42140675192716853	0.4044574029694388	0.4099016831146196	0.3576421562037908	0.3844741831262081	0.36857475281716584	0.3814101821249612	0.3433326689256528	0.25605035901191764	0.3380645340725255	0.3998660368699909	0.38877120117182973	0.31597220612707494	0.4226745344897117	0.3875150071153427	0.32054966601925544	0.2648413997061155	0.39697818116079747	0.43240887957688046	0.31585168566409094	0.27475189008533774	-0.09329674455687871	0.1610895049853753	0.024335862717921857	0.2199058086227756	0.24924558825574442	0.07026806532209094	0.11664758426002754	0.19178977522933655	0.1118429896491464	0.2711664063115639	0.03315703352786572	0.08898582030398969	0.10002271347187006	0.14409380200342092	0.22508123542745365	0.2934951397805601	0.1605749753164821	0.13276256078171428	0.19316648974880754	0.1736027738248096	0.1513713838066852	0.22998780889162893
ModE	0.6617152843124076	0.6732273062285903	0.6871659613129314	0.7477761656878242	0.7496859514858782	0.8339761091359147	0.7805762732291603	0.7444456290472857	0.7850077179450334	0.7871956278884351	0.7843657147095225	1.0	0.8111490699065039	0.7553735902582382	0.6211786901279834	0.7086394630349834	0.7943063352044908	0.7451664341239784	0.7896802035868744	0.6864242969253376	0.701079121683949	0.6540205162911218	0.587059810597457	0.5054419624439696	0.6231278768466284	0.5968938168367087	0.589542068594685	0.5961660586563823	0.6106748682386861	0.5290013952561292	0.5514066128650958	0.5562923270183701	0.5193273104004524	0.4316417204759631	0.5009548928990271	0.4758704126898777	0.5485048509486351	0.46810611363225496	0.4330253880990678	0.4606315272260361	0.447768285503706	0.41062480589252354	0.4414015602764554	0.43045737515702426	0.5127288150520788	0.4234370581882066	0.36157529515924924	0.4356907444919831	0.3338208231547622	0.3135965623855635	0.3180558195159713	0.33222624472143547	0.38096286579119365	0.2562890822366744	0.38312528102127186	0.4225285193134042	0.44031455840838823	0.3195182889802578	0.4060033096773296	0.3811691411989932	0.32100161775544545	0.2821360861443186	0.4022996231417831	0.3893413556697925	0.3051786715863738	0.35646476398848564	-0.05027093927159286	0.15338314845803339	0.05463285295112895	0.10491306302756674	0.2150618130913035	0.19179672833297023	0.18376821133726726	0.251482169924582	0.018861452456995054	0.1789334866106401	0.06785533836119982	0.07601596432594296	0.16452202047920791	0.13989180970745976	0.11000968799106295	0.2837005344618993	0.2520059703983201	0.10152226615553629	0.19444354311619563	0.2004904255762964	0.17432821430392478	0.20490332868247957
ArgR	0.7165868604882933	0.7254706092309404	0.728592552762468	0.8223482021591705	0.8337698337281151	0.8406464532218364	0.7818000194686902	0.755139502435904	0.8090585034139739	0.8067408022027432	0.8168807450018774	0.8111490699065039	1.0	0.8067732500197005	0.6420959435593401	0.7598884722177156	0.7903175714199628	0.7843888917216348	0.7226059305338592	0.685865730933431	0.7169368333711891	0.6250005794253028	0.6273599992583356	0.5416027367415902	0.6305468384237778	0.5924276066026672	0.543498616332377	0.6551306951713013	0.6210512165613657	0.5866634836903366	0.5660753438309747	0.5843156523633599	0.5513440349323927	0.47067644427550975	0.5398412838210549	0.4897928438657402	0.5345453365533929	0.4595561138640251	0.5076229192837376	0.42793339853799406	0.38465264611947286	0.3434949080104389	0.46013553916683275	0.37300156213061636	0.4454158187743069	0.38620087052857494	0.3517042057006179	0.3752960863297347	0.3703130287255888	0.39526771766690927	0.38037185198232987	0.37962323449110236	0.40552818092902737	0.3232127047109595	0.3591069433692886	0.5046191785139827	0.44071552071793113	0.33327152796770054	0.3862286829431097	0.4267328293105766	0.25212880856251535	0.23887851073790972	0.36877407512133165	0.37345351386680636	0.27949390676351565	0.2601596432594296	-0.10353171310567327	0.14922287478387436	0.022915111875437467	0.2086417807361946	0.17408253797553436	0.16981333234444748	0.06358845043132419	0.2201352610426874	0.0538726469538453	0.18222462233058764	0.08011366006739876	0.05255155726344383	0.13616262845858965	0.1539440321511512	0.2135321302918913	0.32783188322494217	0.17276608368755533	0.1413473260681126	0.1387236882969995	0.22428394621079029	0.18080387148810323	0.2462117173702435
CzrA	0.7089940713203017	0.7698754467369084	0.7001659474067241	0.774534026171482	0.7774520119964214	0.8139627591769379	0.7965405991721172	0.7312718153626507	0.8157497068107967	0.798508327500452	0.8100667034408592	0.7553735902582382	0.8067732500197005	1.0	0.6506088601081903	0.6950136976141583	0.7600576644061354	0.7114925532260084	0.7108389614844413	0.684127455025008	0.6638637933352184	0.6305514738262002	0.5156398477733845	0.5296433984916401	0.5850874468666998	0.5584732838581381	0.46793923914504637	0.668371722191062	0.5863830418437777	0.5915839633617792	0.5797196508614896	0.5922097426888115	0.4946484279032684	0.4879410005979669	0.5110461639727253	0.49933713745358804	0.561426035201246	0.41956881486666264	0.41178365649813886	0.41688723456526877	0.32510858430174616	0.42988722065906154	0.41605054442801453	0.41850962541313025	0.4847008543046665	0.4134106827484228	0.4006123366600071	0.3705447988467119	0.3672443923219194	0.38782557907764764	0.42308940300652204	0.33630539885320143	0.43659696566557427	0.28166791049965	0.34136957599974044	0.42288776300114495	0.3531713105673269	0.30157232850169885	0.35275180664809413	0.3450941218461881	0.2704896375578846	0.25797173331602785	0.39266957460911966	0.45454524384534445	0.36425919316185434	0.27537998711358125	-0.08889311225554046	0.1200546050405366	0.05555529803319875	0.20525330156537538	0.2225758004181133	0.18223389313543256	0.09643954739930748	0.21940518516114976	0.04506074694874636	0.15827349801373006	0.06215379338157242	0.0774483036744835	0.10026838980026051	0.17645354631462332	0.11575526929370374	0.24639945116835318	0.158252638702829	0.13097561314785544	0.1732412124358576	0.17306043174138164	0.21101974217891725	0.2137152286875785
LldR	0.5529872850911551	0.5554602722835383	0.5927845325891967	0.6403738915593957	0.6170995359962175	0.7221725204073591	0.7503441786298678	0.6740338662500985	0.6795708544437286	0.6647955092221332	0.6814041561018119	0.6211786901279834	0.6420959435593401	0.6506088601081903	1.0	0.6877731990302738	0.7085907913095475	0.6400331894813448	0.7025415911482356	0.5891712364008882	0.6637710852867692	0.6177415392317284	0.5637738665282227	0.4813540937556494	0.5345754666691389	0.4877787615131808	0.4545429261441332	0.5001877337981097	0.5342162229813981	0.4237939841747361	0.5746068019895147	0.49962685010499186	0.3417659029068609	0.40452925170698695	0.43253867084470937	0.4624671465853308	0.4782391033277554	0.3469181526994266	0.34949311874510386	0.3341847022449254	0.27022310191859306	0.4388822190598477	0.4494996083084953	0.4241555455636881	0.4768693419119181	0.456218624119853	0.3233494490824221	0.4114360013164543	0.30667590656882876	0.24648057071074625	0.3249579337230162	0.35159527374369004	0.319801048528028	0.1864335677301825	0.2956900028275955	0.3097167305579634	0.25135006095554185	0.26118406719479353	0.3488163499914245	0.2717551024192165	0.2788634920340609	0.22424222758898812	0.3854267583240239	0.5123626182607043	0.2832022287014847	0.3061173405769222	-0.04889190705091063	0.08885139363373831	0.0370415007578883	0.20030500947939794	0.18534656586211531	0.08470270846563545	0.057244902216185896	0.13693674066314068	0.04503293453421159	0.20119964214693298	0.10081536728611094	0.12553365070388586	0.11917851398269141	0.2578535305542551	0.14439046775845846	0.22773500331431273	0.281878821309872	0.11652474609583231	0.25665759672926003	0.25718603260542067	0.19495807278508884	0.2107578419420482
PdxR	0.6444646341972178	0.5923001330360496	0.6095415123463943	0.6674261000968799	0.7171732388947346	0.8067361668003208	0.6884638739912206	0.6795314535231376	0.6952871863570836	0.7294987739360592	0.7582104565407846	0.7086394630349834	0.7598884722177156	0.6950136976141583	0.6877731990302738	1.0	0.7498481905706644	0.7396085866194474	0.7418289443798063	0.6494082908807728	0.6690925272677547	0.5707524648752381	0.6992527731294992	0.5044152208073944	0.5855417163041009	0.604282648298112	0.4827910685066124	0.580558658699955	0.5283431681121397	0.513203943800381	0.49156588529233164	0.45560443329887684	0.3685724351159546	0.3902638007518623	0.5223310511702074	0.5590897923803255	0.5712785830501875	0.40347006225345455	0.42171500618826224	0.38649753628361244	0.3628662547339047	0.4752353625580005	0.41523934900408377	0.4903444567540131	0.49281976164760743	0.39376352958082056	0.32208398422109014	0.53175250659386	0.256305306145153	0.2770023779614427	0.2709508600989195	0.270925365385596	0.43481928883656035	0.34353894433345233	0.3241815038172539	0.3358047753915756	0.3180511841135488	0.25421010425020046	0.3809443241815038	0.36680866449420807	0.23038413579874936	0.29332826529335143	0.28328103054266657	0.40523383287520104	0.22744297296169766	0.2626048180372779	-0.0649350348350492	0.170682470298659	0.09525056667794615	0.0929259123630818	0.1697623429178004	0.12353579225980503	0.11184994275278008	0.09379041491487083	0.10206229053775304	0.14400341165618294	0.1054391812025161	0.13403034334425742	0.20336205737701119	0.20719321747917546	0.15909859964492817	0.3145190074676333	0.2561500201640005	0.22255957650963468	0.24155313793566988	0.1723535328719563	0.20626381929347196	0.13703408411401236
NsrR	0.6715423374480256	0.6628973119301352	0.6943508350677464	0.7361065400892779	0.7527244577738016	0.8555145064918811	0.8194719349560332	0.78647018740932	0.8269789691792093	0.7896384849650723	0.7835985556086051	0.7943063352044908	0.7903175714199628	0.7600576644061354	0.7085907913095475	0.7498481905706644	1.0	0.7919886339932601	0.7781403692561569	0.7393420509801558	0.7261543310882534	0.6913285526883016	0.6132591050892083	0.5620657207355456	0.6568759241833579	0.6344220348489554	0.5178694763385884	0.5972159773050697	0.5930417974236434	0.4973531852167746	0.5731373794215945	0.5585196378823628	0.5035182704386482	0.39798174578526035	0.5248689339965049	0.4539287353231571	0.5021160612058536	0.4698629311503678	0.41618033569584345	0.4358437127719243	0.4066360421079956	0.4218308912488238	0.5469635796431668	0.5455266048922037	0.5635838150289018	0.4568536742517302	0.35800603529395403	0.42121670042784765	0.3140809619387107	0.44929101519948456	0.3606319907662784	0.31598147693191986	0.4048444590717143	0.23689455850109628	0.2730715567071955	0.38377655506162767	0.3480839564086756	0.34605828555006	0.45206762125053884	0.35837686748775094	0.27992036378638213	0.2540687244763154	0.4225632848315726	0.4161617940861536	0.28310488525061306	0.3016557657453032	-0.12290769523156153	0.07151498857373303	-0.038640714593637444	0.14178305389582396	0.19662218225475245	0.12139423634062792	0.05969239469524547	0.14423286407609476	0.08321937969044782	0.19519911371105683	0.14719720392525878	0.13779429011129601	0.24949589998655733	0.1986524885157905	0.2276422952658635	0.4050460990770914	0.21504095378040244	0.21834599570761737	0.28208509671767157	0.3039781023589563	0.23278759195479556	0.21950716401444392
IscR	0.6664271708748395	0.6655696214266842	0.6389160574975317	0.6657898030417511	0.7288266405848024	0.8065901516240133	0.776874904394825	0.676469770223102	0.7561407493591557	0.72042265599288	0.7665008737733566	0.7451664341239784	0.7843888917216348	0.7114925532260084	0.6400331894813448	0.7396085866194474	0.7919886339932601	1.0	0.778200629487649	0.7163597257695927	0.7205872127788774	0.7082176414145394	0.6741312097009702	0.6295502269029486	0.6333373506820995	0.6450116116830683	0.5161265650277429	0.5654820123208997	0.5417603404239539	0.46261084406042713	0.49245124715502175	0.4573033082867089	0.39301491208959305	0.37423226147377986	0.5334467461792696	0.4303553963037301	0.46728796510469056	0.5060909187831142	0.41621046581158944	0.36156834205561555	0.4355702240289991	0.4071297124659877	0.4703612369107824	0.4894521417876893	0.501195933824995	0.471040323365673	0.3736690600794508	0.3855542318906416	0.4072154674108033	0.35178300754179975	0.285385503242464	0.26111221845724536	0.3808075798100412	0.21081346677111773	0.2987540038288424	0.43887063055379155	0.3532779248230435	0.34092689506839535	0.4510686920284985	0.3089912900788482	0.29725213344396495	0.2953516184507558	0.34901798999680156	0.3320060631063686	0.22207054155406503	0.19771150182403086	-0.14131256054994415	0.09200114957980077	0.07019853428575402	0.03388710940940338	0.1422095109186904	0.0961846002660721	0.12220079636213618	0.1384664234625529	0.13295492998224642	0.23348753772058722	0.18634085968173328	0.1399775646522753	0.19079084600729612	0.2315290801970973	0.2763881871404666	0.36556869434619965	0.2278763830881978	0.19114081889019197	0.2634809090951231	0.20737399817365146	0.1760131830844895	0.2291997904798105
LexA	0.627072604308143	0.593862263652419	0.665367981421307	0.6858889079455432	0.6744116515475291	0.8202715418739078	0.7839044921684876	0.7136248383403405	0.7261149301676625	0.7523883910981732	0.7633464824248717	0.7896802035868744	0.7226059305338592	0.7108389614844413	0.7025415911482356	0.7418289443798063	0.7781403692561569	0.778200629487649	1.0	0.7030908863352971	0.732711107814825	0.6852561755148773	0.6505995893033454	0.6620559863904585	0.6235543338694949	0.6692246362367948	0.5378364722733404	0.5443144471587301	0.5669514348888198	0.475863459586244	0.5556201936671132	0.4596743166257979	0.36192990344456755	0.33123890400545125	0.5477261033416616	0.44396262011486526	0.47713819525242085	0.4025916534943981	0.41321599584667945	0.34948616564147017	0.461785742429229	0.4400457050678855	0.5017753591278027	0.5485906058934507	0.5402515169354427	0.5247530489359433	0.3711728958749554	0.3998382244554561	0.33587430642791255	0.30768874199813656	0.29837621853141183	0.27065419434388194	0.3265316528454418	0.24483268514956125	0.33946674330532006	0.3213098720165391	0.3106183163291321	0.3520379546750351	0.44499863255628536	0.28594638693558183	0.34781510306817287	0.3333758245222059	0.35804080081212253	0.349233536209446	0.29482550027580645	0.3052899212445128	-0.08773426164992514	0.05486462307225202	0.016281851008895336	0.000894632667535032	0.12716067695416977	0.1993014448549351	0.10889719140967223	0.03774839962731365	0.115034464217011	0.23170754319036208	0.13850814208435505	0.111829083441879	0.12839137629733324	0.26735610552030076	0.20578869054516968	0.3595218118860989	0.2738317627044792	0.23075960339496873	0.25709564225818266	0.26859839336952035	0.1883317650221804	0.1826626678595102
RutR	0.5852520036526971	0.6189027075385549	0.6271120052287339	0.7076637108250553	0.7236048597558997	0.7552275750819307	0.7584885806861322	0.6718876749284989	0.7301106470558242	0.7255401402672773	0.6854948987396341	0.6864242969253376	0.685865730933431	0.684127455025008	0.5891712364008882	0.6494082908807728	0.7393420509801558	0.7163597257695927	0.7030908863352971	1.0	0.6573464175292378	0.6948839063463295	0.5225605035901192	0.5083715367749652	0.5799676448910912	0.5476380306956349	0.4865040258470039	0.5915376093375546	0.511303428807172	0.4348216065377716	0.4848329632737066	0.5111550959296531	0.44969893061266114	0.3984754161432525	0.4913271620675749	0.403655478350353	0.4454552196948978	0.4255276246807367	0.44635912316727777	0.41650713156662694	0.3860687615595348	0.404791151943856	0.42189810458394944	0.4430795759533864	0.47893673139233583	0.435971186338542	0.24664049209432118	0.3055518214813819	0.313088985820304	0.34268603028771943	0.32973471591936254	0.31139938163731684	0.3866899054841446	0.324172233012409	0.26086885983006614	0.36858170592079953	0.33015885524101773	0.311501360490611	0.4842118193490968	0.313330026746272	0.3709086779368751	0.33706096944806263	0.32630220042552993	0.37940537057724666	0.32218364537317307	0.30310664670353354	0.0010730956607997923	0.050836458367133144	-0.042761587347205546	0.18961808919441342	0.11231116529381498	0.25143118049793495	0.08035701869457797	0.15995383139187228	0.03338185054535509	0.15194849140828162	0.03599621751162327	0.11963278342009262	0.21233387876568505	0.18355034742341156	0.14515530915816457	0.21278814820308625	0.15186968956709976	0.16209075190862696	0.20909141477117335	0.22515540186621302	0.23984730984420413	0.27995281160333935
Phr	0.6008918514260816	0.6148351419128452	0.6167773755278565	0.6881278073155921	0.6511118012710273	0.7436066212088203	0.7491018907806481	0.6977740797567341	0.7197713819525242	0.6728078023093574	0.693361176650551	0.701079121683949	0.7169368333711891	0.6638637933352184	0.6637710852867692	0.6690925272677547	0.7261543310882534	0.7205872127788774	0.732711107814825	0.6573464175292378	1.0	0.688076817888945	0.5578822700492744	0.518710801878265	0.5940592682553736	0.5696144735805239	0.5411577381090339	0.5043016534480441	0.5561370410372176	0.45084155730979786	0.5700061650852218	0.5051684737010443	0.3890122420977977	0.3510853794772193	0.4893455275319727	0.3342843633970083	0.3817717435139132	0.41865564058943777	0.36545512698684934	0.3829445003267959	0.4058874246167681	0.35595023431959244	0.3730618223621084	0.44552938613365717	0.5361213733770297	0.4937491598333109	0.33435621213455646	0.37342570145227155	0.43369288604790224	0.3493192911542616	0.29464008417890797	0.336361023682271	0.25268273915199946	0.13594708224594518	0.33952932123802326	0.3997941881324427	0.2946841205019214	0.31593975831011767	0.3709017248332414	0.28095637622780223	0.37083219379690446	0.22943851370456725	0.32162044397884404	0.35451325956862945	0.25503752358260984	0.15986575874584552	-0.12307688741998137	0.049955731906865496	0.005817430040188939	0.07097959959393875	0.06872911171783379	0.18134853127274245	0.12107671127468932	0.10086172131033555	0.07527661763956038	0.30272886140610294	0.14840704395752116	0.13827637196323198	0.20130393870143837	0.255139502435904	0.1770584663307545	0.26663993584603046	0.2361853419304597	0.21999388126880234	0.2694698490249431	0.243965864896561	0.18209251336154747	0.17455303132141417
ThiR	0.5838173466029454	0.6226434772934812	0.6757814129633665	0.6138362126908048	0.6296614765610876	0.7221053070722335	0.7446101858332831	0.7001589943030905	0.7393559571874232	0.6704205700617899	0.6464903050558334	0.6540205162911218	0.6250005794253028	0.6305514738262002	0.6177415392317284	0.5707524648752381	0.6913285526883016	0.7082176414145394	0.6852561755148773	0.6948839063463295	0.688076817888945	1.0	0.5488246937157849	0.6160959713717546	0.5522502561059839	0.6126356434633873	0.38907713773171215	0.4587750485558404	0.5535528041866955	0.38437220427291396	0.4414919506236934	0.503235510890878	0.46326211810078294	0.3503900691138501	0.534496664827957	0.3954369098553291	0.42479986650041024	0.3769578780981871	0.2532436228451173	0.39283181369390585	0.42000454269437404	0.33254840518979656	0.4627684477427908	0.4502853090191025	0.5257380719507164	0.5765675772142158	0.30334073452586785	0.34732143271018073	0.37319393133114853	0.31291979363188416	0.22416110804659506	0.2322753799871136	0.2767103476088277	0.13842934024317322	0.3598856909762621	0.3003485822621691	0.30625176724717357	0.2776374280933199	0.3826130690535899	0.30893566524977867	0.3691263657054387	0.2890011171319838	0.33785594096351473	0.2685080030222824	0.30941542940050343	0.2714491658593341	-0.07799064575791147	0.018479031757141995	-0.022143317372097657	0.07673445170142446	0.093530832379213	0.10864919738007055	0.10488988601545443	0.12697757855848255	0.010063458659163495	0.24781324890720388	0.0860979645947963	0.14110164973972214	0.17560294997010165	0.2666584774557203	0.24502273664888216	0.21864961456628856	0.24595213483458567	0.19420481989143887	0.23001793900737494	0.29282995953293683	0.2645331454450218	0.1877639282254289
HrcA	0.5075047165219648	0.49558709689381686	0.5522803862217298	0.5370971255869579	0.6115138760771517	0.6869990868257227	0.583080317617774	0.5967431662579787	0.5736495913892765	0.6215866055411601	0.618923566849456	0.587059810597457	0.6273599992583356	0.5156398477733845	0.5637738665282227	0.6992527731294992	0.6132591050892083	0.6741312097009702	0.6505995893033454	0.5225605035901192	0.5578822700492744	0.5488246937157849	1.0	0.5860910114911626	0.5085708590791309	0.6196490073285712	0.46954540608442924	0.4703311067950364	0.4176381697577075	0.3754560077133096	0.3343840245490912	0.3704173252800942	0.28672049914013287	0.3746842132099698	0.47599556855528413	0.448482137476765	0.42708975529710613	0.3798897701303939	0.2559112969392438	0.3202715418739078	0.3261306905358989	0.41688723456526877	0.41349643769323835	0.4262020757332048	0.4366688144031224	0.48076771534920804	0.12791624754903097	0.37445244308884673	0.2144870231909183	0.21412546180196634	0.1446430971904826	0.17527615409931813	0.3990687476533275	0.28230759603394967	0.27115481780550776	0.383769601957994	0.26230119917860667	0.32719451539185374	0.34411605193504874	0.3681135302761309	0.2780592497137639	0.20949005937950504	0.2664429312430759	0.2710783336655372	0.3112278717476858	0.2866185202868387	-0.06991345703677265	0.11278861174332849	0.13874918301032305	0.06065424069790619	0.16417668299873453	0.08943545433896843	-0.006725968914991355	0.03548632324515253	0.13429919668476017	0.07419425117391566	0.09669449453254285	0.1647653791063871	0.20109071019000516	0.20429377326392592	0.181012464597114	0.2993450176377062	0.21752089407641925	0.2503998034589373	0.22663409523897818	0.18601174610973853	0.06756330800858476	0.1223908478614571
PsrA	0.5036735564198006	0.47797952079209755	0.6429673992147629	0.5137856868044	0.5339659112505852	0.6489262090288368	0.6093839086640307	0.6098659905159667	0.6117247868873736	0.6285304383700071	0.5697952542749999	0.5054419624439696	0.5416027367415902	0.5296433984916401	0.4813540937556494	0.5044152208073944	0.5620657207355456	0.6295502269029486	0.6620559863904585	0.5083715367749652	0.518710801878265	0.6160959713717546	0.5860910114911626	1.0	0.5556943601058726	0.6212853043837001	0.4157492432705545	0.4498727582035034	0.42345096439547397	0.36226828782140724	0.39579615354306985	0.36507965939063	0.25961730117600157	0.4053960719599872	0.36795592659376725	0.24617695185207503	0.31946729955361075	0.2454491936717486	0.2884912228655131	0.20113706421422975	0.3338115523499173	0.32055893682410036	0.4657884124210243	0.4316394027747519	0.4003087178013359	0.5531054878529279	0.26597939100082973	0.35405435472880575	0.23385605221317288	0.3228302840111064	0.29591481984508483	0.13754629608169433	0.14032058443153742	0.21651037634832268	0.227285369279334	0.26080628189736293	0.14186649113942826	0.18487375481502427	0.3300360170768225	0.15647959727623753	0.3223482021591704	0.28386509124789666	0.20403882613069055	0.20106753317789283	0.30367216579907386	0.20949933018434996	-0.14866430879196776	-0.03424171769472167	0.0517403618395131	0.062459729941454864	0.05901562594156612	0.1896853025295391	-0.003374572963551831	0.009020493114109702	0.11023218730734109	0.12725570270383024	0.07933027705800279	0.1260829458909475	0.0750888838414507	0.2255030570478976	0.31880211930598756	0.29617208467953143	0.16124247326531652	0.26199526261872425	0.18834335352823656	0.2162461584102424	0.1649299358923845	0.22598977430225606
NagQ	0.5734572221887443	0.5050363647320042	0.5619799657907302	0.6072887067690782	0.6228682943109706	0.7043934344160089	0.6425363067894739	0.6363735392688116	0.639984517755909	0.6640445740296944	0.6527411452225225	0.6231278768466284	0.6305468384237778	0.5850874468666998	0.5345754666691389	0.5855417163041009	0.6568759241833579	0.6333373506820995	0.6235543338694949	0.5799676448910912	0.5940592682553736	0.5522502561059839	0.5085708590791309	0.5556943601058726	1.0	0.6372218179121221	0.4559150052611817	0.4522275426341138	0.5368305899476663	0.3652094506584589	0.4508114271940519	0.40214201945941935	0.3748116867765875	0.39224311758625324	0.38951981866305724	0.2815242130245537	0.367140095767414	0.26681839883929526	0.4049093547056288	0.3301264074240605	0.44235181777306	0.39508693697243324	0.43692376153635776	0.39480649512587435	0.4480487273502649	0.419140040142585	0.3353620944602306	0.30810592821615806	0.2404105112385332	0.3720003152073647	0.23073874408406767	0.22478225197120488	0.2059347057214772	0.07812507242816286	0.22090473784481598	0.3679003017646977	0.2838697266503191	0.26904339200207666	0.31614835141912845	0.19753535653197732	0.28544808117516723	0.30380891017053646	0.3930913962295637	0.30029991053673327	0.2589961572513918	0.34105436863501304	0.01685664090928054	-0.049612712127603355	-0.039688315541113704	0.0558913647088272	0.0037894414803621174	0.1293926232205849	0.02760845682817954	0.21480686595806814	0.1398130078662779	0.23156384571526578	0.1422697711501824	0.12696830775363763	0.09750568995647357	0.17660883229577576	0.2016006044564759	0.1634860080377878	0.1262312787684663	0.17858119602653305	0.2871075552424084	0.219497893209599	0.1154122495144416	0.2459776295479092
NrdR	0.621394236340628	0.4783225405713597	0.58356239946971	0.5643347502213405	0.621174054725561	0.6922000083437244	0.6234639435222569	0.6450672365121378	0.6098057302844746	0.6570126685548205	0.6537331213409292	0.5968938168367087	0.5924276066026672	0.5584732838581381	0.4877787615131808	0.604282648298112	0.6344220348489554	0.6450116116830683	0.6692246362367948	0.5476380306956349	0.5696144735805239	0.6126356434633873	0.6196490073285712	0.6212853043837001	0.6372218179121221	1.0	0.4333568193722738	0.4677167398287682	0.5213413927530118	0.41956881486666264	0.45091108834613475	0.2788171380098363	0.29812127139817646	0.28536000852914045	0.3833408272339163	0.3346691017980726	0.30595510149213606	0.33815028901734107	0.2764391765671137	0.33947369640895375	0.39783573060895283	0.3577302288498176	0.5022296285652039	0.4939577529423217	0.46971459827284906	0.4467647208792431	0.32624194019403796	0.270885964465005	0.22231621788245545	0.2835637900904367	0.23962944593034843	0.1992944917513014	0.32025531796542916	0.2162855593308333	0.20371434796111823	0.33342449624764176	0.2606579490198442	0.286762217761935	0.4380153988068474	0.300116812141046	0.3279338620782363	0.3605833190408425	0.272443459678952	0.2493197546945038	0.24337716878890842	0.23429178004088425	-0.01916275361445504	0.02374716661026927	0.01628416871010657	-0.028980535945228085	0.0542736092633882	0.15134125369093918	0.1048110841742726	0.09531546231186061	0.16800320769847635	0.18934228275027695	0.1367559599686647	0.08614431861902092	0.09148893761211879	0.13211128674135844	0.15887146492622756	0.2525205000672133	0.14194065757818766	0.18345300397253989	0.2907625700525191	0.13672351215170744	0.22107393003323583	0.259983497967376
PhnR	0.5017521821156904	0.3719910444025198	0.33915848904422635	0.5357737181953451	0.5452253037347438	0.5827627925518354	0.5013859853243159	0.5393545665666964	0.5597410664206813	0.5232280015389537	0.5478188113901108	0.589542068594685	0.543498616332377	0.46793923914504637	0.4545429261441332	0.4827910685066124	0.5178694763385884	0.5161265650277429	0.5378364722733404	0.4865040258470039	0.5411577381090339	0.38907713773171215	0.46954540608442924	0.4157492432705545	0.4559150052611817	0.4333568193722738	1.0	0.4859871784768995	0.34569904186231926	0.37508054011709024	0.4048630006814042	0.33214048977662	0.2641368185379014	0.42350658922454354	0.3248930380891017	0.23331371012974492	0.35819376909206374	0.27687490439482504	0.3491269219537294	0.2790558612345931	0.3228580964256412	0.29913642452869543	0.2608989899458121	0.21881185365107472	0.3072020247437781	0.21209283783971705	0.2234217613602125	0.16165270637970436	0.24142334666784096	0.3014402195326587	0.25669467994863976	0.3164496525765884	0.23953210247947676	0.17415206901187127	0.3468602101691458	0.3364954503525224	0.4052222443691449	0.28236553856423047	0.27558162711895834	0.26993338926718924	0.25307674835790867	0.20080563294102377	0.22098122198478662	0.2370173966652915	0.17341735772791114	0.11025072891703093	-0.088737826274388	0.10611594995619544	0.03742855686016382	0.03844602769189407	0.05640125897529794	0.23400206738948043	0.10452137152286876	0.08621384965535783	0.0894400897413909	0.058065368444961546	-0.04040216751417274	-0.014091623364282371	0.06094627105052125	0.04090742637822103	0.2128831739527467	0.2313228047892978	0.12917939470915168	0.10696191089829464	0.0827859695639477	0.07166332145125179	0.029912251832142807	0.019012103035725047
