	AgaR	Rex	Irr	SiaR	IscR	ModE	AraR	PhrR	GulR	XylR	MetR	FUR	NadQ	NsrR	SahR_SamR	CzrA	RbkR	BirA	KdgR	NagC	MntR	ThiR	NrtR	Phr	ArgR	Zur	NorR	HypR	TrpR	LldR	HutC	NagR	PhnF	NarP	NrdR	HexR	HisR	NiaR	CcpA	TyrR	LiuQ	SoxR	PurR	CadR-PbrR	QorR	TtrR	SdaR	PhnR	CsoR	ZntR	LexA	DasR	BioQ	HcpR	MerR	CueR	NtrC	NifA	NmlR	AcnR	LiuR	NnrR	FadP	RbsR	FruR	PaaR	GntR	HrcA	FixJ	GlcC	RutR	FnrN_FixK	FadR	PdxR	PsrA	FabR	NagQ	PhsR	ExuR_UxuR	PrpR	MetJ	PdhR	VanR	NikR	LtbR	GguR	AmtR	CblR
MetR	0.8159232072275551	0.7165443252399775	0.8068887634105025	0.7741389045736872	0.7154150197628458	0.7052512704686618	0.7831733483907397	0.7120271033314511	0.8656126482213439	0.7888198757763976	1.0	0.9536984754376059	0.911914172783738	0.9288537549407114	0.9277244494635799	0.893845285149633	0.8294748729531338	0.8893280632411067	0.831733483907397	0.8881987577639752	0.8870694522868436	0.8656126482213439	0.8780350084697911	0.8825522303783173	0.8723884810841332	0.8870694522868436	0.05138339920948617	0.003952569169960474	0.13495200451722192	0.20948616600790515	0.43195934500282324	0.47600225861095424	0.39469226425748166	0.2941840767927724	0.3958215697346132	0.383399209486166	0.5426312817617166	0.4105025409373235	0.31225296442687744	0.37549407114624506	-0.44551101072840205	-0.4522868435911914	-0.6612083568605308	-0.6736307171089779	-0.46696781479390176	-0.27498588368153587	-0.4398644833427442	-0.4827780914737436	-0.5223037831733484	-0.4150197628458498	-0.32919254658385094	-0.8260869565217391	-0.7707509881422925	-0.7820440429136082	-0.8396386222473179	-0.9277244494635799	-0.8531902879728966	-0.6182947487295314	-0.44212309429700736	-0.743647656691135	-0.7402597402597403	-0.7831733483907397	-0.6713721061547149	-0.6781479390175043	-0.6024844720496895	-0.5121400338791643	-0.79785431959345	-0.6984754376058724	-0.6002258610954263	-0.5923207227555054	-0.39808018068887635	-0.6521739130434783	-0.5889328063241107	-0.6792772444946358	0.08752117447769622	-0.22529644268774704	-0.2230378317334839	-0.251270468661773	-0.16431394692264256	-0.21513269339356295	-0.012987012987012988	0.01637492941840768	0.10897797854319594	0.16883116883116883	-0.1756070016939582	-0.043478260869565216	0.12478825522303783	0.13946922642574816
FUR	0.7786561264822134	0.7255787690570299	0.8351214003387917	0.8475437605872389	0.7775268210050819	0.8170525127046866	0.8915866741953699	0.83399209486166	0.8769057029926595	0.8068887634105025	0.9536984754376059	1.0	0.9491812535290797	0.9751552795031055	0.9728966685488425	0.9107848673066065	0.8893280632411067	0.9164313946922643	0.8870694522868436	0.9141727837380011	0.9333709768492378	0.9130434782608695	0.9288537549407114	0.9232072275550537	0.9311123658949746	0.9401468097120271	0.24336533032185206	0.19593450028232637	0.28063241106719367	0.26256352343308864	0.5448898927159797	0.5437605872388481	0.40146809712027104	0.3879164313946923	0.5313382269904009	0.5223037831733484	0.585544889892716	0.49407114624505927	0.40146809712027104	0.4997176736307171	-0.4872953133822699	-0.5076228119706381	-0.6600790513833992	-0.5742518351214003	-0.4601919819311124	-0.20722755505364202	-0.3450028232636928	-0.37210615471485037	-0.40033879164313946	-0.26143421795595706	-0.48842461885940147	-0.8283455674760023	-0.8351214003387917	-0.79785431959345	-0.883681535855449	-0.9491812535290797	-0.922077922077922	-0.6973461321287409	-0.567476002258611	-0.8396386222473179	-0.8204404291360813	-0.8746470920383964	-0.8102766798418972	-0.743647656691135	-0.7334839073969509	-0.6442687747035574	-0.769621682665161	-0.6984754376058724	-0.5878035008469791	-0.6950875211744777	-0.5223037831733484	-0.6600790513833992	-0.5753811405985318	-0.6645962732919255	0.07735742518351214	-0.163184641445511	-0.02766798418972332	-0.11688311688311688	-0.057029926595143984	-0.1259175607001694	0.031055900621118012	0.10220214568040654	0.11123658949745906	0.11688311688311688	-0.23771880293619424	-0.07735742518351214	0.045736871823828344	-0.010728402032749858
NadQ	0.6849237718802936	0.6725014116318464	0.8272162619988707	0.8181818181818182	0.7108977978543196	0.8452851496329757	0.8904573687182383	0.8080180688876341	0.8452851496329757	0.8170525127046866	0.911914172783738	0.9491812535290797	1.0	0.96386222473179	0.9593450028232637	0.8881987577639752	0.857707509881423	0.8949745906267645	0.8543195934500283	0.8690005646527386	0.919819311123659	0.919819311123659	0.9243365330321852	0.9277244494635799	0.9186900056465274	0.9356295878035008	0.30886504799548276	0.163184641445511	0.3404856013551666	0.3495200451722191	0.5866741953698476	0.6329757199322417	0.45115753811405984	0.3890457368718238	0.5245623941276115	0.549407114624506	0.6103896103896104	0.4568040654997177	0.36307171089779783	0.4500282326369283	-0.48842461885940147	-0.47374364765669114	-0.7188029361942405	-0.5550536420101637	-0.43873517786561267	-0.1981931112365895	-0.3190287972896669	-0.41953698475437606	-0.25917560700169395	-0.2140033879164314	-0.5798983625070582	-0.8136645962732919	-0.8780350084697911	-0.8430265386787126	-0.9390175042348955	-0.9232072275550537	-0.8328627893845285	-0.6747600225861096	-0.5358554488989271	-0.8983625070581592	-0.8622247317899492	-0.8565782044042913	-0.7955957086391869	-0.7594579333709769	-0.7267080745341615	-0.6386222473178995	-0.7052512704686618	-0.5663466967814794	-0.5719932241671372	-0.5979672501411631	-0.49745906267645396	-0.6160361377752682	-0.5381140598531903	-0.6013551665725578	0.020892151326933936	-0.08074534161490683	-0.00282326369282891	-0.0502540937323546	-0.08752117447769622	-0.1857707509881423	0.13382269904009034	0.22416713721061546	0.2140033879164314	0.11236589497459062	-0.20045172219085264	-0.13608130999435347	-0.03557312252964427	-0.0016939582156973462
NsrR	0.7447769621682665	0.6928289102202145	0.805759457933371	0.8204404291360813	0.6996047430830039	0.83399209486166	0.9085262563523433	0.8091473743647657	0.8509316770186336	0.8125352907961604	0.9288537549407114	0.9751552795031055	0.96386222473179	1.0	0.9932241671372106	0.9367588932806324	0.9062676453980801	0.9186900056465274	0.8848108413325805	0.8994918125352908	0.9299830604178431	0.9175607001693958	0.9209486166007905	0.9051383399209486	0.9254658385093167	0.9107848673066065	0.24675324675324675	0.15753811405985318	0.269339356295878	0.3190287972896669	0.577639751552795	0.5923207227555054	0.44551101072840205	0.33145115753811405	0.5561829474872954	0.47261434217955955	0.5607001693958216	0.4376058723884811	0.33483907396950874	0.4590626764539808	-0.551665725578769	-0.5290796160361377	-0.7063805759457933	-0.6194240542066629	-0.5200451722190853	-0.19254658385093168	-0.33032185206098247	-0.4579333709768492	-0.36307171089779783	-0.26256352343308864	-0.5177865612648221	-0.8441558441558441	-0.9006211180124224	-0.8723884810841332	-0.885940146809712	-0.9322416713721061	-0.9073969508752118	-0.6431394692264257	-0.49858836815358554	-0.8531902879728966	-0.8554488989271598	-0.8520609824957651	-0.7888198757763976	-0.7323546019198193	-0.7323546019198193	-0.6860530773574252	-0.7492941840767928	-0.6374929418407679	-0.5403726708074534	-0.603613777526821	-0.4906832298136646	-0.6013551665725578	-0.5663466967814794	-0.6318464144551101	-0.025409373235460192	-0.11349520045172219	-0.05138339920948617	-0.09203839638622248	-0.10559006211180125	-0.1665725578769057	0.06154714850367024	0.20496894409937888	0.14850367024280067	0.1665725578769057	-0.18125352907961603	-0.06154714850367024	-0.006211180124223602	-0.07171089779785432
SahR_SamR	0.7221908526256352	0.6804065499717674	0.7933370976849238	0.8114059853190287	0.6984754376058724	0.8102766798418972	0.9040090344438171	0.7967250141163185	0.8441558441558441	0.7933370976849238	0.9277244494635799	0.9728966685488425	0.9593450028232637	0.9932241671372106	1.0	0.9277244494635799	0.9028797289666854	0.9096555618294748	0.8769057029926595	0.9017504234895539	0.9299830604178431	0.911914172783738	0.919819311123659	0.8972332015810277	0.9130434782608695	0.9107848673066065	0.24110671936758893	0.163184641445511	0.269339356295878	0.3178994918125353	0.5844155844155844	0.6092603049124788	0.43873517786561267	0.30999435347261434	0.5403726708074534	0.4522868435911914	0.5550536420101637	0.4082439299830604	0.36307171089779783	0.44212309429700736	-0.5143986448334275	-0.5087521174477696	-0.6860530773574252	-0.6024844720496895	-0.5392433653303218	-0.21739130434782608	-0.29757199322416716	-0.4624505928853755	-0.3619424054206663	-0.2727272727272727	-0.5223037831733484	-0.8520609824957651	-0.8949745906267645	-0.859966120835686	-0.8701298701298701	-0.9186900056465274	-0.8972332015810277	-0.639751552795031	-0.48616600790513836	-0.8509316770186336	-0.8464144551101073	-0.8464144551101073	-0.7865612648221344	-0.7142857142857143	-0.7300959909655562	-0.6736307171089779	-0.7233201581027668	-0.6273291925465838	-0.5121400338791643	-0.5934500282326369	-0.49407114624505927	-0.5878035008469791	-0.5392433653303218	-0.6216826651609261	-0.010728402032749858	-0.12027103331451157	-0.07622811970638058	-0.10220214568040654	-0.08865047995482778	-0.1981931112365895	0.10333145115753811	0.189158667419537	0.14398644833427443	0.17334839073969507	-0.163184641445511	-0.08865047995482778	0.04799548277809147	-0.06380575945793338
CzrA	0.6973461321287409	0.6329757199322417	0.7086391869000565	0.6905702992659515	0.5765104460756635	0.8023715415019763	0.867871259175607	0.771880293619424	0.8294748729531338	0.7673630717108978	0.893845285149633	0.9107848673066065	0.8881987577639752	0.9367588932806324	0.9277244494635799	1.0	0.919819311123659	0.8690005646527386	0.8001129305477132	0.79785431959345	0.8452851496329757	0.8430265386787126	0.8701298701298701	0.8351214003387917	0.9006211180124224	0.8656126482213439	0.1225296442687747	0.1767363071710898	0.1880293619424054	0.2523997741389046	0.6374929418407679	0.5652173913043478	0.6465273856578204	0.2670807453416149	0.5979672501411631	0.37323546019198195	0.4997176736307171	0.46357989836250707	0.26030491247882553	0.409373235460192	-0.5798983625070582	-0.5990965556182948	-0.6578204404291361	-0.6273291925465838	-0.5076228119706381	-0.1767363071710898	-0.4364765669113495	-0.42857142857142855	-0.3404856013551666	-0.251270468661773	-0.49407114624505927	-0.7673630717108978	-0.8870694522868436	-0.8486730660643704	-0.779785431959345	-0.8915866741953699	-0.9107848673066065	-0.5731225296442688	-0.44551101072840205	-0.7549407114624506	-0.831733483907397	-0.8475437605872389	-0.7154150197628458	-0.7549407114624506	-0.6092603049124788	-0.7120271033314511	-0.7583286278938453	-0.665725578769057	-0.5460191981931113	-0.5143986448334275	-0.43195934500282324	-0.5584415584415584	-0.5787690570299266	-0.6510446075663467	-0.054771315640880856	0.010728402032749858	-0.16544325239977414	-0.21287408243929984	-0.13721061547148503	-0.1259175607001694	-0.045736871823828344	0.15189158667419536	0.05815923207227555	0.30886504799548276	-0.1756070016939582	0.034443817052512704	0.032185206098249576	-0.06493506493506493
RbkR	0.611518915866742	0.6070016939582157	0.7391304347826086	0.6962168266516092	0.5923207227555054	0.8543195934500283	0.859966120835686	0.771880293619424	0.779785431959345	0.7752682100508187	0.8294748729531338	0.8893280632411067	0.857707509881423	0.9062676453980801	0.9028797289666854	0.919819311123659	1.0	0.8441558441558441	0.8260869565217391	0.823828345567476	0.8656126482213439	0.8430265386787126	0.8848108413325805	0.8283455674760023	0.8972332015810277	0.8735177865612648	0.09768492377188029	0.22981366459627328	0.33145115753811405	0.3190287972896669	0.6103896103896104	0.4872953133822699	0.515527950310559	0.3461321287408244	0.6194240542066629	0.5302089215132694	0.5561829474872954	0.515527950310559	0.39920948616600793	0.5798983625070582	-0.5889328063241107	-0.5087521174477696	-0.6137775268210051	-0.4376058723884811	-0.52343308865048	-0.23771880293619424	-0.30321852060982496	-0.3687182382834557	-0.26595143986448333	-0.27498588368153587	-0.5302089215132694	-0.7221908526256352	-0.8193111236589498	-0.7684923771880293	-0.7899491812535291	-0.8475437605872389	-0.8983625070581592	-0.6713721061547149	-0.5821569734613213	-0.8068887634105025	-0.8452851496329757	-0.8588368153585545	-0.7899491812535291	-0.7707509881422925	-0.6612083568605308	-0.7492941840767928	-0.7571993224167137	-0.585544889892716	-0.5607001693958216	-0.5923207227555054	-0.5426312817617166	-0.5358554488989271	-0.5143986448334275	-0.6103896103896104	0.1101072840203275	0.07284020327498589	-0.042348955392433656	-0.06154714850367024	-0.05815923207227555	-0.1101072840203275	-0.06945228684359118	0.28289102202145683	0.03896103896103896	0.18125352907961603	-0.19706380575945792	-0.042348955392433656	-0.05251270468661773	-0.07509881422924901
BirA	0.6804065499717674	0.769621682665161	0.7526821005081875	0.7639751552795031	0.7346132128740824	0.7255787690570299	0.8385093167701864	0.8035008469791078	0.7605872388481084	0.8565782044042913	0.8893280632411067	0.9164313946922643	0.8949745906267645	0.9186900056465274	0.9096555618294748	0.8690005646527386	0.8441558441558441	1.0	0.9322416713721061	0.9570863918690006	0.9604743083003953	0.937888198757764	0.9536984754376059	0.9649915302089215	0.9570863918690006	0.911914172783738	0.16883116883116883	0.029926595143986448	0.20609824957651043	0.39469226425748166	0.4613212874082439	0.4872953133822699	0.3867871259175607	0.41953698475437606	0.549407114624506	0.5753811405985318	0.6544325239977414	0.4647092038396386	0.3958215697346132	0.39469226425748166	-0.5177865612648221	-0.4771315640880858	-0.5189158667419537	-0.5968379446640316	-0.42405420666290233	-0.08300395256916997	-0.33145115753811405	-0.4330886504799548	-0.4816487859966121	-0.2478825522303783	-0.3427442123094297	-0.7989836250705816	-0.7526821005081875	-0.7763975155279503	-0.857707509881423	-0.8644833427442123	-0.8531902879728966	-0.5844155844155844	-0.46696781479390176	-0.7605872388481084	-0.8520609824957651	-0.8385093167701864	-0.8159232072275551	-0.7221908526256352	-0.7154150197628458	-0.6307171089779785	-0.6939582156973462	-0.6171654432523997	-0.5347261434217956	-0.6442687747035574	-0.5448898927159797	-0.7188029361942405	-0.6826651609260305	-0.6758893280632411	0.16544325239977414	-0.12140033879164314	-0.05138339920948617	-0.031055900621118012	-0.23207227555053642	-0.26256352343308864	-0.08526256352343309	0.09316770186335403	-0.020892151326933936	0.27837380011293056	-0.42179559570863917	-0.20271033314511575	-0.019762845849802372	-0.10446075663466968
KdgR	0.6442687747035574	0.8565782044042913	0.7933370976849238	0.7809147374364765	0.7391304347826086	0.6826651609260305	0.8452851496329757	0.7481648785996612	0.6329757199322417	0.7560700169395822	0.831733483907397	0.8870694522868436	0.8543195934500283	0.8848108413325805	0.8769057029926595	0.8001129305477132	0.8260869565217391	0.9322416713721061	1.0	0.9525691699604744	0.9367588932806324	0.9457933370976849	0.9491812535290797	0.9288537549407114	0.9153020892151327	0.8633540372670807	0.12140033879164314	0.16883116883116883	0.277244494635799	0.49745906267645396	0.4601919819311124	0.4308300395256917	0.2885375494071146	0.43873517786561267	0.5719932241671372	0.5889328063241107	0.639751552795031	0.39920948616600793	0.32919254658385094	0.4364765669113495	-0.6171654432523997	-0.44212309429700736	-0.5200451722190853	-0.4184076792772445	-0.36984754376058726	-0.19367588932806323	-0.2704686617730096	-0.4658385093167702	-0.39920948616600793	-0.29757199322416716	-0.3178994918125353	-0.859966120835686	-0.7300959909655562	-0.7571993224167137	-0.841897233201581	-0.8226990400903444	-0.8226990400903444	-0.5505364201016375	-0.44889892715979673	-0.7334839073969509	-0.7955957086391869	-0.769621682665161	-0.7470355731225297	-0.6533032185206098	-0.7052512704686618	-0.6533032185206098	-0.6092603049124788	-0.6002258610954263	-0.5268210050818747	-0.5934500282326369	-0.6544325239977414	-0.8385093167701864	-0.6792772444946358	-0.665725578769057	0.14398644833427443	-0.04121964991530209	0.020892151326933936	0.028797289666854884	-0.1541501976284585	-0.3416149068322981	-0.04686617730095991	0.028797289666854884	-0.09881422924901186	0.22868435911914173	-0.35742518351214003	-0.19367588932806323	-0.009599096555618294	-0.1789949181253529
NagC	0.6905702992659515	0.7967250141163185	0.8046301524562394	0.7854319593450029	0.7233201581027668	0.6905702992659515	0.831733483907397	0.7425183512140033	0.6905702992659515	0.7854319593450029	0.8881987577639752	0.9141727837380011	0.8690005646527386	0.8994918125352908	0.9017504234895539	0.79785431959345	0.823828345567476	0.9570863918690006	0.9525691699604744	1.0	0.9457933370976849	0.9299830604178431	0.9435347261434218	0.9424054206662902	0.9141727837380011	0.8893280632411067	0.12478825522303783	0.057029926595143984	0.22868435911914173	0.4082439299830604	0.39808018068887635	0.42970073404856013	0.2546583850931677	0.391304347826087	0.45454545454545453	0.5990965556182948	0.6476566911349521	0.3867871259175607	0.39920948616600793	0.39808018068887635	-0.5245623941276115	-0.42857142857142855	-0.49294184076792774	-0.5031055900621118	-0.39695087521174477	-0.23207227555053642	-0.23997741389045738	-0.4601919819311124	-0.4872953133822699	-0.3382269904009034	-0.3111236589497459	-0.8554488989271598	-0.7052512704686618	-0.7300959909655562	-0.8441558441558441	-0.8588368153585545	-0.8272162619988707	-0.5900621118012422	-0.46696781479390176	-0.7447769621682665	-0.7888198757763976	-0.7809147374364765	-0.7786561264822134	-0.6679841897233202	-0.6668548842461886	-0.585544889892716	-0.6736307171089779	-0.5889328063241107	-0.49632975719932243	-0.6849237718802936	-0.6205533596837944	-0.7391304347826086	-0.6815358554488989	-0.6804065499717674	0.21174477696216826	-0.189158667419537	-0.0502540937323546	-0.018633540372670808	-0.163184641445511	-0.3246753246753247	-0.04121964991530209	0.03557312252964427	-0.0502540937323546	0.18690005646527386	-0.3709768492377188	-0.20609824957651043	0.018633540372670808	-0.0220214568040655
MntR	0.629587803500847	0.7639751552795031	0.8147939017504235	0.8012422360248447	0.8012422360248447	0.7684923771880293	0.8667419536984754	0.805759457933371	0.7673630717108978	0.8531902879728966	0.8870694522868436	0.9333709768492378	0.919819311123659	0.9299830604178431	0.9299830604178431	0.8452851496329757	0.8656126482213439	0.9604743083003953	0.9367588932806324	0.9457933370976849	1.0	0.9717673630717109	0.9706380575945793	0.9616036137775268	0.955957086391869	0.9107848673066065	0.21626199887069453	0.12027103331451157	0.30773574251835123	0.49520045172219085	0.5053642010163749	0.47148503670242803	0.3269339356295878	0.49294184076792774	0.5911914172783738	0.5844155844155844	0.6928289102202145	0.42292490118577075	0.4184076792772445	0.4376058723884811	-0.44889892715979673	-0.39469226425748166	-0.6013551665725578	-0.4906832298136646	-0.4376058723884811	-0.10446075663466968	-0.21739130434782608	-0.4025974025974026	-0.40372670807453415	-0.19141727837380013	-0.4376058723884811	-0.7899491812535291	-0.7820440429136082	-0.7955957086391869	-0.9130434782608695	-0.849802371541502	-0.8407679277244494	-0.6758893280632411	-0.5008469791078487	-0.8362507058159232	-0.8825522303783173	-0.8385093167701864	-0.8351214003387917	-0.7108977978543196	-0.7967250141163185	-0.6804065499717674	-0.6374929418407679	-0.5358554488989271	-0.6013551665725578	-0.6476566911349521	-0.48616600790513836	-0.7233201581027668	-0.585544889892716	-0.5584415584415584	0.18238283455674761	-0.11462450592885376	0.04686617730095991	0.005081874647092038	-0.13156408808582723	-0.2648221343873518	0.003952569169960474	0.14059853190287974	0.07622811970638058	0.20271033314511575	-0.3461321287408244	-0.25578769057029926	-0.019762845849802372	-0.09090909090909091
ThiR	0.6126482213438735	0.7515527950310559	0.8114059853190287	0.7854319593450029	0.7673630717108978	0.7684923771880293	0.8893280632411067	0.79785431959345	0.7391304347826086	0.7809147374364765	0.8656126482213439	0.9130434782608695	0.919819311123659	0.9175607001693958	0.911914172783738	0.8430265386787126	0.8430265386787126	0.937888198757764	0.9457933370976849	0.9299830604178431	0.9717673630717109	1.0	0.9706380575945793	0.9514398644833427	0.9503105590062112	0.8893280632411067	0.2795031055900621	0.14624505928853754	0.30095990965556185	0.5471485036702428	0.4906832298136646	0.4816487859966121	0.35290796160361376	0.5189158667419537	0.6533032185206098	0.611518915866742	0.6883116883116883	0.4048560135516657	0.3856578204404291	0.47939017504234893	-0.5426312817617166	-0.40033879164313946	-0.5821569734613213	-0.43195934500282324	-0.42857142857142855	-0.18464144551101072	-0.19367588932806323	-0.3958215697346132	-0.31225296442687744	-0.15189158667419536	-0.4624505928853755	-0.805759457933371	-0.7967250141163185	-0.8272162619988707	-0.8994918125352908	-0.8509316770186336	-0.8215697346132129	-0.6126482213438735	-0.49181253529079616	-0.8260869565217391	-0.8723884810841332	-0.8215697346132129	-0.7899491812535291	-0.717673630717109	-0.79785431959345	-0.7244494635798984	-0.5832862789384529	-0.5731225296442688	-0.6137775268210051	-0.5765104460756635	-0.5290796160361377	-0.7854319593450029	-0.5945793337097685	-0.5686053077357425	0.16544325239977414	-0.0378317334839074	0.08074534161490683	0.06154714850367024	-0.11462450592885376	-0.295313382269904	0.0942970073404856	0.10446075663466968	0.08639186900056466	0.16205533596837945	-0.32806324110671936	-0.269339356295878	-0.09655561829474874	-0.11462450592885376
NrtR	0.6103896103896104	0.771880293619424	0.8249576510446076	0.7470355731225297	0.7876905702992659	0.805759457933371	0.9085262563523433	0.841897233201581	0.7425183512140033	0.8407679277244494	0.8780350084697911	0.9288537549407114	0.9243365330321852	0.9209486166007905	0.919819311123659	0.8701298701298701	0.8848108413325805	0.9536984754376059	0.9491812535290797	0.9435347261434218	0.9706380575945793	0.9706380575945793	1.0	0.9683794466403162	0.9717673630717109	0.9435347261434218	0.22868435911914173	0.1981931112365895	0.3359683794466403	0.49181253529079616	0.5618294748729531	0.5019762845849802	0.43873517786561267	0.4839073969508752	0.6533032185206098	0.6521739130434783	0.6996047430830039	0.5268210050818747	0.4376058723884811	0.46922642574816487	-0.49407114624505927	-0.4059853190287973	-0.5866741953698476	-0.46696781479390176	-0.39808018068887635	-0.21626199887069453	-0.2727272727272727	-0.40033879164313946	-0.35290796160361376	-0.22190852625635235	-0.4748729531338227	-0.7888198757763976	-0.7876905702992659	-0.7741389045736872	-0.9006211180124224	-0.8802936194240542	-0.8373800112930547	-0.6792772444946358	-0.5844155844155844	-0.8385093167701864	-0.9062676453980801	-0.8915866741953699	-0.8520609824957651	-0.8068887634105025	-0.7470355731225297	-0.7255787690570299	-0.6341050254093732	-0.5652173913043478	-0.6013551665725578	-0.655561829474873	-0.6070016939582157	-0.7662337662337663	-0.6386222473178995	-0.6024844720496895	0.21626199887069453	-0.044607566346696784	0.05138339920948617	0.03896103896103896	-0.06267645398080181	-0.25691699604743085	-0.000564652738565782	0.14850367024280067	0.045736871823828344	0.21964991530208922	-0.4025974025974026	-0.2738565782044043	-0.009599096555618294	-0.08639186900056466
Phr	0.6442687747035574	0.7628458498023716	0.7922077922077922	0.7763975155279503	0.7763975155279503	0.7933370976849238	0.8633540372670807	0.8181818181818182	0.7560700169395822	0.8464144551101073	0.8825522303783173	0.9232072275550537	0.9277244494635799	0.9051383399209486	0.8972332015810277	0.8351214003387917	0.8283455674760023	0.9649915302089215	0.9288537549407114	0.9424054206662902	0.9616036137775268	0.9514398644833427	0.9683794466403162	1.0	0.9604743083003953	0.9401468097120271	0.24449463579898362	0.1259175607001694	0.25917560700169395	0.4613212874082439	0.48842461885940147	0.5550536420101637	0.3800112930547713	0.4839073969508752	0.5550536420101637	0.6691134952004517	0.6883116883116883	0.5042348955392434	0.4048560135516657	0.4342179559570864	-0.46696781479390176	-0.47939017504234893	-0.5640880858272163	-0.49632975719932243	-0.32919254658385094	-0.11236589497459062	-0.33145115753811405	-0.3450028232636928	-0.3675889328063241	-0.21852060982495766	-0.4376058723884811	-0.7786561264822134	-0.7368718238283456	-0.7775268210050819	-0.9277244494635799	-0.8610954263128177	-0.823828345567476	-0.6352343308865048	-0.5539243365330322	-0.8023715415019763	-0.883681535855449	-0.8735177865612648	-0.8475437605872389	-0.7673630717108978	-0.7210615471485037	-0.6453980801806889	-0.6792772444946358	-0.5663466967814794	-0.6002258610954263	-0.6747600225861096	-0.6092603049124788	-0.7447769621682665	-0.6612083568605308	-0.6194240542066629	0.1767363071710898	-0.13495200451722192	0.010728402032749858	-0.009599096555618294	-0.1507622811970638	-0.21626199887069453	-0.018633540372670808	0.11123658949745906	0.09655561829474874	0.19593450028232637	-0.38226990400903443	-0.23207227555053642	-0.06493506493506493	-0.010728402032749858
ArgR	0.6668548842461886	0.7221908526256352	0.7639751552795031	0.7504234895539243	0.7504234895539243	0.8441558441558441	0.9254658385093167	0.8644833427442123	0.7831733483907397	0.8712591756070017	0.8723884810841332	0.9311123658949746	0.9186900056465274	0.9254658385093167	0.9130434782608695	0.9006211180124224	0.8972332015810277	0.9570863918690006	0.9153020892151327	0.9141727837380011	0.955957086391869	0.9503105590062112	0.9717673630717109	0.9604743083003953	1.0	0.9582156973461321	0.25014116318464147	0.25014116318464147	0.3495200451722191	0.4138904573687182	0.6329757199322417	0.5471485036702428	0.5019762845849802	0.5347261434217956	0.6476566911349521	0.6386222473178995	0.6815358554488989	0.5527950310559007	0.46922642574816487	0.4997176736307171	-0.5189158667419537	-0.47374364765669114	-0.5652173913043478	-0.4601919819311124	-0.4059853190287973	-0.10107284020327499	-0.3156408808582722	-0.30321852060982496	-0.295313382269904	-0.15866741953698477	-0.5223037831733484	-0.7651044607566346	-0.8136645962732919	-0.7843026538678712	-0.8927159796725014	-0.8814229249011858	-0.8961038961038961	-0.7142857142857143	-0.6058723884810842	-0.8452851496329757	-0.9073969508752118	-0.9254658385093167	-0.8802936194240542	-0.8385093167701864	-0.7526821005081875	-0.7707509881422925	-0.7063805759457933	-0.5923207227555054	-0.6058723884810842	-0.6758893280632411	-0.577639751552795	-0.7323546019198193	-0.6013551665725578	-0.6205533596837944	0.163184641445511	0.005081874647092038	0.04912478825522304	-0.000564652738565782	-0.07058159232072275	-0.14737436476566912	-0.10446075663466968	0.13721061547148503	0.05815923207227555	0.24449463579898362	-0.409373235460192	-0.21964991530208922	-0.11123658949745906	-0.0942970073404856
Zur	0.6939582156973462	0.6939582156973462	0.7684923771880293	0.7425183512140033	0.769621682665161	0.8362507058159232	0.9062676453980801	0.8757763975155279	0.8260869565217391	0.8554488989271598	0.8870694522868436	0.9401468097120271	0.9356295878035008	0.9107848673066065	0.9107848673066065	0.8656126482213439	0.8735177865612648	0.911914172783738	0.8633540372670807	0.8893280632411067	0.9107848673066065	0.8893280632411067	0.9435347261434218	0.9401468097120271	0.9582156973461321	1.0	0.2761151891586674	0.28402032749858835	0.42405420666290233	0.3020892151326934	0.6408808582721626	0.6329757199322417	0.5245623941276115	0.5166572557876906	0.5640880858272163	0.6645962732919255	0.6939582156973462	0.6149068322981367	0.5268210050818747	0.48955392433653305	-0.4059853190287973	-0.42970073404856013	-0.5550536420101637	-0.4579333709768492	-0.3461321287408244	-0.18690005646527386	-0.3619424054206663	-0.25917560700169395	-0.26030491247882553	-0.20722755505364202	-0.5652173913043478	-0.7549407114624506	-0.7933370976849238	-0.7086391869000565	-0.8802936194240542	-0.922077922077922	-0.8735177865612648	-0.7888198757763976	-0.6928289102202145	-0.8802936194240542	-0.8712591756070017	-0.9412761151891587	-0.8972332015810277	-0.8690005646527386	-0.7063805759457933	-0.6815358554488989	-0.7334839073969509	-0.6137775268210051	-0.5787690570299266	-0.7233201581027668	-0.6374929418407679	-0.6815358554488989	-0.5731225296442688	-0.665725578769057	0.233201581027668	-0.024280067758328628	0.04912478825522304	0.006211180124223602	-0.009599096555618294	-0.09090909090909091	-0.023150762281197064	0.16092603049124787	0.10446075663466968	0.1507622811970638	-0.3743647656691135	-0.2422360248447205	-0.0660643704121965	-0.031055900621118012
