	AgaR	Rex	Irr	SiaR	IscR	ModE	AraR	PhrR	GulR	XylR	MetR	FUR	NadQ	NsrR	SahR_SamR	CzrA	RbkR	BirA	KdgR	NagC	MntR	ThiR	NrtR	Phr	ArgR	Zur	NorR	HypR	TrpR	LldR	HutC	NagR	PhnF	NarP	NrdR	HexR	HisR	NiaR	CcpA	TyrR	LiuQ	SoxR	PurR	CadR-PbrR	QorR	TtrR	SdaR	PhnR	CsoR	ZntR	LexA	DasR	BioQ	HcpR	MerR	CueR	NtrC	NifA	NmlR	AcnR	LiuR	NnrR	FadP	RbsR	FruR	PaaR	GntR	HrcA	FixJ	GlcC	RutR	FnrN_FixK	FadR	PdxR	PsrA	FabR	NagQ	PhsR	ExuR_UxuR	PrpR	MetJ	PdhR	VanR	NikR	LtbR	GguR	AmtR	CblR
NorR	-0.017504234895539244	-0.04799548277809147	0.10107284020327499	0.1857707509881423	0.3901750423489554	0.42066629023150764	0.41953698475437606	0.5087521174477696	0.2738565782044043	0.13495200451722192	0.05138339920948617	0.24336533032185206	0.30886504799548276	0.24675324675324675	0.24110671936758893	0.1225296442687747	0.09768492377188029	0.16883116883116883	0.12140033879164314	0.12478825522303783	0.21626199887069453	0.2795031055900621	0.22868435911914173	0.24449463579898362	0.25014116318464147	0.2761151891586674	1.0	0.3246753246753247	0.3709768492377188	0.20948616600790515	0.2682100508187465	0.37775268210050816	0.1281761716544325	0.3743647656691135	0.4556747600225861	0.5245623941276115	0.32580463015245625	0.3246753246753247	0.383399209486166	0.3890457368718238	0.1101072840203275	-0.15866741953698477	-0.09316770186335403	0.0660643704121965	0.10107284020327499	0.1880293619424054	0.19480519480519481	0.3901750423489554	0.39920948616600793	0.4997176736307171	-0.5629587803500847	-0.0220214568040655	-0.35968379446640314	-0.2546583850931677	-0.2862789384528515	-0.22190852625635235	-0.163184641445511	-0.2761151891586674	-0.45454545454545453	-0.42631281761716544	-0.37775268210050816	-0.3867871259175607	-0.49858836815358554	-0.3709768492377188	-0.5934500282326369	-0.4330886504799548	0.06945228684359118	-0.14737436476566912	-0.043478260869565216	-0.313382269904009	-0.23433088650479955	-0.054771315640880856	0.06832298136645963	0.08413325804630152	0.09316770186335403	0.054771315640880856	0.6566911349520045	0.46696781479390176	0.32128740824393	0.3879164313946923	0.52343308865048	0.4059853190287973	0.37888198757763975	-0.24675324675324675	-0.2682100508187465	-0.22868435911914173	-0.37775268210050816	-0.20835686053077357
HypR	-0.032185206098249576	0.029926595143986448	0.09316770186335403	0.15527950310559005	0.20383963862224733	0.37888198757763975	0.4116318464144551	0.35742518351214003	0.10107284020327499	0.14737436476566912	0.003952569169960474	0.19593450028232637	0.163184641445511	0.15753811405985318	0.163184641445511	0.1767363071710898	0.22981366459627328	0.029926595143986448	0.16883116883116883	0.057029926595143984	0.12027103331451157	0.14624505928853754	0.1981931112365895	0.1259175607001694	0.25014116318464147	0.28402032749858835	0.3246753246753247	1.0	0.6307171089779785	0.033314511575381144	0.691699604743083	0.3495200451722191	0.36645962732919257	0.44438170525127046	0.31225296442687744	0.277244494635799	0.19706380575945792	0.28740824392998304	0.18464144551101072	0.18464144551101072	-0.11575381140598531	-0.10897797854319594	-0.19593450028232637	0.3845285149632976	-0.005081874647092038	-0.10784867306606437	0.043478260869565216	0.40372670807453415	0.5076228119706381	0.32241671372106157	-0.6758893280632411	-0.05251270468661773	-0.26030491247882553	-0.005081874647092038	-0.20383963862224733	-0.20271033314511575	-0.2682100508187465	-0.4409937888198758	-0.4771315640880858	-0.36645962732919257	-0.269339356295878	-0.3845285149632976	-0.37549407114624506	-0.383399209486166	-0.2230378317334839	-0.41727837380011296	0.0220214568040655	-0.04009034443817053	-0.08300395256916997	-0.22190852625635235	-0.4025974025974026	-0.21287408243929984	0.0016939582156973462	-0.034443817052512704	-0.10897797854319594	0.33258046301524563	0.35968379446640314	0.16996047430830039	0.549407114624506	0.33483907396950874	-0.09768492377188029	-0.06267645398080181	0.07622811970638058	-0.1665725578769057	-0.0660643704121965	-0.04009034443817053	-0.07961603613777526	-0.2987012987012987
TrpR	-0.0016939582156973462	0.12140033879164314	0.24449463579898362	0.30095990965556185	0.2964426877470356	0.4138904573687182	0.40033879164313946	0.4059853190287973	0.25804630152456237	0.34839073969508755	0.13495200451722192	0.28063241106719367	0.3404856013551666	0.269339356295878	0.269339356295878	0.1880293619424054	0.33145115753811405	0.20609824957651043	0.277244494635799	0.22868435911914173	0.30773574251835123	0.30095990965556185	0.3359683794466403	0.25917560700169395	0.3495200451722191	0.42405420666290233	0.3709768492377188	0.6307171089779785	1.0	0.2106154714850367	0.48955392433653305	0.24675324675324675	0.36307171089779783	0.5832862789384529	0.3167701863354037	0.5448898927159797	0.6408808582721626	0.28063241106719367	0.29757199322416716	0.2388481084133258	0.011857707509881422	0.14850367024280067	-0.21739130434782608	0.233201581027668	0.0502540937323546	-0.22868435911914173	0.024280067758328628	0.10107284020327499	0.37210615471485037	0.27837380011293056	-0.691699604743083	-0.18690005646527386	-0.32128740824393	-0.034443817052512704	-0.40146809712027104	-0.35968379446640314	-0.23207227555053642	-0.6860530773574252	-0.5302089215132694	-0.6747600225861096	-0.37888198757763975	-0.3879164313946923	-0.5211744776962168	-0.4342179559570864	-0.4409937888198758	-0.3382269904009034	-0.020892151326933936	0.03557312252964427	-0.04912478825522304	-0.28514963297571994	-0.3190287972896669	-0.2015810276679842	-0.06154714850367024	-0.0942970073404856	0.2704686617730096	0.4624505928853755	0.6307171089779785	0.47261434217955955	0.49520045172219085	0.2727272727272727	0.15979672501411632	0.17447769621682666	-0.043478260869565216	-0.22416713721061546	-0.15979672501411632	-0.20045172219085264	-0.21739130434782608	-0.3867871259175607
LldR	-0.011857707509881422	0.4647092038396386	0.36984754376058726	0.24449463579898362	0.30434782608695654	0.339356295878035	0.4330886504799548	0.3382269904009034	0.08865047995482778	0.2930547713156409	0.20948616600790515	0.26256352343308864	0.3495200451722191	0.3190287972896669	0.3178994918125353	0.2523997741389046	0.3190287972896669	0.39469226425748166	0.49745906267645396	0.4082439299830604	0.49520045172219085	0.5471485036702428	0.49181253529079616	0.4613212874082439	0.4138904573687182	0.3020892151326934	0.20948616600790515	0.033314511575381144	0.2106154714850367	1.0	0.17334839073969507	0.19593450028232637	0.15753811405985318	0.43873517786561267	0.5719932241671372	0.45454545454545453	0.5607001693958216	0.1383399209486166	-0.017504234895539244	0.045736871823828344	-0.11236589497459062	-0.025409373235460192	-0.1857707509881423	0.020892151326933936	0.05251270468661773	-0.054771315640880856	0.1857707509881423	-0.21739130434782608	-0.045736871823828344	0.07396950875211744	-0.269339356295878	-0.2987012987012987	-0.313382269904009	-0.40711462450592883	-0.42518351214003386	-0.18351214003387917	-0.2264257481648786	-0.2670807453416149	-0.18351214003387917	-0.36984754376058726	-0.5911914172783738	-0.29983060417843027	-0.3551665725578769	-0.33483907396950874	-0.44551101072840205	-0.49745906267645396	0.033314511575381144	0.03557312252964427	-0.42631281761716544	-0.11914172783738002	-0.25352907961603616	-0.44776962168266515	-0.2264257481648786	0.028797289666854884	0.28063241106719367	0.026538678712591756	0.2930547713156409	0.24110671936758893	0.011857707509881422	-0.30886504799548276	0.30321852060982496	0.30886504799548276	0.06041784302653868	0.21964991530208922	-0.09881422924901186	-0.45454545454545453	-0.32919254658385094	-0.09655561829474874
HutC	0.35064935064935066	0.32919254658385094	0.3867871259175607	0.4138904573687182	0.3619424054206663	0.6544325239977414	0.7221908526256352	0.5979672501411631	0.4850367024280068	0.6149068322981367	0.43195934500282324	0.5448898927159797	0.5866741953698476	0.577639751552795	0.5844155844155844	0.6374929418407679	0.6103896103896104	0.4613212874082439	0.4601919819311124	0.39808018068887635	0.5053642010163749	0.4906832298136646	0.5618294748729531	0.48842461885940147	0.6329757199322417	0.6408808582721626	0.2682100508187465	0.691699604743083	0.48955392433653305	0.17334839073969507	1.0	0.567476002258611	0.6341050254093732	0.30434782608695654	0.44438170525127046	0.2670807453416149	0.28514963297571994	0.43195934500282324	0.2648221343873518	0.2546583850931677	-0.30886504799548276	-0.39695087521174477	-0.5381140598531903	-0.12478825522303783	-0.33258046301524563	0.024280067758328628	-0.19480519480519481	-0.04009034443817053	0.21513269339356295	0.08074534161490683	-0.7233201581027668	-0.383399209486166	-0.7289666854884246	-0.4647092038396386	-0.5200451722190853	-0.5110107284020328	-0.6341050254093732	-0.6182947487295314	-0.4782608695652174	-0.6352343308865048	-0.6578204404291361	-0.7142857142857143	-0.6002258610954263	-0.6928289102202145	-0.40711462450592883	-0.6566911349520045	-0.44438170525127046	-0.2738565782044043	-0.2715979672501412	-0.36307171089779783	-0.34839073969508755	-0.3156408808582722	-0.08977978543195934	-0.24449463579898362	-0.18238283455674761	0.1665725578769057	0.00846979107848673	-0.16883116883116883	0.24110671936758893	0.04686617730095991	-0.19593450028232637	0.28289102202145683	0.07622811970638058	0.3337097684923772	-0.13269339356295878	-0.05815923207227555	0.019762845849802372	-0.11462450592885376
NagR	0.3879164313946923	0.20835686053077357	0.25804630152456237	0.33483907396950874	0.3359683794466403	0.5945793337097685	0.6487859966120836	0.5245623941276115	0.5324675324675324	0.4364765669113495	0.47600225861095424	0.5437605872388481	0.6329757199322417	0.5923207227555054	0.6092603049124788	0.5652173913043478	0.4872953133822699	0.4872953133822699	0.4308300395256917	0.42970073404856013	0.47148503670242803	0.4816487859966121	0.5019762845849802	0.5550536420101637	0.5471485036702428	0.6329757199322417	0.37775268210050816	0.3495200451722191	0.24675324675324675	0.19593450028232637	0.567476002258611	1.0	0.5968379446640316	0.28402032749858835	0.40372670807453415	0.30886504799548276	0.3382269904009034	0.30321852060982496	0.2885375494071146	0.1857707509881423	-0.19141727837380013	-0.35629587803500845	-0.3359683794466403	-0.28063241106719367	-0.2264257481648786	-0.07396950875211744	-0.31225296442687744	-0.0220214568040655	0.18125352907961603	0.017504234895539244	-0.6329757199322417	-0.4556747600225861	-0.6002258610954263	-0.5934500282326369	-0.5290796160361377	-0.5403726708074534	-0.5200451722190853	-0.41727837380011296	-0.4150197628458498	-0.6024844720496895	-0.6126482213438735	-0.6307171089779785	-0.5911914172783738	-0.577639751552795	-0.37775268210050816	-0.5279503105590062	-0.3867871259175607	-0.2738565782044043	-0.23771880293619424	-0.2264257481648786	-0.5211744776962168	-0.2354601919819311	-0.2919254658385093	-0.3416149068322981	-0.1383399209486166	0.09316770186335403	-0.03670242800677583	0.10220214568040654	-0.04121964991530209	0.03896103896103896	0.269339356295878	0.189158667419537	0.4805194805194805	0.0660643704121965	0.07171089779785432	-0.25014116318464147	-0.2704686617730096	-0.17221908526256352
PhnF	0.251270468661773	0.14624505928853754	0.15640880858272163	0.10107284020327499	0.14511575381140598	0.5403726708074534	0.5381140598531903	0.46809712027103334	0.46809712027103334	0.4398644833427442	0.39469226425748166	0.40146809712027104	0.45115753811405984	0.44551101072840205	0.43873517786561267	0.6465273856578204	0.515527950310559	0.3867871259175607	0.2885375494071146	0.2546583850931677	0.3269339356295878	0.35290796160361376	0.43873517786561267	0.3800112930547713	0.5019762845849802	0.5245623941276115	0.1281761716544325	0.36645962732919257	0.36307171089779783	0.15753811405985318	0.6341050254093732	0.5968379446640316	1.0	0.22190852625635235	0.5358554488989271	0.233201581027668	0.42179559570863917	0.4522868435911914	0.1067193675889328	0.09994353472614342	-0.1541501976284585	-0.277244494635799	-0.30886504799548276	-0.3359683794466403	-0.12704686617730096	-0.22190852625635235	-0.52343308865048	-0.13043478260869565	0.08865047995482778	0.007340485601355167	-0.5821569734613213	-0.28289102202145683	-0.5381140598531903	-0.40711462450592883	-0.3551665725578769	-0.49632975719932243	-0.4613212874082439	-0.44889892715979673	-0.40372670807453415	-0.5064935064935064	-0.577639751552795	-0.6013551665725578	-0.46357989836250707	-0.6815358554488989	-0.20835686053077357	-0.5539243365330322	-0.35064935064935066	-0.26595143986448333	-0.20835686053077357	-0.10333145115753811	-0.2862789384528515	-0.17334839073969507	-0.3020892151326934	-0.28289102202145683	-0.011857707509881422	0.3935629587803501	-0.017504234895539244	-0.020892151326933936	0.1756070016939582	0.21739130434782608	0.020892151326933936	0.16770186335403728	0.07848673066064371	0.34839073969508755	-0.04799548277809147	-0.024280067758328628	-0.1101072840203275	-0.18238283455674761
NarP	0.13495200451722192	0.33032185206098247	0.32806324110671936	0.30999435347261434	0.567476002258611	0.4398644833427442	0.49407114624505927	0.6363636363636364	0.3359683794466403	0.3901750423489554	0.2941840767927724	0.3879164313946923	0.3890457368718238	0.33145115753811405	0.30999435347261434	0.2670807453416149	0.3461321287408244	0.41953698475437606	0.43873517786561267	0.391304347826087	0.49294184076792774	0.5189158667419537	0.4839073969508752	0.4839073969508752	0.5347261434217956	0.5166572557876906	0.3743647656691135	0.44438170525127046	0.5832862789384529	0.43873517786561267	0.30434782608695654	0.28402032749858835	0.22190852625635235	1.0	0.5403726708074534	0.639751552795031	0.7391304347826086	0.4568040654997177	0.47148503670242803	0.2478825522303783	-0.033314511575381144	0.11123658949745906	-0.06154714850367024	0.18012422360248448	0.06380575945793338	0.0016939582156973462	0.163184641445511	0.37323546019198195	0.11914172783738002	0.2761151891586674	-0.47261434217955955	-0.1981931112365895	-0.26030491247882553	-0.1756070016939582	-0.47148503670242803	-0.42405420666290233	-0.3675889328063241	-0.6352343308865048	-0.6160361377752682	-0.549407114624506	-0.5121400338791643	-0.49858836815358554	-0.6081309994353472	-0.5335968379446641	-0.6284584980237155	-0.48616600790513836	-0.055900621118012424	-0.19706380575945792	-0.6081309994353472	-0.453416149068323	-0.36645962732919257	-0.6070016939582157	-0.29757199322416716	-0.2761151891586674	0.5177865612648221	0.2761151891586674	0.5686053077357425	0.4771315640880858	0.1981931112365895	0.1665725578769057	0.031055900621118012	-0.05251270468661773	0.19141727837380013	-0.3190287972896669	-0.4556747600225861	-0.5381140598531903	-0.5335968379446641	-0.24336533032185206
NrdR	0.21964991530208922	0.38226990400903443	0.42631281761716544	0.2930547713156409	0.5753811405985318	0.6453980801806889	0.7007340485601355	0.7108977978543196	0.46809712027103334	0.44212309429700736	0.3958215697346132	0.5313382269904009	0.5245623941276115	0.5561829474872954	0.5403726708074534	0.5979672501411631	0.6194240542066629	0.549407114624506	0.5719932241671372	0.45454545454545453	0.5911914172783738	0.6533032185206098	0.6533032185206098	0.5550536420101637	0.6476566911349521	0.5640880858272163	0.4556747600225861	0.31225296442687744	0.3167701863354037	0.5719932241671372	0.44438170525127046	0.40372670807453415	0.5358554488989271	0.5403726708074534	1.0	0.5302089215132694	0.5177865612648221	0.5753811405985318	0.4184076792772445	0.5426312817617166	-0.2715979672501412	-0.12704686617730096	-0.25691699604743085	-0.15640880858272163	-0.23771880293619424	-0.07171089779785432	-0.06267645398080181	-0.03896103896103896	0.00282326369282891	0.21174477696216826	-0.49407114624505927	-0.3156408808582722	-0.55957086391869	-0.5482778091473743	-0.4748729531338227	-0.49632975719932243	-0.5471485036702428	-0.49181253529079616	-0.5798983625070582	-0.5911914172783738	-0.7267080745341615	-0.6826651609260305	-0.6578204404291361	-0.6826651609260305	-0.6962168266516092	-0.8531902879728966	-0.19932241671372106	-0.3619424054206663	-0.541501976284585	-0.3190287972896669	-0.39808018068887635	-0.5042348955392434	-0.30999435347261434	-0.19254658385093168	0.277244494635799	0.30660643704121965	0.42405420666290233	0.40033879164313946	0.13946922642574816	0.0220214568040655	0.21626199887069453	0.3145115753811406	0.1880293619424054	0.14511575381140598	-0.33483907396950874	-0.4409937888198758	-0.33032185206098247	-0.43195934500282324
HexR	0.18125352907961603	0.4308300395256917	0.48616600790513836	0.40033879164313946	0.5686053077357425	0.6578204404291361	0.6261998870694523	0.709768492377188	0.36307171089779783	0.4906832298136646	0.383399209486166	0.5223037831733484	0.549407114624506	0.47261434217955955	0.4522868435911914	0.37323546019198195	0.5302089215132694	0.5753811405985318	0.5889328063241107	0.5990965556182948	0.5844155844155844	0.611518915866742	0.6521739130434783	0.6691134952004517	0.6386222473178995	0.6645962732919255	0.5245623941276115	0.277244494635799	0.5448898927159797	0.45454545454545453	0.2670807453416149	0.30886504799548276	0.233201581027668	0.639751552795031	0.5302089215132694	1.0	0.769621682665161	0.6047430830039525	0.5392433653303218	0.5426312817617166	-0.20722755505364202	-0.24675324675324675	-0.11801242236024845	0.053642010163749296	0.16996047430830039	-0.09542631281761717	-0.03557312252964427	0.14398644833427443	0.07848673066064371	0.054771315640880856	-0.46809712027103334	-0.3585544889892716	-0.37323546019198195	-0.32919254658385094	-0.6205533596837944	-0.5381140598531903	-0.4432523997741389	-0.5787690570299266	-0.743647656691135	-0.6329757199322417	-0.6521739130434783	-0.6623376623376623	-0.7967250141163185	-0.691699604743083	-0.6160361377752682	-0.5584415584415584	-0.30434782608695654	-0.2738565782044043	-0.3743647656691135	-0.6962168266516092	-0.7368718238283456	-0.5076228119706381	-0.47600225861095424	-0.3901750423489554	0.5448898927159797	0.15866741953698477	0.5663466967814794	0.48955392433653305	0.16431394692264256	0.163184641445511	0.11914172783738002	0.29983060417843027	0.023150762281197064	-0.1507622811970638	-0.5832862789384529	-0.32128740824393	-0.43195934500282324	-0.07735742518351214
HisR	0.22416713721061546	0.5290796160361377	0.47261434217955955	0.4127611518915867	0.6126482213438735	0.5392433653303218	0.6216826651609261	0.6871823828345568	0.4658385093167702	0.5708639186900056	0.5426312817617166	0.585544889892716	0.6103896103896104	0.5607001693958216	0.5550536420101637	0.4997176736307171	0.5561829474872954	0.6544325239977414	0.639751552795031	0.6476566911349521	0.6928289102202145	0.6883116883116883	0.6996047430830039	0.6883116883116883	0.6815358554488989	0.6939582156973462	0.32580463015245625	0.19706380575945792	0.6408808582721626	0.5607001693958216	0.28514963297571994	0.3382269904009034	0.42179559570863917	0.7391304347826086	0.5177865612648221	0.769621682665161	1.0	0.4082439299830604	0.365330321852061	0.20609824957651043	-0.0660643704121965	-0.11575381140598531	-0.21739130434782608	-0.1417278373800113	0.11914172783738002	-0.16996047430830039	-0.1281761716544325	-0.05815923207227555	-0.11236589497459062	-0.019762845849802372	-0.44664031620553357	-0.49407114624505927	-0.4816487859966121	-0.4184076792772445	-0.6702428006775832	-0.6386222473178995	-0.47261434217955955	-0.655561829474873	-0.5437605872388481	-0.7165443252399775	-0.7029926595143986	-0.6058723884810842	-0.7413890457368718	-0.6284584980237155	-0.6804065499717674	-0.5087521174477696	-0.23997741389045738	-0.28176171654432525	-0.4116318464144551	-0.5279503105590062	-0.4872953133822699	-0.5911914172783738	-0.5618294748729531	-0.4376058723884811	0.5607001693958216	0.24110671936758893	0.4771315640880858	0.40033879164313946	0.10220214568040654	0.08639186900056466	0.20609824957651043	0.12140033879164314	-0.025409373235460192	-0.043478260869565216	-0.4590626764539808	-0.33145115753811405	-0.3111236589497459	-0.2015810276679842
NiaR	0.3551665725578769	0.30999435347261434	0.37662337662337664	0.2761151891586674	0.5550536420101637	0.6578204404291361	0.5189158667419537	0.7526821005081875	0.5381140598531903	0.5798983625070582	0.4105025409373235	0.49407114624505927	0.4568040654997177	0.4376058723884811	0.4082439299830604	0.46357989836250707	0.515527950310559	0.4647092038396386	0.39920948616600793	0.3867871259175607	0.42292490118577075	0.4048560135516657	0.5268210050818747	0.5042348955392434	0.5527950310559007	0.6149068322981367	0.3246753246753247	0.28740824392998304	0.28063241106719367	0.1383399209486166	0.43195934500282324	0.30321852060982496	0.4522868435911914	0.4568040654997177	0.5753811405985318	0.6047430830039525	0.4082439299830604	1.0	0.5031055900621118	0.4816487859966121	-0.053642010163749296	-0.17221908526256352	-0.2964426877470356	-0.31225296442687744	-0.1101072840203275	-0.13721061547148503	-0.3246753246753247	0.12365894974590627	-0.19706380575945792	-0.16996047430830039	-0.4059853190287973	-0.14737436476566912	-0.32919254658385094	-0.17786561264822134	-0.44212309429700736	-0.5200451722190853	-0.49407114624505927	-0.6250705815923208	-0.8927159796725014	-0.4805194805194805	-0.6013551665725578	-0.7515527950310559	-0.6600790513833992	-0.8249576510446076	-0.47374364765669114	-0.46696781479390176	-0.48842461885940147	-0.48616600790513836	-0.55957086391869	-0.567476002258611	-0.47374364765669114	-0.3687182382834557	-0.21852060982495766	-0.3269339356295878	0.35290796160361376	-0.033314511575381144	0.19254658385093168	0.08977978543195934	0.3619424054206663	0.3709768492377188	-0.1665725578769057	0.3901750423489554	0.17108977978543197	-0.029926595143986448	-0.4432523997741389	-0.21852060982495766	-0.13382269904009034	0.11236589497459062
CcpA	0.21964991530208922	0.12478825522303783	0.21287408243929984	0.15640880858272163	0.5471485036702428	0.43195934500282324	0.4601919819311124	0.5584415584415584	0.33145115753811405	0.3438735177865613	0.31225296442687744	0.40146809712027104	0.36307171089779783	0.33483907396950874	0.36307171089779783	0.26030491247882553	0.39920948616600793	0.3958215697346132	0.32919254658385094	0.39920948616600793	0.4184076792772445	0.3856578204404291	0.4376058723884811	0.4048560135516657	0.46922642574816487	0.5268210050818747	0.383399209486166	0.18464144551101072	0.29757199322416716	-0.017504234895539244	0.2648221343873518	0.2885375494071146	0.1067193675889328	0.47148503670242803	0.4184076792772445	0.5392433653303218	0.365330321852061	0.5031055900621118	1.0	0.629587803500847	0.04009034443817053	0.06493506493506493	0.10784867306606437	0.0502540937323546	-0.16996047430830039	0.029926595143986448	0.09881422924901186	0.23433088650479955	0.017504234895539244	-0.03557312252964427	-0.25578769057029926	-0.2388481084133258	-0.25352907961603616	-0.19480519480519481	-0.32806324110671936	-0.3427442123094297	-0.3495200451722191	-0.5143986448334275	-0.6533032185206098	-0.4500282326369283	-0.35290796160361376	-0.5550536420101637	-0.6533032185206098	-0.5143986448334275	-0.5686053077357425	-0.5098814229249012	-0.2478825522303783	-0.2388481084133258	-0.2490118577075099	-0.5618294748729531	-0.42631281761716544	-0.30999435347261434	-0.06945228684359118	-0.24449463579898362	0.4872953133822699	0.2230378317334839	0.3145115753811406	0.40146809712027104	0.21174477696216826	0.13156408808582723	-0.00282326369282891	0.1259175607001694	0.19141727837380013	-0.10107284020327499	-0.5832862789384529	-0.49294184076792774	-0.19593450028232637	-0.06945228684359118
TyrR	0.38114059853190285	0.17786561264822134	0.3709768492377188	0.3890457368718238	0.49181253529079616	0.603613777526821	0.49407114624505927	0.47600225861095424	0.48842461885940147	0.3585544889892716	0.37549407114624506	0.4997176736307171	0.4500282326369283	0.4590626764539808	0.44212309429700736	0.409373235460192	0.5798983625070582	0.39469226425748166	0.4364765669113495	0.39808018068887635	0.4376058723884811	0.47939017504234893	0.46922642574816487	0.4342179559570864	0.4997176736307171	0.48955392433653305	0.3890457368718238	0.18464144551101072	0.2388481084133258	0.045736871823828344	0.2546583850931677	0.1857707509881423	0.09994353472614342	0.2478825522303783	0.5426312817617166	0.5426312817617166	0.20609824957651043	0.4816487859966121	0.629587803500847	1.0	-0.3890457368718238	-0.25917560700169395	-0.22755505364201017	0.012987012987012988	-0.3156408808582722	-0.07396950875211744	-0.17221908526256352	0.03670242800677583	0.11123658949745906	-0.032185206098249576	-0.3111236589497459	-0.2930547713156409	-0.40033879164313946	-0.42518351214003386	-0.427442123094297	-0.40372670807453415	-0.5076228119706381	-0.4116318464144551	-0.603613777526821	-0.48616600790513836	-0.3924336533032185	-0.5697346132128741	-0.5381140598531903	-0.49294184076792774	-0.5821569734613213	-0.6058723884810842	-0.49407114624505927	-0.4771315640880858	-0.2885375494071146	-0.4127611518915867	-0.41953698475437606	-0.30660643704121965	-0.025409373235460192	-0.21174477696216826	0.1857707509881423	0.20271033314511575	0.2738565782044043	0.22981366459627328	0.14850367024280067	0.1767363071710898	0.04799548277809147	0.30434782608695654	0.13043478260869565	-0.07284020327498589	-0.21513269339356295	-0.04912478825522304	-0.233201581027668	-0.08526256352343309
LiuQ	-0.44889892715979673	-0.4805194805194805	-0.4850367024280068	-0.5369847543760587	-0.10333145115753811	-0.4116318464144551	-0.5053642010163749	-0.3145115753811406	-0.2930547713156409	-0.29757199322416716	-0.44551101072840205	-0.4872953133822699	-0.48842461885940147	-0.551665725578769	-0.5143986448334275	-0.5798983625070582	-0.5889328063241107	-0.5177865612648221	-0.6171654432523997	-0.5245623941276115	-0.44889892715979673	-0.5426312817617166	-0.49407114624505927	-0.46696781479390176	-0.5189158667419537	-0.4059853190287973	0.1101072840203275	-0.11575381140598531	0.011857707509881422	-0.11236589497459062	-0.30886504799548276	-0.19141727837380013	-0.1541501976284585	-0.033314511575381144	-0.2715979672501412	-0.20722755505364202	-0.0660643704121965	-0.053642010163749296	0.04009034443817053	-0.3890457368718238	1.0	0.5832862789384529	0.35629587803500845	0.1857707509881423	0.4342179559570864	0.15640880858272163	0.15527950310559005	0.40711462450592883	0.07735742518351214	0.2140033879164314	0.1383399209486166	0.6194240542066629	0.5381140598531903	0.5844155844155844	0.4105025409373235	0.49294184076792774	0.5844155844155844	0.020892151326933936	0.03896103896103896	0.30773574251835123	0.3416149068322981	0.3404856013551666	0.22981366459627328	0.25691699604743085	0.2354601919819311	0.42179559570863917	0.47939017504234893	0.47939017504234893	0.24449463579898362	0.19254658385093168	0.47261434217955955	0.48955392433653305	0.4906832298136646	0.6171654432523997	0.2987012987012987	-0.16883116883116883	0.21174477696216826	0.12140033879164314	0.3551665725578769	0.37323546019198195	0.20045172219085264	0.06719367588932806	0.24675324675324675	-0.13382269904009034	0.06380575945793338	-0.24449463579898362	0.10333145115753811	0.19028797289666854
SoxR	-0.42857142857142855	-0.41727837380011296	-0.2930547713156409	-0.43873517786561267	-0.15302089215132694	-0.46357989836250707	-0.5019762845849802	-0.42518351214003386	-0.37323546019198195	-0.3201581027667984	-0.4522868435911914	-0.5076228119706381	-0.47374364765669114	-0.5290796160361377	-0.5087521174477696	-0.5990965556182948	-0.5087521174477696	-0.4771315640880858	-0.44212309429700736	-0.42857142857142855	-0.39469226425748166	-0.40033879164313946	-0.4059853190287973	-0.47939017504234893	-0.47374364765669114	-0.42970073404856013	-0.15866741953698477	-0.10897797854319594	0.14850367024280067	-0.025409373235460192	-0.39695087521174477	-0.35629587803500845	-0.277244494635799	0.11123658949745906	-0.12704686617730096	-0.24675324675324675	-0.11575381140598531	-0.17221908526256352	0.06493506493506493	-0.25917560700169395	0.5832862789384529	1.0	0.33145115753811405	0.30773574251835123	0.06380575945793338	-0.2478825522303783	0.35403726708074534	0.09768492377188029	0.07509881422924901	0.2230378317334839	0.18238283455674761	0.5064935064935064	0.5968379446640316	0.6171654432523997	0.39920948616600793	0.4398644833427442	0.6149068322981367	0.014116318464144552	0.08074534161490683	0.21739130434782608	0.41727837380011296	0.44212309429700736	0.3608130999435347	0.313382269904009	0.25691699604743085	0.3800112930547713	0.6047430830039525	0.5550536420101637	0.11688311688311688	0.39808018068887635	0.42518351214003386	0.233201581027668	0.4082439299830604	0.5471485036702428	0.3370976849237719	0.09203839638622248	0.22868435911914173	0.42292490118577075	0.2964426877470356	-0.07735742518351214	0.13382269904009034	-0.15527950310559005	0.16996047430830039	-0.3167701863354037	0.09203839638622248	-0.541501976284585	0.017504234895539244	-0.12365894974590627
