	LldR	PdxR	NrtR	RutR	ArgR	IscR	NagC	NsrR	MetR	SahR_SamR	CzrA	MntR	FUR	BirA	Zur	Phr	LexA	ModE	ThiR	KdgR	RbkR	PhnF	AgaR	SoxR	Rex	HutC	NadQ	NagQ	NrdR	PsrA	NagR	SdaR	TrpR	HisR	HrcA	CueR	XylR	CblR	PhnR	FnrN_FixK	PaaR	ExuR_UxuR	TyrR	LiuR	GntR	RbsR	NtrC	HexR	PhrR	HypR	PdhR	AraR	NorR	CcpA	CadR-PbrR	SiaR	HcpR	LtbR	GulR	NikR	ZntR	MerR	NiaR	FabR	MetJ	GlcC	NnrR	TtrR	Irr	NmlR	FadR	PurR	GguR	PhsR	DasR	NifA	FadP	FixJ	NarP	PrpR	BioQ	LiuQ	AmtR	FruR	VanR	AcnR	CsoR	QorR
CzrA	0.7269565905762478	0.7725769150301667	0.86689359969692	0.8629354654483152	0.8433144285302316	0.8343464272183929	0.8333512391787437	0.8227208214824909	0.8537639029465482	0.883506454586064	1.0	0.895211223006938	0.8657966310623066	0.8558560596208108	0.8832237307111637	0.7754833164641421	0.8207643722681806	0.8097720680120554	0.8249147587517176	0.812848103770971	0.8305692362497243	0.7058088447337024	0.6540364487619521	0.609026807877818	0.7180564429943851	0.7335384023839278	0.6819695676021057	0.6499991518283753	0.6413817281214129	0.6436322101656197	0.5989731468863619	0.5318318810750292	0.5447580166354729	0.6215797479233931	0.5987582767414377	0.594788833537837	0.6316899536898293	0.468388643547393	0.5439211539657678	0.42558424888748153	0.5028017936002623	0.46401207796393573	0.5171754754001956	0.4869579476508473	0.4357057636089137	0.412646804372042	0.4754001956449214	0.4083607104285529	0.4131104715268786	0.481733210442689	0.4771078478493195	0.4982669026468609	0.4324600935250578	0.4638085167740075	0.39253948238912983	0.4204386743642954	0.40371272992519125	0.46186337651469317	0.28378126219246713	0.3638147366992553	0.24889313602976518	0.28172303238319263	0.3854940034266134	0.34090279387733174	0.2945813142136601	0.3790139722138976	0.3547562637474484	0.3539080921227474	0.23215588263566506	0.32101034203934387	0.30021317380167484	0.2231313365488462	0.30255412748584964	0.25389169413800317	-0.16079637661081927	0.17366596739628273	0.22684067378753867	0.13417509655020327	0.10483966729054402	0.2742138862658396	0.2102956726283708	0.1936941266942228	0.036160383599753466	0.10601579861012943	0.13860820690864062	0.09928697038750134	0.0781279155899599	0.09373427348445867
MntR	0.718734980294146	0.756167621330951	0.8647788251126655	0.8479511000785972	0.8483356045484617	0.8359862256928149	0.8549626521761257	0.8637723281180203	0.8723784428699866	0.8526330074469468	0.895211223006938	1.0	0.884365935165761	0.8749342666990857	0.9016120915346817	0.7784801895380857	0.8084149934125338	0.8264075408111914	0.8541144805514247	0.8123052739311624	0.8337131257386161	0.7161678475100508	0.6457582937048703	0.6050234378092293	0.6986276583112337	0.7248531249469893	0.6681952604169612	0.6553822144064778	0.6358177222633743	0.6874657197301683	0.598124975261661	0.5526290493126983	0.5601268864750553	0.5948793051778051	0.5986564961464735	0.6346076640788008	0.6318935148797575	0.46825293608744084	0.5626827103041544	0.4657310391233298	0.5310854900452924	0.46017834222028714	0.5941216051930721	0.493347507223595	0.4531215543027747	0.48009341196826705	0.5253179229973254	0.4079648970036924	0.5012977025857925	0.45580177663682986	0.4585498527008612	0.4630960526092586	0.45994085416537084	0.39506137935324087	0.35428128763761585	0.42009940571441495	0.4313631248904445	0.47377170612549546	0.26402451781443137	0.3745469349904722	0.2915957500947125	0.3450079445408847	0.38817422576066857	0.32560177776772536	0.34650072660035847	0.34837801312969674	0.36726396797303945	0.34921487579940175	0.33662800888883865	0.3303967746860351	0.21669654115611447	0.26160440144528446	0.22915900956172144	0.2252913469530848	-0.1890913820108453	0.20621313987480988	0.1976522609428276	0.13615416367450567	0.0692956217380733	0.24790925694511198	0.21850597395547663	0.230448230431267	0.007899305064715496	0.08958388700092168	0.17341717038637045	0.08205212297357663	0.052784547443893444	0.08414427964783915
FUR	0.7358680471131065	0.7728483299500709	0.8539674641364765	0.8214089827029534	0.870150578735772	0.8339279958835404	0.8272104766159083	0.8481772791785175	0.8747080875991654	0.8485391657383899	0.8657966310623066	0.884365935165761	1.0	0.9011144975148572	0.8957766707567387	0.7897325997591192	0.7990398697208384	0.8043890054339529	0.7944258160824649	0.8185478170889618	0.7740018433596644	0.6861199540856427	0.6227106434229945	0.5947662156278449	0.727929160705905	0.6972253478917281	0.6765412692040192	0.6807255825525442	0.6561738412561987	0.6757496423542982	0.5998891722410391	0.5630106699990387	0.5636100446138275	0.5529343910975906	0.6493545413936025	0.6319839865197256	0.6653454037579657	0.503310696575083	0.5696150997167106	0.4508371453935799	0.5525272687177342	0.4782048164839328	0.469225506217098	0.4877835013655563	0.4636954272240474	0.391849636134373	0.506635529343911	0.38794804666074834	0.42357125489819114	0.5525159597627382	0.5342972332641602	0.47647454636954273	0.46584412867328995	0.3940096465386116	0.41359675659170714	0.4036561851502112	0.3980130166072004	0.549971444888635	0.256232647822178	0.4005236046163154	0.2844258726272399	0.39979983149657056	0.4473200603898197	0.325262509117845	0.3187033152201571	0.3491809489344137	0.36625747097839423	0.25578028962233745	0.29765734997257576	0.3559889398420139	0.2709003624520076	0.2909172127949517	0.21818932321558826	0.17589383153049742	-0.20987724129351829	0.20045688178183896	0.15145517978411205	0.16991139433760624	0.14239670683230515	0.2666029595535225	0.16309209447501002	0.266229764038654	0.01877851977088057	0.06908075159314904	0.17639142555032203	0.105653912050257	0.19524345352867667	0.09961493008238574
BirA	0.7500720945880995	0.7716608896754895	0.8496700612379913	0.8588529326947544	0.8856664649903025	0.861069487873973	0.8398425793464555	0.8458702523593308	0.8767097726334598	0.8605040401241724	0.8558560596208108	0.8749342666990857	0.9011144975148572	1.0	0.9146739345550774	0.8308632690796207	0.8288955109103143	0.8004308711853482	0.8003630174553721	0.7815562252970014	0.7585877377000978	0.6742003155198444	0.6618283187542056	0.6353653640635337	0.7175249221095724	0.762059586883874	0.6764734154740432	0.7220485041079779	0.6522609428275781	0.6690773589066502	0.5944269469779645	0.5325895810597622	0.5835929680917835	0.5951620290527054	0.6092077511577543	0.5830275203419828	0.5817835352924213	0.5978196334767686	0.6121933152767018	0.4489259319992536	0.5559538820815263	0.44764802008470406	0.45943195119055025	0.49521348479793725	0.47843099558385305	0.3966785599176708	0.5050975114644531	0.41876494902488537	0.42077794301417576	0.4537548557825514	0.4543994662173242	0.5122447710219337	0.5196634454993186	0.4210380489790841	0.44978541257895066	0.4945801833181605	0.390990155554676	0.4403424351572793	0.23825140937851638	0.4179620132201684	0.35595501297702586	0.2910981560748879	0.43082029505063585	0.333608517904903	0.3449627087209006	0.35221174887334533	0.3667211381332308	0.2860769800566579	0.29057794414507127	0.25494342695263245	0.2888589829856772	0.3024749648008776	0.25546363888244905	0.28649541139151036	-0.24685752413048273	0.18487314179733222	0.2381948646035363	0.10365222701596259	0.10957811943387372	0.2624638820249815	0.22258850670903754	0.24582840922584548	-0.027848301677683474	0.04299099241734568	0.15297057975357786	0.12273043409423752	0.1068300433698424	0.06582377255429712
Zur	0.7386613589971218	0.8132212992858395	0.8623813266535105	0.8481094254485414	0.880136385997252	0.884388553075753	0.8682619832514377	0.8659775743422429	0.8946570842121334	0.8899977947537758	0.8832237307111637	0.9016120915346817	0.8957766707567387	0.9146739345550774	1.0	0.811117833656581	0.8705916279806164	0.852791332816891	0.8280473392856134	0.8171228887594641	0.8241796766769767	0.6727527692803547	0.6682065693719572	0.6308078552001403	0.7116442655116454	0.7616637734590135	0.6765638871140113	0.7017602388451295	0.7017828567551215	0.6853622541009098	0.5853458561161656	0.543321779350979	0.5666521535077551	0.6320405312947057	0.7023256865949302	0.6415061266263691	0.6603694635597198	0.546635303164811	0.598181520036641	0.5045433726696484	0.6070929765734997	0.4713289718463565	0.5135679187564673	0.5039100711898717	0.4572153960113316	0.42477000412776855	0.5073706114186518	0.4424345918315418	0.408519035798497	0.49339274304357905	0.4260366070873221	0.46544831524842945	0.5834007158568513	0.43664440687358286	0.40585012241943785	0.4200428609394349	0.41088260739266386	0.5080491487184127	0.2864501755715263	0.3646402904139643	0.23983466307795828	0.33108662094079194	0.43846514862794106	0.3426782998117059	0.3956607539680296	0.34930534743936986	0.3746147887204483	0.2824468055029375	0.27900888318414935	0.3029838677756982	0.3094073542134339	0.27419126835584756	0.2805016652436232	0.2604735059456831	-0.2065637174796863	0.20805649953916008	0.27865830557927296	0.12892774143205296	0.07738152456022301	0.22054158585475908	0.19798022063771198	0.15475739464294802	0.06151506070081594	0.10165054198166819	0.14811903806028803	0.11949607296537763	0.13206032196594875	0.11320829398759408
Phr	0.6806916556875562	0.6657072903178382	0.7952513697971739	0.7802556954724599	0.8054294292935861	0.778683750728014	0.7536004885468558	0.7507732497978524	0.7614375943590932	0.7652260942827578	0.7754833164641421	0.7784801895380857	0.7897325997591192	0.8308632690796207	0.811117833656581	1.0	0.7797467924976392	0.7685396180965898	0.7491108334134384	0.6941832389978004	0.723767465267372	0.6280823970461009	0.5891682829048182	0.631475083544905	0.646470757869619	0.6326172879995025	0.6365980401580992	0.6425691683959943	0.5576276074209363	0.5654760221881697	0.4712498091613844	0.5456853509451459	0.5222079603734217	0.5947096708528649	0.529931976635699	0.4852616044014453	0.4477724185896602	0.501704824965649	0.6083708884880492	0.4150895386511809	0.5312211975052445	0.43483497407422067	0.45926231686561003	0.39648630768273857	0.34016771180259087	0.3589971218709535	0.41994108034447075	0.29164098591469656	0.3914538227095125	0.3738910156007034	0.3949482898032807	0.5263244199919707	0.4563785333416266	0.40010517328146294	0.4414846396118767	0.4487676066293094	0.3608744084002918	0.4767685791994391	0.28620137856161404	0.3853696049216572	0.28030941300869094	0.2137222859921629	0.3247083703230403	0.3571537622066033	0.23639674075917014	0.301174434976336	0.2689439132376973	0.32937896873639394	0.2144799859768958	0.21252353676258545	0.3287795941216052	0.28099925926344776	0.2406036720176872	0.22543836336803297	-0.1445906441015318	0.270368841567195	0.20547805780006898	0.09022849743569446	0.09478600629908793	0.31828488388530457	0.21934283662518164	0.0934289316995663	0.01263775720804519	0.048939502745248824	0.14362938292687064	0.0989250838276289	0.10136781810676784	0.1429169187621218
LexA	0.7315367173496333	0.7463401394394151	0.8097607590570594	0.8169080186145399	0.8295514303000832	0.8199501275084676	0.8030319308344313	0.782890681986531	0.7935437175927759	0.807815618797745	0.8207643722681806	0.8084149934125338	0.7990398697208384	0.8288955109103143	0.8705916279806164	0.7797467924976392	1.0	0.8334190929087197	0.798598820475994	0.7267077935663355	0.7174796862895884	0.5983172274965932	0.6522722517825741	0.6224957732780703	0.6469909697994357	0.6882008018049092	0.6945225076476809	0.6113564526069969	0.6521478532776179	0.65557446664141	0.47353421807057916	0.5086598322881974	0.5487953135690496	0.6595099829800227	0.6733295259851514	0.6192387942392183	0.5255893379172297	0.4729574613657825	0.6166603525001272	0.4628698735093384	0.4726068837609061	0.4778881657440444	0.407682173128792	0.43715330984840345	0.44094180977206804	0.3608178636253117	0.4473426782998117	0.3968934300625951	0.4034073881402989	0.41600556400585803	0.3687454410775172	0.43986745904744673	0.4418578351267451	0.44064777694217167	0.348592883274621	0.4138003177816354	0.42998343238093084	0.4298137980559906	0.2660488207587178	0.36793119631780424	0.20930048458872158	0.278692232444261	0.41579069386093376	0.375214163335237	0.367727635127876	0.33731785514359547	0.3970404464775432	0.2941855007887996	0.1599029691661342	0.2500918852593426	0.3461727669054741	0.24125959140745598	0.2724044534664774	0.3013214513912842	-0.10505453743546828	0.2606318313156273	0.27222351018654123	0.10454563446064766	0.13135916675619588	0.21657214265115832	0.15801437368179994	0.04619142668121752	0.03212308666617661	0.07082233066253513	0.16565922725910512	0.0647268039196838	0.053101198183781825	0.09780549728302357
ModE	0.6759871304092145	0.7176719385245206	0.8008153756552125	0.794538905632425	0.8016974741449017	0.8000124398504956	0.8175865559143007	0.8142504141904767	0.780334858157432	0.7861250431153909	0.8097720680120554	0.8264075408111914	0.8043890054339529	0.8004308711853482	0.852791332816891	0.7685396180965898	0.8334190929087197	1.0	0.8034277442592918	0.7194022086389107	0.7497441348932152	0.6920684644135459	0.5976273812418363	0.5926740589535824	0.668059552957009	0.7000073508207474	0.6384640177324414	0.5896884948346348	0.5995385946361627	0.5545176447970326	0.513262576971575	0.519968787284211	0.5462734166049387	0.5509779418832803	0.5745571130499686	0.5778027831338245	0.56731938185252	0.48689009392087124	0.6214101135984529	0.49746396684214395	0.5670932027525997	0.48638119094605065	0.544927650960413	0.4573511034712837	0.4426833888414541	0.4390758321977258	0.42244035939858976	0.3700120440370708	0.3389350357080254	0.44755754844473594	0.4136533013666872	0.5190979977495179	0.5035142577650112	0.4171251505504634	0.39156691225947265	0.3913859689795364	0.44546539177047345	0.4898530401298268	0.2474229718802834	0.32459528077308014	0.21785005456570786	0.32656303894238653	0.40885830444837745	0.4267264533420789	0.29887871711214525	0.29857337532725287	0.34596920571554585	0.29653776342797045	0.14191042176747656	0.29330340229911056	0.30402429163533146	0.2112343158930399	0.2707533460370595	0.23773119744869975	-0.14482813215644808	0.21278364272749375	0.1657157720340852	-0.0188011376808726	0.00624819763529751	0.23801392132360008	0.25954617163600996	0.21260269944755755	0.12429106988368739	0.16467534817445195	0.10244216883138914	0.08348836025807035	0.14531441722127666	0.11681585063132241
ThiR	0.6764847244290392	0.6788030602032219	0.818626979773934	0.8012451159450611	0.7894272579742269	0.7870863042900521	0.7908974221237086	0.7743411120095448	0.7879570938247451	0.7991981950907826	0.8249147587517176	0.8541144805514247	0.7944258160824649	0.8003630174553721	0.8280473392856134	0.7491108334134384	0.798598820475994	0.8034277442592918	1.0	0.7140530729257963	0.770337741940956	0.6806124930025841	0.5906045201893119	0.548252483729241	0.6295638701505787	0.6917178868086694	0.6187072733544057	0.5587811208305297	0.6195554449791068	0.5921651559787617	0.48583836110624196	0.5704971982063998	0.5717638011659533	0.5977404707917965	0.5252613782223453	0.5879695336752407	0.5750660160247892	0.4197035922895545	0.4835991880170313	0.5100734516626991	0.5167344261553511	0.46907848980214983	0.6031913870998751	0.3836167168972751	0.4556886870868697	0.3955815912830575	0.4331386308248186	0.3823274960277296	0.3597322039456944	0.4347671203442446	0.4023443463706736	0.4435881052411352	0.45046394987871147	0.3793080050437939	0.3012535976613081	0.38614992281638216	0.4638424436389955	0.45729455869630364	0.25457023143776397	0.26204545069012897	0.2180309978456441	0.31051563180304326	0.45329118862771484	0.3946994927933684	0.25994198506087046	0.3147564899265483	0.35222305782834135	0.3995171076216702	0.21270448004252168	0.3080728975239043	0.28431278307727975	0.23891863772328117	0.26002114774584256	0.2653250476389729	-0.10508846430045632	0.2719747131766289	0.20805649953916008	0.07465606640618373	0.04892819379025281	0.21368835912717485	0.2287066513618809	0.14945349474981764	0.03484854482021589	-0.04095538051806323	0.1608076855658153	-0.001385346987011665	0.05460528919825164	0.036952010449474416
KdgR	0.6295525611955827	0.69880860159117	0.7891784609643145	0.7361394620330108	0.8185817439539499	0.7629869211935472	0.7794866865327309	0.7680872598967492	0.8266789557310956	0.8083810665475457	0.812848103770971	0.8123052739311624	0.8185478170889618	0.7815562252970014	0.8171228887594641	0.6941832389978004	0.7267077935663355	0.7194022086389107	0.7140530729257963	1.0	0.7394416768918468	0.5419533957964614	0.6269062657265155	0.5411391510367485	0.6715653290057733	0.6374575207377963	0.6389842296622581	0.6111868182820567	0.5987356588314456	0.6685458380218376	0.49113095204437635	0.42560686679747356	0.48737637898569985	0.5328836138896585	0.5359370317385822	0.5984416260015494	0.589043884399862	0.41602818191585006	0.40620070002431424	0.39089968391470786	0.4212189922590203	0.4180411759051405	0.4213660086739685	0.43362491588964724	0.39655416141271466	0.45135735732339655	0.5180010291149046	0.3415813311770926	0.4607324810150918	0.4344617785593522	0.4324600935250578	0.4230736608783665	0.4192059982697299	0.41450147299138823	0.39082052122973576	0.4079875149136844	0.3882873153106287	0.47761675082414007	0.2442677734363956	0.37964727369367435	0.29519199778344485	0.2730942997212343	0.42117375643903626	0.33956833718780216	0.3517706996285008	0.38100434829319596	0.3376118879734918	0.164731892949432	0.26648987000356233	0.19446313563395173	0.2868346800413908	0.19514167293371257	0.17303266591650598	0.22500862307818445	-0.07324244703168203	0.11029058359862257	0.1366856845593183	0.12701652803772667	0.1355208621947289	0.19661183708319432	0.13232042793085705	0.30745090499912353	0.09561156001379692	0.11757355061605532	0.0954306167338607	0.11128577163827176	0.06288344425533358	0.11710988346121877
RbkR	0.6153485137205896	0.7148786266405053	0.7433093395004835	0.7399845067316555	0.7723959717502304	0.7361507709880069	0.7417373947560376	0.7107960938869444	0.7530237318420592	0.7563938004308712	0.8305692362497243	0.8337131257386161	0.7740018433596644	0.7585877377000978	0.8241796766769767	0.723767465267372	0.7174796862895884	0.7497441348932152	0.770337741940956	0.7394416768918468	1.0	0.7206122668234842	0.5458549852700861	0.48691271183086327	0.6038699243996358	0.6536745622020798	0.6063578944987589	0.5786735726685176	0.5475965643394722	0.5697960429966469	0.4648150137686527	0.43922284861267397	0.45996347207536287	0.5380518063228368	0.539883857032191	0.5429825107010987	0.5546646612119807	0.4672351301377996	0.4346992666142685	0.441801290351765	0.5605453178099078	0.3927656614890501	0.6524871219274982	0.400998580726148	0.34479307439596046	0.39853322853701706	0.41429791180146	0.33207050002544514	0.4140491147915477	0.3908431391397278	0.40297764785045037	0.3848607019468366	0.44095311872706405	0.3896556988651464	0.3779509304442723	0.3673657485680036	0.362729077019638	0.41866316842992124	0.3217001882941007	0.2789523384091693	0.16976437792265806	0.2153168486466008	0.3274564463870716	0.36875675003251324	0.29993044992677453	0.2905100904150952	0.3015589394462005	0.1932643864043743	0.18012338069900652	0.21109860843308775	0.18642246863178608	0.24478798536621224	0.3127095690722699	0.18076799113377928	-0.10663779113491018	0.18690875369661467	0.16426822579459546	0.07174966497220825	0.025676982318448862	0.26610536553369785	0.11109351940333953	0.22680674692255062	0.08941425267598148	0.0878423079315356	0.1745593748409678	0.160547579600907	0.10318855986112603	0.12369169526889867
PhnF	0.5485691344691294	0.5858208322259981	0.6702082544062515	0.6784524825983455	0.6516502592577933	0.6079072213332127	0.6426370221259704	0.6459844728047904	0.5881052411351929	0.6443446743303685	0.7058088447337024	0.7161678475100508	0.6861199540856427	0.6742003155198444	0.6727527692803547	0.6280823970461009	0.5983172274965932	0.6920684644135459	0.6806124930025841	0.5419533957964614	0.7206122668234842	1.0	0.4845152133717084	0.46833209877241294	0.5688913265969658	0.5419194689314734	0.4237182713131393	0.5831293009369469	0.43691582179348715	0.5716733295259852	0.5933299783433512	0.5818400800674014	0.48788528196052044	0.40869997907843325	0.4086434343034532	0.42441942652289216	0.5525272687177342	0.49248802664389796	0.4759543344397261	0.44131500528693646	0.508331872593313	0.3836732616722552	0.6303328790903077	0.33420789251969174	0.29937631113196983	0.2955086485233332	0.2931563858841624	0.2816325607432245	0.40190329712582906	0.2841770756173276	0.3830738870574665	0.4147276520913085	0.2826956025128498	0.24341960181169459	0.19561664904354514	0.23307190799034216	0.31535586454133707	0.3448383102159445	0.16872395406302482	0.09558894210380489	0.13315729060056206	0.2286274886769088	0.21761256651079158	0.4674839271477119	0.30161548422118056	0.22178557090432058	0.22408128876851136	0.2838038801024591	0.3312110194457481	0.1515004156040961	0.06790462027356362	0.2000723773119745	0.24211907198715302	0.14469242469649593	-0.2206433664497232	0.12925570112693738	0.2337052094701189	0.0549897936681161	0.08783099897653958	0.2955312664333252	0.20148599668647618	0.1814578373885361	0.0022109007017206573	0.040819673058111065	0.1318680697310165	0.048509762455400306	0.027916155407659557	0.02729416288287881
AgaR	0.5546081164370006	0.5875850292053763	0.6768353020339155	0.6224166105930982	0.6387015057873577	0.6737027215000198	0.6902364137041916	0.6425917863059863	0.6502818757032757	0.6308983268401084	0.6540364487619521	0.6457582937048703	0.6227106434229945	0.6618283187542056	0.6682065693719572	0.5891682829048182	0.6522722517825741	0.5976273812418363	0.5906045201893119	0.6269062657265155	0.5458549852700861	0.4845152133717084	1.0	0.6205732509287479	0.4949420698780329	0.5799514845830671	0.4530763184827906	0.42976856223600657	0.6004320020808477	0.5310854900452924	0.4023217284606816	0.4129634551119304	0.37731762896449555	0.4602122690852752	0.46767617938264416	0.47224499720103363	0.4063816433042505	0.37266964846113393	0.42717881154191945	0.44207270527166936	0.490045292364759	0.3239506703383074	0.33214966271041724	0.4455219365454535	0.4748008210301327	0.3204335853345472	0.4298703428309707	0.28590734573171767	0.4122057551271975	0.17647058823529413	0.3024749648008776	0.3571650711615993	0.24139529886740815	0.5495417045987866	0.18591356565696546	0.4031699000853826	0.2643977133292998	0.27518645639549677	0.03124098817648755	0.23987989889794234	0.1715398838570322	0.22749659317730744	0.3298539448462265	0.3024636558458816	0.2932694754341225	0.261231205930416	0.4153270267060972	0.27290204748630204	0.1449977664813883	0.19139840883003206	0.22791502451215995	0.2912790993548241	0.2628370775398499	0.14913684400992927	-0.24631469429067407	0.1901091879604865	0.20481082945530418	0.14273597548218556	0.1320263951009607	0.17849489117958056	0.1333608517904903	0.1162277849715297	0.08691497362186247	0.04072920141814296	0.09061300190555892	0.08861131687126451	0.0005371753623106457	-0.058292008526952065
SoxR	0.5978422513867606	0.46469061526369654	0.6534031472821754	0.5996856110511108	0.5803586069629236	0.6027277199450385	0.5939858977331199	0.6071269034384877	0.6167168972751073	0.585685124766046	0.609026807877818	0.6050234378092293	0.5947662156278449	0.6353653640635337	0.6308078552001403	0.631475083544905	0.6224957732780703	0.5926740589535824	0.548252483729241	0.5411391510367485	0.48691271183086327	0.46833209877241294	0.6205732509287479	1.0	0.5633047028289351	0.46643219433308264	0.5263244199919707	0.5237685961628715	0.5758576428745101	0.4145353998563763	0.45821058405098075	0.35972089499069837	0.38974617050511445	0.35360275033785504	0.3639956799791915	0.2990822783020735	0.34802743552482035	0.4355926740589536	0.544950268870405	0.34022425657757094	0.48500149843653695	0.2293512617966537	0.22160462762438438	0.49230708336396173	0.4042329418550079	0.30552838264980126	0.35675794878174283	0.242107763032157	0.3299217985762026	0.2821980084930252	0.3125738616123177	0.4437803574760674	0.2768827996448988	0.4571588512363515	0.3574025592165156	0.3501648280190669	0.3014119230312523	0.3026106722608297	0.18979253722059813	0.2952824694234129	0.2830348711627302	0.06473811287467982	0.1677174570683796	0.3163962884009703	0.25359766130810685	0.17965971354416996	0.27848867125433274	0.18583440297199338	0.11220179699294887	0.2137222859921629	0.20611135927984575	0.2924891575393976	0.23021074237635072	0.20038902805186287	-0.14211398295740482	0.1570078766871547	0.19878315644242894	0.16087553929579138	0.16861086451306467	0.14638876794589795	0.28271822042284184	0.20348768172077059	0.10722585679470288	0.0036810648512024245	-0.02336995549926209	0.14497514857139626	0.054017223538458926	0.02667217035809806
Rex	0.6024336871151421	0.6373670490978282	0.7147542281355491	0.7034678910495276	0.6910732763738967	0.6641692724383803	0.7093485476474546	0.6820261123770858	0.6601659023697916	0.6852717824609417	0.7180564429943851	0.6986276583112337	0.727929160705905	0.7175249221095724	0.7116442655116454	0.646470757869619	0.6469909697994357	0.668059552957009	0.6295638701505787	0.6715653290057733	0.6038699243996358	0.5688913265969658	0.4949420698780329	0.5633047028289351	1.0	0.5963494693272868	0.5704293444764237	0.5221740335084336	0.5320467512199535	0.5994820498611826	0.5172885649501557	0.3254886882177652	0.42959892791106635	0.45212636626312547	0.5053915442943495	0.41814295650010463	0.420947577339116	0.5205794708539957	0.5250917438974052	0.36026372483050706	0.4157002222209657	0.36493432324386066	0.34870597282458116	0.4514704468733567	0.4272353563168995	0.4579617870410685	0.4037353478351833	0.1964195848482621	0.37677479912468687	0.35667878609677073	0.31602309288610186	0.4709670852864841	0.3509225280037998	0.35619250103194217	0.38764270487585595	0.450113372273835	0.4994995787414264	0.4050584955697169	0.24258273914198958	0.25537316724248094	0.3040582185003195	0.21428773374196358	0.25527138664751686	0.2957574455332455	0.37475049618040046	0.294513460483684	0.27057240275712324	0.20768330402429164	0.28122543836336805	0.2500127225743705	0.22074514704468734	0.16935725554280157	0.26134429548037613	0.20396265783060316	-0.03516519556010427	0.20930048458872158	0.2759667742902217	0.10805141050941187	0.044280213286891225	0.28232240699798133	0.20833922341406041	0.13107644288129555	0.12482259076850004	0.10053095543706284	0.02513415247864021	0.019705854080553687	0.15420325584814334	0.034305714980407236
HutC	0.6074661720883682	0.6361343730032626	0.7163827176549751	0.6804767855426319	0.716303554970003	0.7077426760380207	0.7550593437413415	0.6776608557486246	0.7297046666402791	0.7245251652521049	0.7335384023839278	0.7248531249469893	0.6972253478917281	0.762059586883874	0.7616637734590135	0.6326172879995025	0.6882008018049092	0.7000073508207474	0.6917178868086694	0.6374575207377963	0.6536745622020798	0.5419194689314734	0.5799514845830671	0.46643219433308264	0.5963494693272868	1.0	0.6104517362073157	0.6285573731559335	0.6435982833006316	0.5605226998999158	0.40884699549338144	0.3533313354179507	0.3961809658978462	0.4693046689020701	0.4979050160869885	0.5344668675891004	0.5358804869636021	0.47889466273868964	0.495021232563005	0.47143075244132066	0.4476819469496921	0.5026887040503022	0.5029148831502225	0.3729749902460263	0.3366845536638187	0.30475937371007233	0.3777926050743281	0.32982001798123844	0.28130460104834015	0.4969776817773154	0.5097454919678147	0.4322678412901256	0.4901018371397391	0.5448937240954249	0.28624661438159804	0.3907526674997597	0.3683835545176448	0.4149990670112128	0.22903461105676529	0.254592849347756	0.1966796908131704	0.33796246557836823	0.3632379799944586	0.3162945078060062	0.2925004664943936	0.34138907894216036	0.3604899039304273	0.2539030030929992	0.21877738887538098	0.15818400800674015	0.21362050539719876	0.24821459873000434	0.13481970698497606	0.09529490927390855	-0.14208005609241678	0.13448043833509565	0.227134706617435	0.10846984184426438	-0.03025710909183437	0.14827736343023223	0.20804519058416407	0.14756489926548338	0.04247078048752905	0.032405810541076954	0.1532419946734822	0.056584356322554014	-0.0646363322797157	-0.004235203646007091
NadQ	0.5946870529428728	0.6235701240026915	0.6660239410577266	0.618141825604605	0.7458877812395746	0.6378420252076606	0.7215735279981453	0.6715992558707613	0.7222520652979062	0.6848533511260892	0.6819695676021057	0.6681952604169612	0.6765412692040192	0.6764734154740432	0.6765638871140113	0.6365980401580992	0.6945225076476809	0.6384640177324414	0.6187072733544057	0.6389842296622581	0.6063578944987589	0.4237182713131393	0.4530763184827906	0.5263244199919707	0.5704293444764237	0.6104517362073157	1.0	0.5770337741940956	0.5731321847204709	0.4495592334790304	0.34815183402977645	0.3984201389870569	0.3374987984235317	0.4643739645238082	0.43143097862042057	0.4697344091919186	0.5073593024636558	0.45113117822347626	0.37451300812548416	0.3027576886757779	0.3345132343045841	0.39111455405963214	0.3845779780719363	0.3548241174774245	0.3093168825734658	0.4769495224793753	0.3481744519397685	0.2705384758921352	0.27700719814985497	0.44570287982538975	0.31428151381671576	0.37646945733979453	0.33345019253495883	0.49097262667443214	0.4573963392912678	0.40460613736987633	0.3358363820391177	0.34603705944552193	0.31381784666187923	0.372714884281118	0.31171438103262067	0.23090058863110755	0.37833543491413674	0.24271844660194175	0.2397668093479822	0.1953452341236408	0.1988962459923891	0.35112608919372806	0.12681296684779844	0.12187095351454048	0.24881397334479308	0.07963200660442972	0.23505097511464454	0.21417464419200344	-0.019321349610689223	0.1402480053830626	0.09842748980780432	0.09515920181395639	0.0735364798615784	0.10433076431572341	0.18075668217878327	0.14627567839593783	0.06304176962527777	-0.013372839282786075	0.14150329938762007	-0.0791231036296091	-0.0055018066055606135	0.10711276724474275
