	LldR	PdxR	NrtR	RutR	ArgR	IscR	NagC	NsrR	MetR	SahR_SamR	CzrA	MntR	FUR	BirA	Zur	Phr	LexA	ModE	ThiR	KdgR	RbkR	PhnF	AgaR	SoxR	Rex	HutC	NadQ	NagQ	NrdR	PsrA	NagR	SdaR	TrpR	HisR	HrcA	CueR	XylR	CblR	PhnR	FnrN_FixK	PaaR	ExuR_UxuR	TyrR	LiuR	GntR	RbsR	NtrC	HexR	PhrR	HypR	PdhR	AraR	NorR	CcpA	CadR-PbrR	SiaR	HcpR	LtbR	GulR	NikR	ZntR	MerR	NiaR	FabR	MetJ	GlcC	NnrR	TtrR	Irr	NmlR	FadR	PurR	GguR	PhsR	DasR	NifA	FadP	FixJ	NarP	PrpR	BioQ	LiuQ	AmtR	FruR	VanR	AcnR	CsoR	QorR
NagQ	0.5713566787860967	0.5639719311736999	0.6471492951693799	0.6448535773051891	0.6729110946502989	0.6395044415920746	0.6991931060610345	0.6494450130335706	0.7048136566940532	0.6726962245053746	0.6499991518283753	0.6553822144064778	0.6807255825525442	0.7220485041079779	0.7017602388451295	0.6425691683959943	0.6113564526069969	0.5896884948346348	0.5587811208305297	0.6111868182820567	0.5786735726685176	0.5831293009369469	0.42976856223600657	0.5237685961628715	0.5221740335084336	0.6285573731559335	0.5770337741940956	1.0	0.6017890766803694	0.5829596666120067	0.4938903370634037	0.4339528755845316	0.4884281118003291	0.3867945332511549	0.40845118206852093	0.3653188277137251	0.44728613352483165	0.5652498430882494	0.4440178455309837	0.4387026366828573	0.38975747946011047	0.3135464317419749	0.4619877750196493	0.36183566957495295	0.24389457792152716	0.30494031699000856	0.26823144907294844	0.34780125642490006	0.3353840238392771	0.43325172037477877	0.4094011342881861	0.3216323345641246	0.32182458679905684	0.42901086225127366	0.408485108933509	0.26174010890523663	0.2934956545340428	0.4376735217782201	0.34605967735551396	0.39955103448665824	0.3448835460359285	0.2995685633669021	0.2493341852746097	0.1903579849703988	0.12407619973876315	0.3382451894532686	0.3567353308717508	0.20705000254451486	0.25902595970619335	0.06471549496468779	0.2436570898666109	0.2465069465256063	0.17487602558085621	0.03138800459143573	-0.11349101786249442	-0.02176408388982816	0.16132789749563192	0.12427976092869139	0.0951818197239484	0.1974939355728834	0.022363458504616882	0.18623021639685386	-0.15762986921193547	-0.01307880645288972	0.08060457673408689	0.02632159275322164	-0.011993146773272416	0.08638345273704984
NrdR	0.47293484345579045	0.5726006638356582	0.5835703501817915	0.5552640358267694	0.6235927419126835	0.612295095871666	0.6897840555043511	0.6415061266263691	0.7216074548631334	0.6503271115232597	0.6413817281214129	0.6358177222633743	0.6561738412561987	0.6522609428275781	0.7017828567551215	0.5576276074209363	0.6521478532776179	0.5995385946361627	0.6195554449791068	0.5987356588314456	0.5475965643394722	0.43691582179348715	0.6004320020808477	0.5758576428745101	0.5320467512199535	0.6435982833006316	0.5731321847204709	0.6017890766803694	1.0	0.6235701240026915	0.42507534591266094	0.4861776297561224	0.45709099750637544	0.4241480116029878	0.5544724089770485	0.45702314377639935	0.34486092812593655	0.352720651848166	0.4220558549287253	0.4499211200389028	0.4622591899395536	0.3964297629077585	0.37158398878151666	0.4444475858208322	0.40122475982606826	0.22020231720487868	0.36923172614234584	0.43158930399036477	0.32267275842375787	0.35094514591379183	0.2914487336797643	0.27819463842443637	0.3054039841448451	0.438408603852961	0.2672023341683112	0.23315107067531424	0.24245834063703345	0.42159218777388874	0.13852904422366852	0.33407218505973957	0.31391962725684336	0.22758706481727556	0.37006858881205085	0.18279229407806571	0.28131591000333617	0.2848669218720844	0.41580200281592977	0.3080389706589163	0.14612866198098964	0.24753606143024354	0.2136431233071908	0.3066818960593946	0.11751700584107526	0.13589405770959734	-0.11144409700821596	0.12202927888448468	0.2662863088136341	0.1529140349785978	0.02608410469830535	0.21917320230024145	0.14231754414733305	0.06832305160841612	-0.0688771904032208	-0.007073751350006503	-0.016528037726673866	-0.0304493613267666	0.01902731678079287	0.08475496321762388
PsrA	0.47873633736874543	0.5116906322271291	0.6287043895708817	0.6254134836670417	0.6556649382813781	0.6397306206919949	0.664723411233185	0.5871213620505398	0.657157720340852	0.6466290832395633	0.6436322101656197	0.6874657197301683	0.6757496423542982	0.6690773589066502	0.6853622541009098	0.5654760221881697	0.65557446664141	0.5545176447970326	0.5921651559787617	0.6685458380218376	0.5697960429966469	0.5716733295259852	0.5310854900452924	0.4145353998563763	0.5994820498611826	0.5605226998999158	0.4495592334790304	0.5829596666120067	0.6235701240026915	1.0	0.5693549937518023	0.4017449717558849	0.5562139880464345	0.38583327207649376	0.6042883557344884	0.3449287818559126	0.4286037398714172	0.35352358765288294	0.5779837264137607	0.40591797614941394	0.2887685113457091	0.34539244901074917	0.37150482609654456	0.2738746176159592	0.2955765022533093	0.2589807238862093	0.31502790484645266	0.37360829172580307	0.4482134678345048	0.24727595546533523	0.27396508925592733	0.2934843455790468	0.3097353139083183	0.2863597039315582	0.3052682766848929	0.2815647070132484	0.31162390939265255	0.45480658859718065	0.09558894210380489	0.38936166603525	0.1951642908437046	0.18591356565696546	0.2689439132376973	0.24884790020978112	0.37036262164194717	0.3790139722138976	0.27147711915680434	0.18054181203385902	0.3364923014288865	0.16092077511577543	0.17501173304080836	0.1252975668783326	0.12420059824371929	0.0767029872604622	-0.17016019134751853	0.22190996940927674	0.2643072416893317	0.20189311906633267	0.20404182051557526	0.36452720086400414	0.013282367642817965	0.09824654652786809	-0.06714692028883071	0.07180620974718831	0.012558594523073095	0.0016341439969239642	-0.022318222684632825	0.05228695342406885
NagR	0.5770337741940956	0.49895674890161773	0.5910229515241644	0.5159767261706182	0.5169040604802914	0.5387981973525736	0.5194485753543944	0.5351340959338652	0.557367501456028	0.5641189475886481	0.5989731468863619	0.598124975261661	0.5998891722410391	0.5944269469779645	0.5853458561161656	0.4712498091613844	0.47353421807057916	0.513262576971575	0.48583836110624196	0.49113095204437635	0.4648150137686527	0.5933299783433512	0.4023217284606816	0.45821058405098075	0.5172885649501557	0.40884699549338144	0.34815183402977645	0.4938903370634037	0.42507534591266094	0.5693549937518023	1.0	0.535790015323634	0.5663468117228627	0.25677547766198666	0.49254457141887803	0.384351798972016	0.5549813119518691	0.36212970240484926	0.5223097409683858	0.2827521472878299	0.23688302582399873	0.2053988951150969	0.3342870552046638	0.5186230216396854	0.24923240467964558	0.287841177036036	0.22952089612159388	0.30173988272613667	0.23829664519850044	0.1618141825604605	0.3836280258522711	0.28707216809630703	0.23079880803614342	0.2852627352969449	0.22062074853973118	0.20919870399375745	0.191341864055052	0.4424798276515259	-0.010070624423950104	0.24205121825717696	0.0799486573443181	0.19672492663315447	0.2799814533138065	0.32742251952208357	0.3006429140915234	0.39706306438753525	0.1468411261457385	0.1029171449412217	0.3199812271347066	0.2715223549767884	0.06935216651305336	0.178868086694449	0.1355208621947289	0.24820328977500833	-0.3045558125201441	-0.05667482796252212	0.16285460642009375	0.11157980446816812	0.08922200044104925	0.2015086145964682	0.06943132919802546	0.11335531040254225	0.12645108028792598	0.10489621206552409	-0.09168735263018021	0.0036358290312183705	0.0986762868177166	-0.04262910585747324
SdaR	0.5020214757055375	0.5037630547749236	0.5435931942708834	0.5464882867498628	0.46782319579759235	0.4910291714494122	0.51248225907685	0.5576841521959164	0.5119846650570254	0.5739125026151959	0.5318318810750292	0.5526290493126983	0.5630106699990387	0.5325895810597622	0.543321779350979	0.5456853509451459	0.5086598322881974	0.519968787284211	0.5704971982063998	0.42560686679747356	0.43922284861267397	0.5818400800674014	0.4129634551119304	0.35972089499069837	0.3254886882177652	0.3533313354179507	0.3984201389870569	0.4339528755845316	0.4861776297561224	0.4017449717558849	0.535790015323634	1.0	0.5492476717688902	0.3100632736032027	0.46967786441693854	0.49702291759729944	0.49405997138834384	0.20153123250646024	0.2910642292098999	0.4246116787578244	0.3621636292698373	0.2964020559680183	0.3661443814284341	0.368564497797581	0.32182458679905684	0.2524215299885214	0.27734646679973535	0.3928108973090342	0.3200603898196787	0.204663813040356	0.2938462321389192	0.308649654228701	0.18966813871564198	0.27258539674641363	0.1015826882516921	0.16188203629043657	0.18766645368134757	0.23345641246020662	0.06529225166948448	0.1149724909669722	0.12130550576473981	0.3107418109029635	0.3239732882482994	0.2547624836726962	0.19152280733498822	0.275378708630429	0.21160751140790834	0.3224013435038535	0.34008854911761877	0.2948979649535485	0.06516785316452833	0.09848403458278437	-0.04371476553709055	0.2273608857173553	-0.09064692877054696	0.13650474127938209	0.14143544565764402	0.10178624944162035	0.04164522677282006	0.08606680199716145	0.10045179275209075	0.025416876353540552	-0.009697428909081656	0.11035843732859865	-0.06154898756580398	-0.03813945072405584	-0.015634630281988793	0.05776048764213943
TrpR	0.5145404888861245	0.47067305245658775	0.5400195644921431	0.5792616383283102	0.5054141622043415	0.5206925604039558	0.49254457141887803	0.5343877049041283	0.5917693425539013	0.5375315943930201	0.5447580166354729	0.5601268864750553	0.5636100446138275	0.5835929680917835	0.5666521535077551	0.5222079603734217	0.5487953135690496	0.5462734166049387	0.5717638011659533	0.48737637898569985	0.45996347207536287	0.48788528196052044	0.37731762896449555	0.38974617050511445	0.42959892791106635	0.3961809658978462	0.3374987984235317	0.4884281118003291	0.45709099750637544	0.5562139880464345	0.5663468117228627	0.5492476717688902	1.0	0.26262220739492564	0.583231081531911	0.41421874911648787	0.44197092467670523	0.19346794759430255	0.34815183402977645	0.43549089346398945	0.3986915539069612	0.32874566725661714	0.35611333834697007	0.38057460800334747	0.2598175865559143	0.2683445386229085	0.18924970738078947	0.27084381767702753	0.16318256611497814	0.11053938060853487	0.2712735579668761	0.3110810795528439	0.1800216001040424	0.1702958988074707	0.1783591837196284	0.2557576717123454	0.190516310340343	0.2677225460981278	0.1373529129040831	0.36219755613482535	0.2182911038105524	0.2017574116063805	0.4167406460805989	0.2106349412782512	0.1839458074876591	0.4794035657135102	0.2547511747177002	0.1427699023471736	0.26135560443537215	0.23738061984382333	0.1629676959700539	0.2376859616287157	0.1390040203335011	0.26868380727278895	-0.14301869935708592	-0.0159738989318692	0.15985773334615014	0.04939186094508937	0.002640640991569174	0.1376808725989675	0.0192195690157251	0.12833967577226027	-0.029646425522049637	0.10049702857207479	-0.003273942471345935	0.06415004721488711	0.008679622959440433	0.10571045682523707
HisR	0.4553833453019774	0.5945739633929127	0.5551848731417973	0.5885802172450255	0.6271437537814318	0.6620318799441338	0.5712662071461286	0.5621398804643457	0.5823376740872259	0.5995159767261706	0.6215797479233931	0.5948793051778051	0.5529343910975906	0.5951620290527054	0.6320405312947057	0.5947096708528649	0.6595099829800227	0.5509779418832803	0.5977404707917965	0.5328836138896585	0.5380518063228368	0.40869997907843325	0.4602122690852752	0.35360275033785504	0.45212636626312547	0.4693046689020701	0.4643739645238082	0.3867945332511549	0.4241480116029878	0.38583327207649376	0.25677547766198666	0.3100632736032027	0.26262220739492564	1.0	0.5161802873605464	0.5468614822647313	0.37282797383107813	0.3281802195068165	0.3633623784994148	0.23475694228474817	0.3744677723055001	0.218788697830377	0.3189973480500534	0.3171200615207152	0.4973282593821918	0.3254660703077732	0.3171087525657192	0.20104494744163165	0.34505318036086874	0.3101650541981668	0.17325884501642624	0.27984574585385436	0.4216374235938728	0.27244968928646146	0.2657774058388135	0.27751610112467556	0.25329231952321446	0.3071342542592352	0.17336062561139037	0.1237143131788907	0.222147457464193	0.0635619815550944	0.2175447127808155	0.2241152156334994	0.22227185596914917	0.16442655116453964	0.1370023352992067	0.3621636292698373	0.2746323176006921	0.2657887147938095	0.2644881849692679	0.22825429316204035	0.22973576626651815	0.1933435490893464	-0.17666284047022635	0.14698814256068668	0.21069148605323126	0.0505001385346987	0.15422587375813537	0.15653290057732216	0.046327134141169686	-0.08429129606278732	-0.05492193993814001	0.065721991959333	0.18120904037862381	0.09216232874001277	0.07839933050986424	0.09832570921284019
HrcA	0.5947775245828409	0.6962980135820549	0.5250238901674291	0.5504238030884756	0.6135843167412115	0.6342797043839165	0.59571616784751	0.5633047028289351	0.6610819277244686	0.6210256091285885	0.5987582767414377	0.5986564961464735	0.6493545413936025	0.6092077511577543	0.7023256865949302	0.529931976635699	0.6733295259851514	0.5745571130499686	0.5252613782223453	0.5359370317385822	0.539883857032191	0.4086434343034532	0.46767617938264416	0.3639956799791915	0.5053915442943495	0.4979050160869885	0.43143097862042057	0.40845118206852093	0.5544724089770485	0.6042883557344884	0.49254457141887803	0.46967786441693854	0.583231081531911	0.5161802873605464	1.0	0.5707459952163121	0.5385380913876653	0.2854436785768811	0.5012863936307965	0.32052405697451525	0.3911710988346122	0.27684887277991077	0.21899225902030522	0.4727086643558702	0.47635014786458657	0.37104115894170797	0.3255339240377493	0.27267586838638175	0.19753917139286745	0.2775500279896636	0.3455055385607093	0.21328123674731836	0.4215808788188927	0.16053627064591097	0.31618141825604607	0.2607336119105914	0.222136148509197	0.4260252981323261	0.043341570022222095	0.18513324776224052	0.09562286896879293	0.3160457107960939	0.4396978247225065	0.2740216340309074	0.3779622393992683	0.3696162306122103	0.24341960181169459	0.08141882149379986	0.292048108294553	0.38114005575314813	0.21049923381829902	0.16708415558860285	0.1904484566103669	0.1918507670298726	-0.15917919604638933	0.16893882420794906	0.2464164748856382	0.15105936635925157	0.008498679679504215	0.1341072428202272	-0.05825808166196403	-0.045625978931416844	0.05475230561319981	0.18906876410085327	0.019016007825796856	0.14405912321671915	0.09439019287422745	0.09224149142498488
CueR	0.5775992219438962	0.7106264595620042	0.5422700465363498	0.5960554364973905	0.6122046242316979	0.5997082289611029	0.6212065524085247	0.5841810337515762	0.6707963200660443	0.634822534223725	0.594788833537837	0.6346076640788008	0.6319839865197256	0.5830275203419828	0.6415061266263691	0.4852616044014453	0.6192387942392183	0.5778027831338245	0.5879695336752407	0.5984416260015494	0.5429825107010987	0.42441942652289216	0.47224499720103363	0.2990822783020735	0.41814295650010463	0.5344668675891004	0.4697344091919186	0.3653188277137251	0.45702314377639935	0.3449287818559126	0.384351798972016	0.49702291759729944	0.41421874911648787	0.5468614822647313	0.5707459952163121	1.0	0.5942346947430323	0.3067610587443667	0.28415445770733555	0.2083166055040684	0.33359720894990696	0.326981470277239	0.2938462321389192	0.40385974634013944	0.39571729874300965	0.3786294677440331	0.2934278008040667	0.23705266014893894	0.2559159970822896	0.4011682150510882	0.36296656507455427	0.33056640901097534	0.30594681398465373	0.29519199778344485	0.07779995589507552	0.16599849590898552	0.1656366093491131	0.3014797767612284	0.057568235407207194	0.0556570220128809	0.05816761002199592	0.31369344815692307	0.47034509276170333	0.26603751180372176	0.34920356684440573	0.19525476248367268	0.26422807900435963	0.1704768420874069	0.22265636043901363	0.3052569677298969	0.1792073553443294	0.2711491594619199	0.11612600437656559	0.25736354332177935	-0.07715534546030274	0.08772921838157545	0.1478363141853877	0.07865943647477255	0.010353348298850444	0.11741522524611113	0.1152212879768845	0.14869579476508474	-0.09523836449892847	0.06460240541472766	0.11493856410198415	0.07085625752752317	-0.016437566086705758	-0.003963788726102764
XylR	0.5411504599917445	0.6671774544673199	0.6127700719814986	0.5429938196560947	0.5744666414100005	0.5724649563757062	0.5608280416848082	0.5718316548959294	0.6320066044297177	0.653968595031976	0.6316899536898293	0.6318935148797575	0.6653454037579657	0.5817835352924213	0.6603694635597198	0.4477724185896602	0.5255893379172297	0.56731938185252	0.5750660160247892	0.589043884399862	0.5546646612119807	0.5525272687177342	0.4063816433042505	0.34802743552482035	0.420947577339116	0.5358804869636021	0.5073593024636558	0.44728613352483165	0.34486092812593655	0.4286037398714172	0.5549813119518691	0.49405997138834384	0.44197092467670523	0.37282797383107813	0.5385380913876653	0.5942346947430323	1.0	0.3473715161350515	0.31828488388530457	0.3050307886299766	0.3750784558752848	0.3397605894227344	0.3866814437011948	0.3974362599024037	0.3041260722302956	0.4671559674528275	0.3322740612153734	0.2298714737264703	0.16208559748036483	0.4431583649512867	0.42068747137420764	0.30069945886650346	0.3216323345641246	0.30845740199376875	0.20328412053084235	0.19061809093530713	0.24488976596117637	0.40853034475349304	0.18291669258302187	0.13923019943342135	0.03271115232596932	0.38266676467760996	0.3634528501393829	0.4021634030907374	0.37524809020022504	0.24122566454246797	0.1694590361377657	0.1542371827131314	0.39043601675987133	0.275367399675433	0.1411074859627596	0.07537983952592861	0.1376808725989675	0.2009092399816795	-0.22980361999649423	0.04239161780255696	0.06891111726820884	0.11510819842692437	0.11072032388847108	-0.05002516242486613	0.052592295208961214	0.19407863116408727	0.1280230250323719	0.12422321615371132	0.10692051500981052	0.005716676750484872	0.07193060825214447	0.05795273987707166
CblR	0.41633352370074245	0.4443571141808641	0.5203646007090714	0.5882861844151291	0.6128039988464866	0.5357108526386619	0.5358578690536101	0.436746187468547	0.4945688743631645	0.482570073112394	0.468388643547393	0.46825293608744084	0.503310696575083	0.5978196334767686	0.546635303164811	0.501704824965649	0.4729574613657825	0.48689009392087124	0.4197035922895545	0.41602818191585006	0.4672351301377996	0.49248802664389796	0.37266964846113393	0.4355926740589536	0.5205794708539957	0.47889466273868964	0.45113117822347626	0.5652498430882494	0.352720651848166	0.35352358765288294	0.36212970240484926	0.20153123250646024	0.19346794759430255	0.3281802195068165	0.2854436785768811	0.3067610587443667	0.3473715161350515	1.0	0.48917450283006597	0.3288700657615733	0.42492832949771275	0.3245839718180841	0.2496621449694941	0.25434405233784374	0.22150284702942025	0.16831683168316833	0.18710100593154688	0.11212263430797677	0.24015131381784666	0.28113496672339994	0.14270204861719754	0.3553217114972491	0.3582281129312246	0.2780136951445002	0.3807103154632996	0.2876602337560998	0.3156385884162374	0.3769783603146151	0.24827114350498442	0.10487359415553206	0.2710586878219518	0.08243662744344109	0.2093117935437176	0.4293727488111461	0.3004958976765752	0.07044913514766668	0.2977025857925598	0.05779441450712747	0.06850399488835235	0.013316294507806007	0.031727273241316134	0.1062419777100497	0.20967368010359003	0.1465018574958581	-0.02805186286761172	0.005954164805401157	0.2281072767470922	0.044065343141966966	0.13847249944868845	0.22498600516819242	0.17817824043969216	0.16295638701505788	-0.10904659854906107	-0.13105382497130352	0.08098908120395135	0.10509977325545233	0.024387761448903315	-0.12674511311782236
PhnR	0.495846786277714	0.4321321338301734	0.5455948793051778	0.5007435637909879	0.5675455609524402	0.5882522575501411	0.5805847860628439	0.5386737988476175	0.5251256707623932	0.5525385776727302	0.5439211539657678	0.5626827103041544	0.5696150997167106	0.6121933152767018	0.598181520036641	0.6083708884880492	0.6166603525001272	0.6214101135984529	0.4835991880170313	0.40620070002431424	0.4346992666142685	0.4759543344397261	0.42717881154191945	0.544950268870405	0.5250917438974052	0.495021232563005	0.37451300812548416	0.4440178455309837	0.4220558549287253	0.5779837264137607	0.5223097409683858	0.2910642292098999	0.34815183402977645	0.3633623784994148	0.5012863936307965	0.28415445770733555	0.31828488388530457	0.48917450283006597	1.0	0.2585396746413648	0.3546771010624763	0.28987678893531843	0.2525572374484736	0.31812655851536037	0.19854566838751264	0.14006706210312636	0.17417487037110335	0.2726419415213937	0.26953197889749	0.2824468055029375	0.2691022386076415	0.38448750643196816	0.36385997251923935	0.341931908781969	0.3750445290102968	0.29669608879791465	0.32618984342751806	0.3957399166530017	0.13683270097426647	0.2680391968380162	0.10110771214185953	0.07713272755031071	0.2557576717123454	0.38366195271725917	0.2256193066479692	0.23192970353574477	0.2644994939242639	0.07384182164647075	0.04418974164692312	0.15712096623711486	0.2394388496530978	0.14013491583310245	0.14521263662631254	0.15153434246908415	-0.30111789020135593	0.23246122442055742	0.16865610033304873	0.12085314756489926	0.19323045953938625	0.3475750773249798	0.15230335140881307	0.054786232478187855	0.007198149854962652	0.05858604135684842	0.003364414111314044	0.03657881493460597	0.02252178387456107	-0.0439296356820148
FnrN_FixK	0.3174027853956155	0.3589745039609615	0.5056968860792419	0.4712271912513924	0.4583462915109329	0.43164584876534484	0.4760674239896862	0.4253693787425573	0.423446856393235	0.48342955369209106	0.42558424888748153	0.4657310391233298	0.4508371453935799	0.4489259319992536	0.5045433726696484	0.4150895386511809	0.4628698735093384	0.49746396684214395	0.5100734516626991	0.39089968391470786	0.441801290351765	0.44131500528693646	0.44207270527166936	0.34022425657757094	0.36026372483050706	0.47143075244132066	0.3027576886757779	0.4387026366828573	0.4499211200389028	0.40591797614941394	0.2827521472878299	0.4246116787578244	0.43549089346398945	0.23475694228474817	0.32052405697451525	0.2083166055040684	0.3050307886299766	0.3288700657615733	0.2585396746413648	1.0	0.49678542954238314	0.32959383888131816	0.39820526884213264	0.1423627799673171	0.2477396226201718	0.08981006610084195	0.3188390226801092	0.3374309446935556	0.3313580358606963	0.24761522411521564	0.2577480477916438	0.15081056934933929	0.1649693810043483	0.27018789828725875	0.0892785452160293	0.2991501320320496	0.422632611633522	0.2393483780131297	0.198828392262413	0.07792435440003166	0.10910314332404114	0.23224635427563317	0.15721143787708297	0.24948120168955787	0.20223238771621307	0.3130601466771463	0.40409723439505574	0.12316017438408604	0.18850331635105258	0.13412986073021924	0.08446093038772752	0.21959163363509396	0.0023805350266608615	0.02805186286761172	-0.016256622806769542	0.15137601709913995	0.2553279314224969	0.17916211952434535	0.12437023256865949	0.05567963992287293	0.08503768709252421	0.06015798610129431	0.0430927730123098	0.05426602054837123	0.07619408428564159	-0.03921380144867714	-0.015125727307168182	0.041158941707991475
PaaR	0.39354597938377506	0.4604045213202074	0.5240965558577559	0.5597763088701788	0.5394428077873464	0.5067033830738871	0.5310289452703123	0.5687895460020017	0.5314926124251489	0.4979050160869885	0.5028017936002623	0.5310854900452924	0.5525272687177342	0.5559538820815263	0.6070929765734997	0.5312211975052445	0.4726068837609061	0.5670932027525997	0.5167344261553511	0.4212189922590203	0.5605453178099078	0.508331872593313	0.490045292364759	0.48500149843653695	0.4157002222209657	0.4476819469496921	0.3345132343045841	0.38975747946011047	0.4622591899395536	0.2887685113457091	0.23688302582399873	0.3621636292698373	0.3986915539069612	0.3744677723055001	0.3911710988346122	0.33359720894990696	0.3750784558752848	0.42492832949771275	0.3546771010624763	0.49678542954238314	1.0	0.39292398685899427	0.3101424362881748	0.4118891043873091	0.3370916760436752	0.17099705401722354	0.3296843105212863	0.2584605119563927	0.24055843619770315	0.19207694612979287	0.1874402745814273	0.33103007616581187	0.359392935295814	0.2742817399958157	0.1576524871219275	0.2105557785932791	0.20063782506177516	0.17826871207966027	0.2702218251522468	0.19605769828838965	0.25637966423712616	0.1575733244369554	0.2148871083567523	0.24023047650281876	0.27577452205528946	0.17708127180507885	0.3284968702467049	0.18931756111076556	0.12016330131014244	0.3350786820543848	0.20120327281157585	0.3237131822833911	0.20284307128599782	0.13980695613821806	-0.07638633652057382	0.22057551271974712	0.25669631497701456	0.10079106140197115	-0.03138800459143573	0.01865412126592442	0.12630406387297782	0.11744915211109917	0.07556078280586483	0.022951524164409588	0.0705509157426308	0.12781946384244364	0.1872819492114831	0.12018591922013447
ExuR_UxuR	0.36310227253450644	0.3753611797501852	0.5555693776116618	0.5061831711440704	0.46374066304403144	0.43390763976454755	0.4569892169114113	0.48230996714748575	0.4328898338149063	0.46168243323475694	0.46401207796393573	0.46017834222028714	0.4782048164839328	0.44764802008470406	0.4713289718463565	0.43483497407422067	0.4778881657440444	0.48638119094605065	0.46907848980214983	0.4180411759051405	0.3927656614890501	0.3836732616722552	0.3239506703383074	0.2293512617966537	0.36493432324386066	0.5026887040503022	0.39111455405963214	0.3135464317419749	0.3964297629077585	0.34539244901074917	0.2053988951150969	0.2964020559680183	0.32874566725661714	0.218788697830377	0.27684887277991077	0.326981470277239	0.3397605894227344	0.3245839718180841	0.28987678893531843	0.32959383888131816	0.39292398685899427	1.0	0.39986768522654664	0.15371697078331475	0.1657270809890812	0.17109883461218767	0.172218421156793	0.04059349395819079	0.08608941990715348	0.23225766323062919	0.34929403848437385	0.45028300659877524	0.3249345494229606	0.19977834448207812	0.0211307824100514	0.26300671186479013	0.23122854832599193	0.32137222859921627	0.1889443655958971	0.2737728370209951	0.20779639357425178	0.26429593273433566	0.41052072083279145	0.29870908278720504	0.19112699391012775	0.24397374060649926	0.306987237844287	0.2667499759684706	0.07847849319483634	0.10797224782443979	0.2493341852746097	0.10400280462083901	0.079032631989641	0.1054051150403447	0.0726317634618973	0.1176414043460314	0.1294592623168656	0.00801239461467563	0.067384408343747	-0.017873803371199485	0.1209662371148594	-0.011393772158483695	0.009335542349209221	-0.039089402943720986	0.310312070613115	-0.14964574698474986	-0.04268565063245331	0.013191896002849857
TyrR	0.3200490808646827	0.4063137895742744	0.5263357289469667	0.4347784292992406	0.49188865202910925	0.45210374835313344	0.5012411578108125	0.49716993401224757	0.4624627511294819	0.4787250284137494	0.5171754754001956	0.5941216051930721	0.469225506217098	0.45943195119055025	0.5135679187564673	0.45926231686561003	0.407682173128792	0.544927650960413	0.6031913870998751	0.4213660086739685	0.6524871219274982	0.6303328790903077	0.33214966271041724	0.22160462762438438	0.34870597282458116	0.5029148831502225	0.3845779780719363	0.4619877750196493	0.37158398878151666	0.37150482609654456	0.3342870552046638	0.3661443814284341	0.35611333834697007	0.3189973480500534	0.21899225902030522	0.2938462321389192	0.3866814437011948	0.2496621449694941	0.2525572374484736	0.39820526884213264	0.3101424362881748	0.39986768522654664	1.0	0.12783077279743965	0.06765582326365133	0.21536208446658486	0.19454229831892383	0.15372827973831077	0.2628031506748619	0.22143499329944416	0.2592973746260977	0.30779017364900396	0.23881685712831704	0.25380122249803505	0.1466714918207983	0.19481371323882818	0.28181350402316074	0.3378493760284081	0.23365997365013486	0.09953576739741364	-0.012004455728268429	0.17552063601562898	0.262068068600121	0.4000825553714709	0.19375067146920288	0.3532521727329786	0.2658791864337776	0.24945858377956584	0.18188757767838462	0.08928985417102532	0.10813057319438397	-0.0008425171472030127	0.12210844156945677	0.05198161163917648	-0.07571910817580901	0.11925858491046135	0.062069199495620606	-0.06324533081520602	0.06336972932016217	0.21569004416146925	-0.019196951105733075	0.038897150708788755	0.013847815392618645	0.08954996013593364	0.1401801516530865	-0.09573595851875308	-0.08205212297357663	0.0767821499454343
LiuR	0.46221395411956956	0.5353263481687974	0.45220552894809757	0.4457481156453738	0.4140943506115317	0.48795313569049653	0.4458498962403379	0.45170793492827294	0.5635761177488394	0.4765424000995188	0.4869579476508473	0.493347507223595	0.4877835013655563	0.49521348479793725	0.5039100711898717	0.39648630768273857	0.43715330984840345	0.4573511034712837	0.3836167168972751	0.43362491588964724	0.400998580726148	0.33420789251969174	0.4455219365454535	0.49230708336396173	0.4514704468733567	0.3729749902460263	0.3548241174774245	0.36183566957495295	0.4444475858208322	0.2738746176159592	0.5186230216396854	0.368564497797581	0.38057460800334747	0.3171200615207152	0.4727086643558702	0.40385974634013944	0.3974362599024037	0.25434405233784374	0.31812655851536037	0.1423627799673171	0.4118891043873091	0.15371697078331475	0.12783077279743965	1.0	0.35579668760708166	0.35843167412115284	0.3275356090720437	0.22807334988210415	0.1966796908131704	0.17423141514608342	0.3909223018246999	0.2558029075323295	0.2766340026349865	0.3722738350362735	0.2309345154960956	0.19569581172851722	0.10040655693210669	0.2748924235656004	-0.029770824027005784	0.2207225291346953	0.21416333523700742	0.24702715845542292	0.1944178998139677	0.1585572035216086	0.1974147728879113	0.23099106027107566	0.2426732107819577	0.07960938869443769	0.26128775070539606	0.3579114621913362	0.07426025298132326	0.23351295723518667	0.21359788748720673	0.22239625447410533	-0.17099705401722354	-0.13967124867826589	0.032473664271053033	-0.005841075255441021	-0.0003562320823744282	0.007480873729862992	0.27872615930924904	0.11245059400286117	0.1457554664661212	0.083194327428174	0.03160287473635999	0.09263730484984535	0.17303266591650598	-0.08716377063177477
