	ModE	AraR	IscR	PhnF	FUR	NagR	NrtR	Phr	KdgR	NsrR	MntR	NagC	RbkR	Zur	XylR	NadQ	ArgR	MetR	AgaR	CzrA	SahR_SamR	LtbR	NikR	FabR	HisR	ThiR	Irr	AmtR	Rex	PdhR	SiaR	HutC	TyrR	HexR	RutR	GguR	ZntR	LldR	BirA	LexA	NmlR	FixJ	NorR	QorR	FadR	PaaR	PsrA	NagQ	FadP	NiaR	CadR-PbrR	ExuR_UxuR	PhrR	TrpR	CblR	SoxR	HcpR	NifA	GulR	CsoR	PhnR	GlcC	NarP	PrpR	MetJ	AcnR	NtrC	VanR	HypR	NrdR	BioQ	CcpA	FruR	CueR	LiuQ	DasR	TtrR	MerR	HrcA	PurR	GntR	PdxR	LiuR	FnrN_FixK	NnrR	PhsR	RbsR	SdaR
Alkalinity.total	0.1281761716544325	-0.031055900621118012	-0.3416149068322981	-0.09994353472614342	0.07622811970638058	-0.08413325804630152	0.19028797289666854	0.21513269339356295	0.11575381140598531	0.2670807453416149	0.20948616600790515	0.2761151891586674	0.2264257481648786	-0.1225296442687747	-0.04686617730095991	-0.06719367588932806	0.12478825522303783	-0.043478260869565216	0.026538678712591756	-0.045736871823828344	0.08752117447769622	-0.012987012987012988	0.053642010163749296	0.054771315640880856	-0.46922642574816487	0.6024844720496895	0.1293054771315641	0.15866741953698477	0.1383399209486166	0.28063241106719367	0.08300395256916997	0.029926595143986448	-0.00846979107848673	-0.13495200451722192	0.028797289666854884	-0.000564652738565782	0.006211180124223602	-0.11349520045172219	-0.07284020327498589	-0.1981931112365895	-0.19706380575945792	-0.525691699604743	-0.3743647656691135	-0.22416713721061546	-0.27498588368153587	-0.3382269904009034	-0.5019762845849802	-0.019762845849802372	-0.1880293619424054	0.029926595143986448	-0.21964991530208922	-0.2264257481648786	-0.06380575945793338	-0.19593450028232637	0.055900621118012424	-0.11801242236024845	0.1665725578769057	0.5211744776962168	0.4997176736307171	0.42631281761716544	0.6024844720496895	-0.1293054771315641	0.06267645398080181	0.4161490683229814	-0.3890457368718238	0.009599096555618294	-0.15302089215132694	0.3246753246753247	0.251270468661773	0.16996047430830039	0.009599096555618294	0.10446075663466968	0.00846979107848673	-0.25804630152456237	-0.15979672501411632	0.21964991530208922	0.05815923207227555	-0.05251270468661773	-0.05138339920948617	-0.36984754376058726	-0.28176171654432525	-0.15979672501411632	0.21513269339356295	-0.16544325239977414	-0.15979672501411632	0.04799548277809147	0.10784867306606437	0.14963297571993225
Lyapunov	-0.29033264084462945	-0.17898643091496869	0.03017794474729123	-0.1259148729111117	0.17690519334618998	-0.08429012153553758	0.23309860770321503	-0.24142355797832984	-0.18210828726813674	0.0728433149072547	-0.09365569059504175	-0.15088972373645615	-0.29865759111974427	-0.13423982318622651	-0.02913732596290188	0.12487425412672234	0.05411217678824635	0.10302125965454594	0.32779491708264613	0.2539109833910021	0.3257136795138674	-0.4381005082279175	-0.28512954692268266	-0.445384839718643	-0.36317595575188416	-0.08533074031992693	0.34548543641726515	-0.010406187843893529	-0.22685489499687891	-0.02185299447217641	-0.12695549169550105	-0.09781816573259916	-0.300738828688523	0.11758992263599687	0.026015469609733822	-0.04474660772874217	-0.004162475137557411	-0.06764022098530793	0.17274271820863257	-0.0020812375687787057	-0.04474660772874217	0.3600540993987161	0.19771756903397703	-0.03017794474729123	0.32779491708264613	0.031218563531680586	0.08012764639798017	-0.08845259667309499	0.09365569059504175	-0.11550868506721816	0.005203093921946764	-0.15713343644279226	-0.374622762380167	0.01456866298145094	-0.052030939219467644	0.21540808836859604	-0.3610947181831054	-0.2424641767627192	0.04058413259118476	-0.27992645300073593	-0.16858024307107516	0.24870788946905534	0.09365569059504175	0.0551527955726357	0.04786846408191023	-0.40167885077429016	-0.07388393369164405	-0.027056088394123174	0.1654583867179071	-0.0749245524760334	-0.1633771491491284	-0.3829477126552818	-0.13423982318622651	-0.08637135910431629	-0.05411217678824635	0.2206111822905428	-0.14256477346134133	0.022893613256565762	-0.3257136795138674	-0.3101043977480271	-0.2466266519002766	-0.18002704969935804	-0.5411217678824635	-0.39647575685234343	-0.46411597783765135	-0.03850289502240605	-0.12279301655794363	0.11550868506721816
Okubo.Weiss	-0.22409401369933896	0.05479894597292578	0.3658365387578006	0.32481386411885055	0.43839156778340627	0.07898395564812766	0.2519526957302677	-0.00949032025229441	0.1490898697699154	0.02142975540840673	0.06428926622522019	-0.09367864507103513	-0.1028628259603523	0.29328150973219497	0.4882922839486962	0.17143804326725384	0.23848256375926918	0.5143141298017615	0.35695849723146067	0.3376717173638946	0.36369356321695995	-0.3762452770990267	0.04439020763169965	0.029695518208792182	-0.16623367409664078	-0.10500580150119297	-0.005816647896567541	0.30399638743639834	0.10163826850844335	0.054186667246971305	0.040716535275972784	-0.003367532992749629	0.03183849374963286	-0.3903276877959797	-0.15796791129625531	0.06765679921796981	0.19041868377184265	0.12490486009471351	0.2886894192875364	0.16133544428900495	0.09674003870080752	0.21031774236536319	0.25378953190813114	0.02449114903817912	0.4552292327471544	0.04041039591299555	0.1350074590729624	-0.15827405065923256	0.28624030438371845	0.29175081291730875	-0.04653318317254033	-0.02694026394199703	-0.33920241417878083	-0.1656213953706863	-0.07163661093667392	-0.0652076843141519	-0.2831789107539461	-0.1907248231348199	0.12766011436150868	-0.2182773658027714	-0.2669535245161524	0.2479728840115636	-0.15766177193327807	-0.16531525600770905	0.01500082878588471	-0.2519526957302677	-0.1585801900222098	-0.42798282944218013	-0.23113521904781545	-0.18858184759397922	-0.25868776171576696	-0.26174915534553933	-0.36706109620970956	-0.13990568888059823	-0.1334767622580762	-0.15888632938518704	-0.23113521904781545	-0.20082742211306878	-0.35052957060893863	-0.3584891940463469	-0.3930829420627749	-0.3186910768593058	-0.24582990847072292	-0.10500580150119297	-0.031532354386655616	0.1359258771618941	-0.3551216610535972	-0.12031276965005493
Residence.time	0.1148352720656965	0.18360400583156256	0.029702039068063183	0.17376638779628048	-0.28756114256978366	-0.26410220725488026	-0.22683276969813856	-0.021661678173842257	0.047769202959783146	-0.06252563001270625	0.09468707358958996	0.03339114583129396	0.13413213821182673	0.10906513071807913	-0.001608072178844185	0.028566929294761404	-0.16780706148644614	-0.13110517881635533	-0.09203848411855248	-0.16165855021439485	-0.1872931125947933	0.20971153061750342	0.1757528298995586	0.30884445081919204	0.3748700026329121	-0.13867257730503385	-0.15702351864007924	-0.20186035468549945	-0.005107993979857999	0.003594514282122296	0.09326818637296273	-0.11218668259465903	0.025823747342615444	-0.11852437882892729	-0.07274161797242225	0.07018762098249326	-0.24329186141101436	-0.029134484181412294	-0.01797257141061148	0.1026328420027024	-0.03206685109577522	-0.04209365409327426	-0.06063378039053662	0.15759107352673013	0.1704556509574836	0.07330917285907314	0.08201168112105343	0.25454836666292363	-0.019107681183913258	-0.036323512745656886	0.2513322223052353	-0.2022387246099334	-0.10026802997499036	0.0683903638414321	0.025823747342615444	0.017026646599526664	0.21358982234295118	0.1873877050759018	0.028377744332544443	0.03916128717891133	0.14359138632267487	-0.16421254720432385	-0.19892798777113654	-0.09733566306062744	0.1364023577584303	-0.1654422494587341	0.21377900730516813	0.038782917254477405	-0.09317359389185426	0.22948135916917606	0.24423778622209916	0.14519945850151905	0.2379946824689394	-0.0877818224686708	0.0052025864609664815	-0.16582061938316803	-0.09430870366515604	0.20129279979884857	0.31565510945900266	0.29143943429523145	0.34299233649935384	0.08437649314876547	0.29342587639850953	0.2802775215244306	0.3079931184892157	0.19107681183913258	0.20384679678877757	-0.10215987959716
Depth.Max.O2	0.24558759643013514	0.18718867299808628	0.1300217943641819	0.08098641139803119	-0.10743430639819959	-0.13133597548220272	-0.05938455927056445	-0.1172085284634792	0.20764061664728484	-0.015113082857239085	-0.04854256504689293	-0.033840163789035344	-0.013881038059094594	0.19318462434905614	0.13618201835490437	0.03334734586977755	0.021601852127466736	0.06201292150660603	-0.04476429433258316	0.01453812861810499	-0.12024757229890229	0.12985752172442933	0.21979679198897714	0.09429249521799168	0.2263676975790811	-0.032197437391509355	-0.04624274809035655	0.2629183599240343	0.16616177510975363	0.1698579095041871	0.2248071075014314	0.16394409447309355	0.052238699441326406	0.09749581169316736	-0.04599633913072765	-0.21371870431813098	0.0916641329819501	0.08681809010924844	-0.05182801784194491	0.042793022655551974	-0.041560977857407484	0.014127447018723493	0.23466346588658732	-0.012238311661568607	0.2220966089455135	0.12517575149148025	0.028172757717570687	0.10965198703485966	0.24690177754815593	0.12714702316851142	0.04706411128911954	-0.10037058288883784	-0.10028844656896153	-0.04583206649097505	-0.050760245683553015	-0.022176806366600833	-0.016098718695754678	0.09807076593230146	0.01749503613365177	-0.005420997111835759	-0.03022616571447817	0.18866712675585967	-0.3408657274866424	-0.04648915704998545	-0.09708513009378586	0.13683910891391476	0.08057572979864969	-0.21470434015664658	-0.023408851164745323	0.02250535164610603	0.028090621397694387	0.029897620434972974	0.027104985559178795	-0.08443613683283575	-0.09568881265588877	-0.11055548655349896	-0.01043131262429002	0.1577838704823711	0.1841496291626632	0.12074039021816009	0.1062022616000551	0.1594265968798971	0.022669624285858628	0.08320409203469127	0.3422620449245395	-0.06201292150660603	0.09930281073044595	0.04090388729839709
NO2NO3	0.3334677419354839	0.3241935483870968	0.43588709677419357	0.40483870967741936	0.1217741935483871	-0.0125	0.2923387096774194	0.14798387096774193	0.36088709677419356	0.21895161290322582	0.3975806451612903	0.22943548387096774	0.21370967741935484	0.3641129032258065	0.267741935483871	0.4883064516129032	0.34838709677419355	0.4842741935483871	0.26491935483870965	0.2762096774193548	0.4213709677419355	0.294758064516129	0.45161290322580644	0.20161290322580644	0.3326612903225806	0.03225806451612903	0.2629032258064516	0.3064516129032258	0.10685483870967742	-0.02943548387096774	0.3116935483870968	0.11411290322580646	-0.00564516129032258	0.12338709677419354	0.29193548387096774	0.07701612903225806	-0.03346774193548387	-0.043548387096774194	0.1939516129032258	0.0810483870967742	0.08709677419354839	0.28508064516129034	0.12580645161290321	0.1153225806451613	0.25967741935483873	0.17620967741935484	0.21653225806451612	0.16975806451612904	-0.15645161290322582	-0.21048387096774193	-0.06814516129032258	-0.13669354838709677	-0.12782258064516128	-0.0407258064516129	0.17137096774193547	0.07056451612903226	0.015725806451612902	-0.1314516129032258	0.3209677419354839	-0.025403225806451612	-0.031048387096774193	-0.26814516129032256	-0.32137096774193546	-0.35	-0.16451612903225807	-0.4963709677419355	-0.2862903225806452	-0.3310483870967742	-0.08951612903225807	-0.06733870967741935	0.08669354838709678	-0.17258064516129032	-0.25040322580645163	-0.4669354838709677	-0.29274193548387095	-0.3209677419354839	-0.4306451612903226	0.20967741935483872	-0.14838709677419354	-0.01935483870967742	-0.10241935483870968	0.0016129032258064516	-0.11088709677419355	-0.18588709677419354	-0.04314516129032258	0.24516129032258063	0.22016129032258064	0.02903225806451613
PO4	0.4424916573971079	0.2671857619577308	0.4131256952169077	0.41802002224694107	0.006006674082313682	0.01935483870967742	0.12569521690767518	-0.03670745272525028	0.2805339265850946	0.16529477196885428	0.14616240266963293	0.09499443826473859	0.064293659621802	0.28008898776418245	0.2471635150166852	0.3610678531701891	0.34549499443826476	0.37130144605116794	0.2453837597330367	0.32725250278086765	0.38954393770856505	0.3103448275862069	0.38954393770856505	0.08253615127919911	0.23515016685205783	-0.0731924360400445	0.3503893214682981	0.192880978865406	0.2017797552836485	0.12347052280311457	0.07452725250278086	0.3646273637374861	0.31078976640711903	-0.009566184649610678	0.11457174638487208	-0.011790878754171301	0.01935483870967742	0.009566184649610678	0.23737486095661847	-0.036262513904338156	0.026028921023359287	0.3187986651835373	0.06518353726362625	0.27119021134593996	0.15728587319243603	0.20444938820912126	0.19777530589543937	0.07274749721913237	-0.17419354838709677	-0.2671857619577308	-0.08387096774193549	0.06206896551724138	-0.09365962180200223	0.06963292547274749	0.08476084538375973	-0.05628476084538376	-0.24048943270300333	-0.22091212458286985	0.08431590656284761	-0.03136818687430478	-0.2689655172413793	0.047830923248053395	-0.19733036707452725	-0.46518353726362627	-0.25205784204671855	-0.12880978865406006	-0.31345939933259176	-0.1563959955506118	0.08253615127919911	0.026473859844271412	-0.03136818687430478	0.019799777530589546	-0.04338153503893215	-0.19377085650723025	-0.2347052280311457	-0.3659621802002225	-0.24404894327030033	0.37263626251390436	0.31657397107897667	0.19421579532814237	0.08387096774193549	0.1746384872080089	-0.2525027808676307	-0.2053392658509455	0.03937708565072302	-0.03092324805339266	0.12302558398220245	-0.027808676307007785
Si	0.33548387096774196	0.2725806451612903	0.32661290322580644	0.3504032258064516	-0.11693548387096774	-0.09193548387096774	-0.008870967741935484	-0.16008064516129034	0.21975806451612903	0.022983870967741935	0.175	0.017338709677419354	-0.0016129032258064516	0.30806451612903224	0.14516129032258066	0.2467741935483871	0.25887096774193546	0.29354838709677417	0.2717741935483871	0.24233870967741936	0.1939516129032258	0.4028225806451613	0.4120967741935484	0.2915322580645161	0.43911290322580643	-0.20443548387096774	0.07701612903225806	0.027016129032258064	-0.10524193548387097	0.04435483870967742	0.014112903225806451	0.31975806451612904	0.21895161290322582	0.04314516129032258	0.04153225806451613	0.06935483870967742	0.04153225806451613	0.12298387096774194	0.29516129032258065	0.0842741935483871	-0.2068548387096774	0.1689516129032258	-0.0068548387096774195	0.2600806451612903	0.2342741935483871	0.09637096774193549	0.2245967741935484	0.03346774193548387	-0.17661290322580644	-0.2399193548387097	-0.03387096774193549	-0.04032258064516129	-0.2213709677419355	0.08024193548387097	0.016935483870967744	-0.0064516129032258064	-0.175	-0.038306451612903226	-0.10362903225806451	-0.07056451612903226	-0.2467741935483871	0.02620967741935484	-0.307258064516129	-0.38548387096774195	-0.052016129032258066	-0.034274193548387094	-0.03588709677419355	-0.1536290322580645	0.008870967741935484	0.05806451612903226	0.0004032258064516129	-0.06854838709677419	-0.02379032258064516	-0.25483870967741934	-0.23951612903225805	-0.4149193548387097	-0.33548387096774196	0.5463709677419355	0.4	0.2528225806451613	0.14758064516129032	0.1971774193548387	-0.2923387096774194	0.004032258064516129	0.1963709677419355	0.2129032258064516	0.33225806451612905	0.0625
Nitracline	0.235480906646508	0.16194535027712295	0.3091835892803689	0.20890783059484386	0.30283279123028567	0.1629481078639782	0.08406451103136517	0.053647530896755904	0.21943678525682397	0.3364251703899365	0.24250020975449474	0.27241581109567636	0.2373192955557426	0.38522603961689206	0.04729673284667265	0.19219520414725635	0.2120832296198855	0.29681624570915416	0.250188017920385	0.19369934052753923	0.05414890969018352	0.1422244510689697	0.02857859122537464	0.1482409965901012	0.07821509177470953	-0.08740703632088266	-0.12133366800948531	-0.04612684899534152	-0.1395504308373557	-0.34060332700183343	-0.10512242035532543	-0.026740202316140015	-0.23314113894384575	-0.0422829449123964	0.06802038964168115	0.17815659793128283	-0.0482994904335279	0.26589788678111725	-0.07838221803918541	-0.037937662036023646	-0.18634578489060072	0.15342191078885334	-0.04729673284667265	-0.21174897709093374	0.05983120268236328	-0.034093757953078514	0.2557031846480889	0.22077379537263098	0.2099105881816991	0.2577086998217994	-0.14205732480449382	0.026071697258236513	-0.09860449604076629	0.05582017233494228	-0.09242082425515892	-0.16344948665740583	-0.12033091042263006	-0.32489345814110115	0.05682292992179753	-0.19470209811439448	0.23113562377013525	-0.11916102657129893	-0.1582685724586537	0.0422829449123964	0.16395086545083346	-0.03459513674650614	-0.23247263388594225	-0.3850589133524162	-0.4788167477233821	-0.6257207341976763	-0.38973844875774066	-0.4478983887953452	-0.34127183205973693	-0.26907328580615886	-0.5719060770364446	-0.03125261145698864	-0.24316871481239824	-0.38723155479060256	-0.251525028036192	-0.3606584787389384	0.08139049079975116	-0.27893373541023553	-0.10278265265266318	-0.3086822104869413	-0.09409208689991767	-0.07286705131148154	-0.24166457843211536	-0.2052310527763746
Salinity	0.2854711935823677	0.3697431326472733	0.5010128838829917	0.3370067255489831	0.41349971639251276	0.20022688598979013	0.2434972854711936	0.34527185803419497	0.3634227372174054	0.3588850174216028	0.36893282554087997	0.3117251438295114	0.22388785349647516	0.5256462199173487	0.24900737379466817	0.36731221132809333	0.3830321691921238	0.39486265294546635	0.25435540069686413	0.21562272101126326	0.2209707479134592	0.07398103881371039	0.0757637144477757	0.24949355805850418	0.2274532047646058	0.05372336115387732	0.008508224617129892	0.25678632201604407	0.18126569970018638	-0.2669961915565999	0.014180374361883154	-0.08889068957134755	-0.18580341949598897	-0.07479134592010372	0.030710639332306944	0.05874726521351592	0.035734543391945546	0.07252248602220242	-0.026983226642897658	0.18045539259379303	0.04254112308564946	0.025524673851389675	0.18969289360667693	-0.16911109310428651	0.17770034843205576	0.0762498987116117	0.17073170731707318	0.18758609513005428	0.40312778543067823	0.2781784296248278	-0.04173081597925614	0.0927801636820355	0.021959322583259056	0.04011020176646949	0.030710639332306944	0.07787051292439835	-0.08727007535856089	-0.19974070172595412	0.2694271128757799	0.04173081597925614	0.1449639413337655	-0.1499878453934041	-0.16992140021067983	-0.006239364719228588	0.13864354590389757	-0.29778786159954623	-0.25435540069686413	-0.5037679280447289	-0.44023985090349244	-0.581557410258488	-0.1178996839802285	-0.30264970423790616	-0.3564540961024228	-0.30005672149744755	-0.4083137509115955	-0.2420387326796856	-0.3208005834211166	-0.36536747427274935	-0.44153634227372174	-0.41917186613726604	-0.14609837128271616	-0.317235232152986	0.033303622072765576	-0.19196175350457823	-0.13151284336763633	0.10347621748642735	-0.3248521189530832	-0.1178996839802285
Density	0.23588039867109634	0.21643302811765658	0.3358722956000324	0.2564621991734867	0.21481241390486994	-0.04351349161332145	-0.011425330200145856	0.24787294384571754	0.16619398752127057	0.16441131188720526	0.17980714690867838	0.21351592253464063	0.10768981443967264	0.3799530021878292	0.06328498500931853	0.19828214893444615	0.2112470626367393	0.2763957539907625	0.17899683980228506	-0.012073575885260514	0.12454420225265375	0.12292358803986711	0.1238959565675391	0.26213434891824	0.19601328903654486	0.10914836723118061	-0.025200551008832346	0.2608378575480107	0.21805364233044325	-0.2950328174378089	-0.1462604327039948	-0.19730978040677416	-0.31917996920832997	-0.20249574588769143	-0.03703103476217486	0.037355157604732195	-0.20119925451746212	0.004780811927720606	-0.11303784134186856	0.13054047483996434	-0.036544850498338874	-0.04108257029414148	0.1357264403208816	-0.029414147962077627	0.13653674742727492	-0.002998136293655295	0.05809901952840126	0.27056154282473055	0.4898306458147638	0.32144882910623124	0.24673851389676688	0.09375253220970747	0.052588931204926664	0.23069443319017907	0.17899683980228506	0.2548415849607001	-0.013045944412932501	-0.0423790616643708	0.38011506360910785	0.2357183372498177	0.27428895551413984	-0.13118872052507902	-0.12551657078032574	0.02390405963860303	0.12810955352078437	-0.28028522810145046	-0.24868325095211086	-0.31091483672311804	-0.40312778543067823	-0.38821813467304106	0.1073656915971153	-0.2323150474029657	-0.16262863625313995	-0.1243821408313751	-0.23069443319017907	-0.18645166518110365	-0.31755935499554333	-0.1527428895551414	-0.3122113280933474	-0.2528968479053561	-0.08419090835426626	-0.18272425249169436	0.026821165221618995	-0.05566809820922129	-0.02309375253220971	0.07916700429462767	-0.21659508953893525	-0.1477189854955028
NO3	0.5215943029025065	0.28490163784982864	0.3582194506454955	0.46099830237275446	0.20622727252114506	-0.030465392531532794	0.07197867466241265	0.2929364666493538	0.23100132798634754	0.34516285384626716	0.2718450410506003	0.340810654913191	0.2554405989182365	0.36960212477815607	0.3722804010446645	0.40073708637631594	0.42551114184151845	0.41714152850867975	0.3257453509140814	0.12286592372607182	0.42785463357471326	0.3655847103783935	0.2574493061181178	0.04820897279715079	-0.07800479626205649	0.15768351519068072	0.323067074647573	0.30833655518177694	0.30063651091556537	-0.051222033596972714	-0.023100132798634754	0.10378320532719962	-0.051556818130286265	-0.1831271397225103	-0.01171745866597415	-0.20555770345451796	-0.14295299572488465	-0.163374852257011	0.009708751466092867	-0.044191558397388225	-0.036826298664490185	-0.05490466346342174	-0.06996996746253135	0.12822247625908856	0.14027471945837627	0.033813237864668264	0.15098782452440979	0.41278932957560366	0.2611319359845668	0.13023118345896986	0.10512234346045381	-0.0026782762665083773	-0.025443624531829585	0.173753172789731	0.06427863039620106	0.252092753585101	-0.08938747039471709	0.09273531572785257	0.652829839961417	0.4620026559726951	0.2577840906514313	-0.31436267678142077	-0.09541359199436095	0.025778409065143133	-0.2648145658510158	-0.39069355037690956	-0.3391367322466233	-0.20354899625463668	-0.06394384586288751	-0.21827951572043275	0.049882895463718525	-0.11951807839293634	-0.2236360682534495	-0.45463739623979704	-0.2892538367829048	-0.1831271397225103	-0.22899262078646626	-0.053230740796854	-0.053230740796854	-0.14027471945837627	-0.018413149332245093	-0.18212278612256966	0.01673922666567736	-0.141948642124944	-0.11817894025968215	0.024104486398575396	-0.08570484052826807	-0.21827951572043275
Depth.Min.O2	0.20438429584941412	-0.13266339901090043	-0.006159082666358237	0.23590907423380034	0.2965274141605893	0.202925565744224	0.18501560167494543	0.1278009653269334	0.039223631717334034	0.29831030651137724	0.26103164826763	0.08671340069741201	0.1348514941686856	0.2551967278468696	0.11564488111701583	0.20154787620043335	0.30835933612490907	0.39134487099794635	0.1438469964840246	0.1970096047620641	0.4207625947859469	0.20349284967402015	-0.03898051003313568	-0.08290449431163784	-0.08906357697799608	0.0030795413331791183	0.28323676209107945	0.14327971255422844	0.29758094145878217	0.20219620069162894	0.10186798567910925	0.06069938048818841	0.07950079073286093	0.07188297796131257	0.2949066029326003	-0.0015397706665895591	0.1327444395722999	-0.17699258609639984	-0.053648851646436214	-0.07074841010172027	0.1836379121311548	-0.19903561879705037	-0.009157583438137905	0.08630819789041476	-0.06264435396177521	0.17966692462258171	0.1363102242738757	0.0936018484163653	-0.0341991169105681	0.021313667648055475	0.17075246286864215	0.09214311831117519	0.2526844704434866	0.08784796855700432	0.009481745683735707	-0.039709875085730734	0.12731472195853671	0.0168564367710857	0.32845739535197277	-0.07399003255769829	0.15073544420297788	-0.10494752701228838	0.07196401852271203	-0.08274241318883895	-0.31443737822986784	-0.12917865487072405	-0.19984602441104488	-0.19182300883249928	0.040034037331328536	-0.2965274141605893	-0.3137890537386723	-0.017423720700881853	-0.16556586693907732	-0.24020422398797123	-0.11467239438022243	0.08906357697799608	0.048219134032673035	-0.0256898579636258	0.03047125108619338	-0.09984197164412299	-0.09578994357415047	-0.0337128735421714	0.08095952083805102	-0.057862960839207646	-0.07091049122451917	-0.14652133501020648	-0.1987114565514526	-0.17893755956998667
CO3	0.17894736842105263	0.24511278195488723	0.21052631578947367	-0.0962406015037594	0.5383458646616541	0.48872180451127817	0.6827067669172933	0.13533834586466165	0.44360902255639095	0.3774436090225564	0.2571428571428571	0.3669172932330827	0.28421052631578947	0.09022556390977443	0.3548872180451128	0.1518796992481203	0.37894736842105264	0.061654135338345864	0.2887218045112782	0.43609022556390975	0.3954887218045113	-0.17142857142857143	0.10676691729323308	0.24962406015037594	-0.03458646616541353	0.5293233082706766	-0.05714285714285714	-0.02706766917293233	0.35037593984962406	-0.3112781954887218	0.08270676691729323	0.1774436090225564	0.039097744360902256	0.01804511278195489	0.13984962406015036	0.24511278195488723	-0.0481203007518797	0.5428571428571428	0.3172932330827068	0.23007518796992482	0.3458646616541353	0.10827067669172932	-0.012030075187969926	-0.2511278195488722	-0.03759398496240601	-0.3142857142857143	-0.19548872180451127	-0.637593984962406	-0.324812030075188	-0.08270676691729323	-0.49022556390977445	-0.06616541353383458	-0.25263157894736843	-0.33383458646616543	0.009022556390977444	-0.37894736842105264	-0.23759398496240602	-0.4	-0.1699248120300752	-0.06766917293233082	-0.004511278195488722	-0.19849624060150375	0.11278195488721804	0.22255639097744362	0.081203007518797	0.04360902255639098	-0.28421052631578947	-0.24210526315789474	-0.43157894736842106	-0.21203007518796993	-0.08421052631578947	-0.02706766917293233	-0.324812030075188	-0.11729323308270677	-0.28721804511278193	-0.31278195488721805	-0.42406015037593986	-0.34135338345864663	-0.06315789473684211	-0.22105263157894736	-0.5007518796992482	-0.30526315789473685	-0.15037593984962405	-0.37894736842105264	-0.13383458646616542	0.25413533834586466	0.13984962406015036	-0.10977443609022557
NO2	0.42335928809788653	0.38598442714126807	0.18442714126807563	0.18264738598442715	0.2645161290322581	0.41490545050055616	0.5719688542825362	0.3739710789766407	0.2805339265850946	0.34727474972191325	0.4994438264738598	0.37619577308120133	0.3081201334816463	0.10834260289210233	0.43982202447163515	0.5172413793103449	0.43581757508342606	0.43092324805339266	0.5848720800889877	0.6631813125695217	0.5448275862068965	-0.053615127919911014	0.03314794215795328	0.04160177975528365	-0.009566184649610678	0.22447163515016685	0.31345939933259176	0.06473859844271412	0.30233592880978866	-0.06874304783092325	0.11991101223581757	0.4064516129032258	0.22758620689655173	0.23826473859844272	0.0625139043381535	0.26585094549499444	0.2689655172413793	0.12836484983314794	0.30589543937708563	0.03982202447163515	0.30011123470522805	0.08609566184649611	0.29521690767519465	-0.2783092324805339	-0.11412680756395996	0.3067853170189099	0.2849833147942158	-0.13815350389321468	-0.353503893214683	-0.09365962180200223	-0.10745272525027809	-0.12658509454949946	-0.2231368186874305	-0.3268075639599555	-0.01268075639599555	-0.0660734149054505	-0.40378197997775306	-0.22580645161290322	-0.15061179087875418	-0.07007786429365963	-0.3437152391546162	-0.060734149054505006	-0.0424916573971079	-0.008676307007786429	-0.2849833147942158	-0.02513904338153504	-0.18131256952169078	-0.14126807563959956	-0.05717463848720801	-0.19154616240266964	-0.1021134593993326	-0.3147942157953281	-0.4206896551724138	-0.24315906562847608	-0.2538375973303671	-0.26807563959955505	-0.4718576195773081	-0.23381535038932147	-0.15016685205784205	-0.296551724137931	-0.13592880978865407	-0.31568409343715237	-0.4972191323692992	-0.432258064516129	-0.3196885428253615	-0.03804226918798665	-0.07541713014460512	0.15372636262513906
Temperature	0.14739486265294546	0.32517624179564053	0.24868325095211086	0.19536504335143018	0.4980957782999757	0.5165707803257434	0.4645490640952921	0.18321043675553034	0.4050725224860222	0.4485049833887043	0.49825783972125437	0.42111660319261	0.32112470626367395	0.5878778056883559	0.422575155984118	0.3643951057450774	0.5096021392107609	0.4682764767847014	0.2214569321772952	0.5031196823596142	0.33976176971072036	-0.12729924641439105	-0.04562029008994409	0.15517381087432136	0.13297139615914433	-0.01790778705129244	0.0005672149744753262	0.06344704643059719	0.06134024795397456	0.08970099667774087	0.3115630824082327	0.2563001377522081	0.3233935661615752	0.1999027631472328	0.16570780325743456	0.1705696458957945	0.45061178186532697	0.3122113280933474	0.20346811441536342	0.19698565756421685	0.19374442913864354	-0.05404748399643465	-0.021311076898144397	-0.12810955352078437	0.09650757637144478	0.16181832914674663	0.1715420144234665	-0.012397698727817843	0.002349890608540637	0.0968316992140021	-0.22793938902844177	-0.15160845960619074	-0.011101207357588527	-0.32874159306377115	-0.33425168138724576	-0.3668260270642574	-0.0008913378170326554	-0.11319990276314723	-0.08937687383518353	-0.1472328012316668	-0.1477189854955028	0.05971963374118791	-0.08386678551170894	0.0922939794181995	0.030710639332306944	0.025038489587553683	-0.04027226318774816	-0.5050644194149583	-0.27056154282473055	-0.37460497528563325	-0.5118709991086622	-0.3216108905275099	-0.5102503848958755	-0.4060448910136942	-0.4125273478648408	-0.4269508143586419	-0.4078275666477595	-0.35596791183858684	-0.24916943521594684	-0.3263106717445912	-0.20687140426221537	-0.40863787375415284	-0.15809091645733733	-0.2149744753261486	-0.35483348188963615	-0.04805121140912406	-0.34624422656186693	-0.1298922291548497
