	Latitude	Longitude	Temperature	Oxygen	ChlorophyllA	Salinity	Carbon.total	NO2	NO2NO3	NO3	PO4	Ammonium.5m	Iron.5m	Alkalinity.total	CO3	HCO3	Lyapunov	Si	Nitracline	Brunt.Väisälä	Okubo.Weiss	Residence.time	PAR.PC	Gradient.Surface.temp(SST)	Fluorescence	Density	Depth.Min.O2	Depth.Max.O2	Mean Flux at 150m	FluxAttenuation	NPP 8d VGPM (mgC/m2/day)
AcnR	-0.08593113989827887	-0.03405054680431479	-0.288349843091628	-0.22883063477176457	0.035876807593298976	-0.19951003796394584	0.19388806462040717	0.062427910085839526	0.36074146862759227	0.5293031811714901	0.33406362461795935	0.011339087901553432	-0.09753887121530458	0.07910450627466756	0.16552154903543273	0.14237672715385677	-0.0282257950314516	0.2834678122475674	0.07310318182702043	0.019710895538829175	-0.0018550071322608853	0.0007051361431408313	-0.08133064419408523	0.05371339214855891	0.43021050061405375	0.24422731785775773	0.028881526866340324	-0.1609288511035009	0.09530116387391437	-0.35794386540488843	0.2599155182731448
AgaR	-0.32027404515005836	-0.07154288389583016	0.7410432436691992	-0.2731481958630072	-0.3975137707690006	0.4571457046043452	-0.5165797145127711	-0.02579964564709212	-0.2645740022548436	-0.3663334098204333	-0.23438014084510606	0.19280158046835946	-0.028108977715073275	-0.07442981707653393	-0.041894868339772684	-0.24926056501153296	-0.07061429435831912	-0.1682301339262468	0.035961183424452044	0.22280347202296452	0.03214305095519902	0.13172863437373242	-0.37657954147085887	-0.23138434875756284	-0.6974073240271154	-0.4598359051277879	0.08190485638895469	0.13278379626131534	0.03789308360648938	0.08219355692383168	-0.1885942943468633
AmtR	0.09190733593419731	0.06586450934792347	-0.07373766403530323	-0.08022509198470529	-0.09432959931058217	0.018803509926714288	0.1281435708119283	0.06710152400006385	-0.030255269488983633	0.1220974978277207	-0.00132115557758515	-0.09405972752351559	0.16097239913881495	-0.01483970347011692	0.211650613108227	0.03289980149371989	0.016020204196800638	-0.0035167343633993116	-0.041905811556706404	-0.04562770632321486	-0.02528987580138135	0.03467105914395632	-0.21216212581264068	0.07135488041301637	0.016029850563574304	0.08622645469703294	0.016134902421003045	0.14938469188689893	-0.057150224455688896	-0.16454916739049427	-0.01687787201654719
AraR	-0.24869875487228707	-0.15360930233646455	0.4251150738651376	-0.07968142888062085	-0.29643421834755296	0.4015927242723577	-0.39602379085200906	-0.006297158555718473	-0.2670204595058074	-0.2690500968423955	-0.2837704454009679	0.11339203795747028	-0.0937618794459707	-0.11097517377652655	-0.011657187941998897	-0.1659576193574836	-0.12471617634407636	-0.21736198585762168	0.0769008736354269	0.21518440111137593	-0.07118363950227688	0.1223442299008211	-0.2955781711399076	-0.07603340310075048	-0.48902606823262657	-0.1360822408218422	0.031254609767928286	0.14423837529506242	-0.15016584818012432	0.251085759262194	-0.2508921341499706
ArgR	-0.17230959638951188	-0.06765145905259125	0.4602212941116483	0.11355602048914219	-0.17998338183166332	0.21316361579930562	-0.3359272070411779	-0.03466305218452715	-0.2614217882230207	-0.4584297901967108	-0.2123948877972605	0.12332648823262524	-0.06967443024872146	0.04910858391997675	-0.09094316052663776	-0.22170900711038824	-0.03547121657107998	-0.2120795679442216	0.011099660794293557	0.09398523366076131	0.03212497736932226	0.0619524904880135	-0.06903775330375116	-0.08872821805585407	-0.5475682142657209	-0.35906778641724624	0.030709650990853526	0.15414802074044287	-0.2541872267782045	0.37418163039654445	-0.30864426639274
BioQ	-0.04837392885928707	0.20801856017294768	-0.011780875256685409	-0.1676517876467375	-0.11739595568788602	-0.017276144828513286	0.09786351810375461	-0.17203837174222866	-0.0012544016281700269	0.019642989300719328	0.0031116019394862604	-0.23855313127473976	0.20531467655105287	0.013707552179943933	0.10052269963069438	-0.13451642975264783	-0.029552999219664967	0.10687506935315398	-0.07407168865755624	-0.007594642983048692	0.06411029521141495	0.04773659762691501	0.0936235350844193	-0.054441632784115714	0.07861890812302927	-0.024656681359265888	-0.041071597667005515	0.057207981992753676	-0.00781771938308952	-0.1879172882667098	0.13374894108825558
BirA	-0.07032720745235259	-0.06921359147923986	0.321831354789066	0.2583816875715007	-0.009283543086350144	0.15095883299108612	-0.23648670782300424	0.02474970356710896	-0.2564590461950717	-0.4573030172164741	-0.22684088237533442	0.04292373248260777	-0.10422480724392903	-0.025284712147196756	-0.17816496269164472	-0.10761314380211827	-0.026204225738146472	-0.2542876966733144	0.03889294424890654	0.04583167952652286	-0.04944768790557249	0.04018902927996315	0.09384305099317526	-0.05989779227454711	-0.4643501102197924	-0.2682755416569384	0.011835783179635496	0.06420692062711053	-0.12216505116932842	0.37901082597290525	-0.21103215425013674
CadR-PbrR	0.12680845984611425	0.08742610870268917	-0.1674400063041473	0.1679120244880291	-0.0589787893052457	0.08847360833630771	-0.12069195717542432	-0.11581783894161024	-0.08650134169921582	0.11849686014785803	-0.1835182016014708	-0.14842337585610638	0.14135151216280314	-0.19632477265182574	-0.03505046188313374	0.19018678351172558	0.005780516254624663	-0.04339094160443866	0.04953220647597494	0.09810866799829306	-0.1386720522193857	0.18292997502496905	-0.4567028481667863	0.1643114103760956	0.007087196320113893	0.25688465012511114	0.004831194832223044	0.025962673865677702	-0.038736975353989296	-0.12497569223118886	-0.004118967666918442
CblR	0.07175143567188794	-0.1466028834555168	0.023914041097477877	-0.1999314623764519	-0.12291578694961204	0.06104361450139294	-0.16758321350736646	0.057130815126494566	0.04556246072895903	0.14143204089362663	0.04850528334848336	0.021834466073718996	-0.061486505471076834	-0.02450559728084115	-0.05309839245323355	0.0764150561787632	-0.15053073727641184	0.12229309615302253	0.10786208091011766	-0.04229573687037523	-0.06633006016773423	0.07542966929439301	-0.3860187255473654	0.046531189446332985	0.07216289397038808	0.06204144586496487	-0.05334154422223012	-0.006058995846140506	-0.01726461866760249	0.2375704937900971	-0.10790334667376285
CcpA	-0.17766928354602202	0.024334732067651573	0.3005664461760248	0.02148886392447463	-0.05862253595881692	0.05857294501022106	-0.056050846319206656	-0.10432084846958563	-0.22735094320501095	-0.3173659963385247	-0.06024265394316842	0.06425869458192268	-0.015288762019347186	-0.06414306610668258	-0.08910220586010663	-0.09254082095031556	-0.12131759608286774	-0.16196488387106456	-0.18902343040598046	-0.10298326113842611	-0.09363267621448279	0.06038676490738862	0.37679905737961483	-0.1445345963721082	-0.23504734206381567	-0.334925228112626	-0.026058820765700142	0.07923302260337585	-0.034869138177948004	0.2110909448915283	-0.163367163546022
