	GulR	XylR	SahR_SamR	MetR	KdgR	NagC	ArgR	NrtR	FUR	Zur	MntR	ThiR	IscR	BirA	Phr	CzrA	PhrR	AraR	NsrR	RbkR	NadQ	Irr	GguR	SiaR	AgaR	PhnF	CadR-PbrR	TrpR	AmtR	QorR	PhnR	BioQ	ZntR	GlcC	NiaR	PsrA	SoxR	NagR	CcpA	LiuQ	Rex	CblR	VanR	ExuR_UxuR	TtrR	NarP	HutC	ModE	DasR	RutR	HcpR	LtbR	FnrN_FixK	TyrR	HypR	FadP	MerR	CueR	PaaR	PdxR	FixJ	NmlR	PurR	RbsR	MetJ	PhsR	AcnR	HisR	NagQ	HexR	SdaR	PrpR	FabR	LiuR	NnrR	NtrC	GntR	HrcA	NifA	CsoR	LexA	NikR	PdhR	LldR	NrdR	FruR	FadR	NorR
Carbon.total	-0.3787426198788019	-0.5286557845336909	-0.6498367504391535	-0.6311080251421386	-0.6621743676971277	-0.6364154235571681	-0.41772837891695	-0.43378951129332183	-0.6093504703831436	-0.5358527279341758	-0.5341021200800038	-0.6044320959357079	-0.24552969840418884	-0.2560889203817343	-0.3437582502216184	-0.47560958780965323	-0.3156651622760961	-0.4483779100780886	-0.45062869160488117	-0.4725251834951597	-0.4487391466194257	-0.5119277539271583	-0.4427370625479788	-0.3219729080363667	-0.679930533075158	-0.6234386954952897	-0.09381035104261447	0.0574921849251094	0.2282459192725223	0.2839319214909463	0.08950329997282619	0.04420979517440747	0.18964918420196794	0.07833275461763335	0.03445640855830626	-0.0653560265557551	0.2063772148085005	-0.08186175775223407	-0.18759291465897224	-0.13551927785391907	-0.08514067405052451	-0.19956929537560936	-0.05638068787484146	-0.3296978125357289	-0.22043765249438999	-0.23930531492268833	-0.26328586378221924	-0.2886002091020717	-0.21126780182967947	-0.057436610072596005	-0.12587704094284466	-0.2616741930593307	-0.11876345982112982	0.07522056287688311	0.2385272669875008	0.3068009733002092	0.4446266075334343	0.27690170264800157	0.34053490877584136	0.3436748879428483	0.32244529428273055	0.42717610384422755	0.4940048639915877	0.3131920813392499	0.2979923591768358	0.3846613416714787	0.25108718365552857	0.15527613792243178	0.1945119837968902	0.3609864545007715	0.040125043514672776	0.377908997091101	0.5079819393987071	0.6897672819700293	0.5269051766795189	0.5152622450779621	0.5188468230650762	0.40950330074496727	0.404640501150045	0.46141021299248025	0.6297464412555603	0.14746787114429946	0.18742619010143205	0.1922612022700976	0.12751649909198987	0.20062521757336388	0.07494268861431612	0.2461965966343496
Oxygen	-0.5329817158931083	-0.564017815283638	-0.6018049695264885	-0.6485466479137365	-0.6780590717299578	-0.6028598218471636	-0.4125644631973746	-0.43211439287388653	-0.6304735114861697	-0.4904828879512424	-0.5039146741678387	-0.5422644163150492	-0.32180028129395216	-0.2111111111111111	-0.23251289263947492	-0.3505860290670417	-0.3454055321143929	-0.36380684481950304	-0.3961322081575246	-0.45199249882794185	-0.42763713080168775	-0.5801453352086263	-0.5345053914674168	-0.4692920768870136	-0.722878574777309	-0.5672995780590717	0.2141350210970464	0.220042194092827	0.061744022503516176	0.3338255977496484	0.13799812470698547	0.0613455227379278	0.09200656352555087	0.1518049695264885	0.3096812001875293	0.25159399906235347	0.2126347866854196	-0.3248241912798875	-0.21057196436943273	-0.246671354899203	0.01971401781528364	-0.16087669948429442	-0.07112048757618378	-0.19367088607594937	-0.07862165963431786	0.02613689639006095	-0.10459446788560713	-0.26017346460384433	-0.36769807782466013	-0.1639943741209564	-0.2022737927801219	-0.3038443506797937	-0.11136896390060946	-0.034739803094233475	0.29369432723863104	0.24254571026722926	0.3540787623066104	0.19163150492264416	0.21650257852789498	0.3243553680262541	0.23832630098452884	0.31924519456165024	0.44481950304735113	0.2259493670886076	0.2850914205344585	0.3466947960618847	0.21896390060947024	0.3151195499296765	0.3490389123300516	0.3151664322550399	0.23084857008907642	0.4923581809657759	0.6668307548054383	0.6292780121894046	0.5414439756211908	0.6568213783403657	0.48874824191279886	0.636685419596812	0.4345991561181435	0.5387248007501172	0.5330520393811533	0.20984528832630098	-0.039779653070792315	0.06987810595405532	0.14617909048288796	0.21150961087669948	0.0823722456633849	0.1825363338021566
ChlorophyllA	-0.444649678854792	-0.40923974644221484	-0.6338105033373914	-0.6340413920490323	-0.5936778472776122	-0.5448343898241048	-0.41650224591746776	-0.39641492800470174	-0.513097686914907	-0.5298686033331934	-0.5107678099156207	-0.5352839931153184	-0.293039754838168	-0.15994290751857604	-0.30206540447504304	-0.40403425548885435	-0.21203979681793375	-0.42067923260988205	-0.4520591075101801	-0.43287435456110157	-0.28724654716426684	-0.3964778976533311	-0.45967843499433275	-0.4500230888711641	-0.5780193946517779	-0.645040090676294	0.008479912682087233	0.05709248142395366	-0.021913437723017504	0.10832878552537677	0.03295411611603207	-0.09965996389740145	0.02166155912850006	0.04588388396792746	0.13318080685109776	0.16479157046303683	0.1008144074556064	-0.12810125519499602	-0.25045128248184373	-0.03301708576466143	-0.07963561563326477	-0.0251248898031149	0.018303177868267496	-0.36247428739347637	-0.11481465933420092	-0.14787372486461525	-0.1061038579404727	-0.3298140296377146	-0.25320095713865914	-0.20576382183787414	-0.12755551824020822	-0.13876411569623442	-0.17171823181226648	-0.04038453465429663	0.32089332941522186	0.2693841568364049	0.27150413500692666	0.1984173628311154	0.2365140002518786	0.2760589395911171	0.3045422106544646	0.2908777969018933	0.3880819445027497	0.216216783510348	0.3171571302632131	0.3662314764283615	0.27228076067335544	0.372591410939927	0.2780949582301331	0.38908945888081947	0.21206078670081022	0.4627639477771714	0.48631459636455227	0.7061206498467738	0.4577263758868226	0.5400486965282734	0.3805675664329793	0.4022501154443558	0.2988539523949456	0.3374333571218673	0.5035682800889971	0.09470635153855841	0.08207044204693338	-0.0097602955375509	0.16477058058016036	0.2057848117207506	0.21573401620418958	0.32483942739599514
Fluorescence	-0.4882210821723939	-0.4894625697666695	-0.692299734066703	-0.6803960588980602	-0.6764646815161873	-0.6301523256709052	-0.4605310402412462	-0.4707550557235161	-0.6007826240533846	-0.5666295437638019	-0.577376931467188	-0.5959870739343198	-0.3957302563988592	-0.2677231482714394	-0.3394007996703531	-0.4103725071431101	-0.30774286601632445	-0.4262927598226447	-0.5006116152211448	-0.5062348237363933	-0.3786658877010707	-0.48806285336135874	-0.5243459368764143	-0.4818554153899806	-0.6935047073199705	-0.6666910095730174	0.07109342194278402	0.04574029783615517	0.03720811348726087	0.19395200798806084	0.10517347355035041	-0.007144639390586239	0.10966473749434755	0.1607361291176863	0.15491817745039463	0.23176869382545684	0.22939526165992988	-0.22125256361512205	-0.2220802220113058	-0.09880780676793711	-0.09874694953292361	-0.040762176012049935	0.027446612991093643	-0.3194274551389186	-0.10905616514421243	-0.13942392541595464	-0.17685112494926414	-0.3500143014567095	-0.3584856285705903	-0.27302989916461756	-0.11460634497744468	-0.2032753363921308	-0.04305040804855797	-0.06503204133543829	0.40158472240715903	0.3089356678225893	0.3148266481718972	0.2288232036508029	0.1979442426049472	0.3634880932887009	0.2923946713459169	0.38605395603171094	0.45394628741278426	0.1969340125037229	0.20693894193994417	0.2838624869970226	0.385031554483484	0.3047973758416705	0.28259665650874155	0.3101771554168649	0.2823775704626929	0.5437593948457244	0.6274015786482945	0.7364699152395096	0.5452564828270567	0.6387940530428238	0.4713879709676566	0.5521333503835836	0.4666167637425973	0.4498323383258709	0.47211825778781874	0.11974269561258503	-0.038242686482490566	-0.030026959755666525	-0.019924658743423633	0.2645464006037341	0.27173972578233113	0.2634631418204936
Latitude	-0.3684144242475127	-0.4594265563998153	-0.4553545191217833	-0.45902774862516266	-0.4998320809369884	-0.45466185298686035	-0.4153687922421393	-0.35479199026069436	-0.4532345409512615	-0.42899122622895763	-0.4987406070274128	-0.4838587800680072	-0.26816674362957055	-0.2780949582301331	-0.3382729524369254	-0.438772511649385	-0.30924394441879016	-0.4486587464841946	-0.352693001973049	-0.31109105411191806	-0.3073128751941564	-0.23109861046975358	-0.3175769279207422	-0.3897821250157424	-0.5190168338860669	-0.4509256538348516	0.08081104907434616	0.145270979387935	0.17507661307249905	0.36377566013181645	0.2730573863397842	0.0714915410772008	0.17683976323412115	0.27990008815750805	0.18053398262037698	0.10627177700348432	0.18972755132026364	-0.15759204063641324	-0.266613492296713	0.0103480122580916	-0.17385919986566475	0.09518911884471684	-0.0990092775282314	-0.05994710549515134	0.10918937072331136	0.029112967549641072	-0.0966584106460686	-0.17404810881155283	-0.16991310188489148	0.050816506443894044	-0.1775953990176735	-0.01828218798539104	-0.18506779732169096	-0.0493891944082952	-0.04968305276856555	0.2799210780403845	0.3311783720246841	0.38812392426850256	0.3048360690147349	0.35647118089081065	0.14174467906469082	0.2816002686705008	0.23787834263884808	0.12048192771084337	0.13909995382225768	0.10306032492338693	0.14096805339826204	0.17761638890054993	0.21164098904328113	0.17667184417110954	0.020675034633306746	0.44252970068427017	0.24587548801477688	0.46410730028126446	0.370093614877629	0.49040762352546075	0.20376978296461107	0.42099408085302886	0.2934805423785735	0.47074010327022375	0.3141555770118803	-0.0978758238529029	-0.050228789723353345	-0.18401830317786827	-0.0919986566474959	0.10070945804122412	0.036291507493388185	0.17461483564921707
Gradient.Surface.temp(SST)	-0.27570745044429257	-0.3298427887901572	-0.4037183868762816	-0.4179084073820916	-0.48281613123718387	-0.49719753930280247	-0.3461927546138072	-0.380041011619959	-0.4507177033492823	-0.40555023923444977	-0.32880382775119615	-0.397676008202324	-0.36549555707450443	-0.2966507177033493	-0.30105263157894735	-0.332822966507177	-0.42244702665755296	-0.258755980861244	-0.44123034859876964	-0.31748462064251537	-0.3186602870813397	-0.3382365003417635	-0.2976623376623377	-0.13665071770334927	-0.36817498291182504	-0.5073410799726589	0.19669172932330828	0.010553656869446343	0.28027341079972656	0.20492139439507862	-0.17954887218045112	0.08082023239917976	0.05003417634996583	-0.0263568010936432	0.023157894736842106	0.16215994531784006	-0.015475051264524949	-0.39278195488721807	-0.20981544771018457	-0.17347915242652084	0.065892002734108	0.13815447710184553	-0.02209159261790841	-0.18859876965140124	0.036828434723171564	0.007300068352699932	-0.1326589200273411	-0.13719753930280246	-0.0967053998632946	-0.047928913192071085	-0.05790840738209159	-0.11349282296650717	0.0363362952836637	0.08112098427887901	0.33096377306903624	0.20760082023239917	0.12103896103896104	0.21435406698564594	0.1580041011619959	0.17640464798359534	0.1886261107313739	0.2690909090909091	0.09637730690362269	0.11431305536568695	0.2597949419002051	0.16008202323991796	0.2808475734791524	0.052768284347231714	-0.04164046479835953	0.03064935064935065	0.05183868762816131	0.2915105946684894	0.25900205058099796	0.42373205741626796	0.38203691045796306	0.32771018455228984	0.3524265208475735	0.41730690362269307	0.3126452494873547	0.4225837320574163	0.17339712918660288	0.1379630895420369	0.11491455912508544	0.025591250854408748	-0.026520847573479153	0.19835953520164046	0.26107997265892	0.11778537252221463
HCO3	-0.06883116883116883	0.046753246753246755	0.0	-0.05194805194805195	-0.014285714285714285	-0.06623376623376623	-0.07532467532467532	-0.10909090909090909	-0.08961038961038961	0.07532467532467532	-0.15324675324675324	-0.23506493506493506	0.18441558441558442	-0.033766233766233764	-0.033766233766233764	-0.10779220779220779	-0.03506493506493506	0.007792207792207792	-0.05194805194805195	-0.04415584415584416	-0.4142857142857143	0.13246753246753246	-0.14155844155844155	-0.011688311688311689	0.03896103896103896	-0.03896103896103896	0.19090909090909092	0.10779220779220779	0.4077922077922078	0.15324675324675324	-0.08831168831168831	-0.22077922077922077	-0.1012987012987013	-0.2532467532467532	0.2844155844155844	0.18831168831168832	0.05844155844155844	-0.42987012987012985	-0.09740259740259741	0.09350649350649351	0.45064935064935063	0.12337662337662338	-0.07402597402597402	-0.2584415584415584	-0.21818181818181817	-0.015584415584415584	-0.10519480519480519	-0.08831168831168831	-0.05454545454545454	0.14155844155844155	0.22207792207792207	0.11818181818181818	-0.08831168831168831	0.32727272727272727	0.4805194805194805	0.14285714285714285	-0.02857142857142857	-0.23116883116883116	0.006493506493506494	0.06883116883116883	-0.02727272727272727	0.16623376623376623	0.02857142857142857	0.06883116883116883	0.15714285714285714	0.22987012987012986	0.03506493506493506	-0.17792207792207793	-0.10779220779220779	-0.22207792207792207	0.045454545454545456	-0.4155844155844156	0.19090909090909092	0.11038961038961038	0.32727272727272727	0.10649350649350649	0.09740259740259741	0.04025974025974026	0.03116883116883117	0.3051948051948052	-0.18961038961038962	-0.2558441558441558	-0.04025974025974026	-0.07272727272727272	-0.24675324675324675	-0.11428571428571428	-0.3038961038961039	-0.4857142857142857
PAR.PC	-0.24812030075187969	-0.11127819548872181	-0.18796992481203006	0.13383458646616542	-0.10526315789473684	0.015037593984962405	-0.21654135338345865	-0.12481203007518797	-0.21503759398496242	-0.07819548872180451	-0.17293233082706766	-0.09172932330827067	0.281203007518797	0.02556390977443609	0.05714285714285714	-0.2661654135338346	-0.19699248120300752	-0.07819548872180451	-0.13984962406015036	0.058646616541353384	-0.07819548872180451	-0.07518796992481203	-0.06015037593984962	-0.0481203007518797	-0.40601503759398494	-0.03609022556390978	-0.2511278195488722	-0.1699248120300752	-0.34285714285714286	-0.07819548872180451	0.0887218045112782	0.03458646616541353	0.04962406015037594	0.5007518796992482	0.11428571428571428	0.2586466165413534	-0.05263157894736842	0.03609022556390978	0.09774436090225563	0.045112781954887216	-0.42406015037593986	-0.20601503759398496	-0.45714285714285713	-0.012030075187969926	-0.27669172932330827	0.006015037593984963	-0.24511278195488723	-0.2556390977443609	0.3443609022556391	0.019548872180451128	0.007518796992481203	0.16541353383458646	-0.21203007518796993	0.06766917293233082	-0.5368421052631579	0.35789473684210527	0.24060150375939848	0.162406015037594	0.2721804511278195	0.07518796992481203	0.162406015037594	-0.02706766917293233	0.3007518796992481	0.045112781954887216	0.3022556390977444	0.0962406015037594	-0.022556390977443608	0.20300751879699247	-0.14887218045112782	-0.2631578947368421	0.05112781954887218	-0.08270676691729323	0.29473684210526313	0.14135338345864662	0.009022556390977444	0.3849624060150376	0.25263157894736843	-0.039097744360902256	-0.14736842105263157	-0.12180451127819548	0.02556390977443609	0.18045112781954886	0.5097744360902255	0.007518796992481203	0.19548872180451127	-0.3969924812030075	0.08571428571428572	0.21954887218045113
Mean Flux at 150m	-0.3758371040723982	-0.29330316742081447	-0.5246153846153846	-0.46316742081447965	-0.4134841628959276	-0.4475113122171946	-0.4155656108597285	-0.42171945701357466	-0.4239819004524887	-0.5583710407239819	-0.5611764705882353	-0.5186425339366516	-0.36425339366515835	-0.20289592760180997	-0.26334841628959277	-0.26660633484162893	-0.41203619909502265	-0.3065158371040724	-0.27909502262443436	-0.3159276018099548	0.04398190045248869	-0.007692307692307693	0.12	-0.011493212669683258	-0.08497737556561086	-0.5105882352941177	0.061447963800904976	-0.2239819004524887	-0.05122171945701357	0.04733031674208145	0.040452488687782805	0.13475113122171944	0.13800904977375567	-0.11004524886877828	0.03828054298642534	-0.2104977375565611	-0.19122171945701358	0.09438914027149321	-0.16117647058823528	-0.191131221719457	-0.14479638009049775	0.01927601809954751	0.32597285067873305	0.01411764705882353	-0.044343891402714934	-0.22217194570135745	-0.13457013574660634	-0.27076923076923076	0.3491402714932127	0.007873303167420815	-0.01601809954751131	0.11647058823529412	0.0790950226244344	-0.2	0.2123076923076923	0.35266968325791853	0.17040723981900452	0.18298642533936652	0.09104072398190045	0.030678733031674208	0.09013574660633485	-0.11375565610859728	0.043710407239819005	-0.01411764705882353	0.16570135746606335	0.12660633484162895	0.21339366515837105	0.17610859728506786	0.08090497737556561	-0.11945701357466064	-0.029321266968325793	0.38769230769230767	0.18190045248868777	0.28895927601809956	0.11592760180995475	0.24959276018099547	0.3826244343891403	0.19221719457013575	0.26497737556561085	-0.16072398190045248	-0.12959276018099547	-0.1795475113122172	0.1	-0.010769230769230769	0.05375565610859728	0.47773755656108596	0.33737556561085974	0.4369230769230769
NPP 8d VGPM (mgC/m2/day)	-0.33537093637121423	-0.24701305918310643	-0.40527924423450956	-0.49958321756043345	-0.5295915532092248	-0.5127535426507364	-0.3270908585718255	-0.3936649069185885	-0.4235621005834954	-0.49841622672964714	-0.4080577938316199	-0.49630452903584327	-0.3262572936926924	-0.17821617115865518	-0.18594053903862184	-0.08480133370380662	-0.1943873298138372	-0.2001111419838844	-0.2659071964434565	-0.34915254237288135	-0.08013337038066129	-0.11292025562656294	0.12820227841066964	-0.14754098360655737	-0.3019727702139483	-0.28669074742984163	0.07607668796888024	0.029619338705195886	0.07135315365379272	0.24634620727979994	-0.05868296749096971	0.11547652125590442	0.06546262850791887	-0.1821061405946096	-0.029508196721311476	-0.23362045012503474	-0.21567101972770214	-0.012725757154765212	-0.18305084745762712	-0.2279522089469297	-0.17154765212559045	0.03339816615726591	0.10675187552097805	-0.17788274520700195	-0.06379549874965268	-0.09141428174492915	-0.13759377604890247	-0.24167824395665463	0.1476521255904418	-0.12025562656293415	-0.12286746318421783	0.10997499305362601	-0.0910808557932759	-0.09886079466518477	0.16921367046401778	0.2721311475409836	0.12147818838566268	0.05262572936926924	0.05001389274798555	0.05307029730480689	0.03000833564879133	-0.0369547096415671	0.02361767157543762	0.042678521811614335	0.2747429841622673	0.1954987496526813	0.15232008891358711	-0.0031675465407057517	0.03684356765768269	0.052014448457904976	0.12403445401500417	0.36926924145595996	0.10997499305362601	0.3584328980272298	0.24295637677132537	0.3523756599055293	0.4622395109752709	0.30347318699638787	0.26012781328146706	-0.06251736593498194	-0.21233676021116976	-0.009724923589886079	0.08485690469574882	0.1287579883300917	0.1702139483189775	0.4171158655181995	0.3611558766323979	0.4667963323145318
Lyapunov	-0.25537982888255123	-0.07551205600207415	-0.22971221156339125	-0.3150116670987814	-0.4084132745657247	-0.3440497796214675	-0.33516982110448534	-0.2218693284936479	-0.38799585169821105	-0.22135079077002853	-0.1864143116411719	-0.25758361420793363	-0.27793621985999484	-0.22303603837179153	-0.24163857920663728	-0.11116152450090744	-0.18518278454757583	-0.17695099818511797	-0.2534353124189785	-0.39590355198340677	-0.13106040964480167	-0.27288047705470575	-0.05075187969924812	0.010824474980554836	-0.2629634430904848	0.06948405496499871	0.11414311641171895	0.11511537464350531	0.147005444646098	0.2580373347161006	0.04984443868291418	0.01847290640394089	0.053668654394607204	-0.03752916774695359	-0.18116411718952555	-0.2161654135338346	-0.11096707285455017	-0.07596577651024113	-0.16709878143634949	-0.32687321752657506	-0.14292196007259528	-0.09618874773139746	-0.0059631838216230235	0.05159450350012963	-0.08834586466165413	0.21039668135856884	-0.12159709618874773	0.06941923774954628	0.20449831475239824	0.05477054705729842	0.22588799585169822	0.09178117708063262	0.19626652838994038	-0.08944775732434534	-0.2122115633912367	0.05775213896810993	0.14169043297899922	-0.014454239045890589	0.2587503240860773	0.19535908737360644	0.10182784547575836	0.03746435053150117	0.0582058594762769	0.20903551983406793	0.050492610837438424	-0.021454498314752397	-0.013935701322271196	0.037918071039668134	-0.06935442053409385	-0.023399014778325122	-0.05302048224008297	0.03169561835623542	-0.07862328234379051	0.07609541094114597	0.2907700285195748	0.22569354420534093	0.29064039408866993	0.05075187969924812	0.32123411978221417	0.08218822919367384	-0.06280788177339902	0.20981332641949701	-0.0426497277676951	-0.004796473943479388	0.10046668395125745	0.45462794918330307	-0.09100337049520353	0.15108892921960074
Longitude	-0.14621552411737543	-0.2367868687292725	-0.1652953276520717	-0.13076697032030563	-0.16145417908568072	-0.2248436253725704	-0.16890558750682172	-0.15442256832206877	-0.27788505940136854	-0.1797993367197011	-0.18991646026615172	-0.2304059443348306	-0.1981864741194744	-0.22251374837328408	-0.32240460098232654	-0.31856345241593553	-0.11869778766634483	-0.26982494437681037	-0.24022920952101087	-0.18460601989840897	-0.3299819487007262	-0.14174467906469082	-0.08257419923596826	-0.10788799798497124	-0.22944040972251376	-0.00946643717728055	0.14308803156878386	-0.06406112253893623	0.10847571470551194	0.03700516351118761	0.2547332185886403	0.28055077452667815	0.08039125141681709	0.03165274337769195	-0.1298224255908652	0.00992821460056253	-0.09562990638512237	-0.09581881533101046	0.039838797699508835	0.02340371940724571	-0.20146089584820118	-0.18966458167163427	-0.18141555770118803	-0.04978800218294782	0.12808026531211955	0.03448637756601318	-0.013181646446412829	0.06305360816086646	0.14560681751395826	0.22226186977876664	0.019478611309348894	0.04556903572478065	0.11250577221779103	0.05199193988497544	-0.3330674614835649	0.06790227110532723	0.30290499979010116	0.2220519709500021	0.22952436925401956	0.0070735905293648465	0.05171907140758154	0.06435498089920658	0.19600352630032325	0.23250493262247596	0.09598673439402208	0.13364258427437975	-0.0001259392972587213	-0.010725830149867764	0.09751899584400318	0.023172830695604718	-0.13332773603123294	0.00065068636917006	0.06345241593551908	0.10337517316653373	0.31312707275093404	0.1520087317912766	0.05251668695688678	0.0700432391587255	0.15668947567272576	0.11454179085680702	0.09365685739473574	-0.09407665505226481	-0.03750892070022249	-0.058981570882834476	0.1008144074556064	-0.03614457831325301	-0.06664287813274002	0.06523655598001764
Iron.5m	-0.07858612148944209	-0.22696360354309222	-0.024789051677091643	-0.021682549011376517	-0.13521682549011377	-0.1673733260568406	-0.18385038411485663	-0.17178120146089584	-0.23752151462994836	-0.10572604004869653	-0.19946685697493807	-0.20030645228999622	-0.15731917215901936	-0.2523193820578481	-0.28575626548003863	-0.22331136392258932	-0.10198984089668779	-0.14191259812770246	-0.1443264346584946	-0.19854330212837412	-0.2123336551782041	-0.05031274925485916	0.0633474665211368	-0.019604550606607617	-0.1555350321145208	0.12682087233953235	0.19845934259686832	0.061416397296503084	0.24140464296209227	0.25261324041811845	0.2712942361781621	0.24010327022375216	0.05138323328155829	0.12161538138617187	-0.10589395911170815	-0.12996935477100038	-0.07652911296754965	-0.08496704588388397	-0.029931572981822762	-0.05352420133495655	-0.20089416901053692	-0.05194996011922254	-0.14027538726333907	0.16342722807606733	0.20188069350573024	0.08834641702699299	0.07873305066957727	0.08328785525376768	0.24637924520381177	0.27114730699802697	0.06410310230468914	0.17222198900130137	0.08861928550438689	-0.017169724192939002	-0.48003862138449266	0.08085302884009907	0.21457957264598462	0.25362075479618823	0.14562780739683473	0.09128500062969648	-0.0006716762520465136	0.0047856932958314094	0.023193820578481173	0.15454850761932748	-0.0523277780109987	-0.08983669871122119	-0.051425213047311194	-0.2066873766844381	-0.02518785945174426	-0.18561353427647873	-0.207191133873473	-0.05041769866924142	-0.15450652785357458	-0.06702069602451619	0.19155367113051508	0.08712900382015869	0.03750892070022249	0.12509970194366316	0.18890894588808194	0.02080097393056547	-0.09288023172830695	-0.15354099324125772	-0.050522648083623695	-0.16770916418286386	-0.13202636329289283	0.07604634566139121	-0.007871206078670081	-0.046324671508332985
Density	-0.2940651494868362	-0.24937691143979712	-0.13947388469868635	-0.18368324245491452	-0.2899511324430513	-0.20939040715708362	-0.1162699578803017	-0.10362316474570368	-0.2579096875306102	-0.14334846159706577	-0.11918677419705924	-0.20834557743167792	0.0026011906705412434	0.038125401334334626	0.027698871366223704	-0.027154689217574905	-0.05732414753866414	0.0879289515786724	-0.036449320316496336	-0.09476387936570128	-0.10612640262948814	-0.2347492952841175	-0.25207605489709517	-0.04733296328947225	-0.34787388034522915	-0.1964388720192423	0.3561672162906368	0.3934328098301063	0.0687302053743429	0.23620770344249628	-0.08324898510029277	-0.1722118827613979	-0.20747488599383987	0.09441560279056606	0.2454587999695258	0.07928733905812954	-0.026871714500277533	-0.371426083738749	-0.21150183389384095	-0.37453880562902014	-0.018970189701897018	-0.052099998911635706	-0.2511182943154733	-0.03246590698838715	-0.09047572403434878	0.24791850328141835	0.17937331983761604	0.03873488534082128	-0.18640415319815848	-0.05603987766785298	-0.057084707393258674	0.02957085795757556	-0.25438338720736603	0.050576288895419076	-0.11135055125651658	0.07358431014029015	0.08912615230569976	0.07619638445380437	0.14463273146787692	-0.03444673000946877	-0.1421947954419303	0.026893481786223486	0.06479032661812562	0.062352390592179015	0.18392268260032	0.27745671031007496	-0.04694115214244512	0.12506394140246624	0.24628595683547197	-0.023497785178655	0.040846312077578606	0.0824218282343466	0.2922366974673763	0.24874566014736452	0.25479696564033916	0.2923890684689979	0.13285662977111698	0.3641775775187471	0.08028863421164333	0.31113070166846246	0.13792840739652376	0.19759253817437772	0.12023160392246493	0.1187078939062483	0.15048813138733796	-0.009980300606218913	0.11261305384138179	0.17830672282626442
Alkalinity.total	-8.711939787764196e-05	-0.23165047895664995	-0.19314370509473222	-0.20499194320609151	-0.24367295586376456	-0.22894977762244306	0.005836999657802011	-0.09861915839749069	-0.15315590146889455	-0.06316156346129041	-0.04695735545604902	-0.19549592883742856	0.0060112384535572945	-0.06403275744006684	0.016291327403119046	-0.06978263769999121	-0.06263884707402456	-0.23844579199110602	-0.10602430721709026	-0.15036808073681002	-0.2873197742004632	-0.04199154977702342	-0.2242453301370504	-0.08145663701559523	-0.27913055079996485	-0.36137126239645884	-0.24384719465951984	-0.020211700307612934	0.15237182688799578	0.14836433458562426	0.1611708860736376	0.014026223058300355	0.17859476564916602	-0.12405802257776215	-0.12283835100747516	-0.0909526513842582	-0.24236616489559992	-0.04904822100511242	-0.31049353403591595	-0.10097138214018703	-0.01559437222009791	-0.06141917550373758	-0.13442523092520153	-0.2623165070095799	-0.082240711596494	-0.19445049606289685	-0.07257045843207575	-0.03388944577440272	-0.2915886246964676	0.10288800889349516	-0.13547066369973323	-0.12161867943718817	0.03963932603432709	-0.02709413273994665	0.35056845705963124	0.10288800889349516	0.24776756756401372	-0.07056671228088998	0.17432591515316156	0.25360456722181574	0.13878120081908363	0.22041207663043413	-0.03885525145342831	-0.018817789941570663	-0.020211700307612934	0.3368035921949638	0.11996341087751297	0.13843272322757308	0.15995121450335062	0.20150716729098583	0.12484209715866092	0.17615542250859204	0.28383499828535746	0.1841704071133351	0.2333928669142028	0.1883521382114619	0.21544627095140856	0.1619549606545364	0.16875027368899248	0.3808860075210506	0.3887267533300384	-0.1673563633229502	-0.029272117686887696	0.15847018473943073	0.021692730071532846	-0.30822842969109726	-0.01916626753308123	-0.31598205610220736
CO3	-0.17603740502630041	-0.002630040911747516	-0.23243717124488603	-0.25289304500292226	-0.28772647574517823	-0.2741087083576856	-0.11659848042080655	-0.12127410870835768	-0.20245470485096434	-0.2722969023962595	-0.18831092928112214	-0.28170660432495614	-0.0255406195207481	-0.04926943308007013	-0.09532437171244885	-0.07966101694915254	-0.09760374050263004	-0.051665692577440095	-0.08012857977790766	-0.14225599064874342	0.024079485680888368	-0.10473407364114552	0.03576855639976622	0.18673290473407364	-0.16271186440677965	-0.14628872004675628	-0.04196376388077148	0.030040911747516073	0.2369959088252484	0.08053769725306838	-0.022209234365867914	-0.07492694330800702	-0.10093512565751023	-0.14494447691408532	-0.12238457042665109	-0.38275862068965516	-0.10952659263588545	0.11618936294564582	-0.1798947983635301	-0.2874926943308007	-0.04570426651081239	-0.04342489772063121	0.12898889538281708	-0.07159555815312682	-0.25201636469900646	-0.10263004091174752	0.020631209818819402	0.045353594389246056	0.017533606078316773	-0.004675628287551139	-0.11683226183518411	0.013676212741087084	-0.21180596142606664	0.01011104617182934	0.09029807130333138	0.1227936879018118	0.12787843366452367	0.07691408533021625	0.09082407948568089	-0.0023378141437755697	0.023553477498538866	-0.05207481005260082	-0.06399766218585623	-0.0108708357685564	0.19485680888369375	0.2873758036236119	0.13243717124488602	-0.022910578609000583	0.03454120397428404	0.03576855639976622	-0.11052016364699006	-0.01642314436002338	0.10040911747516072	0.21987142022209236	0.05096434833430742	0.12191700759789596	0.30087668030391584	0.05727644652250146	0.06925774400935125	0.05528930450029223	0.12074810052600818	-0.008123904149620106	0.12080654587960257	0.25949736995908823	0.18433664523670368	0.2995324371712449	0.11654003506721215	0.2797779076563413
