	Latitude	Longitude	Temperature	Oxygen	ChlorophyllA	Salinity	Carbon.total	NO2	NO2NO3	NO3	PO4	Ammonium.5m	Iron.5m	Alkalinity.total	CO3	HCO3	Lyapunov	Si	Nitracline	Brunt.Väisälä	Okubo.Weiss	Residence.time	PAR.PC	Gradient.Surface.temp(SST)	Fluorescence	Density	Depth.Min.O2	Depth.Max.O2
FruR	0.46357989836250707	0.339356295878035	-0.3450028232636928	0.42631281761716544	0.30999435347261434	-0.3337097684923772	0.10835913312693499	-0.36666666666666664	-0.20902255639097744	-0.3433656145071626	-0.19649122807017544	-0.41953698475437606	0.5335968379446641	-0.03235294117647059	-0.4588235294117647	0.2785714285714286	0.47619047619047616	-0.18947368421052632	0.09803921568627451	-0.4364233411641611	-0.07252747252747253	-0.2024050081731828	0.15338345864661654	0.3941176470588235	0.3687182382834557	-0.2761151891586674	-0.07735742518351214	-0.030913048873111054
FUR	-0.6216826651609261	-0.33258046301524563	0.5110107284020328	-0.7007340485601355	-0.023150762281197064	0.38226990400903443	-0.1001031991744066	0.5526315789473685	0.21804511278195488	0.4356905078338619	0.2719298245614035	0.4376058723884811	-0.6589497459062676	0.17941176470588235	0.7647058823529411	-0.08571428571428572	-0.35714285714285715	0.07368421052631578	0.23039215686274508	0.5957731453150098	0.2571428571428571	-0.03668181377895869	-0.22255639097744362	-0.40588235294117647	-0.3111236589497459	0.21964991530208922	0.3235460191981931	-0.12193480388838249
GguR	-0.12140033879164314	0.11801242236024845	0.4116318464144551	-0.32128740824393	0.054771315640880856	-0.025409373235460192	-0.20949432404540763	0.20175438596491227	0.12481203007518797	-0.1566411111497932	-0.3087719298245614	0.1101072840203275	0.09203839638622248	0.47352941176470587	0.19705882352941176	-0.13214285714285715	0.6190476190476191	-0.12781954887218044	0.40931372549019607	-0.048780552291076126	0.11208791208791209	-0.38384897990124633	-0.061654135338345864	0.17941176470588235	0.10220214568040654	-0.1383399209486166	-0.18012422360248448	-0.20036235380720127
GlcC	0.2648221343873518	0.2354601919819311	-0.11801242236024845	0.28289102202145683	-0.0942970073404856	-0.07058159232072275	0.0629514963880289	-0.05263157894736842	0.10225563909774436	-0.20332223698913554	-0.1736842105263158	-0.017504234895539244	0.23094297007340486	0.020588235294117647	-0.4323529411764706	-0.16785714285714284	0.5	0.02406015037593985	-0.01715686274509804	-0.5242283352880981	-0.17362637362637362	-0.13952189883782504	0.47518796992481205	0.31470588235294117	-0.0818746470920384	-0.03557312252964427	-0.30095990965556185	0.1866232209747075
GntR	0.3856578204404291	0.005081874647092038	-0.5821569734613213	0.6668548842461886	-0.1756070016939582	-0.07961603613777526	-0.021671826625386997	-0.3736842105263158	-0.06015037593984962	-0.025933958799634633	-0.20175438596491227	-0.21852060982495766	0.4048560135516657	-0.14411764705882352	-0.7441176470588236	0.34285714285714286	0.19047619047619047	-0.09323308270676692	-0.25245098039215685	-0.37528504895934567	-0.12087912087912088	0.1657231943942241	0.3067669172932331	0.15588235294117647	-0.06945228684359118	0.10220214568040654	-0.05815923207227555	0.2547464212691559
GulR	-0.5561829474872954	-0.24449463579898362	0.629587803500847	-0.7267080745341615	-0.06267645398080181	0.295313382269904	-0.16202270381836945	0.49298245614035086	0.20601503759398496	0.199172803581194	0.25087719298245614	0.44438170525127046	-0.585544889892716	-0.023529411764705882	0.6852941176470588	-0.35714285714285715	-0.07142857142857142	0.13233082706766916	0.34558823529411764	0.4845534860913562	0.26593406593406593	0.012445615389289557	-0.23759398496240602	-0.45588235294117646	-0.22077922077922077	0.13156408808582723	0.09994353472614342	-0.22326090852802427
HcpR	0.7278373800112931	0.28514963297571994	-0.5527950310559007	0.7210615471485037	0.22190852625635235	-0.2388481084133258	0.2837977296181631	-0.7491228070175439	-0.3308270676691729	-0.40249504057032953	-0.47368421052631576	-0.5042348955392434	0.6747600225861096	-0.07647058823529412	-0.5647058823529412	0.275	0.40476190476190477	-0.3924812030075188	-0.03431372549019608	-0.30569146102407707	-0.13406593406593406	-0.012445615389289557	0.09774436090225563	0.3588235294117647	0.27498588368153587	-0.033314511575381144	-0.23771880293619424	-0.1837609016346046
HexR	-0.11914172783738002	-0.07509881422924901	0.2106154714850367	-0.16431394692264256	0.20496894409937888	0.28402032749858835	0.021671826625386997	0.07017543859649122	0.009022556390977444	0.38797202364253414	0.11403508771929824	0.16996047430830039	-0.19367588932806323	-0.13529411764705881	0.35	-0.21428571428571427	-0.5476190476190477	0.17443609022556392	0.16666666666666666	0.34016305130977087	0.35384615384615387	0.25677269645271084	-0.11879699248120301	-0.4647058823529412	-0.11801242236024845	0.3201581027667984	0.2365894974590627	-0.11621016520817674
HisR	-0.25352907961603616	-0.2930547713156409	0.22868435911914173	-0.32806324110671936	0.13043478260869565	0.5358554488989271	-0.0196078431372549	0.3543859649122807	0.1699248120300752	0.6161908610793189	0.0456140350877193	0.4105025409373235	-0.44889892715979673	0.01764705882352941	0.5205882352941177	-0.15357142857142858	-0.7619047619047619	0.02857142857142857	0.24509803921568626	0.49040715236628535	0.3274725274725275	0.16899835633877397	-0.02706766917293233	-0.5088235294117647	-0.4138904573687182	0.5584415584415584	0.33032185206098247	-0.08071740539090108
HrcA	0.2738565782044043	-0.17221908526256352	-0.35968379446640314	0.40146809712027104	0.023150762281197064	-0.3675889328063241	0.14963880288957687	-0.2771929824561403	-0.29473684210526313	-0.07365244299096237	-0.02280701754385965	0.020892151326933936	0.21852060982495766	-0.21470588235294116	-0.5735294117647058	0.09642857142857143	-0.19047619047619047	0.06766917293233082	-0.14950980392156862	-0.24260194672761862	-0.26593406593406593	0.19061442517280322	0.013533834586466165	0.5176470588235295	0.2354601919819311	-0.23207227555053642	-0.042348955392433656	0.4070218101626289
