	Latitude	Longitude	Temperature	Oxygen	ChlorophyllA	Salinity	Carbon.total	NO2	NO2NO3	NO3	PO4	Ammonium.5m	Iron.5m	Alkalinity.total	CO3	HCO3	Lyapunov	Si	Nitracline	Brunt.Väisälä	Okubo.Weiss	Residence.time	PAR.PC	Gradient.Surface.temp(SST)	Fluorescence	Density	Depth.Min.O2	Depth.Max.O2	Mean Flux at 150m	FluxAttenuation	NPP 8d VGPM (mgC/m2/day)
AcnR	0.32240460098232654	0.01681289618403929	-0.3765165190378238	0.37165963431786214	0.4947525292808866	-0.4154527517736451	0.49678360661725757	0.35049653220469024	0.3950510094485179	0.17325748205295424	0.32292301404001167	-0.034675286511901264	-0.06874186642038538	0.14879993157501245	0.28503798947983633	0.05584415584415584	0.11634690173710137	0.1492348512896458	-0.13897156477777048	-0.1584891300754693	-0.09036776502529927	-0.1500677618806985	-0.08270676691729323	0.3339712918660287	0.5763667013659638	-0.05109870375812192	-0.22288379949394943	-0.4641034188347653	0.42561085972850676	-0.22064662507090188	0.3262017227007502
AgaR	-0.5285042609462239	-0.23359640653205155	0.7171403383569119	-0.7234880450070323	-0.6132823978842198	0.4102472608202846	-0.7023827734905705	-0.23571317599990046	-0.20858757613250398	-0.10577688685321668	-0.17101822641989056	0.11643088031568784	-0.14650938247764578	-0.2475062093703808	-0.22676797194623027	0.00909090909090909	-0.24701840808918848	-0.08734419350857707	0.08626768633980876	0.37529050395686503	0.1327286190299889	0.20031679650820958	-0.3774436090225564	-0.38154477101845524	-0.7035583225442026	-0.32608482711333137	0.2447549169663784	0.2791148685859719	-0.24407239819004525	-0.1234097723037031	-0.39144206724090025
AmtR	0.2579236807858612	0.04275639141933588	-0.10224171949120524	0.08019221753398968	0.01949960119222535	0.01041098190672096	0.2400555754316192	0.04734998577893068	-0.06426613287609793	0.07581433521239135	-0.09073869816000328	-0.07642416355316738	0.2519625540489484	0.11064163530460529	0.1821157218001169	0.2532467532467532	0.20423904589058853	-0.09832777983462915	-0.2375795597527058	-0.13914605424139587	-0.1783907194866099	-0.003942410961466959	-0.1849624060150376	0.24295283663704717	0.030611189211796237	0.05997975642407027	-0.13505942477749155	0.05812675645523715	-0.03339366515837104	-0.03703103476217486	0.026173937204779105
AraR	-0.44322236681919314	-0.2809285924184543	0.3478023592628353	-0.39732770745428975	-0.38361109945006505	0.43482641366861174	-0.46371656937178624	-0.04083325329762649	-0.16240985943994626	-0.04238209414995531	-0.10358897622312513	0.16848578984929263	-0.15939717056378824	-0.20011325692494358	-0.022676797194623028	-0.01818181818181818	-0.26782473424941666	-0.11798099469332346	0.2243692479113922	0.38203935427601277	-0.01783290139454523	0.09741318836144489	0.009022556390977444	-0.3217498291182502	-0.4301754514165067	0.044481448830552564	0.23608148345641194	0.15114139318370923	-0.2648868778280543	0.288712422007941	-0.09480411225340372
ArgR	-0.4238277150413501	-0.16598799378699466	0.42962092271525126	-0.453258321612752	-0.4421728726753705	0.27200789219596155	-0.45249044916408	-0.08496930510282306	-0.09479937939391378	-0.05668240288762194	-0.04860891497826765	0.19316989211200203	-0.17291465513622434	-0.06011238453557295	-0.1581531268264173	-0.06623376623376623	-0.36180969665543167	-0.03399975317783537	0.10611749633360233	0.3242931430774987	0.12072689127483648	0.18519308440179114	-0.19097744360902255	-0.3762132604237867	-0.5273644557330844	-0.09685353881651267	0.28207412277142335	0.2885168566596064	-0.44199095022624435	0.20476460578559275	-0.3440955821061406
BioQ	0.2735611435288191	0.21940724570756895	-0.29845514462029304	0.33588842006563524	0.23661894966626087	-0.16665967003904117	0.2635359506185295	-0.10306804849408152	-0.026577912845681728	-0.050099721087743646	-0.10750730830959926	-0.21896645816716342	0.19984467486671426	0.030666028052929967	0.07299824663939217	-0.09480519480519481	0.13306974332382682	-0.022615080834258918	-0.09842483640521174	-0.2726535528935683	-0.08802295446131063	0.08921653732291472	0.14736842105263157	0.33501025290498976	0.2925894144979601	0.06920908566515384	-0.23681989739036854	-0.07566530779259559	0.176289592760181	-0.045458228668665425	0.2926924145595999
BirA	-0.25425045128248186	-0.3082154401578439	0.1868939171319424	-0.2024378809188936	-0.12917173922169514	0.10721632173292472	-0.26731504058944056	0.0058206269662557895	-0.06479672641748177	0.03375651110183892	0.01604356444855549	0.15962805927542925	-0.3216909449645271	-0.03336672938713687	-0.07486849795441262	-0.046753246753246755	-0.2988073632356754	-0.07876712328767123	0.16628508648780016	0.1523716238184354	-0.006911020609650747	0.08935017837245597	-0.04661654135338346	-0.26900888585099114	-0.2251595981029895	0.028961373951088908	0.17495721892333735	0.11906819613251834	-0.21429864253393666	0.3455959808767523	-0.20733537093637122
CadR-PbrR	-0.01525964485118173	0.08383359220855548	-0.21835775156374626	0.1242850445382091	-0.019289702363460812	0.1718021913437723	-0.02164640505396821	0.08411028127574205	0.04239924753421822	0.14329493041212893	-0.062384783298036935	-0.06414508207044205	0.14478821208177658	-0.09304351693332161	0.12419637638807715	0.2779220779220779	0.1317085817993259	0.06315562137479945	0.04613306474912809	0.24720385604491124	0.03227199802542268	0.08094192900548548	-0.4481203007518797	0.09049897470950102	0.044011952361771446	0.2850099585333203	0.06956328092115008	0.11434946249556216	0.04126696832579185	-0.2227534235475245	0.11480966935259794
CblR	0.017022795012803828	-0.020297216741530583	0.24896100079761554	-0.23982653539615564	-0.16888459762394525	0.0674195037991688	-0.2860715533127121	-0.17026444682971134	-0.12623302707286585	-0.2380142089217077	-0.07616065161780622	-0.056315855757524874	-0.026342303009949206	-0.14104630516390232	-0.1499123319696084	-0.02077922077922078	-0.24073113819030334	0.021380970011106996	0.04638490778249802	-0.05243421288279777	-0.11387757620634333	0.09474036737061983	0.20150375939849624	0.006889952153110048	-0.1424302728256221	-0.24249844908087634	0.0015705947166696058	0.009567557674931202	-0.12823529411764706	0.3420306296086217	-0.1882189497082523
CcpA	-0.3398681835355359	-0.06158431635951472	0.3430586457327568	-0.3125644631973746	-0.3318500482767306	0.06015700432391587	-0.3240013901531057	-0.30213941504228525	-0.15366310530319438	-0.20500351891049537	0.04401181670358541	0.0928172620796776	-0.09556693673649301	-0.3617197399879694	-0.22080654587960258	-0.15324675324675324	-0.23554576095410942	0.0022213994816734544	-0.05810705624480749	-0.09211092161391629	0.018851042823645563	0.021816901337609527	0.01804511278195489	-0.21766233766233767	-0.26858732100863125	-0.2539915760603389	0.019433179404762736	0.13917307628997574	-0.23918552036199095	0.26926505145450125	-0.3283689913864962
