	Latitude	Longitude	Temperature	Oxygen	ChlorophyllA	Salinity	Carbon.total	NO2	NO2NO3	NO3	PO4	Ammonium.5m	Iron.5m	Alkalinity.total	CO3	HCO3	Lyapunov	Si	Nitracline	Brunt.Väisälä	Okubo.Weiss	Residence.time	PAR.PC	Gradient.Surface.temp(SST)	Fluorescence	Density	Depth.Min.O2	Depth.Max.O2	Mean Flux at 150m	FluxAttenuation	NPP 8d VGPM (mgC/m2/day)
AcnR	0.07638684078022102	0.09242076060094996	-0.4558408388224224	-0.10205922062930936	0.2423738208309447	-0.3314196846999272	0.4119749800157491	0.16073091950792073	0.45815585510786583	0.4700689144450781	0.3887946623388083	-0.11696737382994497	-0.016925188032940137	0.11887588546816386	0.19487820112850945	0.058020339580057735	0.011654786447489565	0.32548571540083143	0.025896823035214022	-0.046983456357178204	0.06377839845258705	-0.13040292867957345	0.3967750050764077	0.036956800935446635	0.5273975910345023	0.22503496272607854	0.03074572391226746	-0.1339950761251356	0.17659606888307314	-0.417028587121034	0.24911714357879103
AgaR	-0.3243091652968623	-0.09957319482741529	0.7330541275940871	-0.3257598400445237	-0.4676621502887488	0.473492451247155	-0.581855648437413	-0.15400231206897877	-0.34241423688719164	-0.34111006159803864	-0.29707381893896817	0.11380693917054839	-0.0334806735883051	-0.1362964069330837	-0.13595450212332386	-0.2181435113820048	-0.10668612209625063	-0.19450077370609245	0.12152852335381158	0.27028647951878326	0.003249959351294979	0.1430593140918208	-0.3021636484025866	-0.2594470169696006	-0.6922830498355859	-0.41591611775776316	0.11293529871666783	0.19672197633986124	-0.13640572440838955	0.12241524625446067	-0.35931499025920066
AmtR	0.045604274307058046	-0.061621952364273175	-0.14765379106387122	-0.2083002669360075	-0.1444292978580704	-0.01132197041686174	0.026466076019307196	-0.03528902715382827	0.038562251245314365	0.3038636050390397	0.05773551893782826	-0.060876902012755384	0.0533159648224718	-0.06452044987007358	0.06914757224252814	-0.15299218034518017	0.07185946385057228	0.019451784523212837	-0.001865449116943383	-0.022310027135472404	0.016893873634992403	0.030665338655320316	0.04708616242815461	0.03868425546630231	0.1546872417546548	0.2521962252047648	0.08721659406715618	0.15492697885222437	-0.2072691897609521	-0.14273676052545534	-0.11192336016249706
AraR	-0.1933404293660191	-0.13566332106118228	0.4775345221595413	-0.0029579395426015437	-0.25912401493685816	0.2700909929495529	-0.37750811802296774	-0.040867935545567766	-0.29085409044103794	-0.3771069961649874	-0.23186790485297987	0.12989768900958845	-0.10369169395338175	-0.09189903322060101	-0.12145698412439121	-0.1459422228822402	-0.17296136700038875	-0.22572703361522198	-0.025386329287099083	0.14657245682498798	-0.09841231815225684	0.14644322140308394	-0.4646054208820011	-0.10485112701050703	-0.5309112624538601	-0.2976041393980987	0.06117838639940686	0.11700080665310232	-0.11869571842960654	0.3439424393042988	-0.2584064670558353
ArgR	-0.13386122871844305	-0.10959958188629056	0.43285156050822554	0.1626042235666361	-0.16276586715955207	0.19854819196128512	-0.3236287696600378	-0.08299530280227922	-0.3108472074450918	-0.4849719034434607	-0.2574391516114137	0.10220129462372132	-0.10083374313927396	-0.0016921401003660804	-0.14486340774171555	-0.11377172733296238	-0.04420498188027213	-0.24839558140148868	-0.0030772753975152993	0.06106615716041902	-0.012815815439889197	0.09267379232929737	-0.19043005084580011	-0.05580637831625414	-0.5283606879624564	-0.3311494895324074	0.030883574004813556	0.13633714351455864	-0.23005426694344988	0.3731120770138605	-0.29654711810971823
BioQ	0.25118796741546195	0.09099421385228199	-0.48795954220765675	0.015346243829037279	0.19472807915797474	-0.28198775326679987	0.3773065868901347	0.013569441466005628	0.26550919233548725	0.43359672088367196	0.21893690335036073	-0.1280677196926881	0.07375970057302399	0.04638168188773213	0.11940563463882795	0.03743770514802608	-0.03179430430572065	0.13873053693617882	-0.04839194473953129	-0.17497358794187948	-0.0654953891108799	-0.05167516229239475	0.1763810326854183	0.14641870731875226	0.5704812151900968	0.34589161436997523	-0.12656828637389028	-0.13779509344710972	0.2092382705051186	-0.2524470090219736	0.21818777826008365
BirA	-0.04249623518192071	-0.08725343976235488	0.3634364092318675	0.26610376493141086	-0.04435773284622427	0.10915909164654129	-0.23677892796561223	-0.09889157552867509	-0.3209347911149681	-0.4923179596889148	-0.2529145763321935	0.06300587834913658	-0.09058406065753452	-0.01331799474676613	-0.24194746704885356	-0.04092216688258262	-0.06104846284724486	-0.2978444759592449	-0.042337584306280256	-0.052146299054081836	-0.04627330900430763	0.04829622948655059	0.15684411680613738	-0.024981758701532915	-0.46582196173963175	-0.32449183181101027	-0.003017242212551032	0.06806146501690936	-0.17055989874470567	0.3823815396637879	-0.2637499926777836
CadR-PbrR	0.12975773634629117	0.1409789749491921	-0.12445360193945237	0.059251548538035805	-0.006718518992062881	0.11548641595320097	0.01732160086700517	-0.02367731616950146	-0.05959280577882895	0.009269124097198914	-0.10006605778180651	-0.13644802883170415	0.25742997752785735	0.007645064626114377	0.2031098984231415	-0.0051051416110944655	-0.0344545723032874	0.01092333787355445	-0.032132480313589985	0.0784551780915326	-0.04160539468831721	0.0025419722691002807	-0.5423140525816129	0.08129338924168111	0.016565811283367943	0.17659655254549872	-0.13260792407348007	-0.03381067684187641	0.12743937459120291	-0.17391586216612018	0.11408798281027702
CblR	-0.1445748087750779	-0.1822480105410397	0.15390231352934905	-0.47226029867974895	-0.383311835894013	0.13348800126082946	-0.43446585443992336	-0.0731168691233878	-0.0897333586179203	0.16786084736024098	-0.057291733087442516	0.009897364133203834	-0.02684109523711953	-0.0870782599850257	0.10365889740189205	-0.15809732195627466	-0.11231721801180491	0.08278714611647228	0.13834619122395334	0.18748068735429804	-0.04205559128197486	0.09689590380365914	-0.4975328071953959	-0.08460434375915449	0.013287472870416988	0.020461154229841304	0.1449680529322395	0.12442817224893901	-0.11523810640859992	0.11800738988946023	-0.17660228487816232
CcpA	-0.13017724050859533	-0.029608667285513486	0.3590999902656549	0.06557710740309398	-0.12958401135159087	0.10192786386750166	-0.13232534181821515	-0.21867225999307213	-0.34793310528309673	-0.3941974355020978	-0.1886217388809069	0.07051698103617336	-0.02094208078302029	-0.04253480223510133	-0.22923173017359927	0.18597301583272696	-0.1356502293913441	-0.2651159217589545	-0.17497053942399393	-0.09226184330227277	-0.08909292005289127	0.07838452551326888	0.19855213946977082	-0.10443196524934352	-0.3103906323866848	-0.33387104001433887	-0.03604329008562777	0.060512062650226905	-0.13423739144606336	0.3009010183284122	-0.3124849254335153
