	NmlR	ZntR	CsoR	TtrR	GlcC	NifA	MerR	CueR	FadP	DasR	FixJ	PhnR	HrcA	QorR	PdxR	AcnR	PaaR	RbsR	FadR	GntR	FnrN_FixK	LiuR	PurR	NnrR	NtrC	BioQ	FruR	ExuR_UxuR	LexA	LldR	HcpR	LtbR	RutR	PdhR	AmtR	CblR	PhsR	PrpR	NagR	NrdR	NarP	TrpR	NiaR	HisR	HexR	PhrR	CcpA	TyrR	IscR	Zur	MetR	KdgR	NagC	NrtR	Phr	FUR	MntR	ThiR	RbkR	NsrR	SahR_SamR	AraR	XylR	ArgR	BirA	AgaR	GulR	Irr	SiaR	HutC	PhnF	NadQ	CzrA	ModE	FabR	SdaR	NagQ	SoxR	HypR	NikR	LiuQ	PsrA	Rex	NorR	GguR	MetJ	CadR-PbrR	VanR
NO2	0.2715819529821677	0.16903850587828514	-0.05038878611394676	0.0091334676365354	0.06605225631305187	0.08625578548335534	0.17695026551904566	0.1424436833501724	0.18334155887685488	0.11688917985776322	0.018677727917938338	0.07158461959522897	0.06307000841070182	-0.015722154862657607	0.1197327185553528	0.22685356941633078	0.16381023585269827	0.12585192847305496	0.279029570283922	0.16670712424442652	0.15777105047620407	0.24399482614307624	0.17023887399640455	0.10761700301646734	0.10923883371828204	0.05873267827723027	0.2112754587278475	-0.3486189113183658	-0.22979313756336991	-0.3043760099691905	-0.05554770153715338	0.05792709789573679	0.13802099370607906	-0.02114248378714357	-0.07097109811263459	0.021350547594284272	0.045934086653370204	-0.039094655864796386	-0.026376088782144286	-0.07783720374827774	-0.19987996405983371	-0.0795230540830588	-0.11409899085431227	-0.057105512606001704	0.0740653803726758	0.018442989263728317	-0.21633834470160457	-0.217656082146829	-0.24848153542013598	-0.15945690081098515	-0.2507809072375114	-0.22634141235259983	-0.21607693120032523	-0.22159328957426075	-0.20844258996908563	-0.18243461407649797	-0.19969324013034845	-0.20143244015926817	-0.26969870877907365	-0.2144444305596828	-0.20082958861550151	-0.07702095342795652	-0.1051095673919512	-0.14568200978438794	-0.1838590509099997	-0.1598356836393695	-0.05568641074191385	-0.01830428005896785	-0.03329554411192607	-0.15444202956195285	-0.07935233506181515	-0.21155287713736842	-0.06417434707937168	-0.10724889012691072	0.16879843225466126	-0.028686130538347458	0.006684716675571762	0.005681742425765304	0.08231324308650975	0.08195580013578085	-0.22007815826072333	-0.014543126622193633	-0.14816277056183477	0.013593502066525818	-0.08885925055732104	-0.008279872530317138	0.04768395662111764	0.012777251746204605
Mean Flux at 150m	0.14170348926769458	0.02825865282253198	0.09253507425710908	-0.03523248045812158	0.0032700805215621826	0.03924096625874619	0.14461022750908317	0.1460049930362011	0.1739471864534206	0.33890458165222404	0.12228225835648118	0.16801650278349065	-0.05380981962183506	-0.11133510707641281	0.27543688980900105	0.17659606888307314	0.0468125505488149	-0.03648659736065618	0.21587219729796517	0.13321768891783428	0.1306977343940498	0.15030649680470765	0.18912551718970386	0.10754931493137845	0.1611598823350538	0.2092382705051186	0.3140918201319834	0.03511527327096881	-0.28430947387646544	-0.22856573566660976	-0.11605855671866928	0.13109623883036922	0.12371218603974493	-0.1286466086188764	-0.2072691897609521	-0.11523810640859992	0.059635016823327544	0.030063643504684583	0.015260375767290186	0.0621666920658273	-0.141000246144778	-0.13263165298207047	-0.0949847044686019	-0.050539739100272874	0.014170348926769457	-0.0774153471144022	-0.13423739144606336	-0.07229339303582631	-0.29554964312441573	-0.23493008592900497	-0.23455502293011612	-0.20900385613081304	-0.20418664073883436	-0.23890340957348374	-0.2175482600742497	-0.20721058616737573	-0.26899049451559887	-0.2823169516948684	-0.2008462359049805	-0.22662009635987385	-0.2495223807295244	-0.11869571842960654	-0.18219857242897536	-0.23005426694344988	-0.17055989874470567	-0.13640572440838955	-0.1883519497544956	0.16077309861744968	0.0008556124662151948	-0.17504893401265662	-0.23278519440410936	-0.07784901370686745	-0.11526154784603047	-0.12520071731658508	0.11603511528123873	-0.11911766430335649	-0.007067593385311814	-0.16464093579349096	0.0801228331376311	-0.09029641698249123	-0.21646995395244426	-0.049273901479023	-0.1608082607735955	0.38501388907812234	0.038959669009579555	0.1689307188432822	0.12743937459120291	0.3155920721275388
CO3	0.25483894289776243	0.4018507929709339	0.21732357986943346	0.11191513693875016	0.3131231474063857	0.1735381298878764	0.40633318217649106	0.2688119039696313	0.2888183449398894	0.26505248076497046	0.27232157528307344	0.24404703222983737	0.16382409580310586	0.12895084488714342	0.2513555612570802	0.40871239756125893	0.40330986980910644	0.25381364566012765	0.38463105731322156	0.39445025008903156	0.2395646430242802	0.294010555309963	0.3270566739691147	0.2535638937689089	0.29537761829347603	0.3424624222063963	0.40261319348097	-0.4082786179607212	-0.09967729426903248	-0.26043864319561394	0.06536927131740716	0.2835604103879162	0.16584840060561554	-0.005192210370073563	0.10321325525523446	0.02684175588782333	-0.06709124488317839	-0.005060762006274232	-0.20178638326835255	0.07102155096077838	-0.18752423579612518	0.04859646009661256	-0.28796393057519376	-0.2253024955520528	-0.0934466418249442	-0.16020926579862427	-0.36780566674690723	-0.24801677281657716	-0.34431584413596683	-0.40164047558885496	-0.4280878863852803	-0.5280017877091515	-0.4813113288876293	-0.4388535073804455	-0.3904279301567721	-0.45978008689729893	-0.46651024312382466	-0.44571511197077057	-0.4270100098021258	-0.36997456474959617	-0.4053210297752362	-0.30265985764795894	-0.30377716874025323	-0.357828735934538	-0.4509467568499839	-0.3795834401433273	-0.2868991988284192	-0.19668618675293853	-0.13752127820685978	-0.13568100111366915	-0.08381147675845325	-0.22276554213072575	-0.2462422199052862	-0.16111625950883965	0.23945948433324074	0.05278966290181121	0.0752016089295971	-0.06241168313192222	0.008254957246597968	0.13527351118589123	-0.21612739975885953	-0.3229949195277154	-0.33376054052288057	0.2638037213088768	0.07641093387655094	0.2826797063504607	0.3289889649169649	0.2187037876893264
Carbon.total	0.29661373476697006	0.2534178150521915	0.02571248294647197	-0.013710695149882548	0.01983647073937945	0.1514880641488461	0.23752497666656544	0.19225207724547674	0.21508570857370876	0.12256809355465471	0.1775291831247975	0.042998738097090906	0.014210221914691307	0.04656115265664811	0.15861289326796052	0.2917893578542118	0.2615154068185651	0.22309128225182812	0.26702334667264066	0.2963245350610282	0.22662740592902697	0.31977600212468155	0.26247502402464506	0.1812887793020424	0.22435324460502917	0.25854453711207087	0.3099957938873732	-0.34070354448193274	-0.0729177622208998	-0.2862551271177779	-0.05985119368879697	0.23054474740042197	0.1485040490011727	-0.0019455252945183288	-0.011988642355410244	-0.12160847634857473	0.06359764442486267	-0.04165790309681476	-0.15265800841379293	0.010634661913954919	-0.11730991708298356	0.06570091501353113	-0.19066147886279622	-0.08499842266456428	-0.02157166897503093	-0.11727048075944603	-0.19393469371641153	-0.00022347250004602426	-0.2861236727059861	-0.27128246961469427	-0.31687085962408323	-0.3845304453733119	-0.33263224359791754	-0.3023845834446292	-0.26315858696596234	-0.32232621771344205	-0.3200914927129818	-0.35103586124876657	-0.27672468226287394	-0.2666289834372653	-0.27577821049797313	-0.18302397753769387	-0.21741245166242326	-0.23149121916532278	-0.28354716623486725	-0.2769744456452783	-0.16728888444621792	-0.05991692089469286	-0.08640498487073632	-0.1423782734116758	-0.16406825135731934	-0.15127773708997924	-0.14704490503028397	-0.15242139047256772	0.22907245798835404	0.07014407413209327	-0.15650962267929205	-0.006953938383785108	0.01607687456213457	0.0585235041297	-0.2707960882910647	-0.19522294695197095	-0.23607897813685585	0.2393916293140087	0.03282416662440721	0.1460721423830248	0.14400830811789386	0.14905615753069817
NPP 8d VGPM (mgC/m2/day)	0.28092472722888345	0.1556982147367444	-0.024324173924910257	0.0589828748339357	0.07999208378967436	0.1989721137839341	0.21892374996032882	0.2827430102530186	0.36995874905014153	0.21212065021016324	0.1268963642489979	0.14020570121477638	0.16313833200897096	0.13965526859862662	0.26756591317401285	0.24911714357879103	0.07710385871392224	0.24292013817000382	0.3059910574901754	0.4103011305686235	0.2124113281085794	0.39422107661368666	0.40289193647707955	0.3422577637946945	0.38431328952299093	0.21818777826008365	0.4113277801672849	-0.18635545606544518	-0.2904119590622962	-0.2339586004081948	-0.11886870654380248	0.24379835650138884	0.09802029812761319	-0.040781490684174485	-0.11192336016249706	-0.17660228487816232	0.06315750422608277	-0.014744172549449798	-0.07976943688875986	-0.05470310662746789	-0.334180629000407	-0.07318898403950877	-0.11139766609089335	-0.15529621338787097	-0.16558126328289405	-0.1724523940305613	-0.3124849254335153	-0.12268462704003172	-0.45801559836183037	-0.3735891304622754	-0.46801615499457383	-0.4224601252130104	-0.40913223433882234	-0.3800706291333422	-0.3426288419628854	-0.3861253879109896	-0.4035042154545944	-0.39967592568609217	-0.3618939835281271	-0.34294425840584764	-0.3430246586756223	-0.2584064670558353	-0.2536071894139003	-0.29654711810971823	-0.2637499926777836	-0.35931499025920066	-0.3239636101028856	-0.04171537074078812	-0.20426616231679023	-0.1781669978207004	-0.17289768783239032	-0.25060145625155444	-0.14965582523137005	-0.17944721750095885	0.3845173825154959	0.13831320255700305	-0.10410598008594314	-0.08732087761144366	0.015795560692657206	0.04086807559008568	-0.2790755210240657	-0.11425496798596291	-0.3138455453835484	0.244738421194139	0.023136723786699537	0.18265085901967318	0.11408798281027702	0.10492853669209952
Salinity	-0.042539902845246357	-0.12553782095766827	-0.20762824961298243	-0.1165750280254097	-0.11014786739977579	-0.1025676613462873	-0.14576415950461752	-0.09094645812203064	-0.11987401911066033	-0.11875300272246837	-0.13039555863983346	-0.201633481022794	-0.1920728126834997	-0.1767789462445951	-0.3126034271072439	-0.2975177494261464	-0.2152671755725191	-0.20393423370522606	-0.20014946885175894	-0.23367853520525275	-0.1594085304008968	-0.18679335931244329	-0.20858912080286127	-0.12591149308706562	-0.12132066406875568	-0.17939465115037634	-0.17285538888592325	-0.12663748465275182	-0.09071157849783804	-0.11303048096941226	-0.0939358351572092	0.1298670794854001	-0.053317674691720496	0.0883254150429723	-0.0767789462445951	-0.1478193562163028	-0.06516841936689265	-0.014898841616398869	0.11991672449687717	0.23982811082047722	0.10404099717076816	0.1569529706934287	0.1658143383334223	-0.036667912240431325	0.08649975978220253	0.14121603587252443	0.06960977953344366	0.07576469332194523	0.12299685047776651	0.10969946084449901	0.15531948967063472	0.15852239363689746	0.15632840442000748	0.1650883467677361	0.15039235573586718	0.15066994074627663	0.13534404526770938	0.1514386376981797	0.16820050178828805	0.18415630171355363	0.20170821544867346	0.1569316180003203	0.1119041264079432	0.15062723536005979	0.14844926066300113	0.19775796722361608	0.18907809747504403	0.20162814284951688	0.2523781561949501	0.299386110073133	0.30262638125233543	0.119601772273528	0.190556771472802	0.1970746810441467	-0.14446164522500402	-0.12486521112475311	0.09989857470773501	-0.04673570704105055	-0.052602359472588484	0.056157582875140125	-0.019676506699407462	-0.14805423584049537	-0.07027705119308172	-0.09006032135803128	0.2362889019377569	0.21484012171035072	0.2806224310041104	0.1270645385149202
Residence.time	0.08011710463788231	-0.03690133200721604	-0.11748012557164576	-0.07483583374640099	-0.051047593323683894	-0.13046653421898233	-0.07486398551021485	-0.18965843281401776	-0.02135029767643626	-0.07876863515119811	-0.11540534057856382	-0.07588026418389543	-0.062418090728104524	-0.011682981982754545	-0.1832876886629398	-0.12133691721414545	-0.03044050221193371	-0.13612503874556947	-0.10500607902572158	-0.10962296829119567	-0.15945159024173913	-0.11758147192137569	-0.08408368815925608	-0.09674635152273318	-0.1770943006238892	-0.0319804036925522	-0.1253541739103842	-0.06300083223905156	-0.05411895075577672	-0.05249740916009801	-0.11145283293909697	-0.03777122150906451	-0.0881685090886481	-0.09009972008627933	0.09735724479749408	0.0493190750255125	0.12928134496241855	0.0774229808408953	-0.04764404507858745	-0.1342670223338543	0.0062299853320086284	0.10877841537677967	0.07622371570242459	-0.004222764572079956	0.05626693033477472	0.018397177652361676	0.03966865039011911	0.06393828597405331	0.16930470757659238	0.08425259874213928	0.12191965872509249	0.11333618593824464	0.1092569953616154	0.10712309166452433	0.10935271135858254	0.11442847437422266	0.09405222772574617	0.09507132157580814	0.08674402983966646	0.13943850134646155	0.10257095145582214	0.11691145994260567	0.089201678820617	0.09872823569522937	0.08921856987890531	0.09515296169086834	0.11559958774887949	0.07492310421422396	0.07824782752064159	0.0799510092313805	0.11112627247885612	0.0578715808721651	0.14844988094328015	0.0776763467152201	-0.08048870792022535	0.06339777210882708	-0.011184695763249111	-0.003744184587244228	0.06344281493092926	0.03401296103991335	-0.05024245287860732	0.15290067480225245	0.04863217198845416	-0.20164826902234345	-0.03335702494305027	-0.07201221183587019	-0.04800438765540494	0.1279385058284971
Depth.Max.O2	-0.0680595031057562	-0.07598102077597915	-0.07904821262955493	-0.07842364332066147	-0.0547240207826994	-0.09309483822511419	-0.10736099065696768	-0.21328114320529998	-0.1185290319625279	-0.1880046377587455	-0.14831975122583704	-0.1900793209580896	0.0198378053755466	0.08641627531813466	-0.2761493004217883	-0.15205789129738254	-0.04311074195000721	-0.04794960813029562	-0.13726301930205984	-0.16084205667642368	-0.2277791901825347	-0.10535432985760207	-0.10488126498502436	-0.08075804841083256	-0.13988497362850363	-0.1257270386511614	-0.18575989855945516	-0.02924035620893769	0.3066387952485129	0.0972442046238024	-0.11296974672792179	-0.09823671327803407	-0.1589250617679388	0.00879653308812813	0.17892983121615988	0.08542995051844648	0.001292425599591409	-0.05113738514746965	-0.09887674222328628	0.07339307764952457	0.28675461096389004	0.21404484924142217	-0.05979168958109728	0.049742925947910493	0.07536881917617269	0.060963530017090456	0.0348305607162613	0.07660249815760085	0.15191566264288203	0.12163332694336468	0.15738219005933565	0.1332187784306111	0.13017632199520932	0.15636494598693	0.15038825057063765	0.14575035966301297	0.14731178293524663	0.1490308944983395	0.1389883147196962	0.18046033521567603	0.16047411733108544	0.09141282978928231	0.1684141865649389	0.16020821158571497	0.10804430658402439	0.12513648054225718	0.06647952826989206	0.022181486247532935	0.05923514267218233	0.15785834685918512	0.25972498275425343	0.13636017653870888	0.14960599297088495	0.1121627537099951	-0.08109506848345328	0.2513551356296268	-0.05686363445475024	0.11458373276377518	-0.04946774442072476	0.016365571049371596	-0.12206619676140965	0.08252353888300168	0.2639392796256484	-0.16802769565597017	0.031182086535596554	-0.07400837117660279	-0.025867063555458678	0.037010369442844894
ChlorophyllA	0.04536714567771949	-0.05564609749578571	-0.09282614821665947	-0.11094956326430255	-0.1434995773548456	-0.13571823049608142	0.02537728937890122	-0.019363200902892296	0.0498574246298221	-0.06167821922059826	-0.011248238941261066	-0.11374020851666351	0.025981403213822658	-0.02822203437767306	-0.017704142012958803	0.05096646943124503	-0.020787827558378668	0.02234319526769132	0.15767821922669573	0.15335474782602665	-0.022433361511709448	0.20587207665438342	0.1963279797250649	0.0210267681050267	0.09082445759945709	-0.021324316710286513	0.05982530290602579	-0.2165477599461294	-0.2669957734742702	-0.34499859117434994	-0.13622316146258293	0.05241363764773594	-0.17322738800762133	-0.2005838264427204	-0.17766356721331308	-0.16841251057705348	-0.13629078614559653	-0.16483291068953393	-0.04642209073273155	0.027315863625290905	0.03991208791462294	0.10134685827637226	-0.04614708368847627	0.21599323754541794	0.17136996338084798	0.1902462665660424	-0.04882051282361367	0.03667061144217135	-0.1784119470386635	-0.030183150185067273	-0.16263285433549168	-0.1242806424423823	-0.1274499859196194	-0.0858427726174557	-0.06697548605666309	-0.09072076641883625	-0.08545054945597685	-0.07495519865226713	-0.08174922513903284	-0.08876415892364295	-0.09728486898335574	-0.01948041702011586	0.05933840518832792	-0.013551986475924154	0.0020061989294032764	-0.11493941956210457	-0.05217469710108791	0.061759368840214574	-0.01370076077855406	0.03510171879625598	0.015350803044085745	-0.0038185404341675847	0.058342068191927644	0.04820287405208951	0.3964023668890829	0.16985517048134346	0.06488362919544259	0.08084756269885159	0.0740580445242868	0.21327472528827146	-0.13083572838249996	0.1141594815513478	-0.0017762750071570583	0.20207607778122036	0.009318681319273197	0.09925950972735267	0.02779825303078787	0.031400394479311956
Ammonium.5m	0.14575275033959678	0.07126668820176218	0.11813180331095562	0.033210805255950986	-0.09628757701005963	0.06233199121665907	0.0389661702693607	0.12394322707449595	0.050338088152999574	0.06463840836489004	0.007044716266413845	0.09539330647226174	0.01840061736430111	-0.009182957164252985	0.12296086421506423	0.09203245092871683	-0.04164898188275438	0.03367796150703944	0.12616689082967697	0.13598518049541025	0.14898547159712888	0.18419837507203035	0.13073968316175993	0.04695053796653532	0.10299060184710593	0.016027463608771778	0.058378514600304805	-0.05408868548316685	-0.20314890208046987	-0.2730942054577247	-0.01997293183225024	0.00034436089365948695	-0.015159887713893226	-0.2264880283848489	-0.2044462617263498	-0.13647102299654226	0.00532291179811641	-0.003961485009230067	0.02005835468959213	-0.1345143056705546	-0.08394931305274066	-0.07761467428798126	-0.008838596270593498	0.15953519447885206	0.0565259063817026	0.024145304520543094	0.04558644171335704	0.03038918149937674	-0.18239381721068298	-0.08804427127656743	-0.16344595966653538	-0.10556930435311418	-0.11208279722543316	-0.09670401343960135	-0.10511015649490153	-0.08137594947531628	-0.1070775516780569	-0.0748944901745005	-0.12977867601666368	-0.13471718495674162	-0.12013123206561419	-0.024230727377884984	-0.03401431400782312	-0.0668166912271082	-0.0322231034679354	-0.15077401267272467	-0.06723846658523377	-0.042380415098744295	-0.019713993795932642	-0.1144719677667141	-0.15502646928977554	-0.1655494975285794	-0.059766636032110486	-0.036093826691239714	0.21755333139974578	-0.04815446636219756	0.022773199874489017	0.11864700991929888	0.10623400096180576	0.10718433024973426	-0.037788936516617806	0.027268577742105882	-0.14973559106316234	0.21865848961660647	-0.05261781065831122	0.03623797776300415	-0.13020045137478928	-0.14000272425477095
Alkalinity.total	-0.11761464581256073	-0.05436597602747088	0.1818358733083388	0.16326002103419401	0.030473474934897212	-0.07222861931377765	-0.02625905818858164	-0.0544632317985397	-0.06739824935069288	-0.0929440985514365	0.05650560299098494	-0.019062131129488895	0.14523528479610587	0.04713663037802186	0.07070494556703279	0.0936897261296308	-0.04577504958305837	0.011832785480039876	0.1972022851372125	0.14017798470052717	0.09715851529775207	0.017732968924881676	0.03141361405522915	-0.02055338628587748	-0.04648825857089639	-0.07028350389240123	0.003436370577765005	-0.1319436627500337	-0.13022547746115118	-0.0012967436142509452	0.11181171813878775	-0.0752435482169111	-0.024865058803261876	0.11596129770439079	-0.0622112748936891	-0.015723016322792712	0.07433582768693543	-0.08620103175733158	0.19347414724624104	0.08312126567348559	-0.027296453079982397	0.22268329715724358	0.07906894187895139	0.1307117563164953	0.07965247650536432	0.048789978486191814	-0.059488113303762115	-0.04107435398139869	-0.03744347186149605	0.032807613440548916	-0.09900637494805967	-0.1552850478065507	-0.14854198101244578	-0.07666996619258713	-0.07712382645757497	-0.06785210961568071	-0.08522847404664338	-0.07034834107311379	-0.042727702089568644	-0.07735075659006889	-0.026064546646444	-0.07177475904878983	-0.013518552178566104	0.02000227024982083	-0.05666769594276631	-0.10925064950064214	-0.01650106249134328	0.1087967892356543	-0.14189616998940968	0.14105328664014657	0.17023001796079285	-0.1418637513990534	0.11340022906624517	0.08503396250450573	0.22949120113206103	0.05319890677464503	0.16416774156416966	-0.0028528359513520798	0.0497949547872363	0.08389931184203615	-0.1665991358408902	-0.017927480467019318	-0.14017798470052717	0.07884201174645747	-0.0943056793464	-0.010600879046501477	0.043181562354556474	-0.1298040357865196
Gradient.Surface.temp(SST)	-0.07137658152388536	-0.024269239436031424	0.05003516390593019	-0.14591313491672056	-0.13466068539202447	-0.035262227139162924	-0.09686938828687403	-0.0038236478967413907	-0.0034685948777582612	-0.014934076213844232	-0.14728964815954745	-0.1482209795401109	0.11867237482950725	0.0616098923247802	0.07541599240908572	-0.06328137269107001	0.03775579180325213	0.05688768717230459	0.05314051223349803	0.12795018333324332	0.009059314338207995	0.05704609544231245	0.07830011539405637	0.02978348593854633	0.08089473360970231	0.03224154530073722	-0.023944229364808407	-0.06180107471961727	-0.26631980718510695	0.04241517988313843	-0.08121155014971804	0.03760830824152068	0.04526925992034896	0.17829123907091285	0.03887284322451444	0.04339567245094568	0.21984609817728445	-0.16732556313847236	-0.09405900708276911	0.047746437522023566	0.012246597977848854	0.07648115146603511	0.016258697092358214	0.055866226948460815	0.035450678356930894	-0.02444403476845389	-0.02706323357772174	0.14293888308846958	-0.018113166322277788	-0.04183343916741991	-0.0018954368859560892	-0.07437268276868915	-0.06279249199570093	-0.02659073994476727	-0.020576688038606884	-0.06596338857292719	-0.009225916139423154	-0.0368517721933797	0.022728855569058466	-0.021920427156604572	-0.00285954239134874	0.006939920932585624	0.01240500624785671	0.015551322231461055	-0.002378855227186965	-0.13209064777000043	-0.06875192036047931	0.028895853391088508	-0.04002539994767505	0.05382057532370417	0.013396423523940371	0.04437343384168384	0.03611708556179154	0.06549908847118002	0.13819482851944115	0.15593928593739032	-0.0363082679566286	-0.016021084687346428	0.20996469954127706	0.2896030916991929	-0.07334576019070717	0.07022948715486294	0.15303058235879774	0.06429190820663738	-0.1855944065536889	-0.032170534696940596	0.09193415132300853	0.16872665697492115
Latitude	-0.010564259013860652	0.0007873816091684922	0.12494545046913715	0.03743932824341166	0.06556886986723112	0.02840979609487943	-0.0012571414844690164	0.06509110272132888	0.01822454788949988	0.10750294600840461	0.028636668761927976	0.04945557232638302	-0.025895513125941395	-0.04310847582942481	0.05850378810631926	-0.079554902518224	-0.0193242130521352	-0.09141367027936166	0.07319979875066407	-0.01456789431471739	-0.038683124276877826	-0.02213476503333663	-0.10756166599281718	-0.03893401875573151	-0.003715373559195055	0.09886310102915577	1.067636080228464e-05	0.04138157446965526	-0.14923684038453527	-0.04524908617028288	0.024035157256143296	0.17633611319093426	0.13879802861010146	0.1650218398307131	0.11821934316369782	0.10562390650720252	0.08273912712750539	0.151871232412499	0.029026355931211365	0.14261215850671766	0.023915048197117594	0.056755534024945146	0.1073000951531612	-0.12472658507269031	-0.005989438410081683	-0.05800199914861188	-0.054398727377840815	-0.002223352137075776	0.020028852865085985	-0.03585655775447296	-0.002316770294095767	-0.05656069044030345	-0.0626648997290097	-0.051879106228501636	-0.058872122553998076	-0.05257040059044957	-0.07456103475295535	-0.06190153993164634	0.016860642797008017	-0.04007105118117483	-0.0024769157061300365	-0.018443413285946716	-0.02800676347459318	-0.060660412988380756	-0.0402952547580228	-0.02941070492009361	-0.021985295982104646	0.0469866638908547	0.024395484433220403	0.10636858267316186	-0.00045107624389652604	-0.006798172740854745	-0.0008968143073919098	0.02553785503906486	-0.17331203399368714	-0.13986566469032993	0.01924147125591749	-0.17381649204159508	-0.06131700917772126	0.14286839116597247	-0.06482686279147233	-0.08491176655077032	-0.10600024822548305	0.0777505975426379	-0.0322346023522979	0.05209263344454733	0.19375726493006223	0.1622006114887094
Longitude	-0.01580904235590523	0.08792261763394803	0.09613275004771883	0.08408179170956046	-0.06876920079349962	0.08595549553090867	0.02903707104337211	0.06136246560227271	0.03231204909008758	0.09007657630036969	0.09078388614745983	0.026701614001093353	-0.165235587561544	-0.11296405531470151	-0.2216842515468622	-0.014738735757100909	-0.07805764708736256	0.03506922294685781	-0.11886809071758221	-0.13206942846742303	0.017522600551497187	0.03696427951830686	-0.030766643801539692	0.01316663953092698	-0.05811684758694589	-0.03178623761885453	-0.04580965624757749	0.00549566405720224	0.08411648992847431	-0.016703188766377667	0.12388331789751568	0.12211370873290903	0.1120885925605673	0.03014474495485289	0.05155888421222714	-0.16288144686292702	-0.03627298423379235	0.03292060246796136	0.09242004062393626	0.27208474906611907	0.06090071238134216	0.0928204046883269	-0.0691855794204659	-0.013857934815441491	0.0008434336289829567	0.010150563579184127	-0.011413044928895959	0.18964978820808548	-0.09533202191893755	-0.07717150795817794	-0.03625696967121672	-0.03723118889456729	-0.03787177139759232	-0.016647137797362977	-0.05011223539289561	-0.058888215684338524	-0.050541959488674904	-0.0527172709051974	0.0317675539625163	-0.006678072594035942	-0.010908586207763747	-0.06452267261719619	-0.06554760462203624	-0.04281493304593547	-0.048195826071345725	0.007681651848775156	-0.011012680864505315	0.001427965162993297	0.052044659277021114	0.04269482382661828	0.09516386901189348	-0.0857926808113898	-0.062456794044940464	0.03206916155769059	-0.006811527282166157	-0.12347761564559982	0.03321420278184783	-0.1431141384570796	-0.0772062061770918	-0.00207655494730614	-0.08203726588740556	-0.237981738061324	-0.17652051598983495	0.24559399347227145	0.19040247264913987	0.16526761668669523	0.17691821096046298	0.03308608628124282
Iron.5m	-0.05649654227449133	0.03991649955728921	0.11981356581487404	0.052585777086808005	-0.002546668934505043	0.0654819590811412	-0.003387550186464255	0.06909641373241984	-0.00216493554075848	0.058653469422374004	0.0779563657173488	-0.01673487164613429	-0.14025632336250468	-0.046123004036035774	-0.1634779932380386	-0.11796362706056378	-0.06956090051921636	-0.06625610372580205	-0.08437375787515816	-0.10374872970601519	-0.04180648027597848	-0.054601222627218185	-0.12244298814242904	-0.0017725242898441807	-0.03125675739425529	-0.0016710846467506886	-0.050124531009644854	0.018050917542057756	0.03628068919167509	0.0005045287511755273	0.06954488373346475	0.1433529019411481	0.09092996217614809	0.09609003665245652	0.11347091865723884	-0.053781697089594446	-0.01841930361434465	0.08694979091687448	0.043085153671814876	0.2895300971031624	0.1678185421767233	0.1983545442121564	0.0004351226795852432	-0.049964363152128814	-0.0011558780384074252	-0.01343007485271999	0.00877986805617095	0.1426134603322824	-0.04091754866676446	-0.05232683905049041	0.009337786093185156	-0.025191734522981225	-0.03279970775499315	8.542285734188823e-05	-0.01719401950434694	-0.050153895116856126	-0.03519421722485795	-0.048541538684527985	0.06632550979739234	0.01588331253700734	0.01900658575857013	-0.03895549241219297	-0.05104549619036208	-0.033218813648826784	-0.025266479523155378	0.0035210234010609556	-0.02758090506426216	0.004949186797245649	0.05262314958689508	0.1613050493044043	0.13036595816088917	-0.023336456840087092	-0.019142728437458765	0.07785492607425532	-0.08565510073528648	-0.12378572868127184	0.10039588255534608	-0.16803743824866188	-0.13575827603059587	0.11159962418859311	-0.12427424064669577	-0.2434257793171702	-0.14285371211855646	0.19132317526720222	0.15082206302997947	0.19152071562480535	0.28316075530260787	0.1199283527794272
Lyapunov	-0.006706184043785585	0.10811462430783007	-0.09035505467701711	-0.08001538874634287	-0.053844123165653714	0.07867137121165191	0.06288611699386773	0.05341774518913107	0.049232752658696796	-0.015697197896545802	-0.020461508329864105	-0.10129721122669076	-0.006460553252962754	0.10843904233344513	-0.10393890086384196	0.028933453341640224	0.020869348133494465	0.09490154157885101	-0.05141098797354077	0.026393723655396616	0.02045687378664103	0.13134295494186835	0.16745068119282444	0.14328153828450252	0.14384695255771734	-0.03749345467465472	0.06391962013261285	-0.13200569462276768	0.026630085359773303	0.0383323069980308	-0.1499552805257266	0.09574502844545017	-0.05376533593086149	0.026449338174073484	-0.002521191513351319	-0.1418123880827886	-0.1375161665150006	-0.21059364405640427	-0.13589871093014838	0.1121744841712414	0.033303827600997385	0.08295832369299376	-0.11481153926516952	0.010395280449351117	-0.02008611032879525	-0.011141441908265754	-0.06009612197357821	0.0882695102266346	-0.1705465560658367	-0.09812718366210932	-0.07717441375059955	-0.06105083787753111	-0.052425952939393596	-0.03195517552308335	-0.029276409540147576	-0.08575758779972942	-0.054191713907384136	-0.06099985790207731	0.014005589620124421	-0.009320066421598348	-0.047619931617067644	-0.12903031787355526	-0.04990476142604228	-0.026773756199688546	-0.05388119951143829	-0.09732540768451782	-0.08266634746994021	-0.049061274559443126	-0.007239156514438897	-0.067905327304455	0.03601966992971774	0.05992927841754762	-0.0476616425060753	-0.007206714711877391	0.055331811540259915	0.15364437693129213	-0.11345825264403242	-0.030736290655415343	-0.12046104745409462	-0.015975270489930138	-0.124075991168091	-0.0837879069299237	0.05964193673771714	0.14105695753742784	0.04352299540787175	-0.030133800036415945	0.0006951814834608416	0.09203275932376928
