	NtrC	LiuR	PhrR	NagQ	TyrR	MetJ	GguR	AmtR	DasR	SdaR	HcpR	HisR	QorR	NorR	VanR	CsoR	NifA	HypR	LiuQ	GlcC	PdxR	SahR_SamR	PdhR	PsrA	IscR	KdgR	NagC	SiaR	Phr	AraR	NsrR	Zur	FnrN_FixK	PhnR	CcpA	PaaR	HutC	CadR-PbrR	NrtR	ArgR	CzrA	XylR	NiaR	PrpR	CueR	FruR	TrpR	PurR	LexA	NadQ	LldR	MerR	SoxR	NrdR	Rex	ZntR	GntR	LtbR	NagR	RbkR	RutR	FabR	NikR	BirA	HrcA	ModE	MntR	RbsR	PhsR	HexR	ThiR	FixJ	NmlR	AgaR	GulR	FUR	MetR	TtrR	CblR	FadP	Irr	NnrR	AcnR	FadR	BioQ	ExuR_UxuR	NarP	PhnF
Si	-0.07540322580645162	0.03064516129032258	-0.06733870967741935	-0.1310483870967742	-0.05967741935483871	-0.18266129032258063	-0.2306451612903226	-0.42379032258064514	-0.06129032258064516	0.18830645161290321	0.16491935483870968	-0.12620967741935485	-0.18024193548387096	-0.2709677419354839	0.16491935483870968	-0.03467741935483871	-0.1786290322580645	-0.016129032258064516	0.2560483870967742	0.03588709677419355	0.01975806451612903	0.2213709677419355	0.07016129032258064	0.07056451612903226	0.1967741935483871	0.21088709677419354	0.08991935483870968	0.26411290322580644	0.08306451612903226	0.19032258064516128	0.40080645161290324	0.3471774193548387	0.3258064516129032	0.4661290322580645	0.1032258064516129	-0.020967741935483872	0.05967741935483871	0.2725806451612903	0.4205645161290323	0.004032258064516129	0.08669354838709678	0.15685483870967742	0.020967741935483872	-0.06088709677419355	0.527016129032258	0.06895161290322581	-0.018951612903225806	0.06935483870967742	0.0036290322580645163	-0.12379032258064517	0.06532258064516129	-0.027822580645161292	-0.06733870967741935	0.10483870967741936	0.1939516129032258	0.02338709677419355	0.24475806451612903	0.43185483870967745	0.1681451612903226	0.05846774193548387	0.31411290322580643	-0.0020161290322580645	0.1407258064516129	0.23790322580645162	0.14153225806451614	0.13306451612903225	-0.08588709677419355	0.10040322580645161	-0.01532258064516129	0.12096774193548387	0.1693548387096774	-0.18306451612903227	0.29838709677419356	0.22862903225806452	0.2564516129032258	0.37661290322580643	0.0375	-0.05443548387096774	-0.07258064516129033	-0.11008064516129032	-0.12137096774193548	0.008064516129032258	0.5459677419354839	0.5536290322580645	0.4504032258064516	0.2403225806451613	0.5435483870967742	0.4173387096774194
Residence.time	-0.15815862841338102	0.28633144031537344	0.07718746458452089	0.05656630370287192	0.08049820142331773	0.1420779066249392	-0.2850071455798547	-0.114929864546805	-0.012107837581885628	0.22295447797269083	0.16383417727988991	0.1331862134007419	0.038026177405609554	0.023931897720445815	0.1036733592948957	0.020148198476106553	-0.14037524196498652	-0.34299233649935384	-0.05164749468523089	-0.14690212316147172	-0.06697147662480489	-0.08418730818654852	-0.16478010209097474	-0.06375533226711651	0.12722688709090757	0.10641654124704165	0.06962006609584237	0.05817437588171611	0.020431975919431997	-0.027715596964785073	-0.0048242165365325555	0.16042884795998458	0.17140157576856843	0.09260603900520337	0.11682171416897462	0.15040204496248555	0.08144412623440254	0.31953340118445045	0.15919914570557434	0.11757845401784248	-0.05930948565501788	-0.037080252594524736	0.09402492622183059	-0.09714647809841047	0.20384679678877757	-0.06914710369029996	0.20148198476106555	0.30468238165041883	0.18606341034038307	0.22144099827495514	0.13034843896748746	-0.03149929620912433	0.2093331606930695	0.29125024933301447	0.19845502536559415	0.03887750973558589	0.37742399962284107	0.2611698403405174	0.18256348853936924	0.2129276749751918	0.347154405668127	0.07075517586914415	0.09175470667522703	0.040107211989996144	0.12278104047880896	0.11776763898005943	0.2606968779349749	0.26523731702818204	0.24650800576870271	0.3687214913608608	0.3242630252398745	-0.43985503715443885	-0.03386410823683637	0.18398237575599646	0.14973989759472617	-0.01986442103278111	0.007094436083136111	-0.13176732618411469	0.16478010209097474	-0.0975248480228444	-0.11057861041581485	-0.01286457743075348	0.3506543274691408	0.3941668687790423	0.14292923895491552	0.24726474561757059	0.14519945850151905	0.038026177405609554
Depth.Max.O2	-0.16369768551346467	0.18932421731487006	-0.1832461296440239	-0.1456276951406788	-0.03203316475175676	0.2372096918027526	-0.24665536858852702	-0.10045271920871414	-0.04328584057480977	0.05437424375811019	0.06176651254697713	0.0396718425002526	-0.10267039984537422	-0.023162442205116426	0.16353341287371206	0.09848144753168295	-0.08714663538875364	-0.0018069990372785864	-0.07811164020236071	-0.2102689788833264	-0.12632565996974846	-0.0779473675626081	0.05807037815254366	-0.1454634225009262	0.10956985071498337	-0.06932305397559667	-0.06234146678611123	0.1963879408242318	-0.24534118747050623	-0.15876950632088668	-0.19039198947326197	0.046571293369861745	0.2372096918027526	-0.011334812142929314	-0.0073101324689906445	0.06357351158425571	-0.04377865849406757	0.28682002900803744	-0.049281791925779625	0.07351200628928795	0.05002101880466632	-0.11564793838582953	0.20755848032740853	0.22661410653870998	0.044107203773572766	0.02505157756227131	0.08098641139803119	0.19129548899190124	-0.1339643377182443	0.006735178229856549	-0.009692085745403327	-0.13511424619651247	-0.18965276259437527	-0.06028805878920374	-0.01043131262429002	0.13922106219032745	0.12041184493865488	0.13905678955057485	0.20180893793606758	-0.11096616815288046	0.01963058045043555	-0.13626415467478067	0.10727003375844699	0.020287671009445948	0.07811164020236071	-0.016755809254765074	-0.008049359347877339	0.0653805106215343	-0.02488730492251871	0.2105975241628316	-0.04369652217419127	-0.30144029394601873	-0.1462026493798129	0.08271127411543347	0.023244578524992725	0.022258942686477132	-0.15975514215940229	-0.0392611609008711	-0.08796799858751664	-0.2101047062435738	-0.15252714601028794	-0.34842226891526196	0.45495307579482225	0.3566359009028919	0.17700376933342515	0.2239857443026684	0.040739614658644493	0.06644828277992619
Lyapunov	0.3610947181831054	-0.4880502098786065	-0.3839883314396712	-0.21957056350615345	-0.19355509389641962	-0.2580734585285595	0.3121856353168058	0.16233653036473905	0.07804640882920146	-0.06555898341652923	-0.07908702761359081	-0.2383017016251618	-0.22373303864371086	-0.28617016570707204	-0.3267542982982568	-0.39647575685234343	-0.36733843088944157	0.12071177898916492	0.06659960220091858	-0.01456866298145094	-0.12903672926427975	0.19667695024958767	0.11758992263599687	-0.06451836463213988	-0.33716048614215033	-0.2143674695842067	-0.12279301655794363	-0.16649900550229646	-0.06347774584775052	-0.02913732596290188	-0.10510249722332464	-0.1259148729111117	0.04994970165068893	-0.08741197788870564	-0.15297096130523485	-0.14152415467695198	-0.05619341435702505	-0.4609941214844833	-0.26119531488172754	-0.24870788946905534	-0.27264212151001044	-0.10406187843893529	-0.39959761320551146	-0.2892920220602401	-0.0374622762380167	-0.0728433149072547	-0.601477657377046	-0.45579102756253653	-0.15297096130523485	-0.33716048614215033	-0.3194699668075313	-0.1675396242866858	-0.14672724859889874	-0.35381038669237996	-0.08012764639798017	-0.2383017016251618	-0.3205105855919207	-0.14256477346134133	-0.05411217678824635	-0.06972145855408664	0.11446806628282881	0.24142355797832984	-0.11758992263599687	-0.23205798891882568	-0.14464601103012004	-0.40896318226501566	-0.40792256348062633	-0.4339380330903601	-0.3225918231606994	-0.41312565740257307	-0.35589162426115867	0.3829477126552818	0.34652605520165447	-0.3028200662573017	-0.046827845297520876	-0.11967116020477557	-0.05827465192580376	0.2143674695842067	-0.04786846408191023	0.23934232040955114	0.07388393369164405	0.0374622762380167	-0.26327655245050624	-0.1893926187588622	0.05619341435702505	0.1831489060525261	0.039543513806795404	0.023934232040955114
Okubo.Weiss	-0.22042034134361208	-0.38328648244750324	-0.2583816223527897	-0.25562636808599454	-0.17082576454129936	-0.01867450114161158	0.03796128100917764	-0.005510508533590302	-0.051737552343153394	-0.15398809957755122	-0.1043935227752385	-0.17266260071916278	-0.14327322187334784	-0.13408904098403068	-0.3333857662822133	0.10102598978248888	-0.11939435156112321	-0.17541785498595794	-0.3021595512585349	0.2253185711512479	-0.27981137776119647	-0.21552211153597625	0.09000497271530826	-0.18307133906038892	0.007041205348476497	-0.2755254266795151	-0.3532848248757338	-0.19164324122375162	-0.4013487048631603	-0.1328644835321217	-0.2121545785432266	-0.1555187963924374	-0.1861327326901613	-0.03520602674238248	-0.2308290796848382	-0.16592753473366353	-0.20664407000963633	-0.2308290796848382	-0.2620552947085166	-0.19041868377184265	-0.17847924861573033	0.007653484074430975	-0.277974541583333	-0.04592090444658585	-0.06765679921796981	0.09612775997485304	-0.6015638482502746	-0.5623780097891881	-0.5437035086475764	-0.4959457680231272	-0.32358930666694163	-0.2645044096123345	-0.42798282944218013	-0.15582493575541465	-0.42124776345668086	-0.032450772475587336	-0.44635119122081446	-0.18827570823100198	-0.3355287418230539	-0.3523664067868021	-0.4181863698269085	-0.16133544428900495	-0.12980308990234934	-0.18705115077909304	-0.21552211153597625	-0.4004302867742286	-0.5283965404987145	-0.2758315660424923	-0.010408738341226126	-0.424003017723476	-0.33644715991198565	0.40563465594484166	0.1901125444088654	-0.23756414567033746	0.028164821393905987	0.0	0.000918418088931717	0.05602350342483474	-0.053268249158039585	0.36614267812077783	-0.04990071616528995	0.049288437439335475	0.12429258136875904	-0.057248060876743695	-0.059391036417584364	-0.06949363539583325	-0.31838493749632857	0.13225220480616726
Alkalinity.total	-0.08639186900056466	-0.08413325804630152	0.03670242800677583	-0.24675324675324675	-0.20496894409937888	-0.25352907961603616	0.20383963862224733	-0.15753811405985318	-0.13721061547148503	0.031055900621118012	-0.006211180124223602	-0.05815923207227555	-0.16205533596837945	-0.05251270468661773	0.12365894974590627	0.12140033879164314	0.06493506493506493	-0.1293054771315641	-0.09203839638622248	-0.14059853190287974	0.04799548277809147	-0.13608130999435347	-0.11462450592885376	-0.2546583850931677	-0.10107284020327499	0.007340485601355167	-0.1101072840203275	-0.23997741389045738	-0.0016939582156973462	-0.17786561264822134	-0.06719367588932806	-0.28289102202145683	-0.2106154714850367	-0.25691699604743085	-0.032185206098249576	-0.36307171089779783	-0.3608130999435347	-0.22868435911914173	-0.22190852625635235	-0.09768492377188029	-0.0016939582156973462	-0.07509881422924901	0.17221908526256352	-0.033314511575381144	-0.15753811405985318	-0.003952569169960474	0.19706380575945792	-0.009599096555618294	0.08300395256916997	0.18351214003387917	0.4409937888198758	0.2365894974590627	0.07622811970638058	0.10446075663466968	0.1293054771315641	-0.4647092038396386	0.011857707509881422	-0.13946922642574816	-0.2930547713156409	-0.19254658385093168	-0.29983060417843027	-0.14963297571993225	-0.15866741953698477	-0.3020892151326934	-0.19367588932806323	-0.054771315640880856	-0.07848673066064371	-0.08300395256916997	0.0016939582156973462	-0.19706380575945792	-0.3178994918125353	0.1880293619424054	-0.36307171089779783	0.14850367024280067	0.1293054771315641	-0.33145115753811405	-0.04009034443817053	0.3935629587803501	0.2264257481648786	0.25917560700169395	0.2456239412761152	0.14850367024280067	-0.3145115753811406	-0.30095990965556185	-0.012987012987012988	-0.4398644833427442	-0.23207227555053642	-0.22868435911914173
NO2	-0.14883203559510566	-0.6048943270300333	-0.43982202447163515	-0.364182424916574	-0.3370411568409344	-0.40333704115684094	-0.2307007786429366	-0.08075639599555061	-0.1457174638487208	-0.42558398220244714	-0.4024471635150167	-0.25294771968854285	-0.19421579532814237	-0.036262513904338156	0.09454949944382647	-0.21245828698553948	-0.25917686318131256	0.45094549499443826	0.21601779755283648	0.17730812013348166	0.36551724137931035	0.1399332591768632	0.04338153503893215	0.22580645161290322	0.04338153503893215	0.13014460511679643	0.1167964404894327	0.18843159065628476	0.14883203559510566	0.20934371523915463	0.16129032258064516	-0.14794215795328142	-0.1995550611790879	-0.22046718576195773	-0.06117908787541713	-0.13904338153503892	0.026473859844271412	-0.05494994438264739	0.13904338153503892	0.24226918798665184	0.37219132369299224	0.28008898776418245	0.0914349276974416	0.22224694104560622	0.001557285873192436	-0.14660734149054505	-0.19377085650723025	-0.18887652947719688	-0.06918798665183537	-0.1510567296996663	0.04516129032258064	0.00778642936596218	-0.027363737486095663	-0.09588431590656285	-0.04160177975528365	-0.3374860956618465	-0.22491657397107898	-0.1657397107897664	-0.12302558398220245	-0.28231368186874306	-0.18220244716351502	-0.054505005561735265	-0.15595105672969967	0.03270300333704116	-0.0625139043381535	-0.21557285873192436	-0.2253615127919911	-0.4638487208008899	-0.339265850945495	-0.43314794215795327	-0.23292547274749723	0.27074527252502784	0.21201334816462736	0.4206896551724138	0.13770856507230256	0.32903225806451614	0.26585094549499444	0.36329254727474974	0.2525027808676307	0.13192436040044495	0.17063403781979977	0.00778642936596218	0.19733036707452725	-0.09232480533926585	0.4834260289210234	-0.10878754171301445	-0.02246941045606229	0.006006674082313682
CO3	-0.11428571428571428	-0.42255639097744363	-0.4345864661654135	-0.3593984962406015	-0.38646616541353385	-0.10977443609022557	-0.10827067669172932	0.04962406015037594	-0.06466165413533835	-0.4992481203007519	-0.18195488721804512	0.03308270676691729	-0.031578947368421054	0.2	0.055639097744360905	0.1368421052631579	0.08421052631578947	0.39849624060150374	0.2	0.3383458646616541	0.28721804511278193	0.19699248120300752	-0.11578947368421053	0.06616541353383458	0.2781954887218045	0.36541353383458647	0.08571428571428572	-0.04360902255639098	0.081203007518797	0.004511278195488722	0.12180451127819548	-0.08270676691729323	-0.13082706766917293	0.04661654135338346	-0.14887218045112782	-0.021052631578947368	-0.09924812030075188	-0.06917293233082707	0.006015037593984963	0.1849624060150376	0.17293233082706766	0.18796992481203006	0.06315789473684211	-0.022556390977443608	-0.3067669172932331	-0.3263157894736842	-0.07969924812030076	-0.019548872180451128	0.18045112781954886	0.006015037593984963	0.15037593984962405	0.07067669172932331	-0.11278195488721804	0.02556390977443609	-0.004511278195488722	-0.43759398496240604	-0.5864661654135338	-0.524812030075188	-0.5037593984962406	-0.6120300751879699	-0.5263157894736842	-0.17293233082706766	-0.06917293233082707	-0.15037593984962405	-0.21804511278195488	-0.015037593984962405	-0.4075187969924812	-0.47518796992481205	-0.05112781954887218	-0.3699248120300752	-0.0887218045112782	0.2706766917293233	0.02857142857142857	0.29473684210526313	0.18195488721804512	0.2	0.23007518796992482	0.5533834586466165	0.058646616541353384	-0.0030075187969924814	0.06917293233082707	-0.10225563909774436	-0.3097744360902256	-0.3443609022556391	0.17293233082706766	0.0	-0.3142857142857143	-0.3969924812030075
Oxygen	0.6170488615185156	0.6964589579450612	0.6711773762255895	0.4423466493801151	0.5930637711692731	0.2282635118709991	0.20006482456851146	0.44510169354185236	0.35094400777894824	0.18872052507900494	0.1399400372741269	0.08548739972449558	-0.0822461712989223	-0.341868568187343	-0.12276152661858844	-0.1128757799205899	-0.23831131999027633	0.36082975447694676	0.40944818086054613	0.1449639413337655	0.37006725548983066	0.28352645652702374	0.22226723928368852	0.21481241390486994	0.3212867676849526	0.33927558544688435	0.35726440320881614	0.19179969208329958	0.2869297463738757	0.18353455959808768	0.2614861032331254	0.10639332306944332	0.2447937768414229	0.16360100478081194	0.026172919536504337	0.14642249412527347	0.13977797585284824	0.17721416416821975	0.06928125759662912	0.046268535775058746	0.1439915728060935	0.10931042865245928	0.12227534235475244	-0.028603840855684303	0.24787294384571754	0.26975123571833726	0.30183939713151287	0.52548415849607	0.45758042298030954	0.5050644194149583	0.3444615509278016	0.31269751235718335	0.2182157037517219	0.28903654485049834	0.19812008751316748	0.09504902357993679	0.3195040920508873	0.22129487075601653	0.4376468681630338	0.4553115630824082	0.5355319666153472	0.4473705534397537	0.42030629608621667	0.46065958998460416	0.3953488372093023	0.37784620371120653	0.4783242849039786	0.2031439915728061	0.34413742808524433	0.3606676930556681	0.37022931691110933	-0.22016044080706587	-0.09407665505226481	-0.3754152823920266	-0.27023741998217327	-0.11903411392917916	-0.18823434081516896	-0.2768819382545985	-0.3932420387326797	-0.46811441536342274	-0.1725143829511385	-0.3015152742889555	-0.3739567296005186	-0.39243173162628636	-0.18385868244064502	-0.23669070577748966	-0.07641196013289037	-0.1660319260999919
PAR.PC	0.32850555745330245	0.3337739392634456	0.3137979915666527	0.40357999824784263	0.3803113119197103	0.4411172186451128	0.08133064419408523	0.3170907301979922	0.222918405341683	-0.15706363271489335	0.04554955106686285	0.049281321515714266	-0.1261118895803022	-0.02096376928619471	0.04401293970557109	-0.0554277669608813	0.004939107947009224	0.5941198070480207	0.2158938962614921	0.2518945052974705	0.43299513002114204	0.3478229574238274	0.43980012319257694	0.2936025279611039	0.27099238935923947	0.32126153246435557	0.5111427935382657	0.4733860572322397	0.26067514164770905	0.3541889187777504	0.2819681847970377	0.197454559925991	0.32126153246435557	0.312261380205361	0.3190663733767959	0.3724087392044955	0.34650586197129163	0.3010660688588067	0.0745256510226503	0.09296498735815141	0.305675902942682	0.17352732587159075	0.19701552810847908	-0.1559660531711135	-0.03369569199404071	-0.027110214731361743	0.00910991021337257	0.39611645735013984	0.4275072323022429	0.4955571640165922	0.4419952822801366	0.229284366695606	-0.1261118895803022	0.09889191689456248	0.006036687490789052	0.04664713061064268	0.06333033967609605	0.06640356239867957	0.14564880545958314	0.35704262559157796	0.3640671346717688	0.45362962544420277	0.6849993932729904	0.4668005799695607	0.509167150359462	0.19547891674718731	0.18099086676929357	0.11996544413513517	0.3522132755989467	0.30348074385512236	0.37614050965334694	-0.3100662211178013	-0.1535513781747979	-0.14191703501073172	-0.14740493272963087	0.1478439645471428	0.03918358971293985	-0.21369873717393245	-0.49994748219171153	-0.35638407786531007	-0.43672690046999346	-0.2687972302716798	-0.2720899689030193	-0.5313382571438146	-0.20557664854996172	-0.09164789190561562	-0.17989328722551376	-0.2751631916256028
HCO3	-0.0034782608695652175	0.2008695652173913	0.4182608695652174	-0.13652173913043478	0.06	0.2791304347826087	0.3165217391304348	0.4121739130434783	0.34782608695652173	0.4260869565217391	0.17217391304347826	0.5704347826086956	0.38782608695652177	-0.37130434782608696	-0.31043478260869567	0.15130434782608695	-0.09913043478260869	0.17130434782608694	0.15217391304347827	-0.4852173913043478	-0.4043478260869565	-0.35304347826086957	-0.26260869565217393	-0.19391304347826088	-0.2008695652173913	-0.17217391304347826	-0.14608695652173914	-0.17217391304347826	-0.10695652173913044	-0.17391304347826086	-0.1956521739130435	-0.2617391304347826	0.009565217391304347	-0.21304347826086956	0.05565217391304348	0.20869565217391303	0.07130434782608695	-0.1191304347826087	-0.4026086956521739	-0.1617391304347826	-0.18608695652173912	-0.36782608695652175	-0.25130434782608696	-0.09565217391304348	-0.15130434782608695	-0.034782608695652174	-0.01217391304347826	0.07043478260869565	-0.37478260869565216	-0.09739130434782609	-0.15478260869565216	-0.06608695652173913	0.23391304347826086	0.03130434782608696	0.009565217391304347	-0.020869565217391306	-0.028695652173913042	0.08869565217391304	0.20347826086956522	0.18782608695652173	-0.04695652173913043	0.2165217391304348	0.10869565217391304	0.0782608695652174	0.271304347826087	0.20695652173913043	0.26521739130434785	0.17043478260869566	0.15391304347826087	0.00608695652173913	0.09478260869565218	-0.09391304347826086	-0.29043478260869565	-0.21565217391304348	-0.15130434782608695	-0.45217391304347826	-0.3808695652173913	-0.1956521739130435	0.16956521739130434	0.07391304347826087	-0.009565217391304347	-0.22782608695652173	-0.34608695652173915	-0.2165217391304348	0.09043478260869565	-0.042608695652173914	0.1973913043478261	0.21304347826086956
Longitude	0.10169354185236204	0.48739972449558383	0.18094157685762904	0.3368446641277044	0.13151284336763633	0.39567296005185965	0.0679847662263998	0.09488696215865813	0.1623045134105826	0.2874159306377117	0.3587229560003241	0.03605866623450288	-0.03216919212381492	-0.0290900251195203	0.27234421845879586	-0.027793533749290982	0.23490803014342435	-0.10606920022688598	0.007859978932015234	-0.14010209869540555	-0.0158009885746698	0.1449639413337655	0.25500364638197875	0.18483105096831698	0.020824892634308402	0.2227534235475245	0.2720200956162386	0.2917915890122356	0.15971153067012397	0.07414310023498906	0.10590713880560733	0.30005672149744755	0.12178915809091646	0.22599465197309782	0.25322097074791344	0.17332469005753182	0.17348675147881046	0.048699457094238716	0.11206547281419658	-0.17575561137671178	0.027793533749290982	-0.2131917996920833	0.14107446722307754	-0.2274532047646058	-0.05048213272830403	-0.18272425249169436	0.2332874159306377	0.3859492747751398	0.24025605704562028	0.2663479458714853	-0.048699457094238716	0.011263268778867191	0.02390405963860303	0.14804310833806011	0.1796450854873997	0.1357264403208816	0.14415363422737218	0.07284660886475974	0.10444858601409934	0.11887205250790049	0.2741268940928612	0.07398103881371039	0.3060529940847581	0.11465845555465522	0.03216919212381492	0.08192204845636496	0.30394619560813546	0.14577424844015882	0.10266591038003403	0.2669961915565999	0.23409772303703102	-0.13491613321448828	0.22793938902844177	0.020176646949193744	0.043999675877157446	0.07268454744348107	0.10493477027793534	0.07981524997974232	-0.06652621343489182	-0.16084596061907463	-0.21108500121546067	0.005104934770277935	-0.12178915809091646	-0.03216919212381492	-0.20233368446641278	-0.0158009885746698	0.05129243983469735	-0.09585933068633012
Latitude	0.5159225346406288	0.5224049914917753	0.4394295437970991	0.35775058747265215	0.3739567296005186	0.23507009156470302	0.2943845717526943	0.5502795559517057	0.3084839154039381	0.046916781460173404	0.12308564946114578	0.1073656915971153	0.23490803014342435	-0.08143586419252896	0.005591119034113929	0.041406693136698806	0.039624017502633495	-0.03622072765578154	0.07916700429462767	0.06506766064338385	0.15873916214245198	0.010615023093752533	0.07819463576695568	0.19520298193015154	0.06685033627744916	0.09115954946924884	-0.027469410906733653	-0.1298922291548497	0.023417875374767038	0.002349890608540637	-0.027307349485454987	-0.02276962968965238	-0.11708937687383518	0.0013775220808686492	-0.12454420225265375	0.0158009885746698	-0.20119925451746212	-0.1550117494530427	-0.22842557329227778	-0.18077951543635037	-0.08532533830321692	-0.05939551089863058	-0.03265537638765092	0.03281743780892958	-0.12422007941009643	0.07706020581800502	0.27283040272263187	0.2572725062798801	0.1550117494530427	0.19974070172595412	0.059881695162466574	0.012397698727817843	0.19909245604083947	0.16181832914674663	-0.006077303297949923	0.17170407584474515	0.016611295681063124	-0.043837614455878776	0.2947086945952516	0.10072117332469006	0.13734705453366827	0.059233449477351915	0.12259946519730978	0.06296086216676121	0.08500121546065958	0.15614617940199335	0.3284174702212138	0.290657159063285	0.1366988088485536	0.21108500121546067	0.0890527509926262	0.005591119034113929	-0.029738270804634957	-0.4384571752694271	-0.4783242849039786	-0.3606676930556681	-0.2749372011992545	-0.24803500526699618	-0.21675715096021392	-0.13637468600599628	-0.06490559922210518	-0.06409529211571185	-0.5212705615428247	-0.4919374442913864	-0.4647111255165708	-0.2874159306377117	-0.22469816060286849	-0.2063852199983794
Iron.5m	0.5314785697576251	0.5823466911494785	0.4744446154697896	0.3441508308520601	0.28800929974653783	0.23048856917744054	0.29733917847072144	0.3124292431898358	0.3559957203627628	0.17962044778558725	0.18878806774935028	0.06977126698085141	0.1027909247264404	-0.19235776047860315	-0.03301965774558898	-0.009654396245024788	-0.09248749343973327	-0.03561579791231834	0.23486955570879633	-0.03748177365715506	0.06644496239222943	0.0878631187677466	0.14911580082651732	0.15187419975366725	-0.013061830213857067	0.1577966445090186	0.014927805958693792	-0.029206576875705242	0.10238527782538893	0.07553145297578218	0.054843461022157626	0.07764081686124977	0.02636704856834501	0.15917584397259357	-0.11414903795588133	-0.0013791994635749699	-0.20631201387477344	-0.16801894641551543	-0.13921801644086165	-0.28435847763707467	-0.16063617281637885	-0.10230414844517864	-0.1546325986808172	-0.2308130866982817	0.13297105416466914	-0.0043809865313557865	0.19211437233797227	0.26861937787627793	0.16672087633215077	0.1905729141139767	-0.015008935338904083	0.03780629117799623	0.20079521602047354	0.15211758789429813	0.035534668532108044	0.08981022389279363	0.19722552329122067	0.10976805142452553	0.3566447554044451	0.1917087254369208	0.3573749198263378	0.15187419975366725	0.17540172001465204	0.017118299224371684	0.16404360678521113	0.1684245933165669	0.2667534021314412	0.20590636697372197	0.1324031485031971	0.23551859075047868	0.1251015042842708	-0.003975339630304325	0.1027909247264404	-0.41148821642660277	-0.3834174508738416	-0.3451243834145836	-0.2351940732296375	-0.29717691971030086	-0.2764889277566763	-0.1778356014209608	-0.2425768468287741	-0.007058256078295434	-0.4419117340054624	-0.2403863535630962	-0.2975825666113523	-0.13921801644086165	0.07788420500188065	-0.039023231881150616
ChlorophyllA	-0.007331378299120235	-0.1092375366568915	0.08027859237536657	0.053885630498533725	0.08247800586510264	0.05205278592375367	0.2903225806451613	0.38599706744868034	0.35080645161290325	-0.13196480938416422	0.3057184750733138	0.011363636363636364	0.49816715542521994	-0.06414956011730205	0.22580645161290322	0.06304985337243402	0.2653958944281525	-0.24230205278592376	0.1217008797653959	0.03262463343108504	-0.09200879765395895	-0.0656158357771261	0.006231671554252199	-0.04618768328445748	-0.2668621700879765	-0.07368035190615836	0.027126099706744868	-0.10997067448680352	-0.17302052785923755	-0.20527859237536658	-0.07991202346041056	-0.11436950146627566	-0.0007331378299120235	-0.04582111436950147	0.156158357771261	-0.01063049853372434	-0.036656891495601175	-0.17558651026392963	-0.17888563049853373	-0.2635630498533724	-0.2719941348973607	-0.25513196480938416	0.024193548387096774	-0.039589442815249266	-0.3500733137829912	-0.19244868035190615	-0.07258064516129033	-0.1466275659824047	-0.13599706744868034	-0.15102639296187684	-0.02749266862170088	0.022727272727272728	-0.1466275659824047	0.03812316715542522	0.16678885630498533	0.15139296187683285	-0.29765395894428154	-0.28115835777126097	-0.11766862170087977	-0.15175953079178886	-0.16165689149560117	-0.07368035190615836	0.12426686217008798	0.024560117302052785	0.06744868035190615	0.04435483870967742	-0.06451612903225806	0.18291788856304986	-0.08211143695014662	-0.08614369501466276	-0.03262463343108504	0.017961876832844576	0.02309384164222874	-0.04838709677419355	-0.14809384164222875	-0.13526392961876832	-0.08247800586510264	0.04032258064516129	-0.008064516129032258	0.19574780058651026	-0.03775659824046921	0.1381964809384164	-0.4215542521994135	-0.2635630498533724	-0.25843108504398826	-0.018328445747800588	-0.1187683284457478	-0.22983870967741934
Gradient.Surface.temp(SST)	0.3879010147671183	0.10577452056740419	0.05499541797265382	0.16498625391796146	-0.04307974407857883	-0.20513290903799875	0.19981668530064223	0.20073327560018644	-0.13217232119427802	-0.003299725078359229	-0.24087993072022373	-0.049862512295206135	0.014115490612981148	0.07791017546125958	0.16443629973823493	-0.17855179035121607	-0.20531622709790762	0.19706691440200952	0.23336389026396107	-0.17818515423139838	0.2032997284389103	0.021631531069243835	-0.008432630755806919	0.23299725414414335	-0.10650779280703956	-0.038496792580857676	-0.026031164507056143	-0.07296058784372074	0.18368469602866377	-0.020714940769699607	-0.08322639919861612	-0.18753437528674954	-0.2328139360842345	-0.2876260359969795	-0.19596700604255646	-0.16241980107923762	-0.17378552079358608	-0.09422548279314688	-0.10375802190840688	-0.0056828598571742285	0.028414299285871143	-0.11237397072412264	0.22309807890906566	0.1567369412220634	-0.11604033192229957	-0.05976168753028382	0.3083409767666791	0.23556370698286722	0.14738772016671225	0.06306141260864305	-0.0537121915532919	0.0652612293275492	0.34793767770698986	0.02053162270979076	-0.00934922105535115	-0.02621448256696499	0.023098075548514604	-0.06544454738745804	0.16241980107923762	-0.05884509723073959	0.04197983571912575	0.01173235583416615	-0.16461961779814377	-0.1380384991113611	-0.21228231337444375	0.025481210327329605	0.08652612427697534	0.11090742624485188	-0.333455550974191	-0.007516040456262689	-0.18918423782592914	0.08744271457651957	0.10357470384849803	-0.10595783862731303	-0.2821264941997141	-0.2744271356835426	-0.24637947251748912	0.09917507041068573	0.026397800626873833	-0.16975252347559147	0.2144821300933499	-0.22474794144824528	-0.24381301967876529	-0.1400549977703584	0.09642529951205303	0.012465628073801534	0.06856095440590843	-0.09165902995442304
