	GguR	NrdR	VanR	CblR	LldR	NagR	Irr	SiaR	IscR	KdgR	NagC	MetR	FUR	SahR_SamR	AgaR	GulR	BirA	NadQ	CzrA	XylR	AraR	NsrR	RbkR	ArgR	NrtR	Phr	Zur	MntR	ThiR	Rex	CcpA	LiuQ	ExuR_UxuR	PdhR	TtrR	PhrR	HutC	PhnF	ModE	NiaR	NmlR	FruR	BioQ	CueR	MerR	NifA	PaaR	AcnR	FadP	RbsR	SdaR	HrcA	QorR	NnrR	NtrC	LiuR	PurR	FabR	GntR	LexA	AmtR	HcpR	PrpR	LtbR	DasR	RutR	FixJ	GlcC	CadR-PbrR	MetJ	ZntR	NorR	FadR	FnrN_FixK	PhnR	CsoR	PdxR	HypR	HexR	NikR	HisR	PsrA	SoxR	NarP	TyrR	PhsR	NagQ	TrpR
Oxygen	-0.3112696850393701	-0.3084886009888299	-0.43375755356161877	-0.44504783922358543	-0.3091695660135506	-0.533504623695294	-0.4342039003845449	-0.5248752517853873	-0.4287104010254532	-0.38207860281999634	-0.3374954220838674	-0.5107581029115547	-0.4629989928584508	-0.4252483519501923	-0.6169428676066654	-0.5473699871818348	-0.09590734297747665	-0.21262131477751328	-0.2263207288042483	-0.2154081212232192	-0.34995307635964107	-0.30054591649880974	-0.2746234663980956	-0.2252849752792529	-0.22963971800036623	-0.18381477751327596	-0.3488143197216627	-0.29643151437465665	-0.2662001007141549	0.0948887566379784	-0.11907732100347922	-0.07338399560520051	-0.2662344350851492	-0.15943737410730635	-0.2566608679728987	-0.1436721754257462	-0.11861952939022156	-0.17266755173045228	-0.11972395165720565	-0.13261650796557406	0.35051959348104744	0.14898255813953487	0.3489631019959714	0.22238944332539828	0.16636719465299396	0.24038065372642373	0.3208260849661234	0.2702858908624794	0.3176730452298114	0.3302794817798938	0.5443142281633401	0.5256592199230911	0.5222372276139902	0.46998603735579564	0.5290125434902032	0.5338880241713971	0.5538706280900934	0.6790251327595679	0.5431182475737044	0.16413546053836295	0.011936916315693097	-0.1206052005127266	-0.0930518677897821	-0.27995673869254717	-0.2698166544588903	-0.31034837941768906	-0.07005356161875115	-0.018031267167185498	-0.037378685222486725	-0.08624221754257462	0.09249679545870719	-0.049561664530305805	-0.19513367515107125	-0.15607260574986268	0.009813907709210767	0.1077469785753525	0.16725416590368064	0.008646539095403772	0.11023049807727522	0.10903451748763962	0.3661817890496246	0.41819836110602454	0.3251922724775682	0.18153726423731917	0.2779481779893792	0.22078717267899653	0.2085412470243545	0.3784506042849295
Carbon.total	-0.2136094795620189	-0.2738727930375399	-0.3326509277234352	-0.436083438017412	-0.41084122282432145	-0.49554300767737086	-0.4510983043690012	-0.5394052879309853	-0.48270640355056615	-0.536796032645682	-0.4901672428819803	-0.6043862281500235	-0.5754165054064997	-0.5452178700174423	-0.6445268250837523	-0.5555384065477045	-0.30390834997126587	-0.3577358886917419	-0.3744456061326687	-0.36531903686465467	-0.44490714729695335	-0.45258348315862695	-0.44009050863412785	-0.3826286500519793	-0.39931507057071597	-0.3551848757119141	-0.45809320525661124	-0.4583145260174182	-0.46674801185027354	-0.1748666979597027	-0.2084142659136025	-0.04585416710087727	-0.23146657042081348	-0.07203990764267128	-0.12457446718159075	-0.22422705185020628	-0.2710480412219772	-0.3292903466974977	-0.2661673360231286	-0.24930036435741784	0.4059139237810924	0.2858357625822118	0.44947916827678175	0.34517884763121964	0.33814900136032433	0.3533851884727205	0.4571380314468127	0.4705920040116579	0.41699743451308396	0.436083438017412	0.3211305997003773	0.4160422607032854	0.42742280719320214	0.4611101566802432	0.5222820501211823	0.6214104540405182	0.6193661491183274	0.5812465601845993	0.5947296539021822	0.18644526828823615	0.06465478330837528	0.008858654662826664	0.1392282312392317	-0.15712026748131158	-0.028853238132572845	-0.0727912333833055	0.1712440265591253	0.047123849360243615	0.02866686275505118	0.03545791557349687	0.22334759303752594	0.17871069012108703	0.02480539790202417	0.03117128189049856	0.24453614376952026	0.20695820827671446	0.27786821519316063	-0.035026922512978016	0.06089233037465666	0.03656451937753175	0.17670133058218157	0.1769051786513459	0.2602906874006486	0.051148392668602084	0.2201209693141821	0.2269819128991984	0.1063737467204906	0.2900292085764493
ChlorophyllA	-0.2753229782455515	-0.28262731783126227	-0.34229646541313336	-0.2999018689784859	-0.4369960186489745	-0.42342226639051656	-0.43998857839730254	-0.5082388910575043	-0.5001465107380673	-0.4859368395330895	-0.45572694887371784	-0.5840728488799274	-0.5185582345896556	-0.5236356109626521	-0.605497082878166	-0.5364836674821406	-0.23237974585704402	-0.3584463128549437	-0.3348599544385381	-0.2696221519249866	-0.41795336345044704	-0.44743506457105886	-0.4097487621404476	-0.3518452248100901	-0.3749178604696994	-0.3350120762257448	-0.40326987028531736	-0.41894340196718555	-0.39203031463055527	-0.10895161903725353	-0.23504561783284625	-0.07080895124502225	-0.17820693301293547	-0.17541886484740982	-0.0584671360829593	-0.11054515710323821	-0.2736546261858587	-0.32170765434463633	-0.24189857965651748	-0.2039329716493956	0.32816160820186385	0.2740037581564969	0.3444436270325587	0.2903406405825778	0.3214482991664479	0.25653219682584166	0.39256398778567375	0.422888593235398	0.3959131609040109	0.38402521730377775	0.28216845866985196	0.4555723332867209	0.3994568504059894	0.42905825391653435	0.473188535005212	0.6140208905613204	0.6230235078042072	0.5962226414581393	0.5558156034563398	0.0598162817694972	-0.004005042463179042	0.015267042316053608	0.010129814748090453	-0.14086228115359165	-0.02085315384626597	-0.18893525971069153	0.10035299736039092	0.04265893921241637	-0.07633022398068749	-0.05678382122452477	0.09938290924197458	0.12494934469185724	0.09366462632287774	0.00011720859014284867	0.20649161023421608	0.2456417731417178	0.20216736139788205	-0.02015239610519915	0.08019561365561123	0.07600603000795196	0.28454255607019224	0.26955232553085895	0.26429539557296267	0.046629068478531585	0.07572921823123162	0.12966761389505446	0.1395929370603425	0.1829526340138257
Fluorescence	-0.38700020066312907	-0.31952005788672844	-0.3976102491583593	-0.2561439123333586	-0.4099515341695147	-0.47480406416286136	-0.5039304341761341	-0.6154824100863665	-0.5065785522986322	-0.5337188337200314	-0.5016836348398995	-0.6174890040176841	-0.5572970447465659	-0.5592772746700269	-0.666277065223664	-0.6097907137235193	-0.2841834993560929	-0.40815585230105084	-0.3453685029231479	-0.2988565343954656	-0.4310808217995797	-0.4895679085626295	-0.4633972367635167	-0.3908903564890997	-0.403471846905172	-0.35802615602858406	-0.4410200527615665	-0.4307761710421242	-0.41979116776848713	-0.09085622974270022	-0.18557332196930806	0.005996347120302661	-0.28756980969857937	-0.16867985160155746	-0.09914038687812568	-0.18111780464152089	-0.20329872325164874	-0.2918876483186703	-0.22813654798689365	-0.18549130061153157	0.33425753827863985	0.3253435742888592	0.44787469480431596	0.3483622824819898	0.29083308800440116	0.2889026567624473	0.38634988846932977	0.42600135628584995	0.39651467816520186	0.3890507346075413	0.4277589568096319	0.5897628557550243	0.5036814407685983	0.47937968419310695	0.561732056734909	0.5878880818629902	0.601140389812306	0.6603305167848685	0.6719277509076229	0.005351893594915956	-0.037143957735924646	0.04833108506979659	0.037237696430526344	-0.1657622347320795	-0.04759582218401448	-0.18631737285770908	0.1120499627253039	0.12925394251892264	0.006763832682354101	-0.0025631674305153047	0.1442990030024959	0.04483638936167686	0.18099477260485614	0.10492582193557451	0.2551830907136911	0.2743555830939456	0.3617405518021765	-0.005360681597534866	0.03453977962652109	0.09789834917465312	0.23881982983728142	0.25621128702010354	0.2852146249967116	0.08221176449989946	0.058718504165347754	0.11008730880708076	0.2411750145391492	0.24777773384015664
PAR.PC	-0.13793103448275862	0.03842364532019704	0.2019704433497537	-0.1566502463054187	0.10049261083743842	-0.06305418719211822	0.11379310344827587	0.10098522167487685	-0.11182266009852217	0.06354679802955665	0.06403940886699508	-0.011822660098522168	-0.033497536945812804	-0.09408866995073892	0.10985221674876847	-0.16995073891625614	0.06403940886699508	-0.08275862068965517	-0.013793103448275862	-0.18275862068965518	-0.26699507389162563	-0.021182266009852218	-0.027093596059113302	-0.10197044334975369	-0.015270935960591134	-0.06403940886699508	-0.15615763546798028	-0.07389162561576355	0.0004926108374384236	0.060098522167487685	-0.15862068965517243	-0.16748768472906403	-0.21970443349753693	-0.13004926108374384	-0.19704433497536947	-0.2103448275862069	-0.5118226600985222	-0.12660098522167487	-0.241871921182266	-0.12955665024630542	0.21280788177339902	0.0458128078817734	0.1458128078817734	0.11822660098522167	0.17142857142857143	0.2812807881773399	0.16009852216748768	0.24729064039408866	0.2645320197044335	0.2413793103448276	-0.07093596059113301	-0.1399014778325123	-0.1807881773399015	0.23103448275862068	0.07586206896551724	0.04039408866995074	0.14729064039408868	-0.10344827586206896	-0.0729064039408867	0.4605911330049261	0.02315270935960591	-0.11083743842364532	-0.24729064039408866	0.16896551724137931	-0.06256157635467981	-0.0645320197044335	0.16551724137931034	0.3078817733990148	-0.2019704433497537	0.04482758620689655	-0.32857142857142857	-0.1729064039408867	-0.3054187192118227	-0.12167487684729064	-0.4522167487684729	-0.20591133004926107	-0.1315270935960591	-0.26403940886699506	-0.0561576354679803	-0.011330049261083743	-0.2541871921182266	0.07931034482758621	-0.02857142857142857	-0.2812807881773399	-0.08374384236453201	0.1123152709359606	-0.11527093596059114	-0.25320197044334974
HCO3	-0.16642958748221906	-0.4682131524236787	-0.3401903928219718	-0.10121457489878542	-0.2679724258671627	-0.3345004923952292	-0.2084473137104716	-0.36426304847357477	-0.09224203961046067	-0.12331764963343911	-0.18503118503118504	-0.27760148812780394	-0.252215778531568	-0.25330999015209543	-0.19006455848561113	-0.25768683663420505	-0.1331655542181858	-0.14979757085020243	-0.2839479155268629	-0.07276507276507277	-0.19181529707845496	-0.22989386147280885	-0.27213043002516685	-0.17605864974286026	-0.13010176168070905	-0.1624904256483204	-0.19597330123645912	-0.1719006455848561	-0.15570631360105044	0.26053178684757633	0.18393697341065762	0.22289090710143342	-0.2193894299157457	-0.1136885873727979	0.002079002079002079	-0.15439325965641756	-0.04344020133493818	-0.27125506072874495	-0.1088740562424773	-0.10493489440857862	-0.1403873509136667	0.2677535835430572	0.12069154174417332	0.011708064339643286	-0.0613852719115877	0.040376408797461426	0.24783893204945837	0.09858846700951965	0.11084363715942663	0.24565050880840356	0.39424444687602583	0.30276835539993435	0.36863989495568444	0.35025713973082395	0.3421599737389211	0.2994857205383521	0.3353758616916512	0.35791662107451583	0.46164788270051427	0.12791333843965422	-0.033373454426086004	0.37936316883685306	-0.09399277820330453	-0.14782798993325308	-0.26512747565379147	-0.020024072655651603	-0.16511653353758618	-0.22595469963891016	-0.045628624575992996	-0.008644271802166538	-0.06007221796695481	-0.2279242805558595	0.02702702702702703	0.05153736732684101	0.2327388116861801	0.015866068497647445	0.04168946274209432	0.25878104825473247	-0.10340299813984025	0.05875916402232192	0.18568771200350148	0.23689681584418426	0.30014224751066854	0.013896487580698107	0.0723273881168618	0.26600284495021337	0.018711018711018712	0.28569865411970674
Alkalinity.total	-0.021628185355578092	-0.06140633912358575	-0.11481910330873563	-0.05150290688182105	-0.013596666232307864	-0.010864684924234843	-0.06456835452644805	-0.18830434127125534	-0.07773498666396664	-0.12844106566426639	-0.11584359629926301	-0.13394297246524678	-0.0915340218820577	-0.08589298640335136	-0.1646524660578454	-0.09622645273990534	-0.05150290688182105	-0.16150309871659455	0.0016189518862654946	-0.025283475161286904	-0.09998292703850574	-0.10086829135130719	-0.0761033867160897	-0.03752679880116971	-0.07161332484402524	-0.05749808808564796	-0.017466973085411314	-0.09321621407638044	-0.0936209520479468	0.014241717374491774	-0.08178236637963038	-0.18774782656035158	-0.07931599436539778	0.012243323639882803	0.15478697800091504	0.017947599426646383	0.09804777361195402	-0.0013027503459792653	-0.023386265919569528	-0.031417785042839756	-0.05252739987234843	0.010940573293903537	0.0752812627113455	0.0392722313035497	0.0026181487535699797	0.02090724584372549	0.03838686699074825	0.15590000742272256	-0.030532420730038312	0.1257470285410277	0.10877332985846291	0.11634951876372097	0.15922644762653368	0.04998513948844715	0.020021881530924046	0.08972534907162046	0.07316903642223349	0.2226817727311742	0.18208149495842235	0.001935153426551724	-0.029229670384059048	0.11608390946988055	0.03353001133195177	-0.11832261637510705	-0.19003712571202389	-0.06345532510464053	0.0914075412659432	0.04349668388177372	-0.002365187521340996	-0.13056594001498986	-0.13186869036096913	-0.09701063255981518	0.10535835322337164	0.00675406490051386	0.06066010348851025	0.17148241932802794	0.04654486673013297	0.06576992037953572	0.0453180047538224	0.12335654489646382	0.06865367842694613	-0.034149766350912776	-0.06087512053590489	-0.03163280209023439	0.02715538827978138	0.10631960590584177	0.13343705000078881	0.21072935450835473
Si	-0.11373044034065943	0.10939344358627862	-0.021980526243672218	-0.026908607941589332	-0.11395476775898947	0.08233884478514115	-0.0883351522846299	-0.07087322118160568	-0.13203983057959714	-0.1383815310882607	-0.13826046549741594	-0.13222855047120813	-0.11551793818195595	-0.09141164259315619	-0.0937118888192071	-0.09811653987435412	-0.11389779571623898	-0.08680402863571057	-0.058481801883374776	-0.103090911357006	-0.06747626313260789	-0.11580279839570838	-0.1324172703628191	-0.06307517283013278	-0.1267663558725052	-0.11616955592091464	-0.08215724639887398	-0.12042465536384163	-0.08228899424773448	-0.1154146763544707	-0.19246224266916037	-0.021001319258898223	-0.07802677329946368	-0.01035466876990099	0.06916049914641917	-0.03012752835699184	-0.07268208353893363	-0.011394408550097376	-0.03339986006247293	-0.13330389777812357	0.12867491930464653	0.0019370494535165539	-0.06182534864229398	0.07985343942015116	0.1592226164769232	0.13573945260570688	0.014360515525794598	0.18039841261674477	0.09014757539462977	0.09562401300402032	-0.03844188584589102	0.049743714826518855	-0.06897177925480817	0.042654256256755146	0.04074925357728574	0.13378816014150272	0.10543744736779168	0.08788293669529791	0.047959777737894234	-0.1263782338312675	-0.10926525649009002	-0.03080763211732578	-0.03161592297384831	0.048023871285988534	0.12146795589670993	0.02783084288361284	0.09012265012592642	0.03604906005037057	0.0029696677283691285	-0.008969535980529778	0.16545749440542962	0.1986935598449949	0.041913619700998814	0.08497736251502308	0.07472595557260735	0.260326627843006	0.10161675975083716	-0.06690654270510303	0.05427299222518256	0.052919906209858494	0.03925729820775736	-0.03556123693431953	-0.01745837035035232	-0.13976666387763192	-0.03911130734820924	0.08904018131366717	0.03451793640145124	-0.015542685412867201
Okubo.Weiss	0.08958115248024764	0.009180323226827733	-0.011786993747401006	-0.03951669776885467	-0.043408898423207935	0.030945309868554302	-0.016017491805380583	0.029392702837174593	-0.029901929455264726	-0.02332471572370894	0.0051029492568053295	0.024553269452667656	0.019610566334422156	-0.01620266512104972	0.02552186833462931	0.03916771728932437	-0.029905490480566056	0.0015454849807770503	-0.06228233252025486	0.00674458192071828	-0.10542771507116441	-0.017790882405442725	-0.02015184218022426	-0.0020155403205525586	-0.01247783265585895	-0.005078022079696023	-0.003810297072422682	-0.0012784080831773296	-0.000619618402431352	-0.09771453426848448	-0.07510202360504145	0.1311632449238735	0.06379932929862128	-0.06056235729971266	-0.026194902116580605	-0.055819071598341624	-0.15921344122244682	-0.02634090415393512	-0.08454586270416758	-0.09601948622505158	0.03070672117336522	0.03543932379883227	-0.10811628917366826	-0.002076077750675162	0.047945644657101855	0.07352805042185377	0.09238011836709271	0.07923637397988513	0.044081932205159234	0.1315371525805131	-0.07445035597489814	0.06123539108166396	-0.10841541529897995	-0.002407253103698816	0.021793474844137208	0.09970158638662639	0.04969410808005469	-0.004390744196539408	-0.007752352080994559	0.017737467025922785	0.045132434669051466	0.06412338260104226	-0.16402438640454312	-0.06256009249375857	0.0416248247472418	0.022103284045352882	0.08831342747297431	-0.06945067645183137	-0.026387197482852405	-0.009821307781067061	0.10578025657599603	0.06105733981659748	-0.031308534449289924	0.09779287682511373	-0.051862772488564426	-0.03464165413133444	-0.015878611818628728	0.014557471431835441	-0.049259662993292486	-0.1183079435860736	-0.08329238179809956	-0.07997350621726036	0.022861782434536092	-0.18162297344371406	-0.06155944438408495	-0.14740508132323785	-0.2535414404293668	-0.13649053877466258
NO3	-0.31702448326509686	-0.10530304307835954	-0.08568643479468066	-0.243377060672292	-0.07070152568909263	-0.17897600812986708	-0.04996104922249465	-0.1448683116088525	-0.18009987631278618	-0.11346811571032485	-0.09462629534062807	-0.18137699924792153	-0.1344299601523463	-0.16373567443725198	-0.1668263119402795	-0.22634024071758652	-0.026836609943644025	-0.00842901137189327	-0.08757657673868098	-0.07923270689579673	-0.07209784676484061	-0.15354423341487194	-0.1861023541079223	-0.06533760936152419	-0.08494570349230217	-0.09705282891738523	-0.0954521681720156	-0.07808329625417491	-0.06545680750213682	0.14594109487436618	-0.14961920892755598	-0.07493305968084107	-0.09812561218289892	-0.12952580808142658	-0.11952167842286637	0.08681881713050067	-0.16611963724950463	-0.2771527052301714	-0.1560218519090345	-0.22159785755178396	0.13603062089771592	0.05160428073236879	0.13172245952985936	0.04240899559939432	0.10079054204088134	0.10084162695828675	0.18195596164518288	0.14211824022186106	0.16070463600453075	0.14221189590377098	0.08095256578177899	0.19635339420060866	0.033809701169483	0.12935552502340852	0.1646211463389458	0.25436031791445596	0.16471480202085573	0.19052971361639148	0.24450944300811203	-0.2928613173323361	0.01381847015816442	-0.14283342906553684	-0.0691349215553266	-0.05755567361009949	-0.08194020751828365	0.004350732132361071	0.003209835643640164	0.07908796629648139	-0.07842386237021101	0.10119922138012465	-0.013205451149299455	0.04082536315982649	0.15778428155952126	-0.06639336432123608	-0.052787747985594206	0.040288971527069645	0.15769914003051225	0.038032721008330536	0.07901133892037326	-0.041957745495646494	0.2243479289387754	0.06526098198541606	0.19001035028943644	-0.023533118618093936	-0.07271086577370557	0.13184165767047198	0.03087231841867171	0.03953121191888934
PO4	-0.2932865765434604	-0.13860321528864003	-0.25532664203056676	-0.25096192393862826	-0.18362162953132952	-0.09697167242372941	-0.13137614129778216	-0.17215721977911333	-0.18959361291205915	-0.1430241314675992	-0.12783191527634538	-0.24985669489388843	-0.11724044914251688	-0.16077148734872607	-0.19367359402975962	-0.16414711910910082	-0.001285062923205934	-0.117615103055988	-0.04239583684839169	-0.046749315322926074	-0.04777212050670222	-0.14054392256042042	-0.16478403076200174	-0.039432324392835144	-0.09228100542707102	-0.08246507289412773	-0.0908985324863626	-0.08516632761025449	-0.07312120429215806	0.04346360050178437	-0.03985568331505751	-0.05179590353738203	-0.20530659804303783	-0.08327432534722534	-0.05969360803335319	0.04035397301997409	-0.10425119796247323	-0.087650283056568	-0.03969458213226493	-0.07204220102136123	0.1658855132676068	0.02052354137994783	-0.0002660042785644936	0.05426112628802199	0.11552078767968445	0.04164652902144945	0.037338009016531594	0.22739619278129491	0.10775421205342818	0.18144114375492762	0.1716139716045802	0.17477230409514172	0.08398616778282048	0.07904448266413643	0.14994024271027603	0.271005908309333	0.23270129219604596	0.27398815346056316	0.2516475406002804	-0.12840888230309092	-0.11492883449640008	-0.22566154516192366	-0.13449700839699658	-0.18701599398737787	-0.10033606456670005	-0.1231487413579564	-0.024419942080047455	-0.07796922593247432	-0.09737255211114351	0.03181561033196732	0.02981121189489684	0.12356835374104407	0.03613911649342402	0.010007006028813556	0.02847744396293966	0.12181497342599923	0.10758936433150089	0.1620902691241444	0.12116307561655948	0.09173401071340319	0.254506149960065	0.13657259107762657	0.1750008429823591	-0.032913346298437694	0.05874948017140598	0.03879541273993425	0.08810361429186805	0.05543379303718658
NO2	-0.054080785911112914	-0.06538402921471957	-0.0988127700487903	-0.07994919139797058	-0.22950292179678414	-0.14840884090626966	-0.08616817692551682	-0.11746295213739032	-0.255889576077604	-0.2761859602176133	-0.2508629015008727	-0.277056482701589	-0.21584215456770245	-0.22372766562877416	-0.21724447483371778	-0.14366669507916469	-0.17900245598513548	-0.1936793973200254	-0.07009230257163095	-0.1338911001812897	-0.10541112724250494	-0.21719366612842736	-0.2891726652898422	-0.15471928210333863	-0.22979422504044916	-0.21888390239108835	-0.19503429612776968	-0.2253941911622996	-0.22609535129530728	-0.09115759178503513	-0.321287154280401	-0.207160640457081	-0.3048048102841918	0.0007282581091625503	-0.0029062579426114795	-0.029790837535277347	-0.10734185804354054	-0.10501143209422038	-0.11758828027710666	-0.17930053372283922	0.27976628031707756	0.23408586701397918	0.04540604629453017	0.11830298939819177	0.2086408674045416	0.14903886885187076	0.18087560358684196	0.26616648353434436	0.23145736332695527	0.18016766895979558	0.05981539511489058	0.12920653755351386	0.05628588372071673	0.16331272779145672	0.16443390655486512	0.272802100445272	0.22625455190521723	0.23850622437424487	0.2175865867826732	-0.19763908908565805	-0.07908205616101424	-0.18008976227835027	-0.08510796860845692	0.10540773999548558	0.025627910948483046	0.10418833106851573	0.09731560686623288	0.11617918551705261	0.006913371166515186	0.00712676772873491	0.14921839294389685	0.06188161579670061	0.2523973244006431	0.14664069796216336	0.04038953345885697	0.007495977653845226	0.11073926680395932	0.059158269193134605	0.05733254304969919	0.12888136183965523	0.015130832435484241	0.011648742499581442	-0.03004826830874876	-0.19105428088002085	-0.17706833793708052	-0.03464137526700187	-0.03937335935304876	-0.027724616853467318
NO2NO3	-0.2077818490637745	-0.1504239174638417	-0.2681736121588118	-0.2892003433543422	-0.25840268067692607	-0.24905548857053025	-0.19242752816366834	-0.2192370555423556	-0.27148518879079203	-0.2380026564569102	-0.2188026336616012	-0.31254161735717056	-0.2229830540550902	-0.24312313731367105	-0.2495789313284884	-0.22025545437756672	-0.10855205766227663	-0.2125284422362795	-0.11527135347361717	-0.13866960083785596	-0.13395861601623246	-0.2324192670386898	-0.2708798468258064	-0.12105771049186219	-0.18432306750303715	-0.18711120137705922	-0.19219963471802667	-0.18106134256229103	-0.1572749641734438	-0.013356692415653588	-0.23278247221768117	-0.09482859923254351	-0.2750887539000006	-0.08814135093699633	-0.0792962365780298	-0.012605356212053774	-0.15943995190703947	-0.16233134999861792	-0.15756695265067217	-0.20419252729491852	0.29898551817658053	0.08194549788361398	0.0775086973637781	0.13577820274627753	0.20720855461458224	0.19650468433960097	0.1930827218198881	0.3238757554427545	0.23485131740389678	0.29899263984675684	0.18118953262546447	0.20986849842543087	0.05623626854716532	0.18944710919488614	0.21890589787915757	0.36559093850044094	0.2850733354871754	0.3397784449464359	0.282370661655269	-0.13195030502651542	-0.11093781717133766	-0.16705301732550584	-0.08174253028358938	-0.04198224568929774	-0.07545053468282695	0.015065893257965965	0.02464453964509157	0.019431477076038824	-0.0679442943170051	0.01486648649302952	0.1450328131403814	-0.02833000396132763	0.11424583296822974	-0.015532362654513717	0.004995851628675549	0.056471283662983277	0.1032214875353149	0.0577068934385716	0.04321073379470976	0.10421139968982082	0.17223403237876525	0.13815684058516225	0.1475716885582329	-0.08254015734333515	-0.04292586698765769	0.04251637095252035	0.07571759731443826	0.02586590608032729
Gradient.Surface.temp(SST)	-0.2701096014641994	-0.13725143818713725	-0.1040253765420586	-0.09410824968211279	-0.13930368129198356	-0.3008471647336411	-0.1715066936048559	-0.23704636749061303	-0.2596671249471747	-0.26776856965897056	-0.28290539866732034	-0.268508974731228	-0.30903770383172524	-0.2546317560117809	-0.33329902688407714	-0.3143741503483689	-0.13837279856628232	-0.19597692763195268	-0.17219179871321028	-0.15858493537284474	-0.2133626218390262	-0.24397729629979448	-0.14829914208687864	-0.18281553622302832	-0.229153833753562	-0.21329810521447265	-0.25427537846662795	-0.19877572024949006	-0.2352061075807284	0.0393981520607017	-0.12248942004524146	-0.07033848186445456	-0.15153111775498984	0.09690089785921649	-0.15681840874816416	-0.19387552900363703	-0.060304610636269	-0.18105822625899826	-0.10290094394269671	-0.1397368643425574	0.13702102167087457	0.132673830064052	0.28019262821585433	0.2287329395838555	0.058654828379828196	0.1466985153539072	0.23146414335662246	0.13972764768190687	0.245052573375687	0.2747547984320551	0.21131959539483045	0.35662025055007734	0.31708999302005175	0.2829453375301392	0.29731103926406316	0.31475510565525655	0.2782509850388141	0.33508398683005874	0.35703192805913336	-0.08309741242497344	0.15046505733974783	-0.003013848032715874	-0.11069823885302585	-0.049926650743797825	0.009361055000698539	0.09759214740800452	-0.07684851650392953	-0.055327613884995075	0.05855344511267262	-0.14060937488413874	0.04377606586969265	0.02581893870228767	0.0401631348946938	-0.00601847940478124	-0.10713446340149638	0.14397960046200756	0.24909868740125968	0.06541064063665002	-0.09014201338217782	0.30705612179186614	0.05144125531069785	0.1462929822852849	0.13716541602106586	-0.00865137213060948	0.1589689628999492	0.15844975768330397	-0.015373389965046108	0.1347107120678141
Density	-0.09356158374225931	-0.05963007926872813	-0.23990267391681375	-0.22820109976433622	-0.11878066944838352	-0.3811428163352751	-0.2382397649483274	-0.2338172432437947	-0.20128339845543303	-0.24076473408759347	-0.22051907244366004	-0.2687536344252762	-0.26798339131410615	-0.20500198936962488	-0.3522306444537395	-0.29319737607247426	-0.09979494190020506	-0.08465532896012079	-0.11670458371165363	-0.1213617490129666	-0.1296252843778374	-0.1350883994246131	-0.14560655369767703	-0.10983870803195234	-0.12376429540608645	-0.13107395354056783	-0.19780455208577755	-0.17199375643994655	-0.1544005876291815	0.06195611144550658	-0.1552881525387417	-0.23148100917150408	-0.08459921853480376	0.008049295559114884	-0.16066455147366382	-0.050769733016394446	0.056309362279511534	-0.039032452229624266	-0.03898654369981942	-0.13537405249895432	0.16852001101804714	0.046811397557666216	0.1693616673978025	0.1166484732863366	0.07659073055773763	0.1352414278572959	0.24416196529315146	0.0010201895512186164	0.17949725058915947	0.15025861805123392	0.3311382254822946	0.3225788351475704	0.3134124320298711	0.30046112567715083	0.3209465318656206	0.25735811713816426	0.26980442966303136	0.3635139408902174	0.32100774323869374	-0.009237816386284571	0.1193774803358464	0.010905826302527009	-0.03740524989543057	0.0738005121351547	-0.206159904510258	-0.08124789585905061	-0.015914956999010417	0.1249018067556952	0.16025647565317636	0.12496811907652441	0.09648442680650064	-0.0946735903530876	0.037843931402454574	-0.07139286479427878	-0.1074310606910764	0.0168841370726681	-0.019541730853592596	-0.08282918966343947	-0.03456402199528672	0.04916803542098122	0.15928219463176257	0.09943277460952245	0.1226879954295508	0.16914232664429052	0.058900643739606816	0.1498964507605513	0.21415819059181196	0.3102702482121178
Lyapunov	0.06901089574632707	-0.13204397376597157	0.013180598102275471	-0.16546095482824622	-0.010226688171760204	-0.1856063405628977	-0.2059617198945053	-0.0830454678095572	-0.25501622414344133	-0.22879502367019441	-0.2178613570553488	-0.21025258905897415	-0.24145763756664493	-0.2008308763422122	-0.17516265900761624	-0.1912481685344506	-0.19364209553974968	0.014783549225706743	-0.1620730581306884	-0.1814414675566025	-0.3175873162497825	-0.15194436697084104	-0.1293070572189776	-0.170892789202843	-0.19343910172935883	-0.18338040843516346	-0.2666148704819811	-0.22662508983498178	-0.22248821597494736	-0.13706282073322146	-0.20687869193454678	-0.16521596229846414	-0.07351175850775199	-0.07069084452197556	-0.1811054778014728	-0.2372997643469149	-0.20548573440807155	-0.04262870018208052	-0.09964896154221647	-0.20485575361720337	0.13880576758795676	0.25813112916495623	0.07079584132045359	0.16322102312738154	0.20236382959999144	0.2444325468568558	0.23176293317384009	0.1232452420535126	0.23749575837074055	0.2544002429257035	0.0694728816596304	0.09820000572321964	0.08265347976190587	0.32610605649963337	0.27424463783805136	0.2348988375550506	0.2590201020587369	0.08998225629567243	0.1381617872239582	0.05678226861691908	0.2158104195917446	-0.03991978278134733	-0.1657899447968107	0.18954022061254128	0.12417621366668448	0.05333137384027446	0.09394413549157679	0.10729972825798231	0.0021559342620822335	-0.10559878012263822	0.17484766861218215	0.13500488348305206	0.00697878720550645	0.1961340195569616	-0.12789310033280676	-0.031205048507670766	-0.03637089099278988	-0.07346975978836078	-0.14247365574812265	-0.07561169447731261	-0.10741872462959075	-0.10546578417789938	-0.07415573887175059	-0.09589707594326817	-0.008847730218415398	-0.19130416682697218	-0.19632301379422207	-0.09143821190123445
