	PhnF	Rex	GulR	ModE	AgaR	AraR	MetR	RbkR	SiaR	XylR	Zur	NadQ	NsrR	FUR	SahR_SamR	ThiR	CzrA	ArgR	MntR	BirA	NrtR	KdgR	NagC	Phr	NikR	PdhR	AmtR	Irr	GguR	RutR	NagR	NorR	LtbR	NagQ	MetJ	NrdR	LldR	HisR	IscR	PaaR	ExuR_UxuR	NarP	QorR	PhnR	FadP	GntR	AcnR	CadR-PbrR	CblR	DasR	HcpR	FadR	FixJ	VanR	CsoR	NiaR	TtrR	FruR	FnrN_FixK	HrcA	PrpR	ZntR	GlcC	SdaR	NnrR	NifA	RbsR	BioQ	CueR	MerR	LiuQ	NmlR	LiuR	NtrC	PdxR	SoxR	PsrA	PurR	HypR	HexR	TyrR	LexA	PhrR	HutC	TrpR	PhsR	CcpA	FabR
ChlorophyllA	-0.06341642228739003	-0.12243401759530792	-0.23533724340175954	-0.08687683284457479	-0.06488269794721407	-0.12976539589442815	-0.10850439882697947	-0.06671554252199413	-0.13343108504398826	-0.187316715542522	0.025659824046920823	-0.1939149560117302	-0.06634897360703812	-0.15762463343108504	-0.1744868035190616	-0.2569648093841642	-0.2280058651026393	-0.20307917888563048	-0.25183284457478006	-0.031158357771260997	-0.002565982404692082	-0.16862170087976538	-0.06634897360703812	-0.07587976539589443	-0.07844574780058651	-0.24633431085043989	-0.24890029325513197	0.04142228739002932	-0.09860703812316715	0.16972140762463342	-0.16972140762463342	-0.10483870967741936	0.13196480938416422	-0.039222873900293255	-0.13856304985337242	-0.08101173020527859	-0.3060850439882698	0.21407624633431085	0.045454545454545456	0.24633431085043989	0.17998533724340177	0.2928885630498534	0.12206744868035191	0.5205278592375366	0.2532991202346041	0.11363636363636363	-0.2928885630498534	0.05828445747800586	0.3064516129032258	-0.04288856304985337	-0.18804985337243402	-0.1429618768328446	0.07844574780058651	-0.1374633431085044	0.2789589442815249	0.19281524926686217	-0.20527859237536658	-0.18841642228739003	-0.08504398826979472	0.09640762463343108	0.17668621700879766	-0.00036656891495601173	0.12756598240469208	0.04398826979472141	-0.03409090909090909	-0.08431085043988269	-0.09200879765395895	-0.12023460410557185	0.022727272727272728	0.14736070381231672	-0.12463343108504399	-0.25769794721407624	0.32734604105571846	0.10703812316715543	0.0373900293255132	0.017961876832844576	0.05828445747800586	0.02749266862170088	-0.08211143695014662	0.15872434017595308	-0.1059384164222874	0.13673020527859236	0.11033724340175953	0.0186950146627566	0.2870234604105572	-0.156524926686217	0.1059384164222874	0.07001466275659823
Residence.time	-0.0751064300001343	-0.015323981939573999	-0.12419992769543618	-0.006148511272051296	-0.2439540087787737	-0.05051238491192911	-0.16913135622196487	-0.038309954848935	-0.2308056539046948	-0.06139052023940448	-0.16563143442095107	0.07132273075579504	-0.2240895877459926	-0.1822797110960438	-0.183887783274888	-0.06621473677593703	-0.15049663744359404	-0.13205110362744013	-0.02676967215370026	-0.08702508261980296	-0.10452469162487203	-0.07747124202784633	-0.05656630370287192	-0.10490306154930595	0.17906356673835544	0.07075517586914415	-0.35557313648678185	-0.14046983444609498	-0.14084820437052892	-0.2159546343706632	0.06555258940817767	0.14614538331260388	0.1393347246727932	0.06470125707820133	0.16213151261993725	0.010499765403041443	0.17906356673835544	0.1245782976198701	-0.09951129012612252	-9.459248110848147e-05	0.018350941335045407	0.0029323669143629257	0.20753590355200835	-0.0036891067632307773	-0.09894373523947163	0.17376638779628048	0.3389248598116891	0.24754852306089603	0.027810189445893554	-0.10840298335031977	0.14075361188942043	0.0653634044459607	0.010688950365258406	-0.12297022544102591	-0.10253824952159392	-0.015323981939573999	0.07870094428225659	0.06545799692706918	0.010026802997499036	0.14832101037809894	-0.22002211105832792	-0.0964843307306511	0.04635031574315592	0.14065901940831196	0.46757063411922395	0.21217093512632396	0.20327924190212668	0.1250512600254125	0.12855118182642633	-0.089389894647515	0.09516003599513237	0.006053918790942814	0.09667351569286807	0.03386410823683637	-0.14065901940831196	-0.21018449302304584	-0.10149773222940062	0.2663724268014838	-0.25965636064278164	-0.15863159081892345	-0.22995432157471846	0.007378213526461555	0.11871356379114426	0.03405329319905333	0.038309954848935	0.26921020123473827	0.0725524330102053	0.11729467657451703
Depth.Max.O2	-0.18833858147635446	-0.12542216045110915	-0.15096655593263825	-0.15203432809103015	-0.22045388254798753	0.07088364405324636	-0.002546225916165281	-0.07006228085448336	-0.11211607663114866	0.09979562864970375	-0.132239475000842	-0.05774183287303846	-0.10447739888265281	-0.09355326833910499	-0.06694110069918399	-0.11055548655349896	-0.025544395481529106	-0.07819377652223701	-0.07638677748495842	-0.1444777866624106	-0.18316399332414762	0.03556502650643763	-0.005585269751588358	-0.06455914742277132	0.32583478094927965	0.5246046750499241	0.16041223271841268	-0.17527890661602288	0.025462259161652807	0.07449764212780353	0.045503521211469854	-0.06866596341658628	0.11704425582372661	-0.01963058045043555	0.19104908003227236	-0.11154112239201455	0.031376074192746364	-0.16484759399173285	-0.08681809010924844	-0.10398458096339501	0.05963096823019335	-0.2085441161659241	-0.10883062383609668	-0.19219898851054054	-0.02135544316783784	0.1963879408242318	0.3231242823933618	-0.20665498080876923	-0.10776285167770479	0.13215733868096569	0.06349137526437942	0.12172602605667568	0.21930397406971933	-0.2652181768805707	-0.12599711469024324	-0.13667483627416216	0.037372025543716214	0.2811526229365728	0.12805052268715073	0.044517885372954265	-0.23803105500151558	-0.09519599473663098	0.010184903664661123	-0.02784421243806549	0.2236571990231632	0.12197243501630457	0.3568823098625208	0.2366347375636185	0.06078087670846154	0.09076063346331081	0.0398361151400052	0.21396511327775988	-0.08542177267135136	0.041560977857407484	0.01585230973612578	-0.03671493498470582	-0.06907664501596777	0.09807076593230146	-0.1867779913987048	-0.23039237725301975	0.03162248315237526	-0.01190976638206341	-0.2766351253433763	-0.22185019998588462	-0.19154189795153015	-0.03663279866482952	0.17642881509429106	0.04147884153753119
NO2	0.42380422691879865	0.5172413793103449	0.3739710789766407	0.5021134593993326	0.34905450500556173	0.5417130144605117	0.4945494994438265	0.5764182424916574	0.6645161290322581	0.4424916573971079	0.5043381535038932	0.5199110122358176	0.6324805339265851	0.5995550611790879	0.6062291434927698	0.5332591768631814	0.6609566184649611	0.6444938820912125	0.6151279199110122	0.5359288097886541	0.5568409343715239	0.4932146829810901	0.5136818687430478	0.5305895439377085	0.11012235817575083	0.3281423804226919	0.328587319243604	0.42602892102335926	0.23337041156840935	0.17419354838709677	0.26629588431590656	0.09632925472747497	-0.17864293659621802	0.08253615127919911	-0.010901001112347052	0.23692992213570635	0.3975528364849833	0.22091212458286985	0.3619577308120133	-0.2889877641824249	0.027363737486095663	-0.008231368186874305	-0.4473859844271413	-0.5973303670745272	-0.4700778642936596	-0.5599555061179088	-0.35172413793103446	0.14349276974416017	-0.17419354838709677	-0.17552836484983314	-0.16129032258064516	-0.2436040044493882	-0.2307007786429366	-0.13770856507230256	-0.06206896551724138	-0.09187986651835373	-0.3882091212458287	-0.23870967741935484	-0.14438264738598441	-0.05806451612903226	-0.13370411568409343	-0.381979977753059	-0.42691879866518356	-0.3446051167964405	-0.5132369299221357	-0.44382647385984425	-0.23692992213570635	-0.5853170189098998	-0.5078976640711902	-0.5648498331479421	-0.34727474972191325	-0.38020022246941043	-0.5924360400444939	-0.42558398220244714	-0.4367074527252503	-0.3027808676307008	-0.09899888765294772	-0.639599555061179	0.45761957730812014	0.3348164627363737	0.29699666295884314	0.1817575083426029	0.3592880978865406	0.39443826473859844	0.27074527252502784	-0.0046718576195773085	-0.3103448275862069	-0.08120133481646273
CO3	0.19097744360902255	0.281203007518797	0.10526315789473684	0.5834586466165413	0.324812030075188	0.46616541353383456	0.41353383458646614	0.29022556390977444	0.3669172932330827	0.5112781954887218	0.4270676691729323	0.3293233082706767	0.6360902255639098	0.5684210526315789	0.5172932330827068	0.3954887218045113	0.5639097744360902	0.5398496240601504	0.4781954887218045	0.5022556390977444	0.6827067669172933	0.5984962406015037	0.43007518796992483	0.4330827067669173	0.16541353383458646	0.23458646616541354	0.1293233082706767	0.2631578947368421	0.24962406015037594	-0.02406015037593985	0.0406015037593985	-0.02857142857142857	-0.07518796992481203	0.3819548872180451	0.36390977443609024	0.3172932330827068	0.11729323308270677	0.15338345864661654	0.2	-0.30526315789473685	0.12180451127819548	0.3082706766917293	-0.29473684210526313	-0.28721804511278193	-0.5172932330827068	-0.5578947368421052	-0.39097744360902253	-0.21654135338345865	-0.09473684210526316	-0.5639097744360902	-0.5759398496240602	-0.6736842105263158	-0.5052631578947369	0.16390977443609023	0.15789473684210525	0.24962406015037594	-0.10225563909774436	-0.17293233082706766	-0.2796992481203007	-0.15639097744360902	-0.10075187969924812	-0.5278195488721804	-0.21804511278195488	-0.23157894736842105	-0.6511278195488722	-0.4932330827067669	-0.3473684210526316	-0.49473684210526314	-0.38345864661654133	-0.4406015037593985	-0.4857142857142857	-0.4616541353383459	-0.20451127819548873	-0.24360902255639097	-0.18195488721804512	-0.2075187969924812	-0.02406015037593985	-0.2	0.20601503759398496	0.631578947368421	0.40150375939849625	0.40902255639097745	0.5037593984962406	0.5142857142857142	0.34285714285714286	0.1518796992481203	0.1368421052631579	0.21654135338345865
Lyapunov	0.26327655245050624	-0.052030939219467644	0.1873113811900835	0.1082243535764927	0.24558603311588725	-0.06868083976969729	0.2403829391939405	0.1082243535764927	0.40688194469623695	-0.1540115800896242	0.22373303864371086	0.0374622762380167	0.13319920440183716	-0.06139650827897181	0.07908702761359081	0.16962086185546452	0.22373303864371086	0.06764022098530793	-0.012487425412672233	-0.013528044197061587	-0.0020812375687787057	-0.19667695024958767	-0.05619341435702505	-0.08012764639798017	-0.2539109833910021	0.06868083976969729	0.1654583867179071	0.23101737013443632	0.29241387841340816	0.1456866298145094	-0.2892920220602401	0.09157445302626305	-0.08637135910431629	-0.22165180107493215	-0.2601546960973382	-0.07804640882920146	-0.10718373479210334	-0.3059419226104697	-0.15817405522718161	0.24350479554710855	0.35589162426115867	0.1831489060525261	-0.2934544971977975	0.0946963093794311	0.14672724859889874	-0.13423982318622651	-0.20812375687787057	-0.09365569059504175	0.22789551378126827	0.48388773474104907	-0.07804640882920146	0.12175239777355427	0.09157445302626305	0.20604251930909187	0.19043323754325156	-0.016649900550229645	-0.10718373479210334	0.06035588949458246	0.2757639778631785	0.12071177898916492	0.21748932593737474	0.28200769056951464	-0.0062437127063361166	0.12071177898916492	-0.5733809501985334	-0.21957056350615345	-0.24870788946905534	-0.3839883314396712	-0.11134620992966075	-0.03642165745362735	-0.28408892813829334	-0.23622046405638308	-0.2622359336661169	-0.08429012153553758	0.3132262541011952	-0.06764022098530793	-0.11342744749843946	-0.41832875132451985	0.1456866298145094	0.10198064087015658	0.11550868506721816	-0.16025529279596035	-0.3694196684582203	-0.06347774584775052	0.05619341435702505	-0.6358180772618945	-0.34652605520165447	-0.4287349391684134
PO4	0.5314794215795328	0.3704115684093437	0.20044493882091213	0.17508342602892102	0.3161290322580645	0.32057842046718577	0.15595105672969967	0.16751946607341492	0.14260289210233593	0.17018909899888765	0.2400444938820912	0.27919911012235815	0.2	0.2289210233592881	0.33793103448275863	0.23826473859844272	0.3308120133481646	0.26807563959955505	0.3032258064516129	0.12703003337041158	0.09187986651835373	0.19866518353726362	0.3076751946607342	0.1532814238042269	0.22669632925472746	0.353503893214683	0.17152391546162402	-0.026028921023359287	-0.007341490545050055	-0.19154616240266964	0.2867630700778643	0.11635150166852058	-0.07764182424916574	-0.10967741935483871	0.008676307007786429	0.047830923248053395	0.24627363737486097	0.010011123470522803	0.1870967741935484	-0.2925472747497219	-0.34282536151279197	-0.3446051167964405	-0.2832035595105673	-0.36907675194660733	-0.29699666295884314	-0.23870967741935484	0.017130144605116797	0.2921023359288098	0.22847608453837598	0.00778642936596218	0.2836484983314794	0.13192436040044495	0.10077864293659622	0.0424916573971079	-0.17330367074527253	-0.1185761957730812	-0.005116796440489433	0.17330367074527253	0.053170189098998885	0.16840934371523916	-0.23737486095661847	-0.14438264738598441	-0.23604004449388208	-0.13459399332591768	-0.10389321468298109	-0.06651835372636263	0.13815350389321468	-0.08520578420467186	-0.2627363737486096	-0.2489432703003337	-0.06206896551724138	-0.07052280311457175	-0.49232480533926587	-0.37886540600667407	-0.3757508342602892	-0.37263626251390436	-0.09276974416017797	-0.1350389321468298	0.04471635150166852	0.017130144605116797	0.09988876529477198	-0.214238042269188	-0.018909899888765295	0.1474972191323693	0.20934371523915463	0.17063403781979977	0.1167964404894327	-0.0442714126807564
Si	0.37620967741935485	0.0717741935483871	0.04717741935483871	0.13185483870967743	0.1028225806451613	0.1842741935483871	0.04596774193548387	0.01975806451612903	-0.03669354838709677	-0.03387096774193549	0.04798387096774193	0.2060483870967742	0.05524193548387097	0.005241935483870968	0.13225806451612904	0.1495967741935484	0.18508064516129033	0.09153225806451613	0.1532258064516129	-0.018548387096774192	-0.04233870967741935	0.0875	0.10362903225806451	0.06532258064516129	0.1254032258064516	0.3100806451612903	-0.1431451612903226	-0.30443548387096775	0.08991935483870968	-0.12741935483870967	0.37983870967741934	0.2310483870967742	0.016129032258064516	-0.1254032258064516	-0.015725806451612902	0.025403225806451612	0.2310483870967742	0.05766129032258065	0.018145161290322582	-0.29435483870967744	-0.19274193548387097	-0.307258064516129	-0.2375	-0.1935483870967742	-0.29354838709677417	-0.10201612903225807	0.31693548387096776	0.21975806451612903	0.1842741935483871	0.04314516129032258	0.20040322580645162	0.08870967741935484	0.1588709677419355	0.04959677419354839	-0.24435483870967742	-0.30806451612903224	-0.005241935483870968	0.049193548387096775	0.15241935483870966	0.29838709677419356	-0.11975806451612903	-0.14758064516129032	-0.15806451612903225	0.03024193548387097	0.07298387096774193	0.10524193548387097	0.33064516129032256	0.05967741935483871	-0.07459677419354839	-0.13346774193548386	-0.06129032258064516	-0.10524193548387097	-0.3504032258064516	-0.20161290322580644	-0.16532258064516128	-0.36774193548387096	-0.007258064516129033	0.032661290322580645	-0.24637096774193548	-0.07661290322580645	-0.007661290322580645	-0.07298387096774193	-0.028225806451612902	0.15483870967741936	0.15685483870967742	0.3060483870967742	0.08306451612903226	0.11411290322580646
Nitracline	0.38806718611298197	0.10445391529742193	0.06434361182321191	0.2602155937889375	0.38973844875774066	0.2199381640502516	0.3790423678312847	0.3252277106700529	0.32572908946348056	0.024066182084526013	0.12384056197662344	0.09008105655249667	0.24667836636639162	0.24032756831630836	0.214088744793596	0.2521935330940955	0.23882343193602548	0.15927133004550895	0.06651625326139829	0.08723991005640679	0.2535305432099025	0.2642266241363585	0.2958134881222989	0.11431436490149856	0.02239491943976726	0.06718475831930178	-0.04846661669800378	0.11732263766206431	0.482994904335279	0.38455753455898856	-0.10612517794218068	0.21759839634758935	0.5020472984855288	-0.11464861743045031	-0.00986044960407663	-0.013370101158070007	0.09242082425515892	0.10027575868552505	0.14122169348211444	0.09542909701572468	0.34578424120058554	0.34177321085316453	0.13386813784517593	0.16044121389684007	-0.05197626825199715	0.015876995125208133	0.06183671785607378	0.07503969274966792	0.36433525655740767	0.1482409965901012	-0.227458845951666	-0.09359070810649005	-0.003676777818469252	-0.1395504308373557	-0.11164034466988455	-0.21258460841331311	0.07269992504700566	0.08055485947737179	-0.2072365679500851	0.040611682267637644	-0.16378373918635758	-0.2099105881816991	0.1308598650846102	-0.021893540646339634	-0.49335673273278324	-0.13988468336630744	-0.35096515539933765	-0.3554775645401863	-0.1885184263287871	-0.0603325814757909	-0.4253363430911021	-0.15659730981389494	-0.40160441353552784	-0.3979276357170586	-0.32305506923186655	-0.6232138402305382	-0.21041196697512674	-0.4306843835543301	-0.5401520867860282	-0.35698170092046916	-0.16996741097196497	0.014372858744925257	-0.058327066302080406	0.10712793552903593	0.03777053577154777	-0.2998245184697199	-0.34194033711764044	-0.32305506923186655
Okubo.Weiss	0.32695683965969125	-0.17786696988977585	0.22011420198063483	0.0682690779439243	0.41849250918988573	0.24460535101881395	0.39675661441850174	0.24276851484095052	0.12368030264280455	0.1775608305267986	0.31287442896273826	0.2926692310062405	0.2981797395398308	0.2935876490951722	0.3808373675436853	0.1301092292653266	0.16041702620007323	0.15398809957755122	0.07316730775156012	0.041634953364904505	0.09061725144126274	-0.000918418088931717	0.13837499206571202	0.208787045550477	-0.004592090444658585	0.07653484074430975	0.2112361604542949	0.12459872073173626	0.10561808022714746	0.13133378671723553	0.30889461724403416	0.2675658032421069	0.14939600913289264	0.03796128100917764	0.26113687661958485	0.047145461898494806	-0.023572730949247403	0.05143141298017615	0.3603260302242103	0.16592753473366353	0.1028628259603523	0.14174252505846166	0.03336919056451905	0.09827073551569372	0.15062056658480158	-0.14878373040693815	-0.2926692310062405	-0.23940098184820088	0.24246237547797328	0.4050223772188872	-0.012551713882066799	0.03704286292024592	0.04041039591299555	-0.062452430047356754	-0.07959623437408214	0.2464421871966774	-0.28501574693180953	-0.299710436354717	-0.2596061798046987	-0.2623614340714938	0.10684263767905641	0.10194440787142059	-0.01867450114161158	-0.24889130210049532	-0.5032931127345809	-0.47206689771090254	-0.38420490053643497	-0.1962353316684102	-0.06398312686224294	0.019899058593520536	-0.04285951081681346	-0.111434728123715	-0.39767503250743347	-0.2222571775214755	0.061840151321402276	-0.2121545785432266	-0.2874648618356274	-0.36951021111352744	-0.3144051257776245	0.03949197782406383	-0.1154145398424191	-0.16225386237793668	-0.16531525600770905	-0.23327819458865612	0.017143804326725385	-0.1867450114161158	-0.26879036069401585	-0.3297120939264864
Depth.Min.O2	0.2809676263718948	0.2735929352845448	0.0931156050479686	-0.033145589612375244	0.288018155213647	0.21670246118213057	0.2539811194258778	0.04967786413786315	0.22610316630446683	0.012156084209917572	0.2111106624455685	-0.003889946947173623	0.23736780433899046	0.22642732855006464	0.2878560740908481	0.23542283086540364	0.29239434552921734	0.1620000822375015	0.1629725689742949	0.14182098244903835	0.12423518062535759	0.24198711633875913	0.22197009767309486	0.17318367971062568	-0.0927914428023708	-0.1402812117824488	0.2566554579520597	0.2623282972500212	0.039709875085730734	0.14595405108041032	0.08403906217123015	-0.2618420538816245	0.14157786076484	-0.05794400140060709	0.06596701697915269	0.09854532266173179	0.09538474076715321	0.09198103718837629	0.161189676623507	0.11434823213462462	-0.02204303270065053	0.12909761430932462	-0.021232627086656027	0.06061833992678896	0.02406904673563679	-0.05518862231302578	-0.24060942679496847	0.23193808672522728	0.11580696223981474	0.0594027315057972	0.29142185879242394	-0.00048624336839670287	0.13233923676530263	0.05251428378684391	0.05729567690941149	0.12464038343235484	0.067101584838745	0.0004052028069972524	-0.24847036125071517	-0.14538676715061416	-0.2865594251084569	-0.02171887045505273	-0.117832976274801	-0.2099760945859762	-0.2420681569001586	-0.07739373613647521	-0.26014020209223604	-0.11248429922243727	-0.08784796855700432	-0.09019814483758838	-0.1364723053966746	0.1302321821689169	-0.2566554579520597	-0.2992017526867712	-0.27464646258273767	-0.25535880896966845	-0.2292637481990454	-0.3075489305109146	-0.014425219929102185	-0.10462336476669057	-0.2466064283385278	-0.14409011816822295	-0.11321366427503232	0.11580696223981474	0.019773896981465918	-0.05210908097984666	-0.09773491704773728	-0.12010211199398561
Brunt.Väisälä	0.13146772304561427	0.4192495226302116	0.34209505651922445	0.3349462811281499	0.3542131026089727	0.3876902946842485	0.3906544210659135	0.4236957122027092	0.3232641359768818	0.3277975057370754	0.42299827070114093	0.38585951074263186	0.33442320000197373	0.40791609822972763	0.32936674911560393	0.36981835620656217	0.3468899668425061	0.4022493860294856	0.3446232819624093	0.3392181103252554	0.4144546123069299	0.35090025547652354	0.4096597019836482	0.3510746158519156	0.0744518802924102	-0.12405740709145167	0.05588250031315568	0.23564804734237096	0.07366725860314594	0.07392879916623403	-0.035656696767676556	0.013077028154404603	0.16381157268084168	0.40669557560198316	0.07061595203378486	0.12475484859301993	0.20530934202415227	0.14332422857227445	0.14018574181521734	-0.04411317497419153	-0.06704156433824761	-0.1494268417109966	0.1489037605848204	-0.18961690823886676	-0.2678175366022063	-0.24794045380751129	-0.02502071386876081	0.24445324629967005	0.0176103979145982	-0.3246590189800183	0.2354736869669789	-0.0925853593331846	-0.13042156079326192	-0.34331557914696886	-0.03548233639228449	-0.1485550398340363	0.046118319291200235	-0.05902098707021278	-0.13791905693512055	-0.29135618728013457	-0.4114904859252649	-0.09964695453656308	-0.4655422022968039	-0.07061595203378486	-0.11908813639277792	-0.13286260604875078	-0.1607602661114806	-0.2891766825877338	-0.371997860898963	-0.4093109812328641	-0.12065737977130647	-0.17401165464127727	-0.2025195760178793	-0.4558652014625445	-0.5807072302432604	-0.5259580723701531	-0.28220226757205136	-0.3114948106379177	0.14001138143982528	-0.14376012951075462	-0.3194282077182565	-0.06991851053221662	0.2025195760178793	0.10697009030302966	0.07933397080338793	0.13791905693512055	-0.1207445599590025	-0.05431325693462712
Temperature	0.2566242605947654	0.10687950733327932	0.44380520217162306	0.5014990681468277	0.4348918240012965	0.498906085406369	0.5324527996110526	0.5548172757475083	0.4604975285633255	0.2608378575480107	0.28579531642492506	0.4536909488696216	0.5590308727007536	0.5151122275342355	0.49226156713394376	0.4985819625638117	0.5110606920022689	0.43051616562677253	0.3405720768171137	0.34494773519163763	0.43213677983955917	0.47330038084434	0.5019852524106636	0.4361883153715258	0.03946195608135483	0.02844177943440564	0.055992221051778625	0.3734705453366826	0.4857791102827972	0.4164168219755287	0.1760797342192691	0.2671582529778786	0.40426221537962886	0.16586986467871323	0.13361964184425898	0.054371606838991976	0.1976339032493315	0.03946195608135483	0.14237095859330687	-0.002998136293655295	0.09812819058423142	-0.041244631715420144	-0.2791507981524998	-0.12697512357183371	-0.3258244874807552	-0.4361883153715258	-0.25613807633092944	-0.11579288550360586	0.05550603678794263	0.0679847662263998	-0.012235637306539178	-0.09991086621829673	-0.13135078194635766	-0.17170407584474515	-0.2874159306377117	-0.24139048699457094	0.1033141560651487	-0.3323069443319018	-0.09034924236285552	-0.20476460578559275	-0.20687140426221537	-0.16716635604894256	-0.14075034438052023	-0.05696458957945061	-0.5168949031683008	-0.3451097966129163	-0.4564459930313589	-0.34899927072360426	-0.395510898630581	-0.36909488696215864	-0.32063852199983794	-0.25143829511384813	-0.43100234989060854	-0.47313831942306134	-0.4720038894741107	-0.5732922777732761	-0.2951948788590876	-0.4554736245036869	-0.2669961915565999	-0.052750992626205334	0.05048213272830403	-0.025038489587553683	0.023741998217324367	0.02811765659184831	-0.15403938092537073	-0.13896766874645491	-0.16408718904464792	-0.20055100883234747
Ammonium.5m	0.2956354614863053	0.3465035828781586	0.3889342487281415	0.3809835694675328	0.27145890618363816	0.4482398256618652	0.4638977960424516	0.51338671797073	0.5062473325122242	0.4049978660097794	0.5451894350131645	0.4679542650529662	0.472335251584322	0.42941780945307734	0.45180951839111805	0.5424310360860146	0.5507873622476747	0.5571965832842878	0.48977806832953485	0.33425304646640447	0.4448323916930329	0.38179486326963574	0.48271981225123944	0.48442352923565557	0.23803360153699774	0.21807577400526582	0.036264832954000674	0.13710865255539406	0.24582202203718578	0.1664774881915199	0.153740175498504	0.20152538044236618	0.22050965541157458	0.20582523759351168	0.09784203253361257	0.1905729141139767	0.3962358929470678	0.15852680893091123	0.2505275260893827	-0.031153682000752258	0.18067512972832103	-0.03350643402685074	-0.0180107224066849	-0.28297927817349966	-0.36678592793073167	-0.2925525450383142	-0.04518906477713283	0.110173698325577	-0.060603647017088376	-0.017523946125423146	0.05776411870972815	-0.04892101626680628	-0.025880272287083256	-0.28768478222569666	-0.1885446796087194	-0.28727913532464516	-0.12972587895625745	-0.20030843973921178	-0.08826876566879807	-0.12096390589354589	-0.15081951781093347	-0.14578949623789533	-0.37027449127977424	-0.24517298699550347	-0.33125125939862365	-0.19398034808280898	-0.26967405981901177	-0.5216619147521797	-0.4048356072493588	-0.49813439449119495	-0.25133881989148565	-0.3201365343098136	-0.3943699172022311	-0.44320980408882704	-0.44734740247955196	-0.6135003731502306	-0.4154635560569071	-0.5406461897213881	0.030017870677808166	-0.0709882076840058	-0.20355361494762347	0.059143318173303115	0.07966905136650708	0.014359900297221744	0.08526697860101726	-0.10530593551295946	-0.35023553436783206	-0.13013152585730892
NO2NO3	0.5891129032258065	0.3008064516129032	0.1620967741935484	0.19838709677419356	0.42701612903225805	0.4713709677419355	0.4314516129032258	0.3008064516129032	0.3193548387096774	0.24314516129032257	0.4153225806451613	0.39153225806451614	0.23508064516129032	0.26653225806451614	0.3116935483870968	0.3596774193548387	0.41774193548387095	0.3004032258064516	0.3620967741935484	0.17620967741935484	0.2375	0.2560483870967742	0.3346774193548387	0.28911290322580646	0.08951612903225807	0.23911290322580644	0.07661290322580645	-0.05604838709677419	0.10967741935483871	0.024193548387096774	0.039919354838709675	0.08951612903225807	0.07943548387096774	-0.03588709677419355	0.22580645161290322	0.2028225806451613	0.3633064516129032	0.2717741935483871	0.23870967741935484	-0.01653225806451613	-0.17540322580645162	0.09637096774193549	-0.0935483870967742	-0.30443548387096775	-0.27661290322580645	-0.1	0.05766129032258065	0.5266129032258065	0.3125	0.03346774193548387	0.18951612903225806	0.08266129032258064	0.045564516129032256	-0.1975806451612903	-0.07903225806451612	-0.23951612903225805	-0.3870967741935484	-0.0810483870967742	-0.21048387096774193	-0.05	-0.4064516129032258	-0.22701612903225807	-0.28266129032258064	-0.07459677419354839	-0.15685483870967742	-0.2532258064516129	-0.04798387096774193	-0.14879032258064517	-0.3971774193548387	-0.37540322580645163	-0.19516129032258064	-0.17701612903225805	-0.4681451612903226	-0.45241935483870965	-0.44516129032258067	-0.605241935483871	-0.23225806451612904	-0.3282258064516129	-0.059274193548387095	-0.07298387096774193	-0.14233870967741935	-0.14596774193548387	0.06895161290322581	0.32217741935483873	0.16129032258064516	0.10443548387096774	-0.15241935483870966	0.07096774193548387
NO3	0.6538341935613576	0.39270225757679084	0.058587293329870754	0.08737876319483581	0.41479803677548494	0.5671249994331489	0.493137617570855	0.31570181491467497	0.18078364798931548	0.22765348265321209	0.4998333082371259	0.2939408202492944	0.30030172638225183	0.3327758261136659	0.37294997011129155	0.44559821384033127	0.3558759589123006	0.347506345579462	0.30197564904881957	0.2852364223831422	0.33746280958005553	0.37663259997774057	0.4181458821086204	0.31469746131473436	0.08436570239501388	0.10478755892714027	-0.12755290719246148	-0.03213931519810053	-0.09708751466092869	-0.0723134591957262	0.15199217812435042	-0.02745233173171087	0.22397085278676307	0.11683980212642796	0.24807533918533844	0.2299969743864069	0.4422503685071958	0.2859059914497693	0.5021767999703207	-0.08202221066181906	0.14429213385813883	0.13023118345896986	0.23501874238611012	-0.08269177972844616	-0.10378320532719962	0.06561776852945525	0.17408795732304452	0.5306334853019723	0.2564449525181771	0.16638791305683295	0.38567178237720634	0.19350546025523027	0.0950788074610474	-0.19618373652173865	-0.2504188309185333	-0.0937396693277932	-0.22464042185339014	-0.17777058718949354	-0.2192838693203734	-0.23401438878616948	-0.38433264424395214	-0.34114543944650455	-0.2865755605163964	-0.34583242291289423	-0.2206230074536276	-0.1673922666567736	-0.14897911732452848	-0.3264149199807085	-0.25443624531829584	-0.2949451738492351	-0.2400405103858133	-0.25711452158480425	-0.5386683141014974	-0.514563827702922	-0.47472446823860986	-0.5785076735658096	-0.3187148757144969	-0.3957153183766128	-0.23401438878616948	-0.5105464133031594	-0.4288589871746539	-0.12253113919275826	-0.0595916469298114	0.23301003518622884	0.25309710718504164	0.12587898452589374	-0.34482806931295357	-0.01673922666567736
