	Latitude	Longitude	Temperature	Oxygen	ChlorophyllA	Salinity	Carbon.total	NO2	NO2NO3	NO3	PO4	Ammonium.5m	Iron.5m	Alkalinity.total	CO3	HCO3	Lyapunov	Si	Nitracline	Brunt.Väisälä	Okubo.Weiss	Residence.time	PAR.PC	Gradient.Surface.temp(SST)	Fluorescence	Density	Depth.Min.O2	Depth.Max.O2	Mean Flux at 150m	FluxAttenuation	NPP 8d VGPM (mgC/m2/day)
AcnR	-0.38194289447889945	-0.1935163699254237	0.16858314941582814	-0.17319973448086431	-0.19655631186976696	0.1776156809935286	-0.16519847525076628	0.09288508776490909	0.011419598127699562	0.039446070389880315	0.07519304043365334	0.15853285994521113	-0.1619046790753561	0.027256572772672977	0.12214082390828394	0.05372579056789583	0.10202888897438517	0.13012770639478394	0.010247510905991516	0.22390721301915512	0.11498194595463175	-0.026651698613540876	-0.15123152709359605	-0.05164709406522584	-0.171254736368898	-0.07783026086246825	0.09784375217158026	0.026548318724295986	0.09635602855828926	-0.18558371724994488	0.3427092422326601
AgaR	-0.21017495252444987	-0.0012444060953464148	0.13889200613473984	-0.11864814136605017	-0.08625554714597554	0.0026209803114752056	-0.213621128023114	0.05174358546775403	0.08413185062773856	0.14517482111328497	0.15276887975698297	0.2913680687683706	-0.08505363876809477	0.0693113776307415	-0.0858150187142196	-0.000984790458474669	-0.11811439850121949	0.10631695327775233	0.07130971549533753	0.021515422655663398	-0.013264819247452793	-0.07489743903352566	0.12266009852216748	-0.07389304065533353	-0.1629442152256158	-0.05211638322400302	0.12246492094677175	0.01668059800002444	-0.001242396183819324	-0.031211512349231037	-0.02317383160351862
AmtR	0.14276255659377995	0.14219895784117817	0.07947979401239418	-0.0223459531221388	-0.09642526269071036	-0.10658736393221861	-0.104964282927983	-0.29380641921232764	-0.1803028846885149	-0.05190227608390037	-0.1645367591791108	-0.2755464559269212	0.10046624396357993	-0.22724772297290735	-0.2654861502518461	0.08567676988729621	0.026683186386550237	-0.08310440660960082	0.06336871829809008	-0.10858614922916572	0.053312109786205576	-0.14468406669550776	0.23891625615763548	-0.06728162274870299	-0.1471345985141974	-0.10003468644474144	-0.01967976744169286	-0.008204848394276017	-0.14687232622113158	0.024081156464671506	-0.4621654892094314
AraR	0.10095150931005654	-0.016496485612658384	-0.3387548473172982	0.34980429408533237	0.13240081846519408	-0.1149914587463684	0.02701860551009395	0.10721991715084356	0.1343182603601357	0.04219614177687176	0.06653853503247051	-0.07064609504409514	-0.08046227854723909	0.13562516465956953	-0.1629748435894398	0.20647773279352227	-0.09943896794526041	0.01238785854555899	-0.027463988231974046	-0.12568904165532396	-0.23700759995529347	0.12549526893027388	0.45517241379310347	0.25678538238378273	0.20072676781851453	0.2346180920415013	-0.0428016343646821	0.0011815903904647583	-0.04573424442700945	0.08877293076276616	0.13956868369271544
ArgR	-0.27448755531581	-0.014578753573938157	0.1557600468833776	-0.05909517487639626	-0.10463734540008059	-0.12190925073878726	-0.27004627356779826	-0.07755779500230192	0.06184814464609096	0.028667152817338018	0.12052241742452387	0.12148774059671008	-0.19647580095558512	-0.005615739355483434	-0.302924559662276	-0.10077689025057446	-0.06085614439786668	0.06701336528526018	0.08552772499995277	0.10913337772102813	0.10713344619050129	-0.029107439490975235	0.09359605911330049	-0.189817126097197	-0.23026617395487606	-0.16048601830220055	0.2807271042464105	0.1313380947918303	-0.14423516451019433	0.06284436390982241	-0.16301463928624066
BioQ	-0.26025294611292954	-0.010249517138023577	0.30440529183655657	-0.2677451474088995	-0.10411863504370372	0.20974076983503534	-0.2756724802767335	0.011188076904948389	0.011077757959237088	0.06198303311856868	0.07681529187898327	0.315068066692755	0.060361049117528674	-0.013697850725199459	0.10280029477055319	-0.03796914323230113	0.07441473097466306	0.05977435510327645	-0.11961470259560622	0.1567903058440503	-0.004063129868817084	0.07113675359892652	-0.1206896551724138	-0.13422530127355406	-0.20935951572449008	-0.08475224696748655	0.046804541409015965	0.007031903787156122	0.32021003530135783	-0.09784792916129646	0.12264751922321264
BirA	-0.0826046242530153	0.14017648621126647	0.07860197758076784	0.01758492034425929	-0.2358561027646851	0.10475691716854325	-0.1901553031470268	-0.2627690747739256	-0.15061620255860184	-0.20148742839985273	-0.08315443609491459	-0.25248490896209086	0.14357914137690547	-0.16403271103888437	-0.31545941885314743	-0.002954371375424007	0.04846652217745904	-0.037590865957305625	0.06898672668867387	-0.0014281328933970121	-0.12995605734672275	-0.011529225028474303	0.26108374384236455	-0.04217236691650438	-0.2531003340930095	0.03124330500607013	0.13676551380422755	0.1438024324473427	-0.15927284662189425	-0.01024178390691278	-0.20943033349077958
CadR-PbrR	-0.20166610764003712	-0.15338614370034453	-0.21580568336263545	0.1438438472807178	0.1826533780389929	-0.10847267422287062	0.011479558409225085	0.14411042443870092	0.1634458913812091	0.14901470407159192	0.25838381796449106	0.030116928857715004	-0.286415085933705	0.1007671068584156	0.0969555102832823	0.08808403545245651	-0.05578829892466039	0.09841920385146607	0.03941392592299095	0.007546414373146455	-0.00728585776652038	-0.03644011165638801	0.09014778325123153	0.07284848578160938	0.27205019707358497	0.10730353699717407	0.0021659761490784375	0.17524714647261339	-0.22547146592577672	-0.06728463098338902	-0.13609291818399447
CblR	-0.05668157543312356	-0.141914664665087	-0.06856195214404169	-0.0038397271561984984	0.21971872432182607	-0.1703836706193344	0.01888797966571129	0.25810822287528523	0.31185437618515743	0.5610486195578575	0.2532960178195533	0.1456266735557879	-0.26626397752277947	0.2541627980820712	0.19105726299861403	0.288543604333078	-0.13440990162500988	0.1619181062495556	-0.10809860914980547	-0.001139836907440232	-0.009725160097931163	0.008220353391671513	-0.07044334975369458	0.19661594943705452	0.1252085319800179	0.10878791279419717	-0.02143086044464663	-0.1233234536311413	0.2595553159498012	-0.10011667876092904	0.18010278893142934
CcpA	-0.31890711718015935	0.033267289202246836	0.2849885908801855	-0.2051421442959165	-0.41012283210898864	0.2764498310452749	-0.45235633816727244	-0.30418833132666817	-0.24262462040132993	-0.10961120444621611	-0.2406964067095196	0.03077034351163363	0.03163823778477746	-0.1909224900248253	-0.2522504948987184	-0.020242914979757085	-0.033577976153274264	-0.12841854511226933	0.15444855129694823	0.20525873377939524	-0.0896238847838636	0.14473456353173206	0.39113300492610836	-0.22173442192990364	-0.44008266581554945	0.032467532467532464	0.22509270498263093	0.26905101383660707	-0.24748297567306626	0.11142801605052575	-0.22322207207520617
