	ExuR_UxuR	NadQ	SiaR	LiuQ	SahR_SamR	NrtR	Phr	MntR	NagC	NsrR	BirA	MetR	HutC	CzrA	PrpR	IscR	PhnF	AmtR	NifA	Irr	NrdR	ArgR	KdgR	RbkR	ThiR	ModE	FUR	Zur	CcpA	NagR	PsrA	Rex	CsoR	PurR	MetJ	AraR	CblR	GulR	MerR	NtrC	FadP	LtbR	ZntR	LiuR	NiaR	HcpR	CueR	GntR	AcnR	FixJ	CadR-PbrR	NnrR	NorR	GguR	NarP	FadR	SdaR	BioQ	FnrN_FixK	VanR	PhsR	PhnR	RbsR	PaaR	FruR	HexR	QorR	LexA	SoxR	HisR	DasR	TrpR	FabR	NagQ	AgaR	PdhR	HypR	XylR	PdxR	PhrR	HrcA	NikR	NmlR	RutR	GlcC	LldR	TtrR	TyrR
Depth.Max.O2	0.09678041553303993	-0.024933301519390244	-0.10384237742171644	0.013459159413926801	0.19540052779277098	0.15839634220446958	0.22555300254687485	0.11044673407417396	0.09838821771434982	0.1333300878123941	0.09607545611508098	0.15495811907828383	0.2637321204984412	0.19692793986501536	0.053267723037705245	0.19283732008449042	0.26144100239007456	0.0630351212891628	0.11676663341763052	0.12899829770467267	0.06222503634396437	0.12436349872431973	0.13308891748519763	0.06086458834439446	0.07359714484946006	0.12669171995994732	0.14227812533683798	0.14725922017162688	0.10014752433197545	0.11067553669228346	-0.004480202616765435	0.12478090890600596	0.008128676797430177	-0.1354913449753472	0.10506987254860109	0.06258369990748734	-0.058567286381484375	0.1537770028604754	-0.10478232331232837	-0.10589232520288654	0.05763661627268769	0.0689035992509439	0.11454972156378593	-0.01801666021248598	-0.1708444414005342	-0.06619816288816284	-0.20785790277065086	-0.10664366352992173	-0.14743236809884486	-0.15141477042485857	0.11380147516402248	-0.02651327635525438	-0.03129339591737954	0.12724517494159054	0.011659657741768428	0.12154675297975569	0.02993913177235314	-0.06986828055972982	0.0418616033322203	-0.07308079299507785	-0.10264580156754927	-0.05614939925497604	0.024209790537800795	0.002952790544521042	-0.1204985896346325	0.04810420449388311	0.11719022745386025	0.14996465653440794	0.013601388068427292	0.0005998338907194577	-0.09415846120659611	-0.15836851485902384	-0.03905104144219975	-0.02143633177504124	0.04600169394909326	0.036024044643156714	0.0879405954631073	0.08835182179025003	-0.04362709380438943	0.04649640231257322	0.10179861349508983	-0.01263670675964136	-0.007250569452253239	-0.05650497089122727	0.00014532058177223976	-0.048413397221058085	0.14968638307995044	0.007052686106861253
Salinity	0.24676773608071317	0.2502001814978914	0.24385843164469118	0.1597555116639086	0.14964501147707254	0.09718144450968878	0.1644264132813751	0.17948006192281002	0.19612448620082207	0.13958255484973042	0.35179095713446856	0.22812683499706402	0.20484706133561095	0.17755298136977526	0.20357123792238296	0.19326322532429402	0.09938077189985586	0.041157315966476274	0.09746436769337533	0.04711471734372498	0.03306998345166284	-0.015758287514012703	0.01891314792078151	0.013003790103026745	-0.06146906528585918	0.02505204718945177	0.07423263759141621	0.02598622751294507	0.0675599209950355	0.18442321037740886	0.04915389953557892	0.11566220039502483	-0.062477980035231945	-0.2269631132226552	0.09951956440506059	0.07054395985693696	-0.18220786846741044	-0.012763572305557039	-0.12643463406822186	-0.17773447926119681	-0.17748892329045002	-0.05000266908663855	-0.06517909571344686	0.00829552127262051	0.06341216035872524	-0.21530988095873593	-0.0013292051459990392	0.007638925959536647	-0.14496877168632893	-0.22105375540490044	-0.019126674851865692	-0.09056744781935622	-0.010692361074040464	-0.03730849303368387	-0.11151977793199168	-0.1132920514599904	-0.10818875780707841	-0.10497517749426147	-0.07552981369775263	-0.14848128970266375	0.057331980996103135	-0.027192654673570703	-0.046548870976351894	-0.14718411359632733	0.029295894944749906	-0.00823680136657236	-0.030155340842363744	-0.11194683179416004	0.04146693001654834	-0.11627609032189185	0.0628943575508461	-0.02074947952810548	-0.12222281535258635	-0.1147120055517002	-0.054347942134201674	-0.15592804142422462	0.00257833769284151	0.0725778038755138	0.06337479314578551	-0.05759355148668126	0.041856616665776974	-0.006096193882453424	0.03473549351411947	-0.005989430416911333	-0.03482090428655314	0.011322265520738803	0.17641595046175199	0.09482731009448567
Iron.5m	0.12817432797721134	0.13734393782000467	0.16526119538505052	0.26616160669157213	0.049313013864896914	0.0227011243386068	0.1547568533962902	0.06621072283283919	0.03240195757549498	0.05357347887482359	0.22533215034644147	0.11905009902738092	0.19490025741839379	0.04829861743396199	0.13799528710723657	0.04689180975211277	0.10284378131104956	0.0714241865949863	0.18311457256950517	0.05390983137560727	0.03956679973504586	-0.051678159227550445	-0.05629366298830434	-0.047294898860194806	-0.10699479828500694	-0.03859778419707381	-0.08966196663747944	0.024222718985009183	0.04749777814638179	0.17127015950619398	0.1514680733886275	0.0924141843224634	-0.03766614115918884	-0.26122843668007806	0.14850229856028882	-0.14242392836755507	-0.21693935461260097	-0.061242849785549995	0.06225991568077685	0.013261898602328149	-0.020333309511661332	0.024676527914637963	-0.1264124815445349	-0.16783722842676682	-0.0002162266076466546	-0.24199494645669356	0.09930140219565313	0.09686685076140931	-0.1265913356520945	-0.19632575135028657	-0.18992971490681268	-0.0846673989472709	-0.04318392385061644	-0.05018859815265127	-0.10606315524712197	-0.2145395062141523	-0.18826396918864585	0.046857106716317626	-0.08527069787724799	-0.17321619897501386	-0.0767230732144753	-0.039481376877703964	0.007263612338352434	-0.04565851724923926	0.1462626180193562	0.12691701029571043	-0.10736585382158577	-0.0748544482101215	0.1049980389946403	-0.13990128461167745	0.0734262848139368	-0.11844946956169576	-0.09943754487454176	-0.14160707229422329	0.03969760348535062	0.026617228454873985	-0.06387494157739693	-0.13654042906813255	0.005170752333476172	-0.03775156401653073	0.015071795392259404	0.028896950960185627	0.14235986122454866	0.04015942080785521	0.10878333936060272	0.08469409359019024	0.047070663859672346	0.27118820795328386
Longitude	0.07778006133605171	0.12415556546130131	0.2316373021876136	0.372648194759761	0.23783226881061817	0.16025238950676177	0.2322058191590483	0.10392650383452337	0.09556690217004672	0.19306089003669374	0.20442055309033763	0.23459198898281655	0.263714471026592	0.10992395751909523	0.19548976536066365	0.13220021406179067	0.18303844295811464	0.10823975935489191	0.2775724058420335	0.10198607266911006	0.11408774378875793	0.1360730691113295	0.09642635036160531	0.008039310412964133	0.04174462644713115	0.0865960780339337	0.09273766278168617	0.18101793897982318	0.09607136089117894	0.22146271676456605	0.14569515212551795	0.11103696961810121	-0.03351314128325951	-0.217827411059899	0.14768362697865817	-0.15938493403391538	-0.1728264902223906	0.008922780448386153	0.15644893089505066	0.15493822382541664	0.010625662268927692	-0.015811711449667833	0.049759915016231844	-0.07021584961283114	0.17023746927266445	-0.0678803925705524	0.1264429788158532	0.11452547516582502	-0.13019572464607482	-0.12076047819526865	-0.15962248337878718	-0.08451151580533975	-0.12524188662268126	-0.11325231744106277	-0.04621535849949334	-0.04926613267015005	0.00698768747049804	0.08829362166695003	0.05127062208586587	-0.02029311987708044	0.020899004161191618	0.1496961236756618	0.10663029581604153	0.1720177548123215	0.23046823911959294	0.24974977246064634	-0.11554773807690247	0.14412572499310664	0.18678318150704845	-0.0031361851710600447	0.10486068665143487	-0.14470758743335438	-0.01501365241464915	0.09077854795993462	0.0972964749282143	0.1415473804184309	0.014218262473393072	-0.07106995961686452	0.0409038619119108	0.017341102175640093	0.16102909579167962	0.16443752852652532	0.1705791132742778	0.10414003133553172	0.2685001561429415	0.14737134300843346	0.11630842979924469	0.325007540191037
Lyapunov	-0.03665460235127864	0.22726409602979525	0.09287161164714536	0.23326119496045078	0.2259849621002273	0.11154882083612663	0.16465605162931185	0.0381144834665464	0.035787942768564125	0.10499094217547937	0.16420186639345077	0.19811281915667062	0.21828235126348117	0.10088473687983733	0.07032919341012181	0.04668375388600705	0.11555770072408415	0.042897332072757	0.04377789528514073	0.014770289251931346	-0.06103229970463882	0.0932655478211065	0.09681560792997987	-0.054910068106960336	0.10198312362370546	0.04917250359679686	0.033127714958520633	0.16514267866773444	-0.0410574184131973	0.1289747033548784	0.11409781960881639	0.1758484735130314	-0.10630251790760882	-0.1730074985172881	0.3281163911070711	-0.15542867607217495	-0.018881129090796457	-0.0479443496426827	0.014362449448300986	0.029114200527340043	-0.09230156283070746	0.025230453306405477	0.02833096272264083	-0.2899694658379632	-0.06950887925963802	-0.07030602069400645	0.11031603233878941	0.05614285660429756	0.09819670181045541	0.02110570983787115	0.07418513337171793	-0.06461480161607369	-0.054163906648045705	0.006233460635032212	0.01772712782825146	0.09587943019891927	0.1070579484529696	0.008870515728960339	0.10150576567172902	-0.04172479263731971	0.015840868736461042	0.07714197194803805	0.05367727960962311	0.26521173594031106	0.045826363389738674	0.3158951006278295	0.16921180761759191	0.13446200253099597	0.09365484945184457	-0.06389181287327442	-0.06935593933327662	-0.1901275011833171	0.0408905748571667	0.11409318506559332	0.06378521837914375	0.011924679712964969	0.13260818524176707	0.01443196759664707	0.080024657832789	0.09704733509113349	0.3151211319095764	0.18777778776921944	0.14265587494938775	0.04574757615494645	0.2149315765131999	0.17602458615550814	0.01980340319218784	0.12091523268995572
FluxAttenuation	-0.40753224951114336	-0.0048940169934931325	-0.2629156678888496	0.004699552742096054	-0.0555195437738658	-0.007486873678787507	-0.0026252673938605546	0.07159525522269092	0.10189926773206893	0.049231866312026945	-0.01024178390691278	-0.0451481170326883	-0.05211641937441693	-0.1565437223746479	-0.07107668388563206	-0.056913204242211524	-0.14688533122192635	0.024081156464671506	0.07143320167986003	0.09894989325254658	0.0893239128083912	0.06284436390982241	0.07979516448993439	-0.0033707136908826874	-0.016756336328714896	-0.013158747677868952	-0.06239061398989589	0.00515330266202257	0.11142801605052575	-0.11606274737548945	-0.060478382184491294	-0.07726712922177237	-0.021942049699303648	0.23552861915042778	-0.08323069959794943	0.08877293076276616	-0.10011667876092904	-0.18033318246222377	-0.11363194423302597	-0.1280871202535421	0.1437739031995731	0.11729435430100428	-0.0679652558632788	-0.05013936615187997	-0.1241330138084682	-0.17521229050876738	-0.05607052581949085	-0.12154015712317381	-0.18558371724994488	-0.06028391793309421	-0.06728463098338902	-0.1616322036195381	-0.15482595482064035	-0.2993128936086694	-0.28712646718778584	-0.2079146954520427	-0.1668827384072592	-0.09784792916129646	-0.2051597852239174	-0.22233746076399263	-0.2704349522762033	-0.17190639823501705	-0.10095935718364972	-0.29665521550624263	-0.17851818278251771	-0.0048940169934931325	0.021229014110847693	-0.21173915906285187	-0.10539962425721634	-0.052148830082983114	0.025669281184414312	0.0007778570055883124	-0.1351526547209693	0.06602061334930802	-0.031211512349231037	0.005898748959044703	-0.17605496893148806	-0.16487327447615605	-0.03662410067978304	0.016043300740258944	-0.4202372472690858	0.16967005934395066	-0.11761846138666608	-0.03143838730919429	-0.06994230908581577	-0.1608219359053836	-0.1746937191717085	-0.1297076556818511
Gradient.Surface.temp(SST)	0.03533596892002865	-0.04318810299369401	-0.01809404808279408	-0.03476515291258654	-0.17473251534987425	-0.043575930137506345	-0.08147374314835173	-0.14998805110381924	-0.11193456100003511	-0.05895518821361404	0.05438319779993898	-0.11373986904271086	-0.00313539127532794	0.05162197778307787	-0.11128454085758907	-0.07117720559784098	-0.047178352691650556	-0.037504523512894836	-0.2010091699316949	0.111634131522434	-0.20015704268613538	-0.14315191489985946	-0.08094662597401524	-0.046083150686941056	-0.11568992947004897	-0.02036911858135521	-0.203229616888874	-0.19341376650252504	-0.09177847423006978	-0.1572475197534897	-0.0670995582336732	0.08318345999360895	-0.005973084250123872	0.009998839249978736	0.17641492042444046	0.2323740073932507	0.26601118417629854	0.13464976068374807	-0.07211673050961173	0.11079019780808179	0.04094034426582389	0.02742101777377397	-0.1685545928195678	-0.070961442609382	-0.07997432693741528	-0.007442457513300207	0.1072724417430797	0.047814716948751085	0.12223929208175316	0.01641983653943517	0.0792014038268597	-0.06944563933603096	0.010627009975871965	0.13817844145702654	0.019918474364953545	0.005970353073054771	0.00993055982325121	-0.04594386065641691	-0.0360296878955803	0.11980035095904597	-0.07057361546556966	-0.09146712004419226	-0.04834456530015668	-0.03449749755981465	0.049382412586415056	0.1834231207837536	-0.03228251295677374	-0.21467597998547627	-0.08765985920986548	-0.2098308718648911	-0.1094464586900841	-0.13630485398762326	-0.11872426719382018	-0.12382064360476262	0.014311367842089204	-0.10920065275386501	-0.056191237019683836	-0.01720914671240536	0.007475231638129419	0.10860525615280099	-0.09394156646879777	-0.017558737377250284	-0.061301269315971796	-0.01818417692607441	-0.03596687082299098	0.011596577835402817	0.159257666076348	0.18077114784965653
Latitude	-0.023383899247203934	-0.05806605731342559	0.022535128563422303	-0.06751463662344749	-0.2830143103273624	-0.21459485212592128	-0.21070064952328793	-0.06448521924579922	-0.07022109408682665	-0.17199350343460498	0.04583094783400739	-0.2055412981655839	-0.10673958621104127	-0.11338295172026287	0.003168210068077967	-0.1161935037014643	-0.12841259863967908	-0.027601061764106365	-0.09924211183763687	-0.10499400121986772	-0.04973048861704185	-0.24216121571742022	-0.15902706324023028	-0.07929866985896916	-0.2762454975787139	-0.1726874668867535	-0.28820835985767385	-0.258263836897466	-0.06844348001324625	-0.12859409677331793	0.007529503455811243	0.03590460137808325	0.08678546787157126	-0.13921173759119	0.018643595050989552	0.029765693916769576	0.043105806739224234	0.014514512510705969	-0.05854649354952839	-0.13362533180139455	-0.10818356400955026	0.05190579713050735	-0.22333345344259126	-0.025257600568004888	-0.022292241355170328	-0.1789785124894997	0.03451934356398681	0.04841462714816027	-0.13142066329572277	-0.01939094030714948	-0.23604633006791167	0.005156682267503481	0.05590142516076237	-0.03762349546725107	-0.08810399843065342	-0.2763469230063356	-0.2532406091399911	-0.0034431263587367963	-0.24434186241128686	-0.17478537178440243	-0.07820434287673499	-0.15288281759851546	-0.1285407149693065	-0.19767815843470127	0.05300012411274153	-0.028332392479062864	-0.2650326496461145	-0.3838258472029351	-0.11108753414777169	-0.21899618186666311	0.014319668926064273	-0.07673901235662142	-0.1113731267992328	-0.25552535035168	-0.08485304656635775	-0.03473020168983194	-0.10162027120634577	-0.19487294463390095	-0.09855882474629066	-0.1554077769282558	-0.2240861368791523	-0.2933303439525699	-0.038477604331433844	-0.1493649567141627	-0.08511728649621429	-0.033363627507139504	0.0014813450613169938	0.010003750071740708
Residence.time	-0.02932850754128599	-0.13003862740901156	-0.01827894024434344	-0.17156529421084585	-0.01613096066534543	-0.12233348965315632	-0.06966435473379373	-0.11304340759458043	-0.07967230676962322	-0.07012322848395976	-0.041836336203786816	-0.040366814132702995	0.05584465387756673	-0.06875505276260585	-0.05580242623184593	0.08858234001671193	-0.007662910110134427	-0.0524157690450378	-0.01876315058194194	0.030964125018871625	0.029277834366421028	-0.08453974673304072	-0.03812593373311923	-0.02644576692674607	-0.08584598857400412	-0.20940971030582642	-0.13286787967230512	-0.17435231882841862	-0.006001956045116311	-0.2834460339599136	-0.08642309973218838	-0.04469655540727564	0.052778926798236675	0.03769521174676708	0.0089325546581398	0.09681391575588646	0.03205641345484964	-0.02473132451048161	-0.13429235892128677	-0.29887320052991234	-0.07625749781900124	-0.06201552050556623	-0.011688612335517318	0.0038061184676347337	-0.029798641996977557	-0.09134121287047084	-0.22616564012783968	-0.1299485417648072	-0.19504668040799178	0.06456888548348391	-0.13153911642029062	-0.0827971525529624	-0.11749138627717132	0.0030009780225581555	0.027690074887318967	-0.20533051972919716	-0.128301663581696	-0.03663389025098431	0.00027588728537589045	0.07548050913773852	-0.14255208642427517	-0.14714363910231676	-0.16031021903806206	-0.32504308017128253	-0.04746950414294148	-0.019987752307845125	0.04808321259408377	-0.21279073713987176	-0.14706762934001932	0.017273922276188406	0.005258749480430239	-0.12412675700809962	-0.13389823422789263	-0.058775252490590214	-0.14042662825632823	-0.015210397988632001	0.09982615448397016	-0.08263387232284197	-0.2150963665962274	-0.03049680573956144	-0.1215170885025542	-0.05240732351589364	-0.10625320216267585	-0.1265140265795155	-0.0020916760513702715	-0.20443247846353482	0.07557904031108706	-0.16764656868795563
CO3	-0.07184967565271416	-0.20683400043824687	0.10210908899932009	-0.1181326445464585	-0.3345360858692966	-0.3854986165142972	-0.36375705714188783	-0.31211099500513084	-0.41169627541950377	-0.4039671116281031	-0.30878535140100777	-0.3214306839985034	-0.11751483723660165	-0.17384046112461485	-0.02196502159086816	-0.16415271671260417	-0.0785403973701001	-0.29205197468935296	-0.19354457085813453	-0.13416934492997684	-0.3725903871892029	-0.36085204830192263	-0.46627363606898586	-0.2994525175712553	-0.23142798930510164	-0.2693376974248286	-0.23245328654273642	-0.15919711339736942	-0.36654376245443365	-0.2789202831457998	-0.3750616164286303	-0.2959297014214332	-0.04038093735915439	0.1254806080828411	0.3306846488099762	-0.14360733745076878	0.14569736643517814	0.08251013795683988	-0.03317756702295107	-0.10949648704484248	-0.12499424913678356	-0.12130055011402237	-0.13297316481940294	-0.21625884812265886	-0.029720475055028672	-0.20048504446673918	0.027591011561479514	0.06586877509984461	0.14865495462066308	0.18485583401099875	0.15127077706026978	0.12362718615327052	0.07974972231705393	0.22472412275133577	0.007334818700002653	0.09806047939430071	0.13716636762460158	0.05460365032224197	0.13483973158535342	0.09327575895200507	0.05909918436417908	0.062477407313821884	0.001879711602330429	0.13976904522782835	0.1385597202808745	0.06473831917117037	-0.09704832699304586	-0.11209916464806922	-0.12020952869448792	-0.2752528737957985	-0.019677820060759806	-0.0583104941813831	-0.14664379465453334	-0.2617794165063671	-0.21777050430635117	0.023779009011298924	0.006624997535486268	-0.03225742847635575	-0.13388015852961832	-0.030049095964526998	-0.022359366682266152	-0.10578964318570135	0.10515869103946456	0.17462915130741083	-0.007045632299644126	0.02310862235592234	0.04386431899983666	-0.004140623459678917
Carbon.total	-0.17725312886003478	-0.07867546545737972	0.19677410901111395	-0.016865601032885244	-0.1943027660694285	-0.24952676446315486	-0.23789304901958241	-0.20439846489503713	-0.22763960489982366	-0.19064833342161705	-0.20730360739563544	-0.26236986049521166	0.014473130738274866	-0.15510306047312003	-0.012396151031964758	-0.12488169120219003	-0.01394731309110775	-0.3511015884546625	-0.12339625634894293	-0.29004101417738115	-0.2140472187205537	-0.23494847019544657	-0.2792091706457385	-0.1421548009116298	-0.11259070369965869	-0.1720738250354387	-0.271335051379411	-0.18064465268426266	-0.3546508575730405	-0.114312756494131	-0.2870701444708869	-0.2598459357888095	-0.12409296473143935	0.046377116480139625	0.2224997373987651	-0.019967925151171226	0.165225050181087	0.04010674103767177	0.06401829854259636	0.06326900839538323	-0.08097591766373585	-0.08535334957640209	-0.19677410901111395	-0.2006125778354339	-0.15293406267855567	-0.04449731839151718	0.22675886034081874	0.13802713238136793	0.13761962370481343	0.13527973517491976	0.07855715648676712	0.038739615155037266	0.16673677591669245	0.05083342103988093	0.02182143235743531	0.1448759072357196	0.14709748679500068	-0.07099852780873983	0.11077663281693215	0.1580213484148975	0.024844883828646226	0.049755494863188345	0.16359501547486893	0.25981964490645115	0.23571090578383888	0.19956094254109966	-0.0779130298689874	-0.04706067942145688	-0.09798611854959205	-0.12368545605488485	0.03579503633090141	-0.03708328956646085	-0.05944368501224245	-0.14849090355999353	-0.08803501957695438	0.007216847207368666	0.00024976338240438004	0.0904011989892064	0.007742664854535782	0.11472026517068551	-0.08260595236995391	-0.010923861619896834	0.012777368826160916	0.21594016225035534	-0.023109685592994745	0.05450099912887157	-0.0588784310415378	-0.01619518353274717
NPP 8d VGPM (mgC/m2/day)	-0.013872138854201299	-0.00273979380847578	0.03519676425290218	-0.11238102323659911	-0.22044517044991133	-0.23504091173208477	-0.37224087978451526	-0.2639293471257425	-0.2516404751224888	-0.12537494375941538	-0.20943033349077958	-0.1448256244087525	0.015084327536958077	-0.01778701352861477	-0.08012814578467767	-0.1312689019975134	-0.08202682907858752	-0.4621654892094314	-0.2674112972706	-0.18957765149256905	-0.3224916667023952	-0.16301463928624066	-0.20716675666481538	-0.14905591552612818	-0.20881805451326466	-0.21191037258152176	-0.22092757206855942	-0.16811077946272834	-0.22322207207520617	-0.09496508787617518	-0.20223760166401358	-0.12434829416075403	0.03676766183157678	0.04202460254761383	0.27177765038297896	0.13956868369271544	0.18010278893142934	0.1519070327850612	0.039600225182100275	0.11340148819912395	-0.29919414237614633	-0.09599173747483654	-0.056379143020463235	-0.12920941816405418	0.12860332382267578	-0.02596928713722303	0.16173441960598223	0.16389285761762568	0.3427092422326601	0.21543561517933482	-0.13609291818399447	0.043156390960595925	0.0949712725123117	0.09045648813265635	0.16354033335784438	0.08309677113020447	0.1645546136842327	0.12264751922321264	0.1251090044055453	0.159891398037301	0.09231187897361061	0.09140273746154302	0.20184178495127666	0.23087246697607422	0.27646560457445674	0.17681874714294032	-0.061308298021265036	-0.12750245859037626	-0.054975230617474516	-0.1521296796859757	-0.12003141813746714	0.009171815390450524	0.08521810132502884	0.05834585731187474	-0.02317383160351862	0.1127706553131995	0.026884613285427128	0.03340321977331307	0.06426455409451881	0.08336271048407459	0.07263855142335901	-0.006512421851749428	0.148548775362934	0.05299614705378998	0.012418749362120467	0.11302422539479658	0.11536820249053545	0.011478684669370312
ChlorophyllA	-0.1445139476000495	-0.07862947309600572	0.11504761905492632	0.02530515638368672	-0.19852803607910716	-0.18120259229102448	-0.17979149057214083	-0.15011777966577597	-0.2097582417715646	-0.18073823613433113	-0.251956043972047	-0.1855486052526981	-0.10567934630144316	-0.06885545224444099	-0.10207720485291907	-0.2128599605657881	-0.12403268527133246	-0.363315863646632	-0.42626091859568493	0.066979994368864	-0.2763234714179452	-0.11745054945800934	-0.1879289940947766	-0.005125950972430394	-0.11613412229534473	-0.165549732329478	-0.2058495350933789	-0.22620005636826965	-0.2824096928891686	-0.2919898563160944	-0.36932093549823913	-0.16774528037131936	-0.05622316145750171	0.03446153846372729	0.19622428854444407	0.08434150465455392	0.3463375598980191	0.08573457312463395	-0.2722524655005269	-0.2180670611578348	-0.34976387717070784	-0.235270780516493	-0.2025314173135119	-0.05798140321585514	-0.10523753170575434	-0.05551535644195943	-0.07469371654461457	-0.1709010989119537	0.12018258665175853	0.2554725274887539	0.12712538744115415	-0.0061538461542370165	0.08396731474187871	0.11232009017337805	0.009363764441282259	0.0180648069890313	0.013998309383813873	0.18760439561631134	-0.024160045084656537	0.09593237532308387	-0.014422090730699059	-0.06338236123254082	-0.041967878278236184	0.14659227952466727	-0.020769794309575044	-0.06169174415720098	-0.08141110172396487	-0.11832516202498515	-0.15676754016211267	-0.1838129050553492	-0.09176218653724559	-0.02838884192910659	0.08537390814856145	0.003651732882734054	-0.01316427162664622	0.08177176670003737	0.11333446041858194	0.104051845596916	-0.16639278671104749	-0.029231896310676055	0.09338968724177275	0.1216793463024594	0.03776162299479066	0.010157227388641757	-0.0004643561566933426	0.03325781910608533	-0.09224457594274256	-0.2096996337129528
Mean Flux at 150m	-0.09632086640214343	0.12961942827224437	0.24799868729653843	-0.16955191693519187	-0.302042921292679	-0.2418453099710182	-0.2556288751801835	-0.16577784550887278	-0.2134811706800487	-0.0371781197648575	-0.15927284662189425	-0.26982266554438356	-0.21571982795466657	-0.18698062566480825	-0.05195794606482135	-0.1704426915575529	-0.10826427877301033	-0.14687232622113158	-0.20954300919171578	-0.10636552234113551	-0.10347050481846218	-0.14423516451019433	-0.13402641850918837	-0.07775524795714522	-0.17789706866046884	-0.26679872011584216	-0.2360201127695257	-0.2689670530781683	-0.24748297567306626	-0.25260492975164217	-0.0718948885995069	-0.16556687257199781	-0.17793223081661466	-0.013654637303297286	-0.04583973089544694	-0.04573424442700945	0.2595553159498012	-0.147821704437069	0.06428814215329237	0.02626613064093495	-0.1382341565279727	-0.16420726920102574	-0.19584148901355738	-0.08783506605228314	-0.07639564458617314	-0.17055989874470567	0.0942814613456853	0.032384345810309356	0.09635602855828926	0.1287520950873139	-0.22547146592577672	0.05543899952325851	0.05613052192745983	-0.03512699398968409	0.01775688885364411	-0.15962446818335257	0.01795614107180381	0.32021003530135783	-0.044925514835655364	0.09105826369898422	-0.024402536365205965	-0.030755165908885905	0.053352711591939266	0.07665350039790923	0.1503768211169993	-0.030180850691837346	-0.03932301128975313	-0.1452548670384234	-0.2667166750848352	0.09459792075099777	0.11957477233325228	0.1484663439664092	-0.06606969139801443	-0.002273819430763668	-0.001242396183819324	0.03198584137398995	-0.0862996519005819	-0.0668315381145074	-0.10788921577412147	-0.14257082245262506	-0.06693702458294488	-0.10198197354162204	0.001722945651145666	0.0076067464462145394	-0.08141211219631155	0.06541333114995893	-0.025035455175830904	-0.23099192444067201
Si	-0.36135271885522446	-0.08008129756055787	-0.1961597038300582	-0.059420834900549835	-0.194810078977752	-0.19990451270878934	-0.19399390268366956	-0.15793811463332247	-0.1984962085150785	-0.27756395381501114	-0.34726434243253373	-0.2966454087426767	-0.32292841920636367	-0.22698236152422976	-0.16972199328448637	-0.1973226216869861	-0.0953325918401765	-0.11144807278411771	-0.14374304849898698	-0.07010580952177269	-0.018916085874616188	-0.03270039661911935	-0.0603543698774415	-0.08994476140211606	-0.04630333485382643	-0.04402017502462853	-0.0510083511373604	-0.08543712108512488	-0.15267297736365348	-0.08837642264093806	-0.06138392559481344	-0.1674975127966931	0.2499686598980936	0.09638881998545965	-0.0155126840731483	-0.22935087312274346	0.08926728173317182	-0.009788781043406854	0.17816114947558698	0.06662772492215346	0.17294402257615815	-0.03220428945997121	0.0525500174706272	0.09683691677436763	0.13415164342212293	0.09894403857935168	-0.0037981537345535043	0.2001819059590657	0.17288534323475352	0.13001741709588843	0.04640469007988895	0.08450358610823323	0.02191406677183398	0.017102360776655244	0.14974967926458704	0.20889845540044272	0.17234122570536525	0.05509456709335476	-0.007297576276501677	0.042217118897832064	-0.04237715346529921	0.13497848868736984	0.08886186082892172	0.14810132321967548	0.05307813154326877	0.07462411880992832	-0.27143996436660184	0.0023365046850202737	0.03200691349342841	0.16497963560187673	0.021135231876827223	-0.07133807569126968	0.028011383792332093	0.05655621614288799	0.011821220050239558	0.08083879451323568	-0.11601972692809573	-0.12988405495633246	-0.07678991995631698	-0.18977432458811924	-0.07444808078571447	-0.016355532795141917	-0.03312182098011616	-0.007238896935097058	-0.007414934959310914	-0.10552679378783346	-0.0770726476921756	0.017539788594398767
NO2NO3	-0.4183857551506014	-0.18643309228093724	-0.16895893694092895	-0.29266738990898905	-0.24273260219475412	-0.22828429839225195	-0.3302516511116971	-0.2685319679355961	-0.18308873005527257	-0.31587473763585117	-0.3883249360647417	-0.40442620050751493	-0.4047007786869619	-0.22976702056126586	-0.24578041998661604	-0.17203970411432448	-0.21329782135803363	-0.225609906924438	-0.23050289008218386	-0.14364282879591375	-0.11040788595564652	-0.04181276516619212	-0.12984252949690656	-0.14620189742835996	-0.18094702025558582	-0.05615672926050441	-0.04113730284475245	-0.04234544683431934	-0.19700984375323644	-0.15980999200175425	-0.1658836613311223	-0.18358846234186613	0.3721358066045454	0.3658314916044419	0.0003349853789253637	-0.09570147866446416	0.1060146350844942	0.12995236076868535	0.24161232322261028	0.07288952351600578	-0.06171968317610103	0.06218646608116096	0.14054558693175137	0.17604305397066203	0.18411016088281548	0.12557009302471092	-0.029050371385494655	0.21341314419340138	0.14927168147457764	0.13829953742387474	0.17646590436701046	0.1125276295009775	-0.011235739102972035	0.09406499271495991	0.17133678397494012	0.3239583192387714	0.32355194353318983	0.05606886424308137	0.13219291871297303	0.11983140907426822	0.10586087130400387	0.13429069600394827	0.10055602087708745	0.08819451123838264	-0.005804582713509991	0.07360342678256802	-0.056442290567129315	-0.041724900148769076	-0.03744697211298451	0.15359903358266266	-0.040203737034632585	0.011554249791130577	0.07722785875126868	0.07849091837672498	-0.0003349853789253637	-0.007759579351172769	0.025777399486486184	0.02813877182973055	0.0497645492429778	-0.025392990035260358	0.029451255527487303	-0.15593294810796232	-0.09352681948324376	-0.04572275844151768	0.02557970319728433	-0.13105067348647342	-0.003580499459989133	0.003448701933854564
