	NtrC	HypR	PurR	FadP	CcpA	ExuR_UxuR	HutC	FUR	MetR	NifA	SahR_SamR	CblR	AraR	CsoR	LiuR	TrpR	TyrR	LtbR	PhrR	QorR	GguR	NnrR	MetJ	CadR-PbrR	XylR	HcpR	HisR	NarP	SdaR	PhsR	FnrN_FixK	HrcA	PaaR	PhnR	LexA	FabR	NagQ	GlcC	MerR	NiaR	PdxR	Rex	Irr	SoxR	DasR	LiuQ	FixJ	NmlR	CueR	FruR	FadR	AgaR	VanR	BioQ	AcnR	GulR	IscR	ModE	ThiR	MntR	RbkR	AmtR	PsrA	NagR	BirA	Phr	CzrA	ZntR	Zur	ArgR	NagC	NsrR	KdgR	NrtR	NrdR	PhnF	NikR	LldR	PdhR	NorR	TtrR	PrpR	GntR	RbsR	SiaR	NadQ	HexR	RutR
Depth.Max.O2	-0.18663940699336262	-0.06714315345621448	-0.17754692484234724	0.1125825087890385	0.26905101383660707	0.08701980936605702	0.26749477283453155	0.2453241024105184	0.2550880737346516	0.13685698649363523	0.2520851049862021	-0.1233234536311413	0.0011815903904647583	0.04204444440607405	0.03537566351940222	-0.12014180536023134	-0.0452894950881797	0.05731577972088564	-0.05362114830484706	-0.07015188606022718	-0.17004526682678683	-0.102775308548181	0.07746045491441896	0.17524714647261339	0.035476530991758966	0.03200957187046846	-0.037470825016640945	-0.008663074911553813	0.08882966001291523	0.002564915725643012	0.10611834477486178	0.0790973898943799	-0.04988040604430253	-0.11397159797977999	0.004328655527995285	-0.1154442630761885	-0.13647080817089796	-0.139522769691635	-0.17857577306038605	-0.09224186250635492	-0.11440965100258645	-0.010890805086747127	0.010861985808930913	-0.08547509607510796	-0.0779388549261681	-0.09239172275099923	-0.21773828968483874	-0.13523734308036403	-0.1948269638209489	-0.0949364649821709	0.25361252671046147	0.01668059800002444	0.055860406191166855	0.007031903787156122	0.026548318724295986	0.20588203879124847	0.19336006258010366	0.1060261230858499	0.07780628624821352	0.07892159229970098	0.03117957666936151	-0.008204848394276017	0.004475633844857975	0.2145220582805493	0.1438024324473427	0.06982046436534073	0.2568287581147509	0.17386670306521676	0.14070147815431813	0.1313380947918303	0.15322921822102617	0.11898327039201954	0.1486844181094093	0.1766247079522284	0.12704978625277774	0.28442321662377545	-0.025853774128925235	-0.08864233470710985	0.029326497105778976	-0.0197239137374166	0.09373181916945317	0.12215627287958467	-0.03934407807469483	0.01644139799414987	-0.04268999622915723	-0.06077985691439452	0.10574945801881425	-0.1020202434693962
Brunt.Väisälä	-0.41720433278862135	-0.20637721542861645	-0.28783951731234847	0.19090533084893593	0.20525873377939524	0.22933678742134114	0.32650855113244026	0.33992766151581744	0.4609612568793949	0.2387411092595424	0.2871561490493398	-0.001139836907440232	-0.12568904165532396	-0.09001241339317244	-0.14608865206904353	-0.12157281563360771	-0.18356446083614755	-0.30148285790702534	-0.16027655174830543	0.06593435975122654	-0.16872255637392813	-0.12029150014046647	0.05622305607612686	0.007546414373146455	0.12102024832719055	0.05444790023667076	0.046439678404537985	-0.022182774475007796	0.00860616906226536	0.027414812738667877	0.0043831667494540075	0.022284211951548144	-0.013678042889282786	-0.0665109517231401	0.011219518786818023	-0.12085474507599314	-0.025321997433203847	-0.060018953224557796	-0.06624401099540235	0.15002869721045287	-0.01924108765533769	-0.10334343333639613	-0.07139863644801847	0.06305139989165874	-0.06208240504997068	-0.13089972466076502	0.01564539605271007	0.05932490733243962	-0.05004604763627511	-0.1362492168446297	0.343961135911935	0.021515422655663398	0.0362638978631746	0.1567903058440503	0.22390721301915512	0.15506052992830963	0.024096739492887532	0.06483990276750173	0.14358741745014073	0.028317072398421506	0.09221467439700895	-0.10858614922916572	0.1229315439377929	-0.05224030041827949	-0.0014281328933970121	0.0713826200043542	0.10573255284964908	0.15007674654144565	0.15124327752165967	0.10913337772102813	0.18310799219171597	0.08133683974169525	0.16002295805695457	0.17900244379910923	0.21000760932585	0.20559507909634483	0.0672984268699665	0.15656607563275057	0.0693698869172115	0.22299961454484674	0.16264698541061673	0.11296931597861973	0.0760060334087722	0.041899016625718696	-0.02032753641723037	-0.005691176315369028	0.058911149204446095	0.07440171963506827
Depth.Min.O2	-0.17241971300325848	-0.011736901140713013	-0.21126708179591097	-0.005107354591948496	0.22509270498263093	0.14421910411908795	0.1870407673253071	0.13871975648562856	0.40214194164402534	0.23792833114480513	0.30730251570300304	-0.02143086044464663	-0.0428016343646821	-0.0387415020588138	-0.18720672058375698	0.016686886263441808	-0.04646691236596279	-0.08568910662166586	-0.07485922587627367	-0.04334527434925925	-0.19892359288293293	-0.14193009365771048	-0.03290166411922451	0.0021659761490784375	0.19328404335871416	0.22576224054258384	0.16872582237121056	-0.02595451736894387	0.02353961133219063	0.006766887176447167	0.007565179574852562	-0.005756861310364355	0.11246194523055217	-0.052309611568628796	0.044486918316871266	0.07111383250884477	0.05229244399016846	0.03790029071425758	0.020698377097005838	0.0238629340598602	0.05810939182514398	0.007110238745653788	-0.10802984872471004	0.008123125874813323	0.0053076430073190255	-0.060770366486495295	0.06402934513088147	-0.010623869803868216	-0.030303637245561076	-0.04881028682579798	0.16189312614399878	0.12246492094677175	-0.07408668484555878	0.046804541409015965	0.09784375217158026	0.17359283086471441	0.017616796763376408	0.13100579123078646	0.12479112782814661	0.18508366338082935	0.09111120015205376	-0.01967976744169286	0.059082221271229404	0.027044658601174894	0.13676551380422755	0.1637643921961749	0.24852358831790614	0.24789983296718077	0.12861949782480045	0.2807271042464105	0.2940605901839343	0.1366710921226957	0.21622851197094667	0.2694136700410523	0.23041751556841028	0.20293222245342024	0.10624728182791232	0.15961842199800494	0.17442545842004048	0.1519674045308507	0.1087051068108164	0.06962883697202614	-0.03723647768045811	-0.04181449860321306	-0.030320804824021406	0.012987273105240461	0.052446952196311444	-0.029087600437954293
Temperature	-0.38888514819386777	-0.40526440479307724	-0.47842242421975334	0.4269953490691904	0.2849885908801855	0.24029975436102693	0.2257758824923004	0.3766655444581603	0.520517712190925	0.49101110986421276	0.39215700943902043	-0.06856195214404169	-0.3387548473172982	-0.24336213668499607	-0.17579520941657625	-0.08561453384705545	-0.2782403770620581	-0.31858003216997716	-0.24444943203780595	-0.17859324929238518	-0.341493036072769	-0.19350116584994825	-0.2094963777603212	-0.21580568336263545	-0.03228219803239442	0.15743089065948454	0.055569271437299714	-0.09706604820508984	-0.11872716617414182	-0.06181373832591429	-0.0773800172071971	-0.07883639446875897	-0.13938577787752965	-0.22600531178693	-0.08258706467661692	-0.02679584533472986	-0.10881183057145351	0.0080823950423322	-0.13897180762852404	0.0074639334655045575	-0.15260788787890123	-0.16527637501714484	-0.047514308158455844	-0.010187159440890783	0.11439294754298682	0.02326961682814	0.030237284754173994	0.0063367373658025665	-0.08244741206249455	-0.07559944637713688	0.20720707240738662	0.13889200613473984	0.14968017057569297	0.30440529183655657	0.16858314941582814	0.12435317148592875	-0.11537051584184342	-0.038287260439656357	0.0014638586516041348	0.05331986683125725	0.12544545443210015	0.07947979401239418	0.16595468771431066	0.0808513821868103	0.07860197758076784	0.04338458085512288	-0.001892791680694273	0.18849860970835047	0.11217845609047494	0.1557600468833776	0.32132320851880947	0.2564146685120762	0.2822952904649684	0.18306712053766255	0.4527313308145987	0.24459905983865135	0.20144141448147732	0.1741493036072769	0.3144852180201748	0.10546515542587813	-0.04026733500417711	0.1626977892492425	0.0792304143443185	0.14632850783675608	0.14382473596927642	-0.0033591441289791643	-0.018172296412673476	-0.04325989102108505
Salinity	-0.4054489457474532	-0.37458571802640933	-0.4710906619783289	0.24120250875946084	0.2764498310452749	0.34435092706891607	0.2933378221673587	0.19091260489532288	0.3566453447050462	0.2568037007942742	0.11227820795770521	-0.1703836706193344	-0.1149914587463684	-0.046676392473721615	-0.17619920447885884	-0.24111771967231513	-0.15545081609496378	-0.22531203630967966	-0.20461851145276125	-0.09518073791443783	-0.13723612513871744	-0.13121111235800945	0.13840820957867306	-0.10847267422287062	-0.015568772677963565	-0.07243232459257597	-0.1559894761780072	-0.055863539445628996	-0.046960685295327875	0.054267509569944763	-0.06282621977830148	-0.01070586915048816	-0.1916358059327423	-0.2330428060200252	-0.28035511664733975	-0.19308220800758114	-0.29428546490604623	-0.17707203331712365	-0.19397498721929202	0.008576166785122009	-0.14869761468347487	-0.1795009912841806	-0.10881681816481502	-0.015194703175850073	-0.0467063180338907	-0.16266786368907343	-0.0152046783625731	0.07680145637726156	-0.026351949525555182	-0.050092893926358184	0.14987468671679197	0.0026209803114752056	-0.03130462973353782	0.20974076983503534	0.1776156809935286	0.2362847417050088	-0.07773912392922605	-0.10931058990760484	-0.19987531016596216	-0.07066172894923876	-0.06390353994438834	-0.10658736393221861	0.07147969426052694	0.0861980822703525	0.10475691716854325	-0.08362947168917319	0.05087095849075425	0.09355478247858452	-0.020820708487637004	-0.12190925073878726	0.10331550268706592	0.09022805770645519	-0.03763388570929812	-0.012885447449469446	0.09950996895223133	0.1978204217010187	0.1036795970024564	0.06059676554570506	0.041110238282272844	0.1256200201997531	0.22588062195289219	0.06736991733064003	0.12692178206710808	0.10147508073666754	0.1204129727303333	-0.038611454008154716	-0.017568797615930373	-0.06874649309841768
HCO3	0.06773169931064668	0.10931174089068826	0.15877010613852718	0.12069154174417332	-0.020242914979757085	-0.04344020133493818	-0.04234598971441077	-0.3828646460225408	-0.30517562096509465	-0.16380347959295327	-0.3353758616916512	0.288543604333078	0.20647773279352227	0.22639238428712113	0.20166320166320167	0.03490535069482438	0.19925593609804135	0.2714739030528504	0.3747674800306379	0.5231425757741547	0.3727978991136886	0.22092132618448407	0.2574679943100996	0.08808403545245651	-0.22529817266659372	0.2754130648867491	0.3338439654229128	0.4366998577524893	0.155049786628734	0.048911259437575225	0.0589780063464274	0.23711565816828975	-0.07889265784002626	-0.0528504212714739	-0.15067294014662436	-0.09071014334172228	-0.031185031185031187	-0.24433745486377065	-0.10821752927016084	-0.2506838822628296	-0.173213699529489	0.016741437794069374	0.06707517233833023	0.12441186125396651	-0.03402998139840245	0.09880730933362512	-0.06795054163475216	-0.11215669110405953	-0.003829740671845935	-0.14060619323777218	-0.1222234380129117	-0.000984790458474669	-0.12966407703249808	-0.03796914323230113	0.05372579056789583	0.03928219717693402	-0.08874056242477295	0.2425867162709268	0.12091038406827881	0.16664842980632455	0.20757194441404966	0.08567676988729621	-0.07188970346865084	0.031841558157347634	-0.002954371375424007	-0.06488674909727542	-0.025495130758288652	-0.2502461976146187	-0.03796914323230113	-0.10077689025057446	-0.19597330123645912	-0.1281321807637597	-0.06904475325527958	-0.1462960936645147	-0.02418207681365576	-0.026589342378816064	-0.07057664952401795	-0.24740124740124741	-0.27519422256264364	-0.08414487361855782	-0.14016850858956123	-0.038625670204617574	0.11937848779954043	-0.001641317430791115	-0.2172010066746909	-0.19728635518109203	-0.11522048364153627	0.02702702702702703
Latitude	0.27401872095523855	0.1507576787213964	0.24609065710396702	-0.24176391446784273	-0.31890711718015935	-0.22961162808984056	-0.28176695690361797	-0.5275882836302355	-0.5449900185667631	-0.2457764383303926	-0.38611502152802685	-0.05668157543312356	0.10095150931005654	0.19001756881967016	0.10560244591891639	0.10367972628061561	0.20252397476789114	0.22111026460479863	0.036810978704225304	-0.04834230893444939	0.30789200350652185	0.14944843383150289	-0.003241939727355389	-0.20166610764003712	-0.2009828064975022	-0.252038369603769	-0.08037766104030118	-0.07492621469876358	-0.2606594354787441	-0.14726635901501367	-0.27841528998549053	-0.1802069604447347	-0.058397309688831646	0.025020293295812783	-0.13585473117472271	-0.03699053228912499	0.05015779518176841	0.07116307081524106	0.11970987133249288	0.002097285623619909	0.10636305485494976	0.12994941327135537	-0.003957660267163848	-0.06319538048531763	0.049220126460625624	-0.03202288310690042	-0.02891311476842952	0.072996013661092	0.01299269690732429	0.06375399163833886	-0.5046353503605593	-0.21017495252444987	-0.2290181037397555	-0.26025294611292954	-0.38194289447889945	-0.26304350807824545	-0.0898366436448081	-0.14468278243229046	-0.12966761389505446	-0.05704567020250348	-0.16760080250490278	0.14276255659377995	-0.053000726942680064	-0.2174319099141454	-0.0826046242530153	-0.1197273279310248	-0.2147061867433766	-0.15780765072849925	-0.30414382242174093	-0.27448755531581	-0.2605023260919569	-0.31055787548232405	-0.26741763291038495	-0.29621852668825216	-0.2862109081298851	-0.4211678713801094	-0.2582903256779844	-0.18335662957984997	-0.1810598399730082	-0.023217276047445133	-0.08188890371320685	-0.04459163404987824	-0.05969159177998353	-0.1710572090142217	-0.11986698071928009	-0.054038147655433785	-0.1375330584335767	-0.14917910345415336
Oxygen	0.46399468961728624	0.4450993407800769	0.49947926203991944	-0.41031862296282734	-0.2051421442959165	-0.24288706280900935	-0.17242721113349205	-0.38516297381431974	-0.4237033052554477	-0.4365558047976561	-0.28078648599157663	-0.0038397271561984984	0.34980429408533237	0.19286188427028017	0.16026139901117012	0.16293947994872734	0.3190406976744186	0.3357100347921626	0.3136902581944699	0.20054133858267717	0.2694218091924556	0.15846456692913385	0.15921992309100896	0.1438438472807178	0.024543352865775497	-0.07076886101446621	0.003095815784654825	0.11643357443691632	0.08487456509796741	0.017693645852407985	0.08997321919062443	0.06381042849295	0.18490203259476287	0.22669840688518586	0.12692844717084784	0.11466535433070867	0.20236678264054203	0.057464292254165904	0.1847990294817799	0.001917002380516389	0.21064136605017397	0.24076977659769272	0.06889191540010987	0.031112662516022706	-0.0761364676799121	0.02219717084783007	-0.07542116828419704	0.007702343893059879	0.09691448452664347	0.12243064457059147	-0.2969751419154001	-0.11864814136605017	-0.158584737227614	-0.2677451474088995	-0.17319973448086431	-0.19184329793078192	0.134235945797473	0.059902032594762865	0.04795939388390405	0.002809696026368797	-0.058202481230543855	-0.0223459531221388	-0.08848539644753708	-0.008921214063358359	0.01758492034425929	0.02832013367515107	0.05190784654825124	-0.13428744735396447	-0.05682910639077092	-0.05909517487639626	-0.23516755173045228	-0.14093114814136606	-0.16820980589635598	-0.08314067936275407	-0.36999862662516025	-0.22975416590368064	-0.1092805804797656	-0.15856757004211683	-0.2842542574620033	-0.06279756454861747	-0.017115683940670208	-0.12144067020692181	-0.07729811389855337	-0.10881134407617653	-0.12399285845083317	0.05919245559421352	0.06007370444973448	0.0474443783189892
Carbon.total	0.4274985221903203	0.35354826692805197	0.4917630820520096	-0.2766451267781747	-0.45235633816727244	-0.35164956776955	-0.2895108520577172	-0.46896121945834335	-0.600128715619763	-0.3352252376254532	-0.3596637090029816	0.01888797966571129	0.02701860551009395	0.09821399972337018	-0.008905248507207081	0.09989137812106517	0.2342447283919958	0.15027679658793794	0.19182685731417423	0.14410311220753277	0.27214882079546454	0.15102812232857216	0.14630467135450745	0.011479558409225085	-0.03040248345822169	-0.17205359460523503	-0.06622732555621433	0.06468972869166059	0.05953528465707703	0.019685899250725922	0.04442723061672702	-0.05023398847263641	0.2631387361384015	0.24846167515857034	0.07360662565996277	0.06793964933719464	0.0801996546397917	0.09289647723345516	0.2832614526801938	-0.07764281742941635	0.1712207296369351	-0.007181276265131675	-0.1102119146513274	-0.14380025221906007	0.1474753416945654	0.04718791589626669	-0.022394166455337622	-0.07733995744094364	0.1114874211412413	0.21835622745827382	-0.22317286612109935	-0.213621128023114	-0.14102791847842527	-0.2756724802767335	-0.16519847525076628	-0.31702451716435304	-0.034625050605196925	-0.08188285726803424	-0.09230240571760485	-0.14557081830551588	-0.2006738635159058	-0.104964282927983	-0.2676350421211117	-0.1629969161037916	-0.1901553031470268	-0.11458591179253899	-0.20653303944674317	-0.2046576372104314	-0.2312685465821967	-0.27004627356779826	-0.3637639673084582	-0.35010614667444867	-0.35523729378684205	-0.29239384617875547	-0.39345007040933105	-0.3448060968761763	-0.18865265166575837	-0.1767362759654669	-0.22577047294530758	-0.04236545300289359	-0.15142999423635323	-0.0618591526455503	-0.034916262132574524	-0.10457405948129701	-0.08406694372336626	-0.02918521927378331	0.031363481498567776	0.07680995246111641
ChlorophyllA	0.2847021592567697	0.3677481860726634	0.4765052887262756	-0.45081665708666957	-0.41012283210898864	-0.38535191879220315	-0.3525659329494791	-0.3441144454602426	-0.5680576666267918	-0.4599988279144561	-0.3550173381433178	0.21971872432182607	0.13240081846519408	0.24056190296893096	0.14560299455490133	0.12847058999572325	0.12155777697708545	0.14419898527297742	0.12723615909953792	0.10902892683075201	0.24624776649075425	0.17101481441778704	0.06029509132922969	0.1826533780389929	0.003758156283941978	-0.05515536996147626	0.0037032926885559635	0.057591812356573346	0.10933067660537509	0.05865915866681035	0.018561351839004737	0.07322544324179714	0.2534673168835957	0.2486792212862708	0.09432797706709045	0.177172006099972	0.21466379214694195	0.12418624195603359	0.11908143378534398	0.050676505538145275	0.11123843344493421	0.09956745042645482	0.03181340392451746	-0.07448730593567547	0.003915265670729201	0.029489182519982674	0.12341067022125857	-0.0031970513311304683	-0.002409010597404081	0.08922566269619113	-0.18291273321718132	-0.08625554714597554	-0.0297959198941863	-0.10411863504370372	-0.19655631186976696	-0.16474041414545923	-0.05807062191630584	-0.03094306779771205	-0.008271933904336788	-0.13134344735411818	-0.1233982012223072	-0.09642526269071036	-0.2283996413917677	-0.2725074782823329	-0.2358561027646851	-0.15125643867945107	-0.17939896931268612	-0.1596281245753988	-0.19664110106263624	-0.10463734540008059	-0.3222737468970284	-0.2858318505617636	-0.25710826457739483	-0.2426292629950676	-0.33249832603714924	-0.36788534506112847	-0.08400613973514895	-0.15241106798234766	-0.15862312325991865	-0.06561935388146335	-0.027962977048335367	-0.21590071684291753	-0.1579996733123503	-0.09687664045274984	-0.08991644523809685	0.002670859575382786	-0.02560134864694648	-0.02485570250965474
Fluorescence	0.3188550990218976	0.35200930356883725	0.5642747188259801	-0.43993034043682167	-0.44008266581554945	-0.3306515278706806	-0.39099874185473293	-0.4494506766073071	-0.5995937013513779	-0.5184804371788422	-0.4854551233369798	0.1252085319800179	0.20072676781851453	0.28343651913348555	0.24964079039536546	0.24009994888543593	0.08314329277750387	0.26498464296798163	0.19652024389826314	0.137807598401328	0.31096347267011676	0.17888858131052415	0.07492358099461709	0.27205019707358497	0.026671587948390686	-0.10358711620329394	-0.05019707095921173	0.08263944729401973	0.09163543264157686	-0.047352687444891316	-0.013650697401372936	0.04033986135500144	0.08041315329722928	0.15461025940868317	0.021964147878861435	0.04062107743880655	0.09747359571473915	-0.0039692478495408435	0.056521503510620345	0.08491553997231732	0.21187581380770454	0.011828651525052343	0.08356218756900524	-0.08667606983030554	-0.06974451811787302	-0.1253813626981898	0.06663063585657271	-0.05763465050901557	0.0028502421827330186	0.053697625335744056	-0.16287976987307712	-0.1629442152256158	-0.04117765093800416	-0.20935951572449008	-0.171254736368898	-0.12959081595264751	-0.023748112410500087	-0.026179459801731746	-0.05453834425295308	-0.16345977804592515	-0.15004342738105647	-0.1471345985141974	-0.23488573399821622	-0.20679048962556218	-0.2531003340930095	-0.19052682611216679	-0.1320602446885611	-0.21488131070337163	-0.24259867096341256	-0.23026617395487606	-0.4194572236689686	-0.33743000722406624	-0.3245555833873636	-0.28033142487480417	-0.4183850873494616	-0.3752623584984721	-0.2487824954729186	-0.26762690242206716	-0.2661300126426462	-0.06400595240772504	-0.01941269778517134	-0.22546499519074512	-0.1214560548617435	-0.03978035852159753	-0.13432169069582717	-0.04948817208128635	-0.1117628879730862	-0.08354168222956111
CO3	-0.16449925585991465	-0.06224081379213688	-0.01079370583928642	-0.008727440866036142	-0.2522504948987184	-0.04789255422264369	-0.08693484763328882	-0.16369731385980704	-0.18581212883574794	-0.08496972849788995	-0.25071163322283624	0.19105726299861403	-0.1629748435894398	-0.04412848411403043	-0.30772898696021805	-0.08237606022727159	-0.14770182207387655	-0.24417327727601282	-0.16564075888709487	-0.1321398124501664	0.10569740055472579	0.12117271374599185	0.21366335775840467	0.0969555102832823	-0.024744606760077635	-0.16056901758911693	-0.2594101752780577	-0.06510179606279112	0.027887352436175086	0.04370222665451376	0.05630210816971825	-0.12496568266541981	0.013531868163978222	-0.027981273571322827	-0.1682416518604169	-0.19245885532312645	-0.3332538616122923	-0.0026659152976550794	-0.05026225670944821	-0.026991489300919724	-0.15899403239971635	-0.31835652463732	-0.09622581531021139	-0.09289522736381846	-0.06734145390092953	-0.09863164131053427	0.23625500311278796	0.07143063563120805	-0.033696013409927617	0.05351337292610074	0.08974525698501734	-0.0858150187142196	0.09309751903952129	0.10280029477055319	0.12214082390828394	0.14772349618198757	-0.18237317034879993	-0.2775875272804972	-0.25357261549349047	-0.37748349156417416	-0.3810669441051956	-0.2654861502518461	-0.3629329403189781	-0.3340052306934742	-0.31545941885314743	-0.3665380669681106	-0.161515453643298	-0.14409669542474407	-0.19286343867453212	-0.302924559662276	-0.35755053680474225	-0.3411576863701098	-0.3780325689696532	-0.351293944263362	-0.2561951825749235	-0.0759316254155959	-0.11357955120443226	0.0658603898466767	-0.026225670814330457	0.11271981158269526	0.16914473969837596	-0.005180111838533041	-0.0031427456760974516	0.016522895083298555	0.02281561113819713	-0.19398326759360132	-0.031600849625862654	0.024390596327597693
Mean Flux at 150m	0.02626613064093495	-0.0862996519005819	-0.013654637303297286	-0.1382341565279727	-0.24748297567306626	-0.09632086640214343	-0.21571982795466657	-0.2360201127695257	-0.26982266554438356	-0.20954300919171578	-0.302042921292679	0.2595553159498012	-0.04573424442700945	-0.17793223081661466	-0.08783506605228314	0.1484663439664092	-0.23099192444067201	-0.16420726920102574	-0.14257082245262506	-0.03932301128975313	-0.03512699398968409	0.05543899952325851	-0.04583973089544694	-0.22547146592577672	-0.0668315381145074	-0.17055989874470567	0.09459792075099777	0.01775688885364411	0.01795614107180381	-0.024402536365205965	-0.044925514835655364	-0.06693702458294488	0.07665350039790923	-0.030755165908885905	-0.1452548670384234	-0.06606969139801443	-0.002273819430763668	-0.08141211219631155	0.06428814215329237	-0.07639564458617314	-0.10788921577412147	-0.16556687257199781	-0.10636552234113551	-0.2667166750848352	0.11957477233325228	-0.16955191693519187	0.1287520950873139	0.001722945651145666	0.0942814613456853	0.1503768211169993	-0.15962446818335257	-0.001242396183819324	0.09105826369898422	0.32021003530135783	0.09635602855828926	-0.147821704437069	-0.1704426915575529	-0.26679872011584216	-0.17789706866046884	-0.16577784550887278	-0.07775524795714522	-0.14687232622113158	-0.0718948885995069	-0.25260492975164217	-0.15927284662189425	-0.2556288751801835	-0.18698062566480825	-0.19584148901355738	-0.2689670530781683	-0.14423516451019433	-0.2134811706800487	-0.0371781197648575	-0.13402641850918837	-0.2418453099710182	-0.10347050481846218	-0.10826427877301033	-0.10198197354162204	0.06541333114995893	0.03198584137398995	0.05613052192745983	-0.025035455175830904	-0.05195794606482135	0.032384345810309356	0.053352711591939266	0.24799868729653843	0.12961942827224437	-0.030180850691837346	0.0076067464462145394
NPP 8d VGPM (mgC/m2/day)	0.11340148819912395	0.026884613285427128	0.04202460254761383	-0.29919414237614633	-0.22322207207520617	-0.013872138854201299	0.015084327536958077	-0.22092757206855942	-0.1448256244087525	-0.2674112972706	-0.22044517044991133	0.18010278893142934	0.13956868369271544	0.03676766183157678	-0.12920941816405418	0.009171815390450524	0.011478684669370312	-0.09599173747483654	0.08336271048407459	-0.061308298021265036	0.09045648813265635	0.043156390960595925	0.27177765038297896	-0.13609291818399447	0.03340321977331307	-0.02596928713722303	-0.1521296796859757	0.16354033335784438	0.1645546136842327	0.09231187897361061	0.1251090044055453	0.07263855142335901	0.23087246697607422	0.09140273746154302	-0.12750245859037626	0.08521810132502884	0.05834585731187474	0.012418749362120467	0.039600225182100275	0.12860332382267578	0.06426455409451881	-0.12434829416075403	-0.18957765149256905	-0.054975230617474516	-0.12003141813746714	-0.11238102323659911	0.21543561517933482	0.148548775362934	0.16173441960598223	0.27646560457445674	0.08309677113020447	-0.02317383160351862	0.159891398037301	0.12264751922321264	0.3427092422326601	0.1519070327850612	-0.1312689019975134	-0.21191037258152176	-0.20881805451326466	-0.2639293471257425	-0.14905591552612818	-0.4621654892094314	-0.20223760166401358	-0.09496508787617518	-0.20943033349077958	-0.37224087978451526	-0.01778701352861477	-0.056379143020463235	-0.16811077946272834	-0.16301463928624066	-0.2516404751224888	-0.12537494375941538	-0.20716675666481538	-0.23504091173208477	-0.3224916667023952	-0.08202682907858752	-0.006512421851749428	0.11302422539479658	0.1127706553131995	0.0949712725123117	0.11536820249053545	-0.08012814578467767	0.16389285761762568	0.20184178495127666	0.03519676425290218	-0.00273979380847578	0.17681874714294032	0.05299614705378998
NO3	0.01281380011585795	0.10016900887911546	0.3281099103420716	-0.13862743753249113	-0.10961120444621611	-0.14063677761710405	-0.4524931700713532	-0.10287650950160239	-0.3197660404991874	-0.36715581554560955	-0.399705422085759	0.5610486195578575	0.04219614177687176	0.10656313770769309	0.020527622644075427	-0.09284683738433949	-0.19596174316716716	-0.052787747985594206	-0.13060710549984117	0.08030549016131042	0.06251091059842463	0.09266804017342055	-0.11637995600243344	0.14901470407159192	0.15111769983811477	0.15765656926600774	0.19970797044356417	-0.04962899725935946	0.09560542292423184	0.11914705569522667	0.07696794222415672	-0.03489099858789759	0.11988778699760518	0.17116001576683879	-0.05918187681417183	0.09971775877536765	-0.06970536979968707	-0.17998919232507446	0.027773166762743277	-0.0898839121748255	-0.21493127583037747	0.05011430397471089	0.19598728562586987	0.03916510334415054	0.1203560654071548	-0.021455665310273774	0.02343946293618401	-0.13177354444726477	-0.1314244641783278	0.03544441852645624	0.18929516144576067	0.14517482111328497	-0.044827015023250566	0.06198303311856868	0.039446070389880315	0.012388092470812835	-0.1753489789940827	-0.12617974599137197	-0.06529503859701968	-0.17224131318525338	-0.08544803851345541	-0.05190227608390037	-0.38178313022935967	-0.1946250211617255	-0.20148742839985273	-0.23677859217409275	-0.2274045098301993	-0.21671924793956693	-0.1705214542992711	0.028667152817338018	-0.1864684626826611	-0.1901721191945536	-0.0914164596969879	-0.19236877064298638	-0.11603087573349644	0.005065920976036864	-0.184646433961868	-0.08561832157147345	-0.2140628322344854	-0.14540470324160934	-0.04645321822732291	-0.1363371304021484	-0.16543850501743243	-0.07332388478257054	0.06115716028718116	-0.093238488417781	-0.15551951688788127	-0.044827015023250566
NO2	-0.081446354580528	0.19224320458381647	0.14499788315777343	-0.23853670959741913	-0.30418833132666817	-0.24225929407169655	-0.22508256443651845	-0.015510204101652639	-0.2653264462735429	-0.2563807268954113	-0.16085358645540088	0.25810822287528523	0.10721991715084356	0.1612194091334918	-0.08848505388675953	-0.02729782372902787	-0.13522228825989846	-0.07981370151719615	-0.0461444661447508	0.0020763824228681085	0.0958828013770433	0.060895926914066645	0.012014565177672399	0.14411042443870092	0.13204166330871875	0.027792361793854532	0.03271064446596627	0.16523329685143426	0.055090185522882404	0.0076992124750068685	0.03880768910081553	0.0947108139083445	0.08040308249856491	0.10959099006439604	-0.11463460087622412	0.022027267366902623	0.046632229715538744	-0.0020797696698874693	-0.021553052784192128	0.17257684838940823	0.07238546880373814	-0.051804555914102525	-0.10562452380472467	-0.1986959101556986	-0.09962232208641751	-0.05988314005527779	0.20436277441908904	0.05387077659591255	0.004955542389324702	-0.023111186413098048	0.2082005252920247	0.05174358546775403	0.06256583969461146	0.011188076904948389	0.09288508776490909	0.16211025509958368	-0.05505970029970816	-0.029137098860540733	-0.18602421905627023	-0.16177830489168635	-0.11816072502337861	-0.29380641921232764	-0.18844948792213248	-0.20532813981960685	-0.2627690747739256	-0.2367482431711967	-0.017461258384804404	-0.12488102310979024	-0.11318824639895711	-0.07755779500230192	-0.16731984101536043	-0.17677703469341552	-0.13392158540446394	-0.17331865548664824	-0.19977644195487465	-0.12811923126029906	-0.154600728457661	-0.08033533755817769	-0.09621136433792128	0.016312981645241125	0.11328647656251857	-0.09755271415758812	-0.007553560853174358	-0.027074265425750064	0.00712338048171555	-0.1659717167016549	-0.04100939966339998	-0.018589211642251514
