	Latitude	Longitude	Temperature	Oxygen	ChlorophyllA	Salinity	Carbon.total	NO2	NO2NO3	NO3	PO4	Ammonium.5m	Iron.5m	Alkalinity.total	CO3	HCO3	Lyapunov	Si	Nitracline	Brunt.Väisälä	Okubo.Weiss	Residence.time	Gradient.Surface.temp(SST)	Fluorescence	Density	Depth.Min.O2	Depth.Max.O2	Mean Flux at 150m	FluxAttenuation	NPP 8d VGPM (mgC/m2/day)
AcnR	0.034637757800105765	-0.1588048651507139	-0.022739291380222106	0.00015380356209049803	0.28741406663141195	-0.13939714436805922	0.14726263624407698	0.2417059078241335	0.2107150482176159	0.3878738807538398	0.22790600168045544	0.09513484928609202	-0.1518244315177155	0.21431321324737923	0.3542736333434008	-0.02857142857142857	0.014693877551020407	0.1204644412191582	-0.05371494660612339	-0.04273436504366333	-0.06814728229105786	-0.08051855139918579	0.24395665462628507	0.34191635207289306	-0.0820783550986385	-0.15765350075134862	-0.34753364929731095	0.21339366515837105	-0.2588931204926667	0.15232008891358711
AgaR	-0.14896879957694342	-0.0925965097831835	0.34918032786885245	-0.3553785105663047	-0.1873611845584347	-0.1593865679534638	-0.30635815355124435	-0.14663275255967734	-0.003415154752311441	-0.02631712134551105	0.10326097316480244	-0.10549973558963512	-0.23934426229508196	-0.08695652817577686	-0.3047417698580489	0.08571428571428572	-0.2727551020408163	-0.003386550556361877	-0.07973402730876658	-0.023614967811875838	0.027469316189362946	0.14518114190745499	-0.1738260627952209	-0.3761403964130802	-0.35459849958321754	0.05970837950407175	0.17030978103221778	-0.08497737556561086	-0.25143829511384813	-0.3019727702139483
AmtR	0.2178741406663141	0.2760444209413009	-0.1162876784769963	0.03638992279061183	-0.07033315705975675	0.14812268640930726	0.1520444169476546	-0.04690516199005427	-0.04081109929012172	0.13563439462686463	-0.11465817913611139	-0.06610259122157588	0.3749338974087784	0.09311274255990265	0.24267592872244034	0.7142857142857143	0.055	0.019916142557651992	-0.18224920527718075	-0.12619331063636227	-0.1374634716540035	0.1036693554083192	0.23578771881078078	-0.036330637978551	0.21317032509030287	-0.18072474476374112	0.05453757597590954	-0.05122171945701357	-0.22259136212624583	0.07135315365379272
AraR	-0.05737704918032787	-0.2471179270227393	-0.12427287149656266	0.09668091913008706	-0.21121099947117927	0.15430988894764675	-0.21842201688375754	-0.21843373129829888	-0.27346851679133866	-0.3944531610902175	-0.21498408588020884	-0.2464304600740349	-0.04833421470121629	-0.26587150871443277	-0.2567200241618846	0.14285714285714285	-0.09510204081632653	-0.32930172552814063	0.3144261352466081	0.12484463946233576	-0.09760374050263004	-0.01808570539120173	-0.08396776882467352	-0.06779990602241633	0.14059460961378162	0.09785283627122732	0.11617526843759694	-0.3065158371040724	0.2770439996758772	-0.2001111419838844
ArgR	-0.16356425171866737	-0.014965626652564781	0.18683236382866208	-0.12756467439785907	-0.3216287678476996	-0.109941829719725	-0.22895814385774213	-0.17979109399726187	-0.0641622199090512	-0.18958449338516228	0.035449503522800394	-0.1044420941300899	-0.12152300370174511	0.05463640265911643	-0.3825128360012081	0.02857142857142857	-0.25826530612244897	-0.09716174810514433	0.013067360530660802	-0.01279915388683976	0.17130333138515488	0.06620414226155276	-0.20605723812170046	-0.2969000664777036	-0.1550430675187552	0.2105327920277522	0.2786098110969432	-0.4155656108597285	0.29276395753990764	-0.3270908585718255
BioQ	0.02622950819672131	0.23585404547858277	0.0192490745637229	0.058599157156479745	-0.09545214172395558	0.03976731887890005	0.12157069585366839	-0.17304396684946174	-0.24273212402053568	-0.19302596309957526	-0.3009014847408455	-0.169169751454257	0.16721311475409836	0.04694113467895918	0.16943521594684385	-0.2	0.009285714285714286	-0.029753265602322207	-0.015611448421585914	-0.0799947117927485	-0.004675628287551139	0.23869277237003075	0.053903862183939985	-0.09123170910760132	-0.0585718255070853	-0.0724437061989124	-0.05193316643527486	0.13475113122171944	-0.030224455068470952	0.11547652125590442
BirA	-0.13934426229508196	-0.24542570068746694	0.0689053410893707	-0.056384385862376575	-0.135695399259651	-0.06277102062400847	-0.17433237785416048	-0.10178420151841776	-0.07688367136141132	-0.30679690307016916	0.011130381751244854	-0.047540983606557376	-0.20909571655208883	-0.1412081674358854	-0.2523406825732407	-0.08571428571428572	-0.16214285714285714	-0.11151427189163038	0.0603642672301322	-0.005659130024346506	-0.047048509643483345	0.03383155544259806	-0.25095859961100303	-0.13138662476810506	-0.06629619338705196	0.1661129568892259	0.13105760866979513	-0.20289592760180997	0.32566242605947654	-0.17821617115865518
CadR-PbrR	0.28852459016393445	0.13987308302485457	-0.4117398202009519	0.30671506352087113	-0.052617662612374404	0.27392913802221047	-0.10341613860618724	-0.06122927684394007	-0.16303094998846743	0.022470772841167126	-0.2959842955425216	-0.2797990481226864	0.24198836594394502	-0.48364759255288275	-0.061461794019933555	0.3142857142857143	0.11571428571428571	-0.08901790033865506	-0.00855738654220265	0.1274097591462685	-0.09123319696084162	0.2247912788805987	0.2510697415948875	0.05065547471942482	0.44351208669074743	-0.10151347365452693	0.156357587064532	0.061447963800904976	-0.029576209383356294	0.07607668796888024
CblR	0.23865679534637757	-0.3093601269169751	0.013008989952406135	-0.08954443384908795	0.05711263881544157	0.1476467477525119	-0.09993111199171542	0.048528802212786916	-0.03846318039790761	-0.04322081082512776	-0.003926127809514453	-0.02141723955579059	-0.09888947646747752	-0.050404005270029945	-0.041679250981576564	0.02857142857142857	-0.20877551020408164	0.009272697951943234	-0.0022549869942290763	-0.07174401755164518	-0.335885447106955	0.2394910759565526	0.245012503473187	0.08860656934287105	0.05029174770769658	-0.31100036928705066	-0.036771782323722975	0.01927601809954751	0.2292358803986711	0.03339816615726591
CcpA	-0.16816499206768906	0.08001057641459546	0.11094658910629297	-0.029068873235104126	-0.19566367001586463	-0.1849286092014807	-0.20051060102798374	-0.37101983134132926	-0.2133191037162534	-0.22936383449587705	0.09571365951156106	0.0313590692755156	0.0011634056054997356	-0.21508274004539496	-0.2395046813651465	0.3142857142857143	-0.11153061224489796	-0.1676342525399129	-0.14813529946704856	-0.2851778419745454	0.028404441846873175	-0.044126918937741816	-0.13826062795220895	-0.13702581389234045	-0.13731592108919144	-0.06696813095330459	0.06774565293198541	-0.16117647058823528	0.18904464792156228	-0.18305084745762712
