	Latitude	Longitude	Temperature	Oxygen	ChlorophyllA	Salinity	Carbon.total	NO2	NO2NO3	NO3	PO4	Ammonium.5m	Iron.5m	Alkalinity.total	CO3	HCO3	Lyapunov	Si	Nitracline	Brunt.Väisälä	Okubo.Weiss	Residence.time	PAR.PC	Gradient.Surface.temp(SST)	Fluorescence	Density	Depth.Min.O2	Depth.Max.O2	Mean Flux at 150m	FluxAttenuation	NPP 8d VGPM (mgC/m2/day)
AcnR	0.3579194828092859	-0.06296964862936065	-0.46589144032576296	0.43377871542428503	0.43014566978716257	-0.27458964778976536	0.39683223437191273	0.34845264792646297	0.2573057103868389	0.07685199933848054	0.23226144840139568	-0.08500902564963687	-0.09867343940220813	0.14522803626202915	0.25201636469900646	-0.003896103896103896	-0.1958128078817734	0.1401641367394792	-0.06309812726977519	-0.1861049901717238	-0.08752931013204986	-0.24513109512104306	-0.05714285714285714	0.24333561175666438	0.5152173516243875	0.12153764107922203	-0.3230619565340623	-0.3719875885133325	0.36597285067873303	-0.13637468600599628	0.40850236176715754
AgaR	-0.3750892070022249	-0.11871877754922128	0.32080936988371606	-0.34064697609001404	-0.2365559800176315	0.3446328869484908	-0.32019451275593797	0.05900605046708159	-0.12272789398129985	-0.14468929158156127	-0.14931313490150827	0.1685067797321691	-0.028063473405818395	-0.17249640779773107	0.06545879602571596	-0.15844155844155844	0.12937516204303864	-0.07975441194619277	0.037089610369026055	0.403613904812385	0.03362951993088979	0.24607771922196026	-0.39398496240601505	-0.23644565960355435	-0.2837407725269956	-0.06592222548731512	0.16229869434122413	0.0851855598671563	-0.09004524886877828	-0.1715420144234665	0.08241178105029175
AmtR	-0.16827589102052812	-0.058561773225305404	0.39011796314176567	-0.45836849507735583	-0.510369002140968	0.455942235842324	-0.2833483855395556	-0.25895125159800564	-0.28148791300021175	-0.15749795813797468	-0.3275972448360812	-0.031820662440703584	0.2141387851055791	-0.10245241190410694	-0.024547048509643482	0.10519480519480519	0.0442701581540057	-0.23235221522892754	0.13153074788274982	0.24291507051951736	0.02850796001480933	-0.07299028655778093	0.06315789473684211	-0.11185235816814765	-0.40158472240715903	0.027219991075412762	0.04128085516500262	0.09800537756755855	-0.1453393665158371	0.11190341139291791	-0.24745762711864408
AraR	-0.5434910373200118	-0.027643675748289326	0.5488224675706309	-0.5845757149554618	-0.6258553377272155	0.4377859871541917	-0.6262174381209596	-0.28470715565479654	-0.34806936314780285	-0.24161360635907955	-0.1955155152124926	0.03803366777213383	0.0703580874018723	-0.387855559351262	-0.16580946814728229	-0.08571428571428572	0.07032667876588022	-0.07666913488831296	0.11360410287105388	0.3618254590459203	-0.029988893002591634	0.18289891305133296	0.0481203007518797	-0.39278195488721807	-0.6537284185151395	-0.16476747096788236	0.24735694701936836	0.3003787359525063	-0.1952941176470588	-0.1366988088485536	-0.2081689358155043
ArgR	-0.5323873892783678	-0.0644809201964653	0.42177070651945764	-0.4471870604781997	-0.5655514042231644	0.3753410855967424	-0.5080097268249638	-0.19236209424358827	-0.13023659652148942	-0.11518071799589996	-0.17521423558335894	0.09560891650224591	-0.02525082910037362	-0.06969551830211357	-0.1206312098188194	-0.15194805194805194	0.03856624319419238	-0.05865111687029495	0.0635789185152996	0.3248374052000106	0.08604837714426755	0.15669413058711898	-0.13233082706766916	-0.23945317840054683	-0.6070752621537816	-0.0626788998813683	0.29526008587779135	0.4036705143614669	-0.4960180995475113	-0.12454420225265375	-0.2764101139205335
BioQ	0.08771672054069939	0.10950421896645816	-0.25460727929138155	0.3014533520862635	0.24998950505856177	-0.08832542714411654	0.14521708961750687	0.03156172026740735	-0.022928072424647398	0.2752404094451573	0.046819440482082614	0.01454598883338231	0.08801057890096974	-0.31615629489796265	0.12530683810637055	0.006493506493506494	0.17416385792066372	-0.052696532148586946	-0.19108017786413053	-0.15761831067945023	-0.08151301986918426	0.029902184834855326	0.07969924812030076	0.1178673957621326	0.2862237477155468	0.18427095917545522	-0.0743219484955371	-0.12430729137354989	0.3631674208144796	0.036382789077060204	0.3450958599611003
BirA	-0.32830275807061	-0.06989630997859032	0.22690063389446286	-0.23860759493670886	-0.36770076822971326	0.32032660257755763	-0.4843070522279999	-0.20729133592803062	-0.30518775784869023	-0.3512168796772501	-0.22207995557827392	0.05331430250619201	0.044372612400822804	-0.10297512829137279	-0.3555230859146698	-0.3142857142857143	-0.014259787399533316	-0.11375416512402814	-0.04878886401012008	0.22445369932391324	0.149512526224855	0.09217891392107916	-0.15789473684210525	-0.26818865345181137	-0.3431739482411908	-0.010132671607840576	0.1412831993636972	0.38727912383309276	-0.29945701357466065	-0.03378980633660157	-0.16510141706029452
CadR-PbrR	-0.24241215734016205	-0.03650140632215272	0.17738550018890895	-0.14118612283169246	-0.13916292347088705	0.05144620293018765	-0.27629037927035416	-0.028658812162099114	0.09467075065660861	0.09582179664354853	0.05612162256138931	0.1126107216321733	-0.008710801393728223	-0.12005053027539062	-0.2293395675043834	0.2935064935064935	-0.013481980814104226	0.0625694187338023	-0.24973670981810878	0.055808638042371635	0.050968776996174255	0.10763672865135074	-0.17593984962406015	0.08240601503759398	-0.08614950188512674	-0.08146406765272472	0.07431022763944255	-0.0011944664093548223	-0.07285067873303168	0.1178996839802285	0.021228118921922758
CblR	0.2842030141471811	-0.034066579908484114	-0.3053818059695227	0.24233473980309422	0.2795222702657319	-0.1676461945342345	0.2777631128619592	0.10521560806178404	0.23432940218570208	0.15127197338143955	0.1635826513581562	-0.08555476260442467	-0.06813315981696823	0.11508472459636503	0.059497369959088255	0.19220779220779222	-0.03953850142597874	0.18258669628532642	-0.10229406119062248	-0.18713908820449643	0.019807478711588302	-0.13626932351556417	0.27518796992481204	0.14786056049213944	0.24205356654274027	0.16522458397274736	-0.13488361193607332	-0.014972222517259458	0.018190045248868778	-0.027469410906733653	0.2117810502917477
CcpA	-0.23114059023550648	-0.18173040594433484	0.0928592418454305	-0.05379746835443038	-0.14856639099953822	-0.06697871625876328	-0.10534213293914439	-0.1827499138336646	-0.0059651576925274785	0.04102015998446325	0.1053321712064778	-0.09800176315016162	-0.22740439108349775	-0.16500413958025387	-0.17247223845704265	0.2519480519480519	-0.24112004148301788	-0.10135135135135136	0.02284903157301729	-0.061643127995699355	0.028477107244230533	0.038109972627513936	-0.12180451127819548	0.09301435406698565	-0.005099836294132256	-0.1008587194305678	0.17611758367669772	0.09055474550920668	-0.06515837104072399	0.2763957539907625	-0.2341205890525146
