	MetJ	NorR	SdaR	CadR-PbrR	PhsR	FnrN_FixK	HcpR	RutR	AmtR	DasR	BioQ	LtbR	LexA	PrpR	GlcC	PhnR	QorR	MerR	NifA	FruR	CueR	FadP	CsoR	NmlR	ZntR	PaaR	PdxR	FixJ	RbsR	NnrR	GntR	NtrC	AcnR	FadR	LiuR	PurR	FabR	HrcA	TyrR	GguR	PhnF	NadQ	SiaR	AgaR	PhrR	IscR	KdgR	BirA	FUR	Zur	ArgR	MntR	NsrR	Phr	NrtR	SahR_SamR	MetR	RbkR	NagC	ThiR	HutC	TrpR	ModE	GulR	Irr	AraR	Rex	HexR	CzrA	XylR	HypR	CcpA	HisR	PsrA	CblR	LiuQ	SoxR	NagQ	NikR	ExuR_UxuR	TtrR	NagR	PdhR	NrdR	VanR	NarP	LldR	NiaR
Carbon.total	0.17512356738900794	0.21382374622050768	0.07500788736838908	0.11131559590527844	0.07126143663232339	0.18161741533152184	-0.05284467354029515	0.07913555589865094	0.12981123164438174	0.0481123147157911	0.26200178814219466	0.21391576430876194	-0.18862393548002365	-0.15319697150213923	-0.08723314766502453	-0.15381480723756058	0.0072431380897270215	0.1653565045928788	0.11121043237584502	0.2714665057912028	0.1617152173862465	0.15616784120863342	0.03814807030197426	0.1355557894396825	0.26035860799479743	0.1572589128265052	0.05264749192260748	0.14264118223525937	0.14582237900062042	0.22723209622326915	0.32588863227299925	0.2355268696073304	0.3038437274155179	0.20128299533557198	0.2548769590230803	0.10492691149219797	0.05632821545277729	0.14094542032314542	0.0016300347062180593	-0.08891576413595931	-0.20907824195482447	-0.021729414269181065	-0.0472841519215029	-0.14563834282411192	-0.23200389137131072	-0.19159480518651786	-0.3715821858118216	-0.26499894873104723	-0.2958512991785778	-0.2828110215288333	-0.22206593783985223	-0.2721369232913408	-0.2332527082833326	-0.24233620813814455	-0.29478651844306436	-0.30217425638576234	-0.2776974449101331	-0.2796429702046514	-0.34660584757138363	-0.4001472294941752	-0.005350194559925405	0.056854033099944405	-0.06028499324770984	-0.046942370450844276	-0.015721947650296764	-0.18393101297905715	-0.16389736062199003	0.06309811766005391	-0.10078609752075694	-0.06495162486631799	-0.11642917252397864	-0.15179040929596718	-0.0572746872176781	-0.19231780445137264	-0.19064833342161705	-0.18600799268536725	-0.0910584710481653	-0.12024135046594023	-0.12081974987782405	-0.17370385974165675	-0.10303396796239636	0.025291828828738275	0.10562361987469442	-0.00775581029571496	0.10775318134572123	0.0075849195603856475	-0.07609895898626085	-0.17032548135860803
NPP 8d VGPM (mgC/m2/day)	0.23410084703933462	0.39401079898504515	0.11110080355634067	0.07754915251575126	0.15366346944783124	0.16270540747941495	-0.06728884116527424	0.032617770983975766	-0.01018609571683885	0.10242375905681128	0.2757543714187576	0.23502854245981175	-0.22908510713262162	-0.09379619164637401	-0.09659164718007841	-0.12176930089182762	0.15597033872675103	0.13080505428727485	0.12676030225399457	0.35464558997613244	0.18591634689975267	0.29676358037449624	-0.0039148746744134735	-0.0322405081796484	0.19473563803042188	0.004700323463750774	0.14403399098327865	0.11007415395767932	0.20270763401038866	0.413133693919147	0.38323716283523745	0.4323864662121156	0.3224174510687571	0.38020669112834554	0.31913959391640456	0.09713589516009166	0.1518575556959691	0.21131664751241638	-0.04932247318870056	-0.06214940853583096	-0.28062786469433076	-0.09166867681541313	-0.23001898718923527	-0.3204692906857551	-0.21630146423844682	-0.3814065105388293	-0.42614616835037283	-0.22154603568221085	-0.38175285016247407	-0.3970907477810292	-0.3053354860597049	-0.35659993499527093	-0.29509991325377394	-0.3195106720845954	-0.3753084593082263	-0.33424247536177215	-0.42337545136121446	-0.4041041251598363	-0.4144015443271324	-0.4434940727132951	-0.09495271860390216	-0.07430840318021784	-0.1041307186304892	-0.24014942118084548	-0.12219604078524711	-0.21469964347908965	-0.2584064670558353	-0.11251090059546591	-0.10670971189941561	-0.1399397618609063	0.002146068739370419	-0.29838395504226295	-0.10426678062549251	-0.11100803401429296	-0.26953881210156083	-0.16127057189574368	-0.19695592240343046	-0.05791293278231875	0.01570897578674601	-0.023792295217170037	-0.06628074547502243	0.024689067456964593	0.08256489242246426	-0.03216010790987372	0.11815747338810334	-0.14984136431546546	-0.16805511773749973	-0.15400980907147602
HCO3	0.21775025799793601	-0.15995872033023736	0.27966976264189886	0.25077399380804954	0.4984520123839009	0.18885448916408668	0.12487100103199174	0.25077399380804954	-0.11867905056759546	-0.2549019607843137	0.015479876160990712	0.21155830753353974	-0.1826625386996904	-0.15583075335397317	-0.3023735810113519	-0.013415892672858616	-0.11042311661506708	-0.30856553147574817	-0.43034055727554177	-0.41382868937048506	-0.16202270381836945	-0.16821465428276575	-0.12280701754385964	-0.1021671826625387	-0.12280701754385964	0.07739938080495357	-0.08152734778121776	0.058823529411764705	-0.07946336429308566	0.14138286893704852	0.15170278637770898	0.2260061919504644	0.1042311661506708	0.08359133126934984	0.11042311661506708	0.30030959752321984	0.4613003095975232	0.34365325077399383	0.6243550051599587	0.19298245614035087	-0.09597523219814241	-0.19091847265221878	-0.12280701754385964	-0.05263157894736842	-0.15583075335397317	-0.09803921568627451	-0.1393188854489164	0.14551083591331268	0.009287925696594427	0.04643962848297214	0.054695562435500514	0.09803921568627451	0.04024767801857585	0.18472652218782248	0.15789473684210525	0.18885448916408668	0.02786377708978328	-0.04231166150670795	0.1475748194014448	0.023735810113519093	0.04437564499484004	0.2301341589267286	0.21568627450980393	0.42208462332301344	0.18885448916408668	-0.0196078431372549	0.11661506707946337	0.04437564499484004	0.12487100103199174	0.29411764705882354	0.33126934984520123	0.26109391124871	0.39525283797729616	0.17234262125902994	0.005159958720330237	-0.29205366357069146	-0.1475748194014448	-0.45923632610939114	-0.2260061919504644	-0.02786377708978328	-0.28586171310629516	-0.37048503611971106	0.04024767801857585	-0.36016511867905054	-0.13725490196078433	0.19917440660474717	-0.20536635706914344	-0.02786377708978328
NO2	0.10269282624747074	0.26528135410439413	0.018480334049625367	-0.036576550301452515	0.09678168013690928	0.1354388685097688	-0.04597676640868112	0.13374234823616002	0.004572068787681564	0.02471691329443254	0.01064326398065895	0.008749349838737182	-0.20423329910154683	0.12005281672018464	-0.0659722317718439	-0.07823732645431755	-0.05488616532983423	0.057489630403799924	0.023873988127042008	0.16281259657230568	0.0977899893561296	0.06747135817713973	-0.030281286393092834	0.021654640850874526	0.06369419983212392	-0.028296677771135374	0.024076716964768843	0.08622377566687216	0.07542046260379728	0.0829000897220348	0.1489310061574312	0.12403270390292728	0.30117502832087206	0.3141976886601144	0.20234471992903894	0.07452418774226811	0.08692265666008836	0.07712231784681994	-0.2197420551876499	-0.23073209218021	-0.17232484703722545	-0.14751190429334335	-0.11631300316106588	-0.03187110727842435	-0.0387052030975843	-0.1827280373942605	-0.21879776560139594	-0.10357309620075833	-0.12491297385621487	-0.17177001021818358	-0.11998879708721827	-0.14515918278182927	-0.16554410091220412	-0.17629406428114036	-0.19594275663240196	-0.18680928899586657	-0.2550488827686027	-0.2858209863477711	-0.2019819420088962	-0.2344345609534317	-0.047518572569287855	-0.041943529531799834	-0.03967616753090757	-0.05414993955072098	-0.03230323980094734	-0.012889286103895751	-0.06531069556452475	0.05765501445562971	0.010851327787799651	0.0005815116661111908	0.11266388408198282	-0.1294156880415162	-0.052757512533702436	0.036432506127278184	0.02663750228342363	-0.10309294895351055	-0.043586700111269985	0.002710164462242981	0.06540139004456044	-0.22258559388523946	-0.05643864142926869	0.07806127246366003	0.014665830918712508	-0.01416434379380928	-0.024183416353046126	-0.14984328592720197	-0.14379343061188005	-0.08184910074750357
Ammonium.5m	0.1607471312673901	0.32269018253756665	0.12250438582114352	-0.18817053793842817	-0.08738224413216779	0.18398481792867563	0.1680534550344135	0.02396111148439965	-0.15136930320982595	-0.042278975455650805	-0.07687256321482361	0.024919449165203958	-0.021003345048936767	0.024834026307862068	-0.17131554039915683	0.025106311665639338	-0.07029767266379014	-0.015843270572628333	0.036627719549626514	0.03332292275621221	0.09443763825574937	-0.03082430417896198	0.015010397713544923	0.10210433970218384	0.041371357596393245	-0.02959101167608847	0.09944288380312563	-0.011126327168780942	0.06044734942655366	0.06781507087229152	0.1310653578053759	0.13734393782000467	0.14536567801726635	0.20782580351993826	0.21877594604545156	0.14043517747006426	0.25963209703350154	-0.0013213848245073336	0.00983964538006875	-0.17999930774081818	-0.26656469579965414	-0.10088172505647806	-0.14051526139882228	-0.038269440089165926	0.03652894937082495	-0.15776800911759176	-0.07929376732760775	-0.05360284298203486	-0.055396722986214515	-0.10742458203600831	-0.04822387243378784	-0.09724057576228008	-0.1745989814782357	-0.17049868432582505	-0.11273414651266506	-0.12715459261769257	-0.08787876449046751	-0.15026147552867333	-0.13329169102484884	-0.11972280402894829	-0.14046721104156745	-0.05832779477875806	-0.04602957278581809	0.025480036666510098	-0.04764726814673009	-0.04395539903098536	-0.08362096894483277	-0.008670420020201656	-0.05790868888492442	-0.015397470035875353	0.16506899395603128	0.08168026840459675	0.14071814068500926	0.1452428826598374	0.04676634493039187	0.033910204900437696	0.03232187364673696	0.11626317830660181	0.08040159500876036	-0.006142437335740151	0.07474766963844413	-0.04290363009996336	-0.09718451701214946	-0.1801754923840858	-0.05078121922546062	-0.155290746254677	-0.2451929646784305	-0.09354603718224341
Alkalinity.total	0.05566271964172183	0.05404179012390815	0.19921223773930147	-0.13281896468965307	-0.10840776615137902	0.1727586680085822	0.011443762395764593	0.052258767654313094	-0.064804762122191	-0.13550970768922377	-0.06555038970038528	-0.0022368827345828806	-0.040750168077835956	0.043343655306337846	0.019224224081270263	0.025934872285018905	0.0650316922546849	-0.03271035766948009	-0.09213363379252966	-0.13774659042380666	-0.04742839769122832	-0.058547974183430176	0.14021040329088347	-0.049957047739017664	-0.022595757478322723	-0.0231144549240231	0.07952280214393923	0.13029031464186372	0.055565463870653004	-0.03384500833194967	0.13139254671397702	0.11738771568006683	0.08736810101015743	0.17399057444212057	0.04742839769122832	0.15317783943339291	0.1689332743465419	0.2532540278632096	0.025934872285018905	-0.059974392159106216	0.053393418316782675	-0.07446550204836053	-0.2788322956543095	0.0688570859167252	-0.010925064950064213	0.0008104647589068408	-0.11625306501759725	-0.08552024135984984	0.026907429995707114	0.08341303298669206	0.04668277011303403	-0.047104211787665586	-0.0633135069658024	-0.07816122134897573	-0.1128491130301885	-0.04464039892058879	-0.08603893880555022	-0.05848313700271763	-0.153307513794818	-0.09271716841894259	0.05624625426813475	-0.02875528964601471	0.03322905511518047	0.07420615332551034	0.2012546089317467	-0.14867165537387086	-0.03316421793446792	-0.008104647589068408	0.0718071776391461	0.0532313253650013	0.064804762122191	0.027653057573901407	0.036114309656888825	0.03131635828416033	0.12993371014794472	-0.19704019218543115	-0.06324866978508986	0.09313861009357415	-0.18968117217455702	-0.10416093081470718	-0.2086136289426208	0.31883683615395114	0.0031446032645585423	0.09274958700929886	-0.009433809793675627	-0.05462532475032107	-0.04658551434196521	-0.02515682611646834
ChlorophyllA	0.3538258664637244	0.2973682727717755	0.0788278388328456	-0.04431220062270742	-0.07627162581493176	-0.0072989574532672016	-0.1752380952492255	-0.1344829529530331	-0.10689659059568785	-0.16158692590488144	0.00811496196163123	0.13978472810129886	-0.1937943082681556	-0.05946012961775239	-0.2831039729681082	-0.23748436180713797	0.031413919415914676	-0.10145505776919402	-0.1765364891630865	0.047202028743488327	-0.056944491409646705	-0.08522513384593154	-0.12987545788370694	-0.11209467456333273	-0.20367202030034118	-0.18066159482691574	-0.0781876585003169	0.06198929276246079	-0.04225641025909418	0.013565511412526874	0.181369399842458	0.14468526346368393	0.14578979995290597	0.2556303184157856	0.15876923077931504	0.11320822767695657	0.2280349394340385	0.1456770921478833	0.0945122569797984	-0.05207551423266797	-0.05319808397069362	0.0835255001461899	-0.07620400113191816	-0.02920033812526971	0.11283854607648226	-0.13939701325202092	-0.13415835447456786	0.03530459284529676	-0.06405860806267676	-0.024525218372929942	-0.049744716824799445	-0.1035469146304145	-0.0924880248015915	-0.07894054663786824	-0.1144480135322058	-0.13400056354753614	-0.14106058045415532	-0.12099408284792165	-0.15373795436310367	-0.12149450550222224	0.052120597354677035	0.06624513948011627	0.018366863906492017	0.05246773739414681	0.06890504367865097	0.03566074950916835	0.021784164554778947	0.14810707242417176	0.0711005917204923	0.1502349957829995	0.196179205422435	0.03147252747452646	0.10875852353466212	0.11870386024986128	-0.13443336151882315	-0.1573085376262214	0.008701042547749041	-0.015697943083555526	0.11594477318290666	-0.0653164271667296	-0.229788672880191	0.01564384333714465	-0.09558974359581499	-0.005851789236776299	0.12997914906432778	-0.0019340659341887767	-0.17645984785567112	-0.06986080586524308
Gradient.Surface.temp(SST)	0.062431976622579606	0.02955679824181095	0.19458817264223846	0.1273056255449355	0.1726814013709794	0.007103791556731683	-0.023933304656532005	-0.04221034160295585	0.1903056869978881	0.02717521183755488	0.05035198044594591	0.07707654806709913	-0.07161419392889715	-0.09214172078026021	-0.17510668660834108	-0.16276176625600458	0.043895477854591164	-0.11280034413094012	-0.10217606533213726	-0.04190991212535474	-0.0010351161091892765	0.01504332329660827	0.13367473047007902	-0.014232163707085275	0.04185528858397272	0.046686740819212376	0.012612575705108387	-0.02183029831332424	0.0473039868368292	0.07840936247682041	0.11346675133580077	0.10809725721794822	0.004184163269862722	0.10439924346638546	0.054547068424085035	0.02095085929707372	0.10545074663798935	0.22614965485276955	0.11804147292654493	-0.14226155117533254	-0.05299302867176657	-0.03429812163377027	-0.03828564015465772	-0.11078746663101269	-0.12049133875752852	-0.12204810968691608	-0.1251179527125856	-0.060257959675575214	-0.08079641123521468	-0.050797162308209375	-0.03264849068403327	-0.024648873048636465	-0.0720621069682297	-0.04898366073432631	-0.0643547252792267	-0.03180455696968107	-0.048270823519290955	-0.00041240773743425	-0.13082611278700668	-0.0800507998953501	-0.05847996340359047	0.05271444861071827	0.08015185344690685	-0.030384344893748548	-0.0021494363533824815	-0.001548577398180263	0.06991813296898543	0.022201738394721972	0.0005953966010640165	-0.01432775490450381	0.20385778761476722	-0.044840465120500106	0.029742518282509817	0.0874277091589919	0.0709505179011056	-0.06330322210762282	-0.0923738708311338	0.10226892535248669	0.16460531077764776	0.03240268474781419	-0.07569184129306493	-0.19076179356842798	0.11846480537225558	0.03857241374691333	0.08191346265647699	0.15019835173814003	0.012776446329254447	-0.01363949828309036
Nitracline	-0.14624314936327365	-0.18735378459171775	-0.0451854537349236	0.032115281166970495	0.07959625260500519	-0.37946884633318984	-0.19266422865609198	-0.08379737950184726	0.0442793283258008	-0.06246773653801118	0.024789394525941314	-0.16693026703700448	-0.0013674256174034975	-0.17406394525791669	0.19087943618357736	-0.049545839037005435	0.024146869235836057	0.041560952098432406	0.054812349748210074	0.03413621541277165	0.010368271348023306	0.10676903154039677	0.03230199791794125	0.07485145046268944	0.008341845433075954	0.015228398542409231	0.034613990628490944	0.08102408658301687	-0.0180730831601402	-0.01419047307377766	-0.08415433799635018	-0.0781684186269935	0.05311542398203465	-0.06343976197688836	-0.08117236164996423	0.031242105772724887	-0.10639010636930905	0.04268674427340315	-0.12757696593534398	0.24865728727073477	0.04584445403246746	-0.021725043142362392	0.07291838292322747	-0.10567069771115702	-0.09916856144205766	0.031154239066385706	0.0465473876831809	0.03023713031897051	0.020137950759110946	-0.022301668402713266	-0.004448252008421015	0.033004931568654694	0.05572945849562527	0.07883291059368355	0.0361461663202804	0.0271233539130758	-0.018907816870362415	-0.05961756025113401	0.06627895492547313	0.04784342160168381	0.15845112987527354	0.18131844020004528	-0.051649148319999574	-0.13614946147256027	-0.07146309059948479	0.0001812250818245599	0.057827276109473205	0.014893406724491104	0.0564982921760931	-0.05366459089665453	-0.18262545745684058	-0.10762024025805758	-0.07194086581520408	-0.13275011827106323	-0.048892330408607784	0.10280953808598746	-0.025382494793730784	-0.18365789125632595	0.004415301993543823	0.15273979396322682	0.12087712957698145	-0.104012213629005	0.020934242785309767	-0.04239568580865462	-0.141059013689262	0.2232638091387116	0.1536349360340572	0.2038672337143375
Brunt.Väisälä	0.013650093077843976	-0.1651261515683481	0.005800520814361305	0.16652386742723033	-0.01815912443859809	-0.25774719067303875	-0.17666289826756212	-0.042473789519713576	-0.07127791793955882	-0.05684230854902302	0.03043386511130194	-0.14033626309521263	-0.12349658242739939	-0.13037334445310003	0.06646138908985061	0.07674578237950615	0.014494313456608851	0.1681480132552515	0.10258116231508552	0.05506720940824258	-0.004679552695537746	0.11253569466204484	-0.0053979786470032196	0.14377464410806295	0.056761241029207855	0.10730264648638974	0.01713040556646076	0.12101423906202452	0.060565823597085316	-0.024496368142770175	-0.02772229634507039	-0.08372597537876407	0.10893797404128196	-0.002926817008499415	-0.05530761653597032	0.09042382977452777	-0.10333872431059969	0.008584770805254731	-0.09024771757630862	0.28976606556831314	0.07120803214661471	-0.14068848749165097	0.06794855876370132	-0.09715802478262242	-0.06618464134979193	-0.012724805179263932	-0.02948621375897978	-0.0759071528641768	-0.03534543863941414	-0.054024513377516424	-0.06959786347718237	-0.009770033853586872	-0.0036564246868359455	0.043837960197982646	-0.004872437484063496	-0.05458919058450485	-0.03447046851175386	-0.12189480005312034	-0.0071591006291948445	-0.00569149897736849	0.10643326722216498	0.03459626293905326	-0.037618124625956664	-0.07845099572734249	-0.01767271931970707	0.002239140805929352	-0.061675609989037816	0.043974936352153104	-0.009789601875611224	-0.08800578133866149	-0.10941319743330191	-0.2665416188571258	-0.03689410781105566	-0.06148552063222983	-0.16226362948935727	0.0796390542073924	-0.11300532719062928	-0.12552047499106087	-0.06262605677307774	-0.0839831550967984	0.08391047387213653	0.06207535672467814	-0.0347108756394816	-0.013141324505210841	-0.1230465179208393	0.019749725086006083	0.11521092281594546	0.05657115167239987
Okubo.Weiss	-0.05211478322007781	0.033504871874567674	0.05507971242059044	0.04012615645278759	-0.05735321544390843	0.030021373041159056	0.08590091320062297	-0.010720035518454279	-0.13023422215532374	-0.002481516830863835	0.044239556252708284	0.06228402161432618	0.0663095282561289	-0.24161536189434432	-0.06591693881653533	-0.06371082054777445	0.012562862066994246	0.08801327876739136	0.08887170194501014	0.04477570451722786	0.018021027186119778	0.018885309907613085	0.04398466609416619	0.10309867447237116	0.12361293757710383	0.1141527039916737	0.03305075722429153	0.07661939570336603	0.10602551663769934	0.03935562643328678	0.01760206979909082	-0.004324343379403803	0.10916037261057336	0.0031846620958075433	0.10307230652493576	0.08629936218409107	-0.01771047136076964	0.010122362043252127	-0.024882553063195458	-0.024780011045391168	0.01757570185165543	-0.06737596524129354	0.050063942863991996	0.03866127048415487	-0.0065040937007292965	-0.043896772936048226	-0.0467650196626311	-0.08730427395857311	-0.017101078797818425	-0.029347525495588004	-0.010813788220446773	-0.01732960100892513	-0.08440965928455485	-0.00988212074439636	-0.0037999142026332875	-0.04094356282328465	-0.022682294338309105	-0.03465041270203847	-0.04176096919378171	0.018331583011469914	-0.14060561481324343	-0.11729048973648498	-0.10406256943973148	-0.023833694709654428	-0.09100457591533938	-0.10879708089035245	-0.036639727847441704	-0.004368289958462785	-0.13873056077339355	-0.04232934494961121	-0.017057132218759444	-0.11566446631130266	-0.10921310850544415	-0.08416355844182455	-0.12654563928630655	0.034626974526540344	0.09981147035875931	-0.2042373315187117	-0.013245498928377095	-0.09552814378647723	0.03853236051891518	0.053075748415500876	-0.02172718868676057	-0.018067903537116025	-0.09359449430788204	-0.09827919963556948	-0.003090909393815049	-0.13253116335413986
Depth.Min.O2	0.016203138325460872	-0.14784365235074481	0.013478037131929627	-0.07931365548162644	-0.027564383211231502	-0.08580228425359712	-0.07217677828594089	-0.23540941809823926	-0.008285905207388694	-0.018731614404689977	-0.0640076192401691	-0.12714271453562245	0.12944691509385067	-0.05929783329915061	0.09239229785012985	0.026292464503089523	0.16035085298080762	0.09575028613032112	0.1469342611970974	0.05996758759474228	0.015548745366924056	0.02967810318997953	0.0754149481371043	0.1499174328531502	0.25376007134396883	0.011244498724153734	0.11052174784226952	0.11198107486248073	0.10420823831272419	-0.0028479918899700853	0.02672565420803643	-0.028089740938507538	0.07925221013340703	-0.011711483370621322	0.06905228232898342	-0.030347857485571197	-0.006086161741133483	-0.015155495138319774	-0.13396007592056702	0.04947579438627643	-0.022129542161223866	-0.12514266845108035	-0.052836854933878664	-0.10361529070240678	-0.08050569523708319	-0.03136170573119162	0.0001536133705485483	-0.0170572286657108	-0.030814842132038785	-0.08103412523177018	-0.01199413197243065	-0.015143206068675889	-0.034289576573846944	0.01610175350089883	-0.0026390777060240596	0.0070201310340686565	-0.0244644653935618	-0.05253270046019254	0.013705384920341478	-0.014292187995836932	-0.08793751010422195	0.027450709317025576	-0.07302779635877986	-0.1537270444427542	-0.0765148198702319	-0.10800248856527332	0.0003225880781519514	0.00776361974752363	0.012909667660899998	0.02892232540688067	-0.1504888745915908	-0.02612963433030806	-0.003665215021288362	-0.014243031717261396	-0.08216471963900751	0.01973317358066651	-0.11984300716715543	-0.09886249301763471	0.023330798718913512	0.012811355103748926	0.10675207572900815	0.04603792715339992	-0.07526747930137768	-0.033847170066667126	-0.22277010996950472	0.07714156242206997	0.08319085695427181	0.041503260454806776
Lyapunov	-0.13254330163664405	0.024864324391782766	0.08891834627786471	0.0433978627408488	0.08210556773994845	0.04270268125738796	-0.11397268694179344	-0.19984150377887658	-0.04241070503433441	-0.010265513239105094	0.025693907628712705	0.14129795378502757	-0.11927923893221119	-0.31531114818172234	-0.04253120315813429	-0.15894165983526373	0.13927729293976807	0.011428783588096235	0.06274708069717556	0.141710428131881	-0.03541717931071834	-0.015219839944569357	-0.019627290549711095	-0.1367978123154244	0.01821838940989712	-0.009806693460020938	-0.05315821076863902	-0.06869319965237729	0.026509587235973426	0.18315251363259333	0.03558402286674894	0.06341908946452104	0.026282494618042884	-0.08084033744004973	0.033169425847528286	0.016823391899752366	-0.12840465453844052	-0.12621251559392732	0.12934546681272419	0.03113949591582263	0.11735126895141312	0.08929837882215663	0.025559505875243606	-0.09590260291503463	-0.09449370177522065	-0.10957913996632092	-0.05261596921153956	-0.0496174197462118	-0.12270880091728469	-0.09713539141237186	-0.04312905923391061	-0.03922677384008375	0.026389089112173546	0.009111511976560096	-0.01013574602885907	-0.031663199300029796	-0.06679303693091766	-0.015117879993661768	-0.05466443731613751	-0.02874343706949426	-0.046021014205107715	0.11483934652450796	0.10853636774112965	-0.08016369412948117	-0.07546890184450895	-0.11041335774647393	0.026569836297873364	0.08157722981251822	-0.05370972141218462	0.026106381975566136	-0.24614059057736865	-0.11191031520752627	0.0016823391899752366	-0.18667476648212825	-0.26109626155822285	-0.191661534990154	-0.03706707669813207	0.020155628477141332	0.16745531573604752	0.04086740214105134	-0.013421637174017315	-0.03361434199694323	0.13002674466651581	0.09028553652867102	0.028548786254125227	0.19147151871800805	0.18545588161446025	-0.0582098628817878
Latitude	0.06550748079261798	-0.041749908917334086	-0.030515708263130072	0.11286781731155264	-0.007628259793232376	-0.03392947462966059	-0.0668286804419007	0.10994249445172666	0.23989782722733585	0.14633553933651441	0.08800257300303171	0.12678712270753123	-0.1182033286224944	-0.013382818265663796	0.015211145053055042	0.0536220221294746	0.0031602027974762534	-0.004369300658334989	-0.02349066285522678	0.02567397863929399	0.14628482662270356	0.08020082234676222	0.014581239765720247	-0.04214760335721919	-0.011188826120794302	-0.0450248825934349	0.03727651374117682	-0.06327078320453935	-0.07966433521644742	-0.055367607120648143	0.01297978564537755	0.004710944204008098	-0.09012983789288694	0.05957142418654772	-0.038386855264614425	-0.2363772972527825	-0.08693493692280325	0.0498559358564687	0.014834803334774507	0.014832134244573936	-0.03207178785006306	0.04758720918598321	-0.021440801581188128	-0.04958101956580987	-0.05105969553692629	0.03647044850060433	-0.08289393435913851	-0.03838151708421328	-0.05450549098586366	-0.046287362258305056	-0.054593570962482504	-0.055370276210848716	0.0038755189712293245	-0.05516208717520416	-0.058639911706548385	0.006429838293175925	-0.035501568757797	0.005503663993577732	-0.040460738350458214	-0.05285065506150954	0.1026371945727634	0.19956520520650506	0.05822887181566043	0.046863885741628426	0.09139765573815824	-0.018251238791505593	-0.04435761004329211	-0.09220372097873072	-0.0028105519812014314	-0.019780627476432867	-0.2176829894879821	-0.07414465668166625	-0.11541412936289754	-0.03373996922542003	0.07107253386080885	-0.037914426299113325	-0.20706801776031059	0.11041225432702717	0.04749379102896322	-0.022770008501072567	0.08418043583581382	0.006403147391170213	0.1443657507684929	0.072391064419891	0.09259340814801412	-0.05602954149038979	-0.06486956823468147	0.1243662578956132
Longitude	0.04309518789100892	0.0742274975380254	-0.03447668413155966	0.12460664230718144	-0.026920479689626905	0.13241907975032421	0.11671146295739794	0.02852727413471469	0.03124441158504586	0.14581793043859775	0.09230793868590688	0.10255458964054477	-0.025489845432871003	-0.15652099642664097	-0.022284263823983245	-0.02804950635120852	-0.17036024758574425	0.06397550839586232	0.09831073055800393	-0.00925107898118648	0.008450350852405194	-0.028644714260269277	0.00549566405720224	-0.1266378226605233	-0.06252619048276818	0.003128177889772232	-0.1674162371655917	-0.037049690518710196	-0.02033582537728211	0.0345647642257256	-0.12321337536310199	-0.08659073984640848	-0.11553439260808944	-0.20244542370601046	-0.03683082483017665	-0.13750370336808537	-0.14266573070496208	-0.21968510031867158	0.1957726892994997	0.18288897370740878	0.1288798614211109	-0.004257204551353848	0.13252584350082838	0.05479115675874094	0.019689904686731874	-0.059243205154764896	0.030390301581012486	-0.1022663275141835	-0.036846839392752274	-0.06075391222439893	0.027419600223233906	0.018032397460154607	0.031596731961709625	-0.0038808623308266427	0.023987145644524786	0.027625120442954437	0.033972225410427444	0.06482694930613309	-0.011653263367530345	-0.009816926858858592	0.053678144659734944	0.044515145772714405	0.13946815637736215	0.05018963911201113	0.02733952741035578	-0.06709834809810933	-0.05896561940345405	0.03999103184510013	-0.08287803042262591	-0.06084999959985268	-0.2849764719394978	-0.07098454861646118	-0.08649465247095474	-0.2044685967780645	-0.22571458312839468	-0.018051081116492836	-0.09824400321393884	0.07594906301490517	0.04882039401179513	0.0012758268185248524	0.10956896804866885	0.07762258480405806	0.17368326932018657	0.0877170974142275	0.021339404632021327	0.02052800012818962	0.05321906053256701	-0.17193234381191816
