	FixJ	GlcC	FruR	BioQ	NifA	CueR	MerR	NmlR	RbsR	AcnR	FadP	PaaR	FabR	HrcA	LiuR	PurR	GntR	NnrR	NtrC	PdxR	CsoR	PhnR	HypR	ZntR	HexR	NikR	HisR	PsrA	SoxR	NagQ	PhsR	TrpR	QorR	SdaR	LexA	PrpR	NarP	TyrR	HcpR	AmtR	CadR-PbrR	AgaR	GulR	IscR	KdgR	NagC	MetR	FUR	SahR_SamR	AraR	RbkR	ArgR	NrtR	Phr	NsrR	Zur	MntR	ThiR	BirA	XylR	CzrA	NadQ	LldR	Irr	SiaR	CblR	NagR	Rex	CcpA	LiuQ	PhrR	ModE	NiaR	HutC	PhnF	ExuR_UxuR	TtrR	NrdR	PdhR	LtbR	MetJ	FadR	NorR	RutR	DasR	FnrN_FixK	GguR	VanR
Alkalinity.total	0.1862612726623985	0.03876813205555067	-0.04477937050910796	0.10855076975554187	0.1673563633229502	0.03894237085130595	0.03345384878501451	0.24558958261707267	0.24088513513168	0.23304438932269222	0.28749401299621846	0.28540314744715506	0.33819750256100606	0.15036808073681002	0.262055148815947	0.15855730413730837	0.2759071330784921	0.19959054053767772	0.12066036606053411	0.1466219466280714	0.19244674991171107	-0.01568149161797555	0.11247114266003576	0.037635579883141326	0.076403711938692	0.12754279849286781	0.12005053027539062	0.005140044474780875	-0.08415733834980213	0.05854423537377539	0.00400749230237153	0.2062116147763785	0.17179945261470994	0.14461820047688564	0.2282528224394219	0.04338546014306569	-0.172757765991364	0.19174979472868994	0.08354750256465864	0.22790434484791136	-0.014548939445566206	-0.3057890865505233	-0.20150716729098583	-0.19802239137588015	-0.2251165241158268	-0.1918369141265676	-0.21832121108137073	-0.24349871706800927	-0.2284270612351772	-0.2136167635959781	-0.191488436535057	-0.10585006842133497	-0.0990547553868789	-0.07500980157264972	-0.17894324324067656	-0.1478416181983584	-0.1455765138535397	-0.17136385562532172	-0.048438385219968925	-0.16578821416115264	-0.08511565172645619	-0.23417694149510157	-0.16056105028849413	-0.09931611358051183	-0.18896197399660541	-0.16901163188262538	-0.23931698596988246	-0.017946595962794243	-0.32626214505176915	-0.2207605542219447	-0.07945289086440946	-0.11177418747701463	-0.059851026341940027	-0.022041207663043415	-0.09992594936565533	-0.17101537803381117	-0.1320730071825052	-0.28496755045776684	-0.263274820386234	-0.03632878891497669	-0.22006359903892359	-0.18242801915578225	-0.17423879575528392	-0.1622163188481693	-0.33854598015251663	-0.08485429353282327	0.05314283270536159	-0.24863876154279013
Density	-0.021560496729465285	0.09337077306516037	0.030463316681359584	0.06792481579434269	0.1210587607884111	0.10995744495597566	0.11165529325975991	0.17630413251923685	0.13673120666949642	-0.02780770779595346	0.1981367203230265	0.20462337153492016	0.3423449897149574	0.25975990683601613	0.26670367105277476	0.2914966097452139	0.2818754693571032	0.2884274224268347	0.2621107737181789	-0.07591340973650701	0.0692743875229917	-0.19837616046843198	-0.04067217379001099	0.08272657023758992	0.07336663728083063	0.05312306135109544	0.1484420065084185	0.10939149552138092	0.02552214277162852	0.34325921572468737	0.2280667384987103	0.423406362577682	0.2355546848641177	0.23792731903222647	-0.015400354806760918	-0.04276183324082237	0.11413676385759841	0.01923139713324844	-0.06646640763596391	0.16095819592734079	0.20771432613924531	-0.30588478575548805	-0.28126598535061653	-0.18927743494302413	-0.2594551648327728	-0.2131561476257333	-0.2950229100684581	-0.2622631447198006	-0.20490634625221754	-0.09330547120732252	-0.1443715240365255	-0.0734319391386685	-0.09265245262894396	-0.10597403162786648	-0.11701004560246406	-0.1591079766219349	-0.16176358550734102	-0.16602997355274757	-0.07782893089975076	-0.20116237306951382	-0.060567473144610966	-0.08845136644137526	-0.14765838421436422	-0.19112765424843003	-0.1717983043284248	-0.317660887452248	-0.32253675950414123	0.08429381482569846	-0.224126859742493	-0.3935198789738901	0.03359780585757665	-0.011199268619192217	-0.07687117031812889	0.07408495771704705	0.043458386391092826	-0.11896910133759972	-0.09519922508462032	0.017446479685680392	0.005387403271623078	0.12301781652354676	0.07025391539055953	0.06918731837920788	-0.03860428162514557	-0.200639958206811	-0.27747847759602096	-0.215093436074923	-0.06150346644028689	-0.27954636976088637
Si	0.07268912748364803	0.04998148833765272	0.026471677156608663	-0.041589534740219675	0.11862890287547821	0.07904479822288041	0.13791188448722697	0.15845982969270642	0.0930519560656547	0.15580649142292977	0.07944588424040479	-0.01770949031223004	0.12075774404541528	0.012711341478464765	0.15198074787115884	0.11764161421695668	-0.008731334073799828	0.0426693817104776	0.03153153153153153	0.11551277304701962	0.18851042823645564	0.17888436381587067	-0.08015549796371714	0.1449463161791929	0.009194125632481797	0.12304084906824633	0.01706158213007528	0.04479822288041466	0.0427310872516352	-0.04911761076144638	0.02684191040355424	-0.12591015673207454	-0.07083796124892015	-0.0016043440700974948	-0.04479822288041466	0.08256201406886339	-0.15731827718129088	-0.006047143033444403	-0.0273972602739726	-0.2147969887695915	-0.007096137233123534	-0.08058743675182031	-0.03909046032333704	-0.13831297050475133	-0.0960446748117981	-0.09641490805874367	-0.09413180303591262	-0.09579785264716771	-0.06374182401579662	-0.08965815130198691	-0.10233864000987289	-0.04146612365790448	-0.10869431074910527	-0.10310995927434284	-0.11023694927804517	-0.09622979143527088	-0.07811921510551648	-0.036005183265457236	-0.07870541774651364	-0.08142046155744787	-0.05803406145871899	-0.029094162655806492	0.09690855238800444	-0.0684931506849315	-0.021689497716894976	0.00033938047636677775	0.13945452301616684	-0.1783907194866099	-0.13454893249413796	0.08968900407256572	-0.046464272491669754	-0.04698876959150932	-0.18159940762680488	-0.16398247562631124	-0.09660002468221646	-0.015889176848080958	0.06997408367271381	0.04485992842157226	0.07898309268172282	0.1465506602492904	0.06343329631000864	0.029803776379118845	0.17280636801184746	0.05056769097864988	0.12569418733802296	0.12226952980377638	-0.12976675305442428	0.037239294088609154
NO3	-0.08492632331961204	0.07276619684200436	0.057784921021591704	0.1589896003192279	0.012808666556413424	0.008625583048116382	0.06683205512093182	0.11878011543327183	0.13794447476198154	0.09277365827316153	0.14926149913714176	0.23178822416517256	0.21216988678129883	0.1748788322499686	0.2778669967643206	0.17757027357701244	0.20156625649282492	0.11621838212198915	0.09520568356868307	0.1252006622134487	-0.017543009131695347	-0.07892732759065893	0.0737065799562727	-0.09222239920617666	0.20458196785927163	-0.06676720111305125	0.23707382580743935	0.0994211940809204	0.2253676773849957	0.049321472993176754	0.12260650189822571	0.0378423135983151	-0.034956310247629546	0.040371619905657505	-0.21635297028959585	-0.10464194171530664	0.02707654829013977	-0.13599885452556432	-0.21353182094679088	0.11874768842933155	-0.05626085183639821	-0.1516935244326633	-0.17089031076531327	-0.16638295721761337	-0.09131444309584862	-0.05645541386003993	-0.12980529677296945	-0.10386369362073974	-0.1433273574160692	-0.08670980853632784	-0.1561684509764229	-0.023574431864588758	-0.059698114254068645	-0.06835612430612531	-0.13385867226550535	-0.08745562962695444	-0.044100725358790525	-0.024093263927633352	0.03297826300727203	-0.064594591849052	-0.03187574487330227	0.08255915203197109	0.08006227272856897	0.016245928974083862	-0.017996987186859367	-0.17153885084411902	-0.1635293808708681	0.20114470544160118	-0.20013946831945228	-0.032945836003331744	0.13917670091171244	-0.12672473139864218	-0.26058340366414756	-0.20026917633521343	-0.3250482874974384	-0.02308802680548445	-0.20169596450858607	-0.10441495268772462	-0.0946544245016982	-0.019975034427216886	0.12056360064998763	0.11774245130718264	0.13603128152950458	-0.07237707279472091	-0.13768505873045925	-0.23386355241735093	-0.2668742424285632	-0.00943625814662356
PO4	-0.06290928444347048	-0.0470045585334121	-0.001295826359306405	0.022831226330636663	0.011739569755144933	0.06562434919630294	0.11588390013225852	0.19514527910983365	0.19790662337549847	0.22929955958012388	0.11605359167931055	0.07904540791769071	0.31409905359330614	0.20682314284786874	0.32539125472440483	0.23752188636000857	0.2394964789075231	0.09866792135861628	0.14348191628462945	0.14804816155075678	0.07670057926751722	0.06446736137549365	0.2680972178379288	0.021612532492717544	0.13849915540301078	0.24326054595122265	0.20980045817341797	0.16316613574266486	0.25231590396209	0.05966971854520447	0.0845680964490204	0.013081675627283709	0.09154087638243105	0.18255725161942857	-0.03327496972647519	-0.10198461977826957	-0.00041651561549134453	0.10044196935052385	-0.23571698535954608	-0.16589662699977478	-0.09117064027977208	-0.2280654392379273	-0.15563800165526573	-0.2139347613197765	-0.1731316575059022	-0.14255632602798202	-0.24782679121735	-0.127608043383126	-0.17189753716370562	-0.05252724706474178	-0.16143836726358965	-0.03369148534196653	-0.09009078498035007	-0.07460257468578305	-0.15653273890335825	-0.11426411718312551	-0.09010621148462754	-0.0678766188208117	0.01550363679884449	-0.05643015264693845	-0.01053630242150327	-0.06301726997341268	-0.08168334014913589	-0.11699460844023545	-0.1568412689889074	-0.23937306687330345	-0.12106720556948414	0.0467885874735277	-0.04467515638751606	0.038828511266359785	0.041080780890868536	-0.0322259674356081	-0.06832398744485796	-0.12651276157942654	-0.17223692025780968	-0.17931768572116255	-0.10804723595931026	-0.16045107098983238	-0.04450546484046403	-0.11890749497064013	0.04734394162751616	0.013498191242775053	0.1454873618406989	-0.17305452498451493	-0.078582612789367	-0.024157905698497982	-0.2894166467493746	-0.15465070538150846
CO3	0.20397428404441847	0.06820572764465226	0.27749853886616016	0.135885447106955	0.03518410286382233	0.09561659848042081	0.17194623027469316	0.23775569842197544	0.07399181765049678	0.16592635885447107	0.2218585622443016	0.26721215663354764	0.2130333138515488	0.039216832261835186	0.2358270017533606	0.23115137346580947	0.21338398597311514	0.1266510812390415	0.16399766218585624	0.15248392752776155	0.007130333138515488	-0.014611338398597311	0.15300993571011104	0.030391583869082407	0.0342489772063121	0.07036820572764466	-0.11390999415546464	-0.18305084745762712	-0.07615429573348918	-0.11624780829924021	-0.07843366452367037	-0.013909994155464641	-0.06504967855055523	-0.14044418468731737	-0.05967270601987142	-0.017942723553477497	-0.2065458796025716	-0.04284044418468732	-0.1977790765634132	0.17463471654003507	0.029924021040327296	-0.24243132670952658	-0.11490356516656926	-0.2054354178842782	-0.31227352425482174	-0.2636469900642899	-0.2516072472238457	-0.23448275862068965	-0.21531268264172998	-0.13395675043834016	-0.19497369959088254	-0.1043834015195792	-0.16294564582115723	-0.16931618936294565	-0.16937463471654005	-0.19970777323202804	-0.2541203974284044	-0.27019286966686146	-0.15032144944476913	-0.10116890707188779	-0.013909994155464641	0.038924605493863236	-0.12390414962010521	0.03185271770894214	0.0782583284628872	-0.020338983050847456	-0.09491525423728814	-0.12302746931618937	-0.2938632378725891	-0.3147282291057861	0.033547632963179426	0.00017533606078316773	-0.1368790181180596	-0.11426066627703098	-0.05096434833430742	-0.235885447106955	-0.1939801285797779	-0.050730566919929866	-0.028345996493278784	0.28018702513150207	0.13237872589129165	0.2572180011689071	0.24652250146113383	-0.08790181180596143	-0.0380479251899474	-0.048451198129748685	0.07369959088252484	0.15505552308591466
NO2	0.05819145890691856	0.12563964008841694	0.20320356737157616	0.00022216133458991563	0.12249975989287948	0.11371698179875814	0.18135770280356778	0.35907195971986094	0.1565644978633332	0.22371646393204503	0.27017780437261607	0.1907181003676229	0.30758977311755786	0.0974992043736943	0.32885801821563243	0.22758207115390958	0.18682287163447972	0.1783659301644236	0.15536482665654766	0.14631545496091844	-0.05594022404974076	-0.07266156716654174	0.11773069657701596	0.1677910506379436	0.1409539614194818	0.2793456621133599	0.006250138879796293	0.08756118733970542	0.005628087142944529	-0.028732865940295754	-0.010411961214447379	-0.01609929137994922	0.039144827154743135	0.03938179924497238	-0.17614431681852444	-0.09394462302025565	-0.22607137407869815	-0.11910809685147343	-0.28389256409463354	-0.08951620708409667	-0.0009330776052776456	-0.2489391807858201	-0.13206750803588518	-0.2801898751848016	-0.2958152223842923	-0.23196605482315058	-0.27782015428250917	-0.2284114734697119	-0.21451898468002253	-0.11696053728377091	-0.27445811275238174	-0.10885905394905866	-0.19662759186771467	-0.16448825213037352	-0.20320356737157616	-0.19791612760833616	-0.1996341752624982	-0.2055732882738686	-0.16060783415286967	-0.15755681849116815	-0.0028880973496689033	-0.1273724984982183	-0.17478172729970629	-0.0583691879745905	-0.09024193411042372	-0.0736094555274587	-0.1311196196749682	-0.013522219898706198	-0.40547405713787465	-0.20957219229648708	0.045720802658604634	-0.07633463456509501	-0.1902885884540824	-0.11712345559580352	-0.09455186400146809	-0.32817672345622334	-0.11416130446793797	-0.0651080817904846	0.0010959959173102503	0.20751349726262053	-0.026718603173347184	0.20318875661593683	0.017402637876210058	-0.05285958687676059	-0.0717877325838214	0.029369728432786846	-0.04881625058722413	-0.0531854235008258
NO2NO3	0.00942205500760405	0.09340054187572	0.0824831777969433	0.11785608055586635	0.19640000327283869	0.19061171009410582	0.23140309841200934	0.35541727976636095	0.3358817902881375	0.3583275049478905	0.2716799717806922	0.2881605287479177	0.41735201677880257	0.20550048643717977	0.44270795662008516	0.3050912862957113	0.23466705262112816	0.22974700341920523	0.19107798926683708	0.1178721591480295	0.020387654862870197	0.01668957866534642	0.10470379216641224	0.1653040060293127	0.07375250225235457	0.24060005312932933	0.10695479506925279	0.16048042838036863	0.17884218063068233	0.11439918324078978	0.09862608432874273	0.019020974529002713	0.037495276924458434	0.17273231560868652	-0.006334965312279856	-0.037704298622579346	-0.08745146277535568	-0.04473064339787451	-0.1970592255515277	-0.11436702605646348	-0.03519603824512844	-0.270892120764698	-0.20513067881742741	-0.30883759826972457	-0.2934021497931036	-0.24576128121369947	-0.32573619863319186	-0.25674295966112876	-0.25828650450879087	-0.19360232823645113	-0.30089477374113	-0.11806510225398727	-0.19697883259071197	-0.20551656502934293	-0.2602802499370211	-0.238702779254078	-0.195885488323618	-0.16959699013687288	-0.11973727583895453	-0.2138774329541793	-0.09201778294968938	-0.17987121052912372	-0.19196231183581014	-0.20672245944157894	-0.208040903998957	-0.2730627307067228	-0.25960494906616893	-0.02509868236667222	-0.3195298620582172	-0.07195169993008212	0.0022510029028405577	-0.1571360812104341	-0.2311779981217253	-0.18418027322884709	-0.2105170071920816	-0.2742364679346325	-0.12468948222520376	-0.13752019877139493	-0.04432867859379584	0.08198474143988575	0.050888744196359754	0.11020267068620845	-0.04855734833270346	-0.03095128991405767	-0.05259307496565332	-0.11655371459065146	-0.20517891459391685	-0.21616059304134613
Lyapunov	0.19516463572724915	0.188877365828364	0.32259528130671505	0.08562354161265232	0.3448275862068966	0.21947109152190822	0.2288047705470573	0.20365569095151673	0.3253176043557169	0.2202488981073373	0.2806585429089966	0.23029556650246305	0.16346901737101374	0.13054187192118227	0.31481721545242414	0.2715193155302048	0.2277676950998185	0.338475499092559	0.2975110189266269	-0.06753953850142598	-0.02476017630282603	-0.06274306455794659	0.0012315270935960591	0.17558983666061706	-0.18019185895773918	-0.08866995073891626	-0.1022167487684729	-0.21428571428571427	-0.1274306455794659	-0.05386310604096448	-0.08432719730360384	-0.03020482240082966	0.07933627171376717	0.1070132227119523	-0.045242416385792066	-0.1588021778584392	-0.03733471610059632	-0.16677469535908737	0.05276121337827327	0.296149857402126	0.20106300233341975	-0.2341845994296085	-0.32765102411200414	-0.34754990925589835	-0.378208452164895	-0.3489110707803993	-0.34716100596318383	-0.3336790251490796	-0.2514259787399533	-0.34372569354420535	-0.2648431423386051	-0.2446201711174488	-0.2983536427275084	-0.2507778065854291	-0.2413793103448276	-0.3141690432978999	-0.32389162561576357	-0.3242805289084781	-0.29964998703655693	-0.14207933627171376	-0.11621726730619653	-0.13131967850661136	-0.14019963702359348	-0.37140264454239047	-0.18220119263676432	-0.1770158154005704	-0.12354161265232046	-0.16969147005444646	-0.2444257194710915	-0.2161654135338346	-0.20475758361420793	-0.10422608244749805	-0.1792196007259528	-0.12943997925849104	0.1268472906403941	-0.15815400570391497	-0.15005185377236194	-0.08497536945812807	-0.1354679802955665	0.13261602281565985	0.007842883069743324	0.17792325641690432	0.07298418459942961	0.05729841845994296	0.12937516204303864	0.18284936479128858	-0.021843401607466943	-0.02132486388384755
Longitude	0.1549473153939801	0.0866252466311238	0.10415179883296251	0.18609630158263718	0.243335712186726	0.24935980857226817	0.1818353553587171	-0.043092229545359136	0.1958356072373116	0.2127534528357332	0.12218210822383611	0.06189916460266152	0.10784601821921834	0.0597372066663868	0.15601779942067923	0.1871667856093363	-0.000419797657529071	0.17956844800806013	0.12314764283615297	-0.22396205029175936	0.23353343688342218	0.24621132614080013	-0.10142311405902354	0.02195541748877041	-0.036942193862558245	-0.07466101339154528	-0.0008605851979345956	-0.09273330254817178	-0.10381596070693926	0.20110406783930146	0.13674908694009488	0.14598463540573445	0.0653415053943999	-0.07426220561689266	0.09059233449477352	0.18408127282649764	0.08689811510851769	0.16827589102052812	0.3193400780823643	0.06664287813274002	0.2909617564333991	-0.207191133873473	-0.21928130641031024	-0.19146971159900927	-0.18452206036690316	-0.2162587632761009	-0.20544897359472733	-0.24707191133873474	-0.19967675580370262	-0.24973762646404432	-0.11790017211703958	-0.21665757105075353	-0.17362831115402377	-0.24155157214222744	-0.1684228202006633	-0.22685865412870995	-0.22578817010201083	-0.2197430838335922	-0.23418412325259225	-0.22251374837328408	-0.2339742244238277	-0.31018848914823055	-0.04867553839049578	-0.229776247848537	-0.2024894001091474	-0.13645522857982453	-0.06515259644851182	-0.23750052474707192	-0.09735107678099156	-0.11565425464925906	-0.1944922547332186	-0.038180596952269004	-0.10599890852609042	-0.07789345535451912	0.08045422106544646	0.02271105327232274	0.0851769447126485	0.12297972377314134	-0.06437597078208304	0.009298518114268923	0.20141891608244825	-0.044729440409722515	0.11252676210066748	0.1124218126862852	0.14250031484824316	0.07499685151756853	0.03051928970236346	-0.05795306662188825
Iron.5m	0.2109903026741111	0.16720540699382896	0.1727047563074598	0.17146635321774906	0.26888039964737	0.264346584946056	0.15221863062004115	-0.08924898199068049	0.09336299903446539	0.08028630200243482	0.0774946475798665	0.021094832290835818	-0.17812014608958482	-0.001637210864363377	0.0033793711431090215	0.033373913773561144	-0.026237353595566937	0.11764829352252214	0.0990092775282314	-0.0984635405734436	0.208765375089207	0.23546450610805592	-0.2158599555014483	0.04737416565215566	-0.14352881910918938	-0.11160320725410353	-0.18620125099701942	-0.2511229587338903	-0.16947231434448595	0.1395827211284161	0.06836404852860921	0.056273875991771964	0.03620754796188237	-0.10719533185004827	0.01905881365181982	0.1986062717770035	0.03553587170983586	-0.006380924394441879	0.31407161748037443	0.22876873347046722	0.36866630284203017	-0.08045422106544646	-0.13544771420175475	-0.09269132278241887	-0.13532177490449604	-0.18385038411485663	-0.1041098190672096	-0.1785819235128668	-0.12402921791696403	-0.2057848117207506	-0.10851769447126484	-0.22948238948826666	-0.18313672809705722	-0.24614835649217076	-0.14531295915368792	-0.21252256412409218	-0.20842953696318375	-0.22604004869652827	-0.27521934427605893	-0.20836656731455439	-0.23351244700054574	-0.2550690567146635	0.030666218882498635	-0.12153142185466605	-0.091725788170102	0.005373410016372109	-0.03364678225095504	-0.2526342303009949	-0.09094916250367323	-0.10249359808572268	-0.25939297258721294	-0.07971957516477059	-0.09980689307753662	0.03478023592628353	0.12698879140254396	0.13148062633810503	0.1594601402124176	0.10841274505688259	0.07291885311279964	0.10324923386927501	0.11936946391839133	0.08822047772973426	0.11611603207254104	0.26165987993786993	0.25013643423869697	0.11714453633348726	0.14978380420637252	0.11783720246841023
Temperature	-0.05933839889173419	-0.15578691070903825	-0.2730783762226607	-0.37042945300365226	-0.342282020066328	-0.35957768355652575	-0.38537424961168715	-0.4298728013097687	-0.4413332773603123	-0.4178875781873137	-0.48981990680492005	-0.44093446958565974	-0.7243398681835356	-0.6316065656353638	-0.6365181982284539	-0.6742789975231939	-0.6667646194534235	-0.5897947189454683	-0.6132404181184669	-0.22629192729104572	-0.31367280970572187	-0.1300952940682591	-0.06914067419503798	-0.28741446622727845	-0.12709374081692623	-0.23223206414508207	-0.21428571428571427	-0.3161706057680198	-0.19405146719281308	-0.4121993199277948	-0.24971663658116788	-0.4315100121741321	-0.5682800889971034	-0.5311279963057806	-0.1726627765417069	0.056672683766424585	-0.13219428235590444	-0.09615465345703371	0.07281390369841736	-0.09420259434952354	-0.21779102472608203	0.7124176147097099	0.6897275513202636	0.5337937114310902	0.6401074682003275	0.5606187817471978	0.6987951807228916	0.641471810587297	0.6030603249233869	0.4441039419000042	0.4651567944250871	0.36795264682423073	0.4158515595482977	0.3573527559716217	0.4633516644977121	0.4845094664371773	0.5026027454766803	0.4633096847319592	0.29631417656689474	0.39857688594097646	0.3112589731749297	0.34969144872171615	0.3705763821837874	0.5559590277486252	0.5934469585659712	0.44286553881029345	0.5739683472566223	0.025418748163385248	0.3502371856765039	0.18534066579908484	0.16424583350824903	0.1989630997859032	0.17182318122664875	0.1297804458251123	0.16445573233701355	0.3216069854330213	0.11345031694723143	0.1910079341757273	0.0792577977414886	0.10385794047269216	0.10234666890558751	0.016057260400486967	-0.018701985642920114	0.32125015742412155	0.14145082070442047	0.12058687712522564	0.3227824188741027	0.44662272784517865
Salinity	-0.03559884135846522	0.07896393938121825	-0.07503883128332144	-0.2775702111582217	-0.13477603794970824	-0.14512405020779984	-0.18280088997103397	-0.2116619789261576	-0.29786742789975235	-0.3948616766718442	-0.22952436925401956	-0.28892573779438313	-0.5145459888333823	-0.35649217077368706	-0.41969270811468873	-0.42519205742831956	-0.37815372990218715	-0.26499727131522605	-0.28709961798413164	-0.25284412912975945	-0.3344737836362873	-0.2806977037068133	-0.20337097518995845	-0.18597036228537844	-0.10853868435414131	-0.13897401452499894	-0.2965240753956593	-0.3401200621300533	-0.23256790227110533	-0.11091054111918056	-0.09233449477351917	-0.1582007472398304	-0.3415683640485286	-0.30662020905923343	-0.2884009907224718	0.020591075101800933	-0.15408673019604552	-0.2196591243020864	0.013685403635447714	0.001637210864363377	0.11357625624449015	0.43016665967003903	0.39565929222114943	0.299609588178498	0.30494101842911714	0.26852357163847024	0.3695898576885941	0.3436883422190504	0.3699886654632467	0.317660887452248	0.2303639645690777	0.1980185550564628	0.20299315729818226	0.15939717056378824	0.2800680072205197	0.23132949918139456	0.2224087989589018	0.2019436631543596	0.08845136644137526	0.13599345115654254	0.23794131228747745	0.20276226858654128	0.21751815624868814	0.3683094748331304	0.40798035346962763	0.2321690944964527	0.27593300029385837	0.018303177868267496	0.03452835733176609	-0.21487343100625497	0.089920658242727	0.14250031484824316	0.10723731161580119	0.25013643423869697	0.2949288442970488	0.10136014441039419	0.1271986902313085	0.1896016120230049	0.24621132614080013	0.32297132781999077	0.16216783510348012	0.19375760883254273	-0.08834641702699299	0.17589521850468073	0.03068720876537509	0.01851307669703203	0.4377859871541917	0.30156164728600815
Brunt.Väisälä	0.008359866201782995	-0.15511470491589543	-0.17586197702604958	-0.4160666221754576	-0.14523090477107908	-0.2002449201145833	-0.0643862090931594	0.06729256882737301	-0.24078156299927064	-0.20539363979354602	-0.13182028607238552	-0.1494543788417715	-0.23297684416244982	-0.297765807226268	-0.3328598288858362	-0.3619669671977734	-0.3791547650266996	-0.29343348073107317	-0.43527907510012814	-0.2469426102261055	-0.29260620230485507	-0.1791384350035713	-0.011233570208645901	0.18390617119677566	0.07520614008869625	0.039622282518867326	-0.2935423331555756	-0.24271913615541307	-0.24977277326316746	-0.12992625388604406	-0.21995809419196483	-0.033428579564681746	-0.3143440314779809	-0.3542057893307535	-0.2782159117856401	-0.14610172416709813	-0.11840966737369196	-0.1929626929153739	-0.10223419709263788	-0.24589762695088263	0.06003211211306409	0.3597028367681238	0.4008925941998254	0.2668734891524918	0.23808202287161156	0.24893460959449912	0.3257953065356316	0.3018586583875576	0.25869867207236286	0.3248374052000106	0.15589844237231257	0.21546248906001642	0.20836531098246105	0.20574196755195365	0.25022995344607746	0.24517920094916693	0.2160285216674288	0.20727678673743724	0.02367540232926825	0.11142134172063899	0.23330340143595696	0.13716494011545252	0.08188967895314254	0.3598878858897779	0.44241979414748445	0.16777424188552253	0.28875282647747075	0.037575856938222525	-0.0674014212518754	-0.01843960071070364	0.19164557857889508	0.1356301209299689	0.05001768905884488	0.33835687632320655	0.3036438381493967	-0.10855852295622632	0.21757422609536264	0.2119030147787885	-0.03948077436701423	0.28123112394435607	-0.004550031344199599	0.05132391815287347	-0.1076115068630556	-0.006041309559882243	-0.12426592781192015	-0.10691485134624035	0.5271178656527885	0.09997006666298833
FluxAttenuation	-0.041244631715420144	-0.2676444372417146	-0.31642492504659264	-0.09747994489911677	-0.1747832428490398	-0.12178915809091646	-0.28595737784620373	0.03362774491532291	-0.2924398346973503	-0.41220322502228346	-0.24058017988817762	-0.1683007859978932	-0.09051130378413419	-0.1238959565675391	-0.12422007941009643	-0.3115630824082327	-0.08500121546065958	-0.2632687788671907	-0.15339113524025605	0.02601085811522567	0.12924398346973504	-0.19844421035572482	0.03443805202171623	-0.09067336520541285	0.08532533830321692	0.18094157685762904	0.24965561947978285	0.19455473624503686	0.09537314642249413	-0.052750992626205334	-0.13199902763147234	0.24236285552224293	0.22777732760716313	-0.04367555303460011	-0.05064419414958269	0.04432379871971477	0.06928125759662912	0.17899683980228506	-0.2274532047646058	-0.10072117332469006	-0.15193258244874808	-0.05307511546876266	0.09796612916295276	0.29584312454420225	0.3139940037274127	0.2974637387569889	0.2994084758123329	0.29276395753990764	0.21140912405801798	0.3079977311401021	0.3007049671825622	0.2775301839397131	0.3099424681954461	0.27153391135240257	0.2475488210031602	0.2880641763228263	0.33473786565108177	0.28482294789725304	0.30961834535288874	0.22534640628798314	0.22388785349647516	0.14058828295924156	0.08208410987764363	-0.07057774896685844	0.03897577181751884	0.15857710072117331	0.2347459687221457	0.2535450935904708	0.2880641763228263	0.3350619884936391	0.14820516975933878	0.11125516570780326	0.22696702050076978	0.29957053723361154	0.09585933068633012	0.1354023174783243	-0.15193258244874808	0.008994408880965886	0.01401831294060449	-0.38627339761769713	0.013532128676768495	-0.1509602139210761	-0.24090430273073496	-0.06150230937525322	-0.17689004132566244	-0.09083542662669152	-0.3857872133538611	-0.022931691110931043
Depth.Min.O2	-0.07366558055424233	-0.19816451399054497	-0.14118943251494082	-0.2862584683971775	-0.10397571441474682	-0.23463981815678236	-0.16301366656299163	0.08205771351793963	-0.10620267707271118	-0.10785531778204263	-0.19120232547038268	-0.20066105633868397	-0.1984809771050978	-0.20912351443894855	-0.23681989739036854	-0.3083991655597811	-0.2501113482015874	-0.254049555849356	-0.25586628854401117	-0.24468459182981112	-0.09857239975515959	-0.2920368504517903	0.10327246304907385	0.09386061560515077	0.19707447437375186	0.10593309738253655	-0.04977847583355086	-0.01316252139417886	-0.11889636422310806	-0.1473897653889574	-0.12319791840980766	-0.004946201271899803	-0.18209522028491787	-0.11608335876041624	0.015412925764332326	-0.20359127036232127	0.038268595148703455	-0.12476851312647727	-0.23781617015840523	-0.13646592750883746	-0.046391148422226115	0.24832977807521595	0.19412081863792546	0.19458965288170743	0.23538995294683351	0.24205912006463207	0.26305117332996986	0.24118005585754088	0.24306711368876333	0.2741859866197917	0.1285074662206385	0.22172343474058906	0.19324175443083424	0.23958601942868218	0.2348390727103897	0.19204622710919023	0.1881666237418944	0.23188541697456327	0.15839564926173919	0.2072364566077261	0.20894770159753032	0.22120771707242887	0.1601068942515434	0.26029677214775077	0.2773740594775091	0.15167959871956244	0.2703532666768741	0.19267915333829588	0.03762394806350324	-0.008450737244170043	0.09064910103524426	0.08465974357092958	0.03230267939657786	0.16356454679943544	0.2986708550013052	-0.07439227363210439	-0.04046039523838417	0.07247005323259831	-0.03114231464321748	-0.05372840433741398	0.0191635997145881	-0.2884268267746691	-0.10876954455741747	-0.1418458004562356	-0.1702805973416122	-0.2194027052338683	0.25891371112859396	-0.029114606538860454
