	NagR	IscR	AgaR	SiaR	GulR	MetR	FUR	SahR_SamR	Irr	BirA	CcpA	NsrR	KdgR	NagC	RbkR	ArgR	NrtR	Phr	MntR	ThiR	CzrA	XylR	NadQ	AraR	Zur	NiaR	PhnF	HutC	ModE	PhrR	VanR	GguR	NrdR	NmlR	FruR	NifA	CueR	MerR	AcnR	RbsR	FadP	NnrR	BioQ	PaaR	FabR	HrcA	QorR	GntR	NtrC	LiuR	PurR	LexA	SdaR	NagQ	PhsR	SoxR	HisR	PsrA	TrpR	TyrR	HypR	HexR	NikR	LiuQ	NarP	Rex	ExuR_UxuR	CblR	LldR	NorR	CadR-PbrR	MetJ	FadR	ZntR	CsoR	PdxR	PhnR	FixJ	GlcC	TtrR	LtbR	RutR	DasR	FnrN_FixK	HcpR	PrpR	AmtR	PdhR
PAR.PC	-0.41126305505430144	-0.5023621571880271	-0.3021636484025866	-0.3333349074459337	-0.47360557314099566	-0.4158728891381767	-0.33487151880722543	-0.3227981438256473	-0.1190873805001113	0.15684411680613738	0.19855213946977082	-0.1542099259010658	-0.018549094289879088	-0.04993986924198216	-0.26726061891038805	-0.19043005084580011	-0.11798980095633148	-0.11425803050748007	-0.2507969257536906	-0.04950083742447023	-0.19130811448082397	-0.08396483509915682	-0.33706667789478506	-0.4646054208820011	-0.33026168472335016	-0.13796574865312433	-0.15662460089738142	-0.42706820048473093	-0.20294245764489013	-0.1673808804264237	-0.3032612279463664	0.2044790690061819	0.06706211012494748	0.3607743960404294	-0.03896407380418388	0.4452880209114761	0.1096481964236048	0.16913700769647144	0.3967750050764077	0.48765459130137745	0.4244340095796594	0.4700933186009002	0.1763810326854183	0.03369569199404071	0.38118937555473414	0.06728162603370344	0.18955198721077623	0.17177119860154302	0.41675095277320057	0.49928893446544365	0.5554850071069708	0.6634868342149058	0.41236063459808125	-0.1445512259158033	0.07013533284753098	-0.024476023826290157	0.0055976556732771215	0.4152143414119088	0.10020901234709827	0.15662460089738142	-0.26967529390670364	0.05806195786595288	0.12896559639412974	-0.3223591120081354	-0.2198451826190995	-0.15311234635728596	-0.5017036094617593	-0.4975328071953959	-0.20864987127254525	-0.1629905622513044	-0.5423140525816129	0.13489252593054082	-0.6410962115217974	-0.48502040039630584	-0.11886786459135534	-0.3691160005731561	-0.5030207049142951	0.09801385325953861	0.050378901059494094	-0.30282219612885447	-0.19152763038957993	-0.2558457916550778	-0.31357847565789676	-0.15552702135360158	-0.17352732587159075	-0.3050173552164141	0.04708616242815461	-0.1693565236052274
HCO3	-0.3733236095605112	-0.07673919215407078	-0.2181435113820048	-0.3489323774186154	-0.2659535677398736	-0.2779465988262542	-0.22397795893754133	-0.21125562190671862	-0.11717515507369203	-0.04092216688258262	0.18597301583272696	-0.15744905000565948	-0.06904096274051563	-0.11595964516628858	-0.19051091948703316	-0.11377172733296238	-0.07001337066643838	-0.09724079259227554	-0.10153559426510105	-0.11369069333913548	-0.20023499874626072	0.020663668425858553	-0.10299420615398518	-0.1459422228822402	-0.1613386817093505	-0.08792188330218247	-0.15291114635135328	0.018394716598705455	-0.013046473006130302	-0.07487541029605216	-0.3596288646037657	-0.07041854063557287	-0.32162392149895136	-0.14586118888841332	0.1633645315550229	0.011506827123419272	-0.052915197968963275	-0.0894615291848935	0.058020339580057735	0.22721931869061718	0.08848912125897074	0.28240346848673353	0.03743770514802608	0.14537498492545192	0.40006482752338696	0.2967464853940942	0.33272557865323615	0.4248612296344172	0.3589805926531505	0.31530326998045344	0.3633564283198029	0.14253879514151055	0.4700781981898253	0.015234390839456501	0.2241400269251951	0.2751914430361398	0.23037964444986614	0.30655159864714865	0.33637210837544645	0.1611766137216967	0.1681455371908098	-0.03792390911098746	0.05931688348128808	0.22527450283877165	0.08573396546885627	0.2524208907707819	-0.26854665554233426	-0.15809732195627466	-0.30493091877061074	-0.23629512599922955	-0.0051051416110944655	0.08881325723427833	-0.08711154336391351	-0.15145253446246915	-0.02074470241968545	-0.08686844138243281	0.14035087730818435	-0.17373688276486562	-0.3024998989558038	-0.06895992874668874	-0.16214902164761946	-0.05396863988871292	-0.27348972916577496	-0.062153073265229446	0.2314330863696158	-0.06636684094422805	-0.15299218034518017	-0.16441797347477255
ChlorophyllA	-0.3712914288639217	-0.38698753218599	-0.4676621502887488	-0.368497983506336	-0.4006529914334142	-0.44351026900879725	-0.3443523890501449	-0.33892476453690634	-0.23957618425751864	-0.04435773284622427	-0.12958401135159087	-0.24168017460936864	-0.27287329850108916	-0.2542852562491872	-0.22608466046746847	-0.16276586715955207	-0.16771988428283238	-0.1368851093454608	-0.21983346204160334	-0.19948930035259946	-0.1573654855492757	-0.08813917351440197	-0.19745446506211503	-0.25912401493685816	-0.23025492022860544	-0.11975141899015636	-0.11985410377824465	-0.08562653961811893	-0.07132191995504307	0.056074276727891004	-0.33711415929388006	-0.1663598347426425	-0.16470220887778855	0.2195505549723805	0.08549661192706844	0.10747115657796406	0.13550410372606922	0.16155670138961437	0.2423738208309447	0.23018995638308018	0.2475185382749604	0.268007296910456	0.19472807915797474	0.1864210893624235	0.612200419758668	0.32886794212801373	0.29156192993315927	0.40246359667644055	0.3808767394907762	0.49692521928599337	0.5177010762065521	0.02371599483255634	0.35207679984388907	0.15456156215208913	0.03168978296880065	0.26204319676965404	0.37956069771690987	0.3356430425339212	0.2823223946131327	0.18964203873572377	0.003899926339435128	0.1862157197862469	0.16189828548060198	-0.03236247311117501	0.1519336698201968	0.017793806850157804	-0.239073238356678	-0.383311835894013	-0.4591099743665378	0.10828215684306959	-0.006718518992062881	-0.0015654191163664915	-0.06846141514401194	-0.014187265619546382	0.09794661858079444	0.017540238291817317	0.019589742837742924	-0.010610062899817332	-0.11851920153309678	-0.18142725568865997	-0.17373427901371835	-0.3060991620753739	-0.16809290249262251	-0.14164423493216538	-0.10225309285674242	-0.044242474410614956	-0.1444292978580704	-0.26225904438543146
Carbon.total	-0.4548809581959167	-0.4625996005834245	-0.581855648437413	-0.49467831865213363	-0.5021702385152041	-0.5629973726825553	-0.5157534368681553	-0.48093893367123686	-0.38331221464856113	-0.23677892796561223	-0.13232534181821515	-0.3822491379228665	-0.44944969416606456	-0.41526497575924953	-0.38342809504994013	-0.3236287696600378	-0.3395446908755321	-0.29877998098171626	-0.3946281877571398	-0.3951975132073933	-0.3167212900821832	-0.2910059175326793	-0.3165600651759167	-0.37750811802296774	-0.40376762463112104	-0.2053350329653274	-0.2607611327727514	-0.2190996093378283	-0.20306276944263416	-0.16599111755798496	-0.3302289142603219	-0.16903927594208562	-0.21193013928729068	0.3580351723129692	0.23318159724454135	0.3070477957061943	0.28625985935445974	0.28636062492087627	0.4119749800157491	0.40188834681745234	0.36729048958832944	0.4038079308576876	0.3773065868901347	0.37047971976541333	0.5701315747848472	0.35955673236585917	0.3723388444657987	0.517370724209141	0.4779512346269861	0.5832159835840364	0.587553941218269	0.19602429462843807	0.3423107056736664	0.09219545499282361	0.24460841247617826	0.2410312348683907	0.19613009847317545	0.21428805354143798	0.30198432599376257	0.24741977177920005	-0.019160572454107228	0.07729222771981567	0.039132307717867694	-0.046644380694221596	0.05025178797193413	-0.16621784008242219	-0.2856048831727522	-0.43446585443992336	-0.43580099819494267	0.14822110992042611	0.01732160086700517	0.0620363209643498	-0.03543924970870109	0.13826547195847086	0.19089028901951477	0.1934144664582494	0.17163398927731183	0.12305490970789244	-0.005703331059176803	-0.1500248135592824	-0.1794735503445195	-0.09535949377830331	-0.05620199466883148	-0.013628542857838563	-0.04566191642166022	0.09269424454658554	0.026466076019307196	-0.0814840752827442
Oxygen	-0.29332814577385674	-0.15797406907355685	-0.3257598400445237	-0.14070567986230637	-0.19613097385263895	-0.1482267822358725	-0.06059653498510724	-0.020690117183876654	0.02618343347727952	0.26610376493141086	0.06557710740309398	0.11997949024498336	0.07369598153091407	0.09810155935976583	0.1225380564172859	0.1626042235666361	0.19707401032702238	0.20766126954352912	0.13337782266791717	0.13668618013542622	0.14848701907716408	0.11640574273140467	0.10916549001824234	-0.0029579395426015437	0.027883991054036505	0.08416987024230368	0.22604790419161677	0.2038350149958259	0.20588083729271234	0.22968091356014306	-0.2670906036464077	-0.24539045832603296	-0.015771383223226524	0.11518700980139548	-0.23371844950374637	-0.11846702464262525	-0.10991528131344884	-0.15068486091500305	-0.10205922062930936	-0.05282807878219465	-0.015797149247116782	0.06366784503282591	0.015346243829037279	-0.09252321518752513	0.5310403289805931	0.2152467869768209	0.211554515753347	0.1224169561050017	0.22441691487936347	0.2249889206097272	0.2533624661176786	-0.02899193008131757	0.43257804528636357	0.24665814670143363	0.0827501623259505	0.3241984189967741	0.48576684840302187	0.40045811990476876	0.5228390035763241	0.4485504034959341	0.11711946159316479	0.31278149381100107	0.1309171673863976	0.02989889412225463	0.3074376204561617	0.22939233409257218	-0.35911653457285087	-0.47226029867974895	-0.3504308079194451	-0.0342507755573191	0.059251548538035805	0.03737877085759634	-0.41381780329186724	-0.07237933771012192	-0.15656466756675977	-0.1910086883032558	-0.273225493934678	-0.3112020365465283	-0.3489879105815907	-0.41950178816205796	-0.33743957867397734	-0.4327944798870417	-0.44170437094829273	-0.40322796747297146	-0.32366248569985673	-0.14599029136219815	-0.2083002669360075	-0.2636972183000608
Ammonium.5m	0.20250540129825592	0.04035319926862111	0.11380693917054839	0.2332996474789771	0.2110595517276678	0.12443791354922272	0.16186130760370573	0.11487780151938684	0.11264799723457604	0.06300587834913658	0.07051698103617336	0.06254693734249153	0.0571045460111654	0.058416468282686096	0.05504278830707059	0.10220129462372132	0.06569230575672048	0.048422911968796556	0.07227161912723548	0.07430440328293099	0.11384982002217937	0.11965380123752888	0.09124233967716681	0.12989768900958845	0.11029070933680829	0.009889251539652028	-0.05396613124855228	0.015054655748280773	0.09013902695412114	0.08226865226693295	0.11343028304135738	0.019427343672704434	-0.016815088549022767	-0.02947884708339259	-0.04299095111489417	-0.08982843051528056	-0.05614030632043641	-0.10813855416170765	-0.11696737382994497	-0.140393067181754	-0.12347830962623761	-0.12947931097070242	-0.1280677196926881	-0.11551406064223566	-0.06469561569178427	-0.169436152097221	-0.19423403270122128	-0.10230212257215092	-0.1436751907444277	-0.11538541808734272	-0.19710125505081685	-0.29423333764659515	-0.18850074694396607	-0.04939526425307735	-0.1027633814626679	-0.04931413831755929	0.045476881567554854	-0.10169599593963738	-0.10556917988965696	-0.04536330525782956	0.20561368357053375	0.05055304724711373	0.08646749890096075	-0.110093689207693	-0.09872446881580428	-0.05754146712102697	0.038566110803351754	0.009897364133203834	0.018873369427309654	0.19128104864836373	-0.13644802883170415	0.018107308807631933	0.15483116582009748	0.043641117540974654	0.007579480261259142	0.058441965005277485	-0.03100633255500414	0.022911123132237306	-0.05757855326297809	0.05938302585728703	0.13395050895968375	0.05721928126282666	0.04423797263800042	0.17265569279535217	-0.06567260374380895	-0.020981484808843348	-0.060876902012755384	-0.06894661471293083
Residence.time	0.06130456115719097	0.16893669128137004	0.1430593140918208	0.11503916869304466	0.14764829534083254	0.11999875059577064	0.12891555155929757	0.12111179618326808	0.11268622762986573	0.04829622948655059	0.07838452551326888	0.1280872964070369	0.10815942769859126	0.11521825088812804	0.06798780918759455	0.09267379232929737	0.08659494670730022	0.09506031130405443	0.09434646977643038	0.10407784600231576	0.10696803365074484	0.09633005381224984	0.0699365716854811	0.14644322140308394	0.10741076463303433	0.06937196532042655	0.04924387276886684	0.07214649571786429	0.076163408843693	0.048676779151102786	0.17697300478573696	-0.00934087755049521	-0.05089789582067867	0.02673050486890481	-0.11443600991099298	-0.13048749527169617	-0.16090659590877682	-0.07700161300679163	-0.13040292867957345	-0.12952492847312297	-0.0779393072782699	-0.10145130714109277	-0.05167516229239475	-0.08624051319619769	-0.12712597323481845	-0.07841064166671854	-0.023269492723647433	-0.10212783987807444	-0.1815470625184918	-0.1263959645645827	-0.10633254058346978	-0.10164655647878784	0.07801889936497364	0.02712224717064972	0.06878124280192233	-0.04817311047743076	-0.028184304077602574	0.051283419990649844	0.0439783587828734	-0.0035978110442794094	0.013428677378544439	0.04557268776965743	-0.0178709107176962	-0.019390622123195488	0.0456398435928137	0.021923889007812548	-0.030982463375780478	0.09689590380365914	0.06584131009930341	-0.12703518851092202	0.0025419722691002807	0.012852878376297163	-0.02325581283374523	0.04144011739283736	-0.09660738248935813	-0.13788085395065955	-0.04237532441160615	-0.08670811670558208	-0.03585996593909325	-0.02152717220064866	0.010059693583538245	-0.04186792485886989	-0.03804874832344574	-0.048853374093476676	-0.08210794281937761	0.04707996291160926	0.030665338655320316	-0.006863573851841707
Depth.Max.O2	0.0029847078316428163	0.17252753738792756	0.19672197633986124	0.10885290480386774	0.10017531143862173	0.17233409612350184	0.16024596449217243	0.17635222171677478	0.09834216334889591	0.06806146501690936	0.060512062650226905	0.16141310339632506	0.14016052957988623	0.12429055631585761	0.1051216954484343	0.13633714351455864	0.11731628468837384	0.11735393433044328	0.13087275236041138	0.14214557450140944	0.12412827337590313	0.15728332714036344	0.12769330500082318	0.11700080665310232	0.11949606913784243	-0.0890167364873516	0.16773564673695165	0.10596037368211907	0.08024826467573108	0.008580223601273324	0.11271783530182365	0.0859346588917361	0.10070110816407424	-0.0417015225142231	-0.15552158354421758	-0.07093971523994204	-0.17857355059887173	-0.09840058520727951	-0.1339950761251356	-0.03504143065849119	-0.12305850423572319	-0.09040328192632269	-0.13779509344710972	-0.09023450766877003	-0.13778470733895262	-0.02980683214731945	0.02077221631417358	-0.1460079084723261	-0.15320158663462832	-0.15975262435471083	-0.16248936385410317	0.21780058284466888	0.15728073061332415	-0.0762833678867632	-0.021758896589096823	0.049313241529848076	-0.04161973191248604	-0.01611534506923979	0.047354161878717584	-0.008193341072421841	-0.12123054920007592	-0.013139725082234426	0.02107860650480764	-0.0924753105036615	0.14983908411877148	0.16992062424049878	-0.037206934209243786	0.12442817224893901	0.1705554751016007	-0.1432231332227072	-0.03381067684187641	0.011859637251873478	-0.06864438533722586	-0.06267496967394023	-0.08383926157104384	-0.19999619693638285	-0.19014237682234678	-0.09705947899149568	-0.015759620864859568	-0.015171507490464527	-0.012442557572189974	-0.049045799244803095	-0.09650771699565044	-0.11356949617070478	-0.12973287699017108	-0.12543692300369608	0.15492697885222437	0.08416772224151171
Brunt.Väisälä	0.17283614419463997	0.15679676631535475	0.27028647951878326	0.2650039399720342	0.2935650740208619	0.19999145095599757	0.1851478201787395	0.15340616983401942	0.20080367957994857	-0.052146299054081836	-0.09226184330227277	0.09967816240698035	0.10356342444124826	0.09915662613265391	0.03865597551793311	0.06106615716041902	0.06936921007112423	0.05689997394794249	0.09123709170002481	0.06365796037850029	0.07780050960666382	0.027293324557607926	0.07579375527711267	0.14657245682498798	0.12646582884381274	-0.018969507907643814	0.0454371684806038	0.08807123216125637	0.0050077253506754	-0.01036599147589808	0.2261464340436471	0.32091824700339255	0.10843679618495432	-0.04630558134019653	-0.011459141278057708	-0.04650344756136956	-0.08361679939200925	0.005964078753011703	-0.046983456357178204	-0.036514867581412626	-0.059722621090725625	-0.12330851908003326	-0.17497358794187948	-0.0373954944052753	-0.24464692572332522	-0.14456325970258285	-0.18494384697543148	-0.2326576983959521	-0.255679799648362	-0.18751488645425385	-0.1788967132653842	-0.05125956524808419	-0.1633226874247837	-0.09290063363359063	-0.18802909435001833	-0.25060734028705595	-0.23006833797072482	-0.11277886048291799	-0.12042358071947344	-0.23435299663661976	-0.004215039069556294	-0.011400514249561997	0.0014449119731339021	0.030541017656984974	-0.13228089723273118	-0.022831563409798843	0.017421998634642416	0.18748068735429804	0.16565799739319623	-0.13175936095840476	0.0784551780915326	-0.027419128389588307	0.11268359156161246	0.07178024661801038	-0.08606692062455921	-0.07316408876979459	-0.03047261945707331	0.026271015748213947	0.03968072712018107	0.18075079304156108	0.16095195695998835	0.03786206784038701	-0.02082725187310169	0.007959840514719898	-0.08109827995954762	-0.1518855312824119	-0.022310027135472404	0.04486799774562459
Nitracline	0.03425079081978656	0.04720397330700213	0.12152852335381158	0.134913478590601	0.10395942777032306	0.10928382985346581	0.0716981312773022	0.029534687361734046	0.06520961260967303	-0.042337584306280256	-0.17497053942399393	0.04169111792432162	0.04938430641810987	0.03372121319323742	0.03177942856255722	-0.0030772753975152993	0.0015911183644517091	0.003532902995131906	0.00604958946364248	-0.015527120591028747	0.019875859389222848	-0.04057471103592072	0.04567726303226585	-0.025386329287099083	-0.0005415050505705217	0.01856145726206709	-0.004940339029654407	-0.01680812593092465	-0.03011913113878153	-0.1481624611935467	0.09439124822037433	0.26477927133535517	-0.015357751169925191	0.012981808304866867	0.06536466912195095	0.074658517919408	8.826293775819075e-05	0.08934356237452752	0.025896823035214022	-0.031051855697253217	0.060169083218239064	0.028306162687532204	-0.04839194473953129	0.1081888923283034	-0.1775659468910456	0.03497359271548202	-0.00818221287866471	-0.09698188471781743	-0.060837018963436185	-0.13582950475544275	-0.094267203010552	0.02767639469920349	-0.06381887496878047	-0.16918335328882175	-0.11988015335405725	-0.02195600213855102	-0.17662129490855252	-0.1259607541201553	-0.08017137330208851	-0.19154011687449105	-0.11015453180702633	-0.13248982602945716	-0.05724686433300167	0.01655287905686718	-0.025443580922401694	0.08111125431497303	0.037363848489366	0.13834619122395334	0.11773798799981793	-0.16856551272451442	-0.032132480313589985	-0.07817472252090998	-0.013377798782376589	-0.01972318836174922	-0.13273075999468897	-0.03867586513171748	-0.09512836302489543	0.019532349577407185	0.16255647650254462	0.05907653117788092	0.08628298537064215	0.06072728666243952	-0.054496400353672106	-0.08471810733903748	-0.12171936213815361	-0.02887629355575403	-0.001865449116943383	0.06612802425931907
Depth.Min.O2	0.17065970289069068	0.04988240872235842	0.11293529871666783	0.10650014720014672	0.03298095672130932	0.10652204861671948	0.0845910007156707	0.08451370159835513	0.08495430656705387	-0.003017242212551032	-0.03604329008562777	0.029770466715469367	0.03221956041575097	0.03693351825337873	-0.015779326481351427	0.030883574004813556	0.009243686112320092	0.01950514393596184	0.012804598783323958	0.016082081357504073	0.05273732278854676	0.031224978439623984	0.03339837195481339	0.06117838639940686	0.03220796554815363	-0.015148050356607616	0.005824488489728103	-0.05223487852599556	-0.04888267347174373	-0.06495573659889432	0.03263697564925504	0.15506074101640893	-0.05200684612991463	0.05478703771603125	0.04425374466316309	0.05183421143457653	-0.05322301890901292	0.01462885795197138	0.03074572391226746	0.034199706137651456	0.009570919042289334	-0.05038356466628769	-0.12656828637389028	0.019302877912319435	-0.1954714312303663	-0.10447748696372268	-0.060696555234806486	-0.048470411512727365	-0.1346705221871838	-0.08337225129932857	-0.13152444811244018	0.10933058321251847	-0.11177710027555622	-0.20079347545754322	-0.018591726033016204	-0.14119456768861782	-0.14358182209504697	-0.05256082313734287	-0.14308453110698346	-0.17199311266438425	-0.021076892654711736	-0.033724316566160706	0.06653263859213192	-0.09726032604369242	-0.07297809665762843	0.11947093908569915	0.09993487550281109	0.1449680529322395	0.21246306553495026	-0.09526987377281652	-0.13260792407348007	-0.05961179095514467	-0.016151650563088083	0.08481516815588584	0.02720155938334863	0.008265852278278148	-0.03986573143688264	0.018250321598205773	0.029930218224588207	0.07972115632478988	0.07579693780240283	0.023845489373231023	0.0031628222168286865	-0.04692442916641599	-0.08953556758662325	-0.07337361047455976	0.08721659406715618	-0.03976008930988469
NO2	-0.06597427027048573	-0.23203221182791722	-0.15400231206897877	-0.056547236868261644	-0.06679227740168402	-0.19485528406946365	-0.12641701670866115	-0.13764216944501315	-0.033241515401652086	-0.09889157552867509	-0.21867225999307213	-0.13011800019249725	-0.17235759403733045	-0.1513113678782381	-0.19927950556563973	-0.08299530280227922	-0.1409840278468598	-0.1342329750902935	-0.14287192845148508	-0.12971897232362006	-0.010706416506811645	-0.07587265534282103	-0.1269781496492697	-0.040867935545567766	-0.11506716776328499	-0.14510399059301698	-0.04781351438821171	-0.08201768452353006	-0.05836780152001392	0.013898639457829326	-0.06127072926609562	-0.09069654067160939	-0.07501225150055454	0.26992988367453025	0.1509522427962486	0.09200335694218224	0.06956053324201966	0.12457400673928452	0.16073091950792073	0.10055502295705696	0.16759669277678924	0.11166545518110678	0.013569441466005628	0.1232198059092825	0.18305902269578112	0.07656846018917567	0.0026709927972968254	0.13230766562296095	0.09270664356107833	0.1984091260266513	0.14321858391257217	-0.18599187753202862	-0.014065732377921658	-0.02029306105658662	0.01732778520599285	-0.006673741106971339	0.011482026926941722	0.019694519253270804	-0.010137801793661621	-0.1306142911044133	0.10542815080571989	0.06527597149995061	0.09059678370439009	-0.22966547778063925	-0.168556853586275	-0.09470926467800583	-0.3342681396826194	-0.0731168691233878	-0.2538615301796811	0.017464951035919392	-0.02367731616950146	-0.019243118976603458	0.16036930050175074	0.12865656062273448	-0.005873191445036437	0.06071458417384801	0.00699545732625359	0.019764349130324314	0.04899563444976044	-0.04501533145771027	0.0285629136390668	0.0892076679358613	0.004257128576083736	0.09090852422695041	-0.1656589136885543	-0.08056622065048921	-0.03528902715382827	-0.044653712451540296
CO3	-0.039764620797072374	-0.17963115158677487	-0.13595450212332386	0.013866333541836251	-0.11204181597270343	-0.21096025510827782	-0.22217035405983346	-0.17658700154890375	-0.04904171734877032	-0.24194746704885356	-0.22923173017359927	-0.1457575857226021	-0.2845655675790492	-0.2615010355426521	-0.23693744042065099	-0.14486340774171555	-0.2288438147260088	-0.20087445347092514	-0.2689700516182926	-0.23548440120171035	-0.04686544593940673	-0.10697261580164807	-0.07123837075665992	-0.12145698412439121	-0.19300437227150458	-0.17322068444438968	0.02647029816947973	-0.017107728722549988	0.010993129294428739	-0.013241723922834618	0.22271606562169802	0.15088595943651026	0.15995266116917606	0.1166376278009365	0.26308557152348777	0.016969657122560152	0.11394194418208735	0.19212991880490227	0.19487820112850945	0.10847825372534675	0.12562543147646527	0.061566783919276745	0.11940563463882795	0.18264900227226696	0.15180643676977582	-0.015917683027399508	-0.0006772083237596651	0.16097176107386293	0.09763634570709735	0.0987014694784475	0.124376212238462	-0.13185180315219733	-0.050882672015301444	-0.04403169072056774	-0.08373713797478734	-0.1436404878560913	-0.19604194747128093	-0.2873138499026564	0.03545152700691373	-0.20614747362291788	0.06490680167141179	-0.04912719024400212	0.06167855616688756	-0.25456458135268656	-0.1331141720663901	-0.229613070783095	-0.2963805516353222	0.10365889740189205	-0.17053157566363528	0.1803412341010083	0.2031098984231415	0.2550313948574141	0.29548637365443564	0.14298957888471064	0.155784213817102	0.07924652355607033	0.06768795818549274	0.21800848154585414	0.2088497320798618	0.03940957953995566	0.2868273118836446	0.11878102501982632	0.1698280679874966	0.11517143890580635	-0.04311121338730218	-0.02693053683611251	0.06914757224252814	0.040737696835095975
Mean Flux at 150m	0.015260375767290186	-0.29554964312441573	-0.13640572440838955	0.0008556124662151948	-0.1883519497544956	-0.23455502293011612	-0.20721058616737573	-0.2495223807295244	0.16077309861744968	-0.17055989874470567	-0.13423739144606336	-0.22662009635987385	-0.20900385613081304	-0.20418664073883436	-0.2008462359049805	-0.23005426694344988	-0.23890340957348374	-0.2175482600742497	-0.26899049451559887	-0.2823169516948684	-0.11526154784603047	-0.18219857242897536	-0.07784901370686745	-0.11869571842960654	-0.23493008592900497	-0.0949847044686019	-0.23278519440410936	-0.17504893401265662	-0.12520071731658508	-0.0774153471144022	0.3155920721275388	0.038959669009579555	0.0621666920658273	0.14170348926769458	0.3140918201319834	0.03924096625874619	0.1460049930362011	0.14461022750908317	0.17659606888307314	-0.03648659736065618	0.1739471864534206	0.10754931493137845	0.2092382705051186	0.0468125505488149	0.11603511528123873	-0.05380981962183506	-0.11133510707641281	0.13321768891783428	0.1611598823350538	0.15030649680470765	0.18912551718970386	-0.28430947387646544	-0.11911766430335649	-0.007067593385311814	0.059635016823327544	-0.16464093579349096	-0.050539739100272874	-0.049273901479023	-0.13263165298207047	-0.07229339303582631	0.0801228331376311	0.014170348926769457	-0.09029641698249123	-0.21646995395244426	-0.141000246144778	-0.1608082607735955	0.03511527327096881	-0.11523810640859992	-0.22856573566660976	0.38501388907812234	0.12743937459120291	0.1689307188432822	0.21587219729796517	0.02825865282253198	0.09253507425710908	0.27543688980900105	0.16801650278349065	0.12228225835648118	0.0032700805215621826	-0.03523248045812158	0.13109623883036922	0.12371218603974493	0.33890458165222404	0.1306977343940498	-0.11605855671866928	0.030063643504684583	-0.2072691897609521	-0.1286466086188764
Longitude	-0.011304600758128535	-0.18445098809523777	-0.09957319482741529	-0.09349849291310369	-0.1255430669944743	-0.15152452768101882	-0.16221030149862037	-0.12015556428565424	-0.08200384043541256	-0.08725343976235488	-0.029608667285513486	-0.07927242639267458	-0.08532395126801515	-0.09588225137127594	-0.047816549101168594	-0.10959958188629056	-0.07637066111349941	-0.09361901351575314	-0.12490801612666759	-0.11590373648641554	-0.1091140229198471	-0.12559289762826203	-0.17651053454375681	-0.13566332106118228	-0.15519692950598132	-0.030791855124985473	0.057422272902719326	-0.005280888329553228	-0.037991802281341455	-0.03514218533985113	-0.09415208541208724	0.11235533181994813	0.14998325458944414	0.06253049229193824	0.004441879518801299	0.14384713352185924	0.12465886295772882	0.1047671692608271	0.09242076060094996	0.09559717379193206	0.11101801667131868	0.09488447984357234	0.09099421385228199	-0.00292262461424912	0.14848833557581156	-0.038090304696968405	0.04314985230434813	-0.0010846854238450343	0.06708941585754334	0.1447800093404439	0.1261201752648534	0.1294982286948836	0.004827777217669244	0.014820557570036478	-0.015819487949688633	-0.03500891736576761	0.012354520623516997	-0.0831881871268331	0.10901204394837449	0.19311108870676977	-0.10847665434814328	-0.01296755330430121	0.005477893160807133	-0.05677447466347854	0.07195311748561771	-0.12708202238215185	-0.01754617735303169	-0.1822480105410397	-0.10924960859782773	0.10237066343122077	0.1409789749491921	0.11517713631467319	-0.11757132444038242	0.028737210620202094	0.09081922720805057	-0.17845277040953061	0.024455252670301023	0.056944825899915744	-0.019087450444606364	0.023506152924436616	0.06082813877951479	0.00017498664423141043	0.034492069396713246	-0.04404332715668202	0.15563265783863703	0.05520654797708716	-0.061621952364273175	0.0067398829327806825
Iron.5m	0.009152164468373615	-0.09579929936941008	-0.0334806735883051	-0.03717653942212091	-0.08977396024428985	-0.07166665143665793	-0.11251355997000326	-0.05445984051327651	-0.05107109429249337	-0.09058406065753452	-0.02094208078302029	-0.05171314812502204	-0.06419495277544421	-0.08436749611297886	-0.018494395414246696	-0.10083374313927396	-0.0696767481325934	-0.08244944720894463	-0.10061470311337518	-0.11258425542809757	-0.0813067304600759	-0.11959121837298636	-0.125180795330181	-0.10369169395338175	-0.11667647940401592	0.0009375840262016278	0.09422777410423158	0.09477827152381844	0.007942229087218486	-0.06642359811831904	0.04969311233062224	0.1382513424840771	0.2192984699504952	-0.010840742869085323	0.024037614694002424	0.106531101696514	0.14237022212452283	0.06496101339512193	-0.016925188032940137	0.008199514197004347	0.06309279899433451	0.043339792637621846	0.07375970057302399	-0.010094384262319133	-0.019471383466271384	-0.0640234293689203	0.01143643902417511	-0.03722057921568786	0.030414113225722274	0.01907502532416884	-0.011329816366065653	0.08695889028181303	-0.07171880382377668	0.06154329362593948	-0.0011983459617954057	-0.12369966753600833	-0.08812826269520913	-0.18504941785864043	0.15070069676029205	0.09201071818071649	-0.14440532416409027	-0.027272221637301242	0.06098004784505692	-0.05230652639623989	0.12899139641565807	-0.17323400482140236	0.025414437713937574	-0.02684109523711953	-0.0634578657041658	0.15758597080190376	0.25742997752785735	0.1589720653573267	-0.0493095025498154	0.047794765439499544	0.14150912826609538	-0.10934269483318292	0.032227857355518995	0.11268971914427105	0.03695402257041422	0.0754436432059918	0.10534318621214235	0.08363620375138031	0.10203672486881325	-0.024612449894244708	0.13493792748913216	0.1107600808208771	0.0533159648224718	0.07931914503988333
