	Latitude	Longitude	Temperature	Oxygen	ChlorophyllA	Salinity	Carbon.total	NO2	NO2NO3	NO3	PO4	Ammonium.5m	Iron.5m	Alkalinity.total	CO3	HCO3	Lyapunov	Si	Nitracline	Brunt.Väisälä	Okubo.Weiss	Residence.time	PAR.PC	Gradient.Surface.temp(SST)	Fluorescence	Density	Depth.Min.O2	Depth.Max.O2
AcnR	0.32938983874888583	0.060205818005023906	-0.1911514463981849	0.1610080220403533	-0.03262463343108504	-0.11806174540150717	-0.07733990147783251	-0.2938820912124583	-0.21169354838709678	-0.058922077863184305	-0.2694104560622914	-0.04616261733965634	0.24330701125066673	-0.05138339920948617	-0.17593984962406015	-0.04782608695652174	0.05931527071019311	-0.2439516129032258	-0.02105790932396026	-0.1923194940574437	0.07622870138133252	0.033201960869077	0.05806195786595288	0.10705774698676611	0.05478424015009381	0.10704156875455798	-0.02722962863021536	-0.10390244464351871
AgaR	-0.19342030629608623	0.004456689085163277	0.28725386921643303	-0.13524025605704562	-0.3218475073313783	-0.05664046673689328	-0.26699507389162563	0.07853170189098999	0.050806451612903224	-0.11449631039323313	0.09810901001112347	-0.08567262550206871	-0.21872480904694816	-0.14737436476566912	0.03007518796992481	0.17217391304347826	-0.19771756903397703	-0.041935483870967745	-0.09342358184201417	0.07907243024029983	-0.2810359352131054	0.012580799987428035	0.11513609414250392	0.06837763634599958	-0.05909943714821764	-0.22664289765821247	0.46776612039762816	0.17831795045144594
AmtR	-0.24997974232234016	-0.24690057531804555	0.04335143019204278	-0.15598411798071468	0.002932551319648094	0.13151284336763633	0.001477832512315271	0.13592880978865407	0.20846774193548387	0.2299969743864069	0.1710789766407119	0.2508520436102239	-0.40402431344725587	0.21287408243929984	0.12631578947368421	0.0008695652173913044	-0.3225918231606994	0.050806451612903224	-0.34244171591106803	0.178980925339951	0.4735975945257887	-0.020431975919431997	0.02579311927882595	-0.44069661602086596	-0.1125703564727955	0.1339437646868163	0.05964585318999555	0.05979524086994595
AraR	0.02098695405558707	-0.03054857791102828	0.058423142370958595	-0.18596548091726764	0.041788856304985335	0.046268535775058746	-0.229064039408867	0.05139043381535039	0.04435483870967742	0.29829301918237056	-0.20266963292547274	0.1366218762741323	-0.04153824266766968	0.4161490683229814	0.03759398496240601	-0.03739130434782609	0.2029206629559238	-0.29193548387096774	0.3461184937295373	0.3041716748714511	-0.17205032199320833	-0.21434656219181902	-0.31862734155928396	0.3345554593336441	0.01050656660412758	0.13410582610809496	0.3971797914187068	-0.2782778517409023
ArgR	-0.28093347378656514	-0.11190341139291791	0.13232315047402965	-0.041406693136698806	-0.4974340175953079	-0.1279474920995057	-0.4330049261083744	0.2872080088987764	0.011693548387096775	0.14362256479151173	0.2436040044493882	0.09548928050751408	-0.28614332400170106	-0.08752117447769622	-0.03458646616541353	-0.19478260869565217	-0.3194699668075313	0.1350806451612903	-0.020222278001580885	0.12048301939591441	-0.1650091166447318	-0.06829577136032362	0.07408661920513837	0.08982584935533458	-0.0075046904315197	-0.11660319260999918	0.26516471689900195	0.22037174622811123
BioQ	-0.049347702779353374	-0.24365934689247223	0.14156065148691355	-0.3067012397698728	-0.062683284457478	-0.06928125759662912	-0.21674876847290642	-0.2289210233592881	-0.2157258064516129	-0.004017414399762566	0.04293659621802002	0.13516154743034703	-0.12656183312805605	0.03896103896103896	0.021052631578947368	-0.3269565217391304	-0.15713343644279226	0.027419354838709678	-0.023230550762146637	0.24131475954261294	0.11204700684966948	0.06734984654923881	-0.28240721661454965	-0.02474793808769422	0.1303939962476548	0.019204278421521757	0.24693059058412561	0.00131418111802079
BirA	-0.26067579612673203	-0.00737379466817924	0.1830483753342517	0.03946195608135483	-0.3969941348973607	-0.04675472003889474	-0.4640394088669951	0.3753058954393771	0.14798387096774193	0.09641794559430159	0.07052280311457175	0.25279914873527093	-0.16728878199362282	0.019762845849802372	0.2962406015037594	-0.17739130434782607	0.14048353589256263	0.05161290322580645	0.12651458220823744	0.025718155370329055	-0.180622224156571	-0.007945768413112444	0.3994091959814793	0.05169569289429459	-0.2519699812382739	-0.08872862815006888	0.09741075480213948	0.05067810936367671
CadR-PbrR	-0.4548253788185722	-0.20557491289198607	0.28206790373551577	-0.30443237987197147	-0.39222873900293254	0.061664370796531885	-0.454679802955665	0.39844271412680754	0.26491935483870965	0.10378320532719962	0.4135706340378198	0.19114081977544875	-0.28654897090275255	-0.1067193675889328	0.18646616541353384	-0.3634782608695652	-0.20396128174031317	0.4508064516129032	0.1268488347371892	0.13600109280580788	-0.1931739380386378	0.1067003186903671	-0.20974745081632507	-0.1077910192264015	-0.01125703564727955	0.0158009885746698	0.18355687156975534	0.13215733868096569
CblR	-0.006725548983064582	0.19536504335143018	0.052426869783648	0.2498176809010615	0.0018328445747800588	-0.237014828620047	-0.21527093596059113	-0.13236929922135707	-0.2153225806451613	-0.32407142824751367	-0.09499443826473859	-0.2235925718595657	0.1577155151288083	-0.15979672501411632	-0.23308270676691728	-0.06	0.10302125965454594	0.07096774193548387	0.08122336453527529	-0.21115041459978634	-0.2690965000569931	-0.10688950365258407	0.23543081214077305	0.024381301967876527	0.1827392120075047	-0.30767360829754475	0.026257141893421956	0.12090466285791268
CcpA	-0.040596386030305485	-0.1738108743213678	0.06717445912000648	0.028927963698241632	-0.2895894428152493	-0.19876833319828216	-0.41970443349753694	0.15773081201334815	-0.11048387096774194	-0.1680618357234007	0.07986651835372637	-0.1482233776442041	-0.04713616990217985	-0.06380575945793338	-0.2	-0.1426086956521739	0.04474660772874217	-0.02903225806451613	-0.22445057319110023	0.0528311937437946	-0.15031442722182434	-0.2711020508569079	-0.16847845997020355	0.36388634891905947	0.022889305816135085	-0.18693784944493963	0.3505814686140228	0.10069912816834303
