	Latitude	Longitude	Temperature	Oxygen	ChlorophyllA	Salinity	Carbon.total	NO2	NO2NO3	NO3	PO4	Ammonium.5m	Iron.5m	Alkalinity.total	CO3	HCO3	Lyapunov	Si	Nitracline	Brunt.Väisälä	Okubo.Weiss	Residence.time	PAR.PC	Gradient.Surface.temp(SST)	Fluorescence	Density	Depth.Min.O2	Depth.Max.O2
AcnR	0.5618294748729531	0.3709768492377188	-0.5573122529644269	0.6137775268210051	-0.0016939582156973462	-0.5335968379446641	-0.023735810113519093	-0.5543859649122806	-0.25413533834586466	-0.5995931274475528	-0.2736842105263158	-0.4805194805194805	0.7481648785996612	-0.2323529411764706	-0.5911764705882353	0.16071428571428573	0.14285714285714285	-0.0962406015037594	-0.3161764705882353	-0.37463464159546467	-0.3230769230769231	-0.025546263167489088	-0.08270676691729323	0.538235294117647	0.5279503105590062	-0.33145115753811405	-0.46809712027103334	-0.11334784586807387
AgaR	-0.5042348955392434	-0.18464144551101072	0.3450028232636928	-0.47035573122529645	0.020892151326933936	0.21287408243929984	-0.21568627450980393	0.38421052631578945	0.3398496240601504	0.29564713031583484	0.2964912280701754	0.1293054771315641	-0.3800112930547713	0.4	0.55	-0.04285714285714286	0.047619047619047616	0.11127819548872181	0.23039215686274508	0.45723637680835355	0.1956043956043956	-0.13428163972654522	-0.3774436090225564	-0.3323529411764706	-0.07509881422924901	0.08300395256916997	0.2987012987012987	-0.35721745364483887
AmtR	-0.06945228684359118	-0.37775268210050816	-0.2795031055900621	0.032185206098249576	-0.17108977978543197	-0.2715979672501412	0.17027863777089783	0.2789473684210526	0.03007518796992481	-0.2136958205089894	0.07894736842105263	0.025409373235460192	-0.1383399209486166	0.19411764705882353	0.11470588235294117	0.30357142857142855	0.7142857142857143	-0.3383458646616541	-0.3137254901960784	0.08780499412393702	0.12527472527472527	-0.6432418059095971	-0.1849624060150376	0.48823529411764705	0.04686617730095991	-0.3190287972896669	0.08074534161490683	0.018891307644678976
AraR	-0.47600225861095424	-0.25014116318464147	0.3359683794466403	-0.44776962168266515	-0.07284020327498589	0.4116318464144551	-0.16821465428276575	0.6192982456140351	0.33533834586466166	0.4605871082815111	0.18947368421052632	0.2964426877470356	-0.5302089215132694	0.4441176470588235	0.6529411764705882	-0.04642857142857143	-0.5	0.19548872180451127	0.19117647058823528	0.2985369800213859	0.11648351648351649	-0.07663878950246727	0.009022556390977444	-0.43823529411764706	-0.3901750423489554	0.27498588368153587	0.2648221343873518	-0.027478265664987605
ArgR	-0.6566911349520045	-0.3201581027667984	0.46696781479390176	-0.6623376623376623	-0.09316770186335403	0.28514963297571994	-0.1434468524251806	0.6368421052631579	0.26165413533834586	0.3838225902345926	0.2824561403508772	0.5166572557876906	-0.6939582156973462	0.3235294117647059	0.6529411764705882	-0.14642857142857144	-0.4523809523809524	0.15789473684210525	0.07598039215686274	0.4988624480967385	0.08131868131868132	-0.02947645750094895	-0.19097744360902255	-0.3	-0.25691699604743085	0.13043478260869565	0.295313382269904	0.06984059189851016
BioQ	0.4184076792772445	0.38114059853190285	-0.14850367024280067	0.35742518351214003	0.054771315640880856	-0.2015810276679842	-0.12280701754385964	-0.5543859649122806	-0.15789473684210525	-0.38485994858657796	-0.23684210526315788	-0.4601919819311124	0.4748729531338227	0.07058823529411765	-0.5147058823529411	-0.060714285714285714	0.2619047619047619	-0.12030075187969924	-0.024509803921568627	-0.2640653897356921	-0.2087912087912088	-0.09039446966957677	0.14736842105263157	0.3411764705882353	0.1880293619424054	-0.09994353472614342	-0.10446075663466968	0.05495653132997521
BirA	-0.5810276679841897	-0.15979672501411632	0.41953698475437606	-0.577639751552795	-0.009599096555618294	0.427442123094297	-0.038183694530443756	0.5421052631578948	0.324812030075188	0.4968946506009996	0.2578947368421053	0.41953698475437606	-0.6149068322981367	0.29705882352941176	0.6029411764705882	-0.007142857142857143	-0.35714285714285715	0.0962406015037594	0.21568627450980393	0.4409761927113282	0.03296703296703297	0.037991878556778644	-0.04661654135338346	-0.3176470588235294	-0.3246753246753247	0.277244494635799	0.2704686617730096	0.055528995197995784
CadR-PbrR	-0.21852060982495766	0.054771315640880856	-0.1767363071710898	0.11462450592885376	-0.04009034443817053	-0.1281761716544325	-0.13519091847265222	0.20877192982456141	0.46616541353383456	0.39938296551437336	0.34035087719298246	0.18238283455674761	0.033314511575381144	0.12352941176470589	0.014705882352941176	0.25357142857142856	-0.11904761904761904	0.37293233082706767	-0.06862745098039216	0.2874800548354086	-0.1912087912087912	0.3150705790656988	-0.4481203007518797	0.15	0.30095990965556185	-0.014116318464144552	0.25352907961603616	0.0017173916040617253
CblR	0.3111236589497459	0.5844155844155844	0.10559006211180125	0.07735742518351214	0.25917560700169395	-0.18238283455674761	0.11248710010319918	-0.45964912280701753	-0.2736842105263158	-0.3112075055956156	-0.13157894736842105	-0.42857142857142855	0.40711462450592883	-0.43823529411764706	-0.34411764705882353	-0.025	0.2857142857142857	-0.10225563909774436	0.14950980392156862	-0.3108947199351252	0.1076923076923077	0.07205356278009743	0.20150375939849624	0.07941176470588235	0.2365894974590627	-0.2715979672501412	-0.02766798418972332	-0.09044929114725087
CcpA	-0.24675324675324675	0.13156408808582723	0.14285714285714285	-0.19932241671372106	-0.07284020327498589	-0.042348955392433656	0.1434468524251806	-0.03684210526315789	0.11729323308270677	-0.06639093452706467	0.4649122807017544	0.07396950875211744	-0.10107284020327499	-0.3235294117647059	0.14705882352941177	-0.4857142857142857	0.023809523809523808	0.4932330827067669	-0.4362745098039216	0.01821140618866842	-0.0945054945054945	0.08056898383592713	0.01804511278195489	-0.17941176470588235	-0.010728402032749858	-0.07284020327498589	-0.11236589497459062	0.133384081248794
