	VanR	ZntR	FnrN_FixK	HrcA	FadR	NifA	PaaR	CblR	GlcC	PurR	SoxR	NnrR	RbsR	LiuQ	FruR	BioQ	NmlR	PdxR	AcnR	MerR	PhnR	FadP	HcpR	DasR	LiuR	CueR	GntR	NtrC	ExuR_UxuR	GguR	LldR	PdhR	NikR	NagR	NrdR	SiaR	IscR	XylR	Irr	Rex	HutC	AgaR	GulR	ModE	AraR	NadQ	FUR	ArgR	CzrA	MntR	NsrR	Phr	NagC	BirA	KdgR	NrtR	RbkR	MetR	ThiR	SahR_SamR	Zur	TrpR	MetJ	PhnF	AmtR	HypR	NagQ	PhsR	PsrA	FabR	LexA	HisR	NiaR	PrpR	LtbR	PhrR	HexR	NarP	CcpA	RutR	TtrR	NorR	TyrR	CadR-PbrR	SdaR	FixJ	CsoR	QorR
HCO3	-0.08214285714285714	-0.10357142857142858	-0.18928571428571428	-0.16428571428571428	-0.3464285714285714	0.05357142857142857	0.04642857142857143	-0.025	-0.2857142857142857	-0.05357142857142857	0.17142857142857143	0.225	0.16071428571428573	0.18571428571428572	0.28214285714285714	-0.060714285714285714	0.28214285714285714	0.11428571428571428	0.16071428571428573	-0.03571428571428571	0.060714285714285714	0.4607142857142857	0.3357142857142857	0.08214285714285714	-0.04285714285714286	-0.03571428571428571	0.18214285714285713	0.03214285714285714	-0.4642857142857143	-0.24285714285714285	-0.04285714285714286	0.007142857142857143	-0.3142857142857143	-0.25	-0.48214285714285715	0.37857142857142856	0.1392857142857143	0.017857142857142856	0.3142857142857143	0.45	0.04642857142857143	-0.04285714285714286	-0.2892857142857143	-0.3535714285714286	-0.04642857142857143	-0.1392857142857143	-0.07142857142857142	-0.14642857142857144	-0.15	-0.15714285714285714	-0.10714285714285714	-0.16785714285714284	-0.039285714285714285	-0.007142857142857143	-0.02857142857142857	-0.17142857142857143	-0.175	-0.06428571428571428	-0.16071428571428573	-0.18571428571428572	-0.060714285714285714	0.16428571428571428	0.04285714285714286	0.14285714285714285	0.30357142857142855	0.15357142857142858	0.039285714285714285	-0.08214285714285714	-0.29285714285714287	0.2	0.039285714285714285	0.3821428571428571	0.4035714285714286	-0.35	-0.010714285714285714	0.0035714285714285713	-0.075	-0.03214285714285714	-0.4857142857142857	-0.14285714285714285	-0.06785714285714285	-0.4107142857142857	-0.4142857142857143	0.25357142857142856	0.08928571428571429	0.060714285714285714	0.3535714285714286	0.2392857142857143
Longitude	0.00846979107848673	0.000564652738565782	0.06832298136645963	-0.032185206098249576	0.00846979107848673	0.028797289666854884	0.08752117447769622	0.5844155844155844	0.2106154714850367	0.4025974025974026	0.18690005646527386	0.015245623941276116	0.1789949181253529	0.029926595143986448	0.3461321287408244	0.38114059853190285	0.044607566346696784	0.04009034443817053	0.3709768492377188	0.4579333709768492	0.32806324110671936	0.22981366459627328	0.21626199887069453	0.2885375494071146	0.32806324110671936	0.13946922642574816	0.08977978543195934	0.13721061547148503	-0.08752117447769622	-0.07961603613777526	-0.0016939582156973462	-0.19706380575945792	-0.22190852625635235	-0.09203839638622248	-0.14850367024280067	-0.40372670807453415	-0.233201581027668	-0.30321852060982496	-0.15753811405985318	-0.13495200451722192	-0.38226990400903443	-0.18464144551101072	-0.22529644268774704	-0.09768492377188029	-0.25014116318464147	0.014116318464144552	-0.3935629587803501	-0.3201581027667984	-0.26143421795595706	-0.313382269904009	-0.25691699604743085	-0.2140033879164314	-0.2930547713156409	-0.15979672501411632	-0.22190852625635235	-0.2230378317334839	-0.23207227555053642	-0.1789949181253529	-0.2490118577075099	-0.30095990965556185	-0.3269339356295878	-0.24110671936758893	-0.12140033879164314	0.019762845849802372	-0.37775268210050816	-0.19932241671372106	-0.0016939582156973462	0.12704686617730096	0.014116318464144552	0.3687182382834557	0.21287408243929984	0.033314511575381144	0.0016939582156973462	-0.055900621118012424	0.043478260869565216	0.007340485601355167	0.1281761716544325	-0.034443817052512704	0.13156408808582723	-0.04121964991530209	-0.05251270468661773	-0.023150762281197064	0.27837380011293056	0.054771315640880856	-0.0660643704121965	-0.22755505364201017	0.1880293619424054	-0.2388481084133258
ChlorophyllA	-0.14285714285714285	-0.07622811970638058	0.053642010163749296	0.09768492377188029	-0.2354601919819311	-0.35403726708074534	0.26030491247882553	0.25917560700169395	0.02766798418972332	0.054771315640880856	-0.30999435347261434	-0.19028797289666854	-0.1541501976284585	-0.19480519480519481	0.23433088650479955	0.054771315640880856	-0.30434782608695654	-0.2264257481648786	-0.0016939582156973462	0.043478260869565216	0.21739130434782608	0.1880293619424054	0.21626199887069453	-0.07396950875211744	0.09994353472614342	-0.045736871823828344	-0.07058159232072275	0.0660643704121965	0.20045172219085264	0.2682100508187465	-0.10107284020327499	0.045736871823828344	-0.10220214568040654	-0.1293054771315641	-0.3800112930547713	0.033314511575381144	-0.16996047430830039	-0.08526256352343309	0.00846979107848673	0.08074534161490683	-0.08413325804630152	0.020892151326933936	-0.14059853190287974	-0.018633540372670808	-0.07284020327498589	0.045736871823828344	-0.12365894974590627	-0.09316770186335403	-0.10333145115753811	-0.11349520045172219	0.02766798418972332	0.042348955392433656	0.005081874647092038	-0.009599096555618294	-0.033314511575381144	0.005081874647092038	0.019762845849802372	0.054771315640880856	-0.11462450592885376	-0.06041784302653868	0.04912478825522304	0.23094297007340486	-0.1383399209486166	0.24110671936758893	-0.17108977978543197	-0.13269339356295878	-0.13156408808582723	0.11462450592885376	-0.06154714850367024	0.19254658385093168	0.20496894409937888	0.3924336533032185	0.07848673066064371	0.024280067758328628	0.11914172783738002	0.08752117447769622	0.2930547713156409	0.12140033879164314	-0.07284020327498589	-0.12027103331451157	-0.10784867306606437	-0.19706380575945792	-0.20835686053077357	-0.04009034443817053	-0.14511575381140598	-0.01637492941840768	0.11462450592885376	-0.20383963862224733
Carbon.total	0.30030959752321984	0.21362229102167182	-0.08978328173374613	0.0030959752321981426	0.025799793601651185	-0.08978328173374613	0.19711042311661506	0.11248710010319918	0.24251805985552116	-0.06914344685242518	0.0030959752321981426	-0.05675954592363261	0.007223942208462332	0.09391124871001032	0.16202270381836945	-0.12280701754385964	-0.14138286893704852	0.04231166150670795	-0.023735810113519093	-0.011351909184726523	0.3126934984520124	0.33126934984520123	0.3065015479876161	0.08359133126934984	0.2260061919504644	0.20123839009287925	0.09803921568627451	0.24045407636738905	-0.05263157894736842	-0.12899896800825594	-0.17647058823529413	-0.20536635706914344	-0.2549019607843137	-0.21981424148606812	-0.4840041279669763	0.1434468524251806	-0.02786377708978328	-0.0010319917440660474	-0.034055727554179564	0.14963880288957687	-0.09391124871001032	-0.21568627450980393	-0.15583075335397317	-0.08978328173374613	-0.16821465428276575	-0.08359133126934984	-0.18059855521155832	-0.1434468524251806	-0.20743034055727555	-0.20949432404540763	-0.10629514963880289	-0.017543859649122806	-0.08152734778121776	-0.038183694530443756	-0.09803921568627451	-0.09803921568627451	-0.034055727554179564	-0.1393188854489164	-0.17234262125902994	-0.20123839009287925	-0.054695562435500514	0.16408668730650156	-0.19711042311661506	-0.16821465428276575	0.17027863777089783	0.1021671826625387	-0.2961816305469556	-0.04437564499484004	-0.43034055727554177	0.3395252837977296	0.28792569659442724	0.18472652218782248	0.04643962848297214	-0.24664602683178535	0.20330237358101136	-0.08978328173374613	0.24871001031991744	0.22394220846233232	0.1434468524251806	-0.37874097007223945	-0.0608875128998968	-0.18885448916408668	-0.017543859649122806	-0.13519091847265222	-0.31682146542827655	0.011351909184726523	0.2961816305469556	-0.13106295149638802
NO2	-0.1280701754385965	-0.38070175438596493	-0.43508771929824563	-0.3263157894736842	-0.19473684210526315	-0.2736842105263158	-0.4964912280701754	-0.45964912280701753	-0.41578947368421054	-0.6368421052631579	-0.4105263157894737	-0.5035087719298246	-0.4964912280701754	-0.5105263157894737	-0.4473684210526316	-0.5543859649122806	-0.2894736842105263	-0.5684210526315789	-0.5543859649122806	-0.7228070175438597	-0.7175438596491228	-0.5666666666666667	-0.624561403508772	-0.6298245614035087	-0.7543859649122807	-0.6543859649122807	-0.5929824561403508	-0.5421052631578948	-0.005263157894736842	0.21578947368421053	0.4666666666666667	0.39824561403508774	0.34385964912280703	0.4017543859649123	0.3631578947368421	0.5491228070175439	0.4824561403508772	0.41578947368421054	0.43508771929824563	0.45789473684210524	0.6982456140350877	0.38421052631578945	0.4473684210526316	0.5684210526315789	0.6192982456140351	0.512280701754386	0.6684210526315789	0.6368421052631579	0.7280701754385965	0.7192982456140351	0.6157894736842106	0.5824561403508772	0.6526315789473685	0.5421052631578948	0.6403508771929824	0.7105263157894737	0.7491228070175439	0.5385964912280702	0.643859649122807	0.7052631578947368	0.6491228070175439	0.1649122807017544	0.37543859649122807	0.4614035087719298	0.2789473684210526	0.4263157894736842	-0.03508771929824561	-0.45087719298245615	-0.028070175438596492	-0.06842105263157895	-0.312280701754386	0.07017543859649122	-0.2754385964912281	-0.15789473684210525	0.05789473684210526	0.17192982456140352	-0.12631578947368421	-0.14385964912280702	-0.03684210526315789	0.1	-0.11754385964912281	-0.06666666666666667	0.06491228070175438	0.20877192982456141	0.17192982456140352	-0.22631578947368422	-0.010526315789473684	-0.07017543859649122
CO3	0.011764705882352941	-0.55	-0.4147058823529412	-0.47058823529411764	-0.4764705882352941	-0.5264705882352941	-0.3911764705882353	-0.34411764705882353	-0.4441176470588235	-0.5970588235294118	-0.6852941176470588	-0.8647058823529412	-0.8058823529411765	-0.47058823529411764	-0.45	-0.5147058823529411	-0.6558823529411765	-0.6911764705882353	-0.5911764705882353	-0.7058823529411765	-0.3323529411764706	-0.5058823529411764	-0.5441176470588235	-0.7088235294117647	-0.6088235294117647	-0.5911764705882353	-0.6088235294117647	-0.5735294117647058	0.38823529411764707	0.5058823529411764	0.21764705882352942	-0.0058823529411764705	-0.014705882352941176	0.34411764705882353	0.2911764705882353	0.4676470588235294	0.55	0.5441176470588235	0.43823529411764706	0.65	0.6617647058823529	0.55	0.5764705882352941	0.7147058823529412	0.6529411764705882	0.6205882352941177	0.7323529411764705	0.6529411764705882	0.6529411764705882	0.6264705882352941	0.6617647058823529	0.7029411764705882	0.6705882352941176	0.6029411764705882	0.6764705882352942	0.7529411764705882	0.7176470588235294	0.6264705882352941	0.6588235294117647	0.7	0.6647058823529411	0.3382352941176471	0.15294117647058825	0.5088235294117647	0.11470588235294117	0.31470588235294117	-0.10588235294117647	-0.21176470588235294	-0.011764705882352941	-0.020588235294117647	0.1264705882352941	0.22941176470588234	-0.09411764705882353	0.05	0.21764705882352942	0.49411764705882355	0.17941176470588235	0.1411764705882353	0.14705882352941177	-0.1676470588235294	-0.07941176470588235	0.0	0.052941176470588235	0.014705882352941176	-0.29411764705882354	-0.45	-0.27058823529411763	-0.12941176470588237
Temperature	-0.012987012987012988	-0.2422360248447205	-0.1789949181253529	-0.28402032749858835	-0.14398644833427443	-0.30095990965556185	-0.23207227555053642	0.10559006211180125	-0.25804630152456237	-0.4116318464144551	-0.611518915866742	-0.4330886504799548	-0.4906832298136646	-0.4161490683229814	-0.42631281761716544	-0.14850367024280067	-0.28289102202145683	-0.4906832298136646	-0.5573122529644269	-0.5347261434217956	-0.46922642574816487	-0.365330321852061	-0.4624505928853755	-0.541501976284585	-0.48955392433653305	-0.4432523997741389	-0.5810276679841897	-0.427442123094297	0.2230378317334839	0.6070016939582157	0.09542631281761717	0.30999435347261434	0.019762845849802372	0.3800112930547713	0.2106154714850367	0.31225296442687744	0.19932241671372106	0.19254658385093168	0.21513269339356295	0.05815923207227555	0.2490118577075099	0.3450028232636928	0.49858836815358554	0.753811405985319	0.3359683794466403	0.5742518351214003	0.4748729531338227	0.46696781479390176	0.5539243365330322	0.47261434217955955	0.4579333709768492	0.48955392433653305	0.5064935064935064	0.41953698475437606	0.49181253529079616	0.4782608695652174	0.5821569734613213	0.4748729531338227	0.4997176736307171	0.5177865612648221	0.4906832298136646	0.1383399209486166	0.20609824957651043	0.2715979672501412	-0.2795031055900621	-0.28063241106719367	0.09090909090909091	-0.08074534161490683	-0.06945228684359118	-0.20835686053077357	-0.26143421795595706	-0.21513269339356295	-0.2456239412761152	0.014116318464144552	0.42857142857142855	0.13495200451722192	-0.003952569169960474	-0.032185206098249576	0.14285714285714285	0.35064935064935066	0.2636928289102202	0.32241671372106157	0.4330886504799548	-0.1767363071710898	-0.06493506493506493	-0.25691699604743085	-0.11914172783738002	-0.09655561829474874
Ammonium.5m	0.09881422924901186	-0.17447769621682666	-0.1225296442687747	-0.22416713721061546	-0.07396950875211744	-0.11236589497459062	-0.2546583850931677	-0.42857142857142855	-0.3890457368718238	-0.585544889892716	-0.39469226425748166	-0.16205533596837945	-0.2422360248447205	-0.3495200451722191	-0.5279503105590062	-0.4601919819311124	-0.44212309429700736	-0.3867871259175607	-0.4805194805194805	-0.6160361377752682	-0.4827780914737436	-0.36645962732919257	-0.28514963297571994	-0.5121400338791643	-0.38226990400903443	-0.391304347826087	-0.4184076792772445	-0.30434782608695654	0.13382269904009034	0.21287408243929984	0.2761151891586674	0.20045172219085264	0.15527950310559005	0.29757199322416716	0.21739130434782608	0.5765104460756635	0.15640880858272163	0.1665725578769057	0.1507622811970638	0.19028797289666854	0.5607001693958216	0.1293054771315641	0.4127611518915867	0.5110107284020328	0.2964426877470356	0.4150197628458498	0.46922642574816487	0.5166572557876906	0.49745906267645396	0.4997176736307171	0.44551101072840205	0.4816487859966121	0.4601919819311124	0.41953698475437606	0.427442123094297	0.4364765669113495	0.5810276679841897	0.3867871259175607	0.5008469791078487	0.541501976284585	0.5731225296442688	0.3495200451722191	0.2987012987012987	0.2738565782044043	0.025409373235460192	0.17221908526256352	0.09203839638622248	-0.19593450028232637	-0.32806324110671936	0.04009034443817053	-0.2264257481648786	-0.028797289666854884	-0.2919254658385093	0.11236589497459062	0.20045172219085264	-0.009599096555618294	0.005081874647092038	0.04121964991530209	0.07396950875211744	0.017504234895539244	-0.13721061547148503	-0.09768492377188029	0.00282326369282891	0.18238283455674761	-0.09881422924901186	0.054771315640880856	0.12478825522303783	0.1281761716544325
Brunt.Väisälä	-0.10536599294872444	-0.3980493066951812	-0.2328458362694034	-0.39154523305637107	-0.3219516451211024	-0.2991873873852669	-0.37008179004829755	-0.3108947199351252	-0.7609766157407876	-0.3564232354067962	-0.27317109283002633	-0.16195143360637274	-0.3323581629431987	-0.2068295417141628	-0.29593535056586184	-0.2640653897356921	-0.45593556208059155	-0.5489438151155767	-0.37463464159546467	-0.47479737563314095	-0.3557728280429152	-0.23739868781657048	-0.22308972581118816	-0.5925211084956047	-0.3284557187599126	-0.4936591891856904	-0.4481306737140194	-0.5704072581236502	0.1125204739514156	0.12682943595679794	0.0650407363881015	0.04097566392450395	-0.19772383861982856	-0.052032589110481205	0.18211406188668422	0.5983747747705338	0.19772383861982856	0.26536620446345416	0.5476430003878147	0.5495942224794577	0.5560982961182679	0.45723637680835355	0.5027648922800246	0.4546347473528295	0.2985369800213859	0.46113882099163966	0.5476430003878147	0.4988624480967385	0.4832526713635942	0.5021144849161436	0.4201631570671357	0.4930087818218094	0.5443909635684095	0.4409761927113282	0.5086185585549537	0.4247160086143028	0.5027648922800246	0.40585419506175335	0.45723637680835355	0.4650412651749257	0.5073177438271917	0.5886186643123186	0.17105713670070696	0.28357761065212256	0.08780499412393702	0.129431065412322	0.3440654954930569	-0.0474797375633141	0.01040651782209624	-0.00260162945552406	-0.23154502154164136	-0.02211385037195451	0.05398381120212425	-0.11056925185977255	-0.01951222091643045	0.17560998824787405	0.07609766157407875	0.07739847630184078	0.01821140618866842	-0.13268310223172708	-0.0344715902856938	-0.20878076380580582	-0.11447169604305865	0.2874800548354086	-0.01821140618866842	-0.26211416764404905	0.13918717587053722	0.2770735370133124
NO3	-0.5352769096244588	-0.6307138780071143	-0.3952335321064318	-0.4004203238663588	-0.4616244666334965	-0.46473654168945266	-0.15352903609383703	-0.3112075055956156	-0.5726218102959327	-0.25830222964436095	-0.13278186905412934	-0.06639093452706467	-0.2188826122689163	-0.4875584254331311	-0.35581391473098717	-0.38485994858657796	-0.5269780428085757	-0.6493863283428513	-0.5995931274475528	-0.4460640913537157	-0.45021352476165727	-0.17531356148553012	-0.11410941871839239	-0.5456504931443127	-0.4004203238663588	-0.39419617375444643	-0.3195063724114987	-0.3267678808753964	0.11099734366243623	0.023859242095663865	0.530090117864532	0.37033693165878256	0.36411278154687027	0.22510676238082863	0.2676384548122294	0.691918020774252	0.15145431938986625	0.14419281092596856	0.253115437884434	0.5477252098482834	0.5695097352399766	0.29564713031583484	0.16908941137361783	0.30187128042774714	0.4605871082815111	0.32158108911546945	0.3692995733067972	0.3838225902345926	0.34958976461907487	0.438802582889818	0.3775984401226803	0.3827852318826072	0.5456504931443127	0.4968946506009996	0.45954974992952574	0.39627089045841724	0.4294663577219495	0.43672786618584725	0.5197165343446781	0.4761474835612919	0.4906705004890873	0.6286391613031436	0.6213776528392458	0.7012542459421205	-0.2136958205089894	-0.0643162178230939	0.37863579847466566	0.1639026196136909	0.05497999265522543	0.2188826122689163	-0.01763509198375155	0.5715844519439474	0.2116211038050186	0.0010373583519853854	-0.01763509198375155	0.23236827084472633	0.12552036059023164	0.14523016927795396	-0.06639093452706467	-0.35062712297106025	-0.530090117864532	-0.3682622149548118	-0.6037425608554943	0.39938296551437336	-0.01763509198375155	0.12966979399817316	0.1421180942219978	0.033195467263532334
Salinity	-0.5957086391869001	-0.427442123094297	-0.52343308865048	-0.551665725578769	-0.44551101072840205	-0.5132693393562959	0.05251270468661773	-0.18238283455674761	-0.32919254658385094	-0.06832298136645963	-0.07396950875211744	-0.2738565782044043	-0.21964991530208922	-0.33032185206098247	-0.30886504799548276	-0.2015810276679842	-0.3687182382834557	-0.639751552795031	-0.5335968379446641	-0.339356295878035	-0.3337097684923772	-0.045736871823828344	-0.1383399209486166	-0.3687182382834557	-0.2896668548842462	-0.32241671372106157	-0.189158667419537	-0.22868435911914173	0.06154714850367024	0.22981366459627328	0.26030491247882553	0.35403726708074534	0.06493506493506493	0.05815923207227555	0.14398644833427443	0.49745906267645396	0.24675324675324675	0.18351214003387917	0.25917560700169395	0.30321852060982496	0.15866741953698477	0.21287408243929984	0.22868435911914173	0.3167701863354037	0.4116318464144551	0.34726143421795597	0.2738565782044043	0.28514963297571994	0.3020892151326934	0.33032185206098247	0.30434782608695654	0.40033879164313946	0.44664031620553357	0.427442123094297	0.42970073404856013	0.37323546019198195	0.46922642574816487	0.4624505928853755	0.44889892715979673	0.339356295878035	0.4138904573687182	0.3901750423489554	0.6284584980237155	0.5561829474872954	-0.2715979672501412	-0.41953698475437606	0.38114059853190285	0.2987012987012987	0.17221908526256352	0.18464144551101072	0.034443817052512704	0.47148503670242803	0.22529644268774704	-0.06267645398080181	0.21626199887069453	0.25578769057029926	0.14737436476566912	0.13721061547148503	-0.042348955392433656	-0.15527950310559005	-0.3958215697346132	-0.14398644833427443	-0.2354601919819311	-0.1281761716544325	-0.2919254658385093	-0.13495200451722192	0.020892151326933936	-0.055900621118012424
Density	-0.639751552795031	-0.32919254658385094	-0.37549407114624506	-0.4409937888198758	-0.34726143421795597	-0.4330886504799548	0.15189158667419536	-0.2715979672501412	-0.28063241106719367	0.1281761716544325	0.1067193675889328	-0.0818746470920384	-0.017504234895539244	-0.20045172219085264	-0.25578769057029926	-0.09994353472614342	-0.38114059853190285	-0.49858836815358554	-0.33145115753811405	-0.12140033879164314	-0.13608130999435347	0.0660643704121965	0.06832298136645963	-0.22529644268774704	-0.07171089779785432	-0.13495200451722192	-0.00282326369282891	-0.07622811970638058	0.0942970073404856	0.10784867306606437	0.2140033879164314	0.22077922077922077	0.07735742518351214	-0.08752117447769622	0.11801242236024845	0.3337097684923772	0.10333145115753811	0.08752117447769622	0.11236589497459062	0.2015810276679842	0.07058159232072275	0.08300395256916997	0.0942970073404856	0.09316770186335403	0.27498588368153587	0.16996047430830039	0.0942970073404856	0.13043478260869565	0.10784867306606437	0.15979672501411632	0.1281761716544325	0.25014116318464147	0.26030491247882553	0.277244494635799	0.22981366459627328	0.1767363071710898	0.28289102202145683	0.28289102202145683	0.28740824392998304	0.14963297571993225	0.24110671936758893	0.44551101072840205	0.577639751552795	0.5132693393562959	-0.3190287972896669	-0.41953698475437606	0.5042348955392434	0.427442123094297	0.2761151891586674	0.26256352343308864	0.08639186900056466	0.5268210050818747	0.2715979672501412	0.06719367588932806	0.1225296442687747	0.18464144551101072	0.1880293619424054	0.18125352907961603	-0.07284020327498589	-0.22755505364201017	-0.5471485036702428	-0.17334839073969507	-0.3585544889892716	-0.014116318464144552	-0.40146809712027104	0.0220214568040655	0.06380575945793338	0.05815923207227555
Depth.Min.O2	-0.18125352907961603	-0.32128740824393	-0.4308300395256917	-0.20722755505364202	-0.5426312817617166	-0.18690005646527386	0.01637492941840768	-0.02766798418972332	-0.3359683794466403	-0.18351214003387917	0.015245623941276116	-0.13156408808582723	-0.2930547713156409	-0.40033879164313946	0.09542631281761717	-0.10446075663466968	0.023150762281197064	-0.5211744776962168	-0.46809712027103334	-0.32806324110671936	-0.20835686053077357	-0.09881422924901186	-0.20948616600790515	-0.2862789384528515	-0.2422360248447205	-0.3145115753811406	-0.22868435911914173	-0.2478825522303783	-0.15753811405985318	0.06380575945793338	0.1880293619424054	0.03896103896103896	0.21739130434782608	-0.015245623941276116	0.1225296442687747	0.5064935064935064	0.12365894974590627	0.08074534161490683	0.33258046301524563	0.4432523997741389	0.24675324675324675	0.2987012987012987	0.16770186335403728	0.07848673066064371	0.2648221343873518	0.06493506493506493	0.2715979672501412	0.295313382269904	0.2670807453416149	0.2715979672501412	0.21174477696216826	0.2354601919819311	0.3890457368718238	0.2704686617730096	0.3642010163749294	0.19254658385093168	0.09994353472614342	0.35968379446640314	0.3743647656691135	0.29757199322416716	0.40372670807453415	0.15866741953698477	0.18351214003387917	0.2704686617730096	0.08074534161490683	0.015245623941276116	-0.031055900621118012	-0.08074534161490683	-0.018633540372670808	-0.07058159232072275	0.033314511575381144	0.163184641445511	0.10897797854319594	-0.19593450028232637	-0.37210615471485037	0.034443817052512704	0.2636928289102202	0.21626199887069453	-0.11236589497459062	-0.09316770186335403	-0.05815923207227555	-0.37662337662337664	-0.603613777526821	0.25352907961603616	0.15527950310559005	-0.1259175607001694	-0.019762845849802372	-0.02766798418972332
NO2NO3	-0.23609022556390977	-0.3443609022556391	-0.29022556390977444	-0.35037593984962406	-0.1443609022556391	-0.23609022556390977	-0.1774436090225564	-0.2736842105263158	-0.35789473684210527	-0.17894736842105263	-0.05112781954887218	-0.15037593984962405	-0.06015037593984962	-0.5323308270676692	-0.1593984962406015	-0.15789473684210525	-0.34285714285714286	-0.518796992481203	-0.25413533834586466	-0.2706766917293233	-0.3022556390977444	-0.21052631578947367	-0.20601503759398496	-0.4075187969924812	-0.3218045112781955	-0.5458646616541354	-0.3172932330827068	-0.39097744360902253	0.081203007518797	0.07518796992481203	0.21954887218045113	0.15037593984962405	0.18947368421052632	0.07819548872180451	0.013533834586466165	0.4706766917293233	0.09022556390977443	-0.016541353383458645	0.081203007518797	0.2586466165413534	0.48872180451127817	0.3398496240601504	0.3112781954887218	0.22406015037593985	0.33533834586466166	0.3383458646616541	0.324812030075188	0.26165413533834586	0.3548872180451128	0.36390977443609024	0.20451127819548873	0.2586466165413534	0.38345864661654133	0.324812030075188	0.29172932330827067	0.26917293233082706	0.3954887218045113	0.3398496240601504	0.43157894736842106	0.4120300751879699	0.4120300751879699	0.38646616541353385	0.562406015037594	0.44661654135338347	0.03007518796992481	0.24360902255639097	0.21203007518796993	-0.19548872180451127	0.0	0.18195488721804512	-0.05413533834586466	0.13383458646616542	-0.33383458646616543	0.010526315789473684	-0.07368421052631578	0.081203007518797	-0.07819548872180451	-0.09774436090225563	0.11729323308270677	-0.16390977443609023	-0.35037593984962406	-0.25413533834586466	-0.21353383458646616	0.46616541353383456	0.29774436090225564	-0.0030075187969924814	0.18045112781954886	-0.19097744360902255
PO4	-0.11578947368421053	-0.14035087719298245	-0.12280701754385964	0.008771929824561403	0.09649122807017543	-0.054385964912280704	-0.39824561403508774	-0.13157894736842105	-0.1456140350877193	0.007017543859649123	-0.012280701754385965	-0.02631578947368421	-0.15263157894736842	-0.356140350877193	-0.09473684210526316	-0.23684210526315788	-0.25087719298245614	-0.2771929824561403	-0.2736842105263158	-0.2824561403508772	-0.41578947368421054	-0.34035087719298246	-0.35964912280701755	-0.47719298245614034	-0.3456140350877193	-0.4421052631578947	-0.4982456140350877	-0.3719298245614035	-0.21052631578947367	-0.2789473684210526	0.0035087719298245615	0.2929824561403509	0.4473684210526316	0.2964912280701754	0.2631578947368421	0.2543859649122807	0.08771929824561403	0.10350877192982456	0.22631578947368422	0.14385964912280702	0.44912280701754387	0.2964912280701754	0.2614035087719298	0.16140350877192983	0.18947368421052632	0.3087719298245614	0.32456140350877194	0.2824561403508772	0.3368421052631579	0.3736842105263158	0.24912280701754386	0.13333333333333333	0.35789473684210527	0.2578947368421053	0.2929824561403509	0.24210526315789474	0.2929824561403509	0.21052631578947367	0.32280701754385965	0.3701754385964912	0.37894736842105264	0.4982456140350877	0.25087719298245614	0.27017543859649124	0.07894736842105263	0.24561403508771928	-0.007017543859649123	-0.07719298245614035	0.2649122807017544	0.01929824561403509	-0.19649122807017544	-0.20350877192982456	-0.1631578947368421	-0.1280701754385965	-0.14035087719298245	-0.012280701754385965	0.04912280701754386	-0.10526315789473684	0.4649122807017544	-0.12631578947368421	0.05789473684210526	0.14210526315789473	0.054385964912280704	0.34035087719298246	0.45087719298245615	0.08947368421052632	0.07719298245614035	-0.18771929824561404
Alkalinity.total	-0.023529411764705882	-0.3764705882352941	-0.21176470588235294	-0.37058823529411766	-0.07941176470588235	-0.11176470588235295	-0.19117647058823528	-0.43823529411764706	-0.4294117647058823	-0.55	-0.27941176470588236	-0.3558823529411765	-0.17941176470588235	-0.29705882352941176	-0.2852941176470588	0.07058823529411765	-0.1323529411764706	-0.05	-0.2323529411764706	-0.17352941176470588	0.0029411764705882353	-0.09411764705882353	-0.07058823529411765	-0.13823529411764707	-0.13823529411764707	-0.2	0.0029411764705882353	-0.2235294117647059	0.3735294117647059	0.4470588235294118	0.17647058823529413	-0.03529411764705882	-0.1588235294117647	0.014705882352941176	-0.18823529411764706	0.34705882352941175	0.3088235294117647	0.25588235294117645	-0.1323529411764706	0.32941176470588235	0.35	0.4	0.17941176470588235	0.2235294117647059	0.4441176470588235	0.19117647058823528	0.3264705882352941	0.3235294117647059	0.25588235294117645	0.18529411764705883	0.3264705882352941	0.38529411764705884	0.3352941176470588	0.29705882352941176	0.35	0.17058823529411765	0.23529411764705882	0.35294117647058826	0.25588235294117645	0.3088235294117647	0.2647058823529412	-0.16470588235294117	-0.12941176470588237	0.01764705882352941	0.19411764705882353	0.20588235294117646	0.023529411764705882	-0.5176470588235295	-0.5058823529411764	-0.22058823529411764	0.3029411764705882	0.16470588235294117	-0.061764705882352944	0.19705882352941176	0.17352941176470588	0.08823529411764706	-0.18823529411764706	-0.18823529411764706	-0.3235294117647059	-0.12058823529411765	-0.17058823529411765	-0.40588235294117647	-0.2911764705882353	0.12352941176470589	-0.10294117647058823	0.2323529411764706	-0.4764705882352941	-0.1588235294117647
