	PrpR	HrcA	SdaR	FnrN_FixK	FruR	TtrR	VanR	PsrA	PurR	NnrR	FixJ	FadR	AcnR	RbsR	PhnR	QorR	DasR	GlcC	LiuQ	CueR	MerR	LiuR	ZntR	GntR	FadP	NtrC	SoxR	PdxR	BioQ	NifA	NmlR	AmtR	HypR	AgaR	Irr	Rex	SiaR	Zur	TrpR	PhnF	HutC	PhrR	ModE	NadQ	MetR	RbkR	XylR	CzrA	ThiR	Phr	BirA	NagC	NrtR	FUR	SahR_SamR	NsrR	ArgR	MntR	AraR	KdgR	NikR	PdhR	PhsR	LldR	NagQ	HisR	MetJ	NrdR	IscR	NiaR	FabR	CadR-PbrR	HcpR	PaaR	CblR	CsoR	NorR	LexA	ExuR_UxuR	RutR	GguR	LtbR	NarP	CcpA	TyrR	NagR	GulR	HexR
Si	0.12030075187969924	0.24812030075187969	0.13533834586466165	0.16541353383458646	-0.1443609022556391	-0.12180451127819548	-0.058646616541353384	0.0887218045112782	0.0481203007518797	0.06917293233082707	0.20601503759398496	0.12180451127819548	0.28421052631578947	0.3097744360902256	-0.28421052631578947	-0.6255639097744361	-0.23157894736842105	-0.24210526315789474	-0.31278195488721805	-0.10676691729323308	-0.26015037593984963	-0.32030075187969925	-0.25413533834586466	-0.17894736842105263	-0.43759398496240604	-0.29172932330827067	-0.2992481203007519	-0.24962406015037594	-0.08721804511278196	-0.010526315789473684	-0.3082706766917293	-0.28270676691729324	-0.06015037593984962	0.01804511278195489	-0.22556390977443608	0.02406015037593985	-0.007518796992481203	0.058646616541353384	0.3082706766917293	0.41654135338345866	0.3548872180451128	0.2	0.21954887218045113	0.3849624060150376	0.1443609022556391	0.05714285714285714	-0.03308270676691729	0.22706766917293233	0.281203007518797	0.15037593984962405	0.09473684210526316	0.13834586466165413	0.09774436090225563	0.14736842105263157	0.1924812030075188	0.16090225563909774	0.18947368421052632	0.1924812030075188	0.2706766917293233	0.1293233082706767	0.3894736842105263	0.2661654135338346	0.24511278195488723	0.20601503759398496	0.07218045112781955	-0.016541353383458645	-0.010526315789473684	0.162406015037594	-0.07819548872180451	-0.18045112781954886	0.3368421052631579	0.3669172932330827	0.0406015037593985	-0.4330827067669173	0.07218045112781955	-0.3849624060150376	0.08270676691729323	0.04661654135338346	-0.05714285714285714	-0.17443609022556392	-0.007518796992481203	0.007518796992481203	-0.25413533834586466	0.31278195488721805	0.12180451127819548	0.4120300751879699	0.12631578947368421	0.09323308270676692
Temperature	-0.19706380575945792	-0.2670807453416149	-0.16205533596837945	-0.11688311688311688	-0.18238283455674761	0.08865047995482778	-0.13043478260869565	-0.48616600790513836	-0.4613212874082439	-0.4805194805194805	-0.3495200451722191	-0.3111236589497459	-0.427442123094297	-0.42179559570863917	-0.295313382269904	-0.3856578204404291	-0.19932241671372106	-0.25352907961603616	-0.4342179559570864	-0.3461321287408244	-0.44889892715979673	-0.3800112930547713	-0.3145115753811406	-0.5008469791078487	-0.4330886504799548	-0.45115753811405984	-0.6013551665725578	-0.4647092038396386	-0.2456239412761152	-0.44664031620553357	-0.20948616600790515	-0.09316770186335403	-0.4816487859966121	0.1880293619424054	0.23207227555053642	0.11236589497459062	0.38226990400903443	0.21174477696216826	0.21739130434782608	0.3675889328063241	0.17334839073969507	0.30095990965556185	0.6747600225861096	0.6307171089779785	0.5087521174477696	0.5403726708074534	0.3337097684923772	0.4771315640880858	0.5031055900621118	0.5268210050818747	0.3619424054206663	0.4805194805194805	0.4872953133822699	0.37662337662337664	0.47035573122529645	0.4601919819311124	0.40711462450592883	0.4590626764539808	0.4839073969508752	0.44212309429700736	0.21174477696216826	0.11914172783738002	-0.003952569169960474	0.057029926595143984	0.12704686617730096	0.09203839638622248	0.14850367024280067	0.18012422360248448	-0.03557312252964427	-0.17786561264822134	-0.17334839073969507	-0.07171089779785432	-0.21287408243929984	-0.01637492941840768	0.09203839638622248	-0.06267645398080181	0.37549407114624506	0.26143421795595706	0.277244494635799	0.25014116318464147	0.6849237718802936	0.4308300395256917	0.3585544889892716	-0.08074534161490683	0.277244494635799	0.3235460191981931	0.30999435347261434	0.17786561264822134
NO2	-0.20877192982456141	-0.22280701754385965	-0.32105263157894737	-0.19824561403508772	-0.10877192982456141	-0.29473684210526313	-0.06140350877192982	-0.3543859649122807	-0.7421052631578947	-0.5491228070175439	-0.3192982456140351	-0.24210526315789474	-0.2578947368421053	-0.32105263157894737	-0.7228070175438597	-0.43859649122807015	-0.37719298245614036	-0.4245614035087719	-0.5719298245614035	-0.5298245614035088	-0.7298245614035088	-0.7596491228070176	-0.5157894736842106	-0.3701754385964912	-0.5964912280701754	-0.5210526315789473	-0.5631578947368421	-0.5298245614035088	-0.6842105263157895	-0.38070175438596493	-0.28771929824561404	0.43157894736842106	0.2894736842105263	0.41403508771929826	0.3912280701754386	0.624561403508772	0.6736842105263158	0.5666666666666667	0.28421052631578947	0.5403508771929825	0.49298245614035086	0.42105263157894735	0.5578947368421052	0.5543859649122806	0.5228070175438596	0.5877192982456141	0.5947368421052631	0.7684210526315789	0.6105263157894737	0.5473684210526316	0.4964912280701754	0.5754385964912281	0.6684210526315789	0.7105263157894737	0.6403508771929824	0.6526315789473685	0.6789473684210526	0.656140350877193	0.5736842105263158	0.6350877192982456	0.2912280701754386	0.4789473684210526	-0.043859649122807015	0.4666666666666667	0.14210526315789473	0.20350877192982456	0.2964912280701754	0.4070175438596491	0.4087719298245614	-0.08070175438596491	-0.01929824561403509	0.20701754385964913	-0.12280701754385964	-0.3192982456140351	-0.17543859649122806	0.0035087719298245615	-0.043859649122807015	0.0456140350877193	0.14736842105263157	0.07192982456140351	0.2912280701754386	0.19473684210526315	0.2789473684210526	-0.20350877192982456	0.24210526315789474	0.4368421052631579	0.2771929824561403	0.21754385964912282
CO3	-0.2088235294117647	-0.2735294117647059	-0.4147058823529412	-0.36176470588235293	-0.3205882352941177	-0.16176470588235295	-0.023529411764705882	-0.45588235294117646	-0.538235294117647	-0.8558823529411764	-0.6205882352941177	-0.55	-0.6529411764705882	-0.6558823529411765	-0.21176470588235294	-0.11176470588235295	-0.6323529411764706	-0.40588235294117647	-0.5823529411764706	-0.6264705882352941	-0.6735294117647059	-0.48823529411764705	-0.49117647058823527	-0.5794117647058824	-0.5794117647058824	-0.5558823529411765	-0.55	-0.5264705882352941	-0.6235294117647059	-0.5294117647058824	-0.6441176470588236	0.2	0.1676470588235294	0.5558823529411765	0.3352941176470588	0.5205882352941177	0.6235294117647059	0.6676470588235294	0.5588235294117647	0.36764705882352944	0.47058823529411764	0.5647058823529412	0.7794117647058824	0.6205882352941177	0.65	0.6411764705882353	0.6676470588235294	0.6970588235294117	0.6764705882352942	0.5794117647058824	0.5852941176470589	0.6441176470588236	0.7970588235294118	0.7088235294117647	0.7088235294117647	0.7264705882352941	0.6735294117647059	0.65	0.6529411764705882	0.6764705882352942	0.011764705882352941	0.008823529411764706	0.2676470588235294	0.31470588235294117	0.47352941176470587	0.45294117647058824	0.3088235294117647	0.35294117647058826	0.45588235294117646	0.061764705882352944	0.0058823529411764705	0.020588235294117647	-0.4823529411764706	-0.14705882352941177	-0.08529411764705883	-0.014705882352941176	0.18529411764705883	0.5411764705882353	0.09411764705882353	0.029411764705882353	0.3058823529411765	0.2823529411764706	0.31176470588235294	0.01764705882352941	0.13529411764705881	0.3558823529411765	0.31470588235294117	0.5205882352941177
Alkalinity.total	-0.38823529411764707	-0.27647058823529413	-0.14705882352941177	-0.13529411764705881	-0.22058823529411764	-0.25588235294117645	-0.0029411764705882353	-0.5147058823529411	-0.47058823529411764	-0.32941176470588235	-0.12941176470588237	-0.15294117647058825	-0.19705882352941176	-0.2823529411764706	0.17352941176470588	0.08823529411764706	-0.09705882352941177	-0.5176470588235295	-0.34705882352941175	-0.38529411764705884	-0.2529411764705882	-0.0058823529411764705	-0.16470588235294117	-0.15588235294117647	-0.12352941176470589	-0.29705882352941176	-0.4264705882352941	0.1411764705882353	-0.052941176470588235	0.011764705882352941	-0.11470588235294117	0.04411764705882353	0.4	0.27941176470588236	0.008823529411764706	0.3205882352941177	0.5441176470588235	0.4294117647058823	0.14411764705882352	-0.15588235294117647	0.26176470588235295	0.09117647058823529	0.17352941176470588	0.12941176470588237	0.42058823529411765	0.09411764705882353	0.38235294117647056	0.3029411764705882	0.3205882352941177	0.4088235294117647	0.29705882352941176	0.3352941176470588	0.2647058823529412	0.27058823529411763	0.34411764705882353	0.31470588235294117	0.40588235294117647	0.34411764705882353	0.38529411764705884	0.38823529411764707	-0.3264705882352941	-0.09705882352941177	0.10882352941176471	0.03529411764705882	0.04411764705882353	0.18235294117647058	-0.061764705882352944	-0.03235294117647059	0.24411764705882352	-0.2529411764705882	-0.09705882352941177	0.13529411764705881	-0.25882352941176473	-0.07058823529411765	0.06764705882352941	-0.014705882352941176	-0.45	0.43529411764705883	0.1588235294117647	0.23823529411764705	0.26176470588235295	0.0029411764705882353	-0.0029411764705882353	-0.38235294117647056	-0.4235294117647059	-0.18235294117647058	0.07058823529411765	-0.12941176470588237
Depth.Min.O2	-0.38226990400903443	-0.04799548277809147	-0.17334839073969507	-0.2919254658385093	0.033314511575381144	-0.13269339356295878	-0.2546583850931677	0.00282326369282891	-0.2264257481648786	-0.1541501976284585	0.031055900621118012	-0.3020892151326934	-0.30773574251835123	-0.1981931112365895	-0.21964991530208922	-0.07058159232072275	-0.07622811970638058	-0.3337097684923772	-0.28063241106719367	-0.2896668548842462	-0.2727272727272727	-0.189158667419537	-0.16544325239977414	-0.28063241106719367	-0.06945228684359118	-0.2264257481648786	-0.18125352907961603	-0.3642010163749294	-0.09881422924901186	-0.2761151891586674	-0.00282326369282891	0.19706380575945792	0.2704686617730096	0.3382269904009034	0.3359683794466403	0.47148503670242803	0.3450028232636928	0.42066629023150764	0.03670242800677583	0.36307171089779783	0.2795031055900621	0.07396950875211744	-0.043478260869565216	0.11462450592885376	0.391304347826087	-0.04121964991530209	0.2987012987012987	0.38114059853190285	0.32580463015245625	0.24675324675324675	0.29983060417843027	0.42405420666290233	0.20609824957651043	0.2648221343873518	0.2987012987012987	0.2670807453416149	0.33032185206098247	0.29079616036137773	0.2546583850931677	0.3687182382834557	0.08865047995482778	0.1767363071710898	-0.08639186900056466	0.043478260869565216	-0.07622811970638058	0.20948616600790515	0.295313382269904	0.29079616036137773	0.16883116883116883	0.25352907961603616	-0.06493506493506493	0.17334839073969507	0.06719367588932806	0.15527950310559005	-0.13156408808582723	0.07171089779785432	-0.30095990965556185	-0.14511575381140598	0.14850367024280067	0.006211180124223602	-0.1067193675889328	-0.16431394692264256	0.11575381140598531	-0.0818746470920384	-0.30095990965556185	-0.07735742518351214	0.009599096555618294	0.1789949181253529
Salinity	-0.3879164313946923	-0.3246753246753247	-0.189158667419537	-0.5019762845849802	-0.6070016939582157	-0.4658385093167702	-0.6024844720496895	0.05251270468661773	-0.05138339920948617	-0.17108977978543197	-0.1383399209486166	-0.2015810276679842	-0.3269339356295878	-0.25804630152456237	-0.28063241106719367	-0.1067193675889328	-0.18012422360248448	-0.14285714285714285	-0.29079616036137773	-0.29079616036137773	-0.269339356295878	-0.0942970073404856	-0.3156408808582722	-0.24336533032185206	-0.0818746470920384	-0.16544325239977414	-0.5403726708074534	-0.5392433653303218	-0.4376058723884811	-0.49858836815358554	-0.453416149068323	-0.3438735177865613	-0.37888198757763975	0.21287408243929984	0.2264257481648786	0.06380575945793338	0.4048560135516657	0.3879164313946923	0.30660643704121965	0.38226990400903443	0.33258046301524563	0.38114059853190285	0.16883116883116883	0.277244494635799	0.6533032185206098	0.5505364201016375	0.30095990965556185	0.2490118577075099	0.37888198757763975	0.4647092038396386	0.48842461885940147	0.49181253529079616	0.409373235460192	0.2523997741389046	0.2715979672501412	0.30095990965556185	0.28402032749858835	0.3427442123094297	0.35064935064935066	0.36984754376058726	0.25352907961603616	0.3370976849237719	0.39920948616600793	0.2727272727272727	0.3201581027667984	0.5335968379446641	0.4872953133822699	0.4850367024280068	0.3845285149632976	0.20722755505364202	0.2422360248447205	0.09542631281761717	0.1665725578769057	0.22868435911914173	-0.17786561264822134	-0.00846979107848673	0.34726143421795597	0.1293054771315641	0.020892151326933936	-0.07171089779785432	0.2106154714850367	0.26143421795595706	0.2704686617730096	-0.08526256352343309	-0.03896103896103896	-0.22755505364201017	0.06041784302653868	0.0378317334839074
Density	-0.2862789384528515	-0.24449463579898362	-0.2365894974590627	-0.45454545454545453	-0.6058723884810842	-0.5245623941276115	-0.6781479390175043	0.20383963862224733	0.17108977978543197	0.06041784302653868	0.043478260869565216	-0.009599096555618294	-0.15302089215132694	-0.06719367588932806	-0.16996047430830039	0.07171089779785432	-0.14398644833427443	-0.13043478260869565	-0.16431394692264256	-0.13156408808582723	-0.0818746470920384	0.13495200451722192	-0.16770186335403728	-0.05815923207227555	0.03670242800677583	-0.018633540372670808	-0.41727837380011296	-0.4048560135516657	-0.33483907396950874	-0.3438735177865613	-0.46357989836250707	-0.4658385093167702	-0.35064935064935066	0.09203839638622248	0.06719367588932806	-0.07735742518351214	0.21626199887069453	0.28176171654432525	0.2636928289102202	0.2930547713156409	0.32241671372106157	0.28514963297571994	-0.028797289666854884	0.08865047995482778	0.5076228119706381	0.36984754376058726	0.14737436476566912	0.07735742518351214	0.21964991530208922	0.33032185206098247	0.35290796160361376	0.3111236589497459	0.23433088650479955	0.06945228684359118	0.08300395256916997	0.11688311688311688	0.1417278373800113	0.19706380575945792	0.1756070016939582	0.18125352907961603	0.2930547713156409	0.21626199887069453	0.427442123094297	0.23207227555053642	0.3709768492377188	0.5957086391869001	0.4082439299830604	0.5121400338791643	0.2862789384528515	0.2140033879164314	0.33145115753811405	0.1541501976284585	0.32128740824393	0.2885375494071146	-0.21852060982495766	-0.01637492941840768	0.3111236589497459	0.09994353472614342	-0.05251270468661773	-0.12140033879164314	0.10107284020327499	0.1767363071710898	0.16431394692264256	-0.11236589497459062	-0.22981366459627328	-0.37888198757763975	-0.018633540372670808	0.05251270468661773
Ammonium.5m	-0.0818746470920384	-0.22981366459627328	-0.4771315640880858	-0.1293054771315641	-0.10333145115753811	-0.26595143986448333	-0.12704686617730096	-0.6725014116318464	-0.6465273856578204	-0.21852060982495766	-0.07735742518351214	-0.14511575381140598	-0.25578769057029926	-0.2106154714850367	-0.49520045172219085	-0.29757199322416716	-0.1756070016939582	-0.48955392433653305	-0.38226990400903443	-0.3687182382834557	-0.6386222473178995	-0.3404856013551666	-0.25804630152456237	-0.2546583850931677	-0.48616600790513836	-0.28402032749858835	-0.6137775268210051	-0.3416149068322981	-0.5392433653303218	-0.19932241671372106	-0.3800112930547713	0.12140033879164314	0.028797289666854884	0.054771315640880856	0.15753811405985318	0.2490118577075099	0.5957086391869001	0.5042348955392434	0.383399209486166	0.3246753246753247	0.30434782608695654	0.25352907961603616	0.42631281761716544	0.4647092038396386	0.3438735177865613	0.4308300395256917	0.4432523997741389	0.5844155844155844	0.4997176736307171	0.5460191981931113	0.3201581027667984	0.339356295878035	0.4308300395256917	0.3359683794466403	0.42970073404856013	0.44438170525127046	0.48616600790513836	0.5505364201016375	0.3551665725578769	0.383399209486166	0.39920948616600793	0.28063241106719367	-0.055900621118012424	0.269339356295878	0.11462450592885376	0.18690005646527386	0.20271033314511575	0.4184076792772445	0.09655561829474874	-0.22755505364201017	0.043478260869565216	0.15302089215132694	0.189158667419537	-0.06380575945793338	-0.09542631281761717	0.11462450592885376	-0.026538678712591756	0.1225296442687747	0.30095990965556185	0.12478825522303783	0.4409937888198758	0.32128740824393	0.2964426877470356	-0.22077922077922077	-0.05138339920948617	0.15189158667419536	0.19028797289666854	0.2885375494071146
Brunt.Väisälä	-0.5151226321937639	-0.34861834704022404	-0.37073219741217855	-0.22308972581118816	-0.06699195847974455	-0.10536599294872444	-0.14764247160099042	-0.2543092792774769	-0.3323581629431987	-0.10016273403767631	-0.29138249901869473	-0.21463443008073496	-0.30764268311572013	-0.22569135526671222	-0.46243963571940166	-0.0819513278490079	-0.5209762984686931	-0.7297570622744989	-0.18731732079773233	-0.3947972698757761	-0.47414696826925995	-0.23024420681387933	-0.3499191617679861	-0.4676428946304498	-0.4117078613366825	-0.45203311789730544	-0.41626071288384964	-0.6517081786087771	-0.344715902856938	-0.304390646296315	-0.37008179004829755	0.16325224833413476	0.20097587543923365	0.45723637680835355	0.36422812377336844	0.5248787426519791	0.431220082253113	0.433171304344756	0.3674801605927735	0.30569146102407707	0.4253664159781838	0.3843907520536799	0.4474802663501383	0.36487853113724944	0.4708949314498549	0.476748597724784	0.5320332236546703	0.5326836310185513	0.39869971405906224	0.40910623188115847	0.39284604778413307	0.4552851547167105	0.49040715236628535	0.4422770074390902	0.4416266000752092	0.4481306737140194	0.49105755973016635	0.49235837445792835	0.4286184527975889	0.5131714101021209	0.06959358793526861	-0.05138218174660019	0.2855288327437656	0.2517076498219528	0.45593556208059155	0.2543092792774769	0.19642302389206653	0.3674801605927735	0.06373992166033947	0.0734960321185547	-0.02471547982747857	0.17626039561175508	0.3382118292181278	-0.13138228750396502	-0.040325256560622934	0.19382139443654248	0.05463421856600526	0.008455295730453196	0.012357739913739285	-0.07609766157407875	0.2413011319998566	0.11967495495410677	0.10861802976812951	-0.14178880532606128	-0.1034147708570814	-0.23609787308880845	0.2536588719135959	0.25626050136911993
NO2NO3	-0.18045112781954886	-0.21052631578947367	0.0406015037593985	-0.1593984962406015	-0.23308270676691728	-0.5473684210526316	-0.26917293233082706	-0.05263157894736842	-0.2736842105263158	-0.13383458646616542	0.02857142857142857	-0.06466165413533835	0.04661654135338346	-0.019548872180451128	-0.42105263157894735	-0.46766917293233085	-0.3383458646616541	-0.5067669172932331	-0.3819548872180451	-0.45112781954887216	-0.45714285714285713	-0.2932330827067669	-0.23157894736842105	-0.23157894736842105	-0.37293233082706767	-0.3969924812030075	-0.5293233082706766	-0.5383458646616541	-0.26766917293233083	-0.2556390977443609	-0.4030075187969925	0.039097744360902256	0.21353383458646616	0.37593984962406013	0.06766917293233082	0.34135338345864663	0.4406015037593985	0.5609022556390978	0.42255639097744363	0.5533834586466165	0.5383458646616541	0.24511278195488723	0.13984962406015036	0.46015037593984964	0.5142857142857142	0.3804511278195489	0.16390977443609023	0.4616541353383459	0.4496240601503759	0.3819548872180451	0.3308270676691729	0.318796992481203	0.3398496240601504	0.3609022556390977	0.3142857142857143	0.24360902255639097	0.3684210526315789	0.3804511278195489	0.4481203007518797	0.2962406015037594	0.06315789473684211	0.24360902255639097	0.17293233082706766	0.29172932330827067	0.1368421052631579	0.14736842105263157	0.21052631578947367	0.21503759398496242	0.14285714285714285	-0.1518796992481203	0.3473684210526316	0.649624060150376	0.2721804511278195	-0.004511278195488722	0.10225563909774436	0.12330827067669173	-0.031578947368421054	-0.03458646616541353	-0.06315789473684211	-0.06315789473684211	0.07969924812030076	0.055639097744360905	0.2075187969924812	-0.02706766917293233	0.02857142857142857	-0.12180451127819548	0.26015037593984963	0.13533834586466165
NO3	-0.3692995733067972	-0.1348565857581001	-0.35788863143495797	-0.30083392207576176	-0.4668112583934234	-0.6960674541821936	-0.5850701105197573	-0.05809206771118158	-0.3060207138356887	0.003112075055956156	0.10373583519853853	-0.18257506994942782	-0.23548034590068248	-0.1203335688303047	-0.4896331421371019	-0.2914976969078933	-0.253115437884434	-0.5083055924728388	-0.4896331421371019	-0.3858973069385634	-0.5041561590648973	-0.2904603385559079	-0.4730354085053357	-0.2541527962364194	-0.25830222964436095	-0.2904603385559079	-0.6473116116388805	-0.5829953938157866	-0.5580987933681373	-0.37863579847466566	-0.5591361517201228	-0.28112411338803944	0.020747167039707706	0.2821614717400248	0.2479286461245071	0.4315410744259203	0.5477252098482834	0.637975386471012	0.5892195439276989	0.5902569022796843	0.6722082120865297	0.3900467403465049	0.1556037527978078	0.3226184474674548	0.570547093591962	0.38693466529054876	0.41598069914613955	0.4543629581695988	0.438802582889818	0.4782222002652627	0.5529120016082104	0.5663976601840204	0.42842899936996415	0.31535693900355716	0.39938296551437336	0.3952335321064318	0.452288241465628	0.46473654168945266	0.4263542826659934	0.4543629581695988	0.339216181099221	0.4170180574981249	0.35062712297106025	0.3630754231948849	0.23133091249274093	0.4968946506009996	0.5134923842327658	0.6659840619746175	0.4004203238663588	0.199172803581194	0.16908941137361783	0.5767712437038742	0.5186791759926926	-0.002074716703970771	-0.019709808687722322	0.02697131715162002	-0.06639093452706467	-0.07157772628699159	0.2510407211804633	-0.18050035324545705	0.07987659310287468	0.0705403679350062	0.11722149377434855	-0.22095732897288708	-0.3682622149548118	-0.20332223698913554	-0.07261508463897698	0.07468980134294775
Lyapunov	0.30952380952380953	0.21428571428571427	0.7142857142857143	0.5952380952380952	0.6190476190476191	-0.047619047619047616	-0.047619047619047616	-0.5952380952380952	-0.5	-0.5	0.23809523809523808	-0.2619047619047619	-0.16666666666666666	0.0	0.3333333333333333	-0.07142857142857142	0.7142857142857143	-0.07142857142857142	-0.11904761904761904	-0.09523809523809523	-0.19047619047619047	0.09523809523809523	0.47619047619047616	0.3333333333333333	0.14285714285714285	0.14285714285714285	-0.38095238095238093	0.3333333333333333	0.09523809523809523	0.19047619047619047	0.023809523809523808	0.47619047619047616	0.16666666666666666	0.19047619047619047	-0.23809523809523808	-0.30952380952380953	0.42857142857142855	0.2857142857142857	-0.09523809523809523	-0.07142857142857142	-0.2857142857142857	-0.3333333333333333	-0.14285714285714285	-0.11904761904761904	-0.09523809523809523	-0.2857142857142857	-0.5476190476190477	0.023809523809523808	-0.023809523809523808	-0.4523809523809524	-0.35714285714285715	-0.47619047619047616	-0.2857142857142857	-0.2619047619047619	-0.2619047619047619	-0.47619047619047616	-0.40476190476190477	-0.23809523809523808	-0.47619047619047616	-0.5476190476190477	-0.5952380952380952	-0.5	-0.6904761904761905	-0.5952380952380952	-0.5476190476190477	-0.6666666666666666	-0.38095238095238093	-0.5714285714285714	-0.7619047619047619	-0.4523809523809524	-0.5476190476190477	-0.07142857142857142	0.023809523809523808	0.5238095238095238	0.5476190476190477	0.47619047619047616	-0.11904761904761904	-0.2857142857142857	0.3333333333333333	0.16666666666666666	0.19047619047619047	0.09523809523809523	0.3333333333333333	-0.047619047619047616	0.16666666666666666	-0.19047619047619047	0.14285714285714285	0.2857142857142857
Oxygen	0.2636928289102202	0.4025974025974026	0.3551665725578769	0.14850367024280067	0.028797289666854884	0.029926595143986448	0.08413325804630152	0.49294184076792774	0.5753811405985318	0.551665725578769	0.4409937888198758	0.3935629587803501	0.4771315640880858	0.46922642574816487	0.5561829474872954	0.4568040654997177	0.39808018068887635	0.3642010163749294	0.39920948616600793	0.5787690570299266	0.6713721061547149	0.577639751552795	0.515527950310559	0.6465273856578204	0.6341050254093732	0.6002258610954263	0.5719932241671372	0.585544889892716	0.42405420666290233	0.4872953133822699	0.2715979672501412	-0.19254658385093168	0.19593450028232637	-0.3743647656691135	-0.37888198757763975	-0.40146809712027104	-0.5042348955392434	-0.42292490118577075	-0.35064935064935066	-0.49745906267645396	-0.2670807453416149	-0.42179559570863917	-0.7086391869000565	-0.7526821005081875	-0.629587803500847	-0.6363636363636364	-0.5629587803500847	-0.6860530773574252	-0.6092603049124788	-0.5866741953698476	-0.4827780914737436	-0.5889328063241107	-0.655561829474873	-0.6047430830039525	-0.6905702992659515	-0.6645962732919255	-0.6024844720496895	-0.6307171089779785	-0.6024844720496895	-0.5990965556182948	-0.2478825522303783	-0.24110671936758893	-0.015245623941276116	-0.251270468661773	-0.24336533032185206	-0.163184641445511	-0.339356295878035	-0.28176171654432525	-0.12365894974590627	0.08413325804630152	0.16092603049124787	0.0818746470920384	0.09090909090909091	0.13382269904009034	0.034443817052512704	0.06832298136645963	-0.18464144551101072	-0.19254658385093168	-0.32128740824393	-0.20045172219085264	-0.5686053077357425	-0.24675324675324675	-0.37549407114624506	0.0502540937323546	-0.2862789384528515	-0.39469226425748166	-0.38226990400903443	-0.2862789384528515
Latitude	0.28176171654432525	0.24675324675324675	0.1507622811970638	0.057029926595143984	0.003952569169960474	0.21513269339356295	0.14963297571993225	0.391304347826087	0.5527950310559007	0.3246753246753247	0.1665725578769057	0.19254658385093168	0.20045172219085264	0.17786561264822134	0.7504234895539243	0.6826651609260305	0.30547713156408807	0.6194240542066629	0.42179559570863917	0.6261998870694523	0.7673630717108978	0.6691134952004517	0.5923207227555054	0.5369847543760587	0.7120271033314511	0.6307171089779785	0.6002258610954263	0.6047430830039525	0.453416149068323	0.36307171089779783	0.29757199322416716	-0.2264257481648786	-0.14398644833427443	-0.4613212874082439	-0.33145115753811405	-0.5064935064935064	-0.6149068322981367	-0.5279503105590062	-0.3958215697346132	-0.5223037831733484	-0.46696781479390176	-0.4748729531338227	-0.5335968379446641	-0.7188029361942405	-0.5584415584415584	-0.5640880858272163	-0.5245623941276115	-0.7763975155279503	-0.665725578769057	-0.5279503105590062	-0.48616600790513836	-0.55957086391869	-0.5731225296442688	-0.6228119706380576	-0.6747600225861096	-0.6081309994353472	-0.6329757199322417	-0.6725014116318464	-0.585544889892716	-0.6081309994353472	-0.35177865612648224	-0.39469226425748166	-0.11462450592885376	-0.3585544889892716	-0.251270468661773	-0.055900621118012424	-0.3370976849237719	-0.3495200451722191	-0.1293054771315641	0.05251270468661773	0.034443817052512704	-0.22529644268774704	-0.13156408808582723	0.30660643704121965	0.019762845849802372	0.13382269904009034	0.07284020327498589	-0.042348955392433656	-0.13382269904009034	0.08526256352343309	-0.28176171654432525	-0.06719367588932806	-0.07396950875211744	-0.02766798418972332	-0.20045172219085264	-0.29757199322416716	-0.4161490683229814	-0.23771880293619424
Iron.5m	0.3404856013551666	0.42631281761716544	0.4376058723884811	0.3190287972896669	0.1767363071710898	0.06380575945793338	0.16431394692264256	0.47148503670242803	0.6002258610954263	0.42179559570863917	0.3337097684923772	0.07171089779785432	0.47148503670242803	0.39469226425748166	0.6815358554488989	0.45454545454545453	0.38114059853190285	0.4342179559570864	0.46357989836250707	0.5064935064935064	0.6939582156973462	0.5934500282326369	0.42066629023150764	0.4601919819311124	0.5245623941276115	0.515527950310559	0.44438170525127046	0.5381140598531903	0.5381140598531903	0.48955392433653305	0.3156408808582722	-0.2795031055900621	-0.18012422360248448	-0.313382269904009	-0.409373235460192	-0.435347261434218	-0.6770186335403726	-0.551665725578769	-0.31225296442687744	-0.3856578204404291	-0.3845285149632976	-0.3687182382834557	-0.46922642574816487	-0.5324675324675324	-0.5640880858272163	-0.5550536420101637	-0.7673630717108978	-0.6939582156973462	-0.6679841897233202	-0.6826651609260305	-0.5437605872388481	-0.6521739130434783	-0.5889328063241107	-0.6013551665725578	-0.6510446075663467	-0.6408808582721626	-0.6499153020892151	-0.7075098814229249	-0.5607001693958216	-0.6374929418407679	-0.5189158667419537	-0.49858836815358554	-0.08977978543195934	-0.3190287972896669	-0.17786561264822134	-0.14963297571993225	-0.35290796160361376	-0.4082439299830604	-0.3687182382834557	-0.11914172783738002	-0.012987012987012988	0.011857707509881422	-0.018633540372670808	0.269339356295878	0.25352907961603616	0.13495200451722192	0.06719367588932806	-0.09090909090909091	-0.07961603613777526	0.07058159232072275	-0.22416713721061546	-0.16431394692264256	-0.11123658949745906	-0.057029926595143984	-0.19028797289666854	-0.19706380575945792	-0.383399209486166	-0.25804630152456237
