	NorR	LldR	NrdR	NikR	PdhR	HypR	HrcA	GntR	NnrR	LiuR	FabR	NtrC	FruR	MerR	PaaR	CueR	FadP	NifA	PrpR	SdaR	FadR	MetJ	PhsR	RbsR	AcnR	FixJ	PsrA	SoxR	HexR	HisR	NagQ	PdxR	CsoR	LexA	NmlR	PurR	PhnF	MetR	SahR_SamR	ThiR	FUR	KdgR	NagC	AraR	CzrA	XylR	NsrR	RbkR	Zur	MntR	ArgR	NrtR	NadQ	BirA	IscR	Phr	GguR	AgaR	SiaR	GulR	Irr	ExuR_UxuR	RutR	DasR	LtbR	NagR	CblR	Rex	VanR	FnrN_FixK	HcpR	TtrR	CcpA	PhrR	HutC	ModE	LiuQ	GlcC	TyrR	ZntR	AmtR	BioQ	PhnR	QorR	CadR-PbrR	NarP	NiaR	TrpR
NPP 8d VGPM (mgC/m2/day)	0.3635143581958938	-0.01037781943707079	0.10025913640903132	-0.0034881347809939955	0.16816644118795698	0.08844648138828924	0.2088304237855377	0.456302454152016	0.26211724873774384	0.3044572677283199	0.22134194268970586	0.37776994449055895	0.34493571124180517	0.1182687968385606	0.09737709596941571	0.10611598683031025	0.26953262746542433	0.24614233359712773	0.1508927524586729	0.24301909234818805	0.32678998881727256	0.20636893860320504	0.11833682783606225	0.08489650024593011	0.2599155182731448	0.079398358720569	-0.2014954453276319	-0.16078817027709558	-0.055185508246116	0.014311248019893806	-0.009617109192279545	0.05434439773155007	-0.137206152688567	-0.17075161909301992	0.0385673909473024	0.07498252851909788	-0.320636275861441	-0.4584114150745673	-0.37149253881199706	-0.4548738032044812	-0.39591566691509156	-0.4301476279306975	-0.41853906590246037	-0.2508921341499706	-0.0992881485355986	-0.2422089050143047	-0.26919865711405255	-0.3170677408106723	-0.4693149285832418	-0.33589377321022146	-0.30864426639274	-0.3905350334763242	-0.16995998566754608	-0.21103215425013674	-0.35803477057894223	-0.271128263588645	0.11601758928486944	-0.1885942943468633	-0.24580836324575595	-0.28812364369178595	-0.12771892085515427	-0.06192057699877994	-0.12219604078524711	0.023167646967382105	0.13385407990257633	-0.010334526984115189	-0.10790334667376285	-0.20228089411696917	0.08266384660064849	-0.060225986697375056	-0.06329356622108609	-0.07150676301037691	-0.163367163546022	-0.201990216218553	-0.16796853283158852	-0.2390300020401364	-0.13953776051203284	-0.18467941967244983	-0.05577304867908484	0.1398593615911316	-0.01687787201654719	0.13374894108825558	-0.14567910419559144	0.12591919173942864	-0.004118967666918442	-0.1258202375612444	-0.08957826980127133	-0.05471547589974092
CO3	0.1614070831027429	0.09550334503984416	0.1682705506712316	-0.0821376450380504	-0.0508908058446677	-0.10467149277080431	0.14041932174857488	0.2356192292748648	0.08208707211912471	0.047386825033386634	0.015150201569600818	0.15939139104841835	0.24108110451884107	0.15972372737278726	0.12884534801729183	0.08198592628127328	0.08535263774118458	0.11361567471795063	0.031434681463678185	-0.10336382158143963	0.2245293106247278	0.11782767639419157	0.09064834482297637	0.03666536622113693	0.1990550088915793	0.023986012976192045	-0.4893869117413544	-0.1684728423469344	-0.08265059893001114	-0.10048838990537806	-0.029881370382388642	-0.04459086508706545	0.05110754692577787	-0.12845521407129354	-0.027627263138842884	-0.13544872628844834	-0.05598422125075667	-0.19318855029619736	-0.18652014970070782	-0.24449838889767805	-0.22517953386805833	-0.317496785015583	-0.2797188145780805	-0.052559712169216	-0.06031181817025638	-0.01468059589386212	-0.07914661811873007	-0.17344343780706095	-0.17307497796917368	-0.20154030662164255	-0.13906830234298814	-0.20468305229774	-0.054055225628876165	-0.22585143121949985	-0.09116852341764078	-0.15995491785930477	0.041209704221746815	-0.10004768304045404	0.07044085136080495	-0.15385004407470168	-0.17516291705053497	0.08288901411923233	0.11191786958258763	0.20216885575686203	0.1185790454753735	0.17337119078002425	-0.05164217492584962	-0.0396997413566793	0.23465111911257272	0.08243385784890098	0.017404308813146578	-0.18966289537680528	-0.17532186051001578	-0.15660265580480082	0.048022598871309795	0.04983599924993154	-0.3843830826461812	0.05453928071002221	-0.13984857023498476	-0.01835796957003132	0.22989726473355634	0.1078575866631238	0.1187379889348543	0.16233184504881296	0.025799413354813793	-0.036773736761692016	-0.05503056049387193	-0.030806132328458698
Lyapunov	0.09423112674075008	0.002498923803777134	-0.03246501008940714	0.15188136889175421	0.07776062895282965	-0.2448385344776375	0.037322861965657365	0.1879232699159796	0.27721954712826224	0.037532855562613425	-0.0015399530443444523	0.16329102099303355	0.34100160231038334	0.15440829184179217	0.20976260399941002	-0.01024768753145581	0.06315207439125295	0.15016642118327972	-0.015721520625443818	0.0619551108886034	-0.01212363033092996	-0.08607637539228968	-0.012333623927886023	0.13984873578617188	0.058980201598392526	0.08047654614012804	-0.16970982527332384	-0.04964248632041298	0.06388005219403396	-0.028097143272721052	-0.08698634764576595	0.04764054736276519	0.08133052010108269	-0.1616950696561675	-0.06721195059907015	0.08114852565038744	0.011556647619148595	-0.1800975085360837	-0.18722329125945938	-0.11994834258130244	-0.3363887429639152	-0.3060936667097207	-0.2505153613820164	-0.16331202035272918	-0.11067362538240971	-0.04374166624594765	-0.1524763507497964	-0.2603080627867341	-0.2240211692327266	-0.15062840709658304	-0.18272242849803447	-0.16324902227364235	-0.03479593901561942	-0.16484497361050843	-0.22138224969764542	-0.17234874480840504	0.06314507460468775	-0.19025419884219189	0.05824522400904631	-0.152497350109492	-0.17047280200893086	0.1733357147140985	0.0020719368232998085	0.09453911734961896	0.09538609152400841	-0.10584377265242029	-0.1504674120055834	-0.04647158300637645	-0.053317374267144065	0.07511470963118326	0.04069675909008475	-0.052750391555362694	-0.1300350350217586	-0.24588150267585263	-0.18968021634384533	0.08425643088533714	-0.24908740492271517	0.03734386132535297	-0.0296160969573699	-0.08167350964277759	0.03314398938623173	0.006075814738595385	-0.014342562672099013	0.07366575381218644	0.031338044452409605	0.16071509953703922	-0.14420260302972757	-0.0024219261515599113
Longitude	0.0417661588874985	-0.06760192471473069	0.011955276194570565	-0.028529069600727423	-0.015291980313956342	-0.2517291384297751	0.031419383557654265	0.13120379456586287	0.23912796808952377	0.16826165944932522	0.17141382238423078	0.12531343946123716	0.03090566080085795	0.2937496648958815	0.21802792806402072	0.15907200722216785	0.12630098417818542	0.11922607417317983	0.06938997916435669	-0.03559899200615244	-0.09389904350316343	0.04808045995647069	0.1512065626836456	0.1431615645602237	0.04705550824266833	-0.0011122347064619258	-0.014052561818190475	-0.05259673137665578	0.07553220804780002	-0.0671879539495453	0.023863170193125935	0.024239733961457215	0.1418124188736858	0.07576163762850517	0.015129883327588573	0.19426201606271545	-0.018631178233132394	-0.21302037808515178	-0.204055167839119	-0.21825985144451615	-0.2781933418041562	-0.19780071796511337	-0.230910897780573	-0.2501929577589667	-0.30030586454451025	-0.22472627430069503	-0.22352426280178325	-0.1947158876245452	-0.2099829299405988	-0.20058629233084874	-0.1851920662254912	-0.165650651068909	-0.2872233908447361	-0.20109502748806451	-0.1856584067862723	-0.24530012257045036	-0.02924229634074561	-0.18426936030309005	-0.1388173653255675	-0.1087670778527733	-0.17280286886741306	0.13173996152077164	0.11491429433579717	0.08274926464085117	0.10618350127005008	0.014521396178761869	-0.18017204724767089	-0.14896463667218984	-0.07276658408038685	0.02317986905059103	-0.05622271627171326	0.07883649276991224	-0.029062742755845927	-0.05725514938488644	-0.005112289570060421	-0.05194335583160415	0.010050013154801706	-0.0023516532022277935	0.07382644899125303	0.014748331959676746	0.09136035531666513	0.262619562113899	0.19372086150822612	0.04850191212102689	0.14282739538832706	0.13973009604880754	-0.11283695911049944	-0.009466464003877736
Iron.5m	-0.08612354291516	-0.15176927009243513	-0.0879166922898451	-0.07616769826461361	-0.020734692491142973	-0.3987126242415215	0.08116307823331212	0.08329540468026031	0.141820907289071	-0.003735935693015657	0.018747015089718756	0.0377384371873918	0.1122875625115734	0.2152751889755798	0.16119390359304003	0.21374141030321353	0.13090988014825425	0.13753380885362781	0.0806817460645858	-0.12935365593434117	-0.009898483822148961	-0.05859034528439041	0.02350297594858448	0.08110571740491468	-0.05165217899736133	-0.027313730113422884	-0.1691695526893445	-0.0842181658327408	-0.11948260555186056	-0.17822757567801797	-0.04931036082930946	0.056492934124292835	0.07328968104849874	-0.06051068606117416	-0.08000339192005959	-0.02925152853363194	0.09227362129898951	-0.09947115828833744	-0.05833845642925384	-0.1836693725285922	-0.23441375406783757	-0.17316236513561825	-0.16478020234241023	-0.10398520608830963	-0.18746266905000528	-0.2156617510799973	-0.1272387871308183	-0.16886778485299278	-0.14500318629059836	-0.19050029900600865	-0.16453080743633441	-0.16303443799987954	-0.15002849364802595	-0.22785466803804372	-0.11532519246757679	-0.19906202613159127	0.06231131728304152	-0.13444879386547	-0.04439977512867673	-0.01728805488917526	-0.12051510046301442	0.2543503828595379	0.1852704878255989	0.28205316902643907	0.21468661699724087	-0.021580141222739973	-0.05766758413190991	-0.15689682936135382	-0.0664562606220215	0.03449131551028474	-0.030131892552079553	0.1630668593376694	-0.0963836493511189	-0.0629672258860209	0.0735839670376682	-0.012656791483347437	-0.046941109221589256	0.03458857952365431	0.027705280115961906	0.05550034239811111	0.17950447759712612	0.2225151230989606	0.239152257283278	0.21606826477690086	0.21530511636430888	0.1491805509673682	-0.10012706689131683	0.1594805605882992
PAR.PC	0.053201970443349754	0.07783251231527094	0.22660098522167488	0.17339901477832512	0.3669950738916256	-0.17142857142857143	0.04433497536945813	-0.08866995073891626	-0.0980295566502463	0.027586206896551724	0.07192118226600985	0.09261083743842365	-0.19950738916256158	0.22364532019704433	-0.034975369458128076	0.13349753694581282	0.18177339901477832	-0.09753694581280788	-0.07635467980295567	-0.011330049261083743	-0.04039408866995074	0.09261083743842365	-0.05270935960591133	-0.008866995073891626	0.054679802955665026	0.2541871921182266	0.10098522167487685	-0.258128078817734	-0.12758620689655173	-0.10394088669950739	-0.020689655172413793	0.030049261083743842	-0.08866995073891626	0.04729064039408867	-0.054679802955665026	0.18620689655172415	0.007389162561576354	0.16206896551724137	0.09901477832512315	0.07241379310344828	-0.015763546798029555	0.010344827586206896	0.12512315270935961	-0.06157635467980296	-0.053201970443349754	-0.06256157635467981	0.03103448275862069	0.09359605911330049	-0.00541871921182266	-0.03300492610837438	0.011822660098522168	0.024630541871921183	-0.020689655172413793	0.10640394088669951	0.2645320197044335	0.15615763546798028	-0.013300492610837438	-0.10246305418719212	0.13645320197044336	-0.005911330049261084	0.11330049261083744	0.05123152709359606	0.029064039408866996	-0.033497536945812804	0.09507389162561576	-0.054187192118226604	-0.20098522167487684	-0.12167487684729064	-0.26108374384236455	-0.2413793103448276	0.053694581280788176	-0.10049261083743842	-0.08620689655172414	-0.12167487684729064	-0.19310344827586207	-0.1497536945812808	-0.0729064039408867	0.3640394088669951	-0.00935960591133005	0.10492610837438424	-0.21576354679802956	-0.08374384236453201	-0.11773399014778325	-0.23497536945812808	-0.1541871921182266	-0.29802955665024633	0.10788177339901478	-0.1832512315270936
NO3	0.06748317589255157	0.242942838874346	0.31433401094841174	0.2143523134331161	0.13731625798575217	0.1790866921175788	0.040110174316150694	0.1277804067367416	0.14651154311872663	0.24210845189005759	0.15627727649606157	0.1322503370097153	0.06113161782847846	0.017402928529444285	0.042230198388475366	0.01793932016220113	-0.014371890096723069	0.02518486428086898	-0.05467788992959452	-0.055376050467468504	0.18438249522194003	0.3536268265860758	0.24188708391463412	0.09457521042322266	0.18035530089981325	0.12178644309450638	0.04030599983287145	-0.06543977919633502	0.16226272598539587	0.3084507312938882	0.12489410890333572	0.014252691956110437	-0.010165898563677337	0.10950903461140528	0.047670742092151934	0.023499062006490327	-0.3012051871752204	-0.15078564787497958	-0.2028667211697989	-0.13364665808546328	-0.061582867932226275	-0.10951754876430618	-0.11533271519562245	-0.04944168589553961	-0.03971000912980829	-0.01196238482576772	-0.17133881297775772	-0.1207562305934972	-0.07989681082206711	-0.08112284883979703	-0.048011308208188025	-0.08705721341172594	0.021719604050201746	-0.027398544035103577	-0.02569571345492312	-0.11480483771576651	-0.2772633892178831	-0.06481824603456915	-0.10669085000120662	-0.20748139204208796	-0.04268996264512409	-0.22351354195448697	-0.08159964140224757	-0.06095282061755951	-0.035274135468438196	-0.21920538058663042	0.03209835643640164	0.0898753980219246	0.020893731218814226	-0.22418616003365824	-0.016364201875534206	-0.22166597077499117	-0.14659668464773568	-0.06675947289597486	0.13437036108203998	-0.09628655515630402	-0.03747078691687099	-0.023865170581229125	-0.21865196064807177	-0.1607642350748371	-0.016704767991570297	-0.25734878558267266	-0.2262040142711721	-0.07063341246588542	0.09785315929007005	-0.12331047646376789	0.002247736365838205	0.0300890163517887
NO2	0.28471504821236354	0.21054788747644168	0.20349225193511333	0.11640951831436913	0.18223388964160558	0.20120924744406424	0.13470065221891692	0.15206368044015986	0.08664577875524668	0.22266745731171425	0.12262511659489601	0.20739774774843622	0.13707511237948874	0.025810822287528526	-0.003895334072264804	-0.004183250068910463	0.011814717603530117	0.1085612669705104	0.09401642826937555	0.08569057509578695	0.21240071159603197	0.19599966152828746	0.07677195369381024	0.054155305345538855	0.13258362283181646	0.0870488611505506	-0.007529850124038833	-0.1584452538246354	0.19467524794371743	0.18065204528356416	0.016363790350531537	0.007482428665767784	-0.046073333957344226	-0.005101194011157212	0.0834719282981057	0.04946735547074364	-0.2529562201588376	-0.2780455588312423	-0.20361080558079098	-0.207123380739868	-0.13425014836534194	-0.20383775113108812	-0.1863358457820514	-0.06054704047107249	0.03941400631728109	-0.05091709719503002	-0.10425946325592231	-0.1546278264338159	-0.1633669237437665	-0.0765856551077454	-0.0883156915357915	-0.14187822865294222	-0.12997205537988937	-0.02448979594997785	-0.12259124412470242	-0.09171648754322964	-0.10339910251300469	-0.08206960803209037	-0.08596832935137454	-0.15104750633435163	-0.09862647146272546	-0.28108391940760885	-0.00794309426040084	-0.09230248127757905	-0.10507578978758823	0.057993056218474524	0.0047489203211436995	0.09712930828016804	0.0567025151040981	0.08979591848325212	-0.04186637315929824	-0.17423321218187562	-0.1959454655759777	-0.08390549591658387	-0.028578203102346215	-0.036629689267366594	-0.1964637143699399	-0.021830807039779705	0.01289524940270618	-0.13175036006505375	-0.007695825227987507	-0.15582013738463085	-0.19659581700369497	-0.09806757570453095	-0.07862139056638118	-0.08300110096241456	-0.03167075963102253	0.010784994509644465
NO2NO3	0.20518956111960074	0.21511004767518882	0.18623879678046226	0.22093913471449167	0.1777497659303108	0.22003468260210135	0.0706861373348812	0.12543041598011134	0.18193018632379981	0.33271374813154475	0.20809520255153177	0.22796466234341314	-0.0022931777967691047	0.012986365566485907	0.06390986816213026	0.007431462828970685	-0.030149590691372682	0.10072178130343305	0.04835257966199949	0.11153959830123514	0.17213432899629702	0.29072794160715887	0.20100557989102358	0.20594089732320056	0.16491295543752724	0.1570363882225377	0.17987558447793683	-0.051596500427304855	0.28492734124856123	0.2803552289953756	0.1316761207247278	0.059782860294963505	0.02367243166602641	0.1345069846198077	0.22841332756452015	0.12827196238045568	-0.31002410694984794	-0.25080029776372414	-0.23237297618254382	-0.1310850221000948	-0.10434315058808241	-0.16659723043422256	-0.1638731915917872	-0.1436868174770604	-0.034283720228715744	-0.0874576706000714	-0.19462100257796922	-0.14443459284557209	-0.09740308300127654	-0.0431858079490927	-0.07031224965062537	-0.13654378229022995	-0.1229378314184058	-0.030391727477366938	-0.11373307271553602	-0.1309461495316569	-0.26967984540109957	-0.11820192075116526	-0.20589104563196645	-0.1949984510973132	-0.15494973886088134	-0.4109987075445397	-0.12554080186784403	-0.13533665919534682	-0.17190287471556723	-0.17629694521434527	-0.024071245195899295	0.07885825386218726	-0.07111699838054744	-0.026517538901458883	-0.09146004923915287	-0.21513853435589403	-0.09885590371724205	-0.07456032591078926	-0.01981604726555911	-0.09672652433452789	0.032111610824943765	-0.033628526572496	-0.00677270833766279	-0.14241203851550244	-0.06731046567131425	-0.173031659438511	-0.2393486521202312	-0.1618043464055716	-0.11307075738913998	-0.16746607419573134	-0.08914906726694301	-0.047868306090010984
PO4	0.23071562645464902	0.2365377482699902	0.10263643959541272	0.22372458442927798	0.21825089075346493	0.34271092080857024	0.08165582044103012	0.1300835852963068	0.13820982867949536	0.2818521391043219	0.14532075995717716	0.16153578133220714	-0.02102183108486442	-0.040129180671891425	-0.027473371474837065	-0.04765223125439147	-0.11615020625431594	0.03537482250994294	0.06106484135665748	0.1377265251311176	0.09769850101586337	0.18751428369229445	0.12976512946985636	0.16173809444548154	0.11219760746719563	0.05201320280719528	0.2389842383249566	0.027256072205023817	0.35551659157101306	0.3667449693577425	0.14130447000476679	0.1110474199528393	-0.021932240094599233	0.18541247523772147	0.13396499983986757	0.2096937953697846	-0.21790995569220623	-0.21027076239653014	-0.2082476312637861	-0.06352257102902802	-0.016983061897645767	-0.053047247608375564	-0.08975209151114097	-0.1428555372065372	-0.0294290649031563	0.009306403210622566	-0.13510394773681977	-0.10828996714969188	-0.046307223705030154	0.0003858935308752513	0.004701906614062528	-0.05172846583295723	-0.054287352061964965	0.02156507925939754	-0.08258496214643848	-0.09164409377417011	-0.2506397215730431	-0.06347761255941148	-0.17286531567557373	-0.12939422209551993	-0.09278304167112232	-0.389658802705636	-0.19284560888098845	-0.21292331210390564	-0.22790946864275036	-0.09878499736492963	-0.018107023638059123	0.16042680574833262	-0.041440469369040334	-0.007140903590759504	0.004158658439529407	-0.15286628977448546	0.09785960219865596	-0.020220071710036227	-0.03480534856146684	-0.06592035607524317	0.053433141139250816	-0.061151011756755844	0.05227171400749035	-0.08068172026600522	-0.05865956323217291	-0.1887019365979979	-0.21634015579476223	-0.22864753685228845	-0.22080603044333796	-0.2779557384042223	-0.07451866338940533	-0.030976385565792016
Alkalinity.total	-0.13987491336101646	0.15983355458388324	0.14565507751744872	-0.14468117677336714	-0.18181588566458193	0.11718429083007663	0.11188475301487942	0.0735864224554113	0.10642079039873337	0.11503412035613027	0.10444769278734731	0.15458460901513182	-0.13333586550789722	0.041498290147164746	-0.007854446260709939	-0.016404535910049582	-0.045710094663777324	0.11244126772578318	0.01629070335554654	0.09974261386788821	0.12668298510027495	-0.013925515834205544	0.05854787719939824	0.1345880236074307	0.11992892019976109	0.06804657146959657	0.005185705260694162	-0.05978738723732026	0.04249748701446923	0.05971149886765156	0.0974786108394388	0.24793995176923822	0.19947257967416496	0.21744547522403423	0.08252860201470588	0.02011041796220419	-0.18106965002950642	-0.1689275108825152	-0.10306905407169933	-0.10687612061674555	-0.007437060227532116	-0.11172032821393058	-0.16541134975453234	-0.13333586550789722	-0.0346430407537593	-0.07800059595780708	-0.0552973253652558	-0.03282171988171061	0.05504436413302682	-0.05852258107617534	0.014026700327097137	-0.0798345648914672	-0.1525735672189114	-0.0583834523984494	0.038235090251410864	-0.03556634925139508	-0.14489619382076177	-0.09306443733704305	-0.20188835944195177	-0.029242318445670497	-0.05188234873016452	-0.0990469704792585	0.002504316199066937	-0.20230574547512958	-0.11934710936563443	0.07855711066871084	0.003288496018976786	0.04114414442204417	0.017922303303423485	0.0637335824600924	0.015468579350802343	-0.030380643990700923	-0.08459023605737209	-0.016050390184929004	-0.001720136379157088	-0.05728307103825332	-0.06506162892929457	-0.0018213208720486815	-0.0230194721328375	0.08619653988202614	0.017732582379251745	-0.007475004412366463	0.12239529221399369	0.12419131696281947	-0.1658666799725445	-0.07843063005259635	-0.0084615532180595	0.01627805529393509
Si	0.1914153813836202	0.08341063133938469	0.23367083334112193	0.15471826434696284	0.009760023073692782	-0.09595872375517943	-0.008107833833928664	-0.06060757122850232	0.07117588515871763	0.10652347693272284	-0.00700400050563798	0.051673642774691594	-0.04228393797887698	0.058058072315418034	-0.09750409041478639	-0.054443908353434024	-0.09965122427594536	0.08723487970901113	-0.05509552609239272	0.030761342332591007	0.05372463631370913	0.11185392368256526	0.08722775820366731	0.14229835902735669	0.08909715335641766	0.13031998703906683	0.03830301649168671	-0.13291577573688587	0.21268731784558323	0.06421105293247062	-0.013256682197503915	0.05014964063111607	-0.028970283738622576	0.049095657840232065	0.07421320718785297	0.09875391460262518	-0.026694962781275006	-0.04924164869978019	-0.09593379848647608	0.0013815720366993068	-0.04658176645386683	-0.059678214781135004	-0.07675202384292154	-0.0875482259441388	-0.06080697337812902	0.04272191055752134	-0.1263177010358451	-0.07387493568402195	-0.021282618719978753	-0.026157289127817288	-0.02991744394934942	-0.08780103938384409	0.04081334712538003	-0.05652338791382679	-0.013968832731885001	-0.09632192052771378	-0.10231466727453062	-0.027560225680548025	-0.027478328369094203	-0.04179967561549784	-0.061234263698757674	-0.20884170495992535	0.009952303717975676	-0.05505279706032985	0.041991956259780736	0.21879044792522914	0.09204545656875536	0.0013459645099802525	-0.08982710765415827	0.1022968635111711	0.08662243024944338	-0.06816704915095755	-0.07263579375419886	-0.010874538659999183	0.1013176565263971	0.03552919016027238	0.013395551551708226	-0.08936420980681058	-0.052175708901430265	-0.01276173757610906	-0.04920248042038923	-0.04865412450891579	-0.1740567121080812	-0.2858251777265208	-0.035208722419800886	-0.24869720961656283	-0.1693885653552132	-0.005586820942219619
Okubo.Weiss	0.06931179646507951	-0.042461665693054255	0.02067531289951971	0.032369719989086145	-0.06897706008675453	-0.005989644556836402	-0.06278799811304367	-0.014450640672795554	0.03131921752519391	0.004472647778469989	-0.12010982238854638	-0.04588024998233069	0.02094595082242076	0.06358922880584283	0.18938244757531128	-0.01002784724854418	-0.012239243960669867	-0.1366507849132224	-0.20945594719890628	0.16509981604554466	-0.04107998787613837	0.0340718900831217	-0.03202430053485718	-0.02859503316967676	0.008955978632843966	0.09331310699604108	-0.1110790622243745	-0.09726584508051694	0.13123090440459875	-0.18349963377751477	-0.1804513961195766	0.04674201810525245	0.05636746949474638	0.003966982185681185	0.10000071251193808	0.04461608600035867	0.07450733237971942	0.036194261162714146	0.010497902588319688	0.06311917346606732	0.04344450867622123	-0.06210072022988705	-0.0076882536255706265	-0.10520693150248198	-0.10274270199396188	0.05003240548368101	-0.08172909169081585	-0.047254805748643915	-0.025105228374373744	0.04188834061954019	0.06112856032262407	0.043686658396711646	0.0005626419976100782	-0.07115996859646957	0.03791423638325635	0.01012399493168008	0.0542166102127433	0.07242413257844159	0.173703253173557	0.06506349328059328	-0.032284255381854234	-0.04703758320526281	-0.00965393959190457	0.054946620399515866	-0.042757230793064614	0.17508136996517157	-0.10087672473606517	0.04079154482673067	-0.05449793121154834	0.06124251313226662	0.0885413330922594	-0.034203648019270894	-0.055993561838106776	0.01911914484283867	-0.1255368249477727	-0.055067695259761074	0.044943700328080996	-0.09971583048783171	-0.042750108742461955	0.1205335843994046	-0.01721399630662733	0.02476693097074743	-0.06076889676718978	-0.08096347125103	-0.11334387431602012	-0.11925873734152861	-0.24547927914715661	-0.1710218011216558
Oxygen	0.05075192272477568	0.04207677165354331	0.06495490752609412	0.21354262039919428	0.07474020325947629	0.2766320271012635	0.5109641091375206	0.39976080388207286	0.4409849386559238	0.48858382164438746	0.6233290606116096	0.5649091283647684	0.13547770554843436	0.11308025086980407	0.16394089910272844	0.09824780260025637	0.11042505951290972	0.2688724592565464	0.34768700787401574	0.25647202893243	-0.013567798937923457	0.17992354880058598	0.29938427028016845	0.13204426844900202	0.10542368613806995	0.12599569675883537	0.37420458707196486	0.322022065555759	0.32498626625160226	0.4452252334737228	0.3161966672770555	0.2280717817249588	0.39009567844717086	0.5003662332906061	0.32360144662149787	0.4167048159677715	-0.4721777147042666	-0.4602121864127449	-0.4488303424281267	-0.37382118659586155	-0.45811206738692545	-0.4787069675883538	-0.4096147683574437	-0.30865455044863577	-0.2481917231276323	-0.3988108862845633	-0.285919474455228	-0.3120021516205823	-0.36147798022340233	-0.2968320820362571	-0.28629143014099984	-0.2596479582494049	-0.2560714612708295	-0.09548388573521333	-0.2456338124885552	-0.11627334737227614	-0.43648713605566747	-0.6220186321186596	-0.41082219373741075	-0.43855292071049257	-0.42381775315876213	-0.2454907526094122	-0.22106757004211683	-0.3774434627357627	-0.3383537813587255	-0.35459393883904045	-0.17415537447353965	0.016875343343709943	-0.23868110236220472	-0.2225038912287127	-0.24783693462735762	-0.18442707379600806	-0.10914324299578831	-0.24333340963193553	-0.10144089910272844	-0.17210675700421169	-0.00517304522981139	0.005235991576634316	0.061046511627906974	-0.02068645852407984	-0.030672038088262223	-0.027507553561618752	0.09550677531587622	0.22680713239333455	0.18420962277971067	0.1867446438381249	0.22145669291338582	0.28087804431422814
Carbon.total	0.20483818835740553	0.09262273839772021	0.028113560853033733	0.11354337452452717	0.1897068373948653	0.15238516804615176	0.3870900106514042	0.4909476897753523	0.5144659327263674	0.5887539933603938	0.4860145665015757	0.5465516188128318	0.1815470903977449	0.3359649149049923	0.3569612660289175	0.26817669556203405	0.2974783994467684	0.36961731900874806	0.322225555043317	0.08635586632855421	0.07554027020175005	0.22617816908363622	0.2786428378559851	0.28015131356780104	0.24542142681274817	0.22019086008075273	0.06635545862826048	0.26269609461678756	0.3172749590778978	0.2559516356427223	0.2002486946859345	0.36184197122776607	0.3630009931067289	0.49528091730273105	0.37858080982143066	0.4917630820520096	-0.5984862826053533	-0.5683284168301288	-0.6062791030779779	-0.5755912323229262	-0.5493006556312763	-0.5824871212912278	-0.5572914999425177	-0.4602831159424908	-0.4392343467436377	-0.45757484873787907	-0.4299039294064593	-0.42713741989637205	-0.500248985959793	-0.476311398409354	-0.39930342210962083	-0.4250465211298009	-0.37287306388482966	-0.2980608225015236	-0.3055158376023902	-0.35304738310096245	-0.41828458946409297	-0.583174380495839	-0.39084081512402774	-0.38867420136033837	-0.4254017991932016	-0.26135069736030303	-0.06904042891068198	-0.20252596883002735	-0.21662643098565088	-0.12576843444383892	-0.18137818771186587	-0.08310594568302017	-0.17134303847843368	-0.12907659739484847	-0.14078912502597565	-0.18068510427670717	-0.1285174712622835	-0.27304575229978756	-0.22674311944674877	-0.2959116814294769	0.027752458559085508	-0.0036284956311249256	0.07903480853028129	0.14871590280119398	0.1356579779135823	0.12253016225939999	0.13832547550436114	0.17827969706056818	-0.10114358768878887	-0.04576680364266399	0.009126569268014058	0.11085840424210568
ChlorophyllA	0.3085902674477984	0.012541319145284809	0.07787139225107645	0.11349532225513162	0.04862660211054056	0.27438780332419904	0.36679804835256924	0.3788306323406383	0.40556915369194946	0.6318465714621945	0.4611360006188208	0.5281543761826275	0.1237448393931552	0.21917507596754648	0.24754952998127697	0.13929368108550969	0.13973757744817836	0.25229523098216716	0.3470671044119263	0.21954415833650695	0.16906715678158354	0.32700199129938673	0.24708069562070556	0.19794535835294924	0.20529458633488487	0.23157674232457598	0.23575385697328388	0.16844620063380547	0.3687806191858366	0.40713027236066057	0.2505470773291856	0.2786172877685027	0.333271403972134	0.460836744643988	0.29210874463388165	0.4266866503159844	-0.5830429095665445	-0.5662272175807311	-0.5761126399493748	-0.4377017639896219	-0.45321818628470284	-0.5066403653919391	-0.49690207721092156	-0.4176640826747753	-0.3728904012402071	-0.34608454729455856	-0.39016245858764054	-0.3833743355585164	-0.4303375732089446	-0.4159034600228423	-0.3686085470003077	-0.35294499051760064	-0.3068246571962848	-0.18232669026646708	-0.26826053723949733	-0.28304128859644767	-0.4116490375806359	-0.5314112787087245	-0.45917338018387566	-0.43554961477061593	-0.4056190296877549	-0.323191465219849	-0.21157896180637378	-0.25216804719286323	-0.1790847505391117	-0.15556323091725321	-0.006401584061631756	-0.04301555258242547	-0.08064948521744099	-0.1656057626726841	-0.1647354265458787	-0.10948030459279148	-0.13170754212349808	-0.14492218721215672	-0.11918866717632574	-0.27528806504848774	0.03532716782901264	0.046429564495309716	0.03900801631945615	-0.005852948107771614	-0.051459558672291114	-0.0732379122407485	0.07562946623962068	0.16649106159823113	-0.07869434618186666	-0.021164878820050144	0.09917343005959162	0.09025560200957403
